timestamp,event_id,regime_id,allowed_action,provider_agreement_v2,same_market_provider_count,same_market_agreement_count,trend_expansion_up_agreement,transition_guardrail,cross_market_alignment,crypto_stress_divergence,release_allowed_v2,transition_stable_v2,path_specific_edge_v2,target_provider_agreement_trend_expansion_release,qqq_yf_1h_coarse_regime,qqq_ibkr_1h_coarse_regime,nq_yf_15m_coarse_regime,xbt_kraken_15m_coarse_regime,qqq_yf_1h_ret_4,qqq_ibkr_1h_ret_4,nq_yf_15m_ret_16,xbt_kraken_15m_ret_16,qqq_yf_1h_fwd_ret_4,qqq_ibkr_1h_fwd_ret_4,qqq_yf_1h_fwd_ret_8,qqq_ibkr_1h_fwd_ret_8,aq_entry_context_available,aq_entry_profit_positive
2026-05-07 14:30:00+00:00,QQQ|1h|2026-05-07T14:30:00+00:00|ProviderAgreementTrendExpansion|release_long,ProviderDisagreementTransitionGuardrail,observe_only,False,2,0,False,True,1,1,False,False,False,False,trend_expansion_up,transition_or_range,trend_expansion_up,trend_expansion_down,0.007799395983914215,0.006780537558719102,0.005497325272909137,-0.009211404831969139,-0.008439973509667742,-0.009831200148395447,0.013682859035023753,-0.010858553429505036,False,
2026-05-07 15:30:00+00:00,QQQ|1h|2026-05-07T15:30:00+00:00|ProviderAgreementTrendExpansion|release_long,ProviderAgreementTrendExpansion,observe_only,True,2,2,True,False,1,1,False,False,False,False,trend_expansion_up,trend_expansion_up,transition_or_range,trend_expansion_down,0.0018198581083224141,0.0017093280473441386,0.005151051092858072,-0.012485489169362984,-0.002003431674398537,-0.00349886000258115,0.0199407017182478,-0.0037856518060713773,False,
2026-05-07 16:30:00+00:00,QQQ|1h|2026-05-07T16:30:00+00:00|ProviderAgreementTrendExpansion|release_long,ProviderAgreementTrendExpansion,observe_only,True,2,2,False,False,1,0,False,False,True,False,transition_or_range,transition_or_range,trend_expansion_down,transition_or_range,-0.0036156565668531426,-0.0020956837527091876,-0.0009564136228078501,-0.014445554692029683,0.01788400718217087,-0.0018699385797098511,0.024055992682210148,0.006127644884279526,False,
2026-05-07 17:30:00+00:00,QQQ|1h|2026-05-07T17:30:00+00:00|ProviderAgreementTrendExpansion|release_long,ProviderAgreementTrendExpansion,observe_only,True,2,2,False,False,1,0,False,False,True,False,transition_or_range,transition_or_range,trend_expansion_down,transition_or_range,-0.007605225262578896,-0.002940037575114296,-0.003348787043238488,-0.008515815085158196,0.01871234813636602,-0.005552199303817562,0.021499549885512836,0.005796726216161785,False,
2026-05-07 18:30:00+00:00,QQQ|1h|2026-05-07T18:30:00+00:00|ProviderAgreementTrendExpansion|release_long,ProviderAgreementTrendExpansion,observe_only,True,2,2,False,False,1,0,False,False,True,False,transition_or_range,transition_or_range,trend_expansion_down,transition_or_range,-0.008439973509667742,-0.009831200148395447,-0.01000891026583739,-0.00029950207779561033,0.02231113795802786,-0.0010375536789924977,0.02591064027254708,0.008026630544427427,False,
2026-05-07 19:30:00+00:00,QQQ|1h|2026-05-07T19:30:00+00:00|ProviderAgreementTrendExpansion|release_long,ProviderAgreementTrendExpansion,observe_only,True,2,2,False,False,1,1,False,False,True,False,transition_or_range,transition_or_range,transition_or_range,transition_or_range,-0.002003431674398537,-0.00349886000258115,-0.006959833795013859,0.0019258907244601442,0.021988185219377288,-0.0002877987710991903,0.023470324583690028,0.007741786942569773,False,
2026-05-08 13:30:00+00:00,QQQ|1h|2026-05-08T13:30:00+00:00|ProviderAgreementTrendExpansion|release_long,ProviderDisagreementTransitionGuardrail,observe_only,False,2,0,False,True,1,1,False,True,True,False,trend_expansion_up,transition_or_range,trend_expansion_up,trend_expansion_down,0.01788400718217087,0.008680729352878114,0.004808025504192903,-0.003268792425418887,0.006063545017398475,0.005501049169171379,,0.008478421142176451,False,
2026-05-08 14:30:00+00:00,QQQ|1h|2026-05-08T14:30:00+00:00|ProviderAgreementTrendExpansion|release_long,ProviderDisagreementTransitionGuardrail,observe_only,False,2,0,False,True,1,0,False,True,True,False,trend_expansion_up,transition_or_range,trend_expansion_up,trend_expansion_up,0.01871234813636602,0.010250032165372902,0.008916204986149534,0.0007610445023891188,0.0027360046771258695,0.0027027791928455613,,0.007245146317994111,False,
2026-05-08 15:30:00+00:00,QQQ|1h|2026-05-08T15:30:00+00:00|ProviderAgreementTrendExpansion|release_long,ProviderAgreementTrendExpansion,observe_only,True,2,2,True,False,1,1,False,True,True,False,trend_expansion_up,trend_expansion_up,trend_expansion_up,trend_expansion_down,0.02231113795802786,0.01012408790392838,0.010001816939063435,-0.002121605431309903,0.0035209460025142914,0.005272830081990421,,0.006502685891998983,False,
2026-05-08 16:30:00+00:00,QQQ|1h|2026-05-08T16:30:00+00:00|ProviderAgreementTrendExpansion|release_long,ProviderAgreementTrendExpansion,observe_only,True,2,2,True,False,1,1,False,False,True,False,trend_expansion_up,trend_expansion_up,transition_or_range,transition_or_range,0.021988185219377288,0.011317415690248023,0.008183419080832754,-0.0054347148644438015,0.0014502509772114092,0.0032880810589597242,,,False,
2026-05-08 17:30:00+00:00,QQQ|1h|2026-05-08T17:30:00+00:00|ProviderAgreementTrendExpansion|release_long,ProviderDisagreementTransitionGuardrail,observe_only,False,2,0,False,True,1,0,False,True,True,False,transition_or_range,trend_expansion_up,transition_or_range,transition_or_range,0.006063545017398475,0.005501049169171379,0.009751092794882288,0.006797763397625278,,0.0029610829103212666,,,False,
2026-05-08 18:30:00+00:00,QQQ|1h|2026-05-08T18:30:00+00:00|ProviderAgreementTrendExpansion|release_long,ProviderDisagreementTransitionGuardrail,observe_only,False,2,0,False,True,1,1,False,True,True,False,transition_or_range,trend_expansion_up,transition_or_range,transition_or_range,0.0027360046771258695,0.0027027791928455613,0.0046761046761045755,-0.0007355324506943539,,0.00453012320241597,,,False,
2026-05-08 19:30:00+00:00,QQQ|1h|2026-05-08T19:30:00+00:00|ProviderAgreementTrendExpansion|release_long,ProviderDisagreementTransitionGuardrail,observe_only,False,2,0,False,True,1,0,False,True,True,False,transition_or_range,trend_expansion_up,transition_or_range,transition_or_range,0.0035209460025142914,0.005272830081990421,0.004000513984666165,0.0016758798369143069,,0.001223405003304645,,,False,
2026-05-08 20:00:00+00:00,QQQ|1h|2026-05-08T20:00:00+00:00|ProviderAgreementTrendExpansion|release_long,ProviderAgreementTrendExpansion,observe_only,True,2,2,False,False,1,0,False,True,False,False,transition_or_range,transition_or_range,transition_or_range,transition_or_range,0.0014502509772114092,0.0032880810589597242,0.004278074866310266,0.003426970508042082,,,,,False,
