pair,stake_amount,max_stake_amount,amount,open_date,close_date,open_rate,close_rate,fee_open,fee_close,trade_duration,profit_ratio,profit_abs,exit_reason,initial_stop_loss_abs,initial_stop_loss_ratio,stop_loss_abs,stop_loss_ratio,min_rate,max_rate,is_open,enter_tag,leverage,is_short,open_timestamp,close_timestamp,orders,funding_fees,weekday
BTC/USD,102489.34648327,102489.34648327,1.43083811,2026-04-08 08:00:00+00:00,2026-04-08 09:00:00+00:00,71628.890625,71628.890625,0.0,0.0,60,0.0,0.0,roi,69838.1683594,-0.025,69838.1683594,-0.025,71592.203125,71932.7578125,False,,1.0,False,1775635200000,1775638800000,"[{'amount': 1.43083811, 'safe_price': 71628.890625, 'ft_order_side': 'buy', 'order_filled_timestamp': 1775635200000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 102489.34648327173}, {'amount': 1.43083811, 'safe_price': 71628.890625, 'ft_order_side': 'sell', 'order_filled_timestamp': 1775638800000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 102489.34648327173}]",0.0,2
BTC/USD,102489.34680221,102489.34680221,1.4314531,2026-04-08 14:00:00+00:00,2026-04-08 16:00:00+00:00,71598.1171875,71598.1171875,0.0,0.0,120,0.0,0.0,roi,69808.1642579,-0.025,69808.1642579,-0.025,70754.125,71704.453125,False,,1.0,False,1775656800000,1775664000000,"[{'amount': 1.4314531, 'safe_price': 71598.1171875, 'ft_order_side': 'buy', 'order_filled_timestamp': 1775656800000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 102489.34680221014}, {'amount': 1.4314531, 'safe_price': 71598.1171875, 'ft_order_side': 'sell', 'order_filled_timestamp': 1775664000000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 102489.34680221014}]",0.0,2
BTC/USD,102489.34640697,102489.34640697,1.41749585,2026-04-09 16:00:00+00:00,2026-04-09 17:00:00+00:00,72303.1015625,72303.1015625,0.0,0.0,60,0.0,0.0,roi,70495.5240235,-0.025,70495.5240235,-0.025,71784.3515625,72519.0859375,False,,1.0,False,1775750400000,1775754000000,"[{'amount': 1.41749585, 'safe_price': 72303.1015625, 'ft_order_side': 'buy', 'order_filled_timestamp': 1775750400000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 102489.34640697225}, {'amount': 1.41749585, 'safe_price': 72303.1015625, 'ft_order_side': 'sell', 'order_filled_timestamp': 1775754000000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 102489.34640697225}]",0.0,3
BTC/USD,102489.34691158,102489.34691158,1.41769178,2026-04-09 18:00:00+00:00,2026-04-09 20:00:00+00:00,72293.109375,72293.109375,0.0,0.0,120,0.0,0.0,roi,70485.7816407,-0.025,70485.7816407,-0.025,71774.890625,72436.1328125,False,,1.0,False,1775757600000,1775764800000,"[{'amount': 1.41769178, 'safe_price': 72293.109375, 'ft_order_side': 'buy', 'order_filled_timestamp': 1775757600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 102489.34691157844}, {'amount': 1.41769178, 'safe_price': 72293.109375, 'ft_order_side': 'sell', 'order_filled_timestamp': 1775764800000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 102489.34691157844}]",0.0,3
BTC/USD,102489.34661596,102489.34661596,1.41531037,2026-04-09 21:00:00+00:00,2026-04-09 22:00:00+00:00,72414.75,72414.75,0.0,0.0,60,0.0,0.0,roi,70604.38125,-0.025,70604.38125,-0.025,72041.1171875,73004.65625,False,,1.0,False,1775768400000,1775772000000,"[{'amount': 1.41531037, 'safe_price': 72414.75, 'ft_order_side': 'buy', 'order_filled_timestamp': 1775768400000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 102489.3466159575}, {'amount': 1.41531037, 'safe_price': 72414.75, 'ft_order_side': 'sell', 'order_filled_timestamp': 1775772000000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 102489.3466159575}]",0.0,3
BTC/USD,102489.34661067,102489.34661067,1.42420523,2026-04-09 23:00:00+00:00,2026-04-10 00:00:00+00:00,71962.484375,71962.484375,0.0,0.0,60,0.0,0.0,roi,70163.4222657,-0.025,70163.4222657,-0.025,71609.296875,72004.9296875,False,,1.0,False,1775775600000,1775779200000,"[{'amount': 1.42420523, 'safe_price': 71962.484375, 'ft_order_side': 'buy', 'order_filled_timestamp': 1775775600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 102489.34661066829}, {'amount': 1.42420523, 'safe_price': 71962.484375, 'ft_order_side': 'sell', 'order_filled_timestamp': 1775779200000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 102489.34661066829}]",0.0,4
BTC/USD,102489.3465812,102489.3465812,1.42479642,2026-04-10 01:00:00+00:00,2026-04-10 02:00:00+00:00,71932.625,71932.625,0.0,0.0,60,0.0,0.0,roi,70134.309375,-0.025,70134.309375,-0.025,71730.296875,72347.5625,False,,1.0,False,1775782800000,1775786400000,"[{'amount': 1.42479642, 'safe_price': 71932.625, 'ft_order_side': 'buy', 'order_filled_timestamp': 1775782800000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 102489.34658120251}, {'amount': 1.42479642, 'safe_price': 71932.625, 'ft_order_side': 'sell', 'order_filled_timestamp': 1775786400000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 102489.34658120251}]",0.0,4
BTC/USD,102489.34634989,102489.34634989,1.42145158,2026-04-10 05:00:00+00:00,2026-04-10 06:00:00+00:00,72101.890625,72101.890625,0.0,0.0,60,0.0,0.0,roi,70299.3433594,-0.025,70299.3433594,-0.025,71804.453125,72249.5,False,,1.0,False,1775797200000,1775800800000,"[{'amount': 1.42145158, 'safe_price': 72101.890625, 'ft_order_side': 'buy', 'order_filled_timestamp': 1775797200000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 102489.34634989344}, {'amount': 1.42145158, 'safe_price': 72101.890625, 'ft_order_side': 'sell', 'order_filled_timestamp': 1775800800000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 102489.34634989344}]",0.0,4
BTC/USD,102489.34696835,102489.34696835,1.42102262,2026-04-10 12:00:00+00:00,2026-04-10 13:00:00+00:00,72123.65625,72123.65625,0.0,0.0,60,0.0,0.0,roi,70320.5648438,-0.025,70320.5648438,-0.025,71946.921875,72420.3515625,False,,1.0,False,1775822400000,1775826000000,"[{'amount': 1.42102262, 'safe_price': 72123.65625, 'ft_order_side': 'buy', 'order_filled_timestamp': 1775822400000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 102489.34696835438}, {'amount': 1.42102262, 'safe_price': 72123.65625, 'ft_order_side': 'sell', 'order_filled_timestamp': 1775826000000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 102489.34696835438}]",0.0,4
BTC/USD,102489.34637246,102489.34637246,1.41699457,2026-04-10 14:00:00+00:00,2026-04-10 15:00:00+00:00,72328.6796875,72403.5390625,0.0,0.0,60,0.0010349888221992496,106.07532789,roi,70520.4626954,-0.025,72850.1745782,-0.006,72328.6796875,73289.9140625,False,,1.0,False,1775829600000,1775833200000,"[{'amount': 1.41699457, 'safe_price': 72328.6796875, 'ft_order_side': 'buy', 'order_filled_timestamp': 1775829600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 102489.3463724568}, {'amount': 1.41699457, 'safe_price': 72403.5390625, 'ft_order_side': 'sell', 'order_filled_timestamp': 1775833200000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 102595.42170034538}]",0.0,4
BTC/USD,102594.36145782,102594.36145782,1.39827764,2026-04-10 21:00:00+00:00,2026-04-11 18:00:00+00:00,73371.953125,73371.953125,0.0,0.0,1260,0.0,0.0,roi,71537.6542969,-0.025,71537.6542969,-0.025,72594.53125,73660.734375,False,,1.0,False,1775854800000,1775930400000,"[{'amount': 1.39827764, 'safe_price': 73371.953125, 'ft_order_side': 'buy', 'order_filled_timestamp': 1775854800000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 102594.36145781563}, {'amount': 1.39827764, 'safe_price': 73371.953125, 'ft_order_side': 'sell', 'order_filled_timestamp': 1775930400000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 102594.36145781563}]",0.0,5
BTC/USD,102594.36133035,102594.36133035,1.39478311,2026-04-11 19:00:00+00:00,2026-04-11 20:00:00+00:00,73555.78125,73555.78125,0.0,0.0,60,0.0,0.0,roi,71716.8867188,-0.025,71716.8867188,-0.025,73284.3515625,73724.78125,False,,1.0,False,1775934000000,1775937600000,"[{'amount': 1.39478311, 'safe_price': 73555.78125, 'ft_order_side': 'buy', 'order_filled_timestamp': 1775934000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 102594.36133035469}, {'amount': 1.39478311, 'safe_price': 73555.78125, 'ft_order_side': 'sell', 'order_filled_timestamp': 1775937600000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 102594.36133035469}]",0.0,5
BTC/USD,102594.36121105,102594.36121105,1.41688437,2026-04-13 15:00:00+00:00,2026-04-13 16:00:00+00:00,72408.421875,72408.421875,0.0,0.0,60,0.0,0.0,roi,70598.2113282,-0.025,70598.2113282,-0.025,71691.8515625,72436.6171875,False,,1.0,False,1776092400000,1776096000000,"[{'amount': 1.41688437, 'safe_price': 72408.421875, 'ft_order_side': 'buy', 'order_filled_timestamp': 1776092400000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 102594.36121105359}, {'amount': 1.41688437, 'safe_price': 72408.421875, 'ft_order_side': 'sell', 'order_filled_timestamp': 1776096000000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 102594.36121105359}]",0.0,0
BTC/USD,102594.36092602,102594.36092602,1.42122243,2026-04-13 17:00:00+00:00,2026-04-13 18:00:00+00:00,72187.40625,72187.40625,0.0,0.0,60,0.0,0.0,roi,70382.7210938,-0.025,70382.7210938,-0.025,72101.75,72560.015625,False,,1.0,False,1776099600000,1776103200000,"[{'amount': 1.42122243, 'safe_price': 72187.40625, 'ft_order_side': 'buy', 'order_filled_timestamp': 1776099600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 102594.36092602219}, {'amount': 1.42122243, 'safe_price': 72187.40625, 'ft_order_side': 'sell', 'order_filled_timestamp': 1776103200000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 102594.36092602219}]",0.0,0
BTC/USD,102594.36136358,102594.36136358,1.41599291,2026-04-13 19:00:00+00:00,2026-04-13 19:00:00+00:00,72454.0078125,72888.7318594,0.0,0.0,0,0.00600000000037519,615.56616822,trailing_stop_loss,70642.6576172,-0.025,73031.6960625,-0.006,72327.703125,73472.53125,False,,1.0,False,1776106800000,1776106800000,"[{'amount': 1.41599291, 'safe_price': 72454.0078125, 'ft_order_side': 'buy', 'order_filled_timestamp': 1776106800000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 102594.3613635846}, {'amount': 1.41599291, 'safe_price': 72888.7318594, 'ft_order_side': 'sell', 'order_filled_timestamp': 1776106800000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 103209.9275318015}]",0.0,0
BTC/USD,103203.7715356,103203.7715356,1.41023211,2026-04-13 21:00:00+00:00,2026-04-13 22:00:00+00:00,73182.1171875,73208.84375,0.0,0.0,60,0.00036520619420386536,37.69065663,roi,71352.5642579,-0.025,74251.1010938,-0.006,73137.4140625,74699.296875,False,,1.0,False,1776114000000,1776117600000,"[{'amount': 1.41023211, 'safe_price': 73182.1171875, 'ft_order_side': 'buy', 'order_filled_timestamp': 1776114000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 103203.77153559538}, {'amount': 1.41023211, 'safe_price': 73208.84375, 'ft_order_side': 'sell', 'order_filled_timestamp': 1776117600000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 103241.46219222281}]",0.0,0
BTC/USD,103241.08552981,103241.08552981,1.38756114,2026-04-14 02:00:00+00:00,2026-04-14 03:00:00+00:00,74404.7109375,74404.7109375,0.0,0.0,60,0.0,0.0,roi,72544.5931641,-0.025,72544.5931641,-0.025,74291.6796875,74566.109375,False,,1.0,False,1776132000000,1776135600000,"[{'amount': 1.38756114, 'safe_price': 74404.7109375, 'ft_order_side': 'buy', 'order_filled_timestamp': 1776132000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 103241.08552980797}, {'amount': 1.38756114, 'safe_price': 74404.7109375, 'ft_order_side': 'sell', 'order_filled_timestamp': 1776135600000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 103241.08552980797}]",0.0,1
BTC/USD,103241.08561781,103241.08561781,1.38491181,2026-04-14 08:00:00+00:00,2026-04-14 09:00:00+00:00,74547.046875,74547.046875,0.0,0.0,60,0.0,0.0,roi,72683.3707032,-0.025,72683.3707032,-0.025,74469.1640625,74901.6875,False,,1.0,False,1776153600000,1776157200000,"[{'amount': 1.38491181, 'safe_price': 74547.046875, 'ft_order_side': 'buy', 'order_filled_timestamp': 1776153600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 103241.08561781108}, {'amount': 1.38491181, 'safe_price': 74547.046875, 'ft_order_side': 'sell', 'order_filled_timestamp': 1776157200000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 103241.08561781108}]",0.0,1
BTC/USD,103241.08556898,103241.08556898,1.37489464,2026-04-14 15:00:00+00:00,2026-04-14 16:00:00+00:00,75090.1796875,75090.1796875,0.0,0.0,60,0.0,0.0,roi,73212.9251954,-0.025,73212.9251954,-0.025,74566.21875,75666.0390625,False,,1.0,False,1776178800000,1776182400000,"[{'amount': 1.37489464, 'safe_price': 75090.1796875, 'ft_order_side': 'buy', 'order_filled_timestamp': 1776178800000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 103241.08556898062}, {'amount': 1.37489464, 'safe_price': 75090.1796875, 'ft_order_side': 'sell', 'order_filled_timestamp': 1776182400000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 103241.08556898062}]",0.0,1
BTC/USD,103241.0855303,103241.0855303,1.39265062,2026-04-14 19:00:00+00:00,2026-04-14 20:00:00+00:00,74132.796875,74132.796875,0.0,0.0,60,0.0,0.0,roi,72279.4769532,-0.025,72279.4769532,-0.025,73960.7578125,74423.1484375,False,,1.0,False,1776193200000,1776196800000,"[{'amount': 1.39265062, 'safe_price': 74132.796875, 'ft_order_side': 'buy', 'order_filled_timestamp': 1776193200000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 103241.08553030281}, {'amount': 1.39265062, 'safe_price': 74132.796875, 'ft_order_side': 'sell', 'order_filled_timestamp': 1776196800000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 103241.08553030281}]",0.0,1
BTC/USD,103241.08523248,103241.08523248,1.38408936,2026-04-15 01:00:00+00:00,2026-04-15 02:00:00+00:00,74591.34375,74591.34375,0.0,0.0,60,0.0,0.0,roi,72726.5601563,-0.025,72726.5601563,-0.025,74220.0,74799.609375,False,,1.0,False,1776214800000,1776218400000,"[{'amount': 1.38408936, 'safe_price': 74591.34375, 'ft_order_side': 'buy', 'order_filled_timestamp': 1776214800000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 103241.08523247749}, {'amount': 1.38408936, 'safe_price': 74591.34375, 'ft_order_side': 'sell', 'order_filled_timestamp': 1776218400000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 103241.08523247749}]",0.0,2
BTC/USD,103241.08526369,103241.08526369,1.37557573,2026-04-15 20:00:00+00:00,2026-04-15 22:00:00+00:00,75053.0,75053.0,0.0,0.0,120,0.0,0.0,roi,73176.675,-0.025,73176.675,-0.025,74545.0,75412.0,False,,1.0,False,1776283200000,1776290400000,"[{'amount': 1.37557573, 'safe_price': 75053.0, 'ft_order_side': 'buy', 'order_filled_timestamp': 1776283200000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 103241.08526369}, {'amount': 1.37557573, 'safe_price': 75053.0, 'ft_order_side': 'sell', 'order_filled_timestamp': 1776290400000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 103241.08526369}]",0.0,2
BTC/USD,103241.08520473,103241.08520473,1.37860796,2026-04-16 03:00:00+00:00,2026-04-16 04:00:00+00:00,74887.921875,74887.921875,0.0,0.0,60,0.0,0.0,roi,73015.7238282,-0.025,73015.7238282,-0.025,74749.5625,75186.453125,False,,1.0,False,1776308400000,1776312000000,"[{'amount': 1.37860796, 'safe_price': 74887.921875, 'ft_order_side': 'buy', 'order_filled_timestamp': 1776308400000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 103241.08520473313}, {'amount': 1.37860796, 'safe_price': 74887.921875, 'ft_order_side': 'sell', 'order_filled_timestamp': 1776312000000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 103241.08520473313}]",0.0,3
