root,path,exists,kind,matched_terms,header,size,mtime
/Users/thrill3r/Downloads/Tomac,/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state/NQ/bbn_network.json,True,candidate_hit,Bear|Bull,{,20780,2026-04-05T16:30:42.092697+00:00
/Users/thrill3r/Downloads/Tomac,/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state/ES/bbn_network.json,True,candidate_hit,Bear|Bull,{,20802,2026-04-05T16:30:31.309936+00:00
/Users/thrill3r/Downloads/Tomac,/Users/thrill3r/Downloads/Tomac/ict-cleaned-15m-expansion/state/EXPANSION_SOP/factor_mutation_runs.json,True,candidate_hit,Bear|Bull,[,4705,2026-04-06T14:50:38.962163+00:00
/Users/thrill3r/Downloads/Tomac,/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state-20260406b/YM/bbn_network.json,True,candidate_hit,Bear|Bull,{,20802,2026-04-05T16:37:55.072648+00:00
/Users/thrill3r/Downloads/Tomac,/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state-20260406b/EUR/bbn_network.json,True,candidate_hit,Bear|Bull,{,20809,2026-04-05T16:37:42.299960+00:00
/Users/thrill3r/Downloads/Tomac,/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state-20260406b/XAU/bbn_network.json,True,candidate_hit,Bear|Bull,{,20817,2026-04-05T16:37:52.247701+00:00
/Users/thrill3r/Downloads/Tomac,/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state-20260406b/NQ/bbn_network.json,True,candidate_hit,Bear|Bull,{,20794,2026-04-05T16:37:48.147282+00:00
/Users/thrill3r/Downloads/Tomac,/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state-20260406b/ES/bbn_network.json,True,candidate_hit,Bear|Bull,{,20802,2026-04-05T16:37:35.917538+00:00
/Users/thrill3r/Downloads/Tomac,/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/state/NQ/bbn_network.json,True,candidate_hit,Bear|Bull,{,20795,2026-04-06T16:41:59.098342+00:00
/Users/thrill3r/Downloads/Tomac,/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state-20260406/ES/bbn_network.json,True,candidate_hit,Bear|Bull,{,20802,2026-04-05T16:34:33.582045+00:00
/Users/thrill3r/Downloads/Tomac,/Users/thrill3r/Downloads/Tomac/ict-engine-sop-15m/state/YM/bbn_network.json,True,candidate_hit,Bear|Bull,{,20802,2026-04-05T16:56:26.894394+00:00
/Users/thrill3r/Downloads/Tomac,/Users/thrill3r/Downloads/Tomac/ict-engine-sop-15m/state/EUR/bbn_network.json,True,candidate_hit,Bear|Bull,{,20809,2026-04-05T16:56:09.298304+00:00
/Users/thrill3r/Downloads/Tomac,/Users/thrill3r/Downloads/Tomac/ict-engine-sop-15m/state/XAU/bbn_network.json,True,candidate_hit,Bear|Bull,{,20817,2026-04-05T16:56:23.447380+00:00
/Users/thrill3r/Downloads/Tomac,/Users/thrill3r/Downloads/Tomac/ict-engine-sop-15m/state/NQ/bbn_network.json,True,candidate_hit,Bear|Bull,{,20794,2026-04-05T16:56:18.720944+00:00
/Users/thrill3r/Downloads/Tomac,/Users/thrill3r/Downloads/Tomac/ict-engine-sop-15m/state/ES/bbn_network.json,True,candidate_hit,Bear|Bull,{,20802,2026-04-05T16:56:00.513345+00:00
/Users/thrill3r/tradingview-mcp,/Users/thrill3r/tradingview-mcp/EXAMPLES.md,True,candidate_hit,Bull,# 📚 Usage Examples - TradingView MCP Server,9363,2026-05-10T03:19:04.940089+00:00
/Users/thrill3r/tradingview-mcp,/Users/thrill3r/tradingview-mcp/OPENCLAW.md,True,candidate_hit,Bull,# TradingView MCP × OpenClaw Integration,7877,2026-05-10T03:19:04.940521+00:00
/Users/thrill3r/tradingview-mcp,/Users/thrill3r/tradingview-mcp/README.md,True,candidate_hit,Bear|Bull,# 📈 AI Trading Intelligence Framework — MCP Server,15641,2026-05-10T03:19:04.940754+00:00
/Users/thrill3r/tradingview-mcp,/Users/thrill3r/tradingview-mcp/openclaw/SKILL.md,True,candidate_hit,Bull|Sideways,---,5518,2026-05-10T03:19:04.943444+00:00
/Users/thrill3r/tradingview-mcp,/Users/thrill3r/tradingview-mcp/tradingview-mcp/EXAMPLES.md,True,candidate_hit,Bull,# 📚 Usage Examples - TradingView MCP Server,9363,2026-05-10T03:20:04.489876+00:00
/Users/thrill3r/tradingview-mcp,/Users/thrill3r/tradingview-mcp/tradingview-mcp/OPENCLAW.md,True,candidate_hit,Bull,# TradingView MCP × OpenClaw Integration,7877,2026-05-10T03:20:04.490303+00:00
/Users/thrill3r/tradingview-mcp,/Users/thrill3r/tradingview-mcp/tradingview-mcp/README.md,True,candidate_hit,Bear|Bull,# 📈 AI Trading Intelligence Framework — MCP Server,15641,2026-05-10T03:20:04.490649+00:00
/Users/thrill3r/tradingview-mcp,/Users/thrill3r/tradingview-mcp/src/tradingview_mcp/coinlist/all.txt,True,candidate_hit,Bear|Bull,BINANCE:ONGUSDT,30004,2026-05-10T03:19:04.945845+00:00
/Users/thrill3r/tradingview-mcp,/Users/thrill3r/tradingview-mcp/src/tradingview_mcp/coinlist/huobi.txt,True,candidate_hit,Bull,HUOBI:1CATUSDT,16243,2026-05-10T03:19:04.948292+00:00
/Users/thrill3r/tradingview-mcp,/Users/thrill3r/tradingview-mcp/src/tradingview_mcp/coinlist/nasdaq.txt,True,candidate_hit,Bull,NASDAQ:AACB,57946,2026-05-10T03:19:04.949484+00:00
/Users/thrill3r/tradingview-mcp,/Users/thrill3r/tradingview-mcp/src/tradingview_mcp/coinlist/gateio.txt,True,candidate_hit,Bear|Bull,GATEIO:POOLUSDT,12821,2026-05-10T03:19:04.947838+00:00
/Users/thrill3r/tradingview-mcp,/Users/thrill3r/tradingview-mcp/src/tradingview_mcp/coinlist/kucoin.txt,True,candidate_hit,Bull,KUCOIN:1CATUSDT,16148,2026-05-10T03:19:04.948753+00:00
/Users/thrill3r/tradingview-mcp,/Users/thrill3r/tradingview-mcp/tradingview-mcp/openclaw/SKILL.md,True,candidate_hit,Bull|Sideways,---,5518,2026-05-10T03:20:04.493281+00:00
/Users/thrill3r/tradingview-mcp,/Users/thrill3r/tradingview-mcp/tradingview-mcp/src/tradingview_mcp/coinlist/all.txt,True,candidate_hit,Bear|Bull,BINANCE:ONGUSDT,30004,2026-05-10T03:20:04.493907+00:00
/Users/thrill3r/tradingview-mcp,/Users/thrill3r/tradingview-mcp/tradingview-mcp/src/tradingview_mcp/coinlist/huobi.txt,True,candidate_hit,Bull,HUOBI:1CATUSDT,16243,2026-05-10T03:20:04.495615+00:00
/Users/thrill3r/tradingview-mcp,/Users/thrill3r/tradingview-mcp/tradingview-mcp/src/tradingview_mcp/coinlist/nasdaq.txt,True,candidate_hit,Bull,NASDAQ:AACB,57946,2026-05-10T03:20:04.496558+00:00
/Users/thrill3r/tradingview-mcp,/Users/thrill3r/tradingview-mcp/tradingview-mcp/src/tradingview_mcp/coinlist/gateio.txt,True,candidate_hit,Bear|Bull,GATEIO:POOLUSDT,12821,2026-05-10T03:20:04.495103+00:00
/Users/thrill3r/tradingview-mcp,/Users/thrill3r/tradingview-mcp/tradingview-mcp/src/tradingview_mcp/coinlist/kucoin.txt,True,candidate_hit,Bull,KUCOIN:1CATUSDT,16148,2026-05-10T03:20:04.495909+00:00
/Users/thrill3r/tradingview-mcp,/Users/thrill3r/tradingview-mcp/tradingview-mcp/.venv/lib/python3.12/site-packages/numpy-2.3.2.dist-info/LICENSE.txt,True,candidate_hit,Bear,"Copyright (c) 2005-2025, NumPy Developers.",47800,2026-05-10T03:19:05.640338+00:00
/Users/thrill3r/tradingview-mcp,,True,scan_truncated,max_files_per_root=2500,,0,
/Users/thrill3r/Library/Application Support/TradingView,,True,scan_truncated,max_files_per_root=2500,,0,
/Users/thrill3r/Jts,/Users/thrill3r/Jts/launcher.20260505.log,True,candidate_hit,Bull,2026-05-05 14:23:28.659 [DU] INFO  [JTS-Main] - ------------------------------- IB GATEWAY RESTART --------------------------------,48006,2026-05-05T09:00:10.737167+00:00
/Users/thrill3r/Jts,/Users/thrill3r/Jts/launcher.20260507.log,True,candidate_hit,Bull,2026-05-07 17:00:08.876 [MQ] INFO  [JTS-Main] - ------------------------------- IB GATEWAY RESTART --------------------------------,47764,2026-05-07T13:37:25.700249+00:00
/Users/thrill3r/Jts,/Users/thrill3r/Jts/launcher.20260506.log,True,candidate_hit,Bull,2026-05-06 09:27:46.197 [OD] INFO  [JTS-Main] - ------------------------------- IB GATEWAY RESTART --------------------------------,101940,2026-05-06T13:54:50.070869+00:00
/Users/thrill3r/Jts,/Users/thrill3r/Jts/launcher.20260509.log,True,candidate_hit,Bull,2026-05-09 17:00:34.060 [HO] INFO  [JTS-Main] - ------------------------------- IB GATEWAY RESTART --------------------------------,86355,2026-05-09T14:05:16.203829+00:00
/Users/thrill3r/Jts,/Users/thrill3r/Jts/launcher.log,True,candidate_hit,Bull,2026-05-11 06:54:38.313 [TA] INFO  [JTS-Main] - ------------------------------- IB GATEWAY RESTART --------------------------------,74733,2026-05-11T15:40:53.832844+00:00
/Users/thrill3r/.ibkr,,False,root_absent,,,0,
/Users/thrill3r/.kraken,,False,root_absent,,,0,
/Users/thrill3r/projects-ict-engine/ict-engine/state,/Users/thrill3r/projects-ict-engine/ict-engine/state/DEMO/workflow_snapshot.json,True,candidate_hit,Bear|Bull,{,213750,2026-05-08T10:24:36.270245+00:00
/Users/thrill3r/projects-ict-engine/ict-engine/state,/Users/thrill3r/projects-ict-engine/ict-engine/state/DEMO/ensemble_vote_history.json,True,candidate_hit,Bull,[,84204,2026-05-08T10:24:35.689495+00:00
/Users/thrill3r/projects-ict-engine/ict-engine/state,/Users/thrill3r/projects-ict-engine/ict-engine/state/DEMO/pending_update_history.json,True,candidate_hit,Bear|Bull,[,209413,2026-05-08T10:24:35.401809+00:00
/Users/thrill3r/projects-ict-engine/ict-engine/state,/Users/thrill3r/projects-ict-engine/ict-engine/state/DEMO/learning_state.json,True,candidate_hit,Bear|Bull,{,131404,2026-05-08T10:24:36.367873+00:00
/Users/thrill3r/projects-ict-engine/ict-engine/state,/Users/thrill3r/projects-ict-engine/ict-engine/state/DEMO/analyze_runs.json,True,candidate_hit,Bear|Bull,[,1368879,2026-05-08T10:24:35.563043+00:00
/Users/thrill3r/projects-ict-engine/ict-engine/state,/Users/thrill3r/projects-ict-engine/ict-engine/state/DEMO/pending_update_feedback.json,True,candidate_hit,Bear|Bull,{,10501,2026-05-08T10:24:35.381794+00:00
/Users/thrill3r/projects-ict-engine/ict-engine/state,/Users/thrill3r/projects-ict-engine/ict-engine/state/DEMO/execution_candidate_history.json,True,candidate_hit,Bear|Bull,[,155786,2026-05-08T10:24:35.430695+00:00
/Users/thrill3r/projects-ict-engine/ict-engine/state,/Users/thrill3r/projects-ict-engine/ict-engine/state/DEMO/artifact_ledger.json,True,candidate_hit,Bull,[,115858,2026-05-08T10:24:35.684856+00:00
/Users/thrill3r/projects-ict-engine/ict-engine/state,/Users/thrill3r/projects-ict-engine/ict-engine/state/DEMO/execution_candidate.json,True,candidate_hit,Bear|Bull,{,7764,2026-05-08T10:24:35.417415+00:00
/Users/thrill3r/projects-ict-engine/ict-engine/state,/Users/thrill3r/projects-ict-engine/ict-engine/state/DEMO/ensemble_vote.json,True,candidate_hit,Bull,{,3685,2026-05-08T10:24:35.685205+00:00
/Users/thrill3r/projects-ict-engine/ict-engine/state,/Users/thrill3r/projects-ict-engine/ict-engine/state/DEMO/research_runs.json,True,candidate_hit,Bear|Bull,[,136456,2026-04-22T03:27:13.675931+00:00
/Users/thrill3r/projects-ict-engine/ict-engine/state,/Users/thrill3r/projects-ict-engine/ict-engine/state/DEMO/bbn_network.json,True,candidate_hit,Bear|Bull,{,45706,2026-04-21T11:20:58.580220+00:00
/Users/thrill3r/projects-ict-engine/ict-engine/state,/Users/thrill3r/projects-ict-engine/ict-engine/state/YM/workflow_snapshot.json,True,candidate_hit,Bear|Bull,{,67154,2026-04-13T18:30:59.521784+00:00
/Users/thrill3r/projects-ict-engine/ict-engine/state,/Users/thrill3r/projects-ict-engine/ict-engine/state/YM/pending_update_history.json,True,candidate_hit,Bear|Bull,[,34259,2026-04-13T18:30:59.502347+00:00
/Users/thrill3r/projects-ict-engine/ict-engine/state,/Users/thrill3r/projects-ict-engine/ict-engine/state/YM/analyze_runs.json,True,candidate_hit,Bear|Bull,[,250630,2026-04-13T18:30:59.514909+00:00
/Users/thrill3r/projects-ict-engine/ict-engine/state,/Users/thrill3r/projects-ict-engine/ict-engine/state/YM/pending_update_feedback.json,True,candidate_hit,Bear|Bull,{,10867,2026-04-13T18:30:59.500633+00:00
/Users/thrill3r/projects-ict-engine/ict-engine/state,/Users/thrill3r/projects-ict-engine/ict-engine/state/YM/execution_candidate_history.json,True,candidate_hit,Bear|Bull,[,25856,2026-04-13T18:30:59.505064+00:00
/Users/thrill3r/projects-ict-engine/ict-engine/state,/Users/thrill3r/projects-ict-engine/ict-engine/state/YM/artifact_ledger.json,True,candidate_hit,Bull,[,9164,2026-04-13T18:30:59.503602+00:00
/Users/thrill3r/projects-ict-engine/ict-engine/state,/Users/thrill3r/projects-ict-engine/ict-engine/state/YM/execution_candidate.json,True,candidate_hit,Bear|Bull,{,8207,2026-04-13T18:30:59.503948+00:00
/Users/thrill3r/projects-ict-engine/ict-engine/state,/Users/thrill3r/projects-ict-engine/ict-engine/state/policy_training/tomac_policy_training_v3_quality_report.txt,True,candidate_hit,Bear|Bull,Tomac policy training v3 quality report,3142,2026-04-14T11:55:18.315118+00:00
/Users/thrill3r/projects-ict-engine/ict-engine/state,/Users/thrill3r/projects-ict-engine/ict-engine/state/policy_training/tomac_entry_logic_map.csv,True,candidate_hit,Bear|Bull,"source_file,strategy_code,logic_family,entry_logic_id,entry_logic_name,entry_logic_long_label,entry_logic_short_label,logic_node_seed,source_py,primary_functions,logic_signature,bbn_hint_node,execution_tree_hint",11540,2026-04-14T13:02:51.678209+00:00
/Users/thrill3r/projects-ict-engine/ict-engine/state,/Users/thrill3r/projects-ict-engine/ict-engine/state/policy_training/tomac_bbn_evidence_v2_fields.txt,True,candidate_hit,Bear|Bull,tomac_bbn_evidence_v2 fields,723,2026-04-14T13:11:07.431292+00:00
/Users/thrill3r/projects-ict-engine/ict-engine/state,/Users/thrill3r/projects-ict-engine/ict-engine/state/policy_training/tomac_bbn_evidence_v1_report.txt,True,candidate_hit,Bear|Bull,tomac_bbn_evidence_v1 report,987,2026-04-14T12:57:54.208174+00:00
/Users/thrill3r/projects-ict-engine/ict-engine/state,/Users/thrill3r/projects-ict-engine/ict-engine/state/policy_training/repo_bbn_trading_cpt_init_smoothed_summary.txt,True,candidate_hit,Bear|Bull,repo_bbn_trading_cpt_init_smoothed summary,2650,2026-04-14T13:39:12.564684+00:00
/Users/thrill3r/projects-ict-engine/ict-engine/state,/Users/thrill3r/projects-ict-engine/ict-engine/state/policy_training/tomac_bbn_evidence_v2_report.txt,True,candidate_hit,Bear|Bull,tomac_bbn_evidence_v2 report,1169,2026-04-14T13:11:07.970152+00:00
/Users/thrill3r/projects-ict-engine/ict-engine/state,/Users/thrill3r/projects-ict-engine/ict-engine/state/policy_training/repo_bbn_trading_cpt_init.json,True,candidate_hit,Bear|Bull,{,3119,2026-04-14T13:17:17.425451+00:00
/Users/thrill3r/projects-ict-engine/ict-engine/state,/Users/thrill3r/projects-ict-engine/ict-engine/state/policy_training/tomac_bbn_evidence_v1_fields.txt,True,candidate_hit,Bear|Bull,tomac_bbn_evidence_v1 fields,637,2026-04-14T12:57:53.694815+00:00
/Users/thrill3r/projects-ict-engine/ict-engine/state,/Users/thrill3r/projects-ict-engine/ict-engine/state/policy_training/repo_bbn_trading_cpt_init_summary.txt,True,candidate_hit,Bear|Bull,repo_bbn_trading_cpt_init summary,1171,2026-04-14T13:17:17.425617+00:00
/Users/thrill3r/projects-ict-engine/ict-engine/state,/Users/thrill3r/projects-ict-engine/ict-engine/state/policy_training/repo_bbn_trading_cpt_init_smoothed.json,True,candidate_hit,Bear|Bull,{,3212,2026-04-14T13:39:12.564140+00:00
/Users/thrill3r/projects-ict-engine/ict-engine/state,/Users/thrill3r/projects-ict-engine/ict-engine/state/NQ/workflow_snapshot.json,True,candidate_hit,Bear|Bull,{,41310,2026-05-11T23:44:02.468438+00:00
/Users/thrill3r/projects-ict-engine/ict-engine/state,/Users/thrill3r/projects-ict-engine/ict-engine/state/NQ/pending_update_history.json,True,candidate_hit,Bear|Bull,[,11252,2026-04-09T13:25:04.860240+00:00
/Users/thrill3r/projects-ict-engine/ict-engine/state,/Users/thrill3r/projects-ict-engine/ict-engine/state/NQ/analyze_runs.json,True,candidate_hit,Bear|Bull,[,67953,2026-04-09T13:25:04.866810+00:00
/Users/thrill3r/projects-ict-engine/ict-engine/state,/Users/thrill3r/projects-ict-engine/ict-engine/state/NQ/pending_update_feedback.json,True,candidate_hit,Bear|Bull,{,10680,2026-04-09T13:25:04.859818+00:00
/Users/thrill3r/projects-ict-engine/ict-engine/state,/Users/thrill3r/projects-ict-engine/ict-engine/state/NQ/execution_candidate_history.json,True,candidate_hit,Bear|Bull,[,8383,2026-04-09T13:25:04.863446+00:00
/Users/thrill3r/projects-ict-engine/ict-engine/state,/Users/thrill3r/projects-ict-engine/ict-engine/state/NQ/artifact_ledger.json,True,candidate_hit,Bull,[,2935,2026-04-09T13:25:04.862737+00:00
/Users/thrill3r/projects-ict-engine/ict-engine/state,/Users/thrill3r/projects-ict-engine/ict-engine/state/NQ/execution_candidate.json,True,candidate_hit,Bear|Bull,{,7965,2026-04-09T13:25:04.863109+00:00
/Users/thrill3r/projects-ict-engine/ict-engine/state,/Users/thrill3r/projects-ict-engine/ict-engine/state/GC/workflow_snapshot.json,True,candidate_hit,Bear|Bull,{,100358,2026-04-13T17:00:30.952246+00:00
/Users/thrill3r/projects-ict-engine/ict-engine/state,/Users/thrill3r/projects-ict-engine/ict-engine/state/GC/pending_update_history.json,True,candidate_hit,Bear|Bull,[,82052,2026-04-13T17:00:30.891753+00:00
/Users/thrill3r/projects-ict-engine/ict-engine/state,/Users/thrill3r/projects-ict-engine/ict-engine/state/GC/analyze_runs.json,True,candidate_hit,Bear|Bull,[,600016,2026-04-13T17:00:30.928901+00:00
/Users/thrill3r/projects-ict-engine/ict-engine/state,/Users/thrill3r/projects-ict-engine/ict-engine/state/GC/pending_update_feedback.json,True,candidate_hit,Bear|Bull,{,11108,2026-04-13T17:00:30.887964+00:00
/Users/thrill3r/projects-ict-engine/ict-engine/state,/Users/thrill3r/projects-ict-engine/ict-engine/state/GC/execution_candidate_history.json,True,candidate_hit,Bear|Bull,[,61785,2026-04-13T17:00:30.897405+00:00
/Users/thrill3r/projects-ict-engine/ict-engine/state,/Users/thrill3r/projects-ict-engine/ict-engine/state/GC/artifact_ledger.json,True,candidate_hit,Bull,[,21630,2026-04-13T17:00:30.894212+00:00
/Users/thrill3r/projects-ict-engine/ict-engine/state,/Users/thrill3r/projects-ict-engine/ict-engine/state/GC/execution_candidate.json,True,candidate_hit,Bear|Bull,{,8356,2026-04-13T17:00:30.894577+00:00
/Users/thrill3r/projects-ict-engine/ict-engine/state,/Users/thrill3r/projects-ict-engine/ict-engine/state/CL/workflow_snapshot.json,True,candidate_hit,Bear|Bull,{,94174,2026-04-13T17:00:55.441503+00:00
/Users/thrill3r/projects-ict-engine/ict-engine/state,/Users/thrill3r/projects-ict-engine/ict-engine/state/CL/pending_update_history.json,True,candidate_hit,Bear|Bull,[,59782,2026-04-13T17:00:55.404550+00:00
/Users/thrill3r/projects-ict-engine/ict-engine/state,/Users/thrill3r/projects-ict-engine/ict-engine/state/CL/analyze_runs.json,True,candidate_hit,Bear|Bull,[,436842,2026-04-13T17:00:55.427926+00:00
/Users/thrill3r/projects-ict-engine/ict-engine/state,/Users/thrill3r/projects-ict-engine/ict-engine/state/CL/pending_update_feedback.json,True,candidate_hit,Bear|Bull,{,11356,2026-04-13T17:00:55.401158+00:00
/Users/thrill3r/projects-ict-engine/ict-engine/state,/Users/thrill3r/projects-ict-engine/ict-engine/state/CL/execution_candidate_history.json,True,candidate_hit,Bear|Bull,[,45428,2026-04-13T17:00:55.409077+00:00
/Users/thrill3r/projects-ict-engine/ict-engine/state,/Users/thrill3r/projects-ict-engine/ict-engine/state/CL/artifact_ledger.json,True,candidate_hit,Bull,[,15500,2026-04-13T17:00:55.406377+00:00
/Users/thrill3r/projects-ict-engine/ict-engine/state,/Users/thrill3r/projects-ict-engine/ict-engine/state/CL/execution_candidate.json,True,candidate_hit,Bear|Bull,{,8664,2026-04-13T17:00:55.406845+00:00
/Users/thrill3r/projects-ict-engine/ict-engine/state,/Users/thrill3r/projects-ict-engine/ict-engine/state/.deps/auto-quant/program.md,True,candidate_hit,Bear|Bull,# Auto-Quant v0.4.1 — strategy-declared portfolio + cross-regime testing,30524,2026-05-08T12:01:23.912514+00:00
/Users/thrill3r/projects-ict-engine/ict-engine/state,/Users/thrill3r/projects-ict-engine/ict-engine/state/.deps/auto-quant/README.md,True,candidate_hit,Bull,# Auto-Quant,10319,2026-05-08T12:01:23.909773+00:00
/Users/thrill3r/projects-ict-engine/ict-engine/state,/Users/thrill3r/projects-ict-engine/ict-engine/state/.deps/auto-quant/versions/README.md,True,candidate_hit,Bear,# Versions,2968,2026-05-08T12:01:23.925823+00:00
/Users/thrill3r/projects-ict-engine/ict-engine/state,/Users/thrill3r/projects-ict-engine/ict-engine/state/.deps/auto-quant/versions/0.3.0/retrospective.md,True,candidate_hit,Bear|Bull,# v0.3.0 — Retrospective,14973,2026-05-08T12:01:23.922657+00:00
/Users/thrill3r/projects-ict-engine/ict-engine/state,/Users/thrill3r/projects-ict-engine/ict-engine/state/.deps/auto-quant/versions/0.4.1/run.log,True,candidate_hit,Bull,"2026-05-08 12:03:37,839 - freqtrade.loggers - INFO - Enabling colorized output.",278627,2026-05-08T12:01:23.925009+00:00
/Users/thrill3r/projects-ict-engine/ict-engine/state,/Users/thrill3r/projects-ict-engine/ict-engine/state/.deps/auto-quant/versions/0.4.1/retrospective.md,True,candidate_hit,Bear|Bull,# v0.4.1 — Retrospective,28843,2026-05-08T12:01:23.924738+00:00
/Users/thrill3r/projects-ict-engine/ict-engine/state,/Users/thrill3r/projects-ict-engine/ict-engine/state/.deps/auto-quant/versions/0.4.0/retrospective.md,True,candidate_hit,Bear|Bull,# v0.4.0 — Retrospective,19175,2026-05-08T12:01:23.923538+00:00
/Users/thrill3r/projects-ict-engine/ict-engine/state,/Users/thrill3r/projects-ict-engine/ict-engine/state/.deps/auto-quant/versions/0.1.0/retrospective.md,True,candidate_hit,Bear|Bull,# v0.1.0 — Retrospective,10294,2026-05-08T12:01:23.920798+00:00
/Users/thrill3r/projects-ict-engine/ict-engine/state,/Users/thrill3r/projects-ict-engine/ict-engine/state/.deps/auto-quant/versions/0.2.0/retrospective.md,True,candidate_hit,Bull,# v0.2.0 — Retrospective,12610,2026-05-08T12:01:23.921673+00:00
/Users/thrill3r/projects-ict-engine/ict-engine/state,/Users/thrill3r/projects-ict-engine/ict-engine/state/policy_training/cpt_seed_tables/liquidity_context_given_entry_logic.csv,True,candidate_hit,Bear|Bull,"entry_logic_id,liquidity_context,count,prob",1026,2026-04-14T13:11:43.034940+00:00
/Users/thrill3r/projects-ict-engine/ict-engine/state,/Users/thrill3r/projects-ict-engine/ict-engine/state/policy_training/cpt_seed_tables/entry_quality_given_regime_liquidity.csv,True,candidate_hit,Bear|Bull,"market_regime,liquidity_context,entry_quality,count,prob",710,2026-04-14T13:11:42.348634+00:00
/tmp/ict-engine-board-a-064259-runtime-v1,/tmp/ict-engine-board-a-064259-runtime-v1/NQ/workflow_snapshot.json,True,candidate_hit,Bear|Bull,{,131681,2026-05-11T23:35:11.244551+00:00
/tmp/ict-engine-board-a-064259-runtime-v1,/tmp/ict-engine-board-a-064259-runtime-v1/NQ/ensemble_vote_history.json,True,candidate_hit,Bull,[,18702,2026-05-11T23:02:31.518583+00:00
/tmp/ict-engine-board-a-064259-runtime-v1,/tmp/ict-engine-board-a-064259-runtime-v1/NQ/pending_update_history.json,True,candidate_hit,Bear|Bull,[,40706,2026-05-11T23:02:26.501819+00:00
/tmp/ict-engine-board-a-064259-runtime-v1,/tmp/ict-engine-board-a-064259-runtime-v1/NQ/analyze_runs.json,True,candidate_hit,Bear|Bull,[,295374,2026-05-11T23:02:26.537690+00:00
/tmp/ict-engine-board-a-064259-runtime-v1,/tmp/ict-engine-board-a-064259-runtime-v1/NQ/pending_update_feedback.json,True,candidate_hit,Bear|Bull,{,12904,2026-05-11T23:02:26.496505+00:00
/tmp/ict-engine-board-a-064259-runtime-v1,/tmp/ict-engine-board-a-064259-runtime-v1/NQ/execution_candidate_history.json,True,candidate_hit,Bear|Bull,[,28821,2026-05-11T23:02:26.508007+00:00
/tmp/ict-engine-board-a-064259-runtime-v1,/tmp/ict-engine-board-a-064259-runtime-v1/NQ/artifact_ledger.json,True,candidate_hit,Bull,[,23875,2026-05-11T23:02:31.512947+00:00
/tmp/ict-engine-board-a-064259-runtime-v1,/tmp/ict-engine-board-a-064259-runtime-v1/NQ/execution_candidate.json,True,candidate_hit,Bear|Bull,{,9183,2026-05-11T23:02:26.505410+00:00
/tmp/ict-engine-board-a-064259-runtime-v1,/tmp/ict-engine-board-a-064259-runtime-v1/NQ/ensemble_vote.json,True,candidate_hit,Bull,{,6728,2026-05-11T23:02:31.514211+00:00
