timestamp_ms,open,high,low,close,volume,datetime_utc
1778385600000,80770.1,80842.2,80727.7,80754.3,68.29834,2026-05-10 04:00:00+00:00
1778389200000,80754.3,80810.6,80676.2,80694.6,98.501413,2026-05-10 05:00:00+00:00
1778392800000,80694.6,80753.9,80646.0,80732.2,112.739023,2026-05-10 06:00:00+00:00
1778396400000,80732.2,80804.1,80714.4,80734.2,72.941217,2026-05-10 07:00:00+00:00
1778400000000,80734.2,80898.4,80695.9,80824.7,344.360931,2026-05-10 08:00:00+00:00
1778403600000,80824.7,80903.5,80739.7,80799.1,84.640903,2026-05-10 09:00:00+00:00
1778407200000,80799.1,80878.9,80681.3,80870.7,129.295485,2026-05-10 10:00:00+00:00
1778410800000,80870.7,80963.3,80737.6,80814.1,109.121068,2026-05-10 11:00:00+00:00
1778414400000,80814.1,80945.4,80774.7,80917.9,106.598931,2026-05-10 12:00:00+00:00
1778418000000,80917.9,81002.6,80861.0,80969.0,161.877784,2026-05-10 13:00:00+00:00
1778421600000,80969.0,81004.0,80806.5,80979.1,156.069581,2026-05-10 14:00:00+00:00
1778425200000,80979.1,81450.0,80929.7,81414.3,556.85181,2026-05-10 15:00:00+00:00
1778428800000,81414.3,81500.0,81199.2,81365.5,276.950002,2026-05-10 16:00:00+00:00
1778432400000,81365.5,81583.3,81206.0,81476.5,263.697069,2026-05-10 17:00:00+00:00
1778436000000,81476.5,81498.9,81231.4,81267.1,159.375432,2026-05-10 18:00:00+00:00
1778439600000,81267.1,81481.9,81142.4,81428.6,186.06518,2026-05-10 19:00:00+00:00
1778443200000,81428.6,81452.8,80263.1,80728.3,669.407676,2026-05-10 20:00:00+00:00
1778446800000,80728.3,80945.7,80563.6,80715.6,399.033033,2026-05-10 21:00:00+00:00
1778450400000,80715.6,82171.1,80662.0,82037.5,1112.309451,2026-05-10 22:00:00+00:00
1778454000000,82037.5,82478.1,82037.5,82215.5,759.840272,2026-05-10 23:00:00+00:00
1778457600000,82215.5,82382.8,81275.4,81459.5,681.814637,2026-05-11 00:00:00+00:00
1778461200000,81459.5,81749.9,81280.4,81499.4,426.263939,2026-05-11 01:00:00+00:00
1778464800000,81499.4,81559.3,81110.7,81173.7,393.748487,2026-05-11 02:00:00+00:00
1778468400000,81173.7,81190.9,80517.6,80728.6,541.345661,2026-05-11 03:00:00+00:00
1778472000000,80728.6,80877.4,80636.8,80812.6,189.706304,2026-05-11 04:00:00+00:00
1778475600000,80812.6,80973.8,80758.1,80838.2,171.689362,2026-05-11 05:00:00+00:00
1778479200000,80838.2,81052.8,80762.7,80829.1,195.249877,2026-05-11 06:00:00+00:00
1778482800000,80829.1,80836.4,80671.6,80740.1,182.983854,2026-05-11 07:00:00+00:00
1778486400000,80740.1,80866.4,80620.7,80763.5,271.355918,2026-05-11 08:00:00+00:00
1778490000000,80763.5,81003.6,80754.7,80963.7,164.228902,2026-05-11 09:00:00+00:00
1778493600000,80963.7,81209.3,80939.4,80947.5,210.996099,2026-05-11 10:00:00+00:00
1778497200000,80947.5,81201.4,80902.9,81201.4,189.594472,2026-05-11 11:00:00+00:00
1778500800000,81201.4,81353.2,81031.3,81057.3,325.741546,2026-05-11 12:00:00+00:00
1778504400000,81057.3,81338.2,80763.5,81064.8,507.084919,2026-05-11 13:00:00+00:00
1778508000000,81064.8,81250.0,80457.6,80952.0,588.263899,2026-05-11 14:00:00+00:00
1778511600000,80952.0,81459.9,80831.0,81439.8,492.442396,2026-05-11 15:00:00+00:00
1778515200000,81439.8,81914.6,81340.5,81574.3,561.634475,2026-05-11 16:00:00+00:00
1778518800000,81574.3,82061.8,81360.9,81938.0,440.343095,2026-05-11 17:00:00+00:00
1778522400000,81938.0,82138.2,81833.0,81861.7,339.793708,2026-05-11 18:00:00+00:00
1778526000000,81861.7,82095.0,81735.6,81959.6,336.866646,2026-05-11 19:00:00+00:00
1778529600000,81959.6,82085.5,81755.1,81818.4,267.285201,2026-05-11 20:00:00+00:00
1778533200000,81818.4,81900.0,81591.9,81818.6,154.237574,2026-05-11 21:00:00+00:00
1778536800000,81818.6,81966.8,81728.2,81830.0,140.338011,2026-05-11 22:00:00+00:00
1778540400000,81830.0,81830.1,81591.1,81739.3,132.147448,2026-05-11 23:00:00+00:00
1778544000000,81739.3,81785.2,81478.5,81544.9,160.237139,2026-05-12 00:00:00+00:00
1778547600000,81544.9,81617.8,80704.1,81190.3,426.65024,2026-05-12 01:00:00+00:00
1778551200000,81190.3,81327.3,81087.2,81249.0,196.425403,2026-05-12 02:00:00+00:00
