pair,stake_amount,max_stake_amount,amount,open_date,close_date,open_rate,close_rate,fee_open,fee_close,trade_duration,profit_ratio,profit_abs,exit_reason,initial_stop_loss_abs,initial_stop_loss_ratio,stop_loss_abs,stop_loss_ratio,min_rate,max_rate,is_open,enter_tag,leverage,is_short,open_timestamp,close_timestamp,orders,funding_fees,weekday,entry_ts,profit_ratio_numeric,context_date,close,ema21,ema89,atr_pct,ret_24h,ret_63h,rolling_vol_120h,breakout_20h,breakdown_20h,main_regime,sub_regime,sub_sub_regime_or_profit_factor,profit_factor,branch_path,win,period_bucket
ES/USD,43848.0,43848.0,32.0,2013-01-24 15:00:00+00:00,2013-01-28 09:00:00+00:00,1370.25,1368.5,0.0,0.0,5400,-0.001277139208173691,-56.0,exit_signal,1342.85,-0.02,1342.85,-0.02,1363.0,1374.5,False,,1.0,False,1359039600000,1359363600000,"[{'amount': 32.0, 'safe_price': 1370.25, 'ft_order_side': 'buy', 'order_filled_timestamp': 1359039600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 43848.0}, {'amount': 32.0, 'safe_price': 1368.5, 'ft_order_side': 'sell', 'order_filled_timestamp': 1359363600000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 43792.0}]",0.0,0,2013-01-24 15:00:00+00:00,-0.001277139208173691,2013-01-24 15:00:00+00:00,1372.0,1365.0209864785907,1359.2790541160737,0.0015358184089962516,0.0045762401610836,0.009565857247976428,0.0012255466130246062,True,False,Bull,TrendAlignedBreakout,OneHourMomentumContinuation,TomacNQ_KillzoneBreakout,Bull -> TrendAlignedBreakout -> OneHourMomentumContinuation -> TomacNQ_KillzoneBreakout,False,pre_2020
ES/USD,44016.0,44016.0,32.0,2013-02-01 14:00:00+00:00,2013-02-04 00:00:00+00:00,1375.5,1379.75,0.0,0.0,3480,0.0030897855325336242,136.0,exit_signal,1347.99,-0.02,1347.99,-0.02,1372.5,1383.0,False,,1.0,False,1359727200000,1359936000000,"[{'amount': 32.0, 'safe_price': 1375.5, 'ft_order_side': 'buy', 'order_filled_timestamp': 1359727200000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 44016.0}, {'amount': 32.0, 'safe_price': 1379.75, 'ft_order_side': 'sell', 'order_filled_timestamp': 1359936000000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 44152.0}]",0.0,0,2013-02-01 14:00:00+00:00,0.0030897855325336242,2013-02-01 14:00:00+00:00,1372.75,1370.6402184002097,1369.8977757596115,0.0015609959153940214,0.003655638822884333,0.005493499359091825,0.0013654696933913064,False,False,Bull,TrendAlignedBreakout,OneHourMomentumContinuation,TomacNQ_KillzoneBreakout,Bull -> TrendAlignedBreakout -> OneHourMomentumContinuation -> TomacNQ_KillzoneBreakout,True,pre_2020
ES/USD,44032.0,44032.0,32.0,2013-02-05 15:00:00+00:00,2013-02-07 16:00:00+00:00,1376.0,1372.0,0.0,0.0,2940,-0.0029069767441860465,-128.0,exit_signal,1348.48,-0.02,1348.48,-0.02,1368.75,1384.5,False,,1.0,False,1360076400000,1360252800000,"[{'amount': 32.0, 'safe_price': 1376.0, 'ft_order_side': 'buy', 'order_filled_timestamp': 1360076400000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 44032.0}, {'amount': 32.0, 'safe_price': 1372.0, 'ft_order_side': 'sell', 'order_filled_timestamp': 1360252800000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 43904.0}]",0.0,3,2013-02-05 15:00:00+00:00,-0.0029069767441860465,2013-02-05 15:00:00+00:00,1378.5,1372.1293688926564,1371.9132940728334,0.0011917715943831285,0.002910149145143759,0.00455456367280016,0.0013962564094800278,True,False,Bull,TrendAlignedBreakout,OneHourMomentumContinuation,TomacNQ_KillzoneBreakout,Bull -> TrendAlignedBreakout -> OneHourMomentumContinuation -> TomacNQ_KillzoneBreakout,False,pre_2020
ES/USD,44416.0,44416.0,32.0,2013-02-08 15:00:00+00:00,2013-02-12 06:00:00+00:00,1388.0,1386.0,0.0,0.0,5220,-0.001440922190201729,-64.0,exit_signal,1360.24,-0.02,1360.24,-0.02,1385.0,1392.25,False,,1.0,False,1360335600000,1360648800000,"[{'amount': 32.0, 'safe_price': 1388.0, 'ft_order_side': 'buy', 'order_filled_timestamp': 1360335600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 44416.0}, {'amount': 32.0, 'safe_price': 1386.0, 'ft_order_side': 'sell', 'order_filled_timestamp': 1360648800000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 44352.0}]",0.0,1,2013-02-08 15:00:00+00:00,-0.001440922190201729,2013-02-08 15:00:00+00:00,1387.75,1381.3976070348447,1378.2731335558206,0.0013511079084849577,0.005251720391162618,0.005069708491761693,0.001599087950413317,False,False,Bull,TrendAlignedBreakout,OneHourMomentumContinuation,TomacNQ_KillzoneBreakout,Bull -> TrendAlignedBreakout -> OneHourMomentumContinuation -> TomacNQ_KillzoneBreakout,False,pre_2020
ES/USD,44704.0,44704.0,32.0,2013-02-13 15:00:00+00:00,2013-02-13 20:00:00+00:00,1397.0,1391.0,0.0,0.0,300,-0.004294917680744453,-192.0,exit_signal,1369.06,-0.02,1369.06,-0.02,1389.25,1398.0,False,,1.0,False,1360767600000,1360785600000,"[{'amount': 32.0, 'safe_price': 1397.0, 'ft_order_side': 'buy', 'order_filled_timestamp': 1360767600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 44704.0}, {'amount': 32.0, 'safe_price': 1391.0, 'ft_order_side': 'sell', 'order_filled_timestamp': 1360785600000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 44512.0}]",0.0,2,2013-02-13 15:00:00+00:00,-0.004294917680744453,2013-02-13 15:00:00+00:00,1395.0,1393.66322203985,1388.0882356790228,0.0007680491551459293,0.003958258366318912,0.004681310767014724,0.001215356043021114,False,False,Bull,TrendAlignedBreakout,OneHourMomentumContinuation,TomacNQ_KillzoneBreakout,Bull -> TrendAlignedBreakout -> OneHourMomentumContinuation -> TomacNQ_KillzoneBreakout,False,pre_2020
ES/USD,44712.0,44712.0,32.0,2013-02-15 15:00:00+00:00,2013-02-15 20:00:00+00:00,1397.25,1389.75,0.0,0.0,300,-0.005367686527106817,-240.0,exit_signal,1369.31,-0.02,1369.31,-0.02,1388.0,1398.0,False,,1.0,False,1360940400000,1360958400000,"[{'amount': 32.0, 'safe_price': 1397.25, 'ft_order_side': 'buy', 'order_filled_timestamp': 1360940400000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 44712.0}, {'amount': 32.0, 'safe_price': 1389.75, 'ft_order_side': 'sell', 'order_filled_timestamp': 1360958400000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 44472.0}]",0.0,4,2013-02-15 15:00:00+00:00,-0.005367686527106817,2013-02-15 15:00:00+00:00,1396.75,1393.6961738045409,1391.1967910745273,0.0009588585747526145,0.005941663665826491,0.003953279424977474,0.0010506604833293467,False,False,Bull,TrendAlignedBreakout,OneHourMomentumContinuation,TomacNQ_KillzoneBreakout,Bull -> TrendAlignedBreakout -> OneHourMomentumContinuation -> TomacNQ_KillzoneBreakout,False,pre_2020
ES/USD,44800.0,44800.0,32.0,2013-02-19 15:00:00+00:00,2013-02-20 17:00:00+00:00,1400.0,1396.25,0.0,0.0,1560,-0.0026785714285714286,-120.0,exit_signal,1372.0,-0.02,1372.0,-0.02,1395.0,1405.0,False,,1.0,False,1361286000000,1361379600000,"[{'amount': 32.0, 'safe_price': 1400.0, 'ft_order_side': 'buy', 'order_filled_timestamp': 1361286000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 44800.0}, {'amount': 32.0, 'safe_price': 1396.25, 'ft_order_side': 'sell', 'order_filled_timestamp': 1361379600000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 44680.0}]",0.0,2,2013-02-19 15:00:00+00:00,-0.0026785714285714286,2013-02-19 15:00:00+00:00,1399.0,1395.0616715768792,1392.463627385805,0.0010466659859083018,0.004307250538406304,0.0046678635547576786,0.001071135618134492,False,False,Bull,TrendAlignedBreakout,OneHourMomentumContinuation,TomacNQ_KillzoneBreakout,Bull -> TrendAlignedBreakout -> OneHourMomentumContinuation -> TomacNQ_KillzoneBreakout,False,pre_2020
ES/USD,43312.0,43312.0,32.0,2013-09-18 16:00:00+00:00,2013-09-18 17:00:00+00:00,1353.5,1353.5,0.0,0.0,60,0.0,0.0,exit_signal,1326.43,-0.02,1326.43,-0.02,1353.5,1353.5,False,,1.0,False,1379520000000,1379523600000,"[{'amount': 32.0, 'safe_price': 1353.5, 'ft_order_side': 'buy', 'order_filled_timestamp': 1379520000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 43312.0}, {'amount': 32.0, 'safe_price': 1353.5, 'ft_order_side': 'sell', 'order_filled_timestamp': 1379523600000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 43312.0}]",0.0,2,2013-09-18 16:00:00+00:00,0.0,2013-09-18 16:00:00+00:00,1353.5,1353.4887691634679,1362.8697359648277,0.0007388252678241596,0.002964060763245735,-0.01294439380127621,0.0019143452888064486,False,False,Bear,CountertrendBreakout,OneHourWeakTrendContinuation,TomacNQ_KillzoneBreakout,Bear -> CountertrendBreakout -> OneHourWeakTrendContinuation -> TomacNQ_KillzoneBreakout,False,pre_2020
ES/USD,44512.0,44512.0,32.0,2013-09-24 16:00:00+00:00,2013-09-27 15:00:00+00:00,1391.0,1391.75,0.0,0.0,4260,0.0005391804457225018,24.0,exit_signal,1363.18,-0.02,1363.18,-0.02,1382.5,1392.5,False,,1.0,False,1380038400000,1380294000000,"[{'amount': 32.0, 'safe_price': 1391.0, 'ft_order_side': 'buy', 'order_filled_timestamp': 1380038400000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 44512.0}, {'amount': 32.0, 'safe_price': 1391.75, 'ft_order_side': 'sell', 'order_filled_timestamp': 1380294000000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 44536.0}]",0.0,4,2013-09-24 16:00:00+00:00,0.0005391804457225018,2013-09-24 16:00:00+00:00,1391.0,1374.6806792916252,1367.7968943259673,0.0023621238574509603,0.029988893002591555,0.016998720526411937,0.002372869343817365,False,False,Bull,TrendAlignedBreakout,OneHourMomentumContinuation,TomacNQ_KillzoneBreakout,Bull -> TrendAlignedBreakout -> OneHourMomentumContinuation -> TomacNQ_KillzoneBreakout,True,pre_2020
ES/USD,44592.0,44592.0,32.0,2013-10-07 14:00:00+00:00,2013-10-08 16:00:00+00:00,1393.5,1388.5,0.0,0.0,1560,-0.003588087549336204,-160.0,exit_signal,1365.63,-0.02,1365.63,-0.02,1388.5,1394.25,False,,1.0,False,1381154400000,1381248000000,"[{'amount': 32.0, 'safe_price': 1393.5, 'ft_order_side': 'buy', 'order_filled_timestamp': 1381154400000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 44592.0}, {'amount': 32.0, 'safe_price': 1388.5, 'ft_order_side': 'sell', 'order_filled_timestamp': 1381248000000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 44432.0}]",0.0,1,2013-10-07 14:00:00+00:00,-0.003588087549336204,2013-10-07 13:00:00+00:00,1393.5,1391.3478290009223,1378.3933391679557,0.00046132554205751195,0.0017972681524083267,0.0326046683957022,0.0022919486944328795,False,False,Bull,TrendAlignedBreakout,OneHourMomentumContinuation,TomacNQ_KillzoneBreakout,Bull -> TrendAlignedBreakout -> OneHourMomentumContinuation -> TomacNQ_KillzoneBreakout,False,pre_2020
ES/USD,44616.0,44616.0,32.0,2013-10-10 14:00:00+00:00,2013-10-15 12:00:00+00:00,1394.25,1402.75,0.0,0.0,7080,0.006096467634929173,272.0,exit_signal,1366.37,-0.02,1366.37,-0.02,1393.5,1406.25,False,,1.0,False,1381413600000,1381838400000,"[{'amount': 32.0, 'safe_price': 1394.25, 'ft_order_side': 'buy', 'order_filled_timestamp': 1381413600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 44616.0}, {'amount': 32.0, 'safe_price': 1402.75, 'ft_order_side': 'sell', 'order_filled_timestamp': 1381838400000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 44888.0}]",0.0,1,2013-10-10 14:00:00+00:00,0.006096467634929173,2013-10-10 14:00:00+00:00,1394.25,1390.4764293210046,1380.85648977685,0.001267962806424345,0.0,0.029726735598227583,0.002358973917225874,False,False,Bull,TrendAlignedBreakout,OneHourMomentumContinuation,TomacNQ_KillzoneBreakout,Bull -> TrendAlignedBreakout -> OneHourMomentumContinuation -> TomacNQ_KillzoneBreakout,True,pre_2020
ES/USD,45312.0,45312.0,32.0,2013-10-16 14:00:00+00:00,2013-10-21 15:00:00+00:00,1416.0,1436.0,0.0,0.0,7260,0.014124293785310734,640.0,exit_signal,1387.68,-0.02,1432.06,-0.005,1413.0,1439.25,False,,1.0,False,1381932000000,1382367600000,"[{'amount': 32.0, 'safe_price': 1416.0, 'ft_order_side': 'buy', 'order_filled_timestamp': 1381932000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 45312.0}, {'amount': 32.0, 'safe_price': 1436.0, 'ft_order_side': 'sell', 'order_filled_timestamp': 1382367600000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 45952.0}]",0.0,0,2013-10-16 14:00:00+00:00,0.014124293785310734,2013-10-16 14:00:00+00:00,1414.0,1402.4294112110622,1389.1454477102395,0.001326025459688826,0.018181818181818077,0.022415039768618916,0.0024475579051555217,False,False,Bull,TrendAlignedBreakout,OneHourMomentumContinuation,TomacNQ_KillzoneBreakout,Bull -> TrendAlignedBreakout -> OneHourMomentumContinuation -> TomacNQ_KillzoneBreakout,True,pre_2020
ES/USD,46184.0,46184.0,32.0,2013-10-22 14:00:00+00:00,2013-10-23 15:00:00+00:00,1443.25,1441.5,0.0,0.0,1500,-0.0012125411397886714,-56.0,exit_signal,1414.39,-0.02,1414.39,-0.02,1441.5,1445.5,False,,1.0,False,1382450400000,1382540400000,"[{'amount': 32.0, 'safe_price': 1443.25, 'ft_order_side': 'buy', 'order_filled_timestamp': 1382450400000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 46184.0}, {'amount': 32.0, 'safe_price': 1441.5, 'ft_order_side': 'sell', 'order_filled_timestamp': 1382540400000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 46128.0}]",0.0,2,2013-10-22 14:00:00+00:00,-0.0012125411397886714,2013-10-22 14:00:00+00:00,1445.5,1430.3660356361404,1404.215522153516,0.0015318476058704354,0.03231565791822888,0.03675811368119053,0.002523075942533049,True,False,Bull,TrendAlignedBreakout,OneHourMomentumContinuation,TomacNQ_KillzoneBreakout,Bull -> TrendAlignedBreakout -> OneHourMomentumContinuation -> TomacNQ_KillzoneBreakout,False,pre_2020
ES/USD,46176.0,46176.0,32.0,2013-10-24 16:00:00+00:00,2013-10-25 17:00:00+00:00,1443.0,1441.5,0.0,0.0,1500,-0.0010395010395010396,-48.0,exit_signal,1414.14,-0.02,1414.14,-0.02,1439.0,1443.0,False,,1.0,False,1382630400000,1382720400000,"[{'amount': 32.0, 'safe_price': 1443.0, 'ft_order_side': 'buy', 'order_filled_timestamp': 1382630400000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 46176.0}, {'amount': 32.0, 'safe_price': 1441.5, 'ft_order_side': 'sell', 'order_filled_timestamp': 1382720400000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 46128.0}]",0.0,4,2013-10-24 16:00:00+00:00,-0.0010395010395010396,2013-10-24 15:00:00+00:00,1443.0,1436.094382907678,1409.7473259955077,0.0011013761013761014,0.017809910068770973,0.034965034965035,0.0022875733147899964,False,False,Bull,TrendAlignedBreakout,OneHourMomentumContinuation,TomacNQ_KillzoneBreakout,Bull -> TrendAlignedBreakout -> OneHourMomentumContinuation -> TomacNQ_KillzoneBreakout,False,pre_2020
