symbol,timeframe,session,event_time,sweep_type,direction,swept_side,sweep_level,reclaim_level,invalidation_level,continuation_trigger_level,wick_body_ratio,reclaim_speed_bars,continuation_confirmed,reversal_confirmed,near_pd_array,pd_array_type,mss_or_cisd_confirmed,displacement_confirmed,regime_bucket,provider_provenance,evidence_source,confidence,fail_closed_reason,confirmation_role,actionable
BTC,1h,provider_native,2026-03-17T14:00:00+00:00,true_sweep,bullish,sell_side_liquidity,73488.921875,73488.921875,73459.25,74410.984375,0.2582,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
BTC,1h,provider_native,2026-03-18T15:00:00+00:00,true_sweep,bullish,sell_side_liquidity,71315.328125,71315.328125,70978.140625,71515.359375,0.2255,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
BTC,1h,provider_native,2026-03-18T20:00:00+00:00,true_sweep,bullish,sell_side_liquidity,70978.140625,70978.140625,70605.0234375,71273.40625,2.4909,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
BTC,1h,provider_native,2026-03-19T13:00:00+00:00,true_sweep,bullish,sell_side_liquidity,69186.2265625,69186.2265625,69099.8671875,69997.40625,0.309,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
BTC,1h,provider_native,2026-03-19T15:00:00+00:00,true_sweep,bullish,sell_side_liquidity,69099.8671875,69099.8671875,68829.8515625,69847.2890625,11.1404,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
BTC,1h,provider_native,2026-03-20T15:00:00+00:00,true_sweep,bullish,sell_side_liquidity,69637.5390625,69637.5390625,69512.046875,69957.40625,3.0555,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
BTC,1h,provider_native,2026-03-20T17:00:00+00:00,true_sweep,bullish,sell_side_liquidity,69512.046875,69512.046875,69435.75,69953.96875,2.8409,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
BTC,1h,provider_native,2026-03-21T14:00:00+00:00,true_sweep,bearish,buy_side_liquidity,70877.3046875,70877.3046875,71040.421875,70590.8203125,2.575,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
BTC,1h,provider_native,2026-03-22T00:00:00+00:00,true_sweep,bullish,sell_side_liquidity,68737.4453125,68737.4453125,68339.5859375,69084.8046875,112.903,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
BTC,1h,provider_native,2026-03-22T12:00:00+00:00,true_sweep,bullish,sell_side_liquidity,68216.140625,68216.140625,68213.7421875,68733.0703125,0.0,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
BTC,1h,provider_native,2026-03-22T20:00:00+00:00,true_sweep,bullish,sell_side_liquidity,68156.375,68156.375,68123.078125,68489.1875,13.6753,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
BTC,1h,provider_native,2026-03-23T14:00:00+00:00,true_sweep,bearish,buy_side_liquidity,71525.5546875,71525.5546875,71696.078125,71190.4140625,2.7707,1,False,False,False,none,False,False,transition,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
BTC,1h,provider_native,2026-03-25T08:00:00+00:00,true_sweep,bearish,buy_side_liquidity,71295.6171875,71295.6171875,71468.2265625,70790.1015625,0.7326,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
BTC,1h,provider_native,2026-03-26T06:00:00+00:00,true_sweep,bullish,sell_side_liquidity,69956.7734375,69956.7734375,69845.5703125,70114.34375,1.3021,1,False,False,False,none,False,False,transition,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
BTC,1h,provider_native,2026-03-26T07:00:00+00:00,true_sweep,bullish,sell_side_liquidity,69845.5703125,69845.5703125,69805.421875,70109.34375,16.4891,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
BTC,1h,provider_native,2026-03-26T08:00:00+00:00,true_sweep,bullish,sell_side_liquidity,69805.421875,69805.421875,69794.609375,70077.6953125,2.1669,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
BTC,1h,provider_native,2026-03-26T12:00:00+00:00,true_sweep,bullish,sell_side_liquidity,69242.5625,69242.5625,69222.3359375,69421.5703125,0.203,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
BTC,1h,provider_native,2026-03-26T16:00:00+00:00,true_sweep,bullish,sell_side_liquidity,68819.421875,68819.421875,68808.8984375,69059.0703125,0.553,1,False,False,False,none,False,False,transition,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
BTC,1h,provider_native,2026-03-27T09:00:00+00:00,true_sweep,bullish,sell_side_liquidity,67616.8203125,67616.8203125,67607.5703125,67916.234375,0.2754,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
BTC,1h,provider_native,2026-03-27T11:00:00+00:00,true_sweep,bullish,sell_side_liquidity,66422.984375,66422.984375,66371.2421875,66818.1328125,0.429,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
BTC,1h,provider_native,2026-03-27T14:00:00+00:00,true_sweep,bullish,sell_side_liquidity,66064.2578125,66064.2578125,65703.7265625,66322.46875,12.1565,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
BTC,1h,provider_native,2026-03-27T18:00:00+00:00,true_sweep,bullish,sell_side_liquidity,65585.15625,65585.15625,65539.1875,65884.921875,0.2799,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
BTC,1h,provider_native,2026-03-28T15:00:00+00:00,true_sweep,bearish,buy_side_liquidity,67060.8515625,67060.8515625,67201.6484375,66686.9765625,1.143,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
BTC,1h,provider_native,2026-03-29T17:00:00+00:00,true_sweep,bullish,sell_side_liquidity,66253.2265625,66253.2265625,66136.609375,66475.109375,1.6898,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
BTC,1h,provider_native,2026-03-30T05:00:00+00:00,true_sweep,bearish,buy_side_liquidity,67561.2578125,67561.2578125,67655.2265625,67402.3515625,1.1616,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
BTC,1h,provider_native,2026-03-30T08:00:00+00:00,true_sweep,bearish,buy_side_liquidity,67655.2265625,67655.2265625,67830.078125,67554.953125,3.2521,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
BTC,1h,provider_native,2026-03-30T11:00:00+00:00,true_sweep,bearish,buy_side_liquidity,67830.078125,67830.078125,67840.6015625,67443.2265625,1.4874,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
BTC,1h,provider_native,2026-03-30T13:00:00+00:00,true_sweep,bearish,buy_side_liquidity,67919.5078125,67919.5078125,68069.59375,67478.3203125,0.5752,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
BTC,1h,provider_native,2026-03-31T01:00:00+00:00,true_sweep,bearish,buy_side_liquidity,68069.59375,68069.59375,68292.8125,67021.2109375,0.4522,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
BTC,1h,provider_native,2026-03-31T17:00:00+00:00,true_sweep,bearish,buy_side_liquidity,68292.8125,68292.8125,68399.34375,67396.1328125,4.9285,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
BTC,1h,provider_native,2026-04-01T07:00:00+00:00,true_sweep,bearish,buy_side_liquidity,69160.7578125,69160.7578125,69204.46875,68651.3828125,0.293,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
BTC,1h,provider_native,2026-04-02T10:00:00+00:00,true_sweep,bullish,sell_side_liquidity,66230.2421875,66230.2421875,66225.1875,66466.609375,223.352,1,False,False,False,none,False,False,range,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
BTC,1h,provider_native,2026-04-02T13:00:00+00:00,true_sweep,bullish,sell_side_liquidity,65967.6640625,65967.6640625,65788.75,66204.3046875,1.3235,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
BTC,1h,provider_native,2026-04-04T11:00:00+00:00,true_sweep,bearish,buy_side_liquidity,67149.1328125,67149.1328125,67194.5546875,67082.7890625,1.7073,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
BTC,1h,provider_native,2026-04-05T15:00:00+00:00,true_sweep,bearish,buy_side_liquidity,67474.109375,67474.109375,67516.1640625,66823.8828125,0.6699,1,False,False,False,none,False,False,transition,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
BTC,1h,provider_native,2026-04-06T16:00:00+00:00,true_sweep,bearish,buy_side_liquidity,70132.9921875,70132.9921875,70237.1015625,69834.8359375,2.5646,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
BTC,1h,provider_native,2026-04-06T23:00:00+00:00,true_sweep,bullish,sell_side_liquidity,68819.328125,68819.328125,68367.84375,68896.75,9.9667,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
BTC,1h,provider_native,2026-04-07T02:00:00+00:00,true_sweep,bullish,sell_side_liquidity,68367.84375,68367.84375,68286.8046875,68682.9765625,0.4965,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
BTC,1h,provider_native,2026-04-07T11:00:00+00:00,true_sweep,bullish,sell_side_liquidity,68220.5625,68220.5625,68075.421875,68424.375,1.1523,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
BTC,1h,provider_native,2026-04-07T15:00:00+00:00,true_sweep,bullish,sell_side_liquidity,67798.203125,67798.203125,67755.734375,68175.578125,0.351,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
BTC,1h,provider_native,2026-04-08T13:00:00+00:00,true_sweep,bearish,buy_side_liquidity,72484.7734375,72484.7734375,72739.1796875,71523.8359375,1.2147,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
BTC,1h,provider_native,2026-04-09T00:00:00+00:00,true_sweep,bullish,sell_side_liquidity,70754.125,70754.125,70688.7890625,71093.7578125,0.5637,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
BTC,1h,provider_native,2026-04-09T01:00:00+00:00,true_sweep,bullish,sell_side_liquidity,70688.7890625,70688.7890625,70528.3125,70918.890625,2.8053,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
BTC,1h,provider_native,2026-04-09T16:00:00+00:00,true_sweep,bearish,buy_side_liquidity,72317.9921875,72317.9921875,72345.6875,71784.3515625,2.1748,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
BTC,1h,provider_native,2026-04-09T21:00:00+00:00,true_sweep,bearish,buy_side_liquidity,72519.0859375,72519.0859375,72651.953125,72178.1171875,1.5034,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
BTC,1h,provider_native,2026-04-09T22:00:00+00:00,true_sweep,bearish,buy_side_liquidity,72651.953125,72651.953125,73004.65625,72041.1171875,3.4374,1,False,False,False,none,False,False,transition,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
BTC,1h,provider_native,2026-04-10T14:00:00+00:00,true_sweep,bearish,buy_side_liquidity,73004.65625,73004.65625,73117.5390625,72328.6796875,0.3759,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
BTC,1h,provider_native,2026-04-10T15:00:00+00:00,true_sweep,bearish,buy_side_liquidity,73117.5390625,73117.5390625,73289.9140625,72403.5390625,0.5963,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
BTC,1h,provider_native,2026-04-11T13:00:00+00:00,true_sweep,bullish,sell_side_liquidity,72659.4375,72659.4375,72594.53125,72847.7890625,0.7515,1,False,False,False,none,False,False,trend,paired_provider_packet:docs/experiments/actionable-regime-confidence/runs/20260512T204436+0800-codex-smt-provider-observation-packet-v1/provider-data/BTC_ETH_1h.json,existing_provider_data_json,0.2,confirmation_only_waiting_for_mss_cisd_displacement_pda_and_outcome,confirmation_only,False
