row_id,run_id,row_type,coin,provider_symbol,event_dt,entry_dt,exit_dt,horizon_hours,source_entry_price_btc,provider_entry_open_btc,provider_exit_close_btc,source_buy_return,provider_open_return,entry_alignment_ratio,aligned_source_buy_levels,is_manipulation_positive,target,source,provider,bridge_precision,parent_regime_root,regime_profit_branch_path
11,20260511T193407+0800-codex-board-b-mehrnoom-binance-intraday-pnl-bridge-v1,positive_direct_event,LTC,LTCBTC,2017-09-09T13:47:22+00:00,2017-09-09T14:00:00+00:00,2017-09-09T19:00:00+00:00,6,0.01635,0.01624,0.016462,0.0068501529051987475,0.013669950738916192,1.0067733990147782,1,True,1,Mehrnoom_Mirtaheri_Telegram_price_extract_buy_levels,binance_public_api,source_buy_to_provider_1h_exit_intraday,Manipulation(scoped),Manipulation(scoped) -> TelegramPumpEvent -> SourceBuyBinanceIntradayExit -> pnl_bridge
12,20260511T193407+0800-codex-board-b-mehrnoom-binance-intraday-pnl-bridge-v1,positive_direct_event,LTC,LTCBTC,2017-09-14T13:48:37+00:00,2017-09-14T14:00:00+00:00,2017-09-14T19:00:00+00:00,6,0.01387632,0.014351,0.014603,0.052368351263159196,0.017559751933663215,0.9669235593338443,3,True,1,Mehrnoom_Mirtaheri_Telegram_price_extract_buy_levels,binance_public_api,source_buy_to_provider_1h_exit_intraday,Manipulation(scoped),Manipulation(scoped) -> TelegramPumpEvent -> SourceBuyBinanceIntradayExit -> pnl_bridge
13,20260511T193407+0800-codex-board-b-mehrnoom-binance-intraday-pnl-bridge-v1,positive_direct_event,LTC,LTCBTC,2017-09-15T12:00:02+00:00,2017-09-15T13:00:00+00:00,2017-09-15T18:00:00+00:00,6,0.012,0.013317,0.01416,0.17999999999999994,0.06330254561838244,0.9011038522189682,1,True,1,Mehrnoom_Mirtaheri_Telegram_price_extract_buy_levels,binance_public_api,source_buy_to_provider_1h_exit_intraday,Manipulation(scoped),Manipulation(scoped) -> TelegramPumpEvent -> SourceBuyBinanceIntradayExit -> pnl_bridge
14,20260511T193407+0800-codex-board-b-mehrnoom-binance-intraday-pnl-bridge-v1,positive_direct_event,LTC,LTCBTC,2017-09-15T12:49:28+00:00,2017-09-15T13:00:00+00:00,2017-09-15T18:00:00+00:00,6,0.012,0.013317,0.01416,0.17999999999999994,0.06330254561838244,0.9011038522189682,1,True,1,Mehrnoom_Mirtaheri_Telegram_price_extract_buy_levels,binance_public_api,source_buy_to_provider_1h_exit_intraday,Manipulation(scoped),Manipulation(scoped) -> TelegramPumpEvent -> SourceBuyBinanceIntradayExit -> pnl_bridge
15,20260511T193407+0800-codex-board-b-mehrnoom-binance-intraday-pnl-bridge-v1,positive_direct_event,ETH,ETHBTC,2017-09-17T19:00:16+00:00,2017-09-17T20:00:00+00:00,2017-09-18T01:00:00+00:00,6,0.0695,0.0703,0.071517,0.029021582733812723,0.01731152204836417,0.988620199146515,2,True,1,Mehrnoom_Mirtaheri_Telegram_price_extract_buy_levels,binance_public_api,source_buy_to_provider_1h_exit_intraday,Manipulation(scoped),Manipulation(scoped) -> TelegramPumpEvent -> SourceBuyBinanceIntradayExit -> pnl_bridge
16,20260511T193407+0800-codex-board-b-mehrnoom-binance-intraday-pnl-bridge-v1,positive_direct_event,ADX,ADXBTC,2017-09-21T19:29:05+00:00,2017-11-29T03:00:00+00:00,2017-11-29T08:00:00+00:00,6,0.000128,0.00013,0.00012292,-0.03968749999999999,-0.05446153846153845,0.9846153846153847,1,True,1,Mehrnoom_Mirtaheri_Telegram_price_extract_buy_levels,binance_public_api,source_buy_to_provider_1h_exit_intraday,Manipulation(scoped),Manipulation(scoped) -> TelegramPumpEvent -> SourceBuyBinanceIntradayExit -> pnl_bridge
17,20260511T193407+0800-codex-board-b-mehrnoom-binance-intraday-pnl-bridge-v1,positive_direct_event,ADX,ADXBTC,2017-09-24T07:19:10+00:00,2017-11-29T03:00:00+00:00,2017-11-29T08:00:00+00:00,6,0.00016,0.00013,0.00012292,-0.23175000000000012,-0.05446153846153845,1.230769230769231,1,True,1,Mehrnoom_Mirtaheri_Telegram_price_extract_buy_levels,binance_public_api,source_buy_to_provider_1h_exit_intraday,Manipulation(scoped),Manipulation(scoped) -> TelegramPumpEvent -> SourceBuyBinanceIntradayExit -> pnl_bridge
18,20260511T193407+0800-codex-board-b-mehrnoom-binance-intraday-pnl-bridge-v1,positive_direct_event,ETC,ETCBTC,2017-09-24T11:24:48+00:00,2017-10-12T09:00:00+00:00,2017-10-12T14:00:00+00:00,6,0.0029,0.00223,0.002249,-0.22448275862068956,0.008520179372197179,1.3004484304932733,2,True,1,Mehrnoom_Mirtaheri_Telegram_price_extract_buy_levels,binance_public_api,source_buy_to_provider_1h_exit_intraday,Manipulation(scoped),Manipulation(scoped) -> TelegramPumpEvent -> SourceBuyBinanceIntradayExit -> pnl_bridge
19,20260511T193407+0800-codex-board-b-mehrnoom-binance-intraday-pnl-bridge-v1,positive_direct_event,ETC,ETCBTC,2017-09-24T11:29:37+00:00,2017-10-12T09:00:00+00:00,2017-10-12T14:00:00+00:00,6,0.0029,0.00223,0.002249,-0.22448275862068956,0.008520179372197179,1.3004484304932733,2,True,1,Mehrnoom_Mirtaheri_Telegram_price_extract_buy_levels,binance_public_api,source_buy_to_provider_1h_exit_intraday,Manipulation(scoped),Manipulation(scoped) -> TelegramPumpEvent -> SourceBuyBinanceIntradayExit -> pnl_bridge
20,20260511T193407+0800-codex-board-b-mehrnoom-binance-intraday-pnl-bridge-v1,positive_direct_event,ADX,ADXBTC,2017-09-24T13:16:51+00:00,2017-11-29T03:00:00+00:00,2017-11-29T08:00:00+00:00,6,0.000155,0.00013,0.00012292,-0.20696774193548395,-0.05446153846153845,1.1923076923076925,1,True,1,Mehrnoom_Mirtaheri_Telegram_price_extract_buy_levels,binance_public_api,source_buy_to_provider_1h_exit_intraday,Manipulation(scoped),Manipulation(scoped) -> TelegramPumpEvent -> SourceBuyBinanceIntradayExit -> pnl_bridge
21,20260511T193407+0800-codex-board-b-mehrnoom-binance-intraday-pnl-bridge-v1,positive_direct_event,ETC,ETCBTC,2017-09-25T04:48:48+00:00,2017-10-12T09:00:00+00:00,2017-10-12T14:00:00+00:00,6,0.0028,0.00223,0.002249,-0.19678571428571423,0.008520179372197179,1.2556053811659191,1,True,1,Mehrnoom_Mirtaheri_Telegram_price_extract_buy_levels,binance_public_api,source_buy_to_provider_1h_exit_intraday,Manipulation(scoped),Manipulation(scoped) -> TelegramPumpEvent -> SourceBuyBinanceIntradayExit -> pnl_bridge
22,20260511T193407+0800-codex-board-b-mehrnoom-binance-intraday-pnl-bridge-v1,positive_direct_event,ADA,ADABTC,2017-10-01T23:57:20+00:00,2017-11-30T12:00:00+00:00,2017-11-30T17:00:00+00:00,6,4.5e-06,9e-06,1.259e-05,1.7977777777777777,0.39888888888888885,0.5,1,True,1,Mehrnoom_Mirtaheri_Telegram_price_extract_buy_levels,binance_public_api,source_buy_to_provider_1h_exit_intraday,Manipulation(scoped),Manipulation(scoped) -> TelegramPumpEvent -> SourceBuyBinanceIntradayExit -> pnl_bridge
23,20260511T193407+0800-codex-board-b-mehrnoom-binance-intraday-pnl-bridge-v1,positive_direct_event,ETH,ETHBTC,2017-10-02T18:08:19+00:00,2017-10-02T19:00:00+00:00,2017-10-03T00:00:00+00:00,6,0.06725,0.066951,0.067874,0.009278810408921867,0.013786201849113722,1.0044659527116848,2,True,1,Mehrnoom_Mirtaheri_Telegram_price_extract_buy_levels,binance_public_api,source_buy_to_provider_1h_exit_intraday,Manipulation(scoped),Manipulation(scoped) -> TelegramPumpEvent -> SourceBuyBinanceIntradayExit -> pnl_bridge
24,20260511T193407+0800-codex-board-b-mehrnoom-binance-intraday-pnl-bridge-v1,positive_direct_event,ETH,ETHBTC,2017-10-03T15:06:44+00:00,2017-10-03T16:00:00+00:00,2017-10-03T21:00:00+00:00,6,0.066,0.068487,0.067657,0.025106060606060465,-0.012119088294128999,0.9636865390512067,2,True,1,Mehrnoom_Mirtaheri_Telegram_price_extract_buy_levels,binance_public_api,source_buy_to_provider_1h_exit_intraday,Manipulation(scoped),Manipulation(scoped) -> TelegramPumpEvent -> SourceBuyBinanceIntradayExit -> pnl_bridge
25,20260511T193407+0800-codex-board-b-mehrnoom-binance-intraday-pnl-bridge-v1,positive_direct_event,ETH,ETHBTC,2017-10-03T15:33:38+00:00,2017-10-03T16:00:00+00:00,2017-10-03T21:00:00+00:00,6,0.069,0.068487,0.067657,-0.019463768115942193,-0.012119088294128999,1.0074904726444434,1,True,1,Mehrnoom_Mirtaheri_Telegram_price_extract_buy_levels,binance_public_api,source_buy_to_provider_1h_exit_intraday,Manipulation(scoped),Manipulation(scoped) -> TelegramPumpEvent -> SourceBuyBinanceIntradayExit -> pnl_bridge
26,20260511T193407+0800-codex-board-b-mehrnoom-binance-intraday-pnl-bridge-v1,positive_direct_event,ETC,ETCBTC,2017-10-04T07:45:47+00:00,2017-10-12T09:00:00+00:00,2017-10-12T14:00:00+00:00,6,0.00284,0.00223,0.002249,-0.20809859154929577,0.008520179372197179,1.2735426008968609,1,True,1,Mehrnoom_Mirtaheri_Telegram_price_extract_buy_levels,binance_public_api,source_buy_to_provider_1h_exit_intraday,Manipulation(scoped),Manipulation(scoped) -> TelegramPumpEvent -> SourceBuyBinanceIntradayExit -> pnl_bridge
27,20260511T193407+0800-codex-board-b-mehrnoom-binance-intraday-pnl-bridge-v1,positive_direct_event,LTC,LTCBTC,2017-10-04T07:59:53+00:00,2017-10-04T08:00:00+00:00,2017-10-04T13:00:00+00:00,6,0.012,0.012168,0.012214,0.017833333333333146,0.0037804076265615105,0.9861932938856016,1,True,1,Mehrnoom_Mirtaheri_Telegram_price_extract_buy_levels,binance_public_api,source_buy_to_provider_1h_exit_intraday,Manipulation(scoped),Manipulation(scoped) -> TelegramPumpEvent -> SourceBuyBinanceIntradayExit -> pnl_bridge
28,20260511T193407+0800-codex-board-b-mehrnoom-binance-intraday-pnl-bridge-v1,positive_direct_event,LTC,LTCBTC,2017-10-04T08:06:35+00:00,2017-10-04T09:00:00+00:00,2017-10-04T14:00:00+00:00,6,0.0121,0.012244,0.012173,0.006033057851239754,-0.005798758575628837,0.9882391375367527,1,True,1,Mehrnoom_Mirtaheri_Telegram_price_extract_buy_levels,binance_public_api,source_buy_to_provider_1h_exit_intraday,Manipulation(scoped),Manipulation(scoped) -> TelegramPumpEvent -> SourceBuyBinanceIntradayExit -> pnl_bridge
29,20260511T193407+0800-codex-board-b-mehrnoom-binance-intraday-pnl-bridge-v1,positive_direct_event,ADA,ADABTC,2017-10-06T16:08:54+00:00,2017-11-30T12:00:00+00:00,2017-11-30T17:00:00+00:00,6,4.5500000000000005e-06,9e-06,1.259e-05,1.7670329670329665,0.39888888888888885,0.5055555555555556,2,True,1,Mehrnoom_Mirtaheri_Telegram_price_extract_buy_levels,binance_public_api,source_buy_to_provider_1h_exit_intraday,Manipulation(scoped),Manipulation(scoped) -> TelegramPumpEvent -> SourceBuyBinanceIntradayExit -> pnl_bridge
30,20260511T193407+0800-codex-board-b-mehrnoom-binance-intraday-pnl-bridge-v1,positive_direct_event,DASH,DASHBTC,2017-10-11T18:12:22+00:00,2017-10-20T04:00:00+00:00,2017-10-20T09:00:00+00:00,6,0.061,0.05,0.0525,-0.139344262295082,0.04999999999999982,1.22,1,True,1,Mehrnoom_Mirtaheri_Telegram_price_extract_buy_levels,binance_public_api,source_buy_to_provider_1h_exit_intraday,Manipulation(scoped),Manipulation(scoped) -> TelegramPumpEvent -> SourceBuyBinanceIntradayExit -> pnl_bridge
31,20260511T193407+0800-codex-board-b-mehrnoom-binance-intraday-pnl-bridge-v1,positive_direct_event,DASH,DASHBTC,2017-10-11T18:34:35+00:00,2017-10-20T04:00:00+00:00,2017-10-20T09:00:00+00:00,6,0.061,0.05,0.0525,-0.139344262295082,0.04999999999999982,1.22,1,True,1,Mehrnoom_Mirtaheri_Telegram_price_extract_buy_levels,binance_public_api,source_buy_to_provider_1h_exit_intraday,Manipulation(scoped),Manipulation(scoped) -> TelegramPumpEvent -> SourceBuyBinanceIntradayExit -> pnl_bridge
32,20260511T193407+0800-codex-board-b-mehrnoom-binance-intraday-pnl-bridge-v1,positive_direct_event,ETC,ETCBTC,2017-10-11T19:42:48+00:00,2017-10-12T09:00:00+00:00,2017-10-12T14:00:00+00:00,6,0.00233,0.00223,0.002249,-0.034763948497854025,0.008520179372197179,1.0448430493273542,1,True,1,Mehrnoom_Mirtaheri_Telegram_price_extract_buy_levels,binance_public_api,source_buy_to_provider_1h_exit_intraday,Manipulation(scoped),Manipulation(scoped) -> TelegramPumpEvent -> SourceBuyBinanceIntradayExit -> pnl_bridge
33,20260511T193407+0800-codex-board-b-mehrnoom-binance-intraday-pnl-bridge-v1,positive_direct_event,ETH,ETHBTC,2017-10-13T08:17:33+00:00,2017-10-13T09:00:00+00:00,2017-10-13T14:00:00+00:00,6,0.055,0.05764,0.059742,0.08621818181818197,0.03646773074254006,0.9541984732824428,2,True,1,Mehrnoom_Mirtaheri_Telegram_price_extract_buy_levels,binance_public_api,source_buy_to_provider_1h_exit_intraday,Manipulation(scoped),Manipulation(scoped) -> TelegramPumpEvent -> SourceBuyBinanceIntradayExit -> pnl_bridge
34,20260511T193407+0800-codex-board-b-mehrnoom-binance-intraday-pnl-bridge-v1,positive_direct_event,ETC,ETCBTC,2017-10-13T10:13:27+00:00,2017-10-13T11:00:00+00:00,2017-10-13T16:00:00+00:00,6,0.002,0.00193,0.002147,0.0734999999999999,0.11243523316062176,1.0362694300518134,1,True,1,Mehrnoom_Mirtaheri_Telegram_price_extract_buy_levels,binance_public_api,source_buy_to_provider_1h_exit_intraday,Manipulation(scoped),Manipulation(scoped) -> TelegramPumpEvent -> SourceBuyBinanceIntradayExit -> pnl_bridge
35,20260511T193407+0800-codex-board-b-mehrnoom-binance-intraday-pnl-bridge-v1,positive_direct_event,ETH,ETHBTC,2017-10-13T13:14:19+00:00,2017-10-13T14:00:00+00:00,2017-10-13T19:00:00+00:00,6,0.055,0.060577,0.061979,0.12689090909090917,0.023144097594796742,0.9079353550027238,2,True,1,Mehrnoom_Mirtaheri_Telegram_price_extract_buy_levels,binance_public_api,source_buy_to_provider_1h_exit_intraday,Manipulation(scoped),Manipulation(scoped) -> TelegramPumpEvent -> SourceBuyBinanceIntradayExit -> pnl_bridge
36,20260511T193407+0800-codex-board-b-mehrnoom-binance-intraday-pnl-bridge-v1,positive_direct_event,ETC,ETCBTC,2017-10-15T08:35:44+00:00,2017-10-15T09:00:00+00:00,2017-10-15T14:00:00+00:00,6,0.002,0.002163,0.00211,0.05499999999999994,-0.024503005085529383,0.9246417013407305,1,True,1,Mehrnoom_Mirtaheri_Telegram_price_extract_buy_levels,binance_public_api,source_buy_to_provider_1h_exit_intraday,Manipulation(scoped),Manipulation(scoped) -> TelegramPumpEvent -> SourceBuyBinanceIntradayExit -> pnl_bridge
37,20260511T193407+0800-codex-board-b-mehrnoom-binance-intraday-pnl-bridge-v1,positive_direct_event,LTC,LTCBTC,2017-10-15T08:37:09+00:00,2017-10-15T09:00:00+00:00,2017-10-15T14:00:00+00:00,6,0.01095,0.0118,0.011644,0.06337899543379,-0.013220338983050861,0.9279661016949152,2,True,1,Mehrnoom_Mirtaheri_Telegram_price_extract_buy_levels,binance_public_api,source_buy_to_provider_1h_exit_intraday,Manipulation(scoped),Manipulation(scoped) -> TelegramPumpEvent -> SourceBuyBinanceIntradayExit -> pnl_bridge
38,20260511T193407+0800-codex-board-b-mehrnoom-binance-intraday-pnl-bridge-v1,positive_direct_event,ZEC,ZECBTC,2017-10-15T09:18:49+00:00,2017-11-14T03:00:00+00:00,2017-11-14T08:00:00+00:00,6,0.0413,0.03189,0.041156,-0.003486682808716779,0.2905613044841642,1.295076826591408,1,True,1,Mehrnoom_Mirtaheri_Telegram_price_extract_buy_levels,binance_public_api,source_buy_to_provider_1h_exit_intraday,Manipulation(scoped),Manipulation(scoped) -> TelegramPumpEvent -> SourceBuyBinanceIntradayExit -> pnl_bridge
39,20260511T193407+0800-codex-board-b-mehrnoom-binance-intraday-pnl-bridge-v1,positive_direct_event,DASH,DASHBTC,2017-10-15T20:31:43+00:00,2017-10-20T04:00:00+00:00,2017-10-20T09:00:00+00:00,6,0.054,0.05,0.0525,-0.02777777777777779,0.04999999999999982,1.0799999999999998,1,True,1,Mehrnoom_Mirtaheri_Telegram_price_extract_buy_levels,binance_public_api,source_buy_to_provider_1h_exit_intraday,Manipulation(scoped),Manipulation(scoped) -> TelegramPumpEvent -> SourceBuyBinanceIntradayExit -> pnl_bridge
40,20260511T193407+0800-codex-board-b-mehrnoom-binance-intraday-pnl-bridge-v1,positive_direct_event,LTC,LTCBTC,2017-10-17T04:28:15+00:00,2017-10-17T05:00:00+00:00,2017-10-17T10:00:00+00:00,6,0.01,0.011042,0.0109,0.09000000000000008,-0.012859989132403493,0.9056330374932078,1,True,1,Mehrnoom_Mirtaheri_Telegram_price_extract_buy_levels,binance_public_api,source_buy_to_provider_1h_exit_intraday,Manipulation(scoped),Manipulation(scoped) -> TelegramPumpEvent -> SourceBuyBinanceIntradayExit -> pnl_bridge
41,20260511T193407+0800-codex-board-b-mehrnoom-binance-intraday-pnl-bridge-v1,positive_direct_event,ZEC,ZECBTC,2017-10-17T14:56:50+00:00,2017-11-14T03:00:00+00:00,2017-11-14T08:00:00+00:00,6,0.04,0.03189,0.041156,0.028899999999999926,0.2905613044841642,1.2543116964565695,1,True,1,Mehrnoom_Mirtaheri_Telegram_price_extract_buy_levels,binance_public_api,source_buy_to_provider_1h_exit_intraday,Manipulation(scoped),Manipulation(scoped) -> TelegramPumpEvent -> SourceBuyBinanceIntradayExit -> pnl_bridge
42,20260511T193407+0800-codex-board-b-mehrnoom-binance-intraday-pnl-bridge-v1,positive_direct_event,ZEC,ZECBTC,2017-10-17T14:56:55+00:00,2017-11-14T03:00:00+00:00,2017-11-14T08:00:00+00:00,6,0.04,0.03189,0.041156,0.028899999999999926,0.2905613044841642,1.2543116964565695,1,True,1,Mehrnoom_Mirtaheri_Telegram_price_extract_buy_levels,binance_public_api,source_buy_to_provider_1h_exit_intraday,Manipulation(scoped),Manipulation(scoped) -> TelegramPumpEvent -> SourceBuyBinanceIntradayExit -> pnl_bridge
43,20260511T193407+0800-codex-board-b-mehrnoom-binance-intraday-pnl-bridge-v1,positive_direct_event,ZEC,ZECBTC,2017-10-17T20:53:46+00:00,2017-11-14T03:00:00+00:00,2017-11-14T08:00:00+00:00,6,0.04,0.03189,0.041156,0.028899999999999926,0.2905613044841642,1.2543116964565695,1,True,1,Mehrnoom_Mirtaheri_Telegram_price_extract_buy_levels,binance_public_api,source_buy_to_provider_1h_exit_intraday,Manipulation(scoped),Manipulation(scoped) -> TelegramPumpEvent -> SourceBuyBinanceIntradayExit -> pnl_bridge
44,20260511T193407+0800-codex-board-b-mehrnoom-binance-intraday-pnl-bridge-v1,positive_direct_event,ZEC,ZECBTC,2017-10-17T20:59:25+00:00,2017-11-14T03:00:00+00:00,2017-11-14T08:00:00+00:00,6,0.04,0.03189,0.041156,0.028899999999999926,0.2905613044841642,1.2543116964565695,1,True,1,Mehrnoom_Mirtaheri_Telegram_price_extract_buy_levels,binance_public_api,source_buy_to_provider_1h_exit_intraday,Manipulation(scoped),Manipulation(scoped) -> TelegramPumpEvent -> SourceBuyBinanceIntradayExit -> pnl_bridge
45,20260511T193407+0800-codex-board-b-mehrnoom-binance-intraday-pnl-bridge-v1,positive_direct_event,ETH,ETHBTC,2017-10-18T07:32:34+00:00,2017-10-18T08:00:00+00:00,2017-10-18T13:00:00+00:00,6,0.0571,0.056891,0.056459,-0.011225919439579624,-0.007593468211140486,1.0036736917965936,1,True,1,Mehrnoom_Mirtaheri_Telegram_price_extract_buy_levels,binance_public_api,source_buy_to_provider_1h_exit_intraday,Manipulation(scoped),Manipulation(scoped) -> TelegramPumpEvent -> SourceBuyBinanceIntradayExit -> pnl_bridge
46,20260511T193407+0800-codex-board-b-mehrnoom-binance-intraday-pnl-bridge-v1,positive_direct_event,LTC,LTCBTC,2017-10-18T20:14:23+00:00,2017-10-18T21:00:00+00:00,2017-10-19T02:00:00+00:00,6,0.0105,0.010756,0.01075,0.023809523809523725,-0.0005578281889179193,0.9761993306061734,1,True,1,Mehrnoom_Mirtaheri_Telegram_price_extract_buy_levels,binance_public_api,source_buy_to_provider_1h_exit_intraday,Manipulation(scoped),Manipulation(scoped) -> TelegramPumpEvent -> SourceBuyBinanceIntradayExit -> pnl_bridge
47,20260511T193407+0800-codex-board-b-mehrnoom-binance-intraday-pnl-bridge-v1,positive_direct_event,LTC,LTCBTC,2017-10-18T20:27:49+00:00,2017-10-18T21:00:00+00:00,2017-10-19T02:00:00+00:00,6,0.0105,0.010756,0.01075,0.023809523809523725,-0.0005578281889179193,0.9761993306061734,1,True,1,Mehrnoom_Mirtaheri_Telegram_price_extract_buy_levels,binance_public_api,source_buy_to_provider_1h_exit_intraday,Manipulation(scoped),Manipulation(scoped) -> TelegramPumpEvent -> SourceBuyBinanceIntradayExit -> pnl_bridge
48,20260511T193407+0800-codex-board-b-mehrnoom-binance-intraday-pnl-bridge-v1,positive_direct_event,DASH,DASHBTC,2017-10-21T16:35:55+00:00,2017-10-21T17:00:00+00:00,2017-10-21T22:00:00+00:00,6,0.04525,0.044969,0.046155,0.020000000000000018,0.026373724121061093,1.0062487491382952,2,True,1,Mehrnoom_Mirtaheri_Telegram_price_extract_buy_levels,binance_public_api,source_buy_to_provider_1h_exit_intraday,Manipulation(scoped),Manipulation(scoped) -> TelegramPumpEvent -> SourceBuyBinanceIntradayExit -> pnl_bridge
