row_id,variant_id,recipe_id,strategy_class,pair,open_date,close_date,open_session_date,source_regime_session_date,source_context_attachment_policy,parent_regime_root,parent_regime_confidence_floor,source_panel_mean_confidence,source_panel_ticker_count,manipulation_overlay_state,sub_regime_tags,sub_sub_regime_or_profit_factor,profit_factor_family,profit_factor_leaf,regime_profit_branch_path,regime_profit_branch_path_version,trade_or_bar_horizon,allowed_action,suppression_rule,year_fold,profit_ratio_net,profit_abs,stake_amount,fee_open,fee_close,exit_reason,is_open
19,baseline,RootAwareDenseReadbackV1,RootAwareDenseReadbackV1,BTC/USDT,2021-01-18T13:00:00+00:00,2021-01-18T18:00:00+00:00,2021-01-18,2021-01-15,source_panel_previous_session_context_asof,Bull,0.9797225384,0.6558095238095238,21,not_consumed_no_direct_event_rows,TrendExpansion,RootGatedDonchianMomentum,root_aware_momentum_breakout,RootAwareDenseReadbackV1,Bull -> TrendExpansion -> RootGatedDonchianMomentum -> RootAwareDenseReadbackV1,board-b-rootaware-multibranch-rc-spa/v1,1h_trade,research_only_until_all_required_roots_pass,suppress_if_root_branch_rc_spa_fails,2021,-0.0372454612513666,-75.17035994,2016.225928,0.001,0.001,exit_signal,False
20,baseline,RootAwareDenseReadbackV1,RootAwareDenseReadbackV1,ETH/USDT,2021-01-19T00:00:00+00:00,2021-01-19T06:00:00+00:00,2021-01-19,2021-01-19,source_panel_previous_session_context_asof,Bull,0.9797225384,0.6385217391304348,23,not_consumed_no_direct_event_rows,TrendExpansion,RootGatedDonchianMomentum,root_aware_momentum_breakout,RootAwareDenseReadbackV1,Bull -> TrendExpansion -> RootGatedDonchianMomentum -> RootAwareDenseReadbackV1,board-b-rootaware-multibranch-rc-spa/v1,1h_trade,research_only_until_all_required_roots_pass,suppress_if_root_branch_rc_spa_fails,2021,0.04781011030163079,94.85646323,1982.043148,0.001,0.001,rootaware_time_exit,False
21,baseline,RootAwareDenseReadbackV1,RootAwareDenseReadbackV1,BNB/USDT,2021-01-19T14:00:00+00:00,2021-01-19T15:00:00+00:00,2021-01-19,2021-01-19,source_panel_previous_session_context_asof,Bull,0.9797225384,0.6385217391304348,23,not_consumed_no_direct_event_rows,TrendExpansion,RootGatedDonchianMomentum,root_aware_momentum_breakout,RootAwareDenseReadbackV1,Bull -> TrendExpansion -> RootGatedDonchianMomentum -> RootAwareDenseReadbackV1,board-b-rootaware-multibranch-rc-spa/v1,1h_trade,research_only_until_all_required_roots_pass,suppress_if_root_branch_rc_spa_fails,2021,-0.050812739381234845,-101.77324084,2000.907066,0.001,0.001,exit_signal,False
22,baseline,RootAwareDenseReadbackV1,RootAwareDenseReadbackV1,AVAX/USDT,2021-01-22T15:00:00+00:00,2021-01-22T21:00:00+00:00,2021-01-22,2021-01-22,source_panel_previous_session_context_asof,Bull,0.9797225384,0.6130645161290322,31,not_consumed_no_direct_event_rows,TrendExpansion,RootGatedDonchianMomentum,root_aware_momentum_breakout,RootAwareDenseReadbackV1,Bull -> TrendExpansion -> RootGatedDonchianMomentum -> RootAwareDenseReadbackV1,board-b-rootaware-multibranch-rc-spa/v1,1h_trade,research_only_until_all_required_roots_pass,suppress_if_root_branch_rc_spa_fails,2021,0.03664085755084629,72.64728754,1980.704538,0.001,0.001,rootaware_time_exit,False
23,baseline,RootAwareDenseReadbackV1,RootAwareDenseReadbackV1,SOL/USDT,2021-01-22T16:00:00+00:00,2021-01-22T22:00:00+00:00,2021-01-22,2021-01-22,source_panel_previous_session_context_asof,Bull,0.9797225384,0.6130645161290322,31,not_consumed_no_direct_event_rows,TrendExpansion,RootGatedDonchianMomentum,root_aware_momentum_breakout,RootAwareDenseReadbackV1,Bull -> TrendExpansion -> RootGatedDonchianMomentum -> RootAwareDenseReadbackV1,board-b-rootaware-multibranch-rc-spa/v1,1h_trade,research_only_until_all_required_roots_pass,suppress_if_root_branch_rc_spa_fails,2021,-0.00208631555051425,-4.13664047,1980.7684226,0.001,0.001,rootaware_time_exit,False
24,baseline,RootAwareDenseReadbackV1,RootAwareDenseReadbackV1,BNB/USDT,2021-01-23T09:00:00+00:00,2021-01-23T11:00:00+00:00,2021-01-23,2021-01-22,source_panel_previous_session_context_asof,Bull,0.9797225384,0.6130645161290322,31,not_consumed_no_direct_event_rows,TrendExpansion,RootGatedDonchianMomentum,root_aware_momentum_breakout,RootAwareDenseReadbackV1,Bull -> TrendExpansion -> RootGatedDonchianMomentum -> RootAwareDenseReadbackV1,board-b-rootaware-multibranch-rc-spa/v1,1h_trade,research_only_until_all_required_roots_pass,suppress_if_root_branch_rc_spa_fails,2021,-0.023284061950688537,-46.48229308,1994.3194328,0.001,0.001,exit_signal,False
25,baseline,RootAwareDenseReadbackV1,RootAwareDenseReadbackV1,SOL/USDT,2021-01-23T10:00:00+00:00,2021-01-23T16:00:00+00:00,2021-01-23,2021-01-22,source_panel_previous_session_context_asof,Bull,0.9797225384,0.6130645161290322,31,not_consumed_no_direct_event_rows,TrendExpansion,RootGatedDonchianMomentum,root_aware_momentum_breakout,RootAwareDenseReadbackV1,Bull -> TrendExpansion -> RootGatedDonchianMomentum -> RootAwareDenseReadbackV1,board-b-rootaware-multibranch-rc-spa/v1,1h_trade,research_only_until_all_required_roots_pass,suppress_if_root_branch_rc_spa_fails,2021,-0.02567997468894651,-51.26565242,1994.3336628,0.001,0.001,rootaware_time_exit,False
26,baseline,RootAwareDenseReadbackV1,RootAwareDenseReadbackV1,ETH/USDT,2021-01-24T04:00:00+00:00,2021-01-24T10:00:00+00:00,2021-01-24,2021-01-22,source_panel_previous_session_context_asof,Bull,0.9797225384,0.6130645161290322,31,not_consumed_no_direct_event_rows,TrendExpansion,RootGatedDonchianMomentum,root_aware_momentum_breakout,RootAwareDenseReadbackV1,Bull -> TrendExpansion -> RootGatedDonchianMomentum -> RootAwareDenseReadbackV1,board-b-rootaware-multibranch-rc-spa/v1,1h_trade,research_only_until_all_required_roots_pass,suppress_if_root_branch_rc_spa_fails,2021,0.034449250393217674,68.10398276,1974.961604,0.001,0.001,rootaware_time_exit,False
27,baseline,RootAwareDenseReadbackV1,RootAwareDenseReadbackV1,BNB/USDT,2021-01-24T07:00:00+00:00,2021-01-24T13:00:00+00:00,2021-01-24,2021-01-22,source_panel_previous_session_context_asof,Bull,0.9797225384,0.6130645161290322,31,not_consumed_no_direct_event_rows,TrendExpansion,RootGatedDonchianMomentum,root_aware_momentum_breakout,RootAwareDenseReadbackV1,Bull -> TrendExpansion -> RootGatedDonchianMomentum -> RootAwareDenseReadbackV1,board-b-rootaware-multibranch-rc-spa/v1,1h_trade,research_only_until_all_required_roots_pass,suppress_if_root_branch_rc_spa_fails,2021,-0.012375826705279872,-24.46628454,1974.9664632,0.001,0.001,rootaware_time_exit,False
28,baseline,RootAwareDenseReadbackV1,RootAwareDenseReadbackV1,ETH/USDT,2021-01-24T18:00:00+00:00,2021-01-25T00:00:00+00:00,2021-01-24,2021-01-22,source_panel_previous_session_context_asof,Bull,0.9797225384,0.6130645161290322,31,not_consumed_no_direct_event_rows,TrendExpansion,RootGatedDonchianMomentum,root_aware_momentum_breakout,RootAwareDenseReadbackV1,Bull -> TrendExpansion -> RootGatedDonchianMomentum -> RootAwareDenseReadbackV1,board-b-rootaware-multibranch-rc-spa/v1,1h_trade,research_only_until_all_required_roots_pass,suppress_if_root_branch_rc_spa_fails,2021,0.023414800606270773,46.49247961,1983.618582,0.001,0.001,rootaware_time_exit,False
29,baseline,RootAwareDenseReadbackV1,RootAwareDenseReadbackV1,BNB/USDT,2021-01-25T01:00:00+00:00,2021-01-25T07:00:00+00:00,2021-01-25,2021-01-25,source_panel_previous_session_context_asof,Bull,0.9797225384,0.6352758620689656,29,not_consumed_no_direct_event_rows,TrendExpansion,RootGatedDonchianMomentum,root_aware_momentum_breakout,RootAwareDenseReadbackV1,Bull -> TrendExpansion -> RootGatedDonchianMomentum -> RootAwareDenseReadbackV1,board-b-rootaware-multibranch-rc-spa/v1,1h_trade,research_only_until_all_required_roots_pass,suppress_if_root_branch_rc_spa_fails,2021,0.0015875888092258099,3.16688976,1992.786807,0.001,0.001,rootaware_time_exit,False
30,baseline,RootAwareDenseReadbackV1,RootAwareDenseReadbackV1,BTC/USDT,2021-01-25T04:00:00+00:00,2021-01-25T10:00:00+00:00,2021-01-25,2021-01-25,source_panel_previous_session_context_asof,Bull,0.9797225384,0.6352758620689656,29,not_consumed_no_direct_event_rows,TrendExpansion,RootGatedDonchianMomentum,root_aware_momentum_breakout,RootAwareDenseReadbackV1,Bull -> TrendExpansion -> RootGatedDonchianMomentum -> RootAwareDenseReadbackV1,board-b-rootaware-multibranch-rc-spa/v1,1h_trade,research_only_until_all_required_roots_pass,suppress_if_root_branch_rc_spa_fails,2021,-0.01951140940180625,-38.91744115,1992.6065712,0.001,0.001,rootaware_time_exit,False
31,baseline,RootAwareDenseReadbackV1,RootAwareDenseReadbackV1,BTC/USDT,2021-01-25T13:00:00+00:00,2021-01-25T19:00:00+00:00,2021-01-25,2021-01-25,source_panel_previous_session_context_asof,Bull,0.9797225384,0.6352758620689656,29,not_consumed_no_direct_event_rows,TrendExpansion,RootGatedDonchianMomentum,root_aware_momentum_breakout,RootAwareDenseReadbackV1,Bull -> TrendExpansion -> RootGatedDonchianMomentum -> RootAwareDenseReadbackV1,board-b-rootaware-multibranch-rc-spa/v1,1h_trade,research_only_until_all_required_roots_pass,suppress_if_root_branch_rc_spa_fails,2021,-0.016910798704090974,-33.61025128,1985.5167809,0.001,0.001,rootaware_time_exit,False
32,baseline,RootAwareDenseReadbackV1,RootAwareDenseReadbackV1,BNB/USDT,2021-01-25T14:00:00+00:00,2021-01-25T19:00:00+00:00,2021-01-25,2021-01-25,source_panel_previous_session_context_asof,Bull,0.9797225384,0.6352758620689656,29,not_consumed_no_direct_event_rows,TrendExpansion,RootGatedDonchianMomentum,root_aware_momentum_breakout,RootAwareDenseReadbackV1,Bull -> TrendExpansion -> RootGatedDonchianMomentum -> RootAwareDenseReadbackV1,board-b-rootaware-multibranch-rc-spa/v1,1h_trade,research_only_until_all_required_roots_pass,suppress_if_root_branch_rc_spa_fails,2021,-0.02666184951687153,-52.99565773,1985.710518,0.001,0.001,exit_signal,False
33,baseline,RootAwareDenseReadbackV1,RootAwareDenseReadbackV1,SOL/USDT,2021-01-25T16:00:00+00:00,2021-01-25T22:00:00+00:00,2021-01-25,2021-01-25,source_panel_previous_session_context_asof,Bull,0.9797225384,0.6352758620689656,29,not_consumed_no_direct_event_rows,TrendExpansion,RootGatedDonchianMomentum,root_aware_momentum_breakout,RootAwareDenseReadbackV1,Bull -> TrendExpansion -> RootGatedDonchianMomentum -> RootAwareDenseReadbackV1,board-b-rootaware-multibranch-rc-spa/v1,1h_trade,research_only_until_all_required_roots_pass,suppress_if_root_branch_rc_spa_fails,2021,0.007574384876363752,15.05585155,1985.7468276,0.001,0.001,rootaware_time_exit,False
34,baseline,RootAwareDenseReadbackV1,RootAwareDenseReadbackV1,SOL/USDT,2021-01-26T12:00:00+00:00,2021-01-26T15:00:00+00:00,2021-01-26,2021-01-26,source_panel_previous_session_context_asof,Bull,0.9797225384,0.5962,30,not_consumed_no_direct_event_rows,TrendExpansion,RootGatedDonchianMomentum,root_aware_momentum_breakout,RootAwareDenseReadbackV1,Bull -> TrendExpansion -> RootGatedDonchianMomentum -> RootAwareDenseReadbackV1,board-b-rootaware-multibranch-rc-spa/v1,1h_trade,research_only_until_all_required_roots_pass,suppress_if_root_branch_rc_spa_fails,2021,-0.07681398646016958,-151.59631475,1971.579355,0.001,0.001,exit_signal,False
35,baseline,RootAwareDenseReadbackV1,RootAwareDenseReadbackV1,BNB/USDT,2021-01-28T11:00:00+00:00,2021-01-28T17:00:00+00:00,2021-01-28,2021-01-28,source_panel_previous_session_context_asof,Bull,0.9797225384,0.5182608695652174,23,not_consumed_no_direct_event_rows,TrendExpansion,RootGatedDonchianMomentum,root_aware_momentum_breakout,RootAwareDenseReadbackV1,Bull -> TrendExpansion -> RootGatedDonchianMomentum -> RootAwareDenseReadbackV1,board-b-rootaware-multibranch-rc-spa/v1,1h_trade,research_only_until_all_required_roots_pass,suppress_if_root_branch_rc_spa_fails,2021,-0.00991274577598138,-19.26543951,1941.5602651,0.001,0.001,rootaware_time_exit,False
36,baseline,RootAwareDenseReadbackV1,RootAwareDenseReadbackV1,AVAX/USDT,2021-01-28T11:00:00+00:00,2021-01-28T17:00:00+00:00,2021-01-28,2021-01-28,source_panel_previous_session_context_asof,Bull,0.9797225384,0.5182608695652174,23,not_consumed_no_direct_event_rows,TrendExpansion,RootGatedDonchianMomentum,root_aware_momentum_breakout,RootAwareDenseReadbackV1,Bull -> TrendExpansion -> RootGatedDonchianMomentum -> RootAwareDenseReadbackV1,board-b-rootaware-multibranch-rc-spa/v1,1h_trade,research_only_until_all_required_roots_pass,suppress_if_root_branch_rc_spa_fails,2021,0.023600950668094707,45.86622806,1941.46449,0.001,0.001,rootaware_time_exit,False
37,baseline,RootAwareDenseReadbackV1,RootAwareDenseReadbackV1,ETH/USDT,2021-01-28T14:00:00+00:00,2021-01-28T20:00:00+00:00,2021-01-28,2021-01-28,source_panel_previous_session_context_asof,Bull,0.9797225384,0.5182608695652174,23,not_consumed_no_direct_event_rows,TrendExpansion,RootGatedDonchianMomentum,root_aware_momentum_breakout,RootAwareDenseReadbackV1,Bull -> TrendExpansion -> RootGatedDonchianMomentum -> RootAwareDenseReadbackV1,board-b-rootaware-multibranch-rc-spa/v1,1h_trade,research_only_until_all_required_roots_pass,suppress_if_root_branch_rc_spa_fails,2021,-0.009646637576477818,-18.74740446,1941.4719,0.001,0.001,rootaware_time_exit,False
38,baseline,RootAwareDenseReadbackV1,RootAwareDenseReadbackV1,SOL/USDT,2021-01-28T14:00:00+00:00,2021-01-28T20:00:00+00:00,2021-01-28,2021-01-28,source_panel_previous_session_context_asof,Bull,0.9797225384,0.5182608695652174,23,not_consumed_no_direct_event_rows,TrendExpansion,RootGatedDonchianMomentum,root_aware_momentum_breakout,RootAwareDenseReadbackV1,Bull -> TrendExpansion -> RootGatedDonchianMomentum -> RootAwareDenseReadbackV1,board-b-rootaware-multibranch-rc-spa/v1,1h_trade,research_only_until_all_required_roots_pass,suppress_if_root_branch_rc_spa_fails,2021,-0.020314633109933384,-39.48158853,1941.563314,0.001,0.001,rootaware_time_exit,False
