root_name,path,suffix,hits,disposition,post_20260130_hint,accepted_r5_source_control_rows
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260510T233911-main-regime-v2-advanced-root-features/advanced_root_feature_report.json,.json,MainRegimeV2|main_regime_v2,local_candidate_not_required_r5_root,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260510T233911-main-regime-v2-advanced-root-features/checks/advanced_root_feature_assertions.out,.out,main_regime_v2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260510T234600-main-regime-v2-corrected-advanced-features/README.md,.md,MainRegimeV2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260510T234600-main-regime-v2-corrected-advanced-features/root-v2/corrected_advanced_root_feature_report.json,.json,MainRegimeV2|main_regime_v2,local_candidate_not_required_r5_root,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260510T234759-corrected-root-train-select-refinement/checks/corrected_root_train_select_refinement_assertions.out,.out,MainRegimeV2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260510T234759-corrected-root-train-select-refinement/corrected_root_train_select_refinement_packet.json,.json,MainRegimeV2|main_regime_v2,local_candidate_not_required_r5_root,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260510T234852-codex-root-vs-subtype-taxonomy-correction/root_vs_subtype_taxonomy_correction.md,.md,MainRegimeV2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260510T235220-codex-broader-root-v2-probe/README.md,.md,MainRegimeV2|main_regime_v2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260510T235220-codex-broader-root-v2-probe/root-v2-broader/main_regime_v2_broader_root_calibration_report.json,.json,MainRegimeV2|main_regime_v2,local_candidate_not_required_r5_root,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260510T235308-codex-rich-cross-timeframe-root-probe/README.md,.md,MainRegimeV2|main_regime_v2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260510T235308-codex-rich-cross-timeframe-root-probe/checks/rich_cross_timeframe_root_probe_assertions.out,.out,main_regime_v2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260510T235308-codex-rich-cross-timeframe-root-probe/rich-root/main_regime_v2_rich_cross_timeframe_root_report.json,.json,MainRegimeV2|main_regime_v2,local_candidate_not_required_r5_root,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T000034-corrected-advanced-feature-readback/checks/corrected_advanced_feature_readback_assertions.out,.out,MainRegimeV2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T000034-corrected-advanced-feature-readback/corrected_advanced_feature_readback.md,.md,MainRegimeV2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T000420-corrected-root-intermarket-breadth/checks/intermarket_breadth_root_assertions.out,.out,MainRegimeV2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T000420-corrected-root-intermarket-breadth/intermarket_breadth_root_report.json,.json,MainRegimeV2,local_candidate_not_required_r5_root,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T001100-sector-index-breadth-root-probe/checks/sector_index_breadth_root_assertions.out,.out,MainRegimeV2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T001100-sector-index-breadth-root-probe/sector_index_breadth_root_report.json,.json,MainRegimeV2,local_candidate_not_required_r5_root,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T001642-cross-asset-root-evidence-yfinance/README.md,.md,MainRegimeV2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T001642-cross-asset-root-evidence-yfinance/checks/cross_asset_root_evidence_assertions.out,.out,MainRegimeV2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T001642-cross-asset-root-evidence-yfinance/root-v2/cross_asset_root_evidence_report.json,.json,MainRegimeV2,local_candidate_not_required_r5_root,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T002300-codex-past-regime-persistence-root-probe/README.md,.md,MainRegimeV2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T002300-codex-past-regime-persistence-root-probe/checks/past_regime_persistence_root_probe_assertions.out,.out,MainRegimeV2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T002300-codex-past-regime-persistence-root-probe/past_regime_persistence_root_probe_report.json,.json,MainRegimeV2,local_candidate_not_required_r5_root,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T002449-source-backed-root-ontology-reset/source_backed_root_ontology_reset.md,.md,MainRegimeV2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T003051-codex-root-selective-classifier-probe/root-classifier/root_selective_classifier_report.json,.json,MainRegimeV2|main_regime_v2,local_candidate_not_required_r5_root,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T003739-source-backed-root-gate-mtf/README.md,.md,MainRegimeV2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T003739-source-backed-root-gate-mtf/checks/source_backed_root_gate_assertions.out,.out,MainRegimeV2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T003739-source-backed-root-gate-mtf/completion-audit/prompt_to_artifact_completion_audit.md,.md,MainRegimeV2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T003739-source-backed-root-gate-mtf/root-v2-source-backed/source_backed_root_schema.json,.json,main_regime_v2,local_candidate_not_required_r5_root,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T004210-source-backed-root-materialization/README.md,.md,MainRegimeV2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T004210-source-backed-root-materialization/checks/source_backed_root_materialization_assertions.out,.out,main_regime_v2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T004210-source-backed-root-materialization/root-v3/source_backed_root_materialization_report.json,.json,main_regime_v2,local_candidate_not_required_r5_root,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T005202-codex-root-axis-drift-cleanup/root_axis_drift_cleanup.md,.md,MainRegimeV2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T005259-codex-persistent-root-state-and-direct-input-audit/root-v2-persistent/persistent_root_state_report.json,.json,MainRegimeV2,local_candidate_not_required_r5_root,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T011114-codex-main-regime-v2-axis-restored/checks/main_regime_v2_axis_restored_assertions.out,.out,MainRegimeV2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T011114-codex-main-regime-v2-axis-restored/main_regime_v2_axis_restored.md,.md,MainRegimeV2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T012153-codex-root-taxonomy-v3-transition-contract-audit/README.md,.md,MainRegimeV2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T012153-codex-root-taxonomy-v3-transition-contract-audit/checks/root_taxonomy_v3_transition_contract_audit_assertions.out,.out,main_regime_v2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T012153-codex-root-taxonomy-v3-transition-contract-audit/root_taxonomy_v3_transition_contract_audit_report.json,.json,MainRegimeV2|main_regime_v2,local_candidate_not_required_r5_root,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T012644-codex-root-taxonomy-v3-axis-reassertion/checks/root_taxonomy_v3_axis_reassertion_assertions.out,.out,MainRegimeV2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T012644-codex-root-taxonomy-v3-axis-reassertion/root_taxonomy_v3_axis_reassertion.md,.md,MainRegimeV2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T012720-codex-local-direct-and-panel-readback/README.md,.md,MainRegimeV2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T012720-codex-local-direct-and-panel-readback/checks/local_direct_and_panel_readback_assertions.out,.out,MainRegimeV2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T012720-codex-local-direct-and-panel-readback/input-readback/local_direct_and_panel_readback.json,.json,MainRegimeV2,readback_metadata_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T012720-codex-local-direct-and-panel-readback/input-readback/local_direct_and_panel_readback.md,.md,MainRegimeV2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T012949-codex-tomac-gc-nq-main-regime-v2-root-gate/README.md,.md,MainRegimeV2|main_regime_v2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T012949-codex-tomac-gc-nq-main-regime-v2-root-gate/checks/tomac_gc_nq_main_regime_v2_root_gate_assertions.out,.out,MainRegimeV2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T012949-codex-tomac-gc-nq-main-regime-v2-root-gate/root-gate/tomac_gc_nq_main_regime_v2_root_gate_report.json,.json,MainRegimeV2,local_candidate_not_required_r5_root,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T012949-codex-tomac-gc-nq-main-regime-v2-root-gate/root-gate/tomac_gc_nq_main_regime_v2_root_gate_report.md,.md,MainRegimeV2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T013612-codex-main-regime-v2-controlling-correction/main_regime_v2_controlling_correction.md,.md,MainRegimeV2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T014134-codex-main-regime-v2-reassert-after-v4-drift/main_regime_v2_reassert_after_v4_drift.md,.md,MainRegimeV2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T014313-codex-direct-manipulation-data-readiness-scan/input-readiness/direct_manipulation_data_readiness_scan.json,.json,MainRegimeV2,local_candidate_not_required_r5_root,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T014630-codex-provider-export-readiness-contract/provider-readiness/provider_export_readiness_contract.json,.json,MainRegimeV2,local_candidate_not_required_r5_root,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T014708-codex-cross-instrument-main-regime-v2-model-gate/README.md,.md,MainRegimeV2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T014708-codex-cross-instrument-main-regime-v2-model-gate/checks/cross_instrument_main_regime_v2_model_gate_assertions.out,.out,main_regime_v2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T014708-codex-cross-instrument-main-regime-v2-model-gate/root-model/cross_instrument_main_regime_v2_model_gate_report.json,.json,MainRegimeV2,local_candidate_not_required_r5_root,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T014708-codex-cross-instrument-main-regime-v2-model-gate/root-model/cross_instrument_main_regime_v2_model_gate_report.md,.md,MainRegimeV2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T014742-codex-pump-dump-manipulation-event-gate/checks/pump_dump_manipulation_event_gate_assertions.out,.out,MainRegimeV2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T014742-codex-pump-dump-manipulation-event-gate/manipulation-gate/pump_dump_manipulation_event_gate_report.json,.json,MainRegimeV2,local_candidate_not_required_r5_root,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T015041-codex-goal-completion-audit/checks/goal_completion_audit_assertions.out,.out,MainRegimeV2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T015041-codex-goal-completion-audit/completion-audit/goal_completion_audit.json,.json,MainRegimeV2|main_regime_v2,local_candidate_not_required_r5_root,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T015041-codex-goal-completion-audit/completion-audit/goal_completion_audit.md,.md,MainRegimeV2|main_regime_v2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T015128-codex-direct-export-readiness-refresh/checks/direct_export_readiness_refresh_assertions.out,.out,MainRegimeV2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T015128-codex-direct-export-readiness-refresh/provider-readiness/direct_export_readiness_refresh.json,.json,MainRegimeV2,local_candidate_not_required_r5_root,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T015128-codex-direct-export-readiness-refresh/provider-readiness/direct_export_readiness_refresh.md,.md,MainRegimeV2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T015848-codex-tardis-pump-event-alignment-audit/alignment/tardis_pump_event_alignment_audit.json,.json,MainRegimeV2,local_candidate_not_required_r5_root,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T020111-codex-wash-trading-dataset-acquisition-probe/acquisition/wash_trading_dataset_acquisition_probe.json,.json,MainRegimeV2,local_candidate_not_required_r5_root,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T020111-codex-wash-trading-dataset-acquisition-probe/acquisition/wash_trading_dataset_acquisition_probe.md,.md,MainRegimeV2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T020111-codex-wash-trading-dataset-acquisition-probe/checks/wash_trading_dataset_acquisition_probe_assertions.out,.out,MainRegimeV2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T020338-codex-fred-macro-root-evidence-probe/README.md,.md,MainRegimeV2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T020338-codex-fred-macro-root-evidence-probe/root-macro/fred_macro_root_evidence_probe_report.json,.json,MainRegimeV2,local_candidate_not_required_r5_root,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T020421-codex-main-regime-v2-parent-child-crosswalk/README.md,.md,MainRegimeV2|main_regime_v2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T020421-codex-main-regime-v2-parent-child-crosswalk/checks/main_regime_v2_parent_child_crosswalk_assertions.out,.out,MainRegimeV2|main_regime_v2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T020421-codex-main-regime-v2-parent-child-crosswalk/crosswalk/main_regime_v2_parent_child_crosswalk.json,.json,MainRegimeV2,local_candidate_not_required_r5_root,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T020421-codex-main-regime-v2-parent-child-crosswalk/crosswalk/main_regime_v2_parent_child_crosswalk.md,.md,MainRegimeV2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T020725-codex-direct-event-dataset-source-scan/README.md,.md,MainRegimeV2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T020725-codex-direct-event-dataset-source-scan/acquisition/direct_event_dataset_source_scan.json,.json,MainRegimeV2,local_candidate_not_required_r5_root,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T020725-codex-direct-event-dataset-source-scan/acquisition/direct_event_dataset_source_scan.md,.md,MainRegimeV2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T020725-codex-direct-event-dataset-source-scan/checks/direct_event_dataset_source_scan_assertions.out,.out,MainRegimeV2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T020728-codex-tardis-exact-date-access-check/access-check/tardis_exact_date_access_check.json,.json,MainRegimeV2,local_candidate_not_required_r5_root,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T020750-codex-web-backed-parent-regime-taxonomy-refresh/checks/web_backed_parent_regime_taxonomy_refresh_assertions.out,.out,MainRegimeV2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T020750-codex-web-backed-parent-regime-taxonomy-refresh/source-refresh/web_backed_parent_regime_taxonomy_refresh.json,.json,MainRegimeV2,local_candidate_not_required_r5_root,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T021058-codex-wash-trading-public-api-raw-access/raw-access/wash_trading_public_api_raw_access.json,.json,MainRegimeV2,local_candidate_not_required_r5_root,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T021618-codex-mendeley-looksrare-manipulation-smoke/manipulation-gate/mendeley_looksrare_manipulation_smoke_report.json,.json,MainRegimeV2,local_candidate_not_required_r5_root,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T021647-codex-bayi-hu-event-social-manipulation-gate/event-social-gate/bayi_hu_event_social_manipulation_gate.json,.json,MainRegimeV2,local_candidate_not_required_r5_root,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T021900-codex-mendeley-wash-trading-calibration-gate/checks/mendeley_wash_trading_calibration_gate_assertions.out,.out,MainRegimeV2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T021900-codex-mendeley-wash-trading-calibration-gate/wash-gate/mendeley_wash_trading_calibration_gate_report.json,.json,MainRegimeV2,local_candidate_not_required_r5_root,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T021900-codex-mendeley-wash-trading-calibration-gate/wash-gate/mendeley_wash_trading_calibration_gate_report.md,.md,MainRegimeV2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T022233-codex-bayi-hu-manipulation-event-social-gate/checks/bayi_hu_manipulation_event_social_gate_assertions.out,.out,MainRegimeV2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T022233-codex-bayi-hu-manipulation-event-social-gate/manipulation-gate/bayi_hu_manipulation_event_social_gate_report.json,.json,MainRegimeV2,local_candidate_not_required_r5_root,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T022630-codex-mendeley-multifile-manipulation-gate/manipulation-gate/mendeley_multifile_manipulation_gate_report.json,.json,MainRegimeV2,local_candidate_not_required_r5_root,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T023416-codex-bayi-hu-market-feature-gate/checks/bayi_hu_market_feature_gate_assertions.out,.out,MainRegimeV2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T023416-codex-bayi-hu-market-feature-gate/market-feature-gate/bayi_hu_market_feature_gate_report.json,.json,MainRegimeV2,local_candidate_not_required_r5_root,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T024445-codex-main-regime-v3-web-research-reset/checks/main_regime_v3_web_research_reset_assertions.out,.out,main_regime_v2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T024445-codex-main-regime-v3-web-research-reset/source-refresh/main_regime_v3_web_research_reset.md,.md,MainRegimeV2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T030031-codex-systemslab-direct-pump-gate/checks/systemslab_direct_pump_gate_assertions.out,.out,MainRegimeV2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T030031-codex-systemslab-direct-pump-gate/direct-pump-gate/systemslab_direct_pump_gate_report.md,.md,MainRegimeV2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T030516-codex-breadth-sector-root-gate/README.md,.md,MainRegimeV2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T030516-codex-breadth-sector-root-gate/breadth-sector-gate/breadth_sector_root_gate_report.json,.json,MainRegimeV2,local_candidate_not_required_r5_root,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T030516-codex-breadth-sector-root-gate/breadth-sector-gate/breadth_sector_root_gate_report.md,.md,MainRegimeV2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T030516-codex-breadth-sector-root-gate/checks/breadth_sector_root_gate_assertions.out,.out,MainRegimeV2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T030530-codex-sp500-breadth-root-gate/checks/sp500_breadth_root_gate_assertions.out,.out,MainRegimeV2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T030759-codex-cboe-options-vol-root-gate/checks/cboe_options_vol_root_gate_assertions.out,.out,MainRegimeV2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T030759-codex-cboe-options-vol-root-gate/options-vol-gate/cboe_options_vol_root_gate_report.json,.json,MainRegimeV2,local_candidate_not_required_r5_root,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T030759-codex-cboe-options-vol-root-gate/options-vol-gate/cboe_options_vol_root_gate_report.md,.md,MainRegimeV2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T031433-codex-hmm-markov-root-gate/checks/hmm_markov_root_gate_assertions.out,.out,MainRegimeV2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T031433-codex-hmm-markov-root-gate/checks/hmm_markov_root_gate_run.out,.out,MainRegimeV2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T031433-codex-hmm-markov-root-gate/hmm-markov-gate/hmm_markov_root_gate_report.json,.json,MainRegimeV2,local_candidate_not_required_r5_root,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T031433-codex-hmm-markov-root-gate/hmm-markov-gate/hmm_markov_root_gate_report.md,.md,MainRegimeV2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T031605-codex-persistent-hmm-root-posterior-gate/persistent-hmm-root-posterior-gate/persistent_hmm_root_gate_report.json,.json,MainRegimeV2,local_candidate_not_required_r5_root,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T031605-codex-persistent-hmm-root-posterior-gate/persistent-hmm-root-posterior-gate/persistent_hmm_root_gate_report.md,.md,MainRegimeV2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T031936-codex-cftc-dealer-root-gate/cftc-dealer-gate/cftc_dealer_root_gate_report.json,.json,MainRegimeV2,local_candidate_not_required_r5_root,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T031936-codex-cftc-dealer-root-gate/cftc-dealer-gate/cftc_dealer_root_gate_report.md,.md,MainRegimeV2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T033017-codex-kaggle-regime-label-root-gate/kaggle-regime-gate/kaggle_regime_label_root_gate_report.json,.json,MainRegimeV2,local_candidate_not_required_r5_root,True,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T033017-codex-kaggle-regime-label-root-gate/kaggle-regime-gate/kaggle_regime_label_root_gate_report.md,.md,MainRegimeV2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T033340-codex-main-regime-v3-taxonomy-source-refresh/source-refresh/main_regime_v3_taxonomy_source_refresh.md,.md,MainRegimeV2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T035045-codex-kaggle-bull-coverage-buffer-gate/checks/kaggle_bull_coverage_buffer_gate_run.out,.out,MainRegimeV2,documentation_or_assertion_only,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T035045-codex-kaggle-bull-coverage-buffer-gate/kaggle-bull-gate/kaggle_bull_coverage_buffer_gate_report.json,.json,MainRegimeV2,local_candidate_not_required_r5_root,False,0
board_a_runs,docs/experiments/actionable-regime-confidence/runs/20260511T035856-codex-web-backed-main-root-taxonomy-refresh/source-refresh/web_backed_main_root_taxonomy_refresh.json,.json,MainRegimeV2,local_candidate_not_required_r5_root,False,0
