label,threshold,calibration_support,calibration_label_hits,calibration_precision,calibration_wilson95_lcb,heldout_market_support,heldout_market_label_hits,heldout_market_precision,heldout_market_wilson95_lcb,heldout_time_support,heldout_time_label_hits,heldout_time_precision,heldout_time_wilson95_lcb,test_support,test_label_hits,test_precision,test_wilson95_lcb,min_split_support,min_split_wilson95_lcb,accepted_extra_trees_confidence_95,blockers
Bear,0.47,32497,26607,0.8187525002,0.8145265934,4388,3467,0.7901093892,0.777809126,17009,9660,0.5679346228,0.5604756583,9499,4603,0.4845773239,0.4745354402,4388,0.4745354402,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
Bear,0.475,32173,26453,0.8222111709,0.8179949893,4350,3450,0.7931034483,0.7808096303,16880,9623,0.5700829384,0.5625995002,9386,4560,0.4858299595,0.4757266084,4350,0.4757266084,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
Bear,0.48,31803,26263,0.8258025972,0.8215948798,4312,3426,0.7945269017,0.7822074552,16747,9579,0.5719830417,0.5644735829,9280,4519,0.4869612069,0.47679928,4312,0.47679928,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
Bear,0.485,31486,26104,0.8290668869,0.8248686817,4273,3406,0.7970980576,0.7847755185,16623,9547,0.5743247308,0.5667919821,9179,4487,0.4888332062,0.4786138678,4273,0.4786138678,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
Bear,0.49,31163,25935,0.8322369477,0.8280474653,4230,3386,0.8004728132,0.788159079,16503,9518,0.5767436224,0.5691885551,9094,4459,0.4903232901,0.4800550782,4230,0.4800550782,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
Bear,0.495,30834,25776,0.8359603036,0.831785165,4179,3361,0.8042593922,0.7919526643,16342,9463,0.5790600906,0.5714728744,9002,4430,0.4921128638,0.4817909459,4179,0.4817909459,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
Bear,0.5,30512,25613,0.8394402202,0.8352782031,4155,3351,0.8064981949,0.7942055347,16206,9428,0.581759842,0.5741469164,8904,4401,0.4942722372,0.4838921731,4155,0.4838921731,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
Bear,0.505,30213,25463,0.842782908,0.8386348725,4128,3338,0.808624031,0.7963388577,16074,9395,0.5844842603,0.5768465144,8793,4367,0.4966450586,0.4861982403,4128,0.4861982403,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
Bear,0.51,29903,25303,0.8461692807,0.8420356132,4089,3312,0.8099779897,0.7976643677,15942,9358,0.5870028855,0.5793397042,8693,4333,0.4984470263,0.4879393455,4089,0.4879393455,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
Bear,0.515,29592,25145,0.8497228981,0.8456060953,4064,3299,0.811761811,0.7994512683,15818,9317,0.5890125174,0.5813243929,8612,4311,0.5005805852,0.4900226352,4064,0.4900226352,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
Bear,0.52,29273,24974,0.8531411198,0.8490399328,4026,3278,0.8142076503,0.8018959831,15666,9275,0.5920464701,0.5843290417,8489,4272,0.5032394864,0.4926043683,4026,0.4926043683,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
Bear,0.525,28999,24821,0.8559260664,0.8518371853,3996,3262,0.8163163163,0.8040084047,15548,9231,0.5937098019,0.5859675947,8386,4236,0.5051275936,0.4944268567,3996,0.4944268567,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
Bear,0.53,28702,24648,0.8587554874,0.8546783199,3950,3240,0.8202531646,0.8079693787,15443,9199,0.5956744156,0.5879113455,8282,4201,0.5072446269,0.4964765116,3950,0.4964765116,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
Bear,0.535,28381,24454,0.8616327825,0.857566721,3910,3221,0.8237851662,0.8115267029,15307,9156,0.5981577056,0.5903672742,8183,4175,0.5102040816,0.499370764,3910,0.499370764,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
Bear,0.54,28076,24298,0.8654366719,0.8613949054,3878,3203,0.8259412068,0.8136867322,15140,9093,0.6005944518,0.5927682971,8093,4143,0.5119238848,0.5010305111,3878,0.5010305111,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
Bear,0.545,27786,24132,0.8684949255,0.8644702824,3843,3184,0.8285193859,0.816275629,15007,9055,0.603385087,0.5955328093,7996,4114,0.5145072536,0.5035482577,3843,0.5035482577,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
Bear,0.55,27483,23947,0.8713386457,0.8673281586,3811,3166,0.8307530832,0.8185164785,14867,9019,0.6066455909,0.5987667248,7889,4082,0.517429332,0.506396892,3811,0.506396892,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
Bear,0.555,27187,23752,0.8736528488,0.8696506907,3781,3151,0.8333774134,0.8211625517,14732,8982,0.6096931849,0.6017882897,7768,4047,0.5209835221,0.5098667447,3781,0.5098667447,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
Bear,0.56,26883,23561,0.8764274821,0.8724396694,3740,3126,0.835828877,0.8236135054,14597,8937,0.6122490923,0.6043163653,7665,4023,0.524853229,0.5136640097,3740,0.5136640097,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
Bear,0.565,26608,23387,0.8789461816,0.8749720465,3699,3096,0.8369829684,0.8247307455,14437,8883,0.6152940362,0.6073281112,7553,3987,0.5278697206,0.5165998514,3699,0.5165998514,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
Bear,0.57,26325,23222,0.8821272555,0.8781761292,3657,3075,0.8408531583,0.8286401361,14308,8847,0.6183254124,0.6103346441,7459,3959,0.5307681995,0.5194298553,3657,0.5194298553,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
Bear,0.575,26075,23060,0.8843720038,0.8804338892,3629,3060,0.8432074952,0.8310152739,14160,8797,0.6212570621,0.6132356028,7363,3930,0.5337498302,0.5223405894,3629,0.5223405894,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
Bear,0.58,25794,22890,0.8874156781,0.8835004757,3604,3047,0.8454495006,0.8332808002,14027,8757,0.6242960006,0.6162483576,7265,3893,0.5358568479,0.524373099,3604,0.524373099,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
Bear,0.585,25504,22696,0.8898996236,0.8859991746,3575,3030,0.8475524476,0.8353968718,13845,8687,0.6274467317,0.6193589273,7156,3858,0.5391280045,0.5275609671,3575,0.5275609671,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
Bear,0.59,25236,22509,0.8919400856,0.8880499142,3545,3014,0.8502115656,0.8380852958,13691,8637,0.6308523848,0.6227333242,7042,3816,0.5418915081,0.5302348351,3545,0.5302348351,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
Bear,0.595,25000,22357,0.89428,0.8904077583,3520,3002,0.8528409091,0.8407531316,13538,8585,0.6341409366,0.6259902144,6932,3773,0.544287363,0.5325419837,3520,0.5325419837,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
Bear,0.6,24723,22154,0.8960886624,0.8922232411,3495,2983,0.8535050072,0.841393892,13390,8526,0.6367438387,0.6285596508,6841,3738,0.5464113434,0.5345913704,3495,0.5345913704,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
Bear,0.605,24478,21992,0.898439415,0.8945925367,3474,2971,0.8552101324,0.8431162456,13251,8473,0.6394234397,0.6312085712,6740,3697,0.5485163205,0.5366115575,3474,0.5366115575,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
Bear,0.61,24192,21808,0.9014550265,0.8976352552,3444,2953,0.8574332172,0.8453578383,13111,8419,0.6421325604,0.6338865517,6645,3666,0.5516930023,0.5397091441,3444,0.5397091441,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
Bear,0.615,23902,21613,0.9042339553,0.9004381459,3410,2930,0.8592375367,0.847160179,12953,8360,0.6454103297,0.6371299072,6547,3626,0.5538414541,0.5417723235,3410,0.5417723235,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
Bear,0.62,23629,21414,0.9062592577,0.9024765932,3373,2905,0.8612511118,0.849173618,12839,8320,0.6480255472,0.6397213591,6467,3596,0.5560538117,0.5439147507,3373,0.5439147507,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
Bear,0.625,23353,21218,0.9085770565,0.9048130983,3341,2887,0.8641125412,0.8520740888,12688,8255,0.6506147541,0.642274355,6369,3566,0.5598995133,0.5476759128,3341,0.5476759128,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
Bear,0.63,23092,21032,0.9107916161,0.9070465029,3313,2875,0.8677935406,0.8558326004,12550,8215,0.6545816733,0.6462163239,6260,3525,0.5630990415,0.5507770812,3313,0.5507770812,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
Bear,0.635,22861,20864,0.912645991,0.9089162133,3283,2854,0.8693268352,0.8573646928,12395,8150,0.6575231948,0.6491215137,6151,3494,0.5680377174,0.5556200103,3283,0.5556200103,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
Bear,0.64,22570,20648,0.9148427116,0.9111303584,3245,2825,0.8705701079,0.8585810461,12266,8103,0.6606065547,0.6521779005,6028,3450,0.5723291307,0.5597976271,3245,0.5597976271,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
Bear,0.645,22330,20462,0.9163457232,0.9126422889,3203,2799,0.8738682485,0.8619210208,12130,8050,0.6636438582,0.6551853723,5922,3408,0.5754812563,0.5628476971,3203,0.5628476971,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
Bear,0.65,22080,20281,0.9185235507,0.9148419694,3169,2775,0.8756705585,0.8637256754,11978,8001,0.6679746201,0.6594881802,5841,3376,0.5779832221,0.5652703927,3169,0.5652703927,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
Bear,0.655,21830,20106,0.9210261109,0.9173739241,3123,2745,0.878962536,0.8670550136,11837,7944,0.6711159922,0.6625982188,5753,3343,0.5810881279,0.5682889495,3123,0.5682889495,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
Bear,0.66,21585,19920,0.9228630994,0.9192280187,3086,2718,0.8807517822,0.8688415977,11691,7889,0.6747925755,0.6662447982,5653,3305,0.5846453211,0.5717461781,3086,0.5717461781,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
Bear,0.665,21331,19728,0.9248511556,0.9212362991,3067,2702,0.8809911966,0.8690523313,11546,7831,0.6782435475,0.6696645099,5561,3270,0.5880237367,0.5750311424,3067,0.5750311424,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
Bear,0.67,21067,19510,0.9260929416,0.9224819447,3034,2675,0.8816743573,0.8696958378,11387,7755,0.6810397822,0.6724194777,5484,3244,0.5915390226,0.5784696699,3034,0.5784696699,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
Bear,0.675,20824,19321,0.927823665,0.9242294324,2998,2648,0.8832555037,0.8712673486,11234,7686,0.6841730461,0.6755154858,5372,3195,0.5947505585,0.5815590614,2998,0.5815590614,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
Bear,0.68,20550,19100,0.9294403893,0.9258582215,2963,2626,0.8862639217,0.8743284939,11083,7617,0.68726879,0.6785740114,5270,3158,0.5992409867,0.5859425496,2963,0.5859425496,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
Bear,0.685,20290,18903,0.9316412026,0.9280864729,2922,2595,0.8880903491,0.8761463225,10921,7538,0.6902298324,0.6814919244,5148,3123,0.6066433566,0.5932244925,2922,0.5932244925,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
Bear,0.69,20032,18701,0.9335563099,0.9300235938,2884,2565,0.8893897365,0.8774205913,10763,7469,0.6939515005,0.6851771296,5045,3078,0.6101090188,0.5965717203,2884,0.5965717203,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
Bear,0.695,19777,18486,0.934722152,0.9311943841,2853,2544,0.8916929548,0.8797583981,10607,7400,0.6976524936,0.688841962,4936,3036,0.6150729335,0.6014142686,2853,0.6014142686,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
Bear,0.7,19514,18285,0.9370195757,0.9335244008,2822,2521,0.8933380581,0.8814096307,10476,7353,0.7018900344,0.6930579478,4839,3003,0.620582765,0.6068203113,2822,0.6068203113,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
Bear,0.705,19262,18088,0.9390509812,0.9355841295,2791,2499,0.8953780007,0.8834744723,10318,7289,0.7064353557,0.6975728711,4738,2968,0.6264246518,0.612552988,2791,0.612552988,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
Bear,0.71,18999,17866,0.9403652824,0.9369081349,2755,2471,0.8969147005,0.8850021627,10151,7205,0.7097822875,0.7008751065,4632,2922,0.6308290155,0.6168285454,2755,0.6168285454,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
Bear,0.715,18726,17641,0.9420591691,0.9386213789,2729,2454,0.8992304874,0.8873693358,10003,7134,0.7131860442,0.7042424523,4535,2877,0.634399118,0.6202741862,2729,0.6202741862,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
Bear,0.72,18410,17379,0.9439978273,0.9405829485,2692,2426,0.9011887073,0.8893380294,9854,7062,0.7166632839,0.7076830384,4440,2826,0.6364864865,0.6222255906,2692,0.6222255906,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
Bear,0.725,18133,17151,0.9458445927,0.9424550012,2666,2406,0.9024756189,0.8906283382,9708,6978,0.7187886279,0.7097600872,4357,2784,0.6389717696,0.6245935896,2666,0.6245935896,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
Bear,0.73,17873,16926,0.9470150506,0.9436339352,2643,2387,0.9031403708,0.8912724525,9548,6911,0.7238165061,0.7147596518,4247,2746,0.6465740523,0.6320705794,2643,0.6320705794,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
Bear,0.735,17618,16705,0.9481779998,0.9448060039,2611,2363,0.9050172348,0.8931688144,9385,6826,0.7273308471,0.7182294015,4155,2703,0.6505415162,0.6359108344,2611,0.6359108344,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
Bear,0.74,17326,16462,0.9501327485,0.9467906448,2573,2338,0.9086669258,0.8969180619,9224,6740,0.7307025152,0.7215552184,4081,2668,0.653761333,0.6390259293,2573,0.6390259293,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
Bear,0.745,17063,16238,0.9516497685,0.9483283316,2544,2317,0.9107704403,0.8990644821,9078,6673,0.7350738048,0.7258979415,3986,2624,0.6583040642,0.6434343951,2544,0.6434343951,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
Bear,0.75,16816,16030,0.9532588011,0.9499635896,2514,2290,0.9108989658,0.8991265869,8935,6601,0.7387800783,0.7295700342,3893,2582,0.6632417159,0.6482415316,2514,0.6482415316,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
Bear,0.755,16548,15793,0.9543751511,0.951088987,2471,2259,0.9142047754,0.9025092637,8774,6523,0.7434465466,0.7342031344,3804,2539,0.6674553102,0.652321524,2471,0.652321524,False,heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
Bear,0.76,16279,15557,0.9556483814,0.9523768763,2440,2235,0.9159836066,0.9043117037,8612,6447,0.7486065954,0.7393349222,3720,2507,0.6739247312,0.6586879833,2440,0.6586879833,False,heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
Bear,0.765,15972,15292,0.9574254946,0.9541828583,2409,2214,0.9190535492,0.907482838,8456,6374,0.7537842952,0.7444882123,3621,2463,0.6801988401,0.6648235337,2409,0.6648235337,False,heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
Bear,0.77,15689,15045,0.9589521321,0.9557336142,2381,2192,0.9206215876,0.9090734137,8330,6313,0.7578631453,0.7485464074,3532,2413,0.683182333,0.6676473464,2381,0.6676473464,False,heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
Bear,0.775,15443,14834,0.9605646571,0.9573787186,2340,2161,0.9235042735,0.9120275622,8182,6229,0.7613053043,0.7519472827,3434,2370,0.690157251,0.6744854306,2340,0.6744854306,False,heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
Bear,0.78,15140,14567,0.9621532365,0.9589944934,2292,2124,0.9267015707,0.9153028087,8044,6163,0.7661611139,0.7567856426,3358,2335,0.6953543776,0.6795713268,2292,0.6795713268,False,heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
Bear,0.785,14887,14345,0.9635923961,0.9604620551,2254,2095,0.92945874,0.9181410186,7899,6091,0.7711102671,0.7617150547,3269,2287,0.6996023249,0.6836605166,2254,0.6836605166,False,heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
Bear,0.79,14605,14096,0.9651489216,0.9620500636,2216,2062,0.9305054152,0.9191557699,7747,6010,0.7757841745,0.7663615843,3186,2244,0.7043314501,0.6882471325,2216,0.6882471325,False,heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
Bear,0.795,14342,13856,0.9661135128,0.9630252467,2178,2028,0.9311294766,0.9197176138,7589,5919,0.7799446567,0.7704834955,3109,2197,0.7066580894,0.6904068705,2178,0.6904068705,False,heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
Bear,0.8,14055,13600,0.9676271789,0.9645709968,2141,1998,0.9332087809,0.9218387124,7421,5829,0.7854736558,0.7759877193,3030,2162,0.7135313531,0.6971709047,2141,0.6971709047,False,heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
Bear,0.805,13808,13373,0.9684965238,0.9654502414,2110,1974,0.9355450237,0.9242554214,7286,5750,0.7891847379,0.7796677987,2939,2115,0.7196325281,0.703114592,2110,0.703114592,False,heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
Bear,0.81,13522,13111,0.969605088,0.9665755408,2080,1952,0.9384615385,0.9273036031,7126,5652,0.7931518383,0.7835907408,2866,2072,0.7229588276,0.7062839168,2080,0.7062839168,False,heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
Bear,0.815,13258,12869,0.9706592246,0.967647454,2053,1927,0.9386264004,0.9274023671,6991,5575,0.7974538693,0.7878707654,2791,2044,0.732353995,0.7156176738,2053,0.7156176738,False,heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
Bear,0.82,12993,12622,0.9714461633,0.9684401041,2012,1893,0.9408548708,0.9296828387,6838,5491,0.8030125768,0.793416764,2726,2004,0.7351430668,0.7182560826,2012,0.7182560826,False,heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95
