ts,ticker,market_context,timeframe,split,root_label,bear_drawdown_ratio,bear_return_ratio,sideways_abs_return_ratio,sideways_range_ratio,sideways_ma_gap_ratio,ret_trend,ret_long,drawdown_long,range_trend,ma_gap_trend,vol_trend
2018-03-19,BNB-USD,crypto,1d,train,Bear,1.728242691774804,3.7027397667369986,3.0856164722808326,1.6786479438902489,1.0390372275765818,-0.3702739766736999,4.572503908464948,-0.6048849421211814,0.9232563691396369,-0.1246844673091898,1.3184567061563235
2018-03-20,BNB-USD,crypto,1d,train,Bear,1.7071290235958057,3.8684327017994944,3.2236939181662456,1.6945361659700386,0.8322820190035978,-0.38684327017994946,4.639404018852745,-0.5974951582585319,0.9319948912835213,-0.09987384228043172,1.315149229760795
2018-03-21,BNB-USD,crypto,1d,train,Bear,1.6040562282507727,3.8345797431311976,3.1954831192759983,1.328953788347526,0.07603147134284025,-0.3834579743131198,5.341562954496503,-0.5614196798877704,0.7309245835911393,-0.009123776561140828,1.3169237927165927
2018-03-22,BNB-USD,crypto,1d,train,Bear,1.5934736545453827,2.844693235659499,2.3705776963829157,1.2579418559456308,0.049204438265772664,-0.2844693235659499,5.24557180112126,-0.5577157790908839,0.691868020770097,0.005904532591892719,1.2905199687954347
2018-03-23,BNB-USD,crypto,1d,train,UnknownOrMixed,1.3836676510373724,0.981205333383357,0.8176711111527976,1.2606229469468389,1.4617828278986742,-0.0981205333383357,6.579002076521635,-0.48428367786308035,0.6933426208207614,0.17541393934784089,1.3266436708401683
2018-03-24,BNB-USD,crypto,1d,train,UnknownOrMixed,1.2140076665745227,0.0033606394392238226,0.0028005328660198523,1.260632205142261,2.589699640222141,-0.00033606394392238226,6.620087061068501,-0.42490268330108294,0.6933477128282436,0.3107639568266569,1.3468783640793212
2018-03-25,BNB-USD,crypto,1d,train,UnknownOrMixed,1.2524212298915238,0.6204554449570376,0.5170462041308648,1.2462774087653035,2.349415537817943,-0.062045544495703764,5.821764596723706,-0.4383474304620333,0.6854525748209169,0.28192986453815316,1.345690028594614
2018-03-26,BNB-USD,crypto,1d,train,UnknownOrMixed,1.3430195299036274,0.8821927040066313,0.7351605866721928,1.2487130328308422,1.7659948640371164,-0.08821927040066313,5.5086640033332515,-0.47005683546626953,0.6867921680569633,0.21191938368445395,1.3495592848118396
2018-03-27,BNB-USD,crypto,1d,train,Bear,1.4124528022240945,1.2935951470557572,1.0779959558797978,1.2522989764674144,1.3305415718261975,-0.12935951470557572,4.923014917941077,-0.49435848077843303,0.688764437057078,0.1596649886191437,1.3531034438971723
2018-03-28,BNB-USD,crypto,1d,train,Bear,1.3958696655992908,1.2167813287367768,1.0139844406139806,1.2556997889950892,1.4680151095116132,-0.12167813287367768,5.071847800916858,-0.48855438295975173,0.6906348839472991,0.17616181314139356,1.3532654227428305
2018-03-29,BNB-USD,crypto,1d,train,Bear,1.5771792804951297,2.4697566807102644,2.0581305672585537,1.1794696710599923,0.3005203158706264,-0.24697566807102644,4.821253382331151,-0.5520127481732954,0.6487083190829959,0.036062437904475164,1.3766690655226246
2018-03-30,BNB-USD,crypto,1d,train,Bear,1.5578093216437967,1.891260728416081,1.5760506070134008,1.1843116375546685,0.4671583741218196,-0.1891260728416081,4.183052160547055,-0.5452332625753288,0.6513714006550677,0.05605900489461835,1.3720370286073913
2018-03-31,BNB-USD,crypto,1d,train,UnknownOrMixed,1.4692446907253462,0.17314511714375924,0.14428759761979937,1.1847040831681925,1.0701288172203116,-0.017314511714375924,4.340420910602505,-0.5142356417538712,0.6515872457425059,0.1284154580664374,1.3563202848894726
2018-04-01,BNB-USD,crypto,1d,train,UnknownOrMixed,1.4679516042544831,0.07070452954636042,0.05892044128863368,1.1848629082623074,1.0801517310129758,-0.007070452954636042,4.30966901829539,-0.513783061489069,0.6516745995442691,0.12961820772155708,1.3560751841620837
2018-04-02,BNB-USD,crypto,1d,train,UnknownOrMixed,1.2728080831492554,-3.262833805418095,2.719028171181746,1.1786369810775237,2.3460779301511545,0.3262833805418095,4.666494250978723,-0.44548282910223935,0.6482503395926381,0.2815293516181385,1.3482587637766645
2018-04-03,BNB-USD,crypto,1d,train,UnknownOrMixed,1.1799124924891202,-3.841999336044488,3.2016661133704067,1.221116453577858,2.90174144394569,0.3841999336044488,4.362125213965584,-0.412969372371192,0.671614049467822,0.34820897327348277,1.352174948642299
2018-04-04,BNB-USD,crypto,1d,train,UnknownOrMixed,1.32682560021492,-2.5033854105531694,2.086154508794308,1.2161244734330483,1.8757246865818034,0.25033854105531694,3.697106429052213,-0.4643889600752219,0.6688684603881766,0.2250869623898164,1.3665524442017734
2018-04-05,BNB-USD,crypto,1d,train,UnknownOrMixed,1.2937849123470304,-4.722933928720212,3.93577827393351,1.2080411149504104,2.026822989287817,0.4722933928720212,3.8126318749453523,-0.4528247193214606,0.6644226132227258,0.24321875871453802,1.335402020373151
2018-04-06,BNB-USD,crypto,1d,train,UnknownOrMixed,1.318289266113269,-8.282394006258379,6.901995005215317,1.0231388906084504,1.7710743107059854,0.828239400625838,3.4095758517078325,-0.46140124313964415,0.5627263898346477,0.21252891728471823,1.2577920868831451
2018-04-07,BNB-USD,crypto,1d,train,UnknownOrMixed,1.2935212907926523,-5.027054627808882,4.1892121898407355,1.0161585531240875,1.8636589880677512,0.5027054627808882,3.4002654495092983,-0.45273245177742827,0.5588872042182482,0.22363907856813015,1.168716228515749
2018-04-08,BNB-USD,crypto,1d,train,UnknownOrMixed,1.3359644807667008,-4.969222687454504,4.1410189062120875,1.009509646059178,1.5219605578406163,0.4969222687454504,3.6419940127521055,-0.46758756826834524,0.5552303053325479,0.18263526694087395,1.1691914522457523
2018-04-09,BNB-USD,crypto,1d,train,UnknownOrMixed,1.3672602621154875,-3.8075742521803146,3.1729785434835955,1.0041639152724147,1.2680900568348956,0.38075742521803146,3.779110693932772,-0.4785410917404206,0.5522901533998281,0.15217080682018747,1.1655720087394652
2018-04-10,BNB-USD,crypto,1d,train,UnknownOrMixed,1.3461831082753106,-2.3696098264777055,1.974674855398088,1.0004316309475827,1.367728506824184,0.23696098264777055,3.446899113879015,-0.47116408789635866,0.5502373970211705,0.16412742081890208,1.1366384282737232
2018-04-11,BNB-USD,crypto,1d,train,UnknownOrMixed,1.321741487340359,-3.214065958703378,2.678388298919482,0.9956569282797121,1.4776063849322674,0.3214065958703378,3.5556939923048905,-0.46260952056912563,0.5476113105538417,0.17731276619187208,1.1310598334822013
2018-04-12,BNB-USD,crypto,1d,train,UnknownOrMixed,1.231155638119198,-4.87953342331525,4.066277852762709,0.9889180888011412,1.9861133559693545,0.487953342331525,3.66235926687124,-0.4309044733417192,0.5439049488406277,0.23833360271632253,1.1273346163770939
2018-04-13,BNB-USD,crypto,1d,train,UnknownOrMixed,1.157805754013315,-4.520616106811048,3.7671800890092073,1.0127287266697413,2.3796932325998648,0.45206161068110484,3.285506308686819,-0.40523201390466024,0.5570007996683578,0.28556318791198376,1.1225074159342343
2018-04-14,BNB-USD,crypto,1d,train,UnknownOrMixed,1.1945121223414719,-4.737647721260083,3.948039767716736,1.005949669634066,2.0781251011021777,0.4737647721260083,2.3142899963176573,-0.41807924281951514,0.5532723182987364,0.24937501213226132,1.1204484358260742
2018-04-15,BNB-USD,crypto,1d,train,UnknownOrMixed,1.2178113832074506,-2.555813318026521,2.1298444316887672,1.001763066130152,1.8895005941025593,0.2555813318026521,1.799524047071908,-0.4262339841226077,0.5509696863715836,0.2267400712923071,1.0776711228177378
2018-04-16,BNB-USD,crypto,1d,train,UnknownOrMixed,1.324365132374056,-1.169964742029137,0.9749706183576142,0.9997612187564644,1.2059331122241355,0.1169964742029137,1.1209994403082586,-0.46352779633091956,0.5498686703160555,0.14471197346689624,1.0831792460527294
2018-04-17,BNB-USD,crypto,1d,train,Sideways,1.3796757359105833,-0.506891483704417,0.4224095697536808,0.9988750110625688,0.8535560336855893,0.050689148370441695,1.0957468062901734,-0.4828865075687041,0.5493812560844129,0.10242672404227071,1.08538643330591
2018-04-18,BNB-USD,crypto,1d,train,UnknownOrMixed,1.3161175608469555,-0.5016554053199607,0.4180461710999672,0.9979614198583912,1.239996738702435,0.05016554053199607,1.1193026060894038,-0.4606411462964344,0.5488787809221152,0.1487996086442922,1.0853040635264257
2018-04-19,BNB-USD,crypto,1d,train,UnknownOrMixed,1.306463887977361,-1.541897012015383,1.2849141766794858,0.9953994105171364,1.2752373422174612,0.1541897012015383,1.3864179144213349,-0.4572623607920763,0.5474696757844251,0.15302848106609535,1.069896152054302
2018-04-20,BNB-USD,crypto,1d,train,UnknownOrMixed,1.278519883494118,-1.3538650386831486,1.1282208655692905,0.9930827500342636,1.4256228896133836,0.13538650386831486,1.4276401907786864,-0.4474819592229413,0.546195512518845,0.171074746753606,1.0684108011102258
2018-04-21,BNB-USD,crypto,1d,train,UnknownOrMixed,1.177690505182462,-3.507382459476942,2.9228187162307853,0.9877569524355302,1.9932652387994558,0.3507382459476942,2.0853174651176447,-0.4121916768138617,0.5432663238395417,0.2391918286559347,1.050215046222655
2018-04-22,BNB-USD,crypto,1d,train,UnknownOrMixed,1.2407715994585342,-3.7258169113699413,3.104847426141618,0.9824559607514277,1.5520547580203436,0.37258169113699413,1.6607167209398201,-0.43427005981048694,0.5403507784132853,0.18624657096244124,1.0469440501872962
2018-04-23,BNB-USD,crypto,1d,train,UnknownOrMixed,1.1466959371991683,-5.302397501775815,4.41866458481318,0.9901026935752363,2.0521130410673236,0.5302397501775815,1.577776346397803,-0.4013435780197089,0.54455648146638,0.24625356492807882,1.0449148949681406
2018-04-24,BNB-USD,crypto,1d,train,UnknownOrMixed,0.9407313618543444,-5.750955877418622,4.792463231182185,1.2523134349004632,3.2046446900229215,0.5750955877418622,1.327130582965978,-0.3292559766490205,0.6887723891952549,0.38455736280275055,1.0572378256137935
2018-04-25,BNB-USD,crypto,1d,train,UnknownOrMixed,1.1886747366148909,-4.5384288545352724,3.7820240454460605,1.2445084020009762,1.6492661381135847,0.45384288545352724,0.4719550512762263,-0.41603615781521175,0.684479621100537,0.19791193657363015,1.0867916436772558
2018-04-26,BNB-USD,crypto,1d,train,UnknownOrMixed,1.0176087705286905,-5.678000983611242,4.731667486342702,1.234665623741659,2.5857227485445984,0.5678000983611242,0.44984656478163076,-0.35616306968504163,0.6790660930579124,0.31028672982535177,1.103455357236818
2018-04-27,BNB-USD,crypto,1d,train,UnknownOrMixed,1.0583447655138951,-4.470447115498055,3.7253725962483792,1.226573689838353,2.2739449641389835,0.4470447115498055,0.5372244520706386,-0.3704206679298633,0.6746155294110943,0.272873395696678,1.1004432365753392
2018-04-28,BNB-USD,crypto,1d,train,UnknownOrMixed,0.9490040744016169,-4.259139725784739,3.5492831048206166,1.2183838727111655,2.8435830221573313,0.42591397257847396,0.7257936223490429,-0.3321514260405659,0.6701111299911411,0.3412299626588797,1.0967564785512678
2018-04-29,BNB-USD,crypto,1d,train,UnknownOrMixed,0.9670684959911445,-4.4241344598376315,3.68677871653136,1.2101651537916445,2.663089598212761,0.4424134459837632,0.9201862830892391,-0.33847397359690057,0.6655908345854045,0.3195707517855313,1.0957226858832163
2018-04-30,BNB-USD,crypto,1d,train,UnknownOrMixed,1.0604787592499498,-3.61799162067469,3.014993017228908,1.203480743965127,2.0618926699347524,0.361799162067469,0.65734094366223,-0.37116756573748244,0.6619144091808199,0.2474271203921703,1.1021083032742314
2018-05-01,BNB-USD,crypto,1d,train,UnknownOrMixed,1.07903283213712,-3.8528869148662315,3.2107390957218596,1.1966327631461378,1.896002110219077,0.38528869148662315,0.6832984675448959,-0.377661491247992,0.6581480197303758,0.22752025322628922,1.1003965900764554
2018-05-02,BNB-USD,crypto,1d,train,UnknownOrMixed,1.0482894349172616,-4.101918520623711,3.4182654338530924,1.1894321304890303,2.010248205236999,0.4101918520623711,0.630411174012423,-0.36690130222104156,0.6541876717689667,0.2412297846284399,1.1004270166835555
2018-05-03,BNB-USD,crypto,1d,train,UnknownOrMixed,1.017734236191265,-4.159701492124661,3.4664179101038846,1.1821266655333431,2.1203690592724036,0.4159701492124661,0.5365755600881879,-0.35620698266694273,0.6501696660433388,0.2544442871126884,1.1005359197544031
2018-05-04,BNB-USD,crypto,1d,train,UnknownOrMixed,1.0582944834735504,-4.172889295870408,3.4774077465586735,1.1750528725672855,1.8286824899462077,0.4172889295870408,0.5551894314474182,-0.3704030692157426,0.6462790799120071,0.21944189879354492,1.100427834876874
2018-05-05,BNB-USD,crypto,1d,train,UnknownOrMixed,1.0533735477918225,-5.311293347029482,4.426077789191235,1.1668042258681706,1.7849511794744755,0.5311293347029482,-0.03676963892560314,-0.36868074172713783,0.6417423242274939,0.21419414153693705,1.0878352169256984
2018-05-06,BNB-USD,crypto,1d,train,UnknownOrMixed,1.0720798441282453,-5.431971135424822,4.526642612854019,1.1587947197192663,1.4174992279241516,0.5431971135424822,-0.38740233761205567,-0.3752279454448858,0.6373370958455965,0.1700999073508982,1.0865575344580116
2018-05-07,BNB-USD,crypto,1d,train,UnknownOrMixed,1.1028196957757967,-6.488296935734705,5.406914113112254,1.150120587556364,1.177851349601966,0.6488296935734705,-0.265549245026548,-0.3859868935215288,0.6325663231560003,0.14134216195223592,1.0719307468038828
2018-05-08,BNB-USD,crypto,1d,train,UnknownOrMixed,1.1250328078317213,-6.274372522481078,5.228643768734232,1.1418524719912484,0.9899121135918603,0.6274372522481078,-0.2591274299869929,-0.39376148274110245,0.6280188595951867,0.11878945363102322,1.0727882374358537
2018-05-09,BNB-USD,crypto,1d,train,UnknownOrMixed,0.9802059496679263,-9.109554153033598,7.591295127527999,1.076214008918025,1.6730742866604125,0.9109554153033599,-0.15803077250696085,-0.3430720823837742,0.5919177049049138,0.2007689143992495,1.0673857252206278
2018-05-10,BNB-USD,crypto,1d,train,UnknownOrMixed,1.087981081004258,-6.7042623664447465,5.586885305370623,1.0681272822080883,1.0276275564237713,0.6704262366444746,-0.20541895687857636,-0.3807933783514903,0.5874700052144486,0.12331530677085256,1.0681535550586492
2018-05-11,BNB-USD,crypto,1d,train,UnknownOrMixed,1.1935413479288746,-6.163034269197342,5.135861890997786,0.9270229983102495,0.41039382279089065,0.6163034269197343,-0.38249842396533495,-0.41773947177510606,0.5098626490706373,0.049247258734906874,1.0749793135748325
2018-05-12,BNB-USD,crypto,1d,train,UnknownOrMixed,1.1893380376927103,-2.796484551630143,2.3304037930251194,0.9235072782601338,0.34371534155503425,0.2796484551630143,-0.41997999515904383,-0.4162683131924486,0.5079290030430736,0.04124584098660411,0.9427560736609005
2018-05-13,BNB-USD,crypto,1d,train,UnknownOrMixed,1.05315483689086,-4.642696675140852,3.8689138959507097,0.9183857208493762,0.41212314175048304,0.46426966751408516,-0.40838535281786015,-0.368604192911801,0.505112146467157,0.04945477701005796,0.9089859478633687
2018-05-14,BNB-USD,crypto,1d,train,UnknownOrMixed,0.9775622967357006,-4.145056160850602,3.4542134673755016,0.9137906070320881,0.20386580029489826,0.4145056160850602,-0.3805403033004999,-0.3421468038574952,0.5025848338676485,0.02446389603538779,0.9104963477985564
2018-05-15,BNB-USD,crypto,1d,train,UnknownOrMixed,0.6392717371950158,-3.7936108050409922,3.1613423375341605,0.9096196364915571,0.035100206262571786,0.3793610805040992,-0.3576287855456919,-0.22374510801825553,0.5002908000703564,-0.004212024751508614,0.9126265833086422
2018-05-16,BNB-USD,crypto,1d,train,UnknownOrMixed,0.6935016710238837,-3.641360954330113,3.0344674619417606,0.9057053058843597,0.2728394921579058,0.3641360954330113,-0.11743534728802574,-0.24272558485835927,0.49813791823639786,-0.0327407390589487,0.913944834141413
2018-05-17,BNB-USD,crypto,1d,train,UnknownOrMixed,0.6574130079675309,-3.9244963216552797,3.2704136013794,0.895702501102391,0.17607487575695413,0.392449632165528,-0.12238088219840881,-0.23009455278863578,0.4926363756063151,-0.021128985090834496,0.9138849763236027
2018-05-18,BNB-USD,crypto,1d,train,Bull,0.1861608794274391,-6.8306882677907605,5.692240223158968,0.8647359654641004,1.4924731705092806,0.6830688267790761,0.05987223927204899,-0.06515630779960369,0.4756047810052552,0.17909678046111366,1.007579057073272
2018-05-19,BNB-USD,crypto,1d,train,Bull,0.3431684592012003,-5.550495834292379,4.62541319524365,0.7435288760618158,0.8542292555071385,0.5550495834292379,-0.046510882716496615,-0.1201089607204201,0.40894088183399874,0.10250751066085662,1.0173930087348566
2018-05-20,BNB-USD,crypto,1d,train,Bull,0.21489398487555808,-4.143257125376163,3.4527142711468026,0.7277842662399564,0.7234272269300679,0.4143257125376163,-0.12800876021101792,-0.07521289470644532,0.40028134643197605,0.08681126723160815,1.0041392075237396
2018-05-21,BNB-USD,crypto,1d,train,Bull,0.10175744895981165,-4.625333044188968,3.8544442034908073,0.7054027069887181,1.0551374820738018,0.46253330441889684,0.046487444618179774,-0.035615107135934077,0.387971488843795,0.1266164978488562,1.006716585482098
2018-05-22,BNB-USD,crypto,1d,train,Bull,0.25088429863148504,-1.864009276744456,1.5533410639537135,0.7034397828377151,0.5223037254143303,0.1864009276744456,0.06999063589793275,-0.08780950452101977,0.38689188056074336,0.06267644704971964,0.9593481625761427
2018-05-23,BNB-USD,crypto,1d,train,Sideways,0.4940577768218403,0.3536531662561715,0.29471097188014295,0.7038541726137086,0.29922964871452556,-0.03536531662561715,-0.03568949556175616,-0.1729202218876441,0.3871197949375398,-0.035907557845743066,0.9518403505147887
2018-05-24,BNB-USD,crypto,1d,train,Sideways,0.4240421135986924,-0.16991205345965543,0.1415933778830462,0.7036596734157372,0.06347369760492476,0.016991205345965543,-0.04610856773706695,-0.14841473975954234,0.3870128203786555,-0.0076168437125909705,0.9522112070055359
2018-05-25,BNB-USD,crypto,1d,train,Sideways,0.42260100889644764,-0.7848176230569459,0.6540146858807883,0.7028132626544848,0.06852898447234543,0.07848176230569459,-0.016661111905335146,-0.14791035311375667,0.3865472944599667,-0.00822347813668145,0.9443958323334644
2018-05-26,BNB-USD,crypto,1d,train,Bull,0.4691845309850765,-1.0868678705731605,0.9057232254776337,0.7016979665926946,0.23953562192819042,0.10868678705731605,-0.03473239767690239,-0.16421458584477677,0.385933881625982,-0.02874427463138285,0.940074117341514
2018-05-27,BNB-USD,crypto,1d,train,Bull,0.4978757939986703,-0.8293527264480827,0.691127272040069,0.7008395697838282,0.3465647018195064,0.08293527264480827,-0.04883426935365898,-0.1742565278995346,0.38546176338110555,-0.04158776421834076,0.9404451023594341
2018-05-28,BNB-USD,crypto,1d,train,UnknownOrMixed,0.6310380450838202,-1.6655389675389132,1.387949139615761,0.6780507956461758,0.8135373439779353,0.16655389675389132,-0.12155653123776011,-0.22086331577933704,0.3729279376053967,-0.09762448127735224,0.9111657510263395
2018-05-29,BNB-USD,crypto,1d,train,UnknownOrMixed,0.504257778112302,-2.1461007606894245,1.7884173005745205,0.579108646176998,0.40753395187764496,0.21461007606894245,-0.015104357651823497,-0.17649022233930567,0.31850975539734894,-0.048904074225317395,0.9173304527644216
2018-05-30,BNB-USD,crypto,1d,train,UnknownOrMixed,0.5044075287743266,-1.3703094233728752,1.1419245194773961,0.576590335037974,0.4231488786132119,0.13703094233728752,0.11734380676658063,-0.1765426350710143,0.3171246842708857,-0.05077786543358542,0.9078208069395108
2018-05-31,BNB-USD,crypto,1d,train,Bull,0.20134378105089556,-2.8230101780872263,2.3525084817393553,0.4781681843985236,0.5608209724797272,0.28230101780872263,0.27323456878862395,-0.07047032336781345,0.262992501419188,0.06729851669756726,0.9432925158211138
2018-06-01,BNB-USD,crypto,1d,train,Bull,0.191873613439835,-1.2836847690260123,1.069737307521677,0.4771990421322576,0.5744453632405222,0.12836847690260123,0.49653635804319474,-0.06715576470394224,0.2624594731727417,0.06893344358886266,0.9005877724788481
2018-06-02,BNB-USD,crypto,1d,train,Bull,0.10973028843771335,-0.9872239316319842,0.8226866096933202,0.4764129138311609,0.8338554242604361,0.09872239316319842,0.5208514636662203,-0.03840560095319967,0.2620271026071385,0.10006265091125233,0.8951086699170893
2018-06-03,BNB-USD,crypto,1d,train,Bull,0.13101005384714293,-1.9487464210028027,1.623955350835669,0.4750035628874217,0.7359431899817785,0.19487464210028027,0.4939978167476584,-0.04585351884650002,0.26125195958808195,0.08831318279781342,0.8752981258307988
2018-06-04,BNB-USD,crypto,1d,train,Bull,0.18807433740664356,-1.4513874668741833,1.2094895557284862,0.4739368167965825,0.5261610735734168,0.14513874668741833,0.6859802106696333,-0.06582601809232524,0.2606652492381204,0.06313932882881002,0.8760723021974324
2018-06-05,BNB-USD,crypto,1d,train,Bull,-0.0,-2.725396814529857,2.271164012108214,0.51696719179023,1.3174380612811825,0.2725396814529857,1.3265071844922014,0.0,0.28433195548462653,0.1580925673537419,0.8942817151917065
2018-06-06,BNB-USD,crypto,1d,train,Bull,-0.0,-3.8470736898070457,3.2058947415058716,0.7350858328932903,2.2742314944111146,0.38470736898070457,1.080807327720256,0.0,0.4042972080913097,0.27290777932933374,0.9173394700222823
2018-06-07,BNB-USD,crypto,1d,train,Bull,0.1630712237406708,-3.4210562145719914,2.850880178809993,0.7313565481620935,1.6180619982627173,0.34210562145719914,1.0090277917677328,-0.057074928309234774,0.40224610148915146,0.19416743979152606,0.9241270129929027
2018-06-08,BNB-USD,crypto,1d,train,Bull,0.16129867266098585,-3.711988486771398,3.0933237389761654,0.7274346187842337,1.5712095942718016,0.3711988486771398,0.8932929917613768,-0.05645453543134504,0.4000890403313285,0.18854515131261618,0.9224906329941158
2018-06-09,BNB-USD,crypto,1d,train,Bull,0.21275131223678428,-3.2626578040974996,2.718881503414583,0.7239739557640278,1.3359522920442735,0.32626578040974996,0.6405390229877566,-0.0744629592828745,0.39818567567021534,0.16031427504531282,0.9238856329358913
2018-06-10,BNB-USD,crypto,1d,train,UnknownOrMixed,0.5074523055399696,-1.5970210747298164,1.3308508956081804,0.722264845927096,0.23808781206756485,0.15970210747298164,0.5324380140595295,-0.17760830693898932,0.39724566525990285,0.02857053744810778,0.9545844914768531
2018-06-11,BNB-USD,crypto,1d,train,Bull,0.3087817156901058,-1.8768575112314867,1.564047926026239,0.720148994112029,0.9355842113225858,0.18768575112314867,0.7672209830232168,-0.10807360049153703,0.396081946761616,0.11227010535871029,0.9622557047424938
2018-06-12,BNB-USD,crypto,1d,train,Bull,0.334839322431133,-1.248005194174251,1.0400043284785425,0.7186858894589462,0.8221684754184407,0.1248005194174251,0.6332796539202097,-0.11719376285089655,0.3952772392024204,0.09866021705021288,0.958988637149998
2018-06-13,BNB-USD,crypto,1d,train,Bull,0.4403784671442728,-1.0152969233339282,0.8460807694449402,0.7175255545775828,0.42491736462850394,0.10152969233339282,0.6233956560117546,-0.15413246350049548,0.3946390550176706,0.05099008375542047,0.9621618602953076
2018-06-14,BNB-USD,crypto,1d,train,Bull,0.3896547536541844,-1.406331518897339,1.1719429324144492,0.7159468871515982,0.5890639883791386,0.1406331518897339,0.43215769194796905,-0.13637916377896453,0.393770787933379,0.07068767860549663,0.9621354380364424
2018-06-15,BNB-USD,crypto,1d,train,Bull,0.36434250306235055,-2.3244065720579044,1.9370054767149203,0.7135208539887182,0.6500483979250479,0.23244065720579044,0.37663186876318977,-0.1275198760718227,0.39243646969379503,0.07800580775100574,0.9514028141293196
2018-06-16,BNB-USD,crypto,1d,train,Bull,0.23826214542283938,-3.4324610995283233,2.8603842496069363,0.6939056155852141,1.0591051343838052,0.34324610995283233,0.41133411131825026,-0.08339175089799378,0.3816480885718678,0.1270926161260566,0.9519165106909433
2018-06-17,BNB-USD,crypto,1d,train,Bull,0.11077369974649841,-3.5053811356801945,2.921150946400162,0.6903756908829427,1.466228180656624,0.35053811356801945,0.4182885880442213,-0.03877079491127444,0.37970662998561855,0.17594738167879487,0.952910741780427
2018-06-18,BNB-USD,crypto,1d,train,Bull,0.060928046764510455,-3.6648961138424285,3.0540800948686906,0.6867005752941469,1.5909734825228914,0.36648961138424285,0.5771882362585856,-0.02132481636757866,0.3776853164117808,0.19091681790274695,0.953196551506678
2018-06-19,BNB-USD,crypto,1d,train,Bull,0.09076251434885632,-3.2797888799627906,2.7331573999689924,0.6833862700524175,1.437697381241158,0.32797888799627906,0.5077693068530278,-0.03176688002209971,0.37586244852882966,0.17252368574893895,0.9535854492474087
2018-06-20,BNB-USD,crypto,1d,train,Bull,0.1964011873311763,-2.005844769586327,1.6715373079886058,0.6812469765127349,1.035155389581636,0.20058447695863268,0.6216753705191334,-0.0687404155659117,0.3746858370820042,0.12421864674979632,0.9502742211582853
2018-06-21,BNB-USD,crypto,1d,train,Bull,0.032170064301107235,-3.244356124123793,2.703630103436494,0.6779432650315621,1.5651774271187822,0.3244356124123793,0.8178960726870439,-0.011259522505387531,0.3728687957673592,0.18782129125425384,0.9531674131707049
2018-06-22,BNB-USD,crypto,1d,train,Bull,0.273927863711486,-1.4448116816473644,1.2040097347061371,0.6763974742642171,0.6974364121566675,0.14448116816473644,0.7513305768553531,-0.0958747522990201,0.37201861084531945,0.0836923694588001,0.9652715730478546
