branch_path,main_regime,sub_regime,sub_sub_regime_or_profit_factor,profit_factor,branch_id,provider,provider_label,symbol,direction,unit_label,status,trade_count,win_rate_pct,total_profit_pct,sharpe,material_path,strategy_path,rank_artifact,evidence_layer,failure_reason,pre_bayes_filter_state,bbn_posterior,catboost_path_ranker_label,execution_tree_decision,outcome,quality_weight,allowed_feedback_targets,pre_bayes_filter_allowed,bbn_learning_allowed,catboost_learning_allowed,execution_tree_branch_weight_update_allowed,promotion_allowed,trade_usable
TrendExpansion -> PullbackContinuation -> fair_value_gap_retest -> fvg_retest_continuation_long_v1,TrendExpansion,PullbackContinuation,fair_value_gap_retest,fvg_retest_continuation_long_v1,fvg_retest_continuation_long_v1,TradingViewRemix/TVR,TradingViewRemix/TVR BTC-USD 1h,BTC,long,OB/FVG fvg_retest_continuation_long_v1 - TradingViewRemix/TVR BTC-USD 1h,completed,0,0.0,0.0,0.0,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-fvg_retest_continuation_long_v1-tradingviewremix-tvr-1h-v1.material.json,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ObFvgRetestContinuationLongV1.py,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,provider_density_negative_sample,zero_trade_rank_row,,,,,,0_for_bbn_catboost_execution_tree_learning,"branch_nursery,provider_density_weighting,aq_rank_join_contract,branch_field_preservation",false,false,false,false,false,false
TrendExpansion -> PullbackContinuation -> fair_value_gap_retest -> fvg_retest_continuation_long_v1,TrendExpansion,PullbackContinuation,fair_value_gap_retest,fvg_retest_continuation_long_v1,fvg_retest_continuation_long_v1,yfinance/YF,yfinance/YF SPY 1h,SPY,long,OB/FVG fvg_retest_continuation_long_v1 - yfinance/YF SPY 1h,completed,69,26.087,-12.59,-0.5693,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-fvg_retest_continuation_long_v1-yfinance-yf-1h-v1.material.json,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ObFvgRetestContinuationLongV1.py,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,branch_nursery_profitability_observation,nursery_only_cross_provider_density_not_promotional,,,,,,0_for_bbn_catboost_execution_tree_learning,"branch_nursery,provider_density_weighting,aq_rank_join_contract,branch_field_preservation",false,false,false,false,false,false
TrendExpansion -> PullbackContinuation -> fvg_plus_order_block_confluence -> ob_fvg_confluence_continuation_long_v1,TrendExpansion,PullbackContinuation,fvg_plus_order_block_confluence,ob_fvg_confluence_continuation_long_v1,ob_fvg_confluence_continuation_long_v1,Binance,Binance BTCUSDT 1h,BTC,long,OB/FVG ob_fvg_confluence_continuation_long_v1 - Binance BTCUSDT 1h,completed,0,0.0,0.0,0.0,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-ob_fvg_confluence_continuation_long_v1-binance-1h-v1.material.json,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ObFvgConfluenceContinuationLongV1.py,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,provider_density_negative_sample,zero_trade_rank_row,,,,,,0_for_bbn_catboost_execution_tree_learning,"branch_nursery,provider_density_weighting,aq_rank_join_contract,branch_field_preservation",false,false,false,false,false,false
TrendExpansion -> PullbackContinuation -> fvg_plus_order_block_confluence -> ob_fvg_confluence_continuation_long_v1,TrendExpansion,PullbackContinuation,fvg_plus_order_block_confluence,ob_fvg_confluence_continuation_long_v1,ob_fvg_confluence_continuation_long_v1,Bybit,Bybit BTCUSDT 1h,BTC,long,OB/FVG ob_fvg_confluence_continuation_long_v1 - Bybit BTCUSDT 1h,completed,0,0.0,0.0,0.0,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-ob_fvg_confluence_continuation_long_v1-bybit-1h-v1.material.json,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ObFvgConfluenceContinuationLongV1.py,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,provider_density_negative_sample,zero_trade_rank_row,,,,,,0_for_bbn_catboost_execution_tree_learning,"branch_nursery,provider_density_weighting,aq_rank_join_contract,branch_field_preservation",false,false,false,false,false,false
TrendExpansion -> PullbackContinuation -> fvg_plus_order_block_confluence -> ob_fvg_confluence_continuation_long_v1,TrendExpansion,PullbackContinuation,fvg_plus_order_block_confluence,ob_fvg_confluence_continuation_long_v1,ob_fvg_confluence_continuation_long_v1,IBKR,IBKR SPY 1h,SPY,long,OB/FVG ob_fvg_confluence_continuation_long_v1 - IBKR SPY 1h,completed,81,24.6914,-4.93,-1.3032,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-ob_fvg_confluence_continuation_long_v1-ibkr-1h-v1.material.json,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ObFvgConfluenceContinuationLongV1.py,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,branch_nursery_profitability_observation,nursery_only_cross_provider_density_not_promotional,,,,,,0_for_bbn_catboost_execution_tree_learning,"branch_nursery,provider_density_weighting,aq_rank_join_contract,branch_field_preservation",false,false,false,false,false,false
TrendExpansion -> PullbackContinuation -> fvg_plus_order_block_confluence -> ob_fvg_confluence_continuation_long_v1,TrendExpansion,PullbackContinuation,fvg_plus_order_block_confluence,ob_fvg_confluence_continuation_long_v1,ob_fvg_confluence_continuation_long_v1,Kraken,Kraken XBTUSD 1h,BTC,long,OB/FVG ob_fvg_confluence_continuation_long_v1 - Kraken XBTUSD 1h,completed,0,0.0,0.0,0.0,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-ob_fvg_confluence_continuation_long_v1-kraken-1h-v1.material.json,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ObFvgConfluenceContinuationLongV1.py,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,provider_density_negative_sample,zero_trade_rank_row,,,,,,0_for_bbn_catboost_execution_tree_learning,"branch_nursery,provider_density_weighting,aq_rank_join_contract,branch_field_preservation",false,false,false,false,false,false
TrendExpansion -> PullbackContinuation -> fvg_plus_order_block_confluence -> ob_fvg_confluence_continuation_long_v1,TrendExpansion,PullbackContinuation,fvg_plus_order_block_confluence,ob_fvg_confluence_continuation_long_v1,ob_fvg_confluence_continuation_long_v1,TradingViewRemix/TVR,TradingViewRemix/TVR BTC-USD 1h,BTC,long,OB/FVG ob_fvg_confluence_continuation_long_v1 - TradingViewRemix/TVR BTC-USD 1h,completed,0,0.0,0.0,0.0,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-ob_fvg_confluence_continuation_long_v1-tradingviewremix-tvr-1h-v1.material.json,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ObFvgConfluenceContinuationLongV1.py,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,provider_density_negative_sample,zero_trade_rank_row,,,,,,0_for_bbn_catboost_execution_tree_learning,"branch_nursery,provider_density_weighting,aq_rank_join_contract,branch_field_preservation",false,false,false,false,false,false
TrendExpansion -> PullbackContinuation -> fvg_plus_order_block_confluence -> ob_fvg_confluence_continuation_long_v1,TrendExpansion,PullbackContinuation,fvg_plus_order_block_confluence,ob_fvg_confluence_continuation_long_v1,ob_fvg_confluence_continuation_long_v1,yfinance/YF,yfinance/YF SPY 1h,SPY,long,OB/FVG ob_fvg_confluence_continuation_long_v1 - yfinance/YF SPY 1h,completed,41,31.7073,-1.86,-0.1012,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-ob_fvg_confluence_continuation_long_v1-yfinance-yf-1h-v1.material.json,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ObFvgConfluenceContinuationLongV1.py,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,branch_nursery_profitability_observation,nursery_only_cross_provider_density_not_promotional,,,,,,0_for_bbn_catboost_execution_tree_learning,"branch_nursery,provider_density_weighting,aq_rank_join_contract,branch_field_preservation",false,false,false,false,false,false
Transition -> RiskSuppression -> failed_mitigation_guard -> ob_fvg_failed_mitigation_guard_v1,Transition,RiskSuppression,failed_mitigation_guard,ob_fvg_failed_mitigation_guard_v1,ob_fvg_failed_mitigation_guard_v1,Binance,Binance BTCUSDT 1h,BTC,long,OB/FVG ob_fvg_failed_mitigation_guard_v1 - Binance BTCUSDT 1h,completed,0,0.0,0.0,0.0,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-ob_fvg_failed_mitigation_guard_v1-binance-1h-v1.material.json,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ObFvgFailedMitigationGuardV1.py,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,provider_density_negative_sample,zero_trade_rank_row,,,,,,0_for_bbn_catboost_execution_tree_learning,"branch_nursery,provider_density_weighting,aq_rank_join_contract,branch_field_preservation",false,false,false,false,false,false
Transition -> RiskSuppression -> failed_mitigation_guard -> ob_fvg_failed_mitigation_guard_v1,Transition,RiskSuppression,failed_mitigation_guard,ob_fvg_failed_mitigation_guard_v1,ob_fvg_failed_mitigation_guard_v1,Bybit,Bybit BTCUSDT 1h,BTC,long,OB/FVG ob_fvg_failed_mitigation_guard_v1 - Bybit BTCUSDT 1h,completed,0,0.0,0.0,0.0,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-ob_fvg_failed_mitigation_guard_v1-bybit-1h-v1.material.json,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ObFvgFailedMitigationGuardV1.py,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,provider_density_negative_sample,zero_trade_rank_row,,,,,,0_for_bbn_catboost_execution_tree_learning,"branch_nursery,provider_density_weighting,aq_rank_join_contract,branch_field_preservation",false,false,false,false,false,false
Transition -> RiskSuppression -> failed_mitigation_guard -> ob_fvg_failed_mitigation_guard_v1,Transition,RiskSuppression,failed_mitigation_guard,ob_fvg_failed_mitigation_guard_v1,ob_fvg_failed_mitigation_guard_v1,IBKR,IBKR SPY 1h,SPY,long,OB/FVG ob_fvg_failed_mitigation_guard_v1 - IBKR SPY 1h,completed,7,28.5714,0.33,0.5197,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ob-fvg-ob_fvg_failed_mitigation_guard_v1-ibkr-1h-v1.material.json,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/agent-material/ObFvgFailedMitigationGuardV1.py,docs/experiments/actionable-regime-confidence/runs/20260512T192258+0800-codex-ob-fvg-branch-keyed-material-preflight-v1/state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,branch_nursery_profitability_observation,nursery_only_cross_provider_density_not_promotional,,,,,,0_for_bbn_catboost_execution_tree_learning,"branch_nursery,provider_density_weighting,aq_rank_join_contract,branch_field_preservation",false,false,false,false,false,false
