path,reason
/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T032157-codex-board-b-nq-cost-crisis-repair-v3/downstream-combined-v1/user-selected-historical-data-gate-v2/user_selected_historical_data_gate_v2.md,user_selected_name_in_prior_artifact_not_current_explicit_selection
/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T032157-codex-board-b-nq-cost-crisis-repair-v3/downstream-combined-v1/user-selected-historical-data-gate-v1/user_selected_historical_data_gate_v1.md,user_selected_name_in_prior_artifact_not_current_explicit_selection
/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T000748-codex-board-b-agent-selected-historical-factor-research-v1/checks/agent_selected_historical_factor_research_v1_assertions.out,agent_side_hint_only
/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T000748-codex-board-b-agent-selected-historical-factor-research-v1/factor-research/agent_selected_historical_factor_research_v1.json,agent_side_hint_only
/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T000748-codex-board-b-agent-selected-historical-factor-research-v1/factor-research/agent_selected_historical_factor_research_v1.md,agent_side_hint_only
/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T004738-codex-board-b-220646-explicit-historical-rerun-v1/explicit-historical-rerun-v1/logs/00_selected_historical_paths.out,agent_side_hint_only
/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T004738-codex-board-b-220646-explicit-historical-rerun-v1/explicit-historical-rerun-v1/logs/00_selected_historical_paths.exit,agent_side_hint_only
/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T000604-codex-board-b-user-selected-historical-path-probe-v1/checks/user_selected_historical_path_probe_v1_assertions.out,user_selected_name_in_prior_artifact_not_current_explicit_selection
/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T000604-codex-board-b-user-selected-historical-path-probe-v1/user-selected-historical-path-probe/user_selected_historical_path_probe_v1.md,user_selected_name_in_prior_artifact_not_current_explicit_selection
/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T035139-codex-board-b-032157-agent-selected-ltf-factor-research-v1/state_agent_selected_ltf_v1,agent_side_hint_only
/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T035139-codex-board-b-032157-agent-selected-ltf-factor-research-v1/state_agent_selected_ltf_synth_v1,agent_side_hint_only
/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T043449+0800-codex-board-b-agent-selected-mtf-after-cli-fix-v1/agent_selected_mtf_after_cli_fix_assertions_v1.json,agent_side_hint_only
/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T043449+0800-codex-board-b-agent-selected-mtf-after-cli-fix-v1/agent_selected_mtf_after_cli_fix_readback_v1.md,agent_side_hint_only
/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T000748-codex-board-b-agent-selected-historical-factor-research-v1/agent_selected_recorded_mtf_nonzero_replay_correction_v1.md,agent_side_hint_only
/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T000748-codex-board-b-agent-selected-historical-factor-research-v1/agent_selected_recorded_mtf_nonzero_replay_correction_v1_assertions.out,agent_side_hint_only
/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T041143+0800-codex-board-b-032157-agent-selected-mtf-factor-research-v1/agent_selected_mtf_factor_research_readback_v1.md,agent_side_hint_only
/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T041143+0800-codex-board-b-032157-agent-selected-mtf-factor-research-v1/state_agent_selected_mtf_v1,agent_side_hint_only
/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T041143+0800-codex-board-b-032157-agent-selected-mtf-factor-research-v1/mtf-tomac-run-failure-closeout-v1/agent_selected_mtf_tomac_run_failure_closeout_v1.md,agent_side_hint_only
/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T000748-codex-board-b-agent-selected-historical-factor-research-v1/downstream-chain/agent_selected_recorded_mtf_path_scores_v1.csv,agent_side_hint_only
/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T000748-codex-board-b-agent-selected-historical-factor-research-v1/downstream-output/factor_research_agent_selected_mtf_downstream.exit,agent_side_hint_only
/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T000748-codex-board-b-agent-selected-historical-factor-research-v1/downstream-output/factor_research_agent_selected_mtf_downstream.err,agent_side_hint_only
/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T000748-codex-board-b-agent-selected-historical-factor-research-v1/downstream-output/factor_research_agent_selected_mtf_downstream.out,agent_side_hint_only
/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T000748-codex-board-b-agent-selected-historical-factor-research-v1/downstream-output/factor_research_agent_selected_mtf_downstream.cmd,agent_side_hint_only
/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T000748-codex-board-b-agent-selected-historical-factor-research-v1/autoquant/agent_selected_recorded_mtf_strategy_library_v1.json,agent_side_hint_only
/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T000748-codex-board-b-agent-selected-historical-factor-research-v1/factor-research/agent_selected_mtf_candles.csv,agent_side_hint_only
