root_label,split,time,instrument,timeframe,regime_label,log_return,price_norm,volume_norm,volatility,momentum_3,momentum_10,macd_norm,atr_norm,bb_pos,is_opening,is_closing,is_session_1,is_session_2,hour_sin,hour_cos,dow_sin,dow_cos
UnknownOrMixed,train,2009-02-23T06:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,1,0.018349140055045215,1.0551558762383648,0.37430250773492135,0.022470624144312546,0.0,0.05769230702587391,0.01895633341415714,0.04320821108098438,0.8036153412860512,0,0,0,0,1.0,6.123233995736766e-17,0.0,1.0
UnknownOrMixed,train,2009-02-24T02:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,2,-0.018349140055045222,1.034843205076416,0.6491826804931614,0.022960407317757246,0.0,-0.01818181954345144,0.017726637484369763,0.041778977162081225,0.6443375602458027,0,0,0,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
UnknownOrMixed,train,2009-02-24T06:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,2,-0.01869213445133537,1.015211265713748,0.2318744119158232,0.0234171513844669,-0.018518519931049804,-0.0363636390869031,0.015069859315263145,0.04039316176290743,0.4927191171920724,0,0,0,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
UnknownOrMixed,train,2009-02-25T02:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,2,0.018692134451335423,1.033351557802978,0.19477893281398062,0.023222060570106392,-0.01818181954345144,0.0,0.014292992928899911,0.04027927127036318,0.6203858473714147,0,0,0,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
UnknownOrMixed,train,2009-02-25T06:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,2,0.0,1.032395113766525,0.5513256406522067,0.022896900882730956,0.0,-0.01818181954345144,0.013529312826276046,0.04020370040893712,0.6063049243677119,0,0,0,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
UnknownOrMixed,train,2009-02-26T02:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,2,0.0,1.0314919975338395,0.7387185657205253,0.02077181195706007,0.018867925994639156,0.0,0.012749975228241735,0.03471295254417046,0.5852492870731996,0,0,0,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
UnknownOrMixed,train,2009-02-26T06:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,2,0.0,1.0306378700269667,0.08760680821114965,0.02077181195706007,0.0,0.0,0.011988891696400605,0.03458366780324161,0.5610341282175714,0,0,0,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
UnknownOrMixed,train,2009-02-27T02:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,2,0.0,1.0298288504764301,2.037676770335362,0.019035374526794314,0.0,-0.01818181954345144,0.011272188679799245,0.034519385896225545,0.5428746407108117,0,0,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
UnknownOrMixed,train,2009-02-27T06:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,2,0.018349140055045215,1.047619048658123,0.281414163702358,0.018680612085182336,0.018518519931049582,0.018518519931049582,0.012037673160028814,0.03306878489435352,0.7500000091710841,0,0,0,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
UnknownOrMixed,train,2009-03-02T06:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,4,0.0,0.9909255913680306,0.6303113024347645,0.02257662473468375,-0.037037035094806714,-0.054545453949739975,0.004920115905019208,0.03700277698973694,0.0,0,0,0,0,1.0,6.123233995736766e-17,0.0,1.0
SidewaysConsolidation,train,2009-02-16T06:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,3,0.01941808731317503,1.0186999126009477,2.136303739979458,0.02087671724737083,0.0,0.0,,0.03770423195157628,0.7336011364606424,0,0,0,0,1.0,6.123233995736766e-17,0.0,1.0
SidewaysConsolidation,train,2009-03-02T02:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,3,-0.05608946602096085,0.9907063212706286,1.1842156514360092,0.022990369508901737,-0.037037035094806714,-0.037037035094806714,0.008093663165038978,0.03700277698973695,0.0,0,0,0,0,0.49999999999999994,0.8660254037844387,0.0,1.0
SidewaysConsolidation,train,2009-04-14T06:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,3,0.030771660982682685,1.1866235184132046,3.1311550834278856,0.026318641378456558,0.08196721512109106,0.10000000343245063,0.035060780467443674,0.04144319780577853,1.0,0,0,0,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
SidewaysConsolidation,train,2009-04-22T02:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,3,0.04255961395243038,1.2182741123251952,2.562918590195784,0.030473982571266534,0.09090908984531487,0.043478260382922906,0.047552684157474816,0.06860683831144039,0.9212604368491132,0,0,0,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
SidewaysConsolidation,train,2009-05-25T02:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,3,0.04445176307959632,1.2728278915664346,5.659858360511489,0.048619336284455056,0.19480519641171368,0.21052631454152593,0.04311746906292157,0.07073954950340887,1.0,0,0,0,0,0.49999999999999994,0.8660254037844387,0.0,1.0
SidewaysConsolidation,train,2009-05-25T06:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,3,-0.02197890553731574,1.2366034639535446,1.061894244881633,0.049214166190494804,0.18421052649406788,0.16883117178369011,0.04957358833017902,0.06543075201254955,1.0,0,0,0,0,1.0,6.123233995736766e-17,0.0,1.0
SidewaysConsolidation,train,2009-06-02T02:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,3,0.03390155424015625,1.175548590617128,1.7193949071625803,0.04184682897845072,0.09756097668175889,0.02272727445590883,0.035872061786108494,0.05141828768287774,0.8180253269427624,0,0,0,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
SidewaysConsolidation,train,2009-06-02T06:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,3,-0.011173301433740585,1.155244029361208,0.3923464709930273,0.04194761657077485,0.03488372054735378,0.059523811019669415,0.03655663928660676,0.04246645164656324,0.7501041888837598,0,0,0,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
SidewaysConsolidation,train,2009-06-03T02:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,3,0.011173301433740608,1.1606912573572812,0.5268875980169468,0.041751194686570986,0.03448276127359473,0.04651162839427703,0.037562913855995875,0.04043126686068091,0.7774132435314901,0,0,0,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
SidewaysConsolidation,train,2009-06-03T06:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,3,0.0,1.1535503729209444,0.41269246871651366,0.04158112220498923,0.0,0.05882353083700398,0.03789156287844946,0.04098360663150283,0.7531296389759897,0,0,0,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
SidewaysConsolidation,train,2009-06-04T02:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,3,-0.011173301433740585,1.134335967591875,0.17538803274605635,0.041538974680571425,0.0,0.07228915580439188,0.036731835850358566,0.04069767448908919,0.6797987377393128,0,0,0,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
SidewaysConsolidation,train,2009-06-04T06:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,3,-0.011299556108540004,1.1153358674911873,0.6285185456249064,0.04171910482884193,-0.022222223874883817,0.06024096213645591,0.03446375074380449,0.037963192304168,0.5995958001721408,0,0,0,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
SidewaysConsolidation,train,2009-06-18T06:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,3,-0.022728252806415526,1.008344922046215,0.4219079076067331,0.02112234311887423,-0.03333333581232567,-0.06451613108601384,0.007113618976634481,0.0329127813974729,0.022830863351592234,0,0,0,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
SidewaysConsolidation,train,2009-06-25T02:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,3,0.023810647416584042,0.968109339170643,0.11224980029247782,0.01922365899805767,0.06249999818991858,-0.04494382071222158,-0.017294126543831636,0.030118029878628175,0.3199959523879593,0,0,0,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
SidewaysConsolidation,train,2009-06-29T02:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,3,-0.023256860945851575,0.9654702405903959,0.09523323186842818,0.020608875774057234,-0.0229885045567203,-0.0229885045567203,-0.010617607016079137,0.02972749742367925,0.37465132334194007,0,0,0,0,0.49999999999999994,0.8660254037844387,0.0,1.0
SidewaysConsolidation,train,2009-07-02T06:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,3,0.0,0.9872900576989265,0.21393203147298415,0.020043293503682422,0.0,0.0,-0.003509879979046169,0.02175914230523892,0.6982920946283343,0,0,0,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
SidewaysConsolidation,train,2009-07-03T06:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,3,0.011696040643607958,0.9750566900836736,0.10354345610202134,0.020715588612907253,-0.011494250798855465,-0.011494250798855465,-0.003962116632114063,0.02348796182264002,0.6086178955259812,0,0,0,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
SidewaysConsolidation,train,2009-07-14T06:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,3,0.08004270790928172,1.045977010834428,2.6028334561463775,0.023872962159476683,0.08333333358872408,0.12345679000574594,-0.0003779118543501042,0.030234316083586038,1.0,0,0,0,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
SidewaysConsolidation,train,2009-08-03T02:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,3,0.010929071362423591,1.0562571758413661,0.4504201043900119,0.014712438159412202,-0.010752688975686597,0.0454545459864335,0.01713840669818175,0.02887623337382398,0.792725574606641,0,0,0,0,0.49999999999999994,0.8660254037844387,0.0,1.0
SidewaysConsolidation,train,2009-08-04T02:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,3,0.010929071362423591,1.0538373426815657,1.376201925724398,0.01493513105241686,0.010989011828367756,0.022222221014507992,0.015887396104388052,0.027917364863446266,0.7490681256240754,0,0,0,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
BullExpansion,train,2009-03-27T06:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,6,-0.017699573873413515,1.0451661089227442,0.8597671972598732,0.018189740541086023,0.0,0.037037039862099386,0.018589150525927786,0.03541912664359623,0.7296359450337919,0,0,0,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
BullExpansion,train,2009-03-30T02:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,6,-0.018018506839996742,1.0261194037108814,0.2291428268601525,0.01812613279657903,-0.017857144170580597,0.018518519931049582,0.01639245923169235,0.03270539030252847,0.5627455862484901,0,0,0,0,0.49999999999999994,0.8660254037844387,0.0,1.0
BullExpansion,train,2009-03-30T06:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,6,-0.018349140055045222,1.007462685882576,0.5116788860070384,0.01829044339081157,-0.05263157847195976,0.0,0.013051628291289238,0.03136844892160094,0.395702531703542,0,0,0,0,1.0,6.123233995736766e-17,0.0,1.0
BullExpansion,train,2009-03-31T02:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,6,0.0,1.007838745144268,0.6818295212898585,0.017680922894401582,-0.03571428834116119,-0.01818181954345144,0.010278374327145375,0.030006523413624368,0.3702258953990228,0,0,0,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
BullExpansion,train,2009-03-31T06:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,6,0.018349140055045215,1.0261194037108816,0.8095384131790144,0.01764586846483823,0.0,-0.035087717475845714,0.00944691125585107,0.031254069890523074,0.5270105962962666,0,0,0,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
BullExpansion,train,2009-04-01T02:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,6,0.0,1.0257366661199625,0.8605054471395354,0.016959122051878894,0.018518519931049582,-0.035087717475845714,0.008678770463892893,0.028571428725220192,0.5000000076195261,0,0,0,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
BullExpansion,train,2009-04-03T02:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,6,-0.016529303217278423,1.1111111093101338,10.80035965449527,0.021937959631576496,0.05263157847195976,0.05263157847195976,0.022778056823005273,0.029336733957121056,1.0,0,0,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
BullExpansion,train,2009-04-06T02:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,6,-0.016807115262081878,1.0881593523290118,0.42123273800826894,0.02246593114481644,-0.03278688351630077,0.07272727349319141,0.025501471301974207,0.03031451211229887,0.804447690250278,0,0,0,0,0.49999999999999994,0.8660254037844387,0.0,1.0
BullExpansion,train,2009-04-06T06:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,6,0.0,1.0861561134142363,0.7179428752199154,0.02246593114481644,-0.016666663663272296,0.09259259488795557,0.025366655914680764,0.030181085883044478,0.7763854115223718,0,0,0,0,1.0,6.123233995736766e-17,0.0,1.0
BullExpansion,train,2009-04-07T06:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,6,0.0,1.0825688087539163,0.6251197688900346,0.0209130925409781,0.0,0.07272727349319141,0.02440506676518939,0.030022516571835772,0.732052694454093,0,0,0,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
BullExpansion,train,2009-04-08T02:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,6,-0.0170944346381939,1.0618820945243899,0.5168298853231127,0.021332397200981422,-0.0169491537995905,0.054545453949739864,0.022300474830234084,0.031246094014710925,0.6033515802913425,0,0,0,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
BullExpansion,train,2009-04-27T02:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,6,-0.015037874628360436,1.0826771669587363,0.192657820991981,0.03354588145504312,-0.0571428542007566,0.03125000238830178,0.030860673614425762,0.06691449829129434,0.3887294335141243,0,0,0,0,0.49999999999999994,0.8660254037844387,0.0,1.0
BullExpansion,train,2009-04-29T02:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,6,0.01503787462836032,1.082740787219373,1.0004269779357984,0.02807817639632763,0.030769229124091746,-0.06944444608320122,0.017590941184515912,0.05824420210515628,0.44992575184184724,0,0,0,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
BullExpansion,train,2009-04-29T06:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,6,-0.015037874628360436,1.0624597567959693,1.2470846485301583,0.027974185866581867,0.01538461654230594,-0.0571428542007566,0.015471830105587657,0.05735528408245766,0.35717783852262547,0,0,0,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
BullExpansion,train,2009-05-07T06:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,6,0.0,1.1124657134321487,1.0009473066705554,0.015143906076106597,0.028169016229363075,0.07352941354625453,0.027199252784806036,0.040578503649661424,0.9429560802797223,0,0,0,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
BullExpansion,train,2009-05-08T02:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,6,-0.013793323160895574,1.0915706494816457,0.3493280206370788,0.013826165102919655,0.014084508114681427,0.043478260382922906,0.02682975401263578,0.04046062854696589,0.8082315758116423,0,0,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
BullExpansion,train,2009-05-08T06:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,6,0.013793323160895581,1.1013880523758568,0.7732133542618123,0.013374012031830022,0.0,0.05797101508753877,0.02733593617209282,0.03925214340765118,0.8605223020503608,0,0,0,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
BullExpansion,train,2009-05-18T02:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,6,-0.0671393010266766,1.0268111813166445,0.4442688839864148,0.03516918548594375,-0.052631579482203206,-0.08860759506045535,0.026800020194611706,0.07483450033699073,0.3086638089520961,0,0,0,0,0.49999999999999994,0.8660254037844387,0.0,1.0
BullExpansion,train,2009-05-18T06:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,6,0.02739897273859989,1.0511363625995978,0.35354699035052506,0.0355439708936199,-0.02631579143474494,-0.013333334340185465,0.0233069201234064,0.07659900407284927,0.4516882463465321,0,0,0,0,1.0,6.123233995736766e-17,0.0,1.0
BullExpansion,train,2009-05-19T02:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,6,0.026668249096223853,1.0758776907590386,0.5430338694543214,0.03596004513850348,-0.012987010642363739,0.013333334340185576,0.02241033454314915,0.07825174157642562,0.5956872606193871,0,0,0,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
BearExpansion,train,2009-06-09T06:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,0,0.02222313560863265,1.1168384869302084,0.43099574549745295,0.022577238395881518,-0.010869566038600342,0.02247190890985329,0.030166944293601665,0.04393101199980086,0.7734343641638629,0,0,0,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
BearExpansion,train,2009-06-10T02:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,0,0.053488686247585036,1.1710173216993087,4.914156262592902,0.024823152660572924,0.07865168552325907,0.06666666590389991,0.03383968372901679,0.045300113332355216,1.0,0,0,0,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
BearExpansion,train,2009-06-10T06:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,0,-0.01047130065766238,1.1517943738549297,0.5923838940607357,0.024779971511454366,0.06741572962207498,0.05555555396645784,0.03536172523484801,0.04665379706421268,0.9305555538441997,0,0,0,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
BearExpansion,train,2009-10-15T02:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,0,0.022728252806415678,0.992860330646082,2.3624556845490594,0.009770845833845342,0.011363637227954415,0.022988507515729895,-0.007180041449445124,0.013783039801809798,0.7708681688454057,0,0,0,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
BearExpansion,train,2009-10-20T06:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,0,0.09633110796442208,1.0920436812594632,22.502055375828043,0.02420505537043645,0.11363636350339168,0.11363636350339168,0.006986940892205879,0.020177563461956125,1.0,0,0,0,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
BearExpansion,train,2009-10-21T02:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,0,-0.052367984076771276,1.035865449869574,39.72126944703912,0.02737801794513791,0.033333332951949846,0.06896551958817998,0.009227581675126615,0.024963763142275112,0.9245994786074972,0,0,0,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
BearExpansion,train,2010-04-21T02:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,0,0.01626052209700716,1.2660812752006687,1.7105253065423336,0.03308029441999214,0.06896551800664019,0.0,0.05666347373386332,0.05093167686346415,0.9395738775114536,0,0,0,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
BearExpansion,train,2010-04-21T06:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,0,-0.0162605220970073,1.2353179418998366,1.1523827961777704,0.02967017599223697,0.03389830549149275,0.0,0.055632599243375734,0.051903113969441486,0.8076923043334253,0,0,0,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
BearExpansion,train,2010-04-22T02:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,0,-0.016529301071996676,1.2057877818287408,0.6104514790814206,0.02959692911797788,-0.016393441758150273,0.0,0.05276734669675506,0.0516351116568199,0.6909186212719701,0,0,0,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
BearExpansion,train,2010-04-22T06:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,0,0.0,1.1971268958915862,0.4609095902265822,0.02868891366844359,-0.03225806485098037,0.034482759003320096,0.049974186149604395,0.05023278592670981,0.6719365979619266,0,0,0,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
BearExpansion,train,2010-04-23T02:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,0,-0.016807119589006006,1.1690112928247511,0.49208817596961035,0.0286424448379433,-0.03278688562641385,0.05357142803784454,0.045832597404736816,0.04639804628494242,0.5530595392980081,0,0,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
BearExpansion,train,2010-04-23T06:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,0,0.0,1.1616459923352616,0.5024339264217597,0.02844477661893395,-0.016666667918081024,0.017241378392031548,0.0420913858243351,0.04506150265847828,0.538270220817871,0,0,0,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
BearExpansion,train,2010-04-26T02:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,0,-0.017094432456551463,1.1350293542784198,0.28592888882814227,0.028410236388198014,-0.03333333369088032,0.017543858698305437,0.037316824283859754,0.04251700657376297,0.406341419441524,0,0,0,0,0.49999999999999994,0.8660254037844387,0.0,1.0
BearExpansion,train,2010-04-26T06:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,0,0.017094432456551466,1.1471903548779192,0.4211087622513591,0.028135167399358063,0.0,0.017241378392031548,0.034445151943366864,0.042337002156837764,0.4931679639413061,0,0,0,0,1.0,6.123233995736766e-17,0.0,1.0
BearExpansion,train,2010-04-27T02:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,0,0.0,1.1394360748071601,1.0148740327449621,0.027955912309694297,0.0,0.0,0.03181874002503593,0.04219409244790803,0.4603723288954244,0,0,0,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
BearExpansion,train,2010-04-27T06:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,0,0.016807119589006027,1.150086257001278,0.631626320895553,0.025649376248923873,0.034482759003320096,-0.016393441758150273,0.03078390668410742,0.040919484580589444,0.6042974676253473,0,0,0,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
BearExpansion,train,2010-04-28T02:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,0,-0.016807119589006006,1.123381568056298,0.8708202870002225,0.020861866751886508,0.0,-0.04838709831451027,0.028391991348942654,0.04102316571045702,0.46516334210674565,0,0,0,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
BearExpansion,train,2010-04-28T06:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,0,0.016807119589006027,1.1344299495235246,1.7618704629375057,0.02102196700691722,0.016949153836567588,-0.016393441758150273,0.027504048441752943,0.04105784309626727,0.6530600164586597,0,0,0,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
BearExpansion,train,2010-04-29T02:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,0,0.0,1.126337526372094,0.2385899402790275,0.020694497025622066,0.0,0.0,0.026476126815306412,0.0398502595352204,0.6530600164586597,0,0,0,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
BearExpansion,train,2010-04-29T06:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,0,-0.016807119589006006,1.099925427938977,0.33944913006349764,0.019541501036534976,0.0,-0.016666667918081024,0.024000124857517603,0.03619691114024581,0.4633382137777634,0,0,0,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
UnknownOrMixed,calibration,2019-05-06T06:00:00.000000000,IDX:IDX_DLY_ADHI_240,240m,1,0.0,0.9291040359805894,0.5106958852152224,0.015826977227834868,-0.02786377708978327,-0.09510086455331412,-0.015967567029435092,0.021840419336051256,0.0,0,0,0,0,1.0,6.123233995736766e-17,0.0,1.0
