path,size_bytes,sha256,suffix,columns_or_keys,archive_members_read,archive_header_hits,schema_class,order_lifecycle_hits,control_hits,ohlcv_hits,exact_required_name,verifier_native_hint
/Users/thrill3r/Downloads/Tomac/GLBX-20260404-NQ.zip,788246197,,.zip,,4,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/es future 2021-2025/condition.json,563507,4d3e062844038213878617afb44541ab0c299c7eeb3f6575f2b02ec8fc3f1fe1,.json,condition|date|last_modified_date,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/es future 2021-2025/glbx-mdp3-20100606-20260403.ohlcv-1m.csv,927819291,,.csv,ts_event|rtype|publisher_id|instrument_id|open|high|low|close|volume|symbol,0,0,ohlcv_or_bar_context,,,close|high|low|open|ts_event|volume,False,False
/Users/thrill3r/Downloads/Tomac/es future 2021-2025/manifest.json,2342,a245dddc6b5fb9b4acb4c3bf2a60908df3970435ef2fdcb0888119aee5021246,.json,files|job_id,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/es future 2021-2025/metadata.json,683,8a460c21ad304b11efa54595f55606fd486053532404578d2af9922c317686cf,.json,customizations|job_id|query|version,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/es future 2021-2025/symbology.csv,4267811,ae27f727d0ddae1d878abeb08495ce1bba150f5b17b57bddfce6443e5ec28b41,.csv,raw_symbol|instrument_id|date,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/es future 2021-2025/symbology.json,56948,d1b227f2b25abaee894f0f4ffcff19edfeabf516c16ac61e916046688b673923,.json,end_date|message|not_found|partial|result|start_date|status|stype_in|stype_out|symbols,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/es future 2021-2025.zip,886014513,,.zip,,6,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/eur future 2015-2025/condition.json,413267,0a467781208f2e0ac94a8342467d372c26701d490b501053e9149246116c83ed,.json,condition|date|last_modified_date,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/eur future 2015-2025/glbx-mdp3-20150101-20251231.ohlcv-1m.csv,539544466,,.csv,ts_event|rtype|publisher_id|instrument_id|open|high|low|close|volume|symbol,0,0,ohlcv_or_bar_context,,,close|high|low|open|ts_event|volume,False,False
/Users/thrill3r/Downloads/Tomac/eur future 2015-2025/manifest.json,2343,0591e7c8c11aaf2d0a20aab9663968b8a7bab2b7d51122b05ee668d818a26b41,.json,files|job_id,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/eur future 2015-2025/metadata.json,683,4d6f3b34f234168181bf3b848894f57313561fb66195b5a01fc2afa5ed6d0f0b,.json,customizations|job_id|query|version,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/eur future 2015-2025/symbology.csv,8273022,20d2d9c22b22c4c7a6fe1602d5ca0dc916eecbf444a192c6ab5eecec78202220,.csv,raw_symbol|instrument_id|date,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/eur future 2015-2025/symbology.json,159781,246d3e564999996a9fdc85e2a34af13c8798d940f325dff90f7270281dde7afb,.json,end_date|message|not_found|partial|result|start_date|status|stype_in|stype_out|symbols,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/eur future 2015-2025.zip,548394386,,.zip,,6,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/full_backtest_ES.csv,2087525,b68d3aec5641d911e818a68f0767f897c4caf5cfabde2dc49705f34bcc1974f8,.csv,Time|Net PnL|Result|Direction|Entry|Exit|Year,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/full_backtest_EUR.csv,1056173,28bbaae2f36dc8aa9a12d6d1e0eee8fb9190162d3de7abee1a3fc2deabe3fe3d,.csv,Time|Net PnL|Result|Direction|Entry|Exit,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/full_backtest_NQ.csv,1678636,1b554ac6246db4cc19ef18fa2d7e310daed21a07a99ec30de6b6432087c1bf9c,.csv,Time|Net PnL|Result|Direction|Entry|Exit,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/full_backtest_XAU.csv,396476,7ecade96e375c73e1973152bdb448b4a5eb80e7df5d60c9981ec6c85dca0e9a9,.csv,Time|Net PnL|Result|Direction|Entry|Exit,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/full_backtest_YM.csv,1542896,ab051cd5a8746f61478d4707ac80c5199a798b9893987fcc08ddf2d89e3ef21b,.csv,Time|Net PnL|Result|Direction|Entry|Exit,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/full_backtest_summary.csv,197,98affee014610ef01e50e3b0a085eaaa1facfee469361fdac3a63d4bb171bf52,.csv,Contract|Years|Trades|WinRate%|RRR|ProfitFactor|TotalPnL|Passed,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/gc future 2021-2025/condition.json,187797,d39d67ff5c1a38ab3bd1910fbb27bb42d5eb0f2f18721c90411d8d19499db737,.json,condition|date|last_modified_date,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/gc future 2021-2025/databento.rar,102402878,60daf9e15e42a8c1884c7dbe36629dcea06fd13f0e20ec0ed0c9d1a74ee51112,.rar,,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/gc future 2021-2025/gc_201101_202604.csv,401491646,d0b368b7a4eea5f1f5db1e7da284df5bd06af15981d47da3decec6d9ef7a8f77,.csv,ts_event|rtype|publisher_id|instrument_id|open|high|low|close|volume|symbol,0,0,ohlcv_or_bar_context,,,close|high|low|open|ts_event|volume,False,False
/Users/thrill3r/Downloads/Tomac/gc future 2021-2025/glbx-mdp3-20210106-20260105.ohlcv-1m.csv,585690521,,.csv,ts_event|rtype|publisher_id|instrument_id|open|high|low|close|volume|symbol,0,0,ohlcv_or_bar_context,,,close|high|low|open|ts_event|volume,False,False
/Users/thrill3r/Downloads/Tomac/gc future 2021-2025/manifest.json,2345,660ddde764da1e65ecda084575956e3f4923fca27340e56c73552b789ad8613f,.json,files|job_id,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/gc future 2021-2025/metadata.json,683,94540e3b4fbb05f81266faf699f6a1def03accc0f9f9985163475f4cd6f03fc1,.json,customizations|job_id|query|version,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/gc future 2021-2025/symbology.csv,30984640,ab1c0a090a878ade44a5f682bc7597cc85eba677ea34dd2daf06b5931058e9e3,.csv,raw_symbol|instrument_id|date,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/gc future 2021-2025/symbology.json,1324648,734acc8aadf794aa7c8c2872a4c8949866aa46e3cf3182ff2590bfce94922ea6,.json,end_date|message|not_found|partial|result|start_date|status|stype_in|stype_out|symbols,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-15m/es.continuous-15m.json,7786235,50a7e5fb7709bddae25308f4c73646a4662cff188de190c691a67aa2bdae056b,.json,candles|symbol,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-15m/eur.continuous-15m.json,4256273,d13a171e6aab5ddd31591d0f3192404790c7c850e275c9386c494b50a19ee4b0,.json,candles|symbol,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-15m/nq-structure-ict-mutation.json,599,808829a67ff1e58ccb65751c7e02d6caae7617612db8ad311b27a290ac81b3bd,.json,base_factor|direction_hints|enabled_overrides|evaluate_expansion_preview|hypothesis|mutation_id|parameter_overrides|step_size_hints,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-15m/nq.continuous-15m.json,5832749,2f6549b096d219d668bbe2239acf3b6f24d0c12fb9b4738c6fb9f2f1c62dd5af,.json,candles|symbol,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-15m/state/NQ/backtest_runs.json,47111,09fa3e8f138c196b717661c4c5bf99982f7c4cabb967fa0cec95ff81d3a984ca,.json,agent_action_plan|agent_context_bundle|agent_context_bundle_minimal|agent_prompts|artifact_action_summary|artifact_decision_section|artifact_decision_summary|candles|data_path|dataset_comparability|decision_history_summary|decision_thresholds|factor_family_decisions|factor_family_diffs|factor_family_history|factor_family_outcomes|factor_score_deltas|family_history_window|feedback_history_summary|hold_bars|online_learning|paired_candles|paired_data_path|promotion_decision|prompt_workflow|provenance|recommended_commands|recommended_next_command|rollback_recommendation|run_id|source_command|symbol,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-15m/state/NQ/bbn_network.json,20753,633f61188c22c9ecda4cb3e756f111a9c8cd9afd4a93684160d0ca88a4b0cba9,.json,edges|nodes|topological_order,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-15m/state/NQ/factor_mutation_runs.json,3511,1259389f759e3b7b3d6d92655a071f8bd5935e915029bb313298fd4fe22f0f48,.json,data_path|evaluation|mutation_spec|paired_data_path|run_id|source_command|symbol|timestamp,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-15m/state/NQ/learning_state.json,59268155,bf481cc3a21321fcc0e9aed458dbb23ed3f2efa387244377c1e6fc705ab1cf3f,.json,factor_profiles|factor_rankings|feedback_history|last_updated,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-15m/state/NQ/research_runs.json,94739,5ac4b4c45405623ea6a75885c88e38fdd7c17017142849d2fdbb091b40e64fa5,.json,agent_action_plan|agent_context_bundle|agent_context_bundle_minimal|agent_prompts|aggregate_return|artifact_action_summary|artifact_decision_section|artifact_decision_summary|best_factor|candles|config_name|data_path|dataset_comparability|decision_history_summary|decision_thresholds|factor_count|factor_family_decisions|factor_family_diffs|factor_family_history|factor_family_outcomes|factor_mutation_evaluation|factor_score_deltas|family_history_window|feedback_history_summary|feedback_records_applied|feedback_records_generated|paired_candles|paired_data_path|promotion_decision|prompt_workflow|provenance|recommended_commands,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-15m/state/NQ/workflow_snapshot.json,9907,3f90e52f5c3bab2165810a823ed792ed0c026895c976429a92149fa46e3cc2b6,.json,actionable_artifacts|artifact_consumed_impact_summary|artifact_decision_summary|artifact_factor_rule_break_impacts|artifact_factor_trends|artifact_family_rule_break_impacts|artifact_family_trends|artifact_history_summary|artifact_lineage_summaries|artifact_review_rule_sources|artifact_review_rules|artifact_rule_break_effects|current_focus_phase|current_focus_reason|disagreements|field_diffs|generated_at|latest_analyze|latest_backtest|latest_execution_candidate|latest_pending_update|latest_pre_bayes_entry_quality_bridge|latest_pre_bayes_entry_quality_bridge_diff|latest_pre_bayes_policy|latest_pre_bayes_policy_diff|latest_pre_bayes_policy_lineage|latest_pre_bayes_soft_evidence_diff|latest_promotable_artifact|latest_research|latest_update|pending_actions|recent_artifacts,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-15m/xau.continuous-15m.json,1756672,021d999cbf16a4fffdb40c075a2816afe577b5fb4e8d76bf6ee0dd45064c8b43,.json,candles|symbol,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-15m/ym.continuous-15m.json,1440736,18d53d57ab8c82d3e3ed2e3659c947549aacf2e92a9e621f43be67f4709f9f4f,.json,candles|symbol,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-15m-expansion/cleaned-15m/es.continuous-15m.json,7786235,50a7e5fb7709bddae25308f4c73646a4662cff188de190c691a67aa2bdae056b,.json,candles|symbol,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-15m-expansion/cleaned-15m/eur.continuous-15m.json,4256273,d13a171e6aab5ddd31591d0f3192404790c7c850e275c9386c494b50a19ee4b0,.json,candles|symbol,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-15m-expansion/cleaned-15m/nq.continuous-15m.json,5832749,2f6549b096d219d668bbe2239acf3b6f24d0c12fb9b4738c6fb9f2f1c62dd5af,.json,candles|symbol,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-15m-expansion/cleaned-15m/xau.continuous-15m.json,1756672,021d999cbf16a4fffdb40c075a2816afe577b5fb4e8d76bf6ee0dd45064c8b43,.json,candles|symbol,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-15m-expansion/cleaned-15m/ym.continuous-15m.json,1440736,18d53d57ab8c82d3e3ed2e3659c947549aacf2e92a9e621f43be67f4709f9f4f,.json,candles|symbol,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-15m-expansion/expansion_sop_report.15m.json,66464,438528ba3c2be06598b071c138b8167d135f66ba9d46e425c742329927b1478c,.json,clean_report|cleaned_dir|expansion_atr_multiplier|expansion_lookback|factor_mutation_evaluation|generated_at|global_factor_leaderboard|interval|market_reports|mutation_spec|output_dir|recommended_commands|recommended_global_factor|recommended_global_pre_bayes_entry_quality_bridge|recommended_global_pre_bayes_policy|recommended_global_pre_bayes_policy_lineage|recommended_global_pre_bayes_soft_evidence_diff|recommended_global_pre_bayes_summary|recommended_market_factors|root|sop_version|warnings,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-15m-expansion/state/EXPANSION_SOP/factor_mutation_runs.json,4705,4904d4d5aec6b8b81730ad4aff81ffd186d8bae8d40d7a6a07553cd7ffa7978b,.json,data_path|evaluation|mutation_spec|paired_data_path|run_id|source_command|symbol|timestamp,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-5m/es.continuous-5m.json,17449673,4607ae082c5b549cf1a6233dca9465d1a3e1f94f47852cfd7504d9b16c59fd36,.json,candles|symbol,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-5m/eur.continuous-5m.json,10465730,138db41c26edf9cb80625675f68849f6562b9dd01fc4896aecc64ebacbdec6c8,.json,candles|symbol,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-5m/nq.continuous-5m.json,14850693,0bc0eb455707888178c85ad17d7cc310dfa66350b0e807062eed6c893f56297d,.json,candles|symbol,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-5m/xau.continuous-5m.json,5059998,69df804f4b3a5fa912ed581cd875ee2e5743b41231684c5769c46cf09493e3d3,.json,candles|symbol,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-5m/ym.continuous-5m.json,3470417,30872957cb931c5ec775909b081634cc61d2bda67d978b6fadb7e08d94523cff,.json,candles|symbol,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-gc-cl/cleaned-15m/gc.continuous-15m.json,1524286,94b2926855dc48411e119cb74ae22eadfedc4eefc47278ed38ca70bc42a0545d,.json,candles|symbol,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-gc-cl/cleaned-1d/gc.continuous-1d.json,26122,ce9ecc298d4c374ae718310b07f713014380849d867487afbcd020425d30e05a,.json,candles|symbol,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-gc-cl/cleaned-1h/gc.continuous-1h.json,460897,8d14d03cd7ef85404157f10f52bd53b67901983f3b2ea7c1782c1fd3f600181f,.json,candles|symbol,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-15m/es.continuous-15m.json,7786235,50a7e5fb7709bddae25308f4c73646a4662cff188de190c691a67aa2bdae056b,.json,candles|symbol,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-15m/eur.continuous-15m.json,4256273,d13a171e6aab5ddd31591d0f3192404790c7c850e275c9386c494b50a19ee4b0,.json,candles|symbol,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-15m/nq.continuous-15m.json,5832749,2f6549b096d219d668bbe2239acf3b6f24d0c12fb9b4738c6fb9f2f1c62dd5af,.json,candles|symbol,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-15m/xau.continuous-15m.json,1756672,021d999cbf16a4fffdb40c075a2816afe577b5fb4e8d76bf6ee0dd45064c8b43,.json,candles|symbol,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-15m/ym.continuous-15m.json,1440736,18d53d57ab8c82d3e3ed2e3659c947549aacf2e92a9e621f43be67f4709f9f4f,.json,candles|symbol,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-1d/es.continuous-1d.json,273982,039add81a4e3c7338848d1ade66fde70d147bb5828575dfe96525e9bce6cefcf,.json,candles|symbol,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-1d/eur.continuous-1d.json,130527,6823f17cb687ba46e84f2d8f2dc7447b70373f516348ac321a96e7faa90e1413,.json,candles|symbol,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-1d/nq.continuous-1d.json,146938,164a5f6e35524656626e28fb82da08402cc2de22f751bc660d81b6f4251d23a1,.json,candles|symbol,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-1d/xau.continuous-1d.json,26122,ce9ecc298d4c374ae718310b07f713014380849d867487afbcd020425d30e05a,.json,candles|symbol,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-1d/ym.continuous-1d.json,73341,03a1af42dad54f0cbb428c0c528d03f5150a49fba69a64142089069f2b82008f,.json,candles|symbol,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-1h/es.continuous-1h.json,2763250,a4d2a45827adab22e8a9fcb28edc6ec1207b8aa83bab6814d7f50773404fc48e,.json,candles|symbol,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-1h/eur.continuous-1h.json,1397476,056cbc0c141fce52f2272ce54b23dccafbde75253ed45304731a01f325eb3398,.json,candles|symbol,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-1h/nq.continuous-1h.json,1796737,9777a6b82d16bee0382bde2081fb2f3bb02c9f475a9f291de214d4b3521a6012,.json,candles|symbol,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-1h/xau.continuous-1h.json,460897,8d14d03cd7ef85404157f10f52bd53b67901983f3b2ea7c1782c1fd3f600181f,.json,candles|symbol,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-1h/ym.continuous-1h.json,540038,e754767d3930e6f90871dcba64a39fb19f69c5d2acf85c59a18f9adef421c3a5,.json,candles|symbol,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-1m/es.continuous-1m.json,57954434,a7a33e101c89271e9678a06cbd7a272c8cf38dadc666963ced5b4d6a70fd4ef6,.json,candles|symbol,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-1m/eur.continuous-1m.json,42271978,0ead14d0153dfe576cdaeaa2ea794251995b023ef5b042ad6f6bcb35c4fd4016,.json,candles|symbol,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-1m/nq.continuous-1m.json,60407104,9aae2cae0e04909af94c5b9311b3eff117e20aa39d67339a39eeaec64420457b,.json,candles|symbol,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-1m/xau.continuous-1m.json,23790500,6448b93bc96cd75441e7c3b9ea806d8e666de1e6b2f6dfe2a07be0aff4fa11bb,.json,candles|symbol,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-1m/ym.continuous-1m.json,14344274,bdc3e380f74b73231daa72455032636736a1f05952abcab4e9077ab7ad5e8ad6,.json,candles|symbol,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-4h/es.continuous-4h.json,1002442,f4de0a9b7e2ce2008fb5c3566b1df43a14c99b8d9f19ece95a0a9e8e2e91c323,.json,candles|symbol,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-4h/eur.continuous-4h.json,484347,6b70f7edc5cd407d2e455010acbe7d307c39c4acb53936b3197e0146fe22e357,.json,candles|symbol,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-4h/nq.continuous-4h.json,589952,7343e3dfe663598eedd84265458ecfe15edf53c63b888fe686d7b0d7fc06d56b,.json,candles|symbol,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-4h/xau.continuous-4h.json,129667,d8f806215d11e86c6c3c30a7b9263c9e8528ff334dc7e7fd9615eae0f79bb9b9,.json,candles|symbol,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-4h/ym.continuous-4h.json,226191,4d06a820f55e2cf395f5cddf5514ba678a682e4235cca46b9d84d2e36507723b,.json,candles|symbol,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-5m/es.continuous-5m.json,17449673,4607ae082c5b549cf1a6233dca9465d1a3e1f94f47852cfd7504d9b16c59fd36,.json,candles|symbol,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-5m/eur.continuous-5m.json,10465730,138db41c26edf9cb80625675f68849f6562b9dd01fc4896aecc64ebacbdec6c8,.json,candles|symbol,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-5m/nq.continuous-5m.json,14850693,0bc0eb455707888178c85ad17d7cc310dfa66350b0e807062eed6c893f56297d,.json,candles|symbol,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-5m/xau.continuous-5m.json,5059998,69df804f4b3a5fa912ed581cd875ee2e5743b41231684c5769c46cf09493e3d3,.json,candles|symbol,0,0,other,,,,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-5m/ym.continuous-5m.json,3470417,30872957cb931c5ec775909b081634cc61d2bda67d978b6fadb7e08d94523cff,.json,candles|symbol,0,0,other,,,,False,False
