family,provider,symbol,branch_path,fold,trade_count,win_rate,avg_net_return,profit_factor,start_time,end_time
fvg_ob_pullback_resume_v1,binance,BTCUSDT,trend_expansion->high_volatility->up_momentum->fvg_ob_pullback_resume,2,70,0.5285714285714286,0.004914819879361704,1.9237800179121474,2020-01-28 04:00:00+00:00,2023-01-21 00:00:00+00:00
fvg_ob_pullback_resume_v1,binance,BTCUSDT,trend_expansion->high_volatility->up_momentum->fvg_ob_pullback_resume,3,70,0.5,-0.00037731646174953037,0.9442009080378584,2023-02-07 22:00:00+00:00,2024-11-05 20:00:00+00:00
fvg_ob_pullback_resume_v1,binance,BTCUSDT,trend_expansion->high_volatility->up_momentum->fvg_ob_pullback_resume,4,68,0.4411764705882353,-0.002932152653093001,0.658636024933292,2024-11-05 23:00:00+00:00,2026-05-04 15:00:00+00:00
fvg_ob_pullback_resume_v1,binance,BTCUSDT,trend_expansion->normal_volatility->down_or_flat_momentum->fvg_ob_pullback_resume,1,136,0.4852941176470588,0.0023018835875915186,1.2081318817763183,2017-08-28 06:00:00+00:00,2019-11-14 16:00:00+00:00
fvg_ob_pullback_resume_v1,binance,BTCUSDT,trend_expansion->normal_volatility->down_or_flat_momentum->fvg_ob_pullback_resume,2,136,0.4338235294117647,-0.005390011314698201,0.5414939701736718,2019-11-14 22:00:00+00:00,2022-02-27 00:00:00+00:00
fvg_ob_pullback_resume_v1,binance,BTCUSDT,trend_expansion->normal_volatility->down_or_flat_momentum->fvg_ob_pullback_resume,3,136,0.3382352941176471,-0.003555788418462739,0.5606956258585571,2022-02-27 03:00:00+00:00,2024-05-27 08:00:00+00:00
fvg_ob_pullback_resume_v1,binance,BTCUSDT,trend_expansion->normal_volatility->down_or_flat_momentum->fvg_ob_pullback_resume,4,133,0.45112781954887216,0.0006302155582574582,1.0936848456920727,2024-05-29 09:00:00+00:00,2026-04-30 09:00:00+00:00
fvg_ob_pullback_resume_v1,binance,BTCUSDT,trend_expansion->normal_volatility->up_momentum->fvg_ob_pullback_resume,1,173,0.49710982658959535,-0.001483894067813064,0.8749348126367095,2017-08-23 11:00:00+00:00,2019-12-29 15:00:00+00:00
fvg_ob_pullback_resume_v1,binance,BTCUSDT,trend_expansion->normal_volatility->up_momentum->fvg_ob_pullback_resume,2,173,0.48554913294797686,0.0007554773379054203,1.0867211236940186,2020-01-05 08:00:00+00:00,2021-12-07 17:00:00+00:00
fvg_ob_pullback_resume_v1,binance,BTCUSDT,trend_expansion->normal_volatility->up_momentum->fvg_ob_pullback_resume,3,173,0.5260115606936416,0.001500330208230222,1.2326643629380671,2021-12-19 05:00:00+00:00,2024-07-27 15:00:00+00:00
fvg_ob_pullback_resume_v1,binance,BTCUSDT,trend_expansion->normal_volatility->up_momentum->fvg_ob_pullback_resume,4,171,0.4444444444444444,-0.0007107850688096393,0.86729290980884,2024-08-06 10:00:00+00:00,2026-05-09 03:00:00+00:00
fvg_ob_pullback_resume_v1,ibkr,SPY,insufficient_context->unknown_volatility->unknown_momentum->fvg_ob_pullback_resume,1,3,0.0,-0.010974174519334252,0.0,2021-05-18T09:00:00+00:00,2021-05-19T12:00:00+00:00
fvg_ob_pullback_resume_v1,ibkr,SPY,insufficient_context->unknown_volatility->unknown_momentum->fvg_ob_pullback_resume,2,3,0.3333333333333333,-0.0035523084061493287,0.4978775389012558,2021-05-19T12:00:00+00:00,2021-05-20T12:00:00+00:00
fvg_ob_pullback_resume_v1,ibkr,SPY,insufficient_context->unknown_volatility->unknown_momentum->fvg_ob_pullback_resume,3,3,1.0,0.001431501831502047,inf,2021-05-20T21:00:00+00:00,2021-05-20T21:00:00+00:00
fvg_ob_pullback_resume_v1,ibkr,SPY,range_or_de_risk->high_volatility->down_or_flat_momentum->fvg_ob_pullback_resume,1,14,0.35714285714285715,-0.002377962540094675,0.49019173739252686,2021-07-06T23:00:00+00:00,2022-01-25T20:00:00+00:00
fvg_ob_pullback_resume_v1,ibkr,SPY,range_or_de_risk->high_volatility->down_or_flat_momentum->fvg_ob_pullback_resume,2,14,0.14285714285714285,-0.008417389374273701,0.06859066878290823,2022-02-15T09:00:00+00:00,2023-04-13T11:00:00+00:00
fvg_ob_pullback_resume_v1,ibkr,SPY,range_or_de_risk->high_volatility->down_or_flat_momentum->fvg_ob_pullback_resume,3,14,0.6428571428571429,-0.0002679298195482431,0.9141761886183593,2023-04-13T12:00:00+00:00,2025-01-03T11:00:00+00:00
fvg_ob_pullback_resume_v1,ibkr,SPY,range_or_de_risk->high_volatility->down_or_flat_momentum->fvg_ob_pullback_resume,4,12,0.6666666666666666,0.009529938467886951,4.604124519035186,2025-01-30T11:00:00+00:00,2026-04-23T23:00:00+00:00
fvg_ob_pullback_resume_v1,ibkr,SPY,range_or_de_risk->high_volatility->up_momentum->fvg_ob_pullback_resume,1,12,0.5833333333333334,-0.0004675689329657689,0.9043362869910715,2021-06-10T14:00:00+00:00,2022-01-27T15:00:00+00:00
fvg_ob_pullback_resume_v1,ibkr,SPY,range_or_de_risk->high_volatility->up_momentum->fvg_ob_pullback_resume,2,12,0.5833333333333334,-0.0029504639964002422,0.5379657867245757,2022-03-09T11:00:00+00:00,2023-11-10T21:00:00+00:00
fvg_ob_pullback_resume_v1,ibkr,SPY,range_or_de_risk->high_volatility->up_momentum->fvg_ob_pullback_resume,3,12,0.5833333333333334,0.0011286486716986625,2.166434937297629,2023-11-10T21:00:00+00:00,2025-09-18T12:00:00+00:00
fvg_ob_pullback_resume_v1,ibkr,SPY,range_or_de_risk->high_volatility->up_momentum->fvg_ob_pullback_resume,4,10,0.7,0.0018650137147390616,1.728135754149462,2025-10-01T11:00:00+00:00,2026-04-30T10:00:00+00:00
fvg_ob_pullback_resume_v1,ibkr,SPY,range_or_de_risk->normal_volatility->down_or_flat_momentum->fvg_ob_pullback_resume,1,33,0.5151515151515151,-0.002374353230177755,0.5432006777459877,2021-05-26T09:00:00+00:00,2022-11-28T11:00:00+00:00
fvg_ob_pullback_resume_v1,ibkr,SPY,range_or_de_risk->normal_volatility->down_or_flat_momentum->fvg_ob_pullback_resume,2,33,0.3939393939393939,-0.0012992641932017364,0.5982792279624523,2022-12-20T15:00:00+00:00,2024-03-26T21:00:00+00:00
fvg_ob_pullback_resume_v1,ibkr,SPY,range_or_de_risk->normal_volatility->down_or_flat_momentum->fvg_ob_pullback_resume,3,33,0.36363636363636365,-0.003396361937841437,0.33374453552805877,2024-03-27T16:00:00+00:00,2025-03-18T18:00:00+00:00
fvg_ob_pullback_resume_v1,ibkr,SPY,range_or_de_risk->normal_volatility->down_or_flat_momentum->fvg_ob_pullback_resume,4,32,0.53125,0.0011218139810106654,1.479172296747188,2025-04-16T08:00:00+00:00,2026-05-04T17:00:00+00:00
fvg_ob_pullback_resume_v1,ibkr,SPY,range_or_de_risk->normal_volatility->up_momentum->fvg_ob_pullback_resume,1,40,0.55,0.001327750344793308,1.5527280374800525,2021-06-02T13:00:00+00:00,2022-07-22T22:00:00+00:00
fvg_ob_pullback_resume_v1,ibkr,SPY,range_or_de_risk->normal_volatility->up_momentum->fvg_ob_pullback_resume,2,40,0.55,-0.0010755892502433914,0.6751277019483143,2022-09-20T10:00:00+00:00,2023-11-22T13:00:00+00:00
fvg_ob_pullback_resume_v1,ibkr,SPY,range_or_de_risk->normal_volatility->up_momentum->fvg_ob_pullback_resume,3,40,0.525,0.0002716096895007906,1.1646304394272837,2023-11-22T13:00:00+00:00,2024-12-06T17:00:00+00:00
fvg_ob_pullback_resume_v1,ibkr,SPY,range_or_de_risk->normal_volatility->up_momentum->fvg_ob_pullback_resume,4,39,0.4358974358974359,-0.0013860590600899552,0.563334607587965,2024-12-06T18:00:00+00:00,2026-05-08T10:00:00+00:00
fvg_ob_pullback_resume_v1,ibkr,SPY,trend_expansion->high_volatility->down_or_flat_momentum->fvg_ob_pullback_resume,1,31,0.16129032258064516,-0.006109998985316101,0.25236484919997104,2021-07-08T12:00:00+00:00,2022-04-25T11:00:00+00:00
fvg_ob_pullback_resume_v1,ibkr,SPY,trend_expansion->high_volatility->down_or_flat_momentum->fvg_ob_pullback_resume,2,31,0.41935483870967744,-0.0010149737177989142,0.7795897068503955,2022-04-25T12:00:00+00:00,2023-10-19T20:00:00+00:00
fvg_ob_pullback_resume_v1,ibkr,SPY,trend_expansion->high_volatility->down_or_flat_momentum->fvg_ob_pullback_resume,3,31,0.4838709677419355,0.0015034923912620455,1.4084502845634281,2023-12-20T21:00:00+00:00,2025-08-01T16:00:00+00:00
fvg_ob_pullback_resume_v1,ibkr,SPY,trend_expansion->high_volatility->down_or_flat_momentum->fvg_ob_pullback_resume,4,30,0.26666666666666666,-0.00560982723082443,0.26564749172776314,2025-09-02T12:00:00+00:00,2026-03-23T09:00:00+00:00
fvg_ob_pullback_resume_v1,ibkr,SPY,trend_expansion->high_volatility->up_momentum->fvg_ob_pullback_resume,1,18,0.5,-0.0009367460170205223,0.771895790696051,2021-07-06T19:00:00+00:00,2023-09-15T08:00:00+00:00
fvg_ob_pullback_resume_v1,ibkr,SPY,trend_expansion->high_volatility->up_momentum->fvg_ob_pullback_resume,2,18,0.6666666666666666,-0.00025619042309742406,0.913575264570623,2023-12-13T21:00:00+00:00,2024-05-23T11:00:00+00:00
fvg_ob_pullback_resume_v1,ibkr,SPY,trend_expansion->high_volatility->up_momentum->fvg_ob_pullback_resume,3,18,0.3333333333333333,-0.006458035113376659,0.1139658926303888,2024-05-23T12:00:00+00:00,2025-06-24T10:00:00+00:00
fvg_ob_pullback_resume_v1,ibkr,SPY,trend_expansion->high_volatility->up_momentum->fvg_ob_pullback_resume,4,16,0.5625,-0.003508140405226598,0.2662647978546874,2025-08-05T16:00:00+00:00,2026-04-30T21:00:00+00:00
fvg_ob_pullback_resume_v1,ibkr,SPY,trend_expansion->normal_volatility->down_or_flat_momentum->fvg_ob_pullback_resume,1,47,0.5106382978723404,0.0006425629160254728,1.1472642174806533,2021-06-02T08:00:00+00:00,2022-08-05T15:00:00+00:00
fvg_ob_pullback_resume_v1,ibkr,SPY,trend_expansion->normal_volatility->down_or_flat_momentum->fvg_ob_pullback_resume,2,47,0.44680851063829785,-0.0022746236524235756,0.5966817347217043,2022-08-18T11:00:00+00:00,2023-02-24T13:00:00+00:00
fvg_ob_pullback_resume_v1,ibkr,SPY,trend_expansion->normal_volatility->down_or_flat_momentum->fvg_ob_pullback_resume,3,47,0.40425531914893614,-0.001509864067007274,0.5469128159110875,2023-02-24T13:00:00+00:00,2024-05-29T12:00:00+00:00
fvg_ob_pullback_resume_v1,ibkr,SPY,trend_expansion->normal_volatility->down_or_flat_momentum->fvg_ob_pullback_resume,4,45,0.4,-0.003715622397387437,0.373668200177935,2024-05-29T22:00:00+00:00,2026-03-30T17:00:00+00:00
fvg_ob_pullback_resume_v1,ibkr,SPY,trend_expansion->normal_volatility->up_momentum->fvg_ob_pullback_resume,1,88,0.5568181818181818,0.0005040849824427655,1.2077989134825065,2021-06-01T12:00:00+00:00,2022-07-20T12:00:00+00:00
fvg_ob_pullback_resume_v1,ibkr,SPY,trend_expansion->normal_volatility->up_momentum->fvg_ob_pullback_resume,2,88,0.4659090909090909,-0.00014507710585035463,0.955909668920005,2022-08-08T12:00:00+00:00,2023-11-17T13:00:00+00:00
fvg_ob_pullback_resume_v1,ibkr,SPY,trend_expansion->normal_volatility->up_momentum->fvg_ob_pullback_resume,3,88,0.48863636363636365,-0.0008329716588690091,0.6946051264900759,2023-11-17T13:00:00+00:00,2025-01-06T23:00:00+00:00
fvg_ob_pullback_resume_v1,ibkr,SPY,trend_expansion->normal_volatility->up_momentum->fvg_ob_pullback_resume,4,85,0.5058823529411764,1.7963092898854205e-05,1.008430129117918,2025-01-24T20:00:00+00:00,2026-05-01T22:00:00+00:00
fvg_ob_pullback_resume_v1,yahoo,ES,range_or_de_risk->high_volatility->down_or_flat_momentum->fvg_ob_pullback_resume,1,7,0.7142857142857143,0.002155775069034911,3.454977333661094,2024-05-22 20:00:00+00:00,2024-12-06 17:00:00+00:00
fvg_ob_pullback_resume_v1,yahoo,ES,range_or_de_risk->high_volatility->down_or_flat_momentum->fvg_ob_pullback_resume,2,7,0.42857142857142855,-0.00013061828803723652,0.9482776691253608,2024-12-06 18:00:00+00:00,2025-07-14 07:00:00+00:00
fvg_ob_pullback_resume_v1,yahoo,ES,range_or_de_risk->high_volatility->down_or_flat_momentum->fvg_ob_pullback_resume,3,7,0.7142857142857143,-0.0006064914851422588,0.5865795843376229,2025-07-14 07:00:00+00:00,2025-10-30 23:00:00+00:00
fvg_ob_pullback_resume_v1,yahoo,ES,range_or_de_risk->high_volatility->down_or_flat_momentum->fvg_ob_pullback_resume,4,6,0.0,-0.005411834009836809,0.0,2025-11-18 20:00:00+00:00,2026-05-04 17:00:00+00:00
fvg_ob_pullback_resume_v1,yahoo,ES,range_or_de_risk->high_volatility->up_momentum->fvg_ob_pullback_resume,1,8,0.25,-0.0029622124487654494,0.07183639029963129,2024-05-23 06:00:00+00:00,2024-11-01 19:00:00+00:00
fvg_ob_pullback_resume_v1,yahoo,ES,range_or_de_risk->high_volatility->up_momentum->fvg_ob_pullback_resume,2,8,0.375,-0.0031850290579397028,0.26012260670306314,2025-01-02 08:00:00+00:00,2025-07-01 17:00:00+00:00
fvg_ob_pullback_resume_v1,yahoo,ES,range_or_de_risk->high_volatility->up_momentum->fvg_ob_pullback_resume,3,8,0.375,-0.0006136977000423284,0.5770428583208423,2025-07-15 15:00:00+00:00,2025-11-21 18:00:00+00:00
fvg_ob_pullback_resume_v1,yahoo,ES,range_or_de_risk->high_volatility->up_momentum->fvg_ob_pullback_resume,4,5,0.8,0.0005536584058202014,1.1772516038418137,2025-11-21 18:00:00+00:00,2026-03-23 17:00:00+00:00
fvg_ob_pullback_resume_v1,yahoo,ES,range_or_de_risk->normal_volatility->down_or_flat_momentum->fvg_ob_pullback_resume,1,20,0.55,7.942891164999828e-05,1.0436062785854274,2024-05-21 14:00:00+00:00,2024-11-19 09:00:00+00:00
fvg_ob_pullback_resume_v1,yahoo,ES,range_or_de_risk->normal_volatility->down_or_flat_momentum->fvg_ob_pullback_resume,2,20,0.45,-0.0014946920983149364,0.5360500353573139,2024-11-29 14:30:00+00:00,2025-05-23 09:00:00+00:00
fvg_ob_pullback_resume_v1,yahoo,ES,range_or_de_risk->normal_volatility->down_or_flat_momentum->fvg_ob_pullback_resume,3,20,0.55,0.0006124359120862626,1.3604751175930425,2025-05-29 13:00:00+00:00,2025-10-10 12:00:00+00:00
fvg_ob_pullback_resume_v1,yahoo,ES,range_or_de_risk->normal_volatility->down_or_flat_momentum->fvg_ob_pullback_resume,4,18,0.4444444444444444,0.00011856840192703178,1.048076250271077,2025-11-03 08:00:00+00:00,2026-05-04 12:00:00+00:00
fvg_ob_pullback_resume_v1,yahoo,ES,range_or_de_risk->normal_volatility->up_momentum->fvg_ob_pullback_resume,1,27,0.6666666666666666,0.0014081756823952063,2.162893092294495,2024-05-20 18:00:00+00:00,2024-11-01 14:00:00+00:00
fvg_ob_pullback_resume_v1,yahoo,ES,range_or_de_risk->normal_volatility->up_momentum->fvg_ob_pullback_resume,2,27,0.5555555555555556,0.00014255965161726864,1.0491720645958627,2024-11-04 11:00:00+00:00,2025-05-19 14:00:00+00:00
fvg_ob_pullback_resume_v1,yahoo,ES,range_or_de_risk->normal_volatility->up_momentum->fvg_ob_pullback_resume,3,27,0.48148148148148145,-0.00034186879898125686,0.7976040339498881,2025-05-27 03:00:00+00:00,2025-10-03 01:00:00+00:00
fvg_ob_pullback_resume_v1,yahoo,ES,range_or_de_risk->normal_volatility->up_momentum->fvg_ob_pullback_resume,4,27,0.4074074074074074,-0.0006983440201022653,0.7158603074590406,2025-10-03 06:00:00+00:00,2026-05-08 13:00:00+00:00
fvg_ob_pullback_resume_v1,yahoo,ES,trend_expansion->high_volatility->down_or_flat_momentum->fvg_ob_pullback_resume,1,15,0.6666666666666666,0.0008316099797701504,1.3937909826620907,2024-05-31 17:00:00+00:00,2024-12-18 03:00:00+00:00
fvg_ob_pullback_resume_v1,yahoo,ES,trend_expansion->high_volatility->down_or_flat_momentum->fvg_ob_pullback_resume,2,15,0.3333333333333333,-0.0013886194939892215,0.7904161074701284,2024-12-18 19:00:00+00:00,2025-06-13 06:00:00+00:00
fvg_ob_pullback_resume_v1,yahoo,ES,trend_expansion->high_volatility->down_or_flat_momentum->fvg_ob_pullback_resume,3,15,0.6,0.0011927168399490672,2.63505652130643,2025-07-16 01:00:00+00:00,2026-01-02 15:00:00+00:00
fvg_ob_pullback_resume_v1,yahoo,ES,trend_expansion->high_volatility->down_or_flat_momentum->fvg_ob_pullback_resume,4,15,0.4666666666666667,-0.00011075367196976137,0.9529495300754637,2026-01-02 15:00:00+00:00,2026-03-19 19:00:00+00:00
fvg_ob_pullback_resume_v1,yahoo,ES,trend_expansion->high_volatility->up_momentum->fvg_ob_pullback_resume,1,6,0.5,0.0012955266639958056,1.8102841538910834,2024-05-23 10:00:00+00:00,2024-09-01 22:00:00+00:00
fvg_ob_pullback_resume_v1,yahoo,ES,trend_expansion->high_volatility->up_momentum->fvg_ob_pullback_resume,2,6,0.5,-0.0003371619970177464,0.8414584428718542,2024-10-17 16:00:00+00:00,2025-02-04 05:00:00+00:00
fvg_ob_pullback_resume_v1,yahoo,ES,trend_expansion->high_volatility->up_momentum->fvg_ob_pullback_resume,3,6,0.5,-0.0014994967158800734,0.48260600489445793,2025-03-03 00:00:00+00:00,2025-07-23 23:00:00+00:00
fvg_ob_pullback_resume_v1,yahoo,ES,trend_expansion->high_volatility->up_momentum->fvg_ob_pullback_resume,4,6,0.8333333333333334,0.003133710962496106,3.8934516025787085,2025-09-04 02:00:00+00:00,2026-04-30 14:00:00+00:00
fvg_ob_pullback_resume_v1,yahoo,ES,trend_expansion->normal_volatility->down_or_flat_momentum->fvg_ob_pullback_resume,1,22,0.45454545454545453,-0.0009064840983990706,0.7344887470922385,2024-05-30 07:00:00+00:00,2024-10-31 11:00:00+00:00
fvg_ob_pullback_resume_v1,yahoo,ES,trend_expansion->normal_volatility->down_or_flat_momentum->fvg_ob_pullback_resume,2,22,0.5454545454545454,0.007982166390215364,3.6942221058355105,2024-10-31 16:00:00+00:00,2025-04-21 22:00:00+00:00
fvg_ob_pullback_resume_v1,yahoo,ES,trend_expansion->normal_volatility->down_or_flat_momentum->fvg_ob_pullback_resume,3,22,0.3181818181818182,-0.004103422677444375,0.2601494731261349,2025-04-21 23:00:00+00:00,2025-11-03 14:00:00+00:00
fvg_ob_pullback_resume_v1,yahoo,ES,trend_expansion->normal_volatility->down_or_flat_momentum->fvg_ob_pullback_resume,4,19,0.7368421052631579,0.002292717177732661,1.7900883778221623,2025-11-04 14:00:00+00:00,2026-05-07 20:00:00+00:00
fvg_ob_pullback_resume_v1,yahoo,ES,trend_expansion->normal_volatility->up_momentum->fvg_ob_pullback_resume,1,38,0.3684210526315789,-0.0007127015493308528,0.6220746879556235,2024-06-06 12:00:00+00:00,2025-01-06 20:00:00+00:00
fvg_ob_pullback_resume_v1,yahoo,ES,trend_expansion->normal_volatility->up_momentum->fvg_ob_pullback_resume,2,38,0.34210526315789475,-0.004330753646705739,0.19717811451036812,2025-01-14 02:00:00+00:00,2025-06-27 13:00:00+00:00
fvg_ob_pullback_resume_v1,yahoo,ES,trend_expansion->normal_volatility->up_momentum->fvg_ob_pullback_resume,3,38,0.4473684210526316,-0.0009135850187044742,0.6816221834642466,2025-06-30 07:00:00+00:00,2025-12-22 18:00:00+00:00
fvg_ob_pullback_resume_v1,yahoo,ES,trend_expansion->normal_volatility->up_momentum->fvg_ob_pullback_resume,4,37,0.5405405405405406,9.343748544643229e-08,1.0000587943645816,2025-12-23 23:00:00+00:00,2026-05-06 03:00:00+00:00
fvg_retrace_continuation_v1,binance,BTCUSDT,insufficient_context->unknown_volatility->unknown_momentum->fvg_retrace_continuation,1,3,0.6666666666666666,0.0032498914849799923,1.5651938800173393,2017-08-18 02:00:00+00:00,2017-08-19 20:00:00+00:00
fvg_retrace_continuation_v1,binance,BTCUSDT,insufficient_context->unknown_volatility->unknown_momentum->fvg_retrace_continuation,2,3,0.6666666666666666,0.0020196695992038406,1.7371512567404883,2017-08-20 03:00:00+00:00,2017-08-20 16:00:00+00:00
fvg_retrace_continuation_v1,binance,BTCUSDT,insufficient_context->unknown_volatility->unknown_momentum->fvg_retrace_continuation,3,3,0.6666666666666666,0.015240259141700376,3.3920981633152976,2017-08-20 21:00:00+00:00,2017-08-21 13:00:00+00:00
fvg_retrace_continuation_v1,binance,BTCUSDT,range_or_de_risk->high_volatility->down_or_flat_momentum->fvg_retrace_continuation,1,73,0.4794520547945205,0.0004353576442822139,1.0378097851384056,2017-08-22 09:00:00+00:00,2020-12-01 16:00:00+00:00
fvg_retrace_continuation_v1,binance,BTCUSDT,range_or_de_risk->high_volatility->down_or_flat_momentum->fvg_retrace_continuation,2,73,0.4657534246575342,-0.0005774175860959521,0.9373955221221384,2020-12-01 18:00:00+00:00,2023-02-28 00:00:00+00:00
fvg_retrace_continuation_v1,binance,BTCUSDT,range_or_de_risk->high_volatility->down_or_flat_momentum->fvg_retrace_continuation,3,73,0.3561643835616438,-0.003513933385714044,0.5513461844279367,2023-02-28 01:00:00+00:00,2024-12-11 00:00:00+00:00
