provider,symbol,strategy,entry_time,exit_time,direction,return,main_regime,sub_regime,sub_sub_regime_or_profit_factor,profit_factor,branch_path
binance,BTCUSDT,trend_pullback_resume_v1,2017-09-10 16:00:00+00:00,2017-09-11 04:00:00+00:00,short,-0.009477272947397974,range_or_de_risk,high_volatility,down_or_flat_momentum,trend_pullback_resume,range_or_de_risk->high_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-09-11 04:00:00+00:00,2017-09-11 16:00:00+00:00,short,-0.019671289655602386,range_or_de_risk,high_volatility,up_momentum,trend_pullback_resume,range_or_de_risk->high_volatility->up_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-09-13 22:00:00+00:00,2017-09-14 10:00:00+00:00,short,0.06942187725759896,range_or_de_risk,high_volatility,down_or_flat_momentum,trend_pullback_resume,range_or_de_risk->high_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-09-15 12:00:00+00:00,2017-09-16 00:00:00+00:00,short,-0.12162162162162171,range_or_de_risk,high_volatility,down_or_flat_momentum,trend_pullback_resume,range_or_de_risk->high_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-09-17 13:00:00+00:00,2017-09-18 01:00:00+00:00,short,-0.028037383177569986,range_or_de_risk,normal_volatility,down_or_flat_momentum,trend_pullback_resume,range_or_de_risk->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-09-19 09:00:00+00:00,2017-09-19 21:00:00+00:00,long,-0.023397289477691374,trend_expansion,normal_volatility,up_momentum,trend_pullback_resume,trend_expansion->normal_volatility->up_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-09-22 21:00:00+00:00,2017-09-23 09:00:00+00:00,short,-0.02831513626417892,range_or_de_risk,normal_volatility,down_or_flat_momentum,trend_pullback_resume,range_or_de_risk->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-09-25 01:00:00+00:00,2017-09-25 13:00:00+00:00,short,-0.029795675893679485,range_or_de_risk,normal_volatility,down_or_flat_momentum,trend_pullback_resume,range_or_de_risk->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-09-26 14:00:00+00:00,2017-09-27 02:00:00+00:00,long,-7.160594227018091e-05,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-09-27 02:00:00+00:00,2017-09-27 14:00:00+00:00,long,0.04782340710126065,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-09-28 10:00:00+00:00,2017-09-28 22:00:00+00:00,long,0.00048216007714563247,trend_expansion,normal_volatility,up_momentum,trend_pullback_resume,trend_expansion->normal_volatility->up_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-09-28 22:00:00+00:00,2017-09-29 10:00:00+00:00,long,-0.0011325301204818672,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-10-01 02:00:00+00:00,2017-10-01 14:00:00+00:00,long,-0.0013894688007421996,trend_expansion,normal_volatility,up_momentum,trend_pullback_resume,trend_expansion->normal_volatility->up_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-10-01 14:00:00+00:00,2017-10-02 02:00:00+00:00,long,0.02670841647290012,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-10-02 12:00:00+00:00,2017-10-03 00:00:00+00:00,long,-0.003918155103487919,trend_expansion,normal_volatility,up_momentum,trend_pullback_resume,trend_expansion->normal_volatility->up_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-10-03 00:00:00+00:00,2017-10-03 12:00:00+00:00,long,-0.03894323022549573,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-10-05 09:00:00+00:00,2017-10-05 21:00:00+00:00,short,-0.029503800796357504,range_or_de_risk,normal_volatility,down_or_flat_momentum,trend_pullback_resume,range_or_de_risk->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-10-06 17:00:00+00:00,2017-10-07 05:00:00+00:00,long,0.01124727869820319,trend_expansion,normal_volatility,up_momentum,trend_pullback_resume,trend_expansion->normal_volatility->up_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-10-07 07:00:00+00:00,2017-10-07 19:00:00+00:00,long,0.00031841255191511486,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-10-09 06:00:00+00:00,2017-10-09 18:00:00+00:00,long,0.04641209810003977,trend_expansion,normal_volatility,up_momentum,trend_pullback_resume,trend_expansion->normal_volatility->up_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-10-10 11:00:00+00:00,2017-10-10 23:00:00+00:00,long,-0.0014488517745301355,trend_expansion,normal_volatility,up_momentum,trend_pullback_resume,trend_expansion->normal_volatility->up_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-10-10 23:00:00+00:00,2017-10-11 11:00:00+00:00,long,0.007511927510840177,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-10-11 11:00:00+00:00,2017-10-11 23:00:00+00:00,long,0.0005063301646197615,trend_expansion,normal_volatility,up_momentum,trend_pullback_resume,trend_expansion->normal_volatility->up_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-10-13 19:00:00+00:00,2017-10-14 07:00:00+00:00,long,0.01698509981129659,trend_expansion,high_volatility,up_momentum,trend_pullback_resume,trend_expansion->high_volatility->up_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-10-14 07:00:00+00:00,2017-10-14 19:00:00+00:00,long,0.01708526358427931,trend_expansion,normal_volatility,up_momentum,trend_pullback_resume,trend_expansion->normal_volatility->up_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-10-15 04:00:00+00:00,2017-10-15 16:00:00+00:00,long,-0.04341496503983022,trend_expansion,normal_volatility,up_momentum,trend_pullback_resume,trend_expansion->normal_volatility->up_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-10-17 04:00:00+00:00,2017-10-17 16:00:00+00:00,long,-0.01268691411187195,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-10-21 17:00:00+00:00,2017-10-22 05:00:00+00:00,long,-0.015894595670248646,trend_expansion,normal_volatility,up_momentum,trend_pullback_resume,trend_expansion->normal_volatility->up_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-10-25 07:00:00+00:00,2017-10-25 19:00:00+00:00,short,-0.006958392207178088,range_or_de_risk,high_volatility,down_or_flat_momentum,trend_pullback_resume,range_or_de_risk->high_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-10-25 19:00:00+00:00,2017-10-26 07:00:00+00:00,short,-0.01596037325696642,range_or_de_risk,high_volatility,down_or_flat_momentum,trend_pullback_resume,range_or_de_risk->high_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-10-28 22:00:00+00:00,2017-10-29 10:00:00+00:00,short,-0.006272587691334763,range_or_de_risk,normal_volatility,down_or_flat_momentum,trend_pullback_resume,range_or_de_risk->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-10-30 14:00:00+00:00,2017-10-31 02:00:00+00:00,long,0.012077557755775459,trend_expansion,normal_volatility,up_momentum,trend_pullback_resume,trend_expansion->normal_volatility->up_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-10-31 07:00:00+00:00,2017-10-31 19:00:00+00:00,long,0.034658724995668466,trend_expansion,normal_volatility,up_momentum,trend_pullback_resume,trend_expansion->normal_volatility->up_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-11-02 18:00:00+00:00,2017-11-03 06:00:00+00:00,long,0.04709196610708255,trend_expansion,high_volatility,up_momentum,trend_pullback_resume,trend_expansion->high_volatility->up_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-11-03 20:00:00+00:00,2017-11-04 08:00:00+00:00,long,-0.004326830801583359,trend_expansion,normal_volatility,up_momentum,trend_pullback_resume,trend_expansion->normal_volatility->up_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-11-04 08:00:00+00:00,2017-11-04 20:00:00+00:00,long,0.033679708223738114,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-11-05 21:00:00+00:00,2017-11-06 09:00:00+00:00,long,-0.002902674392568194,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-11-08 22:00:00+00:00,2017-11-09 10:00:00+00:00,long,-0.0025093666803372994,trend_expansion,high_volatility,up_momentum,trend_pullback_resume,trend_expansion->high_volatility->up_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-11-11 01:00:00+00:00,2017-11-11 13:00:00+00:00,short,0.06406066595286874,range_or_de_risk,high_volatility,down_or_flat_momentum,trend_pullback_resume,range_or_de_risk->high_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-11-12 08:00:00+00:00,2017-11-12 20:00:00+00:00,short,0.032029176315888086,range_or_de_risk,high_volatility,down_or_flat_momentum,trend_pullback_resume,range_or_de_risk->high_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-11-13 00:00:00+00:00,2017-11-13 12:00:00+00:00,short,-0.09689381938707498,range_or_de_risk,high_volatility,down_or_flat_momentum,trend_pullback_resume,range_or_de_risk->high_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-11-17 07:00:00+00:00,2017-11-17 19:00:00+00:00,long,0.040193384902640794,trend_expansion,high_volatility,up_momentum,trend_pullback_resume,trend_expansion->high_volatility->up_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-11-17 19:00:00+00:00,2017-11-18 07:00:00+00:00,long,-0.015950006218450885,trend_expansion,high_volatility,up_momentum,trend_pullback_resume,trend_expansion->high_volatility->up_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-11-19 15:00:00+00:00,2017-11-20 03:00:00+00:00,long,0.02871347428780835,trend_expansion,normal_volatility,up_momentum,trend_pullback_resume,trend_expansion->normal_volatility->up_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-11-21 02:00:00+00:00,2017-11-21 14:00:00+00:00,long,0.033088989195986684,trend_expansion,normal_volatility,up_momentum,trend_pullback_resume,trend_expansion->normal_volatility->up_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-11-21 21:00:00+00:00,2017-11-22 09:00:00+00:00,long,0.01372839808800097,trend_expansion,high_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->high_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-11-22 23:00:00+00:00,2017-11-23 11:00:00+00:00,long,-0.012911410298906079,trend_expansion,normal_volatility,up_momentum,trend_pullback_resume,trend_expansion->normal_volatility->up_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-11-27 09:00:00+00:00,2017-11-27 21:00:00+00:00,long,0.03496388388621008,trend_expansion,high_volatility,up_momentum,trend_pullback_resume,trend_expansion->high_volatility->up_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-11-29 17:00:00+00:00,2017-11-30 05:00:00+00:00,long,-0.00247719938739277,trend_expansion,high_volatility,up_momentum,trend_pullback_resume,trend_expansion->high_volatility->up_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-11-30 05:00:00+00:00,2017-11-30 17:00:00+00:00,long,-0.08733345066211351,trend_expansion,high_volatility,up_momentum,trend_pullback_resume,trend_expansion->high_volatility->up_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-12-02 14:00:00+00:00,2017-12-03 02:00:00+00:00,long,0.008936289156804333,trend_expansion,normal_volatility,up_momentum,trend_pullback_resume,trend_expansion->normal_volatility->up_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-12-03 23:00:00+00:00,2017-12-04 11:00:00+00:00,long,-0.003993583755545038,trend_expansion,high_volatility,up_momentum,trend_pullback_resume,trend_expansion->high_volatility->up_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-12-04 20:00:00+00:00,2017-12-05 08:00:00+00:00,long,0.04022658579539873,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-12-05 16:00:00+00:00,2017-12-06 04:00:00+00:00,long,0.056254700814937,trend_expansion,normal_volatility,up_momentum,trend_pullback_resume,trend_expansion->normal_volatility->up_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-12-08 05:00:00+00:00,2017-12-08 17:00:00+00:00,long,-0.040523241033370794,trend_expansion,high_volatility,up_momentum,trend_pullback_resume,trend_expansion->high_volatility->up_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-12-08 17:00:00+00:00,2017-12-09 05:00:00+00:00,long,0.015905861402731203,trend_expansion,high_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->high_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-12-09 07:00:00+00:00,2017-12-09 19:00:00+00:00,long,-0.09335130811518377,trend_expansion,high_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->high_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-12-12 03:00:00+00:00,2017-12-12 15:00:00+00:00,long,0.001453831041257292,trend_expansion,high_volatility,up_momentum,trend_pullback_resume,trend_expansion->high_volatility->up_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-12-12 15:00:00+00:00,2017-12-13 03:00:00+00:00,long,-0.03945455035900658,trend_expansion,high_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->high_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-12-15 22:00:00+00:00,2017-12-16 10:00:00+00:00,long,0.015578721478718638,trend_expansion,normal_volatility,up_momentum,trend_pullback_resume,trend_expansion->normal_volatility->up_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-12-17 14:00:00+00:00,2017-12-18 02:00:00+00:00,long,-0.05178372757993244,trend_expansion,normal_volatility,up_momentum,trend_pullback_resume,trend_expansion->normal_volatility->up_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-12-18 05:00:00+00:00,2017-12-18 17:00:00+00:00,long,-0.015124087282606169,trend_expansion,high_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->high_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-12-21 03:00:00+00:00,2017-12-21 15:00:00+00:00,short,0.14798092187280887,range_or_de_risk,high_volatility,up_momentum,trend_pullback_resume,range_or_de_risk->high_volatility->up_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-12-22 20:00:00+00:00,2017-12-23 08:00:00+00:00,short,0.0254100426281062,range_or_de_risk,high_volatility,down_or_flat_momentum,trend_pullback_resume,range_or_de_risk->high_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-12-24 22:00:00+00:00,2017-12-25 10:00:00+00:00,short,-0.05307108350586609,range_or_de_risk,high_volatility,down_or_flat_momentum,trend_pullback_resume,range_or_de_risk->high_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-12-27 13:00:00+00:00,2017-12-28 01:00:00+00:00,long,-0.0240953395482828,trend_expansion,normal_volatility,up_momentum,trend_pullback_resume,trend_expansion->normal_volatility->up_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-12-29 20:00:00+00:00,2017-12-30 08:00:00+00:00,long,-0.06925626891347214,trend_expansion,high_volatility,up_momentum,trend_pullback_resume,trend_expansion->high_volatility->up_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-12-30 19:00:00+00:00,2017-12-31 07:00:00+00:00,short,0.018599693251533767,range_or_de_risk,high_volatility,down_or_flat_momentum,trend_pullback_resume,range_or_de_risk->high_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-12-31 07:00:00+00:00,2017-12-31 19:00:00+00:00,short,-0.07678867525274558,range_or_de_risk,high_volatility,down_or_flat_momentum,trend_pullback_resume,range_or_de_risk->high_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2018-01-02 07:00:00+00:00,2018-01-02 19:00:00+00:00,short,-0.10415573709060921,range_or_de_risk,normal_volatility,down_or_flat_momentum,trend_pullback_resume,range_or_de_risk->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2018-01-03 18:00:00+00:00,2018-01-04 07:00:00+00:00,long,-0.00013355959368044346,trend_expansion,normal_volatility,up_momentum,trend_pullback_resume,trend_expansion->normal_volatility->up_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2018-01-04 07:00:00+00:00,2018-01-04 19:00:00+00:00,long,0.00998033631678874,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2018-01-06 04:00:00+00:00,2018-01-06 16:00:00+00:00,long,0.02563131106144545,trend_expansion,normal_volatility,up_momentum,trend_pullback_resume,trend_expansion->normal_volatility->up_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2018-01-07 04:00:00+00:00,2018-01-07 16:00:00+00:00,long,-0.03305386558110779,trend_expansion,normal_volatility,up_momentum,trend_pullback_resume,trend_expansion->normal_volatility->up_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2018-01-10 15:00:00+00:00,2018-01-11 03:00:00+00:00,short,0.10277466241202227,range_or_de_risk,high_volatility,down_or_flat_momentum,trend_pullback_resume,range_or_de_risk->high_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2018-01-11 15:00:00+00:00,2018-01-12 03:00:00+00:00,short,0.007743185309154299,range_or_de_risk,high_volatility,down_or_flat_momentum,trend_pullback_resume,range_or_de_risk->high_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2018-01-12 07:00:00+00:00,2018-01-12 19:00:00+00:00,short,0.0003672923267969974,range_or_de_risk,high_volatility,up_momentum,trend_pullback_resume,range_or_de_risk->high_volatility->up_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2018-01-14 22:00:00+00:00,2018-01-15 10:00:00+00:00,short,-0.014719000892060574,range_or_de_risk,high_volatility,down_or_flat_momentum,trend_pullback_resume,range_or_de_risk->high_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2018-01-15 10:00:00+00:00,2018-01-15 22:00:00+00:00,short,-0.006351648351648365,range_or_de_risk,normal_volatility,up_momentum,trend_pullback_resume,range_or_de_risk->normal_volatility->up_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2018-01-17 16:00:00+00:00,2018-01-18 04:00:00+00:00,short,-0.04656117776393209,range_or_de_risk,high_volatility,down_or_flat_momentum,trend_pullback_resume,range_or_de_risk->high_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2018-01-18 04:00:00+00:00,2018-01-18 16:00:00+00:00,short,-0.04708744040813628,range_or_de_risk,high_volatility,up_momentum,trend_pullback_resume,range_or_de_risk->high_volatility->up_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2018-01-23 03:00:00+00:00,2018-01-23 15:00:00+00:00,short,0.007844946931241381,range_or_de_risk,high_volatility,down_or_flat_momentum,trend_pullback_resume,range_or_de_risk->high_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2018-01-23 23:00:00+00:00,2018-01-24 11:00:00+00:00,short,-0.028874414538881732,range_or_de_risk,high_volatility,up_momentum,trend_pullback_resume,range_or_de_risk->high_volatility->up_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2018-01-26 15:00:00+00:00,2018-01-27 03:00:00+00:00,short,0.014608197993335015,range_or_de_risk,normal_volatility,up_momentum,trend_pullback_resume,range_or_de_risk->normal_volatility->up_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2018-01-27 03:00:00+00:00,2018-01-27 15:00:00+00:00,short,-0.04369321802457882,range_or_de_risk,normal_volatility,down_or_flat_momentum,trend_pullback_resume,range_or_de_risk->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2018-01-28 18:00:00+00:00,2018-01-29 06:00:00+00:00,long,-0.02996265806670617,trend_expansion,normal_volatility,up_momentum,trend_pullback_resume,trend_expansion->normal_volatility->up_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2018-01-31 07:00:00+00:00,2018-01-31 19:00:00+00:00,short,0.016121595330739202,range_or_de_risk,normal_volatility,down_or_flat_momentum,trend_pullback_resume,range_or_de_risk->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2018-01-31 20:00:00+00:00,2018-02-01 08:00:00+00:00,short,0.024080121112396213,range_or_de_risk,normal_volatility,up_momentum,trend_pullback_resume,range_or_de_risk->normal_volatility->up_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2018-02-02 13:00:00+00:00,2018-02-03 01:00:00+00:00,short,0.026476505002218875,range_or_de_risk,high_volatility,down_or_flat_momentum,trend_pullback_resume,range_or_de_risk->high_volatility->down_or_flat_momentum->trend_pullback_resume
