label,rule_id,rule,calibration_support,calibration_label_hits,calibration_precision,calibration_wilson95_lcb,heldout_market_support,heldout_market_label_hits,heldout_market_precision,heldout_market_wilson95_lcb,heldout_time_support,heldout_time_label_hits,heldout_time_precision,heldout_time_wilson95_lcb,test_support,test_label_hits,test_precision,test_wilson95_lcb,accepted_single_atom_confidence_95,blockers,min_split_support,min_split_wilson95_lcb
Bear,returns_le_-0.01552237502,returns <= -0.01552237502,22347,8639,0.386584329,0.380219677,2430,1150,0.4732510288,0.4534574096,7056,2941,0.41680839,0.4053528625,3501,1260,0.3598971722,0.3441598392,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,2430,0.3441598392
Bear,vix_ge_21.82999992,vix >= 21.82999992,44711,15944,0.3566012838,0.3521738844,7920,3534,0.4462121212,0.435292994,17255,6048,0.3505070994,0.3434219694,2485,999,0.4020120724,0.382900106,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,2485,0.3434219694
Bear,volatility_ge_0.9564397693,volatility >= 0.9564397693,2980,1084,0.3637583893,0.346671429,33,27,0.8181818182,0.6561176837,707,294,0.4158415842,0.38006164,122,51,0.4180327869,0.3343217584,False,calibration_wilson95_below_0.95;heldout_market_support_below_50;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,33,0.3343217584
Bear,vix_ge_20.63999939,vix >= 20.63999939,52152,17610,0.3376668201,0.3336201326,9344,3826,0.4094606164,0.399529412,20335,6842,0.3364642242,0.3300014223,3640,1340,0.3681318681,0.3526105762,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,3640,0.3300014223
Bear,returns_le_-0.0116448263,returns <= -0.0116448263,29796,10738,0.3603839442,0.3549508202,3567,1483,0.4157555369,0.3996807844,9310,3660,0.3931256713,0.3832499483,4934,1684,0.341305229,0.3282031901,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,3567,0.3282031901
Bear,vix_ge_19.45000076,vix >= 19.45000076,59641,19155,0.3211716772,0.317435948,10768,4034,0.374628529,0.3655325746,22855,7536,0.3297309123,0.3236651369,5320,1757,0.3302631579,0.3177517134,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,5320,0.317435948
Bear,returns_le_-0.008791377553,returns <= -0.008791377553,37244,12588,0.3379873268,0.333200251,4761,1768,0.3713505566,0.3577349551,11520,4285,0.3719618056,0.3631798523,6316,2062,0.3264724509,0.3150164323,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,4761,0.3150164323
Bear,regime_confidence_le_0.5,regime_confidence <= 0.5,89739,27630,0.3078928894,0.3048809086,10411,3421,0.3285947555,0.3196369687,23917,8702,0.3638416189,0.3577666914,14796,4918,0.3323871317,0.3248411727,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,10411,0.3048809086
Bear,regime_confidence_le_0.333,regime_confidence <= 0.333,28328,9802,0.346018074,0.3404997649,3516,1119,0.3182593857,0.3030682927,7493,2807,0.3746163086,0.3637237747,4841,1853,0.3827721545,0.3691780103,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,3516,0.3030682927
Bear,returns_le_-0.006451652502,returns <= -0.006451652502,44693,14273,0.3193564988,0.3150497709,6047,1983,0.3279312056,0.3162112025,13718,4859,0.3542061525,0.3462445257,7768,2424,0.3120494336,0.3018409846,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,6047,0.3018409846
Bear,vix_ge_18.37000084,vix >= 18.37000084,67134,20711,0.3085023982,0.3050196106,12256,4180,0.3410574413,0.3327155263,25340,8143,0.3213496448,0.3156272426,7735,2326,0.3007110537,0.2905927403,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,7735,0.2905927403
Bear,regime_confidence_le_0.385,regime_confidence <= 0.385,44200,14801,0.3348642534,0.3304790372,5032,1511,0.3002782194,0.2877695685,11032,4076,0.3694706309,0.3605108636,6914,2212,0.3199305756,0.3090383516,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,5032,0.2877695685
Bear,vix_ge_17.38999939,vix >= 17.38999939,74497,22021,0.2955957958,0.292329687,13668,4296,0.3143107989,0.3065810372,27615,8593,0.3111714648,0.3057375628,9870,2911,0.2949341439,0.2860189608,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,9870,0.2860189608
Bear,returns_le_-0.004456064828,returns <= -0.004456064828,52142,15782,0.3026734686,0.2987448263,7469,2185,0.292542509,0.2823340623,15835,5332,0.3367224503,0.3294020753,9122,2737,0.30004385,0.2907252285,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,7469,0.2823340623
Bear,volatility_ge_0.7166634134,volatility >= 0.7166634134,7449,2436,0.3270237616,0.3164618829,250,136,0.544,0.4820604032,1728,513,0.296875,0.2758030797,597,194,0.324958124,0.2886109285,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,250,0.2758030797
Bear,vix_ge_16.46999931,vix >= 16.46999931,81982,23390,0.2853065307,0.2822256064,15204,4380,0.2880820837,0.2809378198,29925,8970,0.2997493734,0.2945845145,13055,3636,0.2785139793,0.2708905054,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,13055,0.2708905054
Bear,regime_confidence_le_0.4,regime_confidence <= 0.4,50009,15678,0.3135035694,0.3094520529,5396,1652,0.3061527057,0.2939968156,13766,4464,0.3242772047,0.3165075253,8418,2358,0.2801140413,0.2706232562,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,5396,0.2706232562
Bear,volatility_ge_0.2772657977,volatility >= 0.2772657977,59591,18387,0.308553305,0.3048572111,3670,1816,0.4948228883,0.4786611082,20707,6952,0.3357318781,0.3293307013,9733,2693,0.2766875578,0.2678894181,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,3670,0.2678894181
Bear,volatility_ge_0.3026019394,volatility >= 0.3026019394,52142,15963,0.3061447585,0.3022031974,2760,1368,0.4956521739,0.4770182501,17292,5758,0.3329863521,0.3259997799,7895,2171,0.2749841672,0.2652462172,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,2760,0.2652462172
Bear,volatility_ge_0.2557353045,volatility >= 0.2557353045,67039,20604,0.3073434866,0.3038619564,4624,2273,0.4915657439,0.4771692757,23615,7820,0.3311454584,0.3251708857,11689,3146,0.2691419283,0.2611785397,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,4624,0.2611785397
Bull,regime_confidence_ge_0.6,regime_confidence >= 0.6,58127,32919,0.5663289005,0.5622958663,15820,8952,0.5658659924,0.5581274342,20730,11238,0.5421128799,0.5353234712,12677,7314,0.5769503826,0.5683282185,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,12677,0.5353234712
Bull,vix_le_13.43000031,vix <= 13.43000031,37305,20689,0.5545905375,0.5495416907,5424,4345,0.8010693215,0.7902342072,7479,4353,0.5820296831,0.5708121687,4674,2409,0.5154043646,0.5010701881,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,4674,0.5010701881
Bull,vix_le_16.46999931,vix <= 16.46999931,67154,35117,0.5229323644,0.5191534829,11052,7762,0.7023163228,0.6937226657,15459,8459,0.5471893395,0.5393319277,14789,7492,0.5065927378,0.4985343749,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,11052,0.4985343749
Bull,vix_le_15.59000015,vix <= 15.59000015,59663,31773,0.5325411059,0.5285356023,9428,6874,0.7291047942,0.7200419675,12309,6941,0.563896336,0.5551171984,11639,5905,0.5073459919,0.4982623995,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,9428,0.4982623995
Bull,regime_confidence_ge_0.5,regime_confidence >= 0.5,77463,40267,0.5198223668,0.5163031992,19501,10303,0.5283318804,0.5213206464,26340,13276,0.5040242976,0.4979861089,16581,8820,0.5319341415,0.5243326668,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,16581,0.4979861089
Bull,vix_le_14.06999969,vix <= 14.06999969,44788,24661,0.5506162365,0.5460052794,6736,5254,0.7799881235,0.7699373895,9054,5276,0.582725867,0.5725357528,6879,3504,0.5093763628,0.4975609127,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,6736,0.4975609127
Bull,vix_le_14.81000042,vix <= 14.81000042,52208,28300,0.5420625192,0.5377858479,8052,6056,0.7521112767,0.7425613675,10489,6010,0.5729812184,0.5634900156,9259,4688,0.5063181769,0.4961340671,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,8052,0.4961340671
Bull,vix_le_17.38999939,vix <= 17.38999939,74512,38481,0.5164403049,0.5128514039,12572,8647,0.6877982819,0.6796417813,17769,9646,0.5428555349,0.5355224316,17974,8901,0.495215311,0.4879078134,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,12572,0.4879078134
Bull,volatility_le_0.2772657977,volatility <= 0.2772657977,89386,45152,0.5051350323,0.5018572482,22566,12330,0.5463972348,0.5398943813,24677,12538,0.5080844511,0.5018461123,18111,8917,0.4923527138,0.4850740228,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,18111,0.4850740228
Bull,volatility_le_0.1802338131,volatility <= 0.1802338131,44693,24268,0.5429933099,0.5383714617,15779,10142,0.6427530262,0.6352423284,10784,6033,0.559439911,0.5500504356,7130,3536,0.4959326788,0.4843326247,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,7130,0.4843326247
Bull,volatility_le_0.3026019394,volatility <= 0.3026019394,96834,47743,0.4930396348,0.4898910501,23476,12521,0.5333532118,0.5269665563,28092,13955,0.4967606436,0.4909146941,19949,9786,0.4905509048,0.4836162595,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,19949,0.4836162595
Bull,volatility_le_0.2557353045,volatility <= 0.2557353045,81937,42313,0.5164089483,0.5129865423,21612,12123,0.5609383676,0.5543117295,21769,11282,0.5182599109,0.5116197049,16155,7915,0.4899411947,0.4822358806,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,16155,0.4822358806
Bull,close_ge_151.1677628,close >= 151.1677628,1490,1060,0.711409396,0.6878821396,26236,12786,0.487345632,0.4812996712,11147,5523,0.4954696331,0.4861912263,11971,6212,0.5189207251,0.5099657043,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,1490,0.4812996712
Bull,volatility_le_0.153937167,volatility <= 0.153937167,29796,16264,0.5458450799,0.540186182,12582,8650,0.6874900652,0.6793347431,6897,3942,0.5715528491,0.559837493,4097,2034,0.496460825,0.4811613462,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,4097,0.4811613462
Bull,volatility_le_0.1670667007,volatility <= 0.1670667007,37244,20203,0.5424497906,0.5373860379,14326,9490,0.6624319419,0.6546458204,8874,5047,0.5687401397,0.5584083691,5521,2726,0.493751132,0.4805721722,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,5521,0.4805721722
Bull,regime_confidence_ge_0.455,regime_confidence >= 0.455,82693,40267,0.4869456907,0.4835396624,19656,10303,0.5241656492,0.5171798836,27342,13276,0.4855533611,0.479631717,17039,8820,0.5176360115,0.5101300403,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,17039,0.479631717
Bull,vix_le_18.37000084,vix <= 18.37000084,81945,41961,0.5120629691,0.5086400864,13996,9436,0.6741926265,0.6663811566,20044,10647,0.5311814009,0.5242676494,20144,9777,0.4853554408,0.4784571459,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,13996,0.4784571459
Bull,volatility_le_0.3329411653,volatility <= 0.3329411653,104283,50134,0.480749499,0.4777178448,24176,12607,0.5214675711,0.5151677829,31188,15238,0.4885853533,0.483039424,21545,10475,0.4861916918,0.4795208559,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,21545,0.4777178448
Bull,volatility_le_0.1934948601,volatility <= 0.1934948601,52142,28048,0.5379156918,0.5336337629,17118,10689,0.6244304241,0.6171487449,12770,7089,0.5551292091,0.5464947169,8982,4379,0.4875306168,0.4772011093,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,8982,0.4772011093
Bull,volatility_le_0.2370440598,volatility <= 0.2370440598,74488,39071,0.5245274407,0.5209399255,20708,11895,0.5744156848,0.5676683094,19132,10124,0.5291657955,0.5220877437,14251,6914,0.4851589362,0.4769585597,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,14251,0.4769585597
Bull,close_ge_132.6816711,close >= 132.6816711,2980,1925,0.6459731544,0.6286254502,26236,12786,0.487345632,0.4812996712,13371,6479,0.4845561289,0.4760908932,13783,6935,0.5031560618,0.4948092079,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,2980,0.4760908932
Bull,vix_le_12.89000034,vix <= 12.89000034,29820,16616,0.5572099262,0.5515652069,4156,3431,0.8255534167,0.8137166262,5939,3445,0.5800639838,0.5674639497,2889,1424,0.4929041191,0.4746950636,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,2889,0.4746950636
Bull,volatility_le_0.2067864525,volatility <= 0.2067864525,59591,31778,0.5332684466,0.5292608611,18400,11155,0.60625,0.5991690016,14742,8052,0.5461945462,0.5381468376,10757,5201,0.4834991169,0.4740631283,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,10757,0.4740631283
Bull,volatility_le_0.1404278249,volatility <= 0.1404278249,22347,12266,0.5488879939,0.5423560178,10688,7589,0.7100486527,0.7013722593,5104,2906,0.5693573668,0.5557257115,2816,1386,0.4921875,0.4737457455,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,2816,0.4737457455
Bull,volatility_le_0.2209908165,volatility <= 0.2209908165,67039,35446,0.5287370038,0.5249568222,19603,11541,0.5887364179,0.581831459,16945,9144,0.5396282089,0.5321154476,12458,6004,0.4819393161,0.4731719757,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,12458,0.4731719757
Bull,vix_le_19.45000076,vix <= 19.45000076,89399,45008,0.5034508216,0.5001732534,15480,10130,0.6543927649,0.6468637149,22529,11717,0.5200852235,0.5135586174,22559,10806,0.4790105944,0.4724958092,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,15480,0.4724958092
Bull,close_ge_106.4164944,close >= 106.4164944,7449,3911,0.5250369177,0.5136866439,26236,12786,0.487345632,0.4812996712,16850,8065,0.4786350148,0.4710981387,16035,7998,0.4987839102,0.4910461732,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,7449,0.4710981387
Bull,volatility_le_0.3683214542,volatility <= 0.3683214542,111732,52453,0.4694536928,0.4665285033,24626,12662,0.5141720133,0.5079279606,34353,16422,0.4780368527,0.4727573846,22895,11029,0.4817208998,0.4752522275,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,22895,0.4665285033
Bull,vix_le_20.63999939,vix <= 20.63999939,96855,47778,0.4932940994,0.4901458241,16904,10691,0.6324538571,0.6251563799,25049,12684,0.5063675197,0.5001756348,24274,11473,0.4726456291,0.4663699195,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,16904,0.4663699195
Bull,close_ge_47.29690552,close >= 47.29690552,29796,14788,0.4963082293,0.4906319616,26236,12786,0.487345632,0.4812996712,29251,13806,0.4719838638,0.4662670098,22256,10492,0.4714234364,0.4648707408,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,22256,0.4648707408
Crisis,volatility_ge_0.5480683811,volatility >= 0.5480683811,14898,7663,0.5143643442,0.5063361247,520,247,0.475,0.4324193032,4020,1926,0.4791044776,0.4636890061,1393,720,0.5168700646,0.4906178427,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,520,0.4324193032
Crisis,volatility_ge_0.411418579,volatility >= 0.411418579,29796,15118,0.5073835414,0.5017063102,1172,549,0.4684300341,0.4400112283,8304,3643,0.4387042389,0.4280620188,3691,1794,0.4860471417,0.469945873,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,1172,0.4280620188
Crisis,volatility_ge_0.4669575656,volatility >= 0.4669575656,22347,11438,0.5118360406,0.5052808661,813,365,0.4489544895,0.4150843012,5917,2786,0.4708467129,0.4581514763,2513,1252,0.4982093116,0.4786782156,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,813,0.4150843012
Crisis,volatility_ge_0.7166634134,volatility >= 0.7166634134,7449,3877,0.5204725467,0.509119907,250,108,0.432,0.3720831254,1728,890,0.5150462963,0.4914750203,597,260,0.4355108878,0.3962754123,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,250,0.3720831254
Crisis,volatility_ge_0.3683214542,volatility >= 0.3683214542,37244,16881,0.4532542154,0.4482035683,1610,640,0.397515528,0.3738818942,11031,3967,0.359622881,0.350717832,4949,2008,0.405738533,0.3921362757,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,1610,0.350717832
Crisis,returns_ge_0.05139043521,returns >= 0.05139043521,2980,1331,0.4466442953,0.4288749713,106,43,0.4056603774,0.3170748814,886,350,0.39503386,0.3633638832,343,118,0.3440233236,0.295726685,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,106,0.295726685
Crisis,volatility_ge_0.3329411653,volatility >= 0.3329411653,44693,17819,0.3986977827,0.3941672946,2060,689,0.3344660194,0.3144168015,14196,4218,0.297125951,0.2896641385,6299,2156,0.3422765518,0.3306586936,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,2060,0.2896641385
Crisis,vix_ge_44.52999878,vix >= 44.52999878,3008,1021,0.3394281915,0.3227208807,480,153,0.31875,0.2786424262,805,346,0.4298136646,0.3960288408,105,41,0.3904761905,0.3026079174,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,105,0.2786424262
Crisis,returns_ge_0.03336071585,returns >= 0.03336071585,7449,2950,0.3960263123,0.3849763185,372,115,0.3091397849,0.2643281883,2286,698,0.3053368329,0.2867970819,970,281,0.2896907216,0.2620180741,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,372,0.2620180741
Crisis,vix_ge_35.54000092,vix >= 35.54000092,7468,2769,0.3707820032,0.3598962177,1168,365,0.3125,0.2865691165,1820,608,0.3340659341,0.3127661818,210,67,0.319047619,0.2597413332,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,210,0.2597413332
Crisis,volatility_ge_0.3026019394,volatility >= 0.3026019394,52142,18686,0.3583675348,0.354262236,2760,771,0.2793478261,0.2629243536,17292,4415,0.2553203794,0.248876122,7895,2309,0.2924635845,0.2825322586,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,2760,0.248876122
Crisis,returns_ge_0.06827942058,returns >= 0.06827942058,1490,684,0.4590604027,0.4338954667,46,17,0.3695652174,0.2452375459,429,179,0.4172494172,0.3715240459,172,67,0.3895348837,0.3198316698,False,calibration_wilson95_below_0.95;heldout_market_support_below_50;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,46,0.2452375459
Crisis,returns_le_-0.06284239557,returns <= -0.06284239557,1490,619,0.4154362416,0.3906628853,52,18,0.3461538462,0.2315100767,446,198,0.4439461883,0.3985087079,177,79,0.4463276836,0.3750064899,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,52,0.2315100767
Crisis,returns_le_-0.04801132328,returns <= -0.04801132328,2980,1182,0.3966442953,0.3792240074,128,37,0.2890625,0.2175839977,927,333,0.359223301,0.3289778557,353,134,0.3796033994,0.3305315685,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,128,0.2175839977
Crisis,volatility_ge_0.2772657977,volatility >= 0.2772657977,59591,19548,0.3280361128,0.324277735,3670,838,0.2283378747,0.2150455028,20707,4553,0.2198773362,0.2142885114,9733,2457,0.2524401521,0.2439086507,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,3670,0.2142885114
