row_id,open_dt,nq_aq_15m_ret_1,nq_aq_15m_ret_4,nq_aq_15m_ret_8,nq_aq_15m_ret_16,nq_aq_15m_ret_32,nq_aq_15m_range_pct,nq_aq_15m_vol_16,nq_aq_15m_vol_64,nq_aq_15m_eff_16,nq_aq_15m_dd_16,nq_aq_15m_pos_16,nq_aq_15m_trend_dir,qqq_yf_1h_ret_1,qqq_yf_1h_ret_4,qqq_yf_1h_ret_8,qqq_yf_1h_ret_16,qqq_yf_1h_ret_32,qqq_yf_1h_range_pct,qqq_yf_1h_vol_16,qqq_yf_1h_vol_64,qqq_yf_1h_eff_16,qqq_yf_1h_dd_16,qqq_yf_1h_pos_16,qqq_yf_1h_trend_dir,qqq_ibkr_1h_ret_1,qqq_ibkr_1h_ret_4,qqq_ibkr_1h_ret_8,qqq_ibkr_1h_ret_16,qqq_ibkr_1h_ret_32,qqq_ibkr_1h_range_pct,qqq_ibkr_1h_vol_16,qqq_ibkr_1h_vol_64,qqq_ibkr_1h_eff_16,qqq_ibkr_1h_dd_16,qqq_ibkr_1h_pos_16,qqq_ibkr_1h_trend_dir,provider_observations,provider_bull_votes,provider_expansion_votes,provider_guardrail_votes,entry_hour_sin,entry_hour_cos,entry_dow_sin,entry_dow_cos,target_provider_agreement_trend_expansion_release_v2,target_release_allowed_v2,target_path_specific_edge_v2,target_transition_stable_v2,target_provider_agreement_v2,target_provider_agreement_trend_expansion_event
17,2025-01-08 08:15:00+00:00,-0.00018223918356841118,0.0010088759619202303,-0.001370523047272365,-0.0008034968181526159,-0.0003001232649123553,0.0014689011118616446,0.0004460947438051949,0.0012584029938681482,0.12684392623797136,-0.001530885344181554,0.4563758389261745,-1,0.0013942308433856354,-0.0032757063470618686,-0.01674883091135504,-0.007691983919069556,0.005641805072596373,0.0042900199453700175,0.00556060292030532,0.0052035719594701,0.13453923350122005,-0.02383831720055274,0.12713550857958172,-1,,,,,,,,,,,,,2,0,0.0,2.0,0.8660254037844387,-0.49999999999999983,0.9749279121818236,-0.22252093395631434,0,0,0,0,0,0
18,2025-01-08 08:45:00+00:00,-7.499223294726853e-05,0.000922252010723934,0.0005038107386723389,0.0007720020586721166,0.0002572016460904436,0.000739264592440216,0.0004683003599046348,0.0009540756450091261,0.12084082727912471,-0.0007922064018841546,0.6879194630872483,1,0.0013942308433856354,-0.0032757063470618686,-0.01674883091135504,-0.007691983919069556,0.005641805072596373,0.0042900199453700175,0.00556060292030532,0.0052035719594701,0.13453923350122005,-0.02383831720055274,0.12713550857958172,-1,,,,,,,,,,,,,2,1,0.0,2.0,0.8660254037844387,-0.49999999999999983,0.9749279121818236,-0.22252093395631434,0,0,0,0,0,0
19,2025-01-08 09:15:00+00:00,-0.00025696206597503046,0.001157965840007824,0.002168010045828783,0.00045000160714869786,0.0005679261053128659,0.000642570281124498,0.00048558369617308727,0.0009147898245538819,0.06838080199050692,-0.0003746922171073974,0.8187919463087249,1,0.0013942308433856354,-0.0032757063470618686,-0.01674883091135504,-0.007691983919069556,0.005641805072596373,0.0042900199453700175,0.00556060292030532,0.0052035719594701,0.13453923350122005,-0.02383831720055274,0.12713550857958172,-1,,,,,,,,,,,,,2,1,0.0,2.0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,0,0,0,0,0,0
20,2025-01-08 10:00:00+00:00,7.494004796160247e-05,0.00017130804398335364,0.0014043137086745539,0.00022485384500070538,-5.352172982231451e-05,0.0006851148102553123,0.00047735189388415327,0.0007784250777730189,0.03598401205350118,0.0,0.8685015290519877,1,0.0013942308433856354,-0.0032757063470618686,-0.01674883091135504,-0.007691983919069556,0.005641805072596373,0.0042900199453700175,0.00556060292030532,0.0052035719594701,0.13453923350122005,-0.02383831720055274,0.12713550857958172,-1,,,,,,,,,,,,,2,1,0.0,2.0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,1,0,0,0,0
21,2025-01-10 12:45:00+00:00,0.0006888164196614532,0.0002581950017750412,0.0002689560203115171,0.0016698627480553618,0.0008611688213828739,0.0014304612968798736,0.0009467610117804598,0.00069885822679804,0.15226628139325732,-0.0017286177500053235,0.592741935483871,1,0.0005630531870162159,0.008138617649397828,0.001705206848875651,-0.015645002949797426,0.010927307960272303,0.003143790327117886,0.0043855510585150415,0.005286935658226241,0.2755718970078654,-0.0175780359089458,0.3067435610213728,-1,,,,,,,,,,,,,2,1,0.0,2.0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0,0,0,0,0,0
22,2025-01-13 21:00:00+00:00,0.000994731203952659,0.0034407565281231456,0.005269340124927302,0.0069938528871635874,0.006905272417395025,0.001780000655214965,0.0013242943223280839,0.0015639355659125824,0.39801510717947813,0.0,0.9587482219061166,1,0.0030949875647712233,0.004829367034866472,-0.0030562709486793294,-0.021349899686524787,-0.03923989338999401,0.004291956885954013,0.005911951088049205,0.005433324417481725,0.346910272443203,-0.01882395093971989,0.3499406300455389,-1,,,,,,,,,,,,,2,1,1.0,1.0,-0.7071067811865477,0.7071067811865474,0.0,1.0,0,1,1,1,0,0
23,2025-01-14 13:45:00+00:00,-0.0002066700023930501,0.0022462353749359565,0.0005987372087958853,-0.001889476484705055,-6.527344132456481e-05,0.003144209323831801,0.0013530629138210847,0.0008756256463530523,0.14495694048154964,-0.0016835016835017313,0.5784061696658098,-1,0.0030949875647712233,0.004829367034866472,-0.0030562709486793294,-0.021349899686524787,-0.03923989338999401,0.004291956885954013,0.005911951088049205,0.005433324417481725,0.346910272443203,-0.01882395093971989,0.3499406300455389,-1,,,,,,,,,,,,,2,0,0.0,2.0,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,0,0,0,0,0,0
24,2025-01-14 15:15:00+00:00,-0.002782276032213593,-0.002381107704351182,0.002556790244861773,-0.00181675768586409,-0.0012191537766553795,0.004403029807639911,0.0024039629051787518,0.0012869537528216808,0.07156736065396999,-0.004059525230926231,0.37275064267352187,-1,0.0035282931324405187,0.006244956960006487,0.0003231534870764552,-0.014807670701940445,-0.03408796596838781,0.007676611197575646,0.006010288180749736,0.005443951477334506,0.23908174078086694,-0.015362074224105515,0.48054431636002565,-1,,,,,,,,,,,,,2,0,0.0,2.0,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,0,0,0,0,0,0
25,2025-01-15 11:45:00+00:00,4.363239705473809e-05,0.00142000458770708,0.0016278815688846038,0.0027453296583104247,0.002723394946954061,0.001123485203808942,0.00048523792130947545,0.0010785802142401135,0.4338262702877709,0.0,0.8388625592417062,1,0.0040751781339682935,0.0030980607938217997,0.002103002818474309,-0.007973912973117336,-0.02270172673112425,0.005959235258865006,0.004993269651888317,0.004956997259868214,0.13780382710654973,-0.004501335141269491,0.5164993622095254,-1,,,,,,,,,,,,,2,1,0.0,1.0,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,0,1,1,1,0,0
26,2025-01-15 17:00:00+00:00,0.0016274708456380793,-0.001911696792000983,-0.0022545977690218155,0.01396571852530748,0.016160953474386286,0.002550224355180614,0.0034909338272419836,0.0017775083608644654,0.4541360371566391,-0.0034742700279871697,0.7732320280537697,1,-0.00024488976345382607,0.023345386679958002,0.019939122049329017,0.029392181527032823,0.0007213789062876508,0.003894772148715561,0.006400737537273286,0.005666495805288126,0.452195519322324,-0.003003973145451755,0.8843883835182831,1,,,,,,,,,,,,,2,2,2.0,0.0,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,1,1,1,1,1,1
27,2025-01-16 10:00:00+00:00,-5.342736549662774e-05,-0.00196237361887297,-0.0016322959896728495,0.0031946141806564743,0.0030655776362895626,0.0013678136353921777,0.001048311463904251,0.0007593283080014181,0.23596289044699756,-0.003524613730020998,0.47132867132867134,1,-0.0019707439284140094,0.003372505137601678,0.02679662425407714,0.02440383369410526,0.010545084505162006,0.0024199948291516735,0.006425538086525054,0.005638691435688202,0.3810878579654084,-0.0019707439284140094,0.9188223878440035,1,,,,,,,,,,,,,2,2,2.0,1.0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,0,0,0,1,1,1
28,2025-01-16 22:00:00+00:00,0.0005621986291002301,-0.0014566092295076327,-0.00687864187064724,-0.007347341549484576,-0.011123339780097719,0.0006483262377628423,0.0014914300858895524,0.0012591493061123531,0.42086978525844815,-0.007453802511770524,0.17427385892116182,-1,-0.003935963834207246,-0.008129170927219875,-0.00865613095240203,0.012911394311655444,0.014293078915607493,0.0050473826330970735,0.006341050247517151,0.005544429533843432,0.23693635880036512,-0.00865613095240203,0.6639679186104184,1,,,,,,,,,,,,,2,1,0.0,1.0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,0,0,0,0,0,0
29,2025-01-16 23:15:00+00:00,0.00031323583417952605,0.0015139881692638468,-0.004332681101769653,-0.004889003502890454,-0.011284536874919926,0.0007882432972325102,0.001459949526200468,0.001237198280481055,0.30224498236389274,-0.006181119684076086,0.2606263982102908,-1,-0.003935963834207246,-0.008129170927219875,-0.00865613095240203,0.012911394311655444,0.014293078915607493,0.0050473826330970735,0.006341050247517151,0.005544429533843432,0.23693635880036512,-0.00865613095240203,0.6639679186104184,1,,,,,,,,,,,,,2,1,0.0,1.0,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,0,1,0,1,0,0
30,2025-01-17 00:00:00+00:00,-4.3183020436377006e-05,0.0004644531334385693,0.0019037523391274291,-0.004503245776191878,-0.005572017521257355,0.0005398110661268556,0.0012876742880305707,0.0012030903033887607,0.3738734486621303,-0.006030884136199233,0.27628635346756153,-1,-0.003935963834207246,-0.008129170927219875,-0.00865613095240203,0.012911394311655444,0.014293078915607493,0.0050473826330970735,0.006341050247517151,0.005544429533843432,0.23693635880036512,-0.00865613095240203,0.6639679186104184,1,,,,,,,,,,,,,2,1,0.0,1.0,0.0,1.0,-0.433883739117558,-0.9009688679024191,0,0,0,0,0,0
31,2025-01-17 08:15:00+00:00,9.695454986147212e-05,0.0006143631640780356,-0.0002476873539452029,-0.0008609927246114868,0.002234721307581955,0.0007863328881037528,0.00036177763546819415,0.00101181624381413,0.18002492166855324,-0.0005275340474780732,0.603448275862069,-1,-0.003935963834207246,-0.008129170927219875,-0.00865613095240203,0.012911394311655444,0.014293078915607493,0.0050473826330970735,0.006341050247517151,0.005544429533843432,0.23693635880036512,-0.00865613095240203,0.6639679186104184,1,,,,,,,,,,,,,2,1,0.0,2.0,0.8660254037844387,-0.49999999999999983,-0.433883739117558,-0.9009688679024191,0,1,1,0,0,0
32,2025-01-17 15:15:00+00:00,-0.0012457410562181082,-0.00501718358861214,0.0035304312475259447,0.00772420609342106,0.011036980351156966,0.0037525452277645706,0.0020660504289245272,0.0010815657045660772,0.3143216393418879,-0.00501718358861214,0.5901530272787758,1,0.013604343206792047,0.008952627593356688,0.006814625087500303,0.03379385828947967,0.020626406311174517,0.007960801356821942,0.0067389446240734155,0.005795093822930265,0.5519424852969798,0.0,0.8564592882247379,1,,,,,,,,,,,,,2,2,2.0,0.0,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,0,0,0,1,1,1
33,2025-01-20 08:45:00+00:00,0.00015933207992091525,-0.00018051499867266507,0.0009673955797464551,0.0022246112252393146,0.0025660955950466136,0.0005522632171456488,0.00046176429935900864,0.0005499055639940682,0.3912695298318586,-0.0006049992039484087,0.7260726072607261,1,7.674288233161519e-05,-0.0010338267118525923,0.012954069007161229,0.009249577318861002,0.03696564899964372,0.002644852772591792,0.004015201597906308,0.0057079439980314995,0.25563694833994605,-0.00235142981613945,0.8392006782968245,1,,,,,,,,,,,,,2,2,0.0,0.0,0.8660254037844387,-0.49999999999999983,0.0,1.0,0,0,0,1,1,0
34,2025-01-20 13:45:00+00:00,0.0019308501044992266,0.004445720727906943,0.0027074087443994532,0.002792584255346231,0.005044324071216577,0.0024353829374953676,0.0010826499152642654,0.0006477998586800121,0.2834307597915299,0.0,0.966183574879227,1,7.674288233161519e-05,-0.0010338267118525923,0.012954069007161229,0.009249577318861002,0.03696564899964372,0.002644852772591792,0.004015201597906308,0.0057079439980314995,0.25563694833994605,-0.00235142981613945,0.8392006782968245,1,,,,,,,,,,,,,2,2,0.0,0.0,-0.2588190451025208,-0.9659258262890683,0.0,1.0,0,0,0,1,1,0
35,2025-01-21 08:30:00+00:00,0.0009870306297892206,0.0006684208292662142,0.002647077583824098,0.0019227909150785205,-0.0017252693748809333,0.001601017865662938,0.0006384990727485637,0.0016308529430411323,0.2372660926611467,0.0,0.8297872340425532,1,7.674288233161519e-05,-0.0010338267118525923,0.012954069007161229,0.009249577318861002,0.03696564899964372,0.002644852772591792,0.004015201597906308,0.0057079439980314995,0.25563694833994605,-0.00235142981613945,0.8392006782968245,1,,,,,,,,,,,,,2,2,0.0,1.0,0.8660254037844387,-0.49999999999999983,0.7818314824680298,0.6234898018587336,0,0,0,1,1,0
36,2025-01-21 15:00:00+00:00,-0.003906042690499212,-0.007823650684569472,-0.0067735619410488335,-0.007172857399786348,-0.002815853788120326,0.004443497256113805,0.001471987160791884,0.0016250874514115274,0.48438399565792056,-0.007876096838989377,0.036585365853658534,-1,0.0020315417117029444,-0.000324665132190205,0.01902276419649973,0.010201969706136182,0.03687771035029708,0.008855660026147417,0.004030021222389526,0.005712388727037513,0.27478451492393025,-0.000324665132190205,0.8415684072618379,1,,,,,,,,,,,,,2,1,0.0,0.0,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,0,0,0,0,0,0
37,2025-01-21 15:30:00+00:00,-0.00012732635867840347,0.0007327563319705632,-0.0029836218206441556,-0.0022974875861557775,-0.0001909773797903469,0.0020905405692213,0.001862932799835941,0.0017096443260142308,0.1306966293720804,-0.0037636113754097034,0.5243179122182681,-1,-0.0004781668837445796,0.0002452145200642075,0.0048649732838417226,0.011712751340332117,0.03640242107024716,0.0031476470724955095,0.003982500842684906,0.005287994495217934,0.32869053337904236,-0.000802676771820332,0.8202736706386341,1,,,,,,,,,,,,,2,1,0.0,1.0,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,0,0,0,1,0,0
38,2025-01-21 17:00:00+00:00,-7.416196974197042e-05,0.0008271210884065461,0.005711545633757753,-0.0011007038154204896,-0.00045539269677197236,0.0009853678176751676,0.002016176422602712,0.001143355983312967,0.05269900917000557,-0.0022095358917433305,0.6986951364175563,-1,0.003004338613944446,0.004638498909221633,0.003330815564368761,0.01543056635342177,0.03989765797995837,0.004388033360372087,0.004002000270889017,0.00530200161601283,0.4063782503867999,0.0,0.9540052405015909,1,,,,,,,,,,,,,2,1,0.0,1.0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,0,1,1,1,0,0
39,2025-01-22 21:45:00+00:00,0.0005650013078732918,-0.0005330267558528723,-0.002305685967657789,-0.003012990262515891,0.002305862130407066,0.000742452603289797,0.000623844499596444,0.0007012323236959137,0.33514512352408626,-0.002368135536638283,0.18469656992084432,-1,-0.0007707421373572831,-0.003197616353572741,0.011725581928155648,0.017337682941247046,0.032471491987025036,0.002107194778290956,0.0036608643027248706,0.005328008992990961,0.5566820428881866,-0.003197616353572741,0.8324251648458924,1,,,,,,,,,,,,,2,1,0.0,0.0,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,0,0,0,1,0,0
40,2025-01-24 18:30:00+00:00,-0.0011631806178480364,-0.002897671401970836,-0.005052139330487204,-0.005031367759579908,-0.0033772480133835714,0.0017835223517315903,0.0009287561084422601,0.0006302017510249925,0.4108448461515313,-0.006307207939784454,0.010115606936416185,-1,-0.0030167719538837234,-0.005641855145552821,-0.003655691694017693,-0.00839255534016814,0.016709936824122584,0.00465249646884014,0.0019711393090889773,0.004699213782118649,0.3178456180953398,-0.007471055503132207,0.10460472918132135,-1,,,,,,,,,,,,,2,0,0.0,0.0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0,0,0,0,0,0
