source_symbol_role,symbol,candidate_id,branch_path,period_bucket,trades,wins,losses,win_rate,win_rate_wilson95_lcb,mean_net_return,sum_net_return,return_profit_factor,max_drawdown_compounded
primary_esnq,ES,VolatilityExpansionFadeV1,Bear -> VolatilityShock -> SixHourExhaustionFade -> VolatilityExpansionFadeV1,2021_2022,3,1,2,0.3333333333333333,0.061490315276160515,-0.00042631854367501556,-0.0012789556310250467,0.1389467207916133,-0.0014203058900097432
primary_esnq,ES,VolatilityExpansionFadeV1,Bear -> VolatilityShock -> SixHourExhaustionFade -> VolatilityExpansionFadeV1,2023_2024,11,7,4,0.6363636363636364,0.35379677689163724,0.005676936144686984,0.06244629759155682,4.2313175643469005,-0.011354999744142003
primary_esnq,ES,VolatilityExpansionFadeV1,Bear -> VolatilityShock -> SixHourExhaustionFade -> VolatilityExpansionFadeV1,pre_2018,27,8,19,0.2962962962962963,0.15852853317647564,-0.0013643037976264012,-0.03683620253591283,0.4875651688668974,-0.04847434967891573
primary_esnq,ES,VolatilityExpansionFadeV1,Bull -> VolatilityShock -> SixHourExhaustionFade -> VolatilityExpansionFadeV1,2018_2020,2,1,1,0.5,0.09452865480086611,-0.0032319122888132762,-0.0064638245776265525,0.09425214241701407,0.0
primary_esnq,ES,VolatilityExpansionFadeV1,Bull -> VolatilityShock -> SixHourExhaustionFade -> VolatilityExpansionFadeV1,2021_2022,97,47,50,0.4845360824742268,0.38757989187721464,-0.00038876674952686134,-0.03771037470410555,0.8247423262778344,-0.07689029149732318
primary_esnq,ES,VolatilityExpansionFadeV1,Bull -> VolatilityShock -> SixHourExhaustionFade -> VolatilityExpansionFadeV1,2023_2024,319,130,189,0.40752351097178685,0.35501158470765853,-0.0013857237419596668,-0.4420458736851337,0.47654680845720365,-0.38486934801110073
primary_esnq,ES,VolatilityExpansionFadeV1,Bull -> VolatilityShock -> SixHourExhaustionFade -> VolatilityExpansionFadeV1,pre_2018,41,17,24,0.4146341463414634,0.2775633082533015,-0.0004989057635015801,-0.020455136303564783,0.6288190047303952,-0.045774738670841475
primary_esnq,ES,VolatilityExpansionFadeV1,Crisis -> VolatilityShock -> SixHourExhaustionFade -> VolatilityExpansionFadeV1,2018_2020,9,3,6,0.3333333333333333,0.12058159868274292,0.00010756496976230216,0.0009680847278607194,1.0699152871978068,-0.013795976367563134
primary_esnq,ES,VolatilityExpansionFadeV1,Crisis -> VolatilityShock -> SixHourExhaustionFade -> VolatilityExpansionFadeV1,2021_2022,118,61,57,0.5169491525423728,0.4276814843920897,0.001747816509122962,0.2062423480765095,1.4761584912182328,-0.1226394792003469
primary_esnq,ES,VolatilityExpansionFadeV1,Crisis -> VolatilityShock -> SixHourExhaustionFade -> VolatilityExpansionFadeV1,2023_2024,381,207,174,0.5433070866141733,0.49310493978280284,0.001504624962401863,0.5732621106751098,1.53632080786906,-0.19433412743440126
primary_esnq,ES,VolatilityExpansionFadeV1,Crisis -> VolatilityShock -> SixHourExhaustionFade -> VolatilityExpansionFadeV1,pre_2018,149,91,58,0.610738255033557,0.5306040586469405,0.0002626885263982201,0.039140590433334795,1.1560591073946893,-0.09772259614932077
primary_esnq,ES,VolatilityExpansionFadeV1,Sideways -> VolatilityShock -> SixHourExhaustionFade -> VolatilityExpansionFadeV1,2018_2020,1,1,0,1.0,0.20654329147389294,0.011143622197677483,0.011143622197677483,inf,0.0
primary_esnq,ES,VolatilityExpansionFadeV1,Sideways -> VolatilityShock -> SixHourExhaustionFade -> VolatilityExpansionFadeV1,2021_2022,64,30,34,0.46875,0.3517578764404486,-0.001179957896756003,-0.07551730539238419,0.6022783243645791,-0.13690950131056168
primary_esnq,ES,VolatilityExpansionFadeV1,Sideways -> VolatilityShock -> SixHourExhaustionFade -> VolatilityExpansionFadeV1,2023_2024,225,96,129,0.4266666666666667,0.36380383051305476,-0.001970352017038802,-0.4433292038337304,0.44319289716683935,-0.3975381426788198
primary_esnq,ES,VolatilityExpansionFadeV1,Sideways -> VolatilityShock -> SixHourExhaustionFade -> VolatilityExpansionFadeV1,pre_2018,89,26,63,0.29213483146067415,0.2078347417163135,-0.0015987753197800546,-0.14229100346042486,0.2562030516294496,-0.14107210944871518
primary_esnq,NQ,HourlyTrendPullbackContinuationV1,Bear -> TrendContinuation -> HourlyPullbackReentry -> HourlyTrendPullbackContinuationV1,2018_2020,245,92,153,0.37551020408163266,0.31723303048415435,-0.002977925921493421,-0.7295918507658881,0.5740452937846537,-0.5632682863408969
primary_esnq,NQ,HourlyTrendPullbackContinuationV1,Bear -> TrendContinuation -> HourlyPullbackReentry -> HourlyTrendPullbackContinuationV1,2021_2022,190,96,94,0.5052631578947369,0.43477403242407414,0.0029088908362367386,0.5526892588849803,1.295578199335524,-0.39719597519772976
primary_esnq,NQ,HourlyTrendPullbackContinuationV1,Bear -> TrendContinuation -> HourlyPullbackReentry -> HourlyTrendPullbackContinuationV1,2023_2024,161,72,89,0.4472049689440994,0.37252253311384104,-0.00014886397825426514,-0.02396710049893669,0.980784573106763,-0.33377166471811825
primary_esnq,NQ,HourlyTrendPullbackContinuationV1,Bear -> TrendContinuation -> HourlyPullbackReentry -> HourlyTrendPullbackContinuationV1,pre_2018,207,110,97,0.5314009661835749,0.46346830782305787,0.00030321432081381567,0.06276536440845984,1.2123623908593943,-0.10498758630623672
primary_esnq,NQ,HourlyTrendPullbackContinuationV1,Bull -> TrendContinuation -> HourlyPullbackReentry -> HourlyTrendPullbackContinuationV1,2018_2020,603,277,326,0.4593698175787728,0.4199755912770777,-0.000656416656827068,-0.39581924406672203,0.8740940304846274,-0.5258897653073007
primary_esnq,NQ,HourlyTrendPullbackContinuationV1,Bull -> TrendContinuation -> HourlyPullbackReentry -> HourlyTrendPullbackContinuationV1,2021_2022,197,103,94,0.5228426395939086,0.4533254135572999,0.0025956960301235002,0.5113521179343296,1.338180987664873,-0.20215810614940077
primary_esnq,NQ,HourlyTrendPullbackContinuationV1,Bull -> TrendContinuation -> HourlyPullbackReentry -> HourlyTrendPullbackContinuationV1,2023_2024,219,106,113,0.4840182648401826,0.41867776832742565,-0.0004724588747176514,-0.10346849356316565,0.9381941028202128,-0.3698818071051657
primary_esnq,NQ,HourlyTrendPullbackContinuationV1,Bull -> TrendContinuation -> HourlyPullbackReentry -> HourlyTrendPullbackContinuationV1,pre_2018,261,116,145,0.4444444444444444,0.3853988222515731,-0.00040926149522443677,-0.106817250253578,0.624805219964871,-0.13467084787059203
primary_esnq,NQ,RangeBandMeanReversionV1,Sideways -> RangeMeanReversion -> BandStretchFade -> RangeBandMeanReversionV1,2018_2020,163,74,89,0.4539877300613497,0.3794910261736095,-0.0012035359808791769,-0.19617636488330584,0.8459603371343477,-0.38075710889865677
primary_esnq,NQ,RangeBandMeanReversionV1,Sideways -> RangeMeanReversion -> BandStretchFade -> RangeBandMeanReversionV1,2021_2022,177,87,90,0.4915254237288136,0.4188409731271186,-0.0032699339402887653,-0.5787783074311115,0.6399869709095235,-0.608877907340727
primary_esnq,NQ,RangeBandMeanReversionV1,Sideways -> RangeMeanReversion -> BandStretchFade -> RangeBandMeanReversionV1,2023_2024,99,43,56,0.43434343434343436,0.340964792974754,-0.0025139335513345617,-0.2488794215821216,0.741838908112478,-0.3485017788671272
primary_esnq,NQ,RangeBandMeanReversionV1,Sideways -> RangeMeanReversion -> BandStretchFade -> RangeBandMeanReversionV1,pre_2018,161,74,87,0.45962732919254656,0.38448207891101155,-0.0002214140769620346,-0.035647666390887574,0.8476605624844189,-0.10819476114997295
primary_esnq,NQ,TwentyHourBreakoutContinuationV1,Bear -> BreakoutContinuation -> TwentyHourRangeExpansion -> TwentyHourBreakoutContinuationV1,2018_2020,40,14,26,0.35,0.2213433317104915,-0.0016102437190888413,-0.06440974876355365,0.8566326433855795,-0.1955551247235987
primary_esnq,NQ,TwentyHourBreakoutContinuationV1,Bear -> BreakoutContinuation -> TwentyHourRangeExpansion -> TwentyHourBreakoutContinuationV1,2021_2022,59,37,22,0.6271186440677966,0.49953356682142125,0.01370091906264889,0.8083542246962845,3.8920507628170826,-0.07568624199470964
primary_esnq,NQ,TwentyHourBreakoutContinuationV1,Bear -> BreakoutContinuation -> TwentyHourRangeExpansion -> TwentyHourBreakoutContinuationV1,2023_2024,45,23,22,0.5111111111111111,0.37004224326489743,-0.002760197291156277,-0.12420887810203246,0.6952452772422762,-0.13630248486591112
primary_esnq,NQ,TwentyHourBreakoutContinuationV1,Bear -> BreakoutContinuation -> TwentyHourRangeExpansion -> TwentyHourBreakoutContinuationV1,pre_2018,63,31,32,0.49206349206349204,0.3726660281435346,0.0003202606119446546,0.02017641855251324,1.1872154546200309,-0.055531971848136186
primary_esnq,NQ,TwentyHourBreakoutContinuationV1,Bull -> BreakoutContinuation -> TwentyHourRangeExpansion -> TwentyHourBreakoutContinuationV1,2018_2020,265,145,120,0.5471698113207547,0.48698927482226545,0.002005710212528409,0.5315132063200284,1.4328364375945213,-0.2289826600569792
primary_esnq,NQ,TwentyHourBreakoutContinuationV1,Bull -> BreakoutContinuation -> TwentyHourRangeExpansion -> TwentyHourBreakoutContinuationV1,2021_2022,62,27,35,0.43548387096774194,0.3194239439101423,-0.009116296828996886,-0.5652104033978069,0.5454555491210956,-0.5075487957518131
primary_esnq,NQ,TwentyHourBreakoutContinuationV1,Bull -> BreakoutContinuation -> TwentyHourRangeExpansion -> TwentyHourBreakoutContinuationV1,2023_2024,92,47,45,0.5108695652173914,0.41035314036206955,7.631890271955916e-05,0.007021339050199443,1.009060469602937,-0.16185059025031356
primary_esnq,NQ,TwentyHourBreakoutContinuationV1,Bull -> BreakoutContinuation -> TwentyHourRangeExpansion -> TwentyHourBreakoutContinuationV1,pre_2018,69,30,39,0.43478260869565216,0.3243261617876528,-0.00040641734157521707,-0.02804279656868998,0.7354100902885097,-0.04422892417347968
primary_esnq,NQ,TwentyHourBreakoutContinuationV1,Crisis -> BreakoutContinuation -> TwentyHourRangeExpansion -> TwentyHourBreakoutContinuationV1,2018_2020,53,19,34,0.3584905660377358,0.24301769841123622,-0.01346058642830709,-0.7134110807002757,0.28465426935726296,-0.5279900069667414
primary_esnq,NQ,TwentyHourBreakoutContinuationV1,Crisis -> BreakoutContinuation -> TwentyHourRangeExpansion -> TwentyHourBreakoutContinuationV1,2021_2022,67,33,34,0.4925373134328358,0.37651970947161373,-0.006133750732300738,-0.4109612990641494,0.6240112501400369,-0.44794180387154037
primary_esnq,NQ,TwentyHourBreakoutContinuationV1,Crisis -> BreakoutContinuation -> TwentyHourRangeExpansion -> TwentyHourBreakoutContinuationV1,2023_2024,12,5,7,0.4166666666666667,0.19325746190524654,-0.01286970179545048,-0.15443642154540577,0.31233613740641725,-0.15450356526810516
primary_esnq,NQ,TwentyHourBreakoutContinuationV1,Sideways -> BreakoutContinuation -> TwentyHourRangeExpansion -> TwentyHourBreakoutContinuationV1,2018_2020,77,39,38,0.5064935064935064,0.3971981753430591,-0.0023279252543744037,-0.1792502445868291,0.743040215315839,-0.2910720749158545
primary_esnq,NQ,TwentyHourBreakoutContinuationV1,Sideways -> BreakoutContinuation -> TwentyHourRangeExpansion -> TwentyHourBreakoutContinuationV1,2021_2022,63,36,27,0.5714285714285714,0.4486139508259402,0.006644400983695094,0.4185972619727909,2.021621883078657,-0.144936085609492
primary_esnq,NQ,TwentyHourBreakoutContinuationV1,Sideways -> BreakoutContinuation -> TwentyHourRangeExpansion -> TwentyHourBreakoutContinuationV1,2023_2024,37,21,16,0.5675675675675675,0.40913906334200717,0.005776207753564798,0.21371968688189752,1.8461494309426825,-0.1862783818398437
primary_esnq,NQ,TwentyHourBreakoutContinuationV1,Sideways -> BreakoutContinuation -> TwentyHourRangeExpansion -> TwentyHourBreakoutContinuationV1,pre_2018,45,31,14,0.6888888888888889,0.5433492001245103,0.0014056519914439718,0.06325433961497873,2.09810353130638,-0.023402081536025854
primary_esnq,NQ,VolatilityExpansionFadeV1,Bear -> VolatilityShock -> SixHourExhaustionFade -> VolatilityExpansionFadeV1,2018_2020,25,14,11,0.56,0.37067017019564436,0.00023366351509532368,0.005841587877383092,1.0247870758240076,-0.07434678182996235
primary_esnq,NQ,VolatilityExpansionFadeV1,Bear -> VolatilityShock -> SixHourExhaustionFade -> VolatilityExpansionFadeV1,2021_2022,22,8,14,0.36363636363636365,0.19732972772607899,-0.016757649770583104,-0.36866829495282827,0.41368261476946766,-0.4798690974389408
primary_esnq,NQ,VolatilityExpansionFadeV1,Bear -> VolatilityShock -> SixHourExhaustionFade -> VolatilityExpansionFadeV1,2023_2024,16,9,7,0.5625,0.3317819560677652,0.010791979856813079,0.17267167770900926,2.6304733122154347,-0.06966462398603168
primary_esnq,NQ,VolatilityExpansionFadeV1,Bull -> VolatilityShock -> SixHourExhaustionFade -> VolatilityExpansionFadeV1,2018_2020,79,27,52,0.34177215189873417,0.24670818573119843,-0.014616422358658156,-1.1546973663339943,0.25925730990291485,-0.7140804314333926
primary_esnq,NQ,VolatilityExpansionFadeV1,Bull -> VolatilityShock -> SixHourExhaustionFade -> VolatilityExpansionFadeV1,2021_2022,98,57,41,0.5816326530612245,0.4826969984136947,0.0024484427513796203,0.2399473896352028,1.178415881745368,-0.4428792398314012
primary_esnq,NQ,VolatilityExpansionFadeV1,Bull -> VolatilityShock -> SixHourExhaustionFade -> VolatilityExpansionFadeV1,2023_2024,80,32,48,0.4,0.29961659273441493,0.0028743401694745676,0.2299472135579654,1.3982852624422795,-0.1838810146254105
primary_esnq,NQ,VolatilityExpansionFadeV1,Crisis -> VolatilityShock -> SixHourExhaustionFade -> VolatilityExpansionFadeV1,2018_2020,193,87,106,0.45077720207253885,0.38222031167747617,0.001740027721840754,0.3358253503152655,1.1499299315948646,-0.3362788103626002
primary_esnq,NQ,VolatilityExpansionFadeV1,Crisis -> VolatilityShock -> SixHourExhaustionFade -> VolatilityExpansionFadeV1,2021_2022,201,103,98,0.5124378109452736,0.4437527154481212,0.0010626449559968476,0.2135916361553664,1.0797589106383054,-0.5601684692841535
primary_esnq,NQ,VolatilityExpansionFadeV1,Crisis -> VolatilityShock -> SixHourExhaustionFade -> VolatilityExpansionFadeV1,2023_2024,31,14,17,0.45161290322580644,0.29161482836586106,0.0071696476309613556,0.222259076559802,1.9980438427509934,-0.1763079489511855
primary_esnq,NQ,VolatilityExpansionFadeV1,Sideways -> VolatilityShock -> SixHourExhaustionFade -> VolatilityExpansionFadeV1,2018_2020,83,45,38,0.5421686746987951,0.43549852372657977,-0.0018999568093150615,-0.1576964151731501,0.8778958189591924,-0.40294494468074726
primary_esnq,NQ,VolatilityExpansionFadeV1,Sideways -> VolatilityShock -> SixHourExhaustionFade -> VolatilityExpansionFadeV1,2021_2022,109,39,70,0.3577981651376147,0.2740613078074103,-0.016008669073786955,-1.7449449290427783,0.2358587589950442,-0.8687257084395534
primary_esnq,NQ,VolatilityExpansionFadeV1,Sideways -> VolatilityShock -> SixHourExhaustionFade -> VolatilityExpansionFadeV1,2023_2024,50,17,33,0.34,0.2243676963506106,-0.005152874129918594,-0.2576437064959297,0.6710223550543416,-0.448170854837852
support_cross_market,EUR,HourlyTrendPullbackContinuationV1,Bear -> TrendContinuation -> HourlyPullbackReentry -> HourlyTrendPullbackContinuationV1,2021_2022,674,265,409,0.39317507418397624,0.35700356069278827,-0.00021095554783016944,-0.1421840392375342,0.7029406296141066,-0.17075450784482493
support_cross_market,EUR,HourlyTrendPullbackContinuationV1,Bear -> TrendContinuation -> HourlyPullbackReentry -> HourlyTrendPullbackContinuationV1,2023_2024,167,55,112,0.32934131736526945,0.26259971750721955,-0.00045114760780191063,-0.07534165050291908,0.4266197315008111,-0.07500192868241728
support_cross_market,EUR,HourlyTrendPullbackContinuationV1,Bull -> TrendContinuation -> HourlyPullbackReentry -> HourlyTrendPullbackContinuationV1,2018_2020,2,0,2,0.0,0.0,-0.0002,-0.0004,0.0,-0.00019999999999997797
support_cross_market,EUR,HourlyTrendPullbackContinuationV1,Bull -> TrendContinuation -> HourlyPullbackReentry -> HourlyTrendPullbackContinuationV1,2021_2022,574,225,349,0.39198606271777003,0.35289212198010633,-0.0004033750155373132,-0.23153725891841778,0.5877709563424401,-0.2120454814192786
support_cross_market,EUR,HourlyTrendPullbackContinuationV1,Bull -> TrendContinuation -> HourlyPullbackReentry -> HourlyTrendPullbackContinuationV1,2023_2024,156,57,99,0.36538461538461536,0.2938978350975439,-0.000538785503955469,-0.08405053861705317,0.48506148895560647,-0.08849272761051219
support_cross_market,EUR,RangeBandMeanReversionV1,Sideways -> RangeMeanReversion -> BandStretchFade -> RangeBandMeanReversionV1,2021_2022,352,147,205,0.41761363636363635,0.3672539858380246,-0.0004369144202551838,-0.15379387592982469,0.5974285044094207,-0.1856317463868996
support_cross_market,EUR,RangeBandMeanReversionV1,Sideways -> RangeMeanReversion -> BandStretchFade -> RangeBandMeanReversionV1,2023_2024,137,29,108,0.2116788321167883,0.15162090848199464,-0.00019516452839640788,-0.02673754039030788,0.5877796558520457,-0.03107964418899245
support_cross_market,EUR,TwentyHourBreakoutContinuationV1,Bear -> BreakoutContinuation -> TwentyHourRangeExpansion -> TwentyHourBreakoutContinuationV1,2021_2022,235,109,126,0.46382978723404256,0.401163076196117,-8.314878716712476e-05,-0.019539964984274318,0.8953891455752814,-0.03931752788482956
support_cross_market,EUR,TwentyHourBreakoutContinuationV1,Bear -> BreakoutContinuation -> TwentyHourRangeExpansion -> TwentyHourBreakoutContinuationV1,2023_2024,49,14,35,0.2857142857142857,0.1784943493972417,-0.000885778490685058,-0.04340314604356784,0.24226238718391815,-0.042983956069221896
support_cross_market,EUR,TwentyHourBreakoutContinuationV1,Bull -> BreakoutContinuation -> TwentyHourRangeExpansion -> TwentyHourBreakoutContinuationV1,2021_2022,163,84,79,0.5153374233128835,0.43914848663700295,-0.0001506598673129833,-0.02455755837201628,0.859396112876363,-0.04383034924088425
support_cross_market,EUR,TwentyHourBreakoutContinuationV1,Bull -> BreakoutContinuation -> TwentyHourRangeExpansion -> TwentyHourBreakoutContinuationV1,2023_2024,40,16,24,0.4,0.26348110612401365,-0.000472250322567405,-0.0188900129026962,0.5657599029226588,-0.02209522056470803
support_cross_market,EUR,TwentyHourBreakoutContinuationV1,Crisis -> BreakoutContinuation -> TwentyHourRangeExpansion -> TwentyHourBreakoutContinuationV1,2021_2022,59,25,34,0.423728813559322,0.3061253228310244,-0.0011730194994216403,-0.06920815046587678,0.48600735843356513,-0.0685310840319383
support_cross_market,EUR,TwentyHourBreakoutContinuationV1,Crisis -> BreakoutContinuation -> TwentyHourRangeExpansion -> TwentyHourBreakoutContinuationV1,2023_2024,18,10,8,0.5555555555555556,0.33716069428251627,9.430946631707627e-05,0.001697570393707373,1.1612671114935598,-0.005526239990400583
support_cross_market,EUR,TwentyHourBreakoutContinuationV1,Sideways -> BreakoutContinuation -> TwentyHourRangeExpansion -> TwentyHourBreakoutContinuationV1,2021_2022,122,57,65,0.4672131147540984,0.3810360178132848,0.00025136354065815914,0.030666351960295414,1.307443191157802,-0.03312790684211908
support_cross_market,EUR,TwentyHourBreakoutContinuationV1,Sideways -> BreakoutContinuation -> TwentyHourRangeExpansion -> TwentyHourBreakoutContinuationV1,2023_2024,30,16,14,0.5333333333333333,0.36142013281525043,7.78373369603737e-05,0.002335120108811211,1.1461959132773454,-0.005839636418111027
support_cross_market,EUR,VolatilityExpansionFadeV1,Bear -> VolatilityShock -> SixHourExhaustionFade -> VolatilityExpansionFadeV1,2021_2022,17,13,4,0.7647058823529411,0.5273775411082839,0.0029258162656540998,0.0497388765161197,8.50018798441707,-0.0032698898673938492
