source_symbol_role,symbol,candidate_id,main_regime,sub_regime,sub_sub_regime_or_profit_factor,profit_factor,branch_path,trades,wins,losses,win_rate,win_rate_wilson95_lcb,mean_net_return,sum_net_return,return_profit_factor,max_drawdown_compounded
support_cross_market,EUR,TwentyHourBreakoutContinuationV1,Bull,BreakoutContinuation,TwentyHourRangeExpansion,TwentyHourBreakoutContinuationV1,Bull -> BreakoutContinuation -> TwentyHourRangeExpansion -> TwentyHourBreakoutContinuationV1,203,100,103,0.49261083743842365,0.424614592179532,-0.00021402744470301708,-0.043447571274712465,0.8008445231200695,-0.05942405122058669
support_cross_market,EUR,TwentyHourBreakoutContinuationV1,Crisis,BreakoutContinuation,TwentyHourRangeExpansion,TwentyHourBreakoutContinuationV1,Crisis -> BreakoutContinuation -> TwentyHourRangeExpansion -> TwentyHourBreakoutContinuationV1,77,35,42,0.45454545454545453,0.3481397836005049,-0.0008767607801580443,-0.06751058007216941,0.5349697084687692,-0.0725382926058401
support_cross_market,EUR,TwentyHourBreakoutContinuationV1,Sideways,BreakoutContinuation,TwentyHourRangeExpansion,TwentyHourBreakoutContinuationV1,Sideways -> BreakoutContinuation -> TwentyHourRangeExpansion -> TwentyHourBreakoutContinuationV1,152,73,79,0.48026315789473684,0.402306698963966,0.00021711494782306992,0.03300147206910663,1.2851864318190624,-0.03312790684211908
support_cross_market,EUR,VolatilityExpansionFadeV1,Bear,VolatilityShock,SixHourExhaustionFade,VolatilityExpansionFadeV1,Bear -> VolatilityShock -> SixHourExhaustionFade -> VolatilityExpansionFadeV1,28,19,9,0.6785714285714286,0.4933850455563118,0.0016543633498619548,0.046322173796134736,4.128203017554853,-0.006806525812048769
support_cross_market,EUR,VolatilityExpansionFadeV1,Bull,VolatilityShock,SixHourExhaustionFade,VolatilityExpansionFadeV1,Bull -> VolatilityShock -> SixHourExhaustionFade -> VolatilityExpansionFadeV1,303,155,148,0.5115511551155115,0.45547529237836615,-0.00014549626628414402,-0.04408536868409564,0.8999543436141888,-0.17863615322388837
support_cross_market,EUR,VolatilityExpansionFadeV1,Crisis,VolatilityShock,SixHourExhaustionFade,VolatilityExpansionFadeV1,Crisis -> VolatilityShock -> SixHourExhaustionFade -> VolatilityExpansionFadeV1,192,96,96,0.5,0.42997169712955335,-0.00014521278746545672,-0.027880855193367693,0.9087052926571482,-0.09468824393206854
support_cross_market,EUR,VolatilityExpansionFadeV1,Sideways,VolatilityShock,SixHourExhaustionFade,VolatilityExpansionFadeV1,Sideways -> VolatilityShock -> SixHourExhaustionFade -> VolatilityExpansionFadeV1,148,62,86,0.4189189189189189,0.34246617038461147,-0.0007019709000549572,-0.10389169320813367,0.5800532660491808,-0.11804142955889751
support_cross_market,XAU,HourlyTrendPullbackContinuationV1,Bear,TrendContinuation,HourlyPullbackReentry,HourlyTrendPullbackContinuationV1,Bear -> TrendContinuation -> HourlyPullbackReentry -> HourlyTrendPullbackContinuationV1,221,96,125,0.4343891402714932,0.37070924808290484,-7.501770217083084e-05,-0.016578912179753616,0.9211929942799495,-0.07037319270079467
support_cross_market,XAU,HourlyTrendPullbackContinuationV1,Bull,TrendContinuation,HourlyPullbackReentry,HourlyTrendPullbackContinuationV1,Bull -> TrendContinuation -> HourlyPullbackReentry -> HourlyTrendPullbackContinuationV1,325,147,178,0.4523076923076923,0.39906620482011407,-0.00017653589515794632,-0.05737416592633255,0.7938465190570247,-0.09252358316079567
support_cross_market,XAU,RangeBandMeanReversionV1,Sideways,RangeMeanReversion,BandStretchFade,RangeBandMeanReversionV1,Sideways -> RangeMeanReversion -> BandStretchFade -> RangeBandMeanReversionV1,163,77,86,0.4723926380368098,0.39727071585440626,3.9479178874543615e-05,0.006435106156550609,1.044379278458151,-0.04345904183056082
support_cross_market,XAU,TwentyHourBreakoutContinuationV1,Bear,BreakoutContinuation,TwentyHourRangeExpansion,TwentyHourBreakoutContinuationV1,Bear -> BreakoutContinuation -> TwentyHourRangeExpansion -> TwentyHourBreakoutContinuationV1,27,11,16,0.4074074074074074,0.24514513372857347,0.0008496155874349936,0.022939620860744827,1.5460117609880974,-0.018562696617171914
support_cross_market,XAU,TwentyHourBreakoutContinuationV1,Bull,BreakoutContinuation,TwentyHourRangeExpansion,TwentyHourBreakoutContinuationV1,Bull -> BreakoutContinuation -> TwentyHourRangeExpansion -> TwentyHourBreakoutContinuationV1,65,31,34,0.47692307692307695,0.36021590253064156,-0.0005355555073185958,-0.03481110797570873,0.7094187767969253,-0.04674502657764745
support_cross_market,XAU,TwentyHourBreakoutContinuationV1,Crisis,BreakoutContinuation,TwentyHourRangeExpansion,TwentyHourBreakoutContinuationV1,Crisis -> BreakoutContinuation -> TwentyHourRangeExpansion -> TwentyHourBreakoutContinuationV1,22,6,16,0.2727272727272727,0.13150582015814438,-0.0018087942033519955,-0.0397934724737439,0.3110431085649654,-0.0491783090197454
support_cross_market,XAU,TwentyHourBreakoutContinuationV1,Sideways,BreakoutContinuation,TwentyHourRangeExpansion,TwentyHourBreakoutContinuationV1,Sideways -> BreakoutContinuation -> TwentyHourRangeExpansion -> TwentyHourBreakoutContinuationV1,49,15,34,0.30612244897959184,0.1951532349314748,-0.0005935258120370804,-0.02908276478981694,0.6050907961521012,-0.03241200247243081
support_cross_market,XAU,VolatilityExpansionFadeV1,Bear,VolatilityShock,SixHourExhaustionFade,VolatilityExpansionFadeV1,Bear -> VolatilityShock -> SixHourExhaustionFade -> VolatilityExpansionFadeV1,10,3,7,0.3,0.10778928748621182,-0.0013741041371816642,-0.013741041371816642,0.2042592555040394,-0.010635119282550343
support_cross_market,XAU,VolatilityExpansionFadeV1,Bull,VolatilityShock,SixHourExhaustionFade,VolatilityExpansionFadeV1,Bull -> VolatilityShock -> SixHourExhaustionFade -> VolatilityExpansionFadeV1,59,25,34,0.423728813559322,0.3061253228310244,-9.207339528953899e-07,-5.4323303220828005e-05,0.9990912099205665,-0.015597077659939007
support_cross_market,XAU,VolatilityExpansionFadeV1,Crisis,VolatilityShock,SixHourExhaustionFade,VolatilityExpansionFadeV1,Crisis -> VolatilityShock -> SixHourExhaustionFade -> VolatilityExpansionFadeV1,104,60,44,0.5769230769230769,0.4808963374391583,0.00010005867059215538,0.01040610174158416,1.0597042910210506,-0.0975414527899714
support_cross_market,XAU,VolatilityExpansionFadeV1,Sideways,VolatilityShock,SixHourExhaustionFade,VolatilityExpansionFadeV1,Sideways -> VolatilityShock -> SixHourExhaustionFade -> VolatilityExpansionFadeV1,42,19,23,0.4523809523809524,0.3122316381863853,-0.00031403260697572565,-0.013189369492980477,0.7294488257284715,-0.027954490613572913
support_cross_market,YM,HourlyTrendPullbackContinuationV1,Bull,TrendContinuation,HourlyPullbackReentry,HourlyTrendPullbackContinuationV1,Bull -> TrendContinuation -> HourlyPullbackReentry -> HourlyTrendPullbackContinuationV1,20,8,12,0.4,0.21880396741419272,-0.035421078136426004,-0.7084215627285201,0.404701314061436,-0.7007812208726086
support_cross_market,YM,RangeBandMeanReversionV1,Sideways,RangeMeanReversion,BandStretchFade,RangeBandMeanReversionV1,Sideways -> RangeMeanReversion -> BandStretchFade -> RangeBandMeanReversionV1,5,5,0,1.0,0.565508505247919,0.05235804801259343,0.26179024006296714,inf,0.0
support_cross_market,YM,TwentyHourBreakoutContinuationV1,Bull,BreakoutContinuation,TwentyHourRangeExpansion,TwentyHourBreakoutContinuationV1,Bull -> BreakoutContinuation -> TwentyHourRangeExpansion -> TwentyHourBreakoutContinuationV1,3,2,1,0.6666666666666666,0.20765495512648788,0.004711104850846849,0.014133314552540549,1.1045432174578234,-0.13519111900532854
support_cross_market,YM,TwentyHourBreakoutContinuationV1,Crisis,BreakoutContinuation,TwentyHourRangeExpansion,TwentyHourBreakoutContinuationV1,Crisis -> BreakoutContinuation -> TwentyHourRangeExpansion -> TwentyHourBreakoutContinuationV1,1,0,1,0.0,0.0,-0.15575555555555545,-0.15575555555555545,0.0,0.0
support_cross_market,YM,VolatilityExpansionFadeV1,Bull,VolatilityShock,SixHourExhaustionFade,VolatilityExpansionFadeV1,Bull -> VolatilityShock -> SixHourExhaustionFade -> VolatilityExpansionFadeV1,19,13,6,0.6842105263157895,0.4601001017506463,0.04037862254865111,0.767193828424371,2.534201172748774,-0.31506458176457486
support_cross_market,YM,VolatilityExpansionFadeV1,Crisis,VolatilityShock,SixHourExhaustionFade,VolatilityExpansionFadeV1,Crisis -> VolatilityShock -> SixHourExhaustionFade -> VolatilityExpansionFadeV1,44,16,28,0.36363636363636365,0.23783334127491426,0.024206789707286392,1.0650987471206013,1.8440864343996688,-0.5101593299158389
support_cross_market,YM,VolatilityExpansionFadeV1,Sideways,VolatilityShock,SixHourExhaustionFade,VolatilityExpansionFadeV1,Sideways -> VolatilityShock -> SixHourExhaustionFade -> VolatilityExpansionFadeV1,16,9,7,0.5625,0.3317819560677652,0.034056952764033574,0.5449112442245372,1.7305723324010789,-0.36272640305530457
