date,channel_id,message_id,y,text_len,upper_token_count,ticker_like_count,number_count,has_pump,has_buy,has_sell,has_signal,has_exchange
2017-06-19 05:25:15+00:00,1129810706,30,0,7,0,0,1,0,0,0,0,0
2017-06-19 13:55:01+00:00,1129810706,31,1,12,0,0,2,0,1,0,0,0
2017-06-20 06:46:09+00:00,1129810706,32,0,5,0,0,0,0,0,0,0,0
2017-06-21 07:52:24+00:00,1129810706,33,1,9,0,0,3,0,1,1,0,0
2017-06-21 10:01:11+00:00,1129810706,34,0,5,0,0,0,0,0,0,0,0
2017-06-21 10:01:22+00:00,1129810706,35,0,6,0,0,0,0,0,0,0,0
2017-06-21 10:01:30+00:00,1129810706,36,0,5,0,0,0,0,1,0,0,0
2017-06-21 11:28:21+00:00,1110470285,8,0,100,4,4,4,1,1,0,1,1
2017-06-21 11:31:16+00:00,1110470285,9,0,52,0,0,1,1,1,0,0,0
2017-06-21 11:35:02+00:00,1110470285,10,0,41,1,1,0,1,0,0,0,1
2017-06-21 12:26:31+00:00,1110470285,11,0,31,2,2,2,1,0,0,1,0
2017-06-21 13:15:41+00:00,1110470285,12,0,26,1,1,2,0,0,1,1,0
2017-06-21 13:31:32+00:00,1110470285,13,0,1,0,0,2,0,0,0,0,0
2017-06-21 13:44:49+00:00,1110470285,14,0,36,0,0,2,0,0,0,0,0
2017-06-21 14:42:09+00:00,1110470285,15,0,30,0,0,5,1,0,0,1,0
2017-06-21 14:55:50+00:00,1110470285,16,0,54,4,4,4,1,0,0,1,0
2017-06-21 14:56:22+00:00,1110470285,17,0,4,2,2,1,0,0,0,0,0
2017-06-21 15:42:00+00:00,1110470285,18,0,302,43,44,13,0,1,0,0,1
2017-06-21 16:33:23+00:00,1110470285,19,0,45,4,4,3,0,1,0,1,0
2017-06-21 16:42:40+00:00,1110470285,20,0,89,3,3,6,1,0,0,0,1
2017-06-21 16:46:19+00:00,1110470285,21,0,60,7,7,2,1,1,0,1,0
2017-06-21 17:18:32+00:00,1110470285,22,0,15,2,2,1,0,0,0,0,0
2017-06-21 17:30:52+00:00,1110470285,23,0,16,1,1,4,1,0,0,0,0
2017-06-21 17:52:29+00:00,1110470285,24,0,290,8,8,9,0,1,1,0,0
2017-06-21 18:39:23+00:00,1110470285,26,0,18,6,6,4,0,1,0,0,0
2017-06-21 19:00:44+00:00,1110470285,27,0,8,0,0,1,0,0,0,0,0
2017-06-21 20:47:24+00:00,1110470285,28,0,48,8,8,8,0,1,0,1,0
2017-06-21 22:14:58+00:00,1110470285,29,0,90,28,27,8,0,1,0,0,0
2017-06-21 22:23:28+00:00,1110470285,30,0,57,17,17,5,1,1,0,1,0
2017-06-22 06:04:19+00:00,1110470285,31,0,190,18,18,16,1,1,0,1,0
2017-06-22 07:08:47+00:00,1110470285,32,0,111,6,6,6,0,1,0,0,0
2017-06-22 07:09:02+00:00,1110470285,33,0,33,0,0,0,0,1,0,0,0
2017-06-22 07:10:25+00:00,1110470285,34,0,25,1,1,0,0,0,0,0,0
2017-06-22 07:15:18+00:00,1110470285,35,0,62,6,5,5,0,0,0,0,0
2017-06-22 07:27:05+00:00,1110470285,36,0,189,11,11,2,1,1,0,1,1
2017-06-22 07:37:02+00:00,1110470285,37,0,18,2,2,1,1,0,0,0,0
2017-06-22 07:52:01+00:00,1110470285,38,0,68,3,3,3,0,1,0,1,0
2017-06-22 07:56:27+00:00,1110470285,39,0,42,12,12,0,0,0,0,0,0
2017-06-22 09:37:00+00:00,1110470285,40,0,77,10,10,5,0,1,0,1,1
2017-06-22 12:39:26+00:00,1110470285,41,0,37,1,1,3,0,0,0,0,0
2017-06-22 12:47:28+00:00,1110470285,42,0,64,17,17,6,1,0,0,0,0
2017-06-22 13:13:47+00:00,1110470285,43,0,35,3,3,1,0,0,0,0,0
2017-06-22 13:39:56+00:00,1129810706,37,0,1,0,0,1,0,0,0,0,0
2017-06-22 13:40:48+00:00,1129810706,38,0,1,0,0,2,0,0,0,0,0
2017-06-22 13:41:08+00:00,1129810706,39,0,6,0,0,0,0,0,0,0,0
2017-06-22 14:13:51+00:00,1110470285,44,0,171,19,19,16,1,1,0,1,0
2017-06-22 14:17:12+00:00,1110470285,45,0,23,2,3,1,0,0,0,0,0
2017-06-22 14:49:20+00:00,1110470285,46,0,163,3,3,2,1,1,1,0,1
2017-06-22 14:58:03+00:00,1110470285,48,0,31,1,1,2,0,0,0,1,0
2017-06-22 15:01:58+00:00,1110470285,49,0,70,8,8,3,1,0,0,0,1
2017-06-22 15:20:51+00:00,1110470285,50,1,24,14,15,0,0,1,0,1,0
2017-06-22 16:25:45+00:00,1110470285,51,0,12,3,3,0,1,0,0,0,1
2017-06-22 16:28:10+00:00,1110470285,52,0,25,1,1,2,1,0,1,0,0
2017-06-22 16:28:37+00:00,1110470285,53,0,3,1,1,0,0,0,0,0,0
2017-06-22 17:01:32+00:00,1125136365,4,0,5,0,0,0,0,0,0,0,0
2017-06-22 17:01:39+00:00,1125136365,5,0,4,0,0,0,0,1,0,0,0
2017-06-22 17:07:51+00:00,1125136365,6,0,7,0,0,0,0,0,0,0,0
2017-06-22 17:34:26+00:00,1125136365,14,0,0,0,0,0,0,0,0,0,0
2017-06-22 17:51:26+00:00,1125136365,17,0,16,0,0,0,1,0,0,0,1
2017-06-22 18:01:58+00:00,1110470285,54,0,16,1,1,3,1,0,0,0,0
2017-06-22 18:06:42+00:00,1125136365,19,0,12,0,0,0,0,0,0,0,0
2017-06-22 18:14:44+00:00,1110470285,55,0,140,3,3,9,1,1,1,0,0
2017-06-22 18:24:51+00:00,1110470285,56,0,20,5,5,3,0,0,0,1,0
2017-06-22 18:27:15+00:00,1125136365,20,0,15,4,4,4,1,0,0,0,1
2017-06-22 18:28:29+00:00,1110470285,57,0,15,1,1,0,1,0,0,0,0
2017-06-22 18:44:19+00:00,1110470285,58,0,5,0,0,1,0,0,0,0,0
2017-06-22 19:29:33+00:00,1125136365,21,0,9,0,0,1,0,1,0,0,0
2017-06-22 19:47:17+00:00,1110470285,59,0,11,9,9,1,0,0,0,0,0
2017-06-22 20:35:51+00:00,1125136365,22,0,9,1,1,0,0,0,0,0,0
2017-06-22 20:35:57+00:00,1125136365,23,0,0,0,0,0,0,0,0,0,0
2017-06-22 22:07:02+00:00,1110470285,60,0,73,10,11,12,1,0,0,1,0
2017-06-22 22:50:58+00:00,1110470285,63,0,21,1,1,2,0,0,0,1,0
2017-06-23 03:28:37+00:00,1125136365,25,0,14,2,2,2,0,0,0,0,0
2017-06-23 03:29:21+00:00,1125136365,26,0,4,0,0,2,0,0,0,0,0
2017-06-23 03:39:50+00:00,1125136365,27,0,18,0,0,0,0,0,0,0,0
2017-06-23 03:40:47+00:00,1125136365,28,0,6,0,0,0,0,0,0,0,0
2017-06-23 04:38:55+00:00,1125136365,29,0,15,4,4,4,1,0,0,0,1
2017-06-23 04:40:21+00:00,1125136365,30,0,12,0,0,0,1,0,0,0,0
2017-06-23 04:43:33+00:00,1125136365,31,0,11,0,0,0,0,0,0,0,0
2017-06-23 06:12:21+00:00,1110470285,64,0,22,1,1,0,0,0,0,0,0
2017-06-23 07:41:56+00:00,1125136365,32,0,55,7,7,4,1,0,0,0,1
2017-06-23 07:42:13+00:00,1125136365,33,0,16,0,0,0,1,0,0,0,1
2017-06-23 07:48:39+00:00,1125136365,34,0,24,4,4,4,0,1,0,0,0
2017-06-23 10:02:15+00:00,1110470285,67,0,18,0,0,0,0,0,0,0,0
2017-06-23 10:10:42+00:00,1110470285,68,0,95,34,35,10,0,1,0,1,1
2017-06-23 10:13:48+00:00,1110470285,69,0,22,2,2,2,0,1,0,0,0
2017-06-23 10:39:05+00:00,1110470285,70,0,9,4,5,2,0,0,0,0,0
2017-06-23 11:10:38+00:00,1110470285,72,0,169,2,2,3,1,1,1,0,0
2017-06-23 11:35:36+00:00,1110470285,73,1,144,8,8,1,0,1,1,1,0
2017-06-23 13:36:26+00:00,1125136365,35,0,6,0,0,1,0,0,0,0,0
2017-06-23 13:36:39+00:00,1125136365,36,0,6,0,0,0,0,0,0,0,0
2017-06-23 13:37:01+00:00,1125136365,37,0,6,0,0,1,0,0,0,0,0
2017-06-23 14:44:56+00:00,1110470285,74,0,20,7,5,6,0,0,0,1,1
2017-06-23 14:47:22+00:00,1110470285,75,0,38,5,5,3,0,0,0,1,0
2017-06-23 14:52:55+00:00,1110470285,76,0,52,2,2,3,1,0,0,0,0
2017-06-23 14:53:20+00:00,1110470285,77,0,0,0,0,0,0,0,0,0,0
2017-06-23 14:54:28+00:00,1110470285,78,0,15,0,0,3,0,0,0,0,0
2017-06-23 14:58:26+00:00,1110470285,79,0,0,0,0,0,0,0,0,0,0
2017-06-23 14:58:42+00:00,1110470285,80,0,23,0,0,1,0,0,0,0,0
2017-06-23 15:05:14+00:00,1125136365,38,0,0,0,0,0,0,0,0,0,0
2017-06-23 15:05:15+00:00,1125136365,39,0,15,2,2,0,0,1,0,0,0
2017-06-23 15:25:08+00:00,1125136365,40,0,0,0,0,0,0,0,0,0,0
2017-06-23 15:25:35+00:00,1125136365,41,0,18,1,1,0,0,0,0,0,0
2017-06-23 15:26:13+00:00,1125136365,42,0,16,0,0,0,1,0,0,0,1
2017-06-23 15:49:52+00:00,1110470285,81,0,112,11,9,5,1,1,0,0,1
2017-06-23 16:28:42+00:00,1110470285,82,0,10,0,0,1,0,0,0,0,0
2017-06-23 17:18:03+00:00,1110470285,83,0,164,6,6,3,1,1,1,0,1
2017-06-23 17:20:31+00:00,1110470285,85,0,3,0,0,0,0,0,0,0,0
2017-06-23 17:21:32+00:00,1110470285,86,0,0,0,0,0,0,0,0,0,0
2017-06-23 18:21:08+00:00,1110470285,89,0,7,4,4,1,0,0,0,0,0
2017-06-23 18:23:48+00:00,1110470285,90,0,24,11,11,0,0,1,0,1,0
2017-06-23 19:46:40+00:00,1110470285,92,0,14,0,0,1,0,0,0,0,0
2017-06-23 21:06:15+00:00,1110470285,93,0,89,8,8,1,0,1,0,0,1
2017-06-23 21:46:48+00:00,1110470285,94,0,27,1,1,1,0,0,1,0,0
2017-06-23 22:52:59+00:00,1110470285,95,0,12,1,1,1,0,0,1,1,0
2017-06-23 23:53:47+00:00,1110470285,96,0,12,0,0,4,0,0,0,0,0
2017-06-23 23:57:10+00:00,1110470285,97,0,17,0,0,5,0,0,0,0,0
2017-06-24 02:47:38+00:00,1125136365,44,0,0,0,0,0,0,0,0,0,0
2017-06-24 02:47:38+00:00,1125136365,43,0,28,2,2,1,0,0,0,0,0
2017-06-24 02:57:25+00:00,1125136365,45,0,17,3,3,4,0,0,0,0,0
2017-06-24 03:16:00+00:00,1125136365,46,0,20,0,0,0,0,0,0,0,0
2017-06-24 03:16:24+00:00,1125136365,47,0,16,0,0,0,1,0,0,0,1
2017-06-24 05:22:11+00:00,1125136365,48,0,14,2,2,2,0,0,0,0,1
2017-06-24 05:26:19+00:00,1125136365,49,0,0,0,0,0,0,0,0,0,0
2017-06-24 05:26:20+00:00,1125136365,50,0,23,0,0,0,0,1,0,0,0
2017-06-24 07:47:37+00:00,1125136365,53,0,12,0,0,0,0,0,0,0,0
2017-06-24 08:48:52+00:00,1110470285,98,0,17,2,2,1,0,0,0,0,0
2017-06-24 09:03:09+00:00,1110470285,99,0,13,1,1,0,0,0,0,0,0
2017-06-24 09:13:18+00:00,1110470285,100,0,40,0,0,0,0,0,0,0,0
2017-06-24 09:14:33+00:00,1110470285,101,0,6,0,0,0,0,0,0,0,0
2017-06-24 09:17:21+00:00,1110470285,102,0,3,2,2,0,0,0,0,0,0
2017-06-24 09:31:36+00:00,1110470285,103,0,5,2,2,1,0,0,0,1,0
2017-06-24 10:18:31+00:00,1110470285,104,0,54,14,14,8,0,1,0,1,1
2017-06-24 10:24:59+00:00,1110470285,105,0,18,14,14,1,0,0,0,0,0
2017-06-24 10:33:36+00:00,1110470285,106,0,26,4,4,0,1,0,0,1,0
2017-06-24 10:37:01+00:00,1110470285,107,0,13,0,0,1,0,0,0,0,0
2017-06-24 11:36:30+00:00,1110470285,108,0,10,1,1,0,0,0,0,0,0
2017-06-24 11:48:20+00:00,1110470285,109,0,32,3,3,3,1,0,0,0,1
2017-06-24 11:50:27+00:00,1110470285,110,0,10,0,0,1,0,0,0,0,0
2017-06-24 11:50:37+00:00,1110470285,111,0,1,0,0,0,0,0,0,0,0
2017-06-24 12:15:07+00:00,1110470285,112,0,21,5,5,1,0,0,0,1,0
2017-06-24 13:15:00+00:00,1110470285,113,0,15,6,6,4,0,0,0,1,1
2017-06-24 13:20:02+00:00,1110470285,114,0,26,2,2,0,0,0,0,1,0
2017-06-24 13:21:42+00:00,1110470285,115,0,5,1,1,0,0,0,0,0,0
2017-06-24 13:25:41+00:00,1110470285,116,0,11,3,3,2,0,0,0,0,0
2017-06-24 13:28:59+00:00,1110470285,117,0,24,3,3,2,0,0,1,0,0
2017-06-24 13:32:25+00:00,1110470285,118,0,53,2,2,1,1,0,0,1,0
2017-06-24 13:54:19+00:00,1110470285,119,0,13,2,2,2,0,0,0,0,0
2017-06-24 14:02:22+00:00,1110470285,120,0,116,4,4,4,1,1,0,0,1
2017-06-24 15:00:00+00:00,1110470285,121,0,14,1,1,1,1,0,1,0,0
2017-06-24 15:01:06+00:00,1110470285,122,0,12,5,5,0,1,0,1,1,0
2017-06-24 16:26:25+00:00,1110470285,123,0,13,1,1,0,1,0,0,0,0
2017-06-24 16:52:49+00:00,1125136365,72,0,52,5,5,6,1,0,0,0,1
2017-06-24 17:09:37+00:00,1110470285,124,0,21,1,1,0,1,0,0,0,0
2017-06-24 17:11:11+00:00,1125136365,73,0,1,0,0,3,0,0,0,0,0
2017-06-24 17:11:31+00:00,1125136365,74,0,6,1,1,0,0,0,0,0,0
2017-06-24 17:13:58+00:00,1125136365,75,0,52,5,5,6,1,0,0,0,1
2017-06-24 17:14:56+00:00,1125136365,76,0,12,0,0,0,1,0,0,0,0
2017-06-24 17:34:32+00:00,1110470285,125,0,11,2,2,2,0,0,0,0,0
2017-06-24 18:05:06+00:00,1110470285,126,0,15,2,2,1,0,0,0,1,0
2017-06-24 18:24:30+00:00,1110470285,127,0,27,2,2,0,0,0,0,1,0
2017-06-24 18:27:53+00:00,1110470285,128,0,13,2,2,0,0,0,0,0,0
2017-06-24 19:20:22+00:00,1110470285,129,0,38,8,8,7,0,1,0,1,1
2017-06-24 19:28:07+00:00,1110470285,130,0,58,2,2,0,0,0,1,1,0
2017-06-24 19:29:30+00:00,1110470285,131,0,14,0,0,0,0,0,0,0,0
2017-06-24 19:29:56+00:00,1110470285,132,0,15,1,1,0,0,0,0,0,0
2017-06-24 19:30:30+00:00,1110470285,133,0,10,0,0,0,1,0,0,0,0
2017-06-24 19:31:26+00:00,1110470285,134,0,29,0,0,0,1,0,0,0,0
2017-06-24 19:49:39+00:00,1110470285,135,0,14,1,1,1,0,0,0,0,0
2017-06-24 20:01:28+00:00,1110470285,137,0,293,12,12,24,0,0,0,0,0
2017-06-24 20:03:54+00:00,1110470285,138,0,79,3,3,11,0,0,0,0,0
2017-06-24 20:16:24+00:00,1110470285,139,0,31,20,20,2,0,0,0,0,0
2017-06-24 20:16:39+00:00,1110470285,140,0,1,2,2,0,0,0,0,0,1
2017-06-24 20:35:18+00:00,1110470285,141,0,81,13,13,1,0,1,0,0,0
2017-06-24 20:38:44+00:00,1110470285,142,0,23,1,1,0,0,0,0,0,0
