channel_id,message_id,Date,Time,coin,dt,source,label_source,target,classified_telegram_coin_pump_event_present,split
1137853181,negative_control_for_5407_34937,2017-05-18,14:15:26,BTC,2017-05-18 14:15:26,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1137853181,negative_control_for_11917_32623,2017-05-18,14:20:21,HOLD,2017-05-18 14:20:21,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1141241803,negative_control_for_358_58988,2017-05-18,14:26:31,HOLD,2017-05-18 14:26:31,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1149375708,negative_control_for_2149_30214,2017-05-18,14:31:10,BTC,2017-05-18 14:31:10,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1253940024,negative_control_for_5532_42173,2017-05-18,14:35:32,CAN,2017-05-18 14:35:32,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1241159528,negative_control_for_1741_18390,2017-05-18,15:09:16,BTC,2017-05-18 15:09:16,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1149375708,negative_control_for_412_30581,2017-05-18,15:28:55,BTC,2017-05-18 15:28:55,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1141306317,negative_control_for_1026_41552,2017-05-18,15:33:23,HOLD,2017-05-18 15:33:23,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1228399647,negative_control_for_10127_7267,2017-05-18,15:46:51,CAN,2017-05-18 15:46:51,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1148414624,negative_control_for_4422_20849,2017-05-18,16:00:07,CAN,2017-05-18 16:00:07,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1149375708,negative_control_for_2315_30194,2017-05-18,16:01:26,BTC,2017-05-18 16:01:26,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1351738786,negative_control_for_506_17021,2017-05-18,16:02:42,HOLD,2017-05-18 16:02:42,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1137853181,negative_control_for_12362_32453,2017-05-18,16:43:52,BTC,2017-05-18 16:43:52,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1149375708,negative_control_for_1992_30238,2017-05-18,16:46:19,BTC,2017-05-18 16:46:19,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1148414624,negative_control_for_2300_21134,2017-05-18,16:48:33,HOLD,2017-05-18 16:48:33,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1228043983,negative_control_for_2848_1871,2017-05-18,17:22:56,HOLD,2017-05-18 17:22:56,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1168808502,negative_control_for_1525_26750,2017-05-18,17:29:51,BTC,2017-05-18 17:29:51,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1286919325,negative_control_for_5031_54438,2017-05-18,17:31:40,BTC,2017-05-18 17:31:40,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1101026633,negative_control_for_6190_48292,2017-05-18,17:38:29,HOLD,2017-05-18 17:38:29,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1286919325,negative_control_for_3881_54732,2017-05-18,17:59:11,BTC,2017-05-18 17:59:11,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1114281367,negative_control_for_157_39399,2017-05-18,18:00:58,HOLD,2017-05-18 18:00:58,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1168808502,negative_control_for_1839_26700,2017-05-18,18:16:32,BTC,2017-05-18 18:16:32,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1251630050,negative_control_for_663_16427,2017-05-18,18:25:00,BTC,2017-05-18 18:25:00,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1372313465,negative_control_for_3083_59868,2017-05-18,18:45:06,BTC,2017-05-18 18:45:06,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1374270511,negative_control_for_373_42076,2017-05-18,18:50:56,BTC,2017-05-18 18:50:56,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1136817405,negative_control_for_7436_40922,2017-05-18,18:55:42,BTC,2017-05-18 18:55:42,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1142734687,negative_control_for_7950_2958,2017-05-18,18:59:20,BTC,2017-05-18 18:59:20,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1101026633,negative_control_for_6099_48304,2017-05-18,19:05:37,HOLD,2017-05-18 19:05:37,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1136728217,negative_control_for_5098_38605,2017-05-18,19:09:58,HOLD,2017-05-18 19:09:58,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1137853181,negative_control_for_10424_33113,2017-05-18,19:11:11,BTC,2017-05-18 19:11:11,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1147798110,negative_control_for_3482_11177,2017-05-18,19:16:11,HOLD,2017-05-18 19:16:11,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1137853181,negative_control_for_3019_35760,2017-05-18,19:31:49,BTC,2017-05-18 19:31:49,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1136817405,negative_control_for_7544_40904,2017-05-18,19:40:02,BTC,2017-05-18 19:40:02,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1179433767,negative_control_for_1708_10284,2017-05-18,20:07:59,BTC,2017-05-18 20:07:59,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1136817405,negative_control_for_5260_41210,2017-05-18,20:16:04,BTC,2017-05-18 20:16:04,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1214871289,negative_control_for_106_5502,2017-05-18,20:33:16,BTC,2017-05-18 20:33:16,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1228043983,negative_control_for_5649_1777,2017-05-18,20:52:49,CAN,2017-05-18 20:52:49,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1101026633,negative_control_for_7402_48069,2017-05-18,20:55:08,NEO,2017-05-18 20:55:08,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1268278510,negative_control_for_12242_50391,2017-05-18,20:56:13,HOLD,2017-05-18 20:56:13,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1258098667,negative_control_for_1582_28006,2017-05-18,21:20:57,BTC,2017-05-18 21:20:57,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1168808502,negative_control_for_298_27122,2017-05-18,22:15:47,BTC,2017-05-18 22:15:47,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1149375708,negative_control_for_2156_30212,2017-05-18,22:32:29,BTC,2017-05-18 22:32:29,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1142644156,negative_control_for_2888_25267,2017-05-18,22:35:23,BTC,2017-05-18 22:35:23,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1101026633,negative_control_for_8259_47953,2017-05-18,22:40:58,HOLD,2017-05-18 22:40:58,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1137683620,negative_control_for_1441_6624,2017-05-18,22:49:42,HOLD,2017-05-18 22:49:42,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1142644156,negative_control_for_3148_25091,2017-05-18,23:21:51,BTC,2017-05-18 23:21:51,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1339386847,negative_control_for_425_1228,2017-05-18,23:38:28,BTC,2017-05-18 23:38:28,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1264183469,negative_control_for_8081_27593,2017-05-19,00:19:25,HOLD,2017-05-19 00:19:25,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1137853181,negative_control_for_2312_36345,2017-05-19,00:21:53,BTC,2017-05-19 00:21:53,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1297269082,negative_control_for_2165_60612,2017-05-19,00:25:43,BTC,2017-05-19 00:25:43,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1268278510,negative_control_for_7450_50668,2017-05-19,00:29:13,HOLD,2017-05-19 00:29:13,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1372313465,negative_control_for_4167_59785,2017-05-19,00:34:28,BTC,2017-05-19 00:34:28,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1137853181,negative_control_for_1600_36867,2017-05-19,00:43:22,BTC,2017-05-19 00:43:22,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1142644156,negative_control_for_3066_25148,2017-05-19,01:11:36,BTC,2017-05-19 01:11:36,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1128135714,negative_control_for_3014_52938,2017-05-19,01:56:44,BTC,2017-05-19 01:56:44,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1137853181,negative_control_for_13005_32162,2017-05-19,01:58:36,BTC,2017-05-19 01:58:36,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1137853181,negative_control_for_1016_37329,2017-05-19,02:01:08,BTC,2017-05-19 02:01:08,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1151387276,negative_control_for_101_61769,2017-05-19,02:18:32,HOLD,2017-05-19 02:18:32,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1137853181,negative_control_for_12730_32280,2017-05-19,02:58:29,BTC,2017-05-19 02:58:29,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1136817405,negative_control_for_8030_40784,2017-05-19,03:07:46,BTC,2017-05-19 03:07:46,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1101026633,negative_control_for_3909_48548,2017-05-19,03:09:09,HOLD,2017-05-19 03:09:09,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1286919325,negative_control_for_306_55654,2017-05-19,03:09:14,BTC,2017-05-19 03:09:14,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1113995061,negative_control_for_2200_5047,2017-05-19,03:26:31,HOLD,2017-05-19 03:26:31,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1137853181,negative_control_for_1659_36813,2017-05-19,03:35:36,BTC,2017-05-19 03:35:36,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1137853181,negative_control_for_3555_35539,2017-05-19,03:45:47,BTC,2017-05-19 03:45:47,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1137853181,negative_control_for_9750_33458,2017-05-19,03:54:09,BTC,2017-05-19 03:54:09,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1220042421,negative_control_for_199_56569,2017-05-19,04:00:44,BTC,2017-05-19 04:00:44,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1137853181,negative_control_for_2506_36141,2017-05-19,04:46:22,BTC,2017-05-19 04:46:22,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1179433767,negative_control_for_248_10432,2017-05-19,05:08:18,HOLD,2017-05-19 05:08:18,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1137853181,negative_control_for_2462_36201,2017-05-19,05:20:23,BTC,2017-05-19 05:20:23,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1071739319,negative_control_for_677_19378,2017-05-19,05:24:28,HOLD,2017-05-19 05:24:28,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1137853181,negative_control_for_5614_34876,2017-05-19,05:35:52,BTC,2017-05-19 05:35:52,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1372313465,negative_control_for_9377_59421,2017-05-19,05:42:46,BTC,2017-05-19 05:42:46,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1228399647,negative_control_for_33392_6934,2017-05-19,05:50:04,BTC,2017-05-19 05:50:04,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1137853181,negative_control_for_12807_32243,2017-05-19,05:58:44,BTC,2017-05-19 05:58:44,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1129226192,negative_control_for_6614_2417,2017-05-19,06:02:50,HOLD,2017-05-19 06:02:50,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1253119390,negative_control_for_91_50049,2017-05-19,06:07:05,HOLD,2017-05-19 06:07:05,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1137853181,negative_control_for_2195_36430,2017-05-19,06:17:30,BTC,2017-05-19 06:17:30,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1136817405,negative_control_for_5048_41236,2017-05-19,06:21:23,HOLD,2017-05-19 06:21:23,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1220042421,negative_control_for_275_56488,2017-05-19,06:27:58,BTC,2017-05-19 06:27:58,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1214871289,negative_control_for_130_5483,2017-05-19,06:38:07,BTC,2017-05-19 06:38:07,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1286919325,negative_control_for_4639_54551,2017-05-19,06:48:35,BTC,2017-05-19 06:48:35,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1321570188,negative_control_for_88_57442,2017-05-19,07:25:17,BTC,2017-05-19 07:25:17,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1286919325,negative_control_for_746_55337,2017-05-19,07:47:44,BTC,2017-05-19 07:47:44,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1168808502,negative_control_for_2042_26660,2017-05-19,07:51:09,BTC,2017-05-19 07:51:09,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1137853181,negative_control_for_11065_32867,2017-05-19,08:04:11,BTC,2017-05-19 08:04:11,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1081054885,negative_control_for_2879_31277,2017-05-19,08:20:56,CAN,2017-05-19 08:20:56,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1286919325,negative_control_for_42_55998,2017-05-19,08:22:54,HOLD,2017-05-19 08:22:54,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1351738786,negative_control_for_4332_16605,2017-05-19,08:25:29,HOLD,2017-05-19 08:25:29,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1268798078,negative_control_for_586_3704,2017-05-19,08:50:15,BTC,2017-05-19 08:50:15,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1129226192,negative_control_for_6630_2413,2017-05-19,08:50:18,HOLD,2017-05-19 08:50:18,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1286919325,negative_control_for_352_55595,2017-05-19,08:50:44,BTC,2017-05-19 08:50:44,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1321570188,negative_control_for_89_57440,2017-05-19,08:52:35,BTC,2017-05-19 08:52:35,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1241159528,negative_control_for_1099_18958,2017-05-19,08:55:54,BTC,2017-05-19 08:55:54,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1142644156,negative_control_for_2774_25335,2017-05-19,08:55:55,BTC,2017-05-19 08:55:55,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1137853181,negative_control_for_14521_31773,2017-05-19,09:28:59,BTC,2017-05-19 09:28:59,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1071739319,negative_control_for_1423_19229,2017-05-19,09:54:25,HOLD,2017-05-19 09:54:25,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1168808502,negative_control_for_2939_26501,2017-05-19,10:01:07,BTC,2017-05-19 10:01:07,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1339386847,negative_control_for_408_1248,2017-05-19,10:01:29,BTC,2017-05-19 10:01:29,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1137853181,negative_control_for_735_37609,2017-05-19,10:01:53,BTC,2017-05-19 10:01:53,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1353862358,negative_control_for_1914_23783,2017-05-19,10:13:51,BTC,2017-05-19 10:13:51,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1137853181,negative_control_for_11003_32897,2017-05-19,10:26:41,BTC,2017-05-19 10:26:41,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1351738786,negative_control_for_2744_16861,2017-05-19,10:45:54,HOLD,2017-05-19 10:45:54,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1135438240,negative_control_for_4953_12220,2017-05-19,11:03:35,HOLD,2017-05-19 11:03:35,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1286919325,negative_control_for_149_55867,2017-05-19,11:14:20,BTC,2017-05-19 11:14:20,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1168808502,negative_control_for_2241_26597,2017-05-19,11:17:29,BTC,2017-05-19 11:17:29,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1137683620,negative_control_for_14793_6184,2017-05-19,11:24:17,HOLD,2017-05-19 11:24:17,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1351738786,negative_control_for_2611_16874,2017-05-19,12:27:53,BTC,2017-05-19 12:27:53,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1261576825,negative_control_for_609_9097,2017-05-19,13:07:29,HOLD,2017-05-19 13:07:29,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1146433871,negative_control_for_472_4,2017-05-19,13:23:16,BTC,2017-05-19 13:23:16,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1129226192,negative_control_for_6485_2445,2017-05-19,13:23:51,HOLD,2017-05-19 13:23:51,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1220042421,negative_control_for_145_56647,2017-05-19,13:26:35,BTC,2017-05-19 13:26:35,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1339386847,negative_control_for_421_1236,2017-05-19,13:31:45,BTC,2017-05-19 13:31:45,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1137683620,negative_control_for_981_6693,2017-05-19,13:32:27,HOLD,2017-05-19 13:32:27,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1286919325,negative_control_for_97_55927,2017-05-19,13:46:49,BTC,2017-05-19 13:46:49,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1137853181,negative_control_for_6928_34506,2017-05-19,14:01:43,XVG,2017-05-19 14:01:43,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1228399647,negative_control_for_10850_7228,2017-05-19,14:12:38,BTC,2017-05-19 14:12:38,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1142644156,negative_control_for_3201_25035,2017-05-19,14:23:34,BTC,2017-05-19 14:23:34,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1399529053,negative_control_for_69_42042,2017-05-19,14:24:19,HOLD,2017-05-19 14:24:19,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1115904838,negative_control_for_11182_49297,2017-05-19,14:25:10,BTC,2017-05-19 14:25:10,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1268798078,negative_control_for_507_3785,2017-05-19,14:32:29,BTC,2017-05-19 14:32:29,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1137853181,negative_control_for_4732_35108,2017-05-19,14:33:04,CAN,2017-05-19 14:33:04,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1221311339,negative_control_for_1873_46337,2017-05-19,14:37:12,HOLD,2017-05-19 14:37:12,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1115904838,negative_control_for_1083_49838,2017-05-19,14:41:47,HOLD,2017-05-19 14:41:47,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1137683620,negative_control_for_2458_6532,2017-05-19,14:53:44,HOLD,2017-05-19 14:53:44,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1137853181,negative_control_for_6505_34624,2017-05-19,15:00:32,HOLD,2017-05-19 15:00:32,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1081054885,negative_control_for_1530_31336,2017-05-19,15:08:18,HOLD,2017-05-19 15:08:18,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1179433767,negative_control_for_134_10442,2017-05-19,15:09:23,HOLD,2017-05-19 15:09:23,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1268278510,negative_control_for_10227_50524,2017-05-19,15:25:36,HOLD,2017-05-19 15:25:36,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1286919325,negative_control_for_248_55735,2017-05-19,15:41:21,BTC,2017-05-19 15:41:21,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1168808502,negative_control_for_5094_26145,2017-05-19,15:46:38,BTC,2017-05-19 15:46:38,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1339386847,negative_control_for_255_1340,2017-05-19,15:54:11,BTC,2017-05-19 15:54:11,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
1129810706,negative_control_for_2932_15431,2017-05-19,16:07:48,BTC,2017-05-19 16:07:48,synthetic_same_coin_non_event_control,no_classified_telegram_pump_attempt_within_24h,0,0,train
