recipe_id,pair,parent_regime_root,regime_profit_branch_path,bbn_evidence_node,bbn_evidence_value,realized_R,allowed_action,source
CrashRebound,SOL/USDT,Bear,Bear -> BearMarketCapitulationRebound -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,positive,0.0623719405067668,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,AVAX/USDT,Bear,Bear -> BearMarketCapitulationRebound -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,positive,0.07598838311408367,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,SOL/USDT,Sideways,Sideways -> RangeShockMeanReversion -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,positive,0.02264323248098019,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,AVAX/USDT,Sideways,Sideways -> RangeShockMeanReversion -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,negative,-0.031650946129801655,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,SOL/USDT,Sideways,Sideways -> RangeShockMeanReversion -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,negative,-0.029667956514686098,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,AVAX/USDT,Sideways,Sideways -> RangeShockMeanReversion -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,negative,-0.044152793771114376,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,AVAX/USDT,Bull,Bull -> PullbackInUptrend -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,negative,-0.0012893195921777495,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,BNB/USDT,Bull,Bull -> PullbackInUptrend -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,positive,0.05800963410884493,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,SOL/USDT,Bull,Bull -> PullbackInUptrend -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,positive,0.01456230445981544,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,AVAX/USDT,Bull,Bull -> PullbackInUptrend -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,positive,0.05572847619566195,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,SOL/USDT,Bull,Bull -> PullbackInUptrend -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,positive,0.04582160282517933,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,AVAX/USDT,Bull,Bull -> PullbackInUptrend -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,positive,0.02243635899273263,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,SOL/USDT,Bull,Bull -> PullbackInUptrend -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,negative,-0.016917227297162732,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,AVAX/USDT,Bear,Bear -> BearMarketCapitulationRebound -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,negative,-0.2248821525758302,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,SOL/USDT,Bear,Bear -> BearMarketCapitulationRebound -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,negative,-0.004480079505986242,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,SOL/USDT,Bull,Bull -> PullbackInUptrend -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,positive,0.047058435002042195,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,AVAX/USDT,Bull,Bull -> PullbackInUptrend -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,positive,0.06933872502378687,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,AVAX/USDT,Bull,Bull -> PullbackInUptrend -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,positive,0.06761564115417908,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,SOL/USDT,Bull,Bull -> PullbackInUptrend -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,negative,-0.06987821189584167,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,SOL/USDT,Sideways,Sideways -> RangeShockMeanReversion -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,negative,-0.02401498799816796,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,AVAX/USDT,Sideways,Sideways -> RangeShockMeanReversion -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,positive,0.01927770832451058,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,BNB/USDT,Sideways,Sideways -> RangeShockMeanReversion -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,positive,0.008617024001639387,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,BNB/USDT,Bull,Bull -> PullbackInUptrend -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,positive,0.06730217653417017,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,SOL/USDT,Sideways,Sideways -> RangeShockMeanReversion -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,positive,0.05354735581701742,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,AVAX/USDT,Bear,Bear -> BearMarketCapitulationRebound -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,positive,0.037398053830200395,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,BNB/USDT,Bear,Bear -> BearMarketCapitulationRebound -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,positive,0.03121662988538478,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,SOL/USDT,Bear,Bear -> BearMarketCapitulationRebound -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,positive,0.015762471614627672,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,SOL/USDT,Bull,Bull -> PullbackInUptrend -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,negative,-0.07161262833045844,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,BNB/USDT,Bull,Bull -> PullbackInUptrend -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,positive,0.01145993286236014,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,AVAX/USDT,Bull,Bull -> PullbackInUptrend -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,positive,0.07950043877095549,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,SOL/USDT,Bull,Bull -> PullbackInUptrend -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,positive,0.027770931140781104,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,BNB/USDT,Bull,Bull -> PullbackInUptrend -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,positive,0.01904776343089311,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,SOL/USDT,Bull,Bull -> PullbackInUptrend -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,negative,-0.11890750482093108,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,SOL/USDT,Bull,Bull -> PullbackInUptrend -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,positive,0.0641031419293252,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,AVAX/USDT,Bull,Bull -> PullbackInUptrend -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,negative,-0.12022785024615408,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,BNB/USDT,Bull,Bull -> PullbackInUptrend -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,negative,-0.10161597380100118,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,AVAX/USDT,Bull,Bull -> PullbackInUptrend -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,positive,0.023973187919248955,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,SOL/USDT,Bull,Bull -> PullbackInUptrend -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,positive,0.035265059615708964,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,AVAX/USDT,Bull,Bull -> PullbackInUptrend -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,positive,0.020643502405068244,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,SOL/USDT,Bull,Bull -> PullbackInUptrend -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,negative,-0.01686646570188572,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,BNB/USDT,Bull,Bull -> PullbackInUptrend -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,positive,0.03104987118145013,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,SOL/USDT,Bull,Bull -> PullbackInUptrend -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,positive,0.020940306346435473,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,AVAX/USDT,Bull,Bull -> PullbackInUptrend -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,negative,-0.057627990738358635,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,BNB/USDT,Bear,Bear -> BearMarketCapitulationRebound -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,negative,-0.142853133488585,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,AVAX/USDT,Bear,Bear -> BearMarketCapitulationRebound -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,negative,-0.18652633397644486,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,AVAX/USDT,Bear,Bear -> BearMarketCapitulationRebound -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,positive,0.10133494823760311,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,AVAX/USDT,Bear,Bear -> BearMarketCapitulationRebound -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,positive,0.05933099918948975,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,AVAX/USDT,Sideways,Sideways -> RangeShockMeanReversion -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,positive,0.04341762216428544,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,AVAX/USDT,Sideways,Sideways -> RangeShockMeanReversion -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,negative,-0.004253223846471222,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,AVAX/USDT,Bear,Bear -> BearMarketCapitulationRebound -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,positive,0.04351393229694346,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,AVAX/USDT,Bear,Bear -> BearMarketCapitulationRebound -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,positive,0.08081981643644025,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,AVAX/USDT,Bear,Bear -> BearMarketCapitulationRebound -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,positive,0.035681665273502,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,AVAX/USDT,Bear,Bear -> BearMarketCapitulationRebound -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,positive,0.05575894014964794,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,AVAX/USDT,Bear,Bear -> BearMarketCapitulationRebound -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,positive,0.019462955221678513,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,AVAX/USDT,Bear,Bear -> BearMarketCapitulationRebound -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,positive,0.05113506212097762,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,AVAX/USDT,Bear,Bear -> BearMarketCapitulationRebound -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,positive,0.0226173068021557,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,AVAX/USDT,Bull,Bull -> PullbackInUptrend -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,positive,0.06827868250860684,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,SOL/USDT,Bull,Bull -> PullbackInUptrend -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,positive,0.06719252337049174,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,SOL/USDT,Bear,Bear -> BearMarketCapitulationRebound -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,positive,0.027458135680201737,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,SOL/USDT,Bear,Bear -> BearMarketCapitulationRebound -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,positive,0.02941654415453542,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,AVAX/USDT,Bear,Bear -> BearMarketCapitulationRebound -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,negative,-0.023066933066933065,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,AVAX/USDT,Bear,Bear -> BearMarketCapitulationRebound -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,positive,0.006433260007473681,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,AVAX/USDT,Bear,Bear -> BearMarketCapitulationRebound -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,negative,-0.05898551435437757,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,BNB/USDT,Bull,Bull -> PullbackInUptrend -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,positive,0.028732264802646037,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,AVAX/USDT,Bull,Bull -> PullbackInUptrend -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,negative,-0.012959034375838329,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,AVAX/USDT,Bull,Bull -> PullbackInUptrend -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,positive,0.012730480853267157,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,SOL/USDT,Bull,Bull -> PullbackInUptrend -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,positive,0.028386133772550635,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,SOL/USDT,Bull,Bull -> PullbackInUptrend -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,positive,0.003829179773126834,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,SOL/USDT,Bull,Bull -> PullbackInUptrend -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,negative,-0.04229253617508103,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,SOL/USDT,Bull,Bull -> PullbackInUptrend -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,negative,-0.00940890792375941,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,SOL/USDT,Bull,Bull -> PullbackInUptrend -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,positive,0.004076792772444947,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
CrashRebound,SOL/USDT,Bull,Bull -> PullbackInUptrend -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,market_regime_context.root_then_drawdown_rebound_edge,positive,0.014752914929593377,soft_evidence_only_rc_spa_rejected,board_a_source_date_root_trade_row
