container,member,size,kind,class,hits,headers
/Users/thrill3r/Downloads/Tomac/ict-cleaned-15m/nq.continuous-15m.json,,5832749,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-cleaned-15m/state/NQ/backtest_runs.json,,47111,json,strategy_or_backtest_context,,
/Users/thrill3r/Downloads/Tomac/ict-cleaned-15m/state/NQ/bbn_network.json,,20753,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-cleaned-15m/state/NQ/factor_mutation_runs.json,,3511,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-cleaned-15m/state/NQ/learning_state.json,,59268155,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-cleaned-15m/state/NQ/research_runs.json,,94739,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-cleaned-15m/state/NQ/workflow_snapshot.json,,9907,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-cleaned-15m/xau.continuous-15m.json,,1756672,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-cleaned-15m/ym.continuous-15m.json,,1440736,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-cleaned-15m-expansion/cleaned-15m/es.continuous-15m.json,,7786235,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-cleaned-15m-expansion/cleaned-15m/eur.continuous-15m.json,,4256273,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-cleaned-15m-expansion/cleaned-15m/nq.continuous-15m.json,,5832749,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-cleaned-15m-expansion/cleaned-15m/xau.continuous-15m.json,,1756672,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-cleaned-15m-expansion/cleaned-15m/ym.continuous-15m.json,,1440736,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-cleaned-15m-expansion/expansion_sop_report.15m.json,,66464,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-cleaned-15m-expansion/state/EXPANSION_SOP/factor_mutation_runs.json,,4705,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-cleaned-5m/es.continuous-5m.json,,17449673,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-cleaned-5m/eur.continuous-5m.json,,10465730,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-cleaned-5m/nq.continuous-5m.json,,14850693,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-cleaned-5m/xau.continuous-5m.json,,5059998,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-cleaned-5m/ym.continuous-5m.json,,3470417,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-cleaned-gc-cl/cleaned-15m/gc.continuous-15m.json,,1524286,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-cleaned-gc-cl/cleaned-1d/gc.continuous-1d.json,,26122,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-cleaned-gc-cl/cleaned-1h/gc.continuous-1h.json,,460897,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-15m/es.continuous-15m.json,,7786235,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-15m/eur.continuous-15m.json,,4256273,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-15m/nq.continuous-15m.json,,5832749,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-15m/xau.continuous-15m.json,,1756672,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-15m/ym.continuous-15m.json,,1440736,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-1d/es.continuous-1d.json,,273982,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-1d/eur.continuous-1d.json,,130527,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-1d/nq.continuous-1d.json,,146938,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-1d/xau.continuous-1d.json,,26122,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-1d/ym.continuous-1d.json,,73341,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-1h/es.continuous-1h.json,,2763250,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-1h/eur.continuous-1h.json,,1397476,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-1h/nq.continuous-1h.json,,1796737,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-1h/xau.continuous-1h.json,,460897,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-1h/ym.continuous-1h.json,,540038,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-1m/es.continuous-1m.json,,57954434,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-1m/eur.continuous-1m.json,,42271978,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-1m/nq.continuous-1m.json,,60407104,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-1m/xau.continuous-1m.json,,23790500,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-1m/ym.continuous-1m.json,,14344274,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-4h/es.continuous-4h.json,,1002442,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-4h/eur.continuous-4h.json,,484347,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-4h/nq.continuous-4h.json,,589952,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-4h/xau.continuous-4h.json,,129667,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-4h/ym.continuous-4h.json,,226191,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-5m/es.continuous-5m.json,,17449673,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-5m/eur.continuous-5m.json,,10465730,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-5m/nq.continuous-5m.json,,14850693,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-5m/xau.continuous-5m.json,,5059998,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-5m/ym.continuous-5m.json,,3470417,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-multi-timeframe-manifest.json,,43668,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/state/NQ/bbn_network.json,,20795,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/state/NQ/learning_state.json,,42770887,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/state/NQ/research_runs.json,,48254,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/state/NQ/workflow_snapshot.json,,7098,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-cleaned-15m/es.continuous-15m.json,,6624195,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-cleaned-15m/eur.continuous-15m.json,,3374583,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-cleaned-15m/nq.continuous-15m.json,,4932963,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-cleaned-15m/xau.continuous-15m.json,,1524286,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-cleaned-15m/ym.continuous-15m.json,,1430673,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-expansion-sop-15m/cleaned-15m/es.continuous-15m.json,,6624195,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-expansion-sop-15m/cleaned-15m/eur.continuous-15m.json,,3374583,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-expansion-sop-15m/cleaned-15m/nq.continuous-15m.json,,4932963,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-expansion-sop-15m/cleaned-15m/xau.continuous-15m.json,,1524286,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-expansion-sop-15m/cleaned-15m/ym.continuous-15m.json,,1430673,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-expansion-sop-15m/expansion_sop_report.15m.json,,39519,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state/ES/bbn_network.json,,20802,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state/ES/learning_state.json,,45763156,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state/ES/research_runs.json,,42782,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state/EUR/bbn_network.json,,20809,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state/EUR/learning_state.json,,21450541,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state/EUR/research_runs.json,,45054,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state/EUR/workflow_snapshot.json,,6092,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state/NQ/bbn_network.json,,20780,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state/NQ/learning_state.json,,34604200,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state/NQ/research_runs.json,,87373,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state/NQ/workflow_snapshot.json,,6209,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state/XAU/bbn_network.json,,20817,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state/XAU/learning_state.json,,10609850,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state/XAU/research_runs.json,,42784,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state/YM/bbn_network.json,,20802,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state/YM/learning_state.json,,13606388,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state/YM/research_runs.json,,42046,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state-20260406/ES/bbn_network.json,,20802,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state-20260406/ES/learning_state.json,,45763156,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state-20260406/ES/research_runs.json,,42971,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state-20260406b/ES/bbn_network.json,,20802,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state-20260406b/ES/learning_state.json,,45763156,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state-20260406b/ES/research_runs.json,,42991,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state-20260406b/ES/workflow_snapshot.json,,6086,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state-20260406b/EUR/bbn_network.json,,20809,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state-20260406b/EUR/learning_state.json,,21450541,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state-20260406b/EUR/research_runs.json,,45264,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state-20260406b/EUR/workflow_snapshot.json,,6112,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state-20260406b/NQ/bbn_network.json,,20794,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state-20260406b/NQ/learning_state.json,,32383125,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state-20260406b/NQ/research_runs.json,,43592,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state-20260406b/NQ/workflow_snapshot.json,,6236,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state-20260406b/XAU/bbn_network.json,,20817,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state-20260406b/XAU/learning_state.json,,10609850,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state-20260406b/XAU/research_runs.json,,42993,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state-20260406b/XAU/workflow_snapshot.json,,6089,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state-20260406b/YM/bbn_network.json,,20802,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state-20260406b/YM/learning_state.json,,13606388,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state-20260406b/YM/research_runs.json,,42255,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state-20260406b/YM/workflow_snapshot.json,,6065,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-sop-15m/cleaned-15m/es.continuous-15m.json,,6624195,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-sop-15m/cleaned-15m/eur.continuous-15m.json,,3374583,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-sop-15m/cleaned-15m/nq.continuous-15m.json,,4932963,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-sop-15m/cleaned-15m/xau.continuous-15m.json,,1524286,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-sop-15m/cleaned-15m/ym.continuous-15m.json,,1430673,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-sop-15m/futures_sop_report.15m.json,,16827,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-sop-15m/state/ES/bbn_network.json,,20802,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-sop-15m/state/ES/learning_state.json,,45763156,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-sop-15m/state/ES/research_runs.json,,43034,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-sop-15m/state/ES/workflow_snapshot.json,,6084,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-sop-15m/state/EUR/bbn_network.json,,20809,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-sop-15m/state/EUR/learning_state.json,,21450541,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-sop-15m/state/EUR/research_runs.json,,45307,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-sop-15m/state/EUR/workflow_snapshot.json,,6110,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-sop-15m/state/NQ/bbn_network.json,,20794,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-sop-15m/state/NQ/learning_state.json,,32383125,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-sop-15m/state/NQ/research_runs.json,,43635,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-sop-15m/state/NQ/workflow_snapshot.json,,6234,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-sop-15m/state/XAU/bbn_network.json,,20817,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-sop-15m/state/XAU/learning_state.json,,10609850,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-sop-15m/state/XAU/research_runs.json,,43036,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-sop-15m/state/XAU/workflow_snapshot.json,,6087,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-sop-15m/state/YM/bbn_network.json,,20802,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-sop-15m/state/YM/learning_state.json,,13606388,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-sop-15m/state/YM/research_runs.json,,42298,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict-engine-sop-15m/state/YM/workflow_snapshot.json,,6063,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/ict_90wr_1.5rrr_results.csv,,11095,csv,strategy_or_backtest_context,,Time|Net PnL|Result|Direction|Entry|Exit|Score
/Users/thrill3r/Downloads/Tomac/ict_final_1year.csv,,6901,csv,unknown_context,,Net PnL|Result
/Users/thrill3r/Downloads/Tomac/no_be_results.csv,,406698,csv,strategy_or_backtest_context,,Net PnL|Result
/Users/thrill3r/Downloads/Tomac/nq future 2021-2025/NQ_1min_Continuous_Shifted_2836.csv,,365097822,csv,unknown_context,volume,ts_event|symbol|open_adj|high_adj|low_adj|close_adj|volume
/Users/thrill3r/Downloads/Tomac/nq future 2021-2025/condition.json,,594696,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/nq future 2021-2025/glbx-mdp3-20100606-20260403.ohlcv-1m.csv,,787648781,csv,ohlcv_or_bar_context,close|high|low|open|volume,ts_event|rtype|publisher_id|instrument_id|open|high|low|close|volume|symbol
/Users/thrill3r/Downloads/Tomac/nq future 2021-2025/manifest.json,,1463,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/nq future 2021-2025/metadata.json,,683,json,unknown_context,,
/Users/thrill3r/Downloads/Tomac/nq future 2021-2025/nq_201101_202604.csv,,412562869,csv,ohlcv_or_bar_context,close|high|low|open|volume,ts_event|rtype|publisher_id|instrument_id|open|high|low|close|volume|symbol
/Users/thrill3r/Downloads/Tomac/nq future 2021-2025/symbology.csv,,3560949,csv,symbology_context,instrument_id|raw_symbol,raw_symbol|instrument_id|date
