provider,instrument,timeframe,root,source_ticker,attachment_policy,consumer_scope,calibration_support,calibration_wilson95_lcb,heldout_time_support,heldout_time_wilson95_lcb,heldout_ticker_support,heldout_ticker_wilson95_lcb,accepted_95_source_label_attachment,blocker
yfinance,^GSPC,1h,Bear,^GSPC,same_ticker_daily_parent_context_to_intraday_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,125,0.9701846063,293,0.9870588871,1906,0.9979885981,True,
yfinance,^DJI,4h,Bear,^DJI,same_ticker_daily_parent_context_to_intraday_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,125,0.9701846063,293,0.9870588871,1906,0.9979885981,True,
yfinance,^GSPC,4h,Bear,^GSPC,same_ticker_daily_parent_context_to_intraday_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,125,0.9701846063,293,0.9870588871,1906,0.9979885981,True,
yfinance,^DJI,1m,Sideways,^DJI,same_ticker_daily_parent_context_to_intraday_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,700,0.9945421532,616,0.9938025139,3928,0.9990229874,True,
yfinance,^GSPC,1m,Sideways,^GSPC,same_ticker_daily_parent_context_to_intraday_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,700,0.9945421532,616,0.9938025139,3928,0.9990229874,True,
yfinance,^DJI,5m,Sideways,^DJI,same_ticker_daily_parent_context_to_intraday_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,700,0.9945421532,616,0.9938025139,3928,0.9990229874,True,
yfinance,^GSPC,5m,Sideways,^GSPC,same_ticker_daily_parent_context_to_intraday_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,700,0.9945421532,616,0.9938025139,3928,0.9990229874,True,
yfinance,^DJI,15m,Sideways,^DJI,same_ticker_daily_parent_context_to_intraday_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,700,0.9945421532,616,0.9938025139,3928,0.9990229874,True,
yfinance,^GSPC,15m,Sideways,^GSPC,same_ticker_daily_parent_context_to_intraday_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,700,0.9945421532,616,0.9938025139,3928,0.9990229874,True,
yfinance,^DJI,30m,Sideways,^DJI,same_ticker_daily_parent_context_to_intraday_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,700,0.9945421532,616,0.9938025139,3928,0.9990229874,True,
yfinance,^GSPC,30m,Sideways,^GSPC,same_ticker_daily_parent_context_to_intraday_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,700,0.9945421532,616,0.9938025139,3928,0.9990229874,True,
yfinance,^DJI,1h,Sideways,^DJI,same_ticker_daily_parent_context_to_intraday_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,700,0.9945421532,616,0.9938025139,3928,0.9990229874,True,
yfinance,^GSPC,1h,Sideways,^GSPC,same_ticker_daily_parent_context_to_intraday_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,700,0.9945421532,616,0.9938025139,3928,0.9990229874,True,
yfinance,^DJI,4h,Sideways,^DJI,same_ticker_daily_parent_context_to_intraday_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,700,0.9945421532,616,0.9938025139,3928,0.9990229874,True,
yfinance,^GSPC,4h,Sideways,^GSPC,same_ticker_daily_parent_context_to_intraday_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,700,0.9945421532,616,0.9938025139,3928,0.9990229874,True,
yfinance,^DJI,1m,Crisis,^DJI,same_ticker_daily_parent_context_to_intraday_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,28,0.8793566952,2,0.3423802275,290,0.9869267637,False,exact_crisis_source_days_short_in_calibration_and_heldout_time
yfinance,^GSPC,1m,Crisis,^GSPC,same_ticker_daily_parent_context_to_intraday_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,28,0.8793566952,2,0.3423802275,290,0.9869267637,False,exact_crisis_source_days_short_in_calibration_and_heldout_time
yfinance,^DJI,5m,Crisis,^DJI,same_ticker_daily_parent_context_to_intraday_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,28,0.8793566952,2,0.3423802275,290,0.9869267637,False,exact_crisis_source_days_short_in_calibration_and_heldout_time
yfinance,^GSPC,5m,Crisis,^GSPC,same_ticker_daily_parent_context_to_intraday_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,28,0.8793566952,2,0.3423802275,290,0.9869267637,False,exact_crisis_source_days_short_in_calibration_and_heldout_time
yfinance,^DJI,15m,Crisis,^DJI,same_ticker_daily_parent_context_to_intraday_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,28,0.8793566952,2,0.3423802275,290,0.9869267637,False,exact_crisis_source_days_short_in_calibration_and_heldout_time
yfinance,^GSPC,15m,Crisis,^GSPC,same_ticker_daily_parent_context_to_intraday_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,28,0.8793566952,2,0.3423802275,290,0.9869267637,False,exact_crisis_source_days_short_in_calibration_and_heldout_time
yfinance,^DJI,30m,Crisis,^DJI,same_ticker_daily_parent_context_to_intraday_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,28,0.8793566952,2,0.3423802275,290,0.9869267637,False,exact_crisis_source_days_short_in_calibration_and_heldout_time
yfinance,^GSPC,30m,Crisis,^GSPC,same_ticker_daily_parent_context_to_intraday_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,28,0.8793566952,2,0.3423802275,290,0.9869267637,False,exact_crisis_source_days_short_in_calibration_and_heldout_time
yfinance,^DJI,1h,Crisis,^DJI,same_ticker_daily_parent_context_to_intraday_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,28,0.8793566952,2,0.3423802275,290,0.9869267637,False,exact_crisis_source_days_short_in_calibration_and_heldout_time
yfinance,^GSPC,1h,Crisis,^GSPC,same_ticker_daily_parent_context_to_intraday_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,28,0.8793566952,2,0.3423802275,290,0.9869267637,False,exact_crisis_source_days_short_in_calibration_and_heldout_time
yfinance,^DJI,4h,Crisis,^DJI,same_ticker_daily_parent_context_to_intraday_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,28,0.8793566952,2,0.3423802275,290,0.9869267637,False,exact_crisis_source_days_short_in_calibration_and_heldout_time
yfinance,^GSPC,4h,Crisis,^GSPC,same_ticker_daily_parent_context_to_intraday_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,28,0.8793566952,2,0.3423802275,290,0.9869267637,False,exact_crisis_source_days_short_in_calibration_and_heldout_time
