provider,symbol,timeframe,data_status,data_usable,bars,score_status,label_source_status,label_calibration_status,unsupported_reason,bull_candidate_rows,bear_candidate_rows,sideways_candidate_rows,crisis_candidate_rows,manipulation_overlay_status,manipulation_reason
yfinance,DIA,15m,ok,True,1560,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,205,0,1175,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,ES=F,15m,ok,True,4497,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,2017,0,4182,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,GC=F,15m,ok,True,4486,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,767,0,3632,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,GLD,15m,ok,True,1560,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,46,0,804,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,NQ=F,15m,ok,True,4497,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,1797,0,4011,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,QQQ,15m,ok,True,1560,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,260,0,960,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,SPY,15m,ok,True,1560,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,472,0,1145,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,USO,15m,ok,True,1560,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,8,1,269,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,YM=F,15m,ok,True,4497,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,1857,0,4175,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,^DJI,15m,ok,True,1560,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,207,0,1171,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,^GSPC,15m,ok,True,1560,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,465,0,1147,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,^NDX,15m,ok,True,1560,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,275,0,959,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,^VIX,15m,ok,True,3039,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,0,269,215,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,CL=F,30m,ok,True,2233,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,19,60,371,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,DIA,30m,ok,True,780,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,74,0,453,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,ES=F,30m,ok,True,2249,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,853,0,1867,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,GC=F,30m,ok,True,2243,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,238,0,1436,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,GLD,30m,ok,True,780,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,5,0,276,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,NQ=F,30m,ok,True,2249,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,771,0,1663,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,QQQ,30m,ok,True,780,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,103,0,316,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,SPY,30m,ok,True,780,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,197,0,415,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,USO,30m,ok,True,780,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,0,7,16,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,YM=F,30m,ok,True,2249,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,678,0,1869,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,^DJI,30m,ok,True,780,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,73,0,455,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,^GSPC,30m,ok,True,780,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,197,0,424,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,^NDX,30m,ok,True,780,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,104,0,317,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,^VIX,30m,ok,True,1578,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,0,230,8,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,CL=F,1h,ok,True,13447,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,1635,51,6408,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,DIA,1h,ok,True,5068,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,1251,0,2979,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,ES=F,1h,ok,True,13649,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,5562,0,11637,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,GC=F,1h,ok,True,13695,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,3618,0,9599,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,GLD,1h,ok,True,5067,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,1007,0,2312,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,NQ=F,1h,ok,True,13646,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,4528,0,9858,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,QQQ,1h,ok,True,5069,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,1025,0,2253,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,SPY,1h,ok,True,5068,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,1561,0,2879,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,USO,1h,ok,True,5068,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,122,5,1008,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,YM=F,1h,ok,True,13642,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,4667,0,11729,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,^DJI,1h,ok,True,5069,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,1267,0,2979,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,^GSPC,1h,ok,True,5069,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,1572,0,2876,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,^NDX,1h,ok,True,5069,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,1034,0,2251,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,^VIX,1h,ok,True,9950,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,0,2066,43,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,CL=F,1d,ok,True,2515,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,4,411,0,24,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,DIA,1d,ok,True,2515,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,588,27,147,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,ES=F,1d,ok,True,2516,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,659,28,118,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,GC=F,1d,ok,True,2514,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,300,0,243,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,GLD,1d,ok,True,2515,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,281,0,248,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,NQ=F,1d,ok,True,2516,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,416,87,49,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,QQQ,1d,ok,True,2515,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,427,87,51,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,SPY,1d,ok,True,2515,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,712,27,111,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,USO,1d,ok,True,2515,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,17,293,4,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,YM=F,1d,ok,True,2516,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,526,35,177,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,^DJI,1d,ok,True,2515,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,538,29,180,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,^GSPC,1d,ok,True,2515,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,685,26,137,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,^NDX,1d,ok,True,2515,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,414,88,51,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,^VIX,1d,ok,True,2515,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,0,1176,0,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,CL=F,1w,ok,True,522,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,0,206,0,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,DIA,1w,ok,True,522,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,88,3,0,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,ES=F,1w,ok,True,522,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,98,10,0,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,GC=F,1w,ok,True,522,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,47,0,0,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,GLD,1w,ok,True,522,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,50,0,0,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
yfinance,NQ=F,1w,ok,True,522,scored,unsupported_missing_independent_root_labels,blocked,yfinance_close_matrix_has_prices_but_no_source_backed_root_labels_per_cell,36,46,0,0,not_applicable_to_bar_ohlcv_cell,direct_event_overlay_requires_order_lifecycle_l2_l3_mbo_social_or_onchain_event_evidence
