row_id,base_symbol,comparison_symbol,pair_lane,relationship_type,relationship_confidence,timeframe,session,event_time,smt_signal,base_swing_type,base_level,comparison_swing_type,comparison_level,swept_side,normalized_for_inverse_correlation,raw_comparison_swing_type,raw_comparison_level,same_event_window_confirmed,near_pd_array,pd_array_type,mss_or_cisd_confirmed,displacement_confirmed,regime_bucket,forward_return,outcome_hit,confirmation_role,actionable,branch_path,training_row_eligible,training_blockers
smt215037_0011,NQ,ES,NQ/ES,positive,0.8692,5m,NY_AM,2026-05-11T03:05:00+00:00,bullish_smt,LL,29310.75,HL,7407.5,sell_side_liquidity,False,HL,7407.5,True,True,FVG,False,False,range,-0.0008268125948277332,False,confirmation_only,False,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1,False,"missing_mss_or_cisd,missing_displacement,entry_context_incomplete:missing_mss_cisd,missing_displacement"
smt215037_0012,NQ,ES,NQ/ES,positive,0.8692,5m,NY_AM,2026-05-11T08:35:00+00:00,bullish_smt,LL,29263.25,HL,7412.0,sell_side_liquidity,False,HL,7412.0,True,True,session_high_low,False,True,range,0.0016481217389819219,True,confirmation_only,False,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1,False,"missing_mss_or_cisd,entry_context_incomplete:missing_mss_cisd"
smt215037_0013,EURUSD,GBPUSD,EURUSD/GBPUSD,positive,0.7889,15m,London_NY_overlap,2026-05-06T07:30:00+00:00,bullish_smt,LL,1.1728830337524414,HL,1.3584741353988647,sell_side_liquidity,False,HL,1.3584741353988647,True,True,FVG,True,True,range,0.004714787803556571,True,confirmation_only,False,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1,True,none
smt215037_0014,EURUSD,GBPUSD,EURUSD/GBPUSD,positive,0.7889,15m,London_NY_overlap,2026-05-11T21:15:00+00:00,bearish_smt,HH,1.1791062355041504,LH,1.3618041276931763,buy_side_liquidity,False,LH,1.3618041276931763,True,True,session_high_low,False,True,range,-0.0010600481647063105,True,confirmation_only,False,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1,False,"missing_mss_or_cisd,entry_context_incomplete:missing_mss_cisd"
smt215037_0015,EURUSD,GBPUSD,EURUSD/GBPUSD,positive,0.7889,15m,London_NY_overlap,2026-05-12T11:00:00+00:00,bullish_smt,LL,1.17384672164917,HL,1.3523565530776978,sell_side_liquidity,False,HL,1.3523565530776978,True,True,session_high_low,False,True,transition,,,confirmation_only,False,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1,False,"missing_mss_or_cisd,missing_forward_outcome,entry_context_incomplete:missing_mss_cisd,missing_forward_outcome"
smt215037_0016,EURUSD,GBPUSD,EURUSD/GBPUSD,positive,0.7889,15m,London_NY_overlap,2026-05-08T00:00:00+00:00,bearish_smt,HH,1.17384672164917,LH,1.35609769821167,buy_side_liquidity,False,LH,1.35609769821167,True,True,FVG,False,False,transition,-0.00023467324645750067,True,confirmation_only,False,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1,False,"missing_mss_or_cisd,missing_displacement,entry_context_incomplete:missing_mss_cisd,missing_displacement"
smt215037_0017,EURUSD,DXY,EURUSD/DXY,negative,0.9229,15m,London_NY_overlap,2026-05-11T21:15:00+00:00,bearish_smt,HH,1.1791062355041504,LH,97.9219970703125,buy_side_liquidity,True,HL,97.9219970703125,True,True,session_high_low,False,True,range,-0.002235351923858515,True,confirmation_only,False,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1,False,"missing_mss_or_cisd,entry_context_incomplete:missing_mss_cisd"
smt215037_0018,XAUUSD,XAGUSD,XAUUSD/XAGUSD,positive,0.7749,15m,NY_AM,2026-05-08T07:15:00+00:00,bullish_smt,LL,4706.2001953125,HL,79.86000061035156,sell_side_liquidity,False,HL,79.86000061035156,True,True,session_high_low,False,True,range,0.003180729088958221,True,confirmation_only,False,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1,False,"missing_mss_or_cisd,entry_context_incomplete:missing_mss_cisd"
smt215037_0019,XAUUSD,XAGUSD,XAUUSD/XAGUSD,positive,0.7749,15m,NY_AM,2026-05-08T12:30:00+00:00,bullish_smt,LL,4709.60009765625,HL,80.90499877929688,sell_side_liquidity,False,HL,80.90499877929688,True,True,FVG,True,True,transition,-0.0038239105145727727,False,confirmation_only,False,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1,True,none
smt215037_0020,XAUUSD,XAGUSD,XAUUSD/XAGUSD,positive,0.7749,15m,NY_AM,2026-05-11T00:45:00+00:00,bullish_smt,LL,4678.39990234375,HL,80.05500030517578,sell_side_liquidity,False,HL,80.05500030517578,True,True,session_high_low,True,True,transition,-0.0011720831113478955,False,confirmation_only,False,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1,True,none
smt215037_0021,XAUUSD,XAGUSD,XAUUSD/XAGUSD,positive,0.7749,15m,NY_AM,2026-05-11T04:30:00+00:00,bullish_smt,LL,4675.89990234375,HL,80.75,sell_side_liquidity,False,HL,80.75,True,True,session_high_low,False,False,transition,-2.1385188555815448e-05,False,confirmation_only,False,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1,False,"missing_mss_or_cisd,missing_displacement,entry_context_incomplete:missing_mss_cisd,missing_displacement"
smt215037_0022,XAUUSD,XAGUSD,XAUUSD/XAGUSD,positive,0.7749,15m,NY_AM,2026-05-11T16:30:00+00:00,bullish_smt,LL,4716.7998046875,HL,85.7300033569336,sell_side_liquidity,False,HL,85.7300033569336,True,True,FVG,False,True,trend,0.0032832723253261166,True,confirmation_only,False,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1,False,"missing_mss_or_cisd,entry_context_incomplete:missing_mss_cisd"
smt215037_0023,XAUUSD,XAGUSD,XAUUSD/XAGUSD,positive,0.7749,15m,NY_AM,2026-05-12T03:45:00+00:00,bullish_smt,LL,4726.7998046875,HL,86.56500244140625,sell_side_liquidity,False,HL,86.56500244140625,True,True,session_high_low,False,False,range,-0.00499050489664834,False,confirmation_only,False,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1,False,"missing_mss_or_cisd,missing_displacement,entry_context_incomplete:missing_mss_cisd,missing_displacement"
smt215037_0024,XAUUSD,XAGUSD,XAUUSD/XAGUSD,positive,0.7749,15m,NY_AM,2026-05-12T05:00:00+00:00,bullish_smt,LL,4717.5,HL,86.56500244140625,sell_side_liquidity,False,HL,86.56500244140625,True,True,session_high_low,False,False,transition,-0.00279577819187521,False,confirmation_only,False,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1,False,"missing_mss_or_cisd,missing_displacement,entry_context_incomplete:missing_mss_cisd,missing_displacement"
smt215037_0025,XAUUSD,XAGUSD,XAUUSD/XAGUSD,positive,0.7749,15m,NY_AM,2026-05-12T10:00:00+00:00,bearish_smt,HH,4716.7001953125,LH,85.1449966430664,buy_side_liquidity,False,LH,85.1449966430664,True,True,FVG,True,True,transition,,,confirmation_only,False,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1,False,"missing_forward_outcome,entry_context_incomplete:missing_forward_outcome"
smt215037_0026,XAUUSD,XAGUSD,XAUUSD/XAGUSD,positive,0.7749,15m,NY_AM,2026-05-11T05:45:00+00:00,bullish_smt,LL,4655.10009765625,HL,80.2750015258789,sell_side_liquidity,False,HL,80.2750015258789,True,True,session_high_low,False,True,trend,0.0034981123585474,True,confirmation_only,False,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1,False,"missing_mss_or_cisd,entry_context_incomplete:missing_mss_cisd"
smt215037_0027,XAUUSD,DXY,XAUUSD/DXY,negative,0.5794,15m,NY_AM,2026-05-08T07:15:00+00:00,bullish_smt,LL,4706.2001953125,HL,98.13200378417969,sell_side_liquidity,True,LH,98.13200378417969,True,True,session_high_low,False,True,range,0.003180729088958221,True,confirmation_only,False,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1,False,"missing_mss_or_cisd,entry_context_incomplete:missing_mss_cisd"
smt215037_0028,XAUUSD,DXY,XAUUSD/DXY,negative,0.5794,15m,NY_AM,2026-05-11T00:45:00+00:00,bullish_smt,LL,4678.39990234375,HL,98.02200317382812,sell_side_liquidity,True,LH,98.02200317382812,True,True,session_high_low,True,True,transition,-0.0011720831113478955,False,confirmation_only,False,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1,True,none
smt215037_0029,XAUUSD,DXY,XAUUSD/DXY,negative,0.5794,15m,NY_AM,2026-05-11T01:15:00+00:00,bearish_smt,HH,4714.10009765625,LH,97.9739990234375,buy_side_liquidity,True,HL,97.9739990234375,True,False,none,False,True,range,-0.006074916257674025,True,confirmation_only,False,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1,False,"missing_pda_context,missing_mss_or_cisd,entry_context_incomplete:missing_mss_cisd,missing_pda"
smt215037_0030,XAUUSD,DXY,XAUUSD/DXY,negative,0.5794,15m,NY_AM,2026-05-11T16:30:00+00:00,bullish_smt,LL,4716.7998046875,HL,97.95999908447266,sell_side_liquidity,True,LH,97.95999908447266,True,True,FVG,False,True,trend,0.0032832723253261166,True,confirmation_only,False,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1,False,"missing_mss_or_cisd,entry_context_incomplete:missing_mss_cisd"
smt215037_0031,XAUUSD,DXY,XAUUSD/DXY,negative,0.5794,15m,NY_AM,2026-05-07T20:00:00+00:00,bearish_smt,HH,4729.10009765625,LH,98.03700256347656,buy_side_liquidity,True,HL,98.03700256347656,True,True,FVG,True,True,transition,-0.0004659113215106655,True,confirmation_only,False,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1,True,none
smt215037_0032,XAUUSD,DXY,XAUUSD/DXY,negative,0.5794,15m,NY_AM,2026-05-12T10:00:00+00:00,bearish_smt,HH,4716.7001953125,LH,98.22200012207031,buy_side_liquidity,True,HL,98.22200012207031,True,True,FVG,True,True,transition,,,confirmation_only,False,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1,False,"missing_forward_outcome,entry_context_incomplete:missing_forward_outcome"
smt215037_0033,BTC,ETH,BTC/ETH,positive,0.9033,1h,crypto_24x7,2026-03-15T17:00:00+00:00,bearish_smt,HH,71987.2890625,LH,2117.396728515625,buy_side_liquidity,False,LH,2117.396728515625,True,True,session_high_low,False,True,trend,0.03253354871978157,False,confirmation_only,False,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1,False,"missing_mss_or_cisd,entry_context_incomplete:missing_mss_cisd"
smt215037_0034,BTC,ETH,BTC/ETH,positive,0.9033,1h,crypto_24x7,2026-03-17T10:00:00+00:00,bullish_smt,LL,73614.75,HL,2307.620361328125,sell_side_liquidity,False,HL,2307.620361328125,True,True,FVG,False,True,trend,0.007996446023989337,True,confirmation_only,False,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1,False,"missing_mss_or_cisd,entry_context_incomplete:missing_mss_cisd"
smt215037_0035,BTC,ETH,BTC/ETH,positive,0.9033,1h,crypto_24x7,2026-03-19T21:00:00+00:00,bearish_smt,HH,70695.4375,LH,2156.0771484375,buy_side_liquidity,False,LH,2156.0771484375,True,True,FVG,False,True,trend,0.0011118178893061207,False,confirmation_only,False,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1,False,"missing_mss_or_cisd,entry_context_incomplete:missing_mss_cisd"
smt215037_0036,BTC,ETH,BTC/ETH,positive,0.9033,1h,crypto_24x7,2026-03-20T04:00:00+00:00,bearish_smt,HH,70939.7734375,LH,2158.4345703125,buy_side_liquidity,False,LH,2158.4345703125,True,True,FVG,False,False,trend,-0.013039144584612285,True,confirmation_only,False,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1,False,"missing_mss_or_cisd,missing_displacement,entry_context_incomplete:missing_mss_cisd,missing_displacement"
smt215037_0037,BTC,ETH,BTC/ETH,positive,0.9033,1h,crypto_24x7,2026-03-27T04:00:00+00:00,bullish_smt,LL,68269.15625,HL,2043.33984375,sell_side_liquidity,False,HL,2043.33984375,True,True,FVG,False,False,trend,-0.03806438861860453,False,confirmation_only,False,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1,False,"missing_mss_or_cisd,missing_displacement,entry_context_incomplete:missing_mss_cisd,missing_displacement"
smt215037_0038,BTC,ETH,BTC/ETH,positive,0.9033,1h,crypto_24x7,2026-03-27T18:00:00+00:00,bullish_smt,LL,65539.1875,HL,1973.5860595703125,sell_side_liquidity,False,HL,1973.5860595703125,True,True,session_high_low,False,True,trend,0.008076669260393786,True,confirmation_only,False,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1,False,"missing_mss_or_cisd,entry_context_incomplete:missing_mss_cisd"
smt215037_0039,BTC,ETH,BTC/ETH,positive,0.9033,1h,crypto_24x7,2026-03-29T03:00:00+00:00,bearish_smt,HH,67000.8125,LH,2015.5404052734375,buy_side_liquidity,False,LH,2015.5404052734375,True,True,FVG,False,True,trend,-0.005746390333835689,True,confirmation_only,False,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1,False,"missing_mss_or_cisd,entry_context_incomplete:missing_mss_cisd"
smt215037_0040,BTC,ETH,BTC/ETH,positive,0.9033,1h,crypto_24x7,2026-04-01T13:00:00+00:00,bullish_smt,LL,67969.1171875,HL,2110.518310546875,sell_side_liquidity,False,HL,2110.518310546875,True,True,FVG,False,True,transition,-0.012108368002224739,False,confirmation_only,False,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1,False,"missing_mss_or_cisd,entry_context_incomplete:missing_mss_cisd"
smt215037_0041,BTC,ETH,BTC/ETH,positive,0.9033,1h,crypto_24x7,2026-04-02T00:00:00+00:00,bearish_smt,HH,68633.1484375,LH,2158.142822265625,buy_side_liquidity,False,LH,2158.142822265625,True,True,FVG,True,True,trend,-0.037298493189442256,True,confirmation_only,False,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1,True,none
smt215037_0042,BTC,ETH,BTC/ETH,positive,0.9033,1h,crypto_24x7,2026-04-07T02:00:00+00:00,bullish_smt,LL,68286.8046875,HL,2094.010009765625,sell_side_liquidity,False,HL,2094.010009765625,True,True,session_high_low,False,False,trend,-0.010950795202051517,False,confirmation_only,False,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1,False,"missing_mss_or_cisd,missing_displacement,entry_context_incomplete:missing_mss_cisd,missing_displacement"
smt215037_0043,BTC,ETH,BTC/ETH,positive,0.9033,1h,crypto_24x7,2026-04-08T09:00:00+00:00,bearish_smt,HH,71932.7578125,LH,2261.873779296875,buy_side_liquidity,False,LH,2261.873779296875,True,False,none,True,True,trend,-0.0022376180321713453,True,confirmation_only,False,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1,False,"missing_pda_context,entry_context_incomplete:missing_pda"
smt215037_0044,BTC,ETH,BTC/ETH,positive,0.9033,1h,crypto_24x7,2026-04-08T14:00:00+00:00,bullish_smt,LL,70754.125,HL,2189.805419921875,sell_side_liquidity,False,HL,2189.805419921875,True,True,FVG,False,True,trend,0.003259946398756767,True,confirmation_only,False,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1,False,"missing_mss_or_cisd,entry_context_incomplete:missing_mss_cisd"
smt215037_0045,BTC,ETH,BTC/ETH,positive,0.9033,1h,crypto_24x7,2026-04-10T00:00:00+00:00,bullish_smt,LL,71609.296875,HL,2179.488037109375,sell_side_liquidity,False,HL,2179.488037109375,True,True,FVG,False,False,range,0.004895694470247854,True,confirmation_only,False,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1,False,"missing_mss_or_cisd,missing_displacement,entry_context_incomplete:missing_mss_cisd,missing_displacement"
smt215037_0046,BTC,ETH,BTC/ETH,positive,0.9033,1h,crypto_24x7,2026-04-11T13:00:00+00:00,bullish_smt,LL,72594.53125,HL,2235.64404296875,sell_side_liquidity,False,HL,2235.64404296875,True,True,FVG,True,True,trend,-0.014246098635202,False,confirmation_only,False,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1,True,none
smt215037_0047,BTC,ETH,BTC/ETH,positive,0.9033,1h,crypto_24x7,2026-04-12T23:00:00+00:00,bullish_smt,LL,70581.140625,HL,2184.7685546875,sell_side_liquidity,False,HL,2184.7685546875,True,True,session_high_low,False,True,trend,0.002679481835822667,True,confirmation_only,False,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1,False,"missing_mss_or_cisd,entry_context_incomplete:missing_mss_cisd"
smt215037_0048,BTC,ETH,BTC/ETH,positive,0.9033,1h,crypto_24x7,2026-04-15T22:00:00+00:00,bearish_smt,HH,75400.0,LH,2380.320068359375,buy_side_liquidity,False,LH,2380.320068359375,True,True,session_high_low,False,False,transition,-0.008807042216394851,True,confirmation_only,False,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1,False,"missing_mss_or_cisd,missing_displacement,entry_context_incomplete:missing_mss_cisd,missing_displacement"
smt215037_0049,BTC,ETH,BTC/ETH,positive,0.9033,1h,crypto_24x7,2026-04-19T13:00:00+00:00,bearish_smt,HH,76257.0703125,LH,2350.419921875,buy_side_liquidity,False,LH,2350.419921875,True,True,FVG,True,True,trend,-0.017662556497133015,True,confirmation_only,False,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1,True,none
smt215037_0050,BTC,ETH,BTC/ETH,positive,0.9033,1h,crypto_24x7,2026-04-20T14:00:00+00:00,bearish_smt,HH,75765.2109375,LH,2326.889892578125,buy_side_liquidity,False,LH,2326.889892578125,True,False,none,False,False,trend,0.007218501943346769,False,confirmation_only,False,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1,False,"missing_pda_context,missing_mss_or_cisd,missing_displacement,entry_context_incomplete:missing_mss_cisd,missing_displacement,missing_pda"
smt215037_0051,BTC,ETH,BTC/ETH,positive,0.9033,1h,crypto_24x7,2026-04-24T09:00:00+00:00,bullish_smt,LL,77436.0,HL,2305.080078125,sell_side_liquidity,False,HL,2305.080078125,True,True,FVG,False,True,transition,0.00017488290602199615,True,confirmation_only,False,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1,False,"missing_mss_or_cisd,entry_context_incomplete:missing_mss_cisd"
smt215037_0052,BTC,ETH,BTC/ETH,positive,0.9033,1h,crypto_24x7,2026-04-24T22:00:00+00:00,bullish_smt,LL,77306.0625,HL,2308.219970703125,sell_side_liquidity,False,HL,2308.219970703125,True,True,session_high_low,False,True,trend,0.005810193413908997,True,confirmation_only,False,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1,False,"missing_mss_or_cisd,entry_context_incomplete:missing_mss_cisd"
smt215037_0053,BTC,ETH,BTC/ETH,positive,0.9033,1h,crypto_24x7,2026-04-26T12:00:00+00:00,bullish_smt,LL,77787.9375,HL,2326.22998046875,sell_side_liquidity,False,HL,2326.22998046875,True,True,FVG,True,True,transition,0.01833223882538156,True,confirmation_only,False,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1,True,none
smt215037_0054,BTC,ETH,BTC/ETH,positive,0.9033,1h,crypto_24x7,2026-04-27T19:00:00+00:00,bullish_smt,LL,76464.78125,HL,2275.409912109375,sell_side_liquidity,False,HL,2275.409912109375,True,True,session_high_low,False,True,transition,-0.00014927030800185382,False,confirmation_only,False,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1,False,"missing_mss_or_cisd,entry_context_incomplete:missing_mss_cisd"
smt215037_0055,BTC,ETH,BTC/ETH,positive,0.9033,1h,crypto_24x7,2026-05-01T08:00:00+00:00,bearish_smt,HH,77489.828125,LH,2288.780029296875,buy_side_liquidity,False,LH,2288.780029296875,True,True,session_high_low,False,False,transition,0.006649750678533106,False,confirmation_only,False,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1,False,"missing_mss_or_cisd,missing_displacement,entry_context_incomplete:missing_mss_cisd,missing_displacement"
smt215037_0056,BTC,ETH,BTC/ETH,positive,0.9033,1h,crypto_24x7,2026-05-04T17:00:00+00:00,bearish_smt,HH,80740.4375,LH,2379.6201171875,buy_side_liquidity,False,LH,2379.6201171875,True,True,session_high_low,False,True,trend,0.007265544907120689,False,confirmation_only,False,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1,False,"missing_mss_or_cisd,entry_context_incomplete:missing_mss_cisd"
