rank_artifact,unit_label,provider,provider_label,branch_id,branch_path,main_regime,sub_regime,sub_sub_regime_or_profit_factor,profit_factor,symbol,direction,status,trade_count,win_rate_pct,sharpe,total_profit_pct,pre_bayes_filter_state,bbn_posterior,catboost_path_ranker_label,execution_tree_decision,outcome
state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,OB/FVG fvg_retest_continuation_long_v1 - TradingViewRemix/TVR BTC-USD 1h,TradingViewRemix/TVR,TradingViewRemix/TVR BTC-USD 1h,fvg_retest_continuation_long_v1,TrendExpansion -> PullbackContinuation -> fair_value_gap_retest -> fvg_retest_continuation_long_v1,TrendExpansion,PullbackContinuation,fair_value_gap_retest,fvg_retest_continuation_long_v1,BTC,long,completed,0,0.0,0.0,0.0,missing_not_run,missing_not_run,missing_not_run,missing_not_run,aq_rank_only_no_downstream_outcome
state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,OB/FVG fvg_retest_continuation_long_v1 - yfinance/YF SPY 1h,yfinance/YF,yfinance/YF SPY 1h,fvg_retest_continuation_long_v1,TrendExpansion -> PullbackContinuation -> fair_value_gap_retest -> fvg_retest_continuation_long_v1,TrendExpansion,PullbackContinuation,fair_value_gap_retest,fvg_retest_continuation_long_v1,SPY,long,completed,69,26.087,-0.5693,-12.59,missing_not_run,missing_not_run,missing_not_run,missing_not_run,aq_rank_only_no_downstream_outcome
state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,OB/FVG ob_fvg_confluence_continuation_long_v1 - Binance BTCUSDT 1h,Binance,Binance BTCUSDT 1h,ob_fvg_confluence_continuation_long_v1,TrendExpansion -> PullbackContinuation -> fvg_plus_order_block_confluence -> ob_fvg_confluence_continuation_long_v1,TrendExpansion,PullbackContinuation,fvg_plus_order_block_confluence,ob_fvg_confluence_continuation_long_v1,BTC,long,completed,0,0.0,0.0,0.0,missing_not_run,missing_not_run,missing_not_run,missing_not_run,aq_rank_only_no_downstream_outcome
state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,OB/FVG ob_fvg_confluence_continuation_long_v1 - Bybit BTCUSDT 1h,Bybit,Bybit BTCUSDT 1h,ob_fvg_confluence_continuation_long_v1,TrendExpansion -> PullbackContinuation -> fvg_plus_order_block_confluence -> ob_fvg_confluence_continuation_long_v1,TrendExpansion,PullbackContinuation,fvg_plus_order_block_confluence,ob_fvg_confluence_continuation_long_v1,BTC,long,completed,0,0.0,0.0,0.0,missing_not_run,missing_not_run,missing_not_run,missing_not_run,aq_rank_only_no_downstream_outcome
state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,OB/FVG ob_fvg_confluence_continuation_long_v1 - IBKR SPY 1h,IBKR,IBKR SPY 1h,ob_fvg_confluence_continuation_long_v1,TrendExpansion -> PullbackContinuation -> fvg_plus_order_block_confluence -> ob_fvg_confluence_continuation_long_v1,TrendExpansion,PullbackContinuation,fvg_plus_order_block_confluence,ob_fvg_confluence_continuation_long_v1,SPY,long,completed,81,24.6914,-1.3032,-4.93,missing_not_run,missing_not_run,missing_not_run,missing_not_run,aq_rank_only_no_downstream_outcome
state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,OB/FVG ob_fvg_confluence_continuation_long_v1 - Kraken XBTUSD 1h,Kraken,Kraken XBTUSD 1h,ob_fvg_confluence_continuation_long_v1,TrendExpansion -> PullbackContinuation -> fvg_plus_order_block_confluence -> ob_fvg_confluence_continuation_long_v1,TrendExpansion,PullbackContinuation,fvg_plus_order_block_confluence,ob_fvg_confluence_continuation_long_v1,BTC,long,completed,0,0.0,0.0,0.0,missing_not_run,missing_not_run,missing_not_run,missing_not_run,aq_rank_only_no_downstream_outcome
state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,OB/FVG ob_fvg_confluence_continuation_long_v1 - TradingViewRemix/TVR BTC-USD 1h,TradingViewRemix/TVR,TradingViewRemix/TVR BTC-USD 1h,ob_fvg_confluence_continuation_long_v1,TrendExpansion -> PullbackContinuation -> fvg_plus_order_block_confluence -> ob_fvg_confluence_continuation_long_v1,TrendExpansion,PullbackContinuation,fvg_plus_order_block_confluence,ob_fvg_confluence_continuation_long_v1,BTC,long,completed,0,0.0,0.0,0.0,missing_not_run,missing_not_run,missing_not_run,missing_not_run,aq_rank_only_no_downstream_outcome
state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,OB/FVG ob_fvg_confluence_continuation_long_v1 - yfinance/YF SPY 1h,yfinance/YF,yfinance/YF SPY 1h,ob_fvg_confluence_continuation_long_v1,TrendExpansion -> PullbackContinuation -> fvg_plus_order_block_confluence -> ob_fvg_confluence_continuation_long_v1,TrendExpansion,PullbackContinuation,fvg_plus_order_block_confluence,ob_fvg_confluence_continuation_long_v1,SPY,long,completed,41,31.7073,-0.1012,-1.86,missing_not_run,missing_not_run,missing_not_run,missing_not_run,aq_rank_only_no_downstream_outcome
state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,OB/FVG ob_fvg_failed_mitigation_guard_v1 - Binance BTCUSDT 1h,Binance,Binance BTCUSDT 1h,ob_fvg_failed_mitigation_guard_v1,Transition -> RiskSuppression -> failed_mitigation_guard -> ob_fvg_failed_mitigation_guard_v1,Transition,RiskSuppression,failed_mitigation_guard,ob_fvg_failed_mitigation_guard_v1,BTC,long,completed,0,0.0,0.0,0.0,missing_not_run,missing_not_run,missing_not_run,missing_not_run,aq_rank_only_no_downstream_outcome
state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,OB/FVG ob_fvg_failed_mitigation_guard_v1 - Bybit BTCUSDT 1h,Bybit,Bybit BTCUSDT 1h,ob_fvg_failed_mitigation_guard_v1,Transition -> RiskSuppression -> failed_mitigation_guard -> ob_fvg_failed_mitigation_guard_v1,Transition,RiskSuppression,failed_mitigation_guard,ob_fvg_failed_mitigation_guard_v1,BTC,long,completed,0,0.0,0.0,0.0,missing_not_run,missing_not_run,missing_not_run,missing_not_run,aq_rank_only_no_downstream_outcome
state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,OB/FVG ob_fvg_failed_mitigation_guard_v1 - IBKR SPY 1h,IBKR,IBKR SPY 1h,ob_fvg_failed_mitigation_guard_v1,Transition -> RiskSuppression -> failed_mitigation_guard -> ob_fvg_failed_mitigation_guard_v1,Transition,RiskSuppression,failed_mitigation_guard,ob_fvg_failed_mitigation_guard_v1,SPY,long,completed,7,28.5714,0.5197,0.33,missing_not_run,missing_not_run,missing_not_run,missing_not_run,aq_rank_only_no_downstream_outcome
state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,OB/FVG ob_fvg_failed_mitigation_guard_v1 - Kraken XBTUSD 1h,Kraken,Kraken XBTUSD 1h,ob_fvg_failed_mitigation_guard_v1,Transition -> RiskSuppression -> failed_mitigation_guard -> ob_fvg_failed_mitigation_guard_v1,Transition,RiskSuppression,failed_mitigation_guard,ob_fvg_failed_mitigation_guard_v1,BTC,long,completed,0,0.0,0.0,0.0,missing_not_run,missing_not_run,missing_not_run,missing_not_run,aq_rank_only_no_downstream_outcome
state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,OB/FVG ob_fvg_failed_mitigation_guard_v1 - TradingViewRemix/TVR BTC-USD 1h,TradingViewRemix/TVR,TradingViewRemix/TVR BTC-USD 1h,ob_fvg_failed_mitigation_guard_v1,Transition -> RiskSuppression -> failed_mitigation_guard -> ob_fvg_failed_mitigation_guard_v1,Transition,RiskSuppression,failed_mitigation_guard,ob_fvg_failed_mitigation_guard_v1,BTC,long,completed,0,0.0,0.0,0.0,missing_not_run,missing_not_run,missing_not_run,missing_not_run,aq_rank_only_no_downstream_outcome
state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,OB/FVG ob_fvg_failed_mitigation_guard_v1 - yfinance/YF SPY 1h,yfinance/YF,yfinance/YF SPY 1h,ob_fvg_failed_mitigation_guard_v1,Transition -> RiskSuppression -> failed_mitigation_guard -> ob_fvg_failed_mitigation_guard_v1,Transition,RiskSuppression,failed_mitigation_guard,ob_fvg_failed_mitigation_guard_v1,SPY,long,completed,99,35.3535,0.091,1.86,missing_not_run,missing_not_run,missing_not_run,missing_not_run,aq_rank_only_no_downstream_outcome
state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,OB/FVG order_block_retest_continuation_long_v1 - Binance BTCUSDT 1h,Binance,Binance BTCUSDT 1h,order_block_retest_continuation_long_v1,TrendExpansion -> PullbackContinuation -> bullish_order_block_retest -> order_block_retest_continuation_long_v1,TrendExpansion,PullbackContinuation,bullish_order_block_retest,order_block_retest_continuation_long_v1,BTC,long,completed,0,0.0,0.0,0.0,missing_not_run,missing_not_run,missing_not_run,missing_not_run,aq_rank_only_no_downstream_outcome
state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,OB/FVG order_block_retest_continuation_long_v1 - Bybit BTCUSDT 1h,Bybit,Bybit BTCUSDT 1h,order_block_retest_continuation_long_v1,TrendExpansion -> PullbackContinuation -> bullish_order_block_retest -> order_block_retest_continuation_long_v1,TrendExpansion,PullbackContinuation,bullish_order_block_retest,order_block_retest_continuation_long_v1,BTC,long,completed,0,0.0,0.0,0.0,missing_not_run,missing_not_run,missing_not_run,missing_not_run,aq_rank_only_no_downstream_outcome
state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,OB/FVG order_block_retest_continuation_long_v1 - IBKR SPY 1h,IBKR,IBKR SPY 1h,order_block_retest_continuation_long_v1,TrendExpansion -> PullbackContinuation -> bullish_order_block_retest -> order_block_retest_continuation_long_v1,TrendExpansion,PullbackContinuation,bullish_order_block_retest,order_block_retest_continuation_long_v1,SPY,long,completed,71,32.3944,-0.6318,-2.42,missing_not_run,missing_not_run,missing_not_run,missing_not_run,aq_rank_only_no_downstream_outcome
state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,OB/FVG order_block_retest_continuation_long_v1 - Kraken XBTUSD 1h,Kraken,Kraken XBTUSD 1h,order_block_retest_continuation_long_v1,TrendExpansion -> PullbackContinuation -> bullish_order_block_retest -> order_block_retest_continuation_long_v1,TrendExpansion,PullbackContinuation,bullish_order_block_retest,order_block_retest_continuation_long_v1,BTC,long,completed,0,0.0,0.0,0.0,missing_not_run,missing_not_run,missing_not_run,missing_not_run,aq_rank_only_no_downstream_outcome
state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,OB/FVG order_block_retest_continuation_long_v1 - TradingViewRemix/TVR BTC-USD 1h,TradingViewRemix/TVR,TradingViewRemix/TVR BTC-USD 1h,order_block_retest_continuation_long_v1,TrendExpansion -> PullbackContinuation -> bullish_order_block_retest -> order_block_retest_continuation_long_v1,TrendExpansion,PullbackContinuation,bullish_order_block_retest,order_block_retest_continuation_long_v1,BTC,long,completed,0,0.0,0.0,0.0,missing_not_run,missing_not_run,missing_not_run,missing_not_run,aq_rank_only_no_downstream_outcome
state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,OB/FVG order_block_retest_continuation_long_v1 - yfinance/YF SPY 1h,yfinance/YF,yfinance/YF SPY 1h,order_block_retest_continuation_long_v1,TrendExpansion -> PullbackContinuation -> bullish_order_block_retest -> order_block_retest_continuation_long_v1,TrendExpansion,PullbackContinuation,bullish_order_block_retest,order_block_retest_continuation_long_v1,SPY,long,completed,36,33.3333,-0.1759,-3.69,missing_not_run,missing_not_run,missing_not_run,missing_not_run,aq_rank_only_no_downstream_outcome
state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,OB/FVG ote_fvg_continuation_long_v1 - Binance BTCUSDT 1h,Binance,Binance BTCUSDT 1h,ote_fvg_continuation_long_v1,TrendExpansion -> OTERetracement -> ote_plus_fvg_retest -> ote_fvg_continuation_long_v1,TrendExpansion,OTERetracement,ote_plus_fvg_retest,ote_fvg_continuation_long_v1,BTC,long,completed,0,0.0,0.0,0.0,missing_not_run,missing_not_run,missing_not_run,missing_not_run,aq_rank_only_no_downstream_outcome
state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,OB/FVG ote_fvg_continuation_long_v1 - Bybit BTCUSDT 1h,Bybit,Bybit BTCUSDT 1h,ote_fvg_continuation_long_v1,TrendExpansion -> OTERetracement -> ote_plus_fvg_retest -> ote_fvg_continuation_long_v1,TrendExpansion,OTERetracement,ote_plus_fvg_retest,ote_fvg_continuation_long_v1,BTC,long,completed,0,0.0,0.0,0.0,missing_not_run,missing_not_run,missing_not_run,missing_not_run,aq_rank_only_no_downstream_outcome
state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,OB/FVG ote_fvg_continuation_long_v1 - IBKR SPY 1h,IBKR,IBKR SPY 1h,ote_fvg_continuation_long_v1,TrendExpansion -> OTERetracement -> ote_plus_fvg_retest -> ote_fvg_continuation_long_v1,TrendExpansion,OTERetracement,ote_plus_fvg_retest,ote_fvg_continuation_long_v1,SPY,long,completed,91,26.3736,-1.2296,-3.91,missing_not_run,missing_not_run,missing_not_run,missing_not_run,aq_rank_only_no_downstream_outcome
state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,OB/FVG ote_fvg_continuation_long_v1 - Kraken XBTUSD 1h,Kraken,Kraken XBTUSD 1h,ote_fvg_continuation_long_v1,TrendExpansion -> OTERetracement -> ote_plus_fvg_retest -> ote_fvg_continuation_long_v1,TrendExpansion,OTERetracement,ote_plus_fvg_retest,ote_fvg_continuation_long_v1,BTC,long,completed,0,0.0,0.0,0.0,missing_not_run,missing_not_run,missing_not_run,missing_not_run,aq_rank_only_no_downstream_outcome
state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,OB/FVG ote_fvg_continuation_long_v1 - TradingViewRemix/TVR BTC-USD 1h,TradingViewRemix/TVR,TradingViewRemix/TVR BTC-USD 1h,ote_fvg_continuation_long_v1,TrendExpansion -> OTERetracement -> ote_plus_fvg_retest -> ote_fvg_continuation_long_v1,TrendExpansion,OTERetracement,ote_plus_fvg_retest,ote_fvg_continuation_long_v1,BTC,long,completed,0,0.0,0.0,0.0,missing_not_run,missing_not_run,missing_not_run,missing_not_run,aq_rank_only_no_downstream_outcome
state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,OB/FVG ote_fvg_continuation_long_v1 - yfinance/YF SPY 1h,yfinance/YF,yfinance/YF SPY 1h,ote_fvg_continuation_long_v1,TrendExpansion -> OTERetracement -> ote_plus_fvg_retest -> ote_fvg_continuation_long_v1,TrendExpansion,OTERetracement,ote_plus_fvg_retest,ote_fvg_continuation_long_v1,SPY,long,completed,77,31.1688,-0.3395,-6.17,missing_not_run,missing_not_run,missing_not_run,missing_not_run,aq_rank_only_no_downstream_outcome
state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,OB/FVG ote_ob_continuation_long_v1 - Binance BTCUSDT 1h,Binance,Binance BTCUSDT 1h,ote_ob_continuation_long_v1,TrendExpansion -> OTERetracement -> ote_plus_order_block_retest -> ote_ob_continuation_long_v1,TrendExpansion,OTERetracement,ote_plus_order_block_retest,ote_ob_continuation_long_v1,BTC,long,completed,0,0.0,0.0,0.0,missing_not_run,missing_not_run,missing_not_run,missing_not_run,aq_rank_only_no_downstream_outcome
state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,OB/FVG ote_ob_continuation_long_v1 - Bybit BTCUSDT 1h,Bybit,Bybit BTCUSDT 1h,ote_ob_continuation_long_v1,TrendExpansion -> OTERetracement -> ote_plus_order_block_retest -> ote_ob_continuation_long_v1,TrendExpansion,OTERetracement,ote_plus_order_block_retest,ote_ob_continuation_long_v1,BTC,long,completed,0,0.0,0.0,0.0,missing_not_run,missing_not_run,missing_not_run,missing_not_run,aq_rank_only_no_downstream_outcome
state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,OB/FVG ote_ob_continuation_long_v1 - IBKR SPY 1h,IBKR,IBKR SPY 1h,ote_ob_continuation_long_v1,TrendExpansion -> OTERetracement -> ote_plus_order_block_retest -> ote_ob_continuation_long_v1,TrendExpansion,OTERetracement,ote_plus_order_block_retest,ote_ob_continuation_long_v1,SPY,long,completed,52,36.5385,-0.7851,-2.69,missing_not_run,missing_not_run,missing_not_run,missing_not_run,aq_rank_only_no_downstream_outcome
state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,OB/FVG ote_ob_continuation_long_v1 - Kraken XBTUSD 1h,Kraken,Kraken XBTUSD 1h,ote_ob_continuation_long_v1,TrendExpansion -> OTERetracement -> ote_plus_order_block_retest -> ote_ob_continuation_long_v1,TrendExpansion,OTERetracement,ote_plus_order_block_retest,ote_ob_continuation_long_v1,BTC,long,completed,0,0.0,0.0,0.0,missing_not_run,missing_not_run,missing_not_run,missing_not_run,aq_rank_only_no_downstream_outcome
state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,OB/FVG ote_ob_continuation_long_v1 - TradingViewRemix/TVR BTC-USD 1h,TradingViewRemix/TVR,TradingViewRemix/TVR BTC-USD 1h,ote_ob_continuation_long_v1,TrendExpansion -> OTERetracement -> ote_plus_order_block_retest -> ote_ob_continuation_long_v1,TrendExpansion,OTERetracement,ote_plus_order_block_retest,ote_ob_continuation_long_v1,BTC,long,completed,0,0.0,0.0,0.0,missing_not_run,missing_not_run,missing_not_run,missing_not_run,aq_rank_only_no_downstream_outcome
state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,OB/FVG ote_ob_continuation_long_v1 - yfinance/YF SPY 1h,yfinance/YF,yfinance/YF SPY 1h,ote_ob_continuation_long_v1,TrendExpansion -> OTERetracement -> ote_plus_order_block_retest -> ote_ob_continuation_long_v1,TrendExpansion,OTERetracement,ote_plus_order_block_retest,ote_ob_continuation_long_v1,SPY,long,completed,23,47.8261,0.4,3.83,missing_not_run,missing_not_run,missing_not_run,missing_not_run,aq_rank_only_no_downstream_outcome
state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,OB/FVG session_fvg_continuation_v1 - Binance BTCUSDT 1h,Binance,Binance BTCUSDT 1h,session_fvg_continuation_v1,SessionContinuation -> KillzoneRetest -> session_fvg_retest -> session_fvg_continuation_v1,SessionContinuation,KillzoneRetest,session_fvg_retest,session_fvg_continuation_v1,BTC,long,completed,0,0.0,0.0,0.0,missing_not_run,missing_not_run,missing_not_run,missing_not_run,aq_rank_only_no_downstream_outcome
state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,OB/FVG session_fvg_continuation_v1 - Bybit BTCUSDT 1h,Bybit,Bybit BTCUSDT 1h,session_fvg_continuation_v1,SessionContinuation -> KillzoneRetest -> session_fvg_retest -> session_fvg_continuation_v1,SessionContinuation,KillzoneRetest,session_fvg_retest,session_fvg_continuation_v1,BTC,long,completed,0,0.0,0.0,0.0,missing_not_run,missing_not_run,missing_not_run,missing_not_run,aq_rank_only_no_downstream_outcome
state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,OB/FVG session_fvg_continuation_v1 - IBKR SPY 1h,IBKR,IBKR SPY 1h,session_fvg_continuation_v1,SessionContinuation -> KillzoneRetest -> session_fvg_retest -> session_fvg_continuation_v1,SessionContinuation,KillzoneRetest,session_fvg_retest,session_fvg_continuation_v1,SPY,long,completed,142,27.4648,-1.4057,-3.56,missing_not_run,missing_not_run,missing_not_run,missing_not_run,aq_rank_only_no_downstream_outcome
state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,OB/FVG session_fvg_continuation_v1 - Kraken XBTUSD 1h,Kraken,Kraken XBTUSD 1h,session_fvg_continuation_v1,SessionContinuation -> KillzoneRetest -> session_fvg_retest -> session_fvg_continuation_v1,SessionContinuation,KillzoneRetest,session_fvg_retest,session_fvg_continuation_v1,BTC,long,completed,0,0.0,0.0,0.0,missing_not_run,missing_not_run,missing_not_run,missing_not_run,aq_rank_only_no_downstream_outcome
state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,OB/FVG session_fvg_continuation_v1 - TradingViewRemix/TVR BTC-USD 1h,TradingViewRemix/TVR,TradingViewRemix/TVR BTC-USD 1h,session_fvg_continuation_v1,SessionContinuation -> KillzoneRetest -> session_fvg_retest -> session_fvg_continuation_v1,SessionContinuation,KillzoneRetest,session_fvg_retest,session_fvg_continuation_v1,BTC,long,completed,0,0.0,0.0,0.0,missing_not_run,missing_not_run,missing_not_run,missing_not_run,aq_rank_only_no_downstream_outcome
state/auto-quant/OBFVG_192258/auto_quant_agent_material_rank.20260512T114741.288Z.json,OB/FVG session_fvg_continuation_v1 - yfinance/YF SPY 1h,yfinance/YF,yfinance/YF SPY 1h,session_fvg_continuation_v1,SessionContinuation -> KillzoneRetest -> session_fvg_retest -> session_fvg_continuation_v1,SessionContinuation,KillzoneRetest,session_fvg_retest,session_fvg_continuation_v1,SPY,long,completed,135,29.6296,-0.6243,-10.54,missing_not_run,missing_not_run,missing_not_run,missing_not_run,aq_rank_only_no_downstream_outcome
