row_id,trade_id,strategy,strategy_family,pair,timeframe,open_date,open_timestamp,open_dt,profit_ratio_num,release_allowed_v2,is_bad_loss_num,qqq_yf_1h_timestamp,qqq_yf_1h_ret_1,qqq_yf_1h_ret_4,qqq_yf_1h_ret_8,qqq_yf_1h_ret_16,qqq_yf_1h_range_pct,qqq_yf_1h_vol_16,qqq_yf_1h_eff_16,qqq_yf_1h_trend_dir,qqq_yf_1h_trend_expansion,qqq_yf_1h_transition_guardrail,nq_autoquant_15m_timestamp,nq_autoquant_15m_ret_1,nq_autoquant_15m_ret_4,nq_autoquant_15m_ret_8,nq_autoquant_15m_ret_16,nq_autoquant_15m_range_pct,nq_autoquant_15m_vol_16,nq_autoquant_15m_eff_16,nq_autoquant_15m_trend_dir,nq_autoquant_15m_trend_expansion,nq_autoquant_15m_transition_guardrail,provider_observations_aligned,provider_trend_expansion_votes,provider_transition_guardrail_votes,provider_bull_trend_votes,provider_agreement_v2,provider_agreement_trend_expansion_event,provider_disagreement_transition_guardrail_event,future_qqq_ret_16h,future_qqq_max_dd_16h,transition_stable_v2,path_specific_edge_v2,provider_agreement_trend_expansion_release_v2,allowed_action,regime_id_v2
11,2871e90fe9d17ac5,TomacNQ_RegimePersistenceClusterDense15m,RegimePersistenceClusterDense,NQ/USD,15m,2025-03-14T16:30:00+00:00,1741969800000,2025-03-14 16:30:00+00:00,-9.286021056052746e-05,0,False,2025-03-14 16:30:00+00:00,0.001968981116038604,0.021308808238905463,0.01843842037376242,0.0071695507013020965,0.005247252489597846,0.005501825344169505,0.10606514629547965,1,0,1,2025-03-14 16:30:00+00:00,0.002936704158976733,-0.0008326009528655254,0.00598439864943523,0.008497128717493752,0.0036109439377806584,0.0022800175273753644,0.29871513172682335,1,0,0,2,0,1,2,1,0,1,0.0027596165017333973,-0.0010243769952335002,1,0,0,observe_only,ProviderDisagreementTransitionGuardrail
12,df4244aee16a70d3,TomacNQ_RegimeTrendPullbackDense15m,RegimeTrendPullbackDense,NQ/USD,15m,2025-03-17T16:00:00+00:00,1742227200000,2025-03-17 16:00:00+00:00,0.0087703950566181,1,False,2025-03-17 15:30:00+00:00,-0.0007618804720945782,5.578052994303917e-05,0.0012810135159371239,0.01029841099410822,0.005869569319283577,0.004775532219310766,0.18651841060653546,1,0,1,2025-03-17 16:00:00+00:00,0.0022218364867210294,0.0013874917617675564,-0.0037041723705553142,0.0024770525389787856,0.004087429422563996,0.0024558155569900006,0.08274599461421679,-1,0,1,2,0,2,1,0,0,1,0.008334421258603841,0.00475210857766184,1,1,0,observe_only,ProviderDisagreementTransitionGuardrail
13,655dd8414114d887,TomacNQ_RegimePersistenceClusterDense15m,RegimePersistenceClusterDense,NQ/USD,15m,2025-03-18T08:15:00+00:00,1742285700000,2025-03-18 08:15:00+00:00,-0.0026090492218231,0,True,2025-03-17 19:30:00+00:00,-0.004358313245534706,0.008334421258603841,0.008390666686981296,0.02649546486857357,0.005282493842337672,0.004580971582905271,0.4955809317762908,1,0,0,2025-03-18 08:15:00+00:00,0.0005873118060968352,0.0014469326158959017,0.002103953396301206,0.003193332502915869,0.0009707532367847749,0.0005146914539764069,0.4832062898251139,1,0,0,2,0,0,2,1,0,0,-0.016613882188230344,-0.018208953959505947,0,0,0,observe_only,ProviderDisagreementTransitionGuardrail
14,1209e1ef35295ff8,TomacNQ_ScratchNoRSINoConflict15m,ScratchNoRSINoConflict,NQ/USD,15m,2025-03-18T18:30:00+00:00,1742322600000,2025-03-18 18:30:00+00:00,-0.0006871199367849,0,False,2025-03-18 18:30:00+00:00,0.000484595838262436,0.001972818402703469,-0.020573385537683064,-0.007223018981151963,0.0047380889707817845,0.005264813306326324,0.14339280768422424,-1,0,1,2025-03-18 18:30:00+00:00,0.00048095641618761675,0.0002404203922286019,0.0011000091667430212,0.0008935731469812414,0.0021861551140005494,0.0015685649881742912,0.046556872983269784,1,0,1,2,0,2,1,0,0,1,-0.0003474778519018118,-0.0003474778519018118,1,0,0,observe_only,ProviderDisagreementTransitionGuardrail
15,296eb0bfbee3cb43,TomacNQ_RegimePersistenceClusterDense15m,RegimePersistenceClusterDense,NQ/USD,15m,2025-03-19T09:30:00+00:00,1742376600000,2025-03-19 09:30:00+00:00,-0.0006857769853243,0,False,2025-03-18 19:30:00+00:00,-0.0003474778519018118,-0.0023926087008943053,-0.02089978693096428,-0.006550319995815568,0.0035179656164713536,0.005262522729843773,0.13180950147343287,-1,0,1,2025-03-19 09:30:00+00:00,0.0006743473689023727,0.0012579911025720758,0.0039216135949271536,0.00013708175784499232,0.0010393941816769655,0.0010949124551719034,0.010435689769949538,1,0,1,2,0,2,1,0,0,1,0.012807855742002161,0.005477041036246355,0,0,0,observe_only,ProviderDisagreementTransitionGuardrail
16,497d111c5b637c79,TomacNQ_RegimeTrendPullbackDense15m,RegimeTrendPullbackDense,NQ/USD,15m,2025-03-19T14:00:00+00:00,1742392800000,2025-03-19 14:00:00+00:00,0.0105061547045825,1,False,2025-03-19 13:30:00+00:00,0.007499310363537237,0.0076024329894388565,-0.009239164483565876,-0.0009260205462322535,0.009680734708780036,0.005602448121005948,0.016725109213607328,-1,0,1,2025-03-19 14:00:00+00:00,0.0027898290802672587,0.00564120132465451,0.0052623768592399145,0.005159110624115337,0.003542877906976744,0.0015987094263034988,0.32941593650598877,1,1,0,2,1,1,1,0,0,1,0.0052690312775991455,-0.002007216587137095,0,1,0,observe_only,ProviderDisagreementTransitionGuardrail
17,8649bae26e9b5af9,TomacNQ_ScratchBreakout15m,ScratchBreakout,NQ/USD,15m,2025-03-19T18:45:00+00:00,1742409900000,2025-03-19 18:45:00+00:00,0.0042082400054299,1,False,2025-03-19 18:30:00+00:00,0.004373238146079483,0.0041429462056810085,0.013104533629710202,-0.00031189133289766247,0.01364207769710244,0.0057603248719440125,0.005128869909165737,1,0,1,2025-03-19 18:45:00+00:00,0.002568047605041146,0.0097763294326767,0.006713620356696648,0.01029435235641496,0.004005822547703141,0.001940446052140493,0.42347112033410444,1,1,0,2,1,1,2,1,1,1,-0.00015593085580334343,-0.00015593085580334343,1,1,1,release_long,ProviderAgreementTrendExpansion
18,46ca8d8d1b92e96e,TomacNQ_ScratchNoRSINoConflict15m,ScratchNoRSINoConflict,NQ/USD,15m,2025-03-20T11:45:00+00:00,1742471100000,2025-03-20 11:45:00+00:00,-3.412542225889902e-05,0,False,2025-03-19 19:30:00+00:00,-0.00015593085580334343,0.002303617982534867,0.012455927443899784,-0.00837371869131609,0.006117035440035744,0.005354050903005794,0.15801212915061838,1,0,1,2025-03-20 11:45:00+00:00,0.00026162526162520905,0.0016858988232881789,-0.00462962962962965,-0.008523976502689101,0.0009893671461875249,0.0015883985438057866,0.43804102122284244,-1,0,0,2,0,1,1,0,0,1,-0.002995075637624689,-0.0067805272732085475,0,0,0,observe_only,ProviderDisagreementTransitionGuardrail
19,8328c0711854d476,TomacNQ_RegimeTrendPullbackDense15m,RegimeTrendPullbackDense,NQ/USD,15m,2025-03-20T14:15:00+00:00,1742480100000,2025-03-20 14:15:00+00:00,-0.0055118821722237,0,True,2025-03-20 13:30:00+00:00,0.005355730451317209,0.012685660695883394,0.01823218161633311,-0.0030486540256993155,0.01636445299497984,0.00555197915942332,0.05226055879948721,1,0,1,2025-03-20 14:15:00+00:00,0.0023945602819255285,0.012250205310703421,0.009900314078929329,0.012100131151280058,0.005025578617627837,0.001695285134909908,0.5448141616780265,1,1,0,2,1,1,2,1,1,1,-0.008306319679694973,-0.012071605459569645,0,0,0,observe_only,ProviderAgreementTrendExpansion
20,147fabc00f759b3c,TomacNQ_ScratchNoRSINoConflict15m,ScratchNoRSINoConflict,NQ/USD,15m,2025-03-20T17:00:00+00:00,1742490000000,2025-03-20 17:00:00+00:00,-0.0019766437951994,0,False,2025-03-20 16:30:00+00:00,-0.002399720156827989,-0.0056573580406446,-0.003366772449825861,0.008714193487651567,0.005522234417536144,0.0038579928705680055,0.18650070787967182,-1,0,1,2025-03-20 17:00:00+00:00,0.00227197855252248,-0.002148859408045767,-0.005623929312054798,0.004863214960934892,0.0032642328486098674,0.002244432182795819,0.1737453172194379,-1,0,1,2,0,2,0,0,0,1,0.002677429580786983,-0.0011295595553970639,1,0,0,observe_only,ProviderDisagreementTransitionGuardrail
21,21d789bc62d73724,TomacNQ_ScratchNoRSINoConflict15m,ScratchNoRSINoConflict,NQ/USD,15m,2025-03-20T18:45:00+00:00,1742496300000,2025-03-20 18:45:00+00:00,0.0009912383643427,1,False,2025-03-20 18:30:00+00:00,0.0011308369030265109,-0.009858499638432217,-0.0014645876325624085,0.007181118582356927,0.005103860112587109,0.0036960568316125597,0.16911269324949493,-1,0,1,2025-03-20 18:45:00+00:00,0.0004215707498262944,-0.00131938125568698,-0.0025559758715877345,-0.010101465614430705,0.003576146872579837,0.001971499207991544,0.4296089208276076,-1,0,0,2,0,1,0,0,0,1,0.002677429580786983,0.002677429580786983,1,1,0,observe_only,ProviderDisagreementTransitionGuardrail
22,fd58d9fafd8a4a64,TomacNQ_RegimeTrendPullbackSimple15m,RegimeTrendPullbackSimple,NQ/USD,15m,2025-03-21T00:00:00+00:00,1742515200000,2025-03-21 00:00:00+00:00,-0.000147611531867,0,False,2025-03-20 19:30:00+00:00,0.002677429580786983,0.000271284342225675,-0.003150539468720681,0.009912707810570076,0.004318299322590628,0.0037341602379793244,0.21976302253080215,-1,0,1,2025-03-21 00:00:00+00:00,0.001396600470075171,0.0027058984037473532,0.0015671845189424438,0.0028541214195558773,0.001814182370682813,0.0009896694650597738,0.23856315348302698,1,0,1,2,0,2,1,0,0,1,-0.0017941292545949894,-0.008031722237392014,1,0,0,observe_only,ProviderDisagreementTransitionGuardrail
23,ac97f3ece6416aae,TomacNQ_ScratchNoRSINoConflict15m,ScratchNoRSINoConflict,NQ/USD,15m,2025-03-21T10:15:00+00:00,1742552100000,2025-03-21 10:15:00+00:00,-0.0009217953386306,0,False,2025-03-20 19:30:00+00:00,0.002677429580786983,0.000271284342225675,-0.003150539468720681,0.009912707810570076,0.004318299322590628,0.0037341602379793244,0.21976302253080215,-1,0,1,2025-03-21 10:15:00+00:00,-0.0009103737084072971,0.0012544761991652997,0.0012887332778304117,-0.0017623449420700599,0.0015718255956991207,0.0011568748621869345,0.11956483256205697,1,0,1,2,0,2,1,0,0,1,0.0037342412060703545,-0.008031722237392014,0,0,0,observe_only,ProviderDisagreementTransitionGuardrail
24,9209289e5f39c9bc,TomacNQ_ScratchNoRSINoConflict15m,ScratchNoRSINoConflict,NQ/USD,15m,2025-03-21T14:30:00+00:00,1742567400000,2025-03-21 14:30:00+00:00,-0.0003314096337133,0,False,2025-03-21 14:30:00+00:00,-0.0013860963899389178,-0.0042510392739433245,-0.016271327864604723,0.0016641919469617683,0.0058675258568283385,0.004171534053426307,0.03181085461656499,-1,0,1,2025-03-21 14:30:00+00:00,-0.00031999634289892054,0.0024409809763923374,0.0018439618838188565,-0.0023039635015682514,0.002995209950499011,0.0014770629303922731,0.14086390712952265,1,0,1,2,0,2,1,0,0,1,0.011861229544558372,0.005152496755060687,0,0,0,observe_only,ProviderDisagreementTransitionGuardrail
25,69b76458f3a9d8ef,TomacNQ_RegimePersistenceClusterDense15m,RegimePersistenceClusterDense,NQ/USD,15m,2025-03-21T16:15:00+00:00,1742573700000,2025-03-21 16:15:00+00:00,0.0124924486795162,1,False,2025-03-21 15:30:00+00:00,0.0062880972331755824,0.0008784966714538989,-0.008988663626096183,0.00045999378124661483,0.009383665961696928,0.004037373740676577,0.009001128955496174,-1,0,1,2025-03-21 16:15:00+00:00,0.002063148295907924,0.005961780524087468,0.004685660735305852,0.0023830699413924794,0.003469417934046934,0.0020776843215762277,0.09179171380681406,1,0,1,2,0,2,1,0,0,1,0.005538306899094181,-0.0011285043331401567,0,1,0,observe_only,ProviderDisagreementTransitionGuardrail
26,2ec2b7ff90f73b25,TomacNQ_RegimeTrendPullbackSimple15m,RegimeTrendPullbackSimple,NQ/USD,15m,2025-03-21T18:45:00+00:00,1742582700000,2025-03-21 18:45:00+00:00,-0.0022257804426577,0,False,2025-03-21 18:30:00+00:00,-0.00012604954908257415,0.005982536372075353,0.001706065101056753,0.0021677704041829227,0.003823814871626019,0.003807312632518698,0.04774519798887689,1,0,1,2025-03-21 18:45:00+00:00,-0.0011242207106437752,6.821592614492111e-05,-0.0016343949333756935,0.00297602079793835,0.0018871785543757532,0.0019389194987998579,0.11424706267073867,-1,0,1,2,0,2,1,0,0,1,0.005843732828288983,0.005843732828288983,1,0,0,observe_only,ProviderDisagreementTransitionGuardrail
27,52542da1a10419ab,TomacNQ_RegimeTrendPullbackSimple15m,RegimeTrendPullbackSimple,NQ/USD,15m,2025-03-24T10:00:00+00:00,1742810400000,2025-03-24 10:00:00+00:00,0.0096886200716845,1,False,2025-03-21 19:30:00+00:00,0.005843732828288983,0.005538306899094181,0.006421668954724513,0.004947676225230513,0.00725364892899884,0.004007800114159155,0.10268023471385682,1,0,1,2025-03-24 10:00:00+00:00,0.0001232037453937629,-0.0012973940275137208,-0.0011633369874046728,0.003551439681719115,0.0005151521938764083,0.0007274159515917181,0.408315224465946,-1,0,0,2,0,1,1,0,0,1,0.01941222108644447,0.017666375153209568,1,1,0,observe_only,ProviderDisagreementTransitionGuardrail
28,36a459b8cf5e5333,TomacNQ_RegimeTrendPullbackNoRSI15m,RegimeTrendPullbackNoRSI,NQ/USD,15m,2025-03-25T08:45:00+00:00,1742892300000,2025-03-25 08:45:00+00:00,0.0062094860339159,1,False,2025-03-24 19:30:00+00:00,-6.115834274456056e-05,0.0016132829769510693,0.02536939374836633,0.027118740686732146,0.0024466077722883994,0.005208544240790554,0.5690754870714831,1,0,0,2025-03-25 08:45:00+00:00,-0.00015598016823570315,-0.001535397590093357,-0.0021016346046925927,-0.0014354066985645675,0.0009025974749557058,0.00044808635148296246,0.2534686534129928,-1,0,0,2,0,0,1,0,0,1,0.006075641008809862,0.0021205759141227354,1,1,0,observe_only,ProviderDisagreementTransitionGuardrail
29,9b2e6d892d4ab1a4,TomacNQ_ScratchBreakout15m,ScratchBreakout,NQ/USD,15m,2025-03-25T14:30:00+00:00,1742913000000,2025-03-25 14:30:00+00:00,-0.0019703342926721,0,False,2025-03-25 14:30:00+00:00,0.0009749649154486839,0.00712766548886079,0.006982121031532396,0.02874725900456343,0.0034952290022007794,0.005250292383133432,0.5837681421106862,1,0,0,2025-03-25 14:30:00+00:00,0.0011954969614451638,0.0038289938070186214,0.0023272050267628686,0.004776875479076237,0.0026203190818932633,0.000666852785503209,0.5009423433310025,1,1,0,2,1,0,2,1,1,0,0.0006691674994387942,-0.003264643771191178,1,0,0,observe_only,ProviderAgreementTrendExpansion
30,b9532c5ce9a3fd3b,TomacNQ_ScratchNoRSINoConflict15m,ScratchNoRSINoConflict,NQ/USD,15m,2025-03-26T08:30:00+00:00,1742977800000,2025-03-26 08:30:00+00:00,-0.0064838788200241,0,True,2025-03-25 19:30:00+00:00,0.00251470366951434,0.0027433015864353205,0.006014111089930108,0.031469137475979014,0.002654718885579612,0.004686439061784119,0.7858482564009632,1,0,0,2025-03-26 08:30:00+00:00,0.00024343015214389752,-0.0011270842771743395,0.00014383076650736903,-0.0005528099328888647,0.0005641780147571269,0.00045205260651058545,0.09687639292948486,1,0,1,2,0,1,2,1,0,1,-0.018339861284970227,-0.020629823799419356,0,0,0,observe_only,ProviderDisagreementTransitionGuardrail
31,8eeb282641cda86d,TomacNQ_RegimePersistenceClusterDense15m,RegimePersistenceClusterDense,NQ/USD,15m,2025-03-26T11:15:00+00:00,1742987700000,2025-03-26 11:15:00+00:00,-0.0012942621047089,0,False,2025-03-25 19:30:00+00:00,0.00251470366951434,0.0027433015864353205,0.006014111089930108,0.031469137475979014,0.002654718885579612,0.004686439061784119,0.7858482564009632,1,0,0,2025-03-26 11:15:00+00:00,0.00022123649074679008,0.0011625847025997782,0.0009187717239700355,-0.0007404296702324675,0.0008073345793565654,0.0005202642248980272,0.10916532710117852,1,0,1,2,0,1,2,1,0,1,-0.018339861284970227,-0.020629823799419356,0,0,0,observe_only,ProviderDisagreementTransitionGuardrail
32,06700b5df35f52a2,TomacNQ_ScratchNoRSINoConflict15m,ScratchNoRSINoConflict,NQ/USD,15m,2025-03-26T18:15:00+00:00,1743012900000,2025-03-26 18:15:00+00:00,-0.0016964004853708,0,False,2025-03-26 17:30:00+00:00,0.0007634116997312645,-0.007308403236531369,-0.013204164302401344,-0.009516231981205214,0.0034224762721629643,0.003252375245506702,0.2859145513031998,-1,0,0,2025-03-26 18:15:00+00:00,0.0006178942165100398,0.0006178942165100398,-0.003133848926097138,-0.00668034706577747,0.0013473003469298393,0.0011879873180535166,0.39861058293045804,-1,0,0,2,0,0,0,0,0,1,-0.001278261383312107,-0.0036080242550035058,1,0,0,observe_only,ProviderDisagreementTransitionGuardrail
33,c41fd868da389a0d,TomacNQ_ScratchNoRSINoConflict15m,ScratchNoRSINoConflict,NQ/USD,15m,2025-03-27T08:30:00+00:00,1743064200000,2025-03-27 08:30:00+00:00,0.0017903590852063,1,False,2025-03-26 19:30:00+00:00,0.0023381991509410227,-0.004786922420620732,-0.01587127693192758,-0.010681339003886903,0.003609366183025962,0.003422181045282783,0.2732726592876969,-1,0,0,2025-03-27 08:30:00+00:00,0.0007094195146670756,5.626638758537972e-05,-0.0018532454258533004,-0.0021334411282535326,0.0010915065040284467,0.0007836468803184903,0.20755910425369758,-1,0,1,2,0,1,0,0,0,1,-0.005800866079045286,-0.005800866079045286,1,0,0,observe_only,ProviderDisagreementTransitionGuardrail
34,8b69b0b9a54c51ac,TomacNQ_ScratchNoRSINoConflict15m,ScratchNoRSINoConflict,NQ/USD,15m,2025-03-27T11:45:00+00:00,1743075900000,2025-03-27 11:45:00+00:00,-0.0001914198851695,0,False,2025-03-26 19:30:00+00:00,0.0023381991509410227,-0.004786922420620732,-0.01587127693192758,-0.010681339003886903,0.003609366183025962,0.003422181045282783,0.2732726592876969,-1,0,0,2025-03-27 11:45:00+00:00,0.000912100533747795,0.0006642049804115313,-0.0011686575046915282,0.0007656019545367876,0.0012375262974338205,0.0010084248551498873,0.05639647953827942,-1,0,1,2,0,1,0,0,0,1,-0.005800866079045286,-0.005800866079045286,1,0,0,observe_only,ProviderDisagreementTransitionGuardrail
35,20c6ba009a710d88,TomacNQ_RegimePersistenceClusterDense15m,RegimePersistenceClusterDense,NQ/USD,15m,2025-03-27T14:15:00+00:00,1743084900000,2025-03-27 14:15:00+00:00,-0.0019012904023813,0,False,2025-03-27 13:30:00+00:00,0.0005780202249749955,6.189654411392631e-05,-0.01777244187074134,-0.011865216220561248,0.009160499327491283,0.0033779841378089063,0.3131658723288729,-1,0,0,2025-03-27 14:15:00+00:00,0.0013725291662447514,0.004185563753694721,0.002861810602219572,0.00033715820586888157,0.003336741228415104,0.0015774638456588705,0.017677217007621326,1,0,1,2,0,1,1,0,0,1,-0.006375201308725487,-0.006375201308725487,1,0,0,observe_only,ProviderDisagreementTransitionGuardrail
