date,open,high,low,close,volume,wap,count
2026-02-18 22:00:00-05:00,66815.0,66961.5,66499.75,66949.0,6.83469391,66851.175,1501
2026-02-18 23:00:00-05:00,66949.25,67038.0,66732.0,66785.5,6.73225781,66870.725,1416
2026-02-19 00:00:00-05:00,66785.5,66870.75,66667.5,66832.0,3.73319214,66748.325,1061
2026-02-19 01:00:00-05:00,66832.25,67265.5,66832.25,67106.5,5.87719398,67027.5,1035
2026-02-19 02:00:00-05:00,67119.5,67285.5,66499.75,67172.5,4.82050156,67142.85,879
2026-02-19 03:00:00-05:00,67165.0,67165.0,66499.75,66924.25,5.80932856,66930.425,818
2026-02-19 04:00:00-05:00,66926.75,67161.0,66735.0,66806.25,1.93522237,66988.675,748
2026-02-19 05:00:00-05:00,66801.25,66925.25,66717.25,66800.75,4.29090357,66825.525,861
2026-02-19 06:00:00-05:00,66801.0,66901.5,66453.25,66468.0,4.45072841,66653.275,979
2026-02-19 07:00:00-05:00,66466.5,66657.25,66167.5,66484.25,8.86650945,66516.325,1406
2026-02-19 08:00:00-05:00,66484.5,66531.0,65670.0,65888.25,11.90802407,66160.75,1657
2026-02-19 09:00:00-05:00,65897.75,66634.25,65471.0,66397.0,28.75801763,66068.1,2238
2026-02-19 10:00:00-05:00,66376.25,66711.0,65954.75,66368.75,18.55685872,66236.75,2055
2026-02-19 11:00:00-05:00,66368.75,66493.0,65670.0,66270.0,14.04144212,66238.3,2091
2026-02-19 12:00:00-05:00,66270.0,67007.5,66156.25,66350.25,12.2041122,66581.725,2066
2026-02-19 13:00:00-05:00,66337.5,67042.5,66218.5,66996.0,16.47207967,66636.825,2296
2026-02-19 14:00:00-05:00,66996.0,67636.5,66682.0,67037.0,13.49732987,66936.475,1978
2026-02-19 15:00:00-05:00,67022.5,67152.5,66822.75,67083.5,9.69273325,66993.025,1960
2026-02-19 16:01:00-05:00,67045.25,67136.25,66887.0,66891.25,5.94158038,66990.1,1766
2026-02-19 17:00:00-05:00,66891.25,66965.0,66609.0,66928.0,4.92274768,66785.4,1798
2026-02-19 18:00:00-05:00,66895.25,66995.75,66789.75,66956.0,10.18941977,66926.2,1887
2026-02-19 19:00:00-05:00,66966.0,67450.0,66922.5,67219.0,12.36739461,67241.475,2189
2026-02-19 20:00:00-05:00,67215.0,67333.25,67117.5,67248.0,6.5072888,67245.875,1994
2026-02-19 21:00:00-05:00,67248.0,67323.75,67158.25,67217.25,8.47475425,67250.775,1852
2026-02-19 22:00:00-05:00,67217.0,67455.0,67217.0,67331.75,10.50453695,67316.275,1607
2026-02-19 23:00:00-05:00,67355.0,67357.0,67091.0,67228.25,9.34432943,67236.95,1393
2026-02-20 00:00:00-05:00,67228.25,68330.0,67185.25,67752.25,16.10535103,67625.95,1438
2026-02-20 01:00:00-05:00,67752.25,67874.75,67656.5,67811.75,7.40275226,67777.975,1192
2026-02-20 02:00:00-05:00,67812.0,67951.75,67742.5,67787.75,4.96799216,67858.35,936
2026-02-20 03:00:00-05:00,67797.0,67918.25,67734.75,67834.5,5.77286354,67841.475,753
2026-02-20 04:00:00-05:00,67834.5,68205.75,67834.5,68183.0,8.18434149,68098.125,961
2026-02-20 05:00:00-05:00,68183.0,68330.0,67835.5,67896.5,5.33079923,68138.625,1018
2026-02-20 06:00:00-05:00,67907.75,67961.5,67262.25,67290.75,4.82357442,67635.475,1155
2026-02-20 07:00:00-05:00,67296.75,67578.0,67250.0,67510.0,5.73359987,67429.375,1575
2026-02-20 08:00:00-05:00,67509.75,67520.0,65988.25,66782.5,20.71436586,66935.65,1792
2026-02-20 09:00:00-05:00,66782.5,67294.5,66660.5,67054.25,10.69309409,66980.1,1895
2026-02-20 10:00:00-05:00,67072.75,68061.0,66532.75,67575.5,24.6669792,67357.25,2305
2026-02-20 11:00:00-05:00,67576.75,68330.0,67244.0,67771.25,18.53638142,67592.925,2148
2026-02-20 12:00:00-05:00,67754.25,68330.0,66938.25,67589.25,17.57007474,67280.075,2277
2026-02-20 13:00:00-05:00,67589.5,68330.0,67444.25,67910.5,10.62840743,67663.9,1949
2026-02-20 14:00:00-05:00,67910.25,68330.0,67534.75,67625.25,10.06385388,67709.15,2080
2026-02-20 15:00:00-05:00,67625.0,68340.0,67524.5,67699.0,16.02223984,67688.625,1745
2026-02-22 03:00:00-05:00,67996.5,68034.5,67844.0,67975.0,2.49097136,67978.675,653
2026-02-22 04:00:00-05:00,67936.25,68110.5,67936.0,68040.5,1.89240019,68016.175,586
2026-02-22 05:00:00-05:00,68062.5,68135.0,68000.5,68125.25,2.42587282,68058.2,580
2026-02-22 06:00:00-05:00,68125.25,68262.75,68123.0,68162.0,1.8999853,68181.65,664
2026-02-22 07:00:00-05:00,68192.25,68221.25,67860.5,67929.25,2.60038878,68039.4,954
2026-02-22 08:00:00-05:00,67915.5,68052.5,67565.5,67634.75,3.13314044,67812.175,1048
2026-02-22 09:00:00-05:00,67635.0,67659.25,67337.75,67433.75,6.98348206,67552.825,1234
2026-02-22 10:00:00-05:00,67474.5,67796.5,67294.25,67661.0,3.81059951,67568.325,1384
2026-02-22 11:00:00-05:00,67660.75,67680.5,67500.25,67607.0,3.84585682,67576.325,1533
2026-02-22 12:00:00-05:00,67607.0,67666.25,67173.75,67333.0,6.2655701,67414.225,1643
2026-02-22 13:00:00-05:00,67350.0,67484.5,67301.75,67425.25,4.03226769,67362.55,1581
2026-02-22 14:00:00-05:00,67407.25,67518.0,67381.5,67410.5,3.2550709,67420.725,1421
2026-02-22 15:00:00-05:00,67410.25,67509.5,67321.75,67345.5,3.42904697,67389.35,1406
2026-02-22 16:00:00-05:00,67345.5,67637.75,66814.25,67578.5,3.86254347,67474.675,1430
2026-02-22 17:00:00-05:00,67578.75,67772.5,67462.0,67649.75,3.43141089,67572.525,1417
2026-02-22 18:00:00-05:00,67649.75,67772.5,67446.25,67605.75,5.82657339,67550.5,1500
2026-02-22 19:00:00-05:00,67605.75,67657.0,66697.25,66716.75,4.59434274,67271.2,1722
2026-02-22 20:00:00-05:00,66702.0,66732.5,64177.5,64410.25,31.14258115,65152.45,3099
2026-02-22 21:00:00-05:00,64410.5,65325.0,63899.0,64782.25,15.16653289,64690.375,2495
2026-02-22 22:00:00-05:00,64782.0,65020.0,64177.5,64924.75,13.01974147,64879.325,1815
2026-02-22 23:00:00-05:00,64949.0,65016.5,64638.0,64795.75,10.6425897,64822.975,1526
2026-02-23 00:00:00-05:00,64795.75,65224.5,64795.5,65049.25,10.71748303,65043.125,1301
2026-02-23 01:00:00-05:00,65049.25,65781.25,65019.0,65740.25,9.42407222,65456.825,1027
2026-02-23 02:00:00-05:00,65752.5,66000.25,65660.25,65937.0,6.27453075,65809.075,2311
2026-02-23 03:00:00-05:00,65930.0,65935.75,65573.0,65674.25,4.96082773,65702.825,1907
2026-02-23 04:00:00-05:00,65674.0,66444.0,65673.75,66385.25,5.36718397,66065.15,792
2026-02-23 05:00:00-05:00,66384.75,66590.75,66238.75,66331.75,2.80387972,66352.55,779
2026-02-23 06:00:00-05:00,66329.25,66742.5,66112.75,66248.25,3.93031799,66253.5,912
2026-02-23 07:00:00-05:00,66192.5,66742.5,65904.25,66268.75,10.28507037,66167.725,1448
2026-02-23 08:00:00-05:00,66295.0,66742.5,66090.0,66183.0,11.14247714,66268.325,1344
2026-02-23 09:00:00-05:00,66128.5,66742.5,65471.0,65910.5,14.85416666,65980.6,1760
2026-02-23 10:00:00-05:00,65923.0,66531.0,65172.5,65647.25,20.65879914,65860.775,2020
2026-02-23 11:00:00-05:00,65634.5,66078.75,64923.75,65324.0,13.61678543,65447.35,1922
2026-02-23 12:00:00-05:00,65355.25,65443.25,63879.0,64772.0,24.57225557,64735.925,2621
2026-02-23 13:00:00-05:00,64780.25,65152.25,64575.5,64631.5,13.21255829,64820.325,2131
2026-02-23 14:00:00-05:00,64625.25,64831.25,63977.5,64264.75,26.28397338,64411.6,2520
2026-02-23 15:00:00-05:00,64265.0,64460.5,63680.0,64444.25,20.68779861,64187.625,2452
2026-02-23 16:01:00-05:00,64444.5,64767.5,64444.5,64558.25,8.58032834,64588.7,1923
2026-02-23 17:00:00-05:00,64558.25,64998.5,64551.5,64695.75,7.90383734,64840.65,1888
2026-02-23 18:00:00-05:00,64713.0,65269.25,64519.25,64645.5,7.60965878,64706.475,1778
2026-02-23 19:00:00-05:00,64639.25,65269.25,64426.25,64910.0,19.25818217,64885.575,2276
2026-02-23 20:00:00-05:00,64904.25,64925.75,63430.5,64132.25,15.5186207,64129.85,2040
2026-02-23 21:00:00-05:00,64132.0,64475.0,63680.0,64096.25,15.79501711,64189.275,1971
2026-02-23 22:00:00-05:00,64085.0,64119.0,63339.5,63536.75,8.45994609,63672.35,1806
2026-02-23 23:00:00-05:00,63555.5,63604.75,62853.75,63349.75,17.90146041,63177.475,1872
2026-02-24 00:00:00-05:00,63334.25,63524.0,62705.0,63064.25,12.12150403,63007.95,1463
2026-02-24 01:00:00-05:00,63064.25,63296.0,62877.0,63053.25,6.38928338,63123.4,1072
2026-02-24 02:00:00-05:00,63053.25,63541.25,62902.5,63159.25,8.98348173,63114.25,961
2026-02-24 03:00:00-05:00,63159.5,63541.25,62908.75,63378.5,3.06839878,63259.85,754
2026-02-24 04:00:00-05:00,63378.25,63541.25,62916.75,63229.75,6.40823604,63136.325,910
2026-02-24 05:00:00-05:00,63229.75,63541.25,63104.75,63283.0,3.30624438,63224.55,921
2026-02-24 06:00:00-05:00,63280.5,63541.25,63049.0,63214.25,6.85369386,63192.725,1093
2026-02-24 07:00:00-05:00,63214.25,63357.0,62958.0,62959.75,5.86927653,63163.1,1476
2026-02-24 08:00:00-05:00,62959.75,63415.75,62187.5,62912.75,18.75336902,62905.7,1891
2026-02-24 09:00:00-05:00,62865.75,64341.75,62762.0,63442.25,27.24686061,63140.675,2151
2026-02-24 10:00:00-05:00,63454.0,64028.5,62486.0,63975.0,28.7548045,63599.9,2126
2026-02-24 11:00:00-05:00,63962.75,64822.5,63702.5,64256.5,15.89818624,64107.225,1967
2026-02-24 12:00:00-05:00,64261.5,64504.75,64048.75,64225.75,12.03092128,64253.375,1946
2026-02-24 13:00:00-05:00,64204.0,64515.5,63431.25,64427.0,11.44785315,64221.25,1949
2026-02-24 14:00:00-05:00,64427.0,64746.25,64217.0,64437.0,7.77553677,64452.85,2487
2026-02-24 15:00:00-05:00,64437.25,64590.5,64314.25,64476.5,9.46930841,64457.675,1881
2026-02-24 16:01:00-05:00,64273.25,64317.5,63685.75,64055.75,8.06067516,64080.75,1798
2026-02-24 17:00:00-05:00,64033.25,64281.5,63685.75,64171.0,6.38925828,64134.875,1729
2026-02-24 18:00:00-05:00,64110.75,64271.5,63685.75,64054.5,7.84754033,64102.675,1615
2026-02-24 19:00:00-05:00,64054.25,64325.25,63925.25,64217.5,7.14153827,64117.8,1959
2026-02-24 20:00:00-05:00,64217.5,66742.5,64149.75,65905.25,39.93053641,65428.275,2725
2026-02-24 21:00:00-05:00,65898.5,66304.5,65879.25,65880.0,19.77454299,66087.4,2131
2026-02-24 22:00:00-05:00,65880.0,65941.25,65353.0,65395.75,18.54390299,65680.475,1803
2026-02-24 23:00:00-05:00,65395.5,65640.5,65128.5,65447.5,15.62123407,65508.175,1580
2026-02-25 00:00:00-05:00,65447.75,65506.5,64753.25,64864.25,16.572102,65114.7,1467
2026-02-25 01:00:00-05:00,64864.25,65127.5,64864.25,64888.75,5.7081409,65029.675,981
2026-02-25 02:00:00-05:00,64899.75,65186.25,64779.5,65003.25,15.0596455,64999.15,881
2026-02-25 03:00:00-05:00,65003.0,65567.0,64951.25,65520.0,8.52805858,65307.425,798
2026-02-25 04:00:00-05:00,65504.5,65662.75,65420.5,65569.5,11.80895247,65543.475,906
2026-02-25 05:00:00-05:00,65541.75,65619.5,65343.5,65388.25,1.89452032,65436.45,791
2026-02-25 06:00:00-05:00,65379.5,65474.0,65188.25,65421.75,3.47752871,65357.425,968
2026-02-25 07:00:00-05:00,65418.5,66222.0,65312.5,66057.75,12.34115353,65807.225,1516
2026-02-25 08:00:00-05:00,66070.5,66832.5,66017.0,66234.25,11.45761528,66291.975,1636
2026-02-25 09:00:00-05:00,66261.0,67536.0,65670.0,66971.0,21.15679921,66560.175,2044
2026-02-25 10:00:00-05:00,66962.25,67575.75,66720.5,67420.0,26.89523838,67108.85,2319
2026-02-25 11:00:00-05:00,67420.0,68340.0,67410.0,68314.0,14.07908625,67861.3,2353
2026-02-25 12:00:00-05:00,68304.75,69345.0,67585.75,68709.5,10.83264693,68560.675,1431
2026-02-25 13:00:00-05:00,68672.0,69637.5,68218.5,69361.5,19.45314961,69176.025,1873
2026-02-25 14:00:00-05:00,69361.5,69416.75,68818.5,69056.75,13.95885429,69026.4,2460
2026-02-25 15:00:00-05:00,69056.5,69445.5,68611.0,69161.0,14.67689641,69009.9,2404
2026-02-25 16:01:00-05:00,69187.5,70022.25,68803.25,68936.5,22.0339322,69190.8,2348
2026-02-25 17:00:00-05:00,68954.5,69985.75,68076.0,68445.5,11.97457506,68694.65,2129
2026-02-25 18:00:00-05:00,68455.0,68714.25,67604.25,67979.0,11.02096936,68111.7,1980
2026-02-25 19:00:00-05:00,67978.75,68524.75,67740.75,68360.0,9.9512903,68145.775,2178
2026-02-25 20:00:00-05:00,68350.5,68863.25,68228.25,68252.0,7.36293406,68419.9,2168
2026-02-25 21:00:00-05:00,68252.25,68338.0,67819.25,68267.5,22.4272722,68048.325,2196
2026-02-25 22:00:00-05:00,68267.5,68337.75,68057.75,68214.5,14.51192388,68197.175,1833
2026-02-25 23:00:00-05:00,68214.5,68850.0,68186.25,68581.0,22.36634987,68621.775,1727
2026-02-26 00:00:00-05:00,68581.0,68581.0,68135.0,68447.0,14.45716289,68394.425,1445
2026-02-26 01:00:00-05:00,68443.5,68524.0,68082.75,68200.5,6.58403623,68302.325,1069
2026-02-26 02:00:00-05:00,68186.75,68301.25,67830.75,67852.25,7.78107379,68091.775,2490
2026-02-26 03:00:00-05:00,67852.25,68213.25,67810.5,67950.75,13.00129793,67985.125,2000
2026-02-26 04:00:00-05:00,67961.75,68631.0,67952.25,68568.0,6.59410243,68304.175,908
2026-02-26 05:00:00-05:00,68586.5,68707.25,68263.25,68328.75,4.10843698,68451.1,876
2026-02-26 06:00:00-05:00,68297.25,68379.5,67978.5,68041.0,4.19094392,68185.6,964
2026-02-26 07:00:00-05:00,68015.25,68301.75,68015.25,68168.0,4.33806084,68170.775,1411
2026-02-26 08:00:00-05:00,68167.75,68218.25,67853.0,67931.5,8.50278069,68069.125,1569
2026-02-26 09:00:00-05:00,67958.75,68277.5,67275.0,67702.0,20.80801364,67643.675,1939
2026-02-26 10:00:00-05:00,67702.25,67741.75,66466.0,67388.5,35.08410427,67209.675,2248
2026-02-26 11:00:00-05:00,67388.75,68038.5,66500.25,66675.0,26.98112288,66967.85,2092
2026-02-26 12:00:00-05:00,66619.0,67058.75,66619.0,66872.25,12.55822181,66858.0,2031
2026-02-26 13:00:00-05:00,66829.5,67363.0,66575.5,67303.75,16.28687159,67011.1,2036
2026-02-26 14:00:00-05:00,67303.75,67924.25,67297.0,67597.5,33.8318264,67638.375,2220
2026-02-26 15:00:00-05:00,67593.75,67847.5,67304.75,67416.25,10.33971502,67555.925,1860
2026-02-26 16:01:00-05:00,67319.5,67576.75,67163.5,67451.5,7.82986858,67410.5,1954
2026-02-26 17:00:00-05:00,67451.25,67668.5,67324.75,67581.75,7.04525489,67483.6,1744
2026-02-26 18:00:00-05:00,67568.25,67666.5,67400.75,67471.25,6.01730637,67516.45,1804
2026-02-26 19:00:00-05:00,67471.25,67572.75,67017.5,67223.0,6.27978379,67261.05,1855
2026-02-26 20:00:00-05:00,67222.75,67397.0,66886.25,67359.5,15.55229747,67183.4,1887
2026-02-26 21:00:00-05:00,67359.25,67551.0,67268.75,67284.75,6.73854612,67411.375,1650
2026-02-26 22:00:00-05:00,67284.5,67701.5,67105.5,67609.25,6.89016401,67309.75,1476
2026-02-26 23:00:00-05:00,67609.25,68204.75,67586.0,67738.0,14.52706366,67884.9,1483
2026-02-27 00:00:00-05:00,67741.5,67913.0,67678.25,67718.0,7.52163087,67831.95,1195
2026-02-27 01:00:00-05:00,67718.25,67818.5,67532.0,67671.0,6.85126036,67725.9,1044
2026-02-27 02:00:00-05:00,67670.75,67745.25,67466.5,67705.0,3.39888533,67620.3,840
2026-02-27 03:00:00-05:00,67679.0,68063.75,67673.0,67945.75,5.30266258,67909.775,779
2026-02-27 04:00:00-05:00,67945.75,68144.25,67309.0,67372.5,4.6222699,67844.125,829
2026-02-27 05:00:00-05:00,67357.5,67416.5,66586.25,66617.0,16.30644175,66853.575,954
2026-02-27 06:00:00-05:00,66623.75,66785.75,65694.75,66109.25,21.35403424,66333.375,1307
2026-02-27 07:00:00-05:00,66103.5,66189.0,65694.75,65926.25,8.41409757,65927.725,1703
2026-02-27 08:00:00-05:00,65918.75,66338.25,65676.25,66272.5,20.68828962,66021.3,1891
2026-02-27 09:00:00-05:00,66272.5,66345.5,65421.25,65910.25,10.97027581,66065.35,1991
2026-02-27 10:00:00-05:00,65867.5,66299.0,65471.25,66115.25,17.21643544,66079.925,2228
2026-02-27 11:00:00-05:00,66104.25,66122.5,65098.5,65477.5,17.41908949,65780.625,2114
2026-02-27 12:00:00-05:00,65477.25,65746.5,64794.0,65706.25,14.08355952,65428.85,2291
2026-02-27 13:00:00-05:00,65706.0,65773.25,65207.25,65315.25,13.32783541,65527.275,2197
2026-02-27 14:00:00-05:00,65312.75,65484.25,64675.0,65390.5,7.66881673,65337.625,1983
2026-02-27 15:00:00-05:00,65390.25,65689.75,65122.75,65598.0,7.52900062,65568.75,1911
2026-03-01 03:00:00-05:00,67139.25,67337.75,66478.0,66551.0,7.61391392,66994.025,903
2026-03-01 04:00:00-05:00,66577.25,67234.5,66257.5,66386.5,4.44929928,66515.3,762
2026-03-01 05:00:00-05:00,66413.5,66752.0,66265.5,66451.0,4.64681288,66483.425,807
2026-03-01 06:00:00-05:00,66451.0,66676.0,66352.75,66504.0,3.27834199,66522.8,769
2026-03-01 07:00:00-05:00,66464.0,66585.5,66240.0,66285.0,4.02296003,66447.375,1085
2026-03-01 08:00:00-05:00,66310.75,67358.0,65670.0,66935.5,19.67117758,66832.175,1644
2026-03-01 09:00:00-05:00,66960.25,67335.0,66758.25,66856.5,8.84867093,66964.575,1509
2026-03-01 10:00:00-05:00,66856.5,67686.75,66838.25,66839.25,7.59286497,67089.25,1664
2026-03-01 11:00:00-05:00,66859.5,67117.75,65844.5,66119.75,13.86205698,66814.775,1768
2026-03-01 12:00:00-05:00,66119.5,66259.25,65670.0,66009.75,19.04897953,66061.825,2013
2026-03-01 13:00:00-05:00,65996.5,66655.75,65996.5,66298.25,10.51471266,66381.5,1947
2026-03-01 14:00:00-05:00,66311.25,66412.75,65806.25,65950.5,7.48859974,66035.85,1782
2026-03-01 15:00:00-05:00,65950.75,66024.0,65096.5,65303.5,9.36130684,65518.525,1811
2026-03-01 16:00:00-05:00,65303.5,65771.25,65287.25,65673.25,7.58499283,65563.5,1749
2026-03-01 17:00:00-05:00,65658.75,66494.0,65067.25,65241.75,29.96675841,65853.325,1949
2026-03-01 18:00:00-05:00,65198.0,66066.75,65129.0,65746.75,10.80027028,65720.1,1792
2026-03-01 19:00:00-05:00,65760.0,66782.0,65754.75,66503.5,14.78004684,66137.55,1912
2026-03-01 20:00:00-05:00,66498.0,67069.0,66381.75,66522.25,8.53900609,66665.25,1843
2026-03-01 21:00:00-05:00,66522.25,66618.75,65896.75,66255.0,6.43930692,66241.525,1515
2026-03-01 22:00:00-05:00,66255.25,67016.0,66103.0,66823.0,12.90530639,66698.525,1687
2026-03-01 23:00:00-05:00,66838.0,67134.0,66627.0,66826.5,5.63250427,66771.175,1152
2026-03-02 00:00:00-05:00,66826.5,66997.5,66555.0,66691.25,12.96928298,66803.85,1239
2026-03-02 01:00:00-05:00,66697.75,66727.5,66072.0,66223.0,10.98350562,66250.8,1074
2026-03-02 02:00:00-05:00,66208.75,66216.5,65548.5,65987.0,11.39986081,65895.175,939
2026-03-02 03:00:00-05:00,65996.0,66295.5,65653.75,66277.5,7.17451175,65974.825,754
2026-03-02 04:00:00-05:00,66268.25,66700.0,66173.75,66175.25,13.46664832,66492.65,869
2026-03-02 05:00:00-05:00,66160.0,66370.75,66095.5,66328.0,9.81199745,66246.275,882
2026-03-02 06:00:00-05:00,66286.75,66459.0,66013.25,66324.25,11.44619441,66200.65,970
2026-03-02 07:00:00-05:00,66364.25,66395.5,65898.5,65952.5,8.46651406,66128.55,1480
2026-03-02 08:00:00-05:00,65952.75,66121.5,65341.75,65420.0,9.99821071,65745.175,1531
2026-03-02 09:00:00-05:00,65403.75,67205.0,65172.5,67178.0,30.27589592,66234.725,1979
2026-03-02 10:00:00-05:00,67171.75,70098.75,66978.5,69104.75,47.83173298,68450.4,3328
2026-03-02 11:00:00-05:00,69105.0,70249.5,68879.5,69437.5,50.09582598,69599.675,3171
2026-03-02 12:00:00-05:00,69437.5,69586.75,59700.0,69185.5,47.39777445,68534.825,3014
2026-03-02 13:00:00-05:00,69185.5,69250.75,68754.5,68895.5,17.81475054,69044.75,2190
2026-03-02 14:00:00-05:00,68889.5,69065.5,68595.0,68931.5,14.94771317,68862.625,2126
2026-03-02 15:00:00-05:00,68933.75,69797.25,68590.25,69117.0,15.55138964,69173.125,2233
2026-03-02 16:01:00-05:00,69002.25,69948.0,69002.25,69399.75,8.80245532,69269.9,1930
2026-03-02 17:00:00-05:00,69399.75,69572.75,69162.75,69404.0,7.97294832,69342.8,2225
2026-03-02 18:00:00-05:00,69417.0,70098.75,68740.25,68807.0,8.2341147,69030.3,2072
2026-03-02 19:00:00-05:00,68819.5,69747.0,68660.25,69077.5,5.20821432,68900.75,2154
2026-03-02 20:00:00-05:00,69064.0,69299.5,68760.75,68767.25,7.95212673,68969.825,2005
2026-03-02 21:00:00-05:00,68767.5,68767.5,68214.0,68511.5,8.93871837,68456.65,1891
2026-03-02 22:00:00-05:00,68493.75,68555.25,68238.25,68361.25,5.61471703,68384.7,1644
2026-03-02 23:00:00-05:00,68377.0,68449.5,68050.25,68106.25,7.1882178,68316.9,1512
2026-03-03 00:00:00-05:00,68106.25,68561.0,67846.25,67936.0,7.82822454,68298.9,1304
2026-03-03 01:00:00-05:00,67936.0,68167.75,67660.0,68107.5,5.11512174,67946.325,1022
2026-03-03 02:00:00-05:00,68088.0,68246.5,67946.25,68158.75,3.64227788,68146.775,725
2026-03-03 03:00:00-05:00,68139.5,68272.5,66904.25,66989.5,13.83893104,67612.225,699
2026-03-03 04:00:00-05:00,66989.25,67169.0,66332.5,66643.25,8.50486089,66621.4,832
2026-03-03 05:00:00-05:00,66630.25,67001.25,66426.25,66802.0,5.94177367,66642.95,891
2026-03-03 06:00:00-05:00,66839.75,67142.5,66765.0,67035.75,5.96553697,66927.225,994
2026-03-03 07:00:00-05:00,67021.25,67944.75,67016.25,67371.75,20.58918813,67514.25,1537
2026-03-03 08:00:00-05:00,67364.75,67402.75,66645.0,66919.5,7.73138579,66997.0,1354
2026-03-03 09:00:00-05:00,66919.25,67566.0,66150.0,66557.75,17.3759123,66872.075,1744
2026-03-03 10:00:00-05:00,66625.25,67830.0,66473.5,67739.5,17.69954946,67179.3,2161
2026-03-03 11:00:00-05:00,67720.5,69013.0,67500.5,68187.25,23.12873213,68272.65,2396
2026-03-03 12:00:00-05:00,68199.0,68398.25,67623.75,68309.25,14.34529092,68116.125,2079
2026-03-03 13:00:00-05:00,68309.0,69345.0,67987.5,68631.5,10.87040995,68429.85,1827
2026-03-03 14:00:00-05:00,68642.75,68918.75,68327.75,68428.25,15.02902043,68594.375,2103
2026-03-03 15:00:00-05:00,68428.25,68816.5,68112.25,68240.25,15.37487036,68395.35,2187
2026-03-03 16:01:00-05:00,68162.25,68169.25,67834.25,68040.5,8.95147843,68029.0,1829
2026-03-03 17:00:00-05:00,68027.0,68514.0,68027.0,68318.25,9.44656722,68330.175,2044
2026-03-03 18:00:00-05:00,68318.0,68847.75,68248.75,68336.0,8.08278846,68466.425,1868
2026-03-03 19:00:00-05:00,68336.0,68406.0,67872.75,68098.25,13.59784363,68208.875,2208
2026-03-03 20:00:00-05:00,68114.0,68901.5,67962.25,68400.25,13.83649718,68368.25,2103
2026-03-03 21:00:00-05:00,68414.5,68435.75,68000.25,68319.0,11.57548166,68253.6,1865
2026-03-03 22:00:00-05:00,68319.25,68377.0,67063.0,67733.0,21.22924828,67926.975,1818
2026-03-03 23:00:00-05:00,67712.0,67932.0,67469.25,67777.0,22.841806,67716.65,1607
