timestamp,open,high,low,close,volume,wap,count
2021-05-18T12:00:00+00:00,416.15,417.55,415.7,415.88,5346.725,416.103,838
2021-05-18T13:00:00+00:00,415.87,416.06,414.82,415.11,149956.675,415.478,35526
2021-05-18T14:00:00+00:00,415.1,415.98,414.46,415.71,182422.8,415.35,48929
2021-05-18T15:00:00+00:00,415.7,415.82,414.86,414.89,104126.75,415.356,25782
2021-05-18T16:00:00+00:00,414.89,415.52,414.75,415.27,76688.175,415.221,17807
2021-05-18T17:00:00+00:00,415.27,415.59,414.96,414.99,79256.35,415.286,18664
2021-05-18T18:00:00+00:00,414.97,415.1,413.1,413.99,170897.675,414.042,42759
2021-05-18T19:00:00+00:00,413.99,414.59,411.77,412.0,360264.3,413.281,75698
2021-05-18T20:00:00+00:00,412.0,412.32,410.96,411.17,98224.875,411.907,6218
2021-05-18T21:00:00+00:00,411.17,411.29,411.03,411.12,1948.275,411.164,287
2021-05-18T22:00:00+00:00,411.12,411.69,411.09,411.5,5655.1,411.477,580
2021-05-18T23:00:00+00:00,411.48,411.91,410.6,410.6,10099.575,411.387,878
2021-05-19T08:00:00+00:00,409.6,410.15,408.37,408.7,1050.95,408.95,153
2021-05-19T09:00:00+00:00,408.67,409.73,408.2,408.41,2019.725,409.192,302
2021-05-19T10:00:00+00:00,408.35,408.88,408.16,408.66,1527.2,408.583,282
2021-05-19T11:00:00+00:00,408.75,408.75,407.33,407.62,15827.75,407.715,2123
2021-05-19T12:00:00+00:00,408.61,410.85,406.34,406.65,31022.625,407.63,3525
2021-05-19T13:00:00+00:00,406.63,407.64,405.84,406.95,307902.275,406.818,73773
2021-05-19T14:00:00+00:00,406.9,407.41,405.33,407.06,414163.75,406.241,107496
2021-05-19T15:00:00+00:00,407.05,408.43,406.45,408.33,221859.925,407.631,58633
2021-05-19T16:00:00+00:00,408.32,409.42,407.95,409.16,140901.125,408.878,34974
2021-05-19T17:00:00+00:00,409.14,410.25,408.92,409.4,125672.45,409.689,32058
2021-05-19T18:00:00+00:00,409.41,410.56,407.59,408.18,329106.7,408.952,81818
2021-05-19T19:00:00+00:00,408.19,411.05,407.6,410.9,486029.75,409.62,106991
2021-05-19T20:00:00+00:00,410.87,411.1,410.2,410.54,93426.85,410.759,5699
2021-05-19T21:00:00+00:00,410.45,410.65,410.45,410.65,2301.75,410.566,126
2021-05-19T22:00:00+00:00,410.58,410.69,409.78,409.8,2384.5,410.27,351
2021-05-19T23:00:00+00:00,409.81,409.99,409.67,409.81,905.375,409.808,165
2021-05-20T08:00:00+00:00,410.48,410.59,408.9,409.03,949.425,409.773,117
2021-05-20T09:00:00+00:00,408.93,409.2,408.28,408.82,2439.45,408.648,208
2021-05-20T10:00:00+00:00,408.8,409.47,408.55,409.47,1175.65,409.158,163
2021-05-20T11:00:00+00:00,409.48,410.31,409.44,410.18,4203.575,410.023,626
2021-05-20T12:00:00+00:00,409.61,411.25,408.79,411.24,10405.7,410.684,1333
2021-05-20T13:00:00+00:00,411.29,413.26,411.2,413.09,185144.8,412.593,41765
2021-05-20T14:00:00+00:00,413.09,414.18,412.96,413.97,201263.825,413.573,52493
2021-05-20T15:00:00+00:00,413.98,416.14,413.97,415.56,178391.075,415.084,43314
2021-05-20T16:00:00+00:00,415.56,415.6,414.1,414.83,173927.0,414.799,45169
2021-05-20T17:00:00+00:00,414.83,415.55,414.57,415.12,106730.825,415.209,25422
2021-05-20T18:00:00+00:00,415.13,415.85,415.09,415.59,124472.175,415.47,29381
2021-05-20T19:00:00+00:00,415.59,416.63,414.92,415.25,486554.975,415.654,96227
2021-05-20T20:00:00+00:00,415.24,415.43,414.79,414.99,96843.45,415.204,4348
2021-05-20T21:00:00+00:00,414.95,415.05,410.88,414.96,4646.275,412.75,274
2021-05-20T22:00:00+00:00,414.95,415.4,414.88,415.3,6472.0,415.203,424
2021-05-20T23:00:00+00:00,415.28,415.85,415.23,415.83,1239.175,415.605,186
2021-05-21T08:00:00+00:00,415.85,416.02,415.36,415.75,166.725,415.697,31
2021-05-21T09:00:00+00:00,415.86,416.4,415.86,416.2,632.55,416.124,64
2021-05-21T10:00:00+00:00,416.1,416.5,416.02,416.02,560.825,416.295,87
2021-05-21T11:00:00+00:00,416.12,417.03,416.12,416.9,3947.375,416.666,641
2021-05-21T12:00:00+00:00,416.26,417.0,416.15,416.53,5251.9,416.71,724
2021-05-21T13:00:00+00:00,416.58,418.19,416.49,418.17,184619.7,417.457,41252
2021-05-21T14:00:00+00:00,418.18,418.2,416.34,417.06,222269.35,417.137,60093
2021-05-21T15:00:00+00:00,417.07,417.27,415.85,415.96,120833.05,416.647,32555
2021-05-21T16:00:00+00:00,415.95,416.22,414.45,414.89,167571.15,415.396,42005
2021-05-21T17:00:00+00:00,414.88,415.94,414.81,415.72,99670.775,415.341,24496
2021-05-21T18:00:00+00:00,415.73,416.19,414.96,415.74,120768.125,415.652,30311
2021-05-21T19:00:00+00:00,415.74,416.25,414.7,414.95,359992.85,415.379,83044
2021-05-21T20:00:00+00:00,414.96,415.42,414.9,415.41,79880.65,415.127,4745
2021-05-21T21:00:00+00:00,415.42,415.55,415.25,415.45,1408.475,415.426,202
2021-05-21T22:00:00+00:00,415.51,415.68,415.43,415.54,979.075,415.599,119
2021-05-21T23:00:00+00:00,415.54,415.56,415.4,415.44,632.85,415.46,87
2021-05-24T08:00:00+00:00,415.9,416.99,415.9,416.51,950.575,416.755,122
2021-05-24T09:00:00+00:00,416.45,417.04,416.39,416.96,614.175,416.82,98
2021-05-24T10:00:00+00:00,417.06,417.06,416.81,416.97,2340.65,416.932,244
2021-05-24T11:00:00+00:00,416.88,416.97,416.57,416.83,2218.525,416.799,375
2021-05-24T12:00:00+00:00,416.74,417.27,416.26,417.21,7310.175,417.014,938
2021-05-24T13:00:00+00:00,417.22,418.21,417.08,418.21,131805.35,417.649,28208
2021-05-24T14:00:00+00:00,418.2,419.5,418.2,419.3,176531.725,418.927,41922
2021-05-24T15:00:00+00:00,419.3,419.68,419.09,419.23,80085.05,419.38,19235
2021-05-24T16:00:00+00:00,419.23,419.45,418.91,419.28,69053.55,419.182,16060
2021-05-24T17:00:00+00:00,419.29,419.84,419.14,419.75,63336.225,419.569,15517
2021-05-24T18:00:00+00:00,419.75,420.32,419.74,420.05,106843.525,420.078,23328
2021-05-24T19:00:00+00:00,420.06,420.28,418.94,419.13,322613.225,419.626,64763
2021-05-24T20:00:00+00:00,419.12,419.62,419.06,419.57,58434.55,419.261,3310
2021-05-24T21:00:00+00:00,419.58,419.59,419.43,419.58,1111.7,419.488,165
2021-05-24T22:00:00+00:00,419.58,419.95,419.36,419.9,1569.825,419.72,219
2021-05-24T23:00:00+00:00,419.92,420.0,419.68,419.81,1493.525,419.869,244
2021-05-25T08:00:00+00:00,420.26,420.44,420.1,420.39,221.45,420.276,41
2021-05-25T09:00:00+00:00,420.39,420.5,420.37,420.47,533.95,420.424,94
2021-05-25T10:00:00+00:00,420.51,420.64,420.05,420.12,494.675,420.203,108
2021-05-25T11:00:00+00:00,420.12,420.59,420.03,420.5,1948.675,420.355,283
2021-05-25T12:00:00+00:00,420.03,420.56,419.9,420.24,4758.3,420.367,664
2021-05-25T13:00:00+00:00,420.28,420.71,419.24,419.3,156746.05,420.052,36681
2021-05-25T14:00:00+00:00,419.29,419.66,418.94,419.44,143802.975,419.376,36715
2021-05-25T15:00:00+00:00,419.44,419.5,417.94,418.85,153924.075,418.637,39572
2021-05-25T16:00:00+00:00,418.86,419.44,418.71,419.11,86310.85,419.148,21330
2021-05-25T17:00:00+00:00,419.1,419.22,418.38,418.76,92868.35,418.831,22749
2021-05-25T18:00:00+00:00,418.76,418.83,418.2,418.36,114672.825,418.465,29472
2021-05-25T19:00:00+00:00,418.35,418.73,417.62,418.25,282701.425,418.133,64668
2021-05-25T20:00:00+00:00,418.25,418.57,418.16,418.51,45379.425,418.243,2457
2021-05-25T21:00:00+00:00,418.52,418.57,418.4,418.54,2059.425,418.46,165
2021-05-25T22:00:00+00:00,418.49,419.14,418.48,419.06,2055.775,418.729,329
2021-05-25T23:00:00+00:00,419.09,419.11,418.91,419.11,1020.875,419.029,108
2021-05-26T08:00:00+00:00,419.33,419.65,419.25,419.25,361.45,419.486,50
2021-05-26T09:00:00+00:00,419.33,420.02,419.33,419.4,188.0,419.659,34
2021-05-26T10:00:00+00:00,419.4,419.5,419.33,419.45,157.375,419.424,26
2021-05-26T11:00:00+00:00,419.43,420.0,419.33,419.39,2735.3,419.574,474
2021-05-26T12:00:00+00:00,419.43,419.97,419.0,419.19,5094.4,419.404,810
2021-05-26T13:00:00+00:00,419.28,419.32,417.81,417.9,100723.55,418.562,24693
2021-05-26T14:00:00+00:00,417.91,418.96,417.76,418.91,120200.775,418.554,29815
2021-05-26T15:00:00+00:00,418.91,419.35,418.69,419.26,99777.525,419.047,24205
2021-05-26T16:00:00+00:00,419.26,419.49,419.17,419.38,61188.0,419.345,15332
2021-05-26T17:00:00+00:00,419.38,419.61,418.44,418.69,104407.75,419.019,24089
2021-05-26T18:00:00+00:00,418.7,419.18,418.64,418.84,80778.875,418.937,19529
2021-05-26T19:00:00+00:00,418.84,419.18,418.56,419.04,264129.125,418.83,58300
2021-05-26T20:00:00+00:00,419.04,419.12,418.65,419.08,48924.3,418.991,2662
2021-05-26T21:00:00+00:00,419.04,419.1,418.98,419.05,2468.2,419.063,149
2021-05-26T22:00:00+00:00,419.04,419.32,418.98,418.98,1680.125,419.137,251
2021-05-26T23:00:00+00:00,418.97,419.0,418.76,419.0,1231.7,418.865,205
2021-05-27T08:00:00+00:00,418.11,418.38,417.81,417.97,546.175,418.16,98
2021-05-27T09:00:00+00:00,417.97,418.09,417.83,417.9,316.85,417.953,87
2021-05-27T10:00:00+00:00,417.81,418.2,417.69,418.18,842.6,418.069,180
2021-05-27T11:00:00+00:00,418.18,418.79,418.0,418.76,2998.925,418.257,462
2021-05-27T12:00:00+00:00,418.16,419.55,418.0,419.41,10968.975,418.979,1521
2021-05-27T13:00:00+00:00,419.44,420.63,419.41,420.1,141253.825,420.239,32106
2021-05-27T14:00:00+00:00,420.1,420.72,419.79,420.1,167415.15,420.272,44544
2021-05-27T15:00:00+00:00,420.12,420.38,419.46,420.28,104752.65,420.015,27910
2021-05-27T16:00:00+00:00,420.28,420.43,419.98,420.05,59366.875,420.256,15396
2021-05-27T17:00:00+00:00,420.05,420.2,419.41,419.71,79720.6,419.834,20561
2021-05-27T18:00:00+00:00,419.71,419.75,419.2,419.6,134666.225,419.403,32729
2021-05-27T19:00:00+00:00,419.6,420.1,419.12,419.22,384437.675,419.571,86008
2021-05-27T20:00:00+00:00,419.22,420.82,419.15,420.76,95424.7,419.665,6440
2021-05-27T21:00:00+00:00,420.77,420.77,420.6,420.68,2129.15,420.664,229
2021-05-27T22:00:00+00:00,420.65,420.82,420.64,420.73,1152.275,420.731,162
2021-05-27T23:00:00+00:00,420.76,421.25,420.61,421.12,2135.475,421.023,302
2021-05-28T08:00:00+00:00,420.95,421.1,420.95,421.07,117.55,421.03,28
2021-05-28T09:00:00+00:00,421.13,421.24,420.95,421.16,372.3,421.115,64
2021-05-28T10:00:00+00:00,421.22,421.39,421.04,421.36,774.125,421.214,152
2021-05-28T11:00:00+00:00,421.35,421.43,421.0,421.0,3142.525,421.222,511
2021-05-28T12:00:00+00:00,421.36,421.42,420.52,420.61,6326.425,420.814,879
2021-05-28T13:00:00+00:00,420.61,421.09,420.34,420.87,116846.525,420.727,28516
2021-05-28T14:00:00+00:00,420.86,421.04,419.96,420.47,135675.225,420.466,35035
2021-05-28T15:00:00+00:00,420.47,421.04,420.35,420.95,87295.025,420.743,23198
2021-05-28T16:00:00+00:00,420.95,421.25,420.83,420.89,69858.275,421.095,17780
2021-05-28T17:00:00+00:00,420.88,421.01,420.53,420.69,89378.975,420.728,21720
2021-05-28T18:00:00+00:00,420.69,420.91,420.47,420.77,96050.825,420.728,23709
2021-05-28T19:00:00+00:00,420.77,420.96,419.79,420.02,356243.025,420.365,71256
2021-05-28T20:00:00+00:00,420.03,420.35,419.83,420.04,92123.875,420.06,4649
2021-05-28T21:00:00+00:00,420.02,420.17,419.98,420.12,14007.7,420.038,123
2021-05-28T22:00:00+00:00,420.05,420.12,419.95,420.0,521.95,419.973,59
2021-05-28T23:00:00+00:00,419.98,420.05,419.95,420.04,228.0,419.977,50
2021-06-01T08:00:00+00:00,421.48,421.7,421.14,421.63,665.5,421.528,81
2021-06-01T09:00:00+00:00,421.65,421.92,421.55,421.7,864.85,421.76,116
2021-06-01T10:00:00+00:00,421.73,421.91,421.71,421.87,1422.05,421.833,88
2021-06-01T11:00:00+00:00,421.84,422.49,421.83,422.2,5525.2,422.188,800
2021-06-01T12:00:00+00:00,421.9,422.49,419.6,422.09,6163.325,422.098,776
2021-06-01T13:00:00+00:00,422.1,422.72,420.98,421.3,163911.8,421.901,35564
2021-06-01T14:00:00+00:00,421.3,421.52,419.44,419.83,226439.85,420.342,57081
2021-06-01T15:00:00+00:00,419.81,420.48,419.56,420.29,100782.075,420.138,26738
2021-06-01T16:00:00+00:00,420.3,420.36,419.69,419.83,74466.175,419.986,19250
2021-06-01T17:00:00+00:00,419.83,419.83,419.2,419.6,78376.475,419.408,20970
2021-06-01T18:00:00+00:00,419.6,420.38,419.46,420.33,102343.525,420.039,25820
2021-06-01T19:00:00+00:00,420.33,420.36,419.45,419.63,210436.5,419.761,47114
2021-06-01T20:00:00+00:00,419.63,419.93,419.49,419.59,77557.825,419.662,3132
2021-06-01T21:00:00+00:00,419.72,419.72,419.47,419.5,2081.225,419.553,166
2021-06-01T22:00:00+00:00,419.55,419.55,418.9,418.93,2754.875,419.216,337
2021-06-01T23:00:00+00:00,418.93,419.29,418.82,419.29,1138.65,419.085,198
2021-06-02T08:00:00+00:00,419.35,419.68,419.09,419.15,302.2,419.289,31
2021-06-02T09:00:00+00:00,419.2,419.72,419.2,419.72,178.45,419.428,31
2021-06-02T10:00:00+00:00,419.58,419.8,419.52,419.78,564.175,419.714,65
2021-06-02T11:00:00+00:00,419.79,419.92,419.49,419.79,1718.05,419.782,250
2021-06-02T12:00:00+00:00,419.91,420.47,419.57,420.46,3308.45,420.107,515
2021-06-02T13:00:00+00:00,420.46,420.68,419.55,420.41,101115.225,420.131,23927
2021-06-02T14:00:00+00:00,420.4,420.98,420.24,420.7,123503.65,420.66,30584
2021-06-02T15:00:00+00:00,420.71,421.23,420.5,420.84,79818.85,420.95,20503
2021-06-02T16:00:00+00:00,420.85,420.91,420.13,420.44,62735.775,420.487,15552
2021-06-02T17:00:00+00:00,420.44,420.53,419.57,419.79,90067.775,419.947,22802
2021-06-02T18:00:00+00:00,419.79,420.04,419.29,419.9,88715.05,419.761,23098
2021-06-02T19:00:00+00:00,419.89,420.47,419.58,420.36,261065.475,420.01,57827
2021-06-02T20:00:00+00:00,420.36,420.44,419.9,420.38,72580.2,420.259,4145
2021-06-02T21:00:00+00:00,420.39,420.48,420.3,420.48,2125.625,420.373,226
2021-06-02T22:00:00+00:00,420.49,420.55,420.37,420.42,2194.725,420.415,221
2021-06-02T23:00:00+00:00,420.38,420.63,420.35,420.63,976.125,420.493,116
2021-06-03T08:00:00+00:00,419.63,420.02,419.49,419.98,334.7,419.662,57
2021-06-03T09:00:00+00:00,419.9,419.9,419.35,419.52,335.4,419.58,75
2021-06-03T10:00:00+00:00,419.51,419.51,417.83,418.02,3501.0,418.33,463
2021-06-03T11:00:00+00:00,418.05,418.1,416.97,417.34,11285.125,417.477,1450
2021-06-03T12:00:00+00:00,417.3,420.98,416.76,417.61,19003.45,417.545,2410
2021-06-03T13:00:00+00:00,417.71,418.24,416.28,417.17,183438.3,417.224,41212
2021-06-03T14:00:00+00:00,417.16,419.36,417.03,419.33,234181.425,417.971,56380
2021-06-03T15:00:00+00:00,419.33,419.99,419.07,419.43,175155.8,419.55,42409
2021-06-03T16:00:00+00:00,419.43,419.75,418.93,419.56,104888.875,419.369,25312
2021-06-03T17:00:00+00:00,419.57,419.9,418.88,419.53,100772.425,419.543,25442
2021-06-03T18:00:00+00:00,419.53,419.61,418.74,418.77,91147.925,419.127,23248
2021-06-03T19:00:00+00:00,418.76,419.45,418.73,418.82,197716.4,418.968,43105
2021-06-03T20:00:00+00:00,418.81,418.91,418.6,418.87,52358.8,418.747,2769
2021-06-03T21:00:00+00:00,418.77,418.99,418.76,418.84,1114.65,418.871,137
2021-06-03T22:00:00+00:00,418.89,419.12,418.61,418.83,1306.85,418.898,210
2021-06-03T23:00:00+00:00,418.9,418.9,418.31,418.37,688.325,418.516,92
2021-06-04T08:00:00+00:00,418.91,419.22,418.64,418.78,84.875,418.908,25
2021-06-04T09:00:00+00:00,418.7,419.03,418.64,419.03,187.025,418.773,36
2021-06-04T10:00:00+00:00,418.8,418.87,418.46,418.77,2165.675,418.564,173
2021-06-04T11:00:00+00:00,418.84,419.31,418.84,419.2,1789.325,419.176,307
2021-06-04T12:00:00+00:00,419.26,420.76,418.73,420.44,28192.425,420.07,3321
2021-06-04T13:00:00+00:00,420.56,421.5,420.42,421.26,126936.575,421.126,31802
2021-06-04T14:00:00+00:00,421.27,421.87,421.23,421.73,152070.825,421.516,39527
2021-06-04T15:00:00+00:00,421.73,422.02,421.46,421.59,83986.775,421.803,20732
2021-06-04T16:00:00+00:00,421.59,421.9,421.47,421.88,46732.175,421.703,12107
2021-06-04T17:00:00+00:00,421.88,422.21,421.77,422.16,58403.1,422.015,14756
2021-06-04T18:00:00+00:00,422.16,422.65,422.15,422.49,102175.225,422.438,25891
2021-06-04T19:00:00+00:00,422.5,422.92,422.34,422.56,292127.125,422.582,56510
2021-06-04T20:00:00+00:00,422.56,422.6,422.21,422.47,100068.3,422.487,3191
2021-06-04T21:00:00+00:00,422.48,422.69,422.41,422.52,13312.875,422.597,170
2021-06-04T22:00:00+00:00,422.52,422.56,422.5,422.56,587.775,422.514,42
2021-06-04T23:00:00+00:00,422.56,422.68,422.56,422.62,125.675,422.611,22
2021-06-07T08:00:00+00:00,421.85,422.14,421.63,422.14,309.2,421.799,42
2021-06-07T09:00:00+00:00,422.12,422.12,421.45,421.71,250.0,421.748,43
2021-06-07T10:00:00+00:00,421.66,422.14,421.66,421.99,890.075,421.919,139
2021-06-07T11:00:00+00:00,422.02,422.72,422.02,422.57,3038.05,422.363,472
2021-06-07T12:00:00+00:00,422.6,422.99,421.6,422.88,4690.95,422.715,725
2021-06-07T13:00:00+00:00,422.87,422.87,421.93,422.19,105205.45,422.451,24100
2021-06-07T14:00:00+00:00,422.2,422.2,421.29,421.73,121256.3,421.659,28887
2021-06-07T15:00:00+00:00,421.73,421.91,421.24,421.52,113474.975,421.542,30174
2021-06-07T16:00:00+00:00,421.52,421.82,421.43,421.67,65271.875,421.635,16216
2021-06-07T17:00:00+00:00,421.68,421.8,421.19,421.24,78729.925,421.505,19693
2021-06-07T18:00:00+00:00,421.24,421.97,421.2,421.83,75718.6,421.575,19164
2021-06-07T19:00:00+00:00,421.82,422.4,421.8,422.22,251101.35,422.162,52084
2021-06-07T20:00:00+00:00,422.23,422.5,422.19,422.42,84614.9,422.235,3140
2021-06-07T21:00:00+00:00,422.33,422.58,422.32,422.44,1728.625,422.461,183
2021-06-07T22:00:00+00:00,422.44,422.5,422.2,422.25,2030.85,422.334,346
2021-06-07T23:00:00+00:00,422.25,422.62,422.22,422.28,1351.175,422.454,240
2021-06-08T08:00:00+00:00,422.07,422.37,421.95,422.37,1920.175,422.212,115
2021-06-08T09:00:00+00:00,422.41,422.79,422.28,422.66,876.125,422.382,72
2021-06-08T10:00:00+00:00,422.59,422.59,421.0,422.5,7720.075,421.716,649
2021-06-08T11:00:00+00:00,422.5,423.0,422.37,422.97,2746.75,422.819,424
2021-06-08T12:00:00+00:00,423.03,423.38,421.48,423.08,5728.8,423.035,783
2021-06-08T13:00:00+00:00,423.08,423.32,421.64,421.77,126618.925,422.495,29504
2021-06-08T14:00:00+00:00,421.75,422.26,421.54,421.89,123008.7,421.92,30285
2021-06-08T15:00:00+00:00,421.89,422.22,420.32,422.03,194515.775,421.375,45245
2021-06-08T16:00:00+00:00,422.02,422.65,421.92,422.56,74503.525,422.392,17573
2021-06-08T17:00:00+00:00,422.56,422.66,422.17,422.24,58048.5,422.437,14357
2021-06-08T18:00:00+00:00,422.25,422.79,422.14,422.75,64288.575,422.479,15502
2021-06-08T19:00:00+00:00,422.75,422.94,422.24,422.27,203906.125,422.56,41726
2021-06-08T20:00:00+00:00,422.28,422.4,422.05,422.25,50330.175,422.272,2575
2021-06-08T21:00:00+00:00,422.25,422.28,422.2,422.23,244.275,422.235,36
2021-06-08T22:00:00+00:00,422.28,422.4,421.97,422.4,1403.1,422.228,164
2021-06-08T23:00:00+00:00,422.4,422.5,422.28,422.38,723.975,422.399,111
2021-06-09T08:00:00+00:00,422.35,422.75,422.35,422.72,141.75,422.59,22
2021-06-09T09:00:00+00:00,422.68,422.68,422.35,422.48,68.875,422.5,15
2021-06-09T10:00:00+00:00,422.6,422.71,422.4,422.6,230.725,422.576,42
2021-06-09T11:00:00+00:00,422.68,422.99,422.14,422.97,3047.65,422.621,447
2021-06-09T12:00:00+00:00,422.95,423.12,422.19,422.95,8888.325,422.857,1088
2021-06-09T13:00:00+00:00,422.99,423.26,422.43,422.83,115285.275,422.86,26813
2021-06-09T14:00:00+00:00,422.84,423.07,422.32,422.84,108681.65,422.757,26528
2021-06-09T15:00:00+00:00,422.83,423.12,422.21,422.48,80740.775,422.795,19096
2021-06-09T16:00:00+00:00,422.47,422.8,422.39,422.74,50783.65,422.616,12360
2021-06-09T17:00:00+00:00,422.75,422.98,422.52,422.64,62682.525,422.765,14669
2021-06-09T18:00:00+00:00,422.65,422.88,422.36,422.43,85493.0,422.62,19236
2021-06-09T19:00:00+00:00,422.43,422.44,421.41,421.62,239997.025,421.861,49958
2021-06-09T20:00:00+00:00,421.62,422.05,421.53,421.92,76905.65,421.71,3742
2021-06-09T21:00:00+00:00,421.86,421.93,421.65,421.87,3145.8,421.859,265
2021-06-09T22:00:00+00:00,421.92,422.09,421.92,422.02,1728.0,422.008,218
2021-06-09T23:00:00+00:00,422.02,422.1,421.78,421.85,760.5,421.919,130
2021-06-10T08:00:00+00:00,421.78,421.78,421.12,421.65,359.4,421.402,69
2021-06-10T09:00:00+00:00,421.68,421.83,421.55,421.83,267.5,421.751,60
2021-06-10T10:00:00+00:00,421.82,422.02,421.7,421.76,457.3,421.876,86
2021-06-10T11:00:00+00:00,421.76,421.97,421.0,421.6,3576.25,421.635,705
2021-06-10T12:00:00+00:00,421.58,422.88,420.5,422.81,38285.825,421.854,4848
2021-06-10T13:00:00+00:00,422.8,424.52,422.72,424.25,143457.2,423.886,32176
2021-06-10T14:00:00+00:00,424.25,424.63,421.55,422.47,195787.425,423.164,46420
2021-06-10T15:00:00+00:00,422.46,423.52,422.13,423.46,110351.525,422.92,26867
2021-06-10T16:00:00+00:00,423.47,423.92,423.1,423.91,81451.975,423.526,19013
2021-06-10T17:00:00+00:00,423.9,424.09,423.52,424.08,72023.075,423.881,17012
