provider,symbol,timeframe,cell_type,root_scope,disposition,reason,data_status,score_status,label_status,runtime_code_changed,thresholds_relaxed,trade_usable
yfinance,GC=F,5m,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,GLD,5m,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,NQ=F,5m,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,QQQ,5m,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,SPY,5m,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,USO,5m,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,YM=F,5m,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,^DJI,5m,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,^GSPC,5m,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,^NDX,5m,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,^VIX,5m,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,CL=F,15m,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,DIA,15m,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,ES=F,15m,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,GC=F,15m,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,GLD,15m,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,NQ=F,15m,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,QQQ,15m,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,SPY,15m,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,USO,15m,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,YM=F,15m,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,^DJI,15m,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,^GSPC,15m,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,^NDX,15m,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,^VIX,15m,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,CL=F,30m,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,DIA,30m,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,ES=F,30m,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,GC=F,30m,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,GLD,30m,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,NQ=F,30m,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,QQQ,30m,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,SPY,30m,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,USO,30m,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,YM=F,30m,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,^DJI,30m,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,^GSPC,30m,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,^NDX,30m,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,^VIX,30m,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,CL=F,1h,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,DIA,1h,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,ES=F,1h,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,GC=F,1h,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,GLD,1h,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,NQ=F,1h,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,QQQ,1h,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,SPY,1h,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,USO,1h,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,YM=F,1h,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,^DJI,1h,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,^GSPC,1h,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,^NDX,1h,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,^VIX,1h,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,CL=F,1d,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,DIA,1d,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,ES=F,1d,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,GC=F,1d,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,GLD,1d,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,NQ=F,1d,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,QQQ,1d,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,SPY,1d,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,USO,1d,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,YM=F,1d,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,^DJI,1d,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,^GSPC,1d,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,^NDX,1d,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,^VIX,1d,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,CL=F,1w,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,DIA,1w,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,ES=F,1w,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,GC=F,1w,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,GLD,1w,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,NQ=F,1w,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,QQQ,1w,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,SPY,1w,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,USO,1w,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,YM=F,1w,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,^DJI,1w,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,^GSPC,1w,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,^NDX,1w,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,^VIX,1w,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,CL=F,1mo,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,DIA,1mo,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,ES=F,1mo,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,GC=F,1mo,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,GLD,1mo,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,NQ=F,1mo,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,QQQ,1mo,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,SPY,1mo,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,USO,1mo,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,YM=F,1mo,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,^DJI,1mo,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,^GSPC,1mo,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,^NDX,1mo,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,^VIX,1mo,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,CL=F,4h,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,DIA,4h,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,ES=F,4h,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,GC=F,4h,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,GLD,4h,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,NQ=F,4h,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,QQQ,4h,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,SPY,4h,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,USO,4h,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,YM=F,4h,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,^DJI,4h,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,^GSPC,4h,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,^NDX,4h,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
yfinance,^VIX,4h,bar_root,Bull/Bear/Sideways/Crisis,unsupported_for_accepted_confidence,usable_close_and_close_score_but_missing_independent_source_backed_root_labels,usable,scored,unsupported_missing_independent_root_labels,False,False,False
ibkr,DIA,1m,bar_root,Bull/Bear/Sideways/Crisis,blocked_provider_unavailable,configured_runtime_unhealthy: ibkr_runtime_dependencies_missing_with_gateway_reachable,not_attempted_provider_blocked,not_scored_provider_blocked,not_labeled_provider_blocked,False,False,False
ibkr,DIA,5m,bar_root,Bull/Bear/Sideways/Crisis,blocked_provider_unavailable,configured_runtime_unhealthy: ibkr_runtime_dependencies_missing_with_gateway_reachable,not_attempted_provider_blocked,not_scored_provider_blocked,not_labeled_provider_blocked,False,False,False
