base_symbol,comparison_symbol,relationship_type,relationship_confidence,timeframe,session,comparison_timeframe,comparison_session,timeframe_aligned,session_overlap,correlation_window_bars,recent_correlation,event_time,smt_signal,base_swing_type,base_level,comparison_swing_type,comparison_level,swept_side,normalized_for_inverse_correlation,raw_comparison_swing_type,raw_comparison_level,event_window_bars,event_time_delta_bars,same_event_window_confirmed,near_pd_array,pd_array_type,mss_or_cisd_confirmed,displacement_confirmed,regime_bucket,provider_provenance,evidence_source,confidence,forward_return,outcome_hit,strict_entry_context_complete,confirmation_role,actionable,fail_closed_reason,branch_path
NQ,ES,positive,0.8692,5m,NY_AM,5m,NY_AM,True,True,929,0.8692,2026-05-11T03:05:00+00:00,bullish_smt,LL,29310.75,HL,7407.5,sell_side_liquidity,False,HL,7407.5,5,1,True,True,FVG,False,False,range,yfinance_cached_provider_window,closed_provider_data_event_alignment_expansion,0.2,-0.0008268125948277332,False,False,confirmation_only,False,"entry_context_incomplete:missing_mss_cisd,missing_displacement",Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1
NQ,ES,positive,0.8692,5m,NY_AM,5m,NY_AM,True,True,929,0.8692,2026-05-11T08:35:00+00:00,bullish_smt,LL,29263.25,HL,7412.0,sell_side_liquidity,False,HL,7412.0,5,1,True,True,session_high_low,False,True,range,yfinance_cached_provider_window,closed_provider_data_event_alignment_expansion,0.2,0.0016481217389819219,True,False,confirmation_only,False,entry_context_incomplete:missing_mss_cisd,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1
EURUSD,GBPUSD,positive,0.7889,15m,London_NY_overlap,15m,London_NY_overlap,True,True,434,0.7889,2026-05-06T07:30:00+00:00,bullish_smt,LL,1.1728830337524414,HL,1.3584741353988647,sell_side_liquidity,False,HL,1.3584741353988647,5,1,True,True,FVG,True,True,range,yfinance_cached_provider_window,closed_provider_data_event_alignment_expansion,0.35,0.004714787803556571,True,True,confirmation_only,False,none,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1
EURUSD,GBPUSD,positive,0.7889,15m,London_NY_overlap,15m,London_NY_overlap,True,True,434,0.7889,2026-05-11T21:15:00+00:00,bearish_smt,HH,1.1791062355041504,LH,1.3618041276931763,buy_side_liquidity,False,LH,1.3618041276931763,5,1,True,True,session_high_low,False,True,range,yfinance_cached_provider_window,closed_provider_data_event_alignment_expansion,0.2,-0.0010600481647063105,True,False,confirmation_only,False,entry_context_incomplete:missing_mss_cisd,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1
EURUSD,GBPUSD,positive,0.7889,15m,London_NY_overlap,15m,London_NY_overlap,True,True,434,0.7889,2026-05-12T11:00:00+00:00,bullish_smt,LL,1.17384672164917,HL,1.3523565530776978,sell_side_liquidity,False,HL,1.3523565530776978,5,0,True,True,session_high_low,False,True,transition,yfinance_cached_provider_window,closed_provider_data_event_alignment_expansion,0.2,,,False,confirmation_only,False,"entry_context_incomplete:missing_mss_cisd,missing_forward_outcome",Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1
EURUSD,GBPUSD,positive,0.7889,15m,London_NY_overlap,15m,London_NY_overlap,True,True,434,0.7889,2026-05-08T00:00:00+00:00,bearish_smt,HH,1.17384672164917,LH,1.35609769821167,buy_side_liquidity,False,LH,1.35609769821167,5,0,True,True,FVG,False,False,transition,yfinance_cached_provider_window,closed_provider_data_event_alignment_expansion,0.2,-0.00023467324645750067,True,False,confirmation_only,False,"entry_context_incomplete:missing_mss_cisd,missing_displacement",Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1
EURUSD,DXY,negative,0.9229,15m,London_NY_overlap,15m,London_NY_overlap,True,True,303,-0.9229,2026-05-11T21:15:00+00:00,bearish_smt,HH,1.1791062355041504,LH,97.9219970703125,buy_side_liquidity,True,HL,97.9219970703125,5,1,True,True,session_high_low,False,True,range,yfinance_cached_provider_window,closed_provider_data_event_alignment_expansion,0.2,-0.002235351923858515,True,False,confirmation_only,False,entry_context_incomplete:missing_mss_cisd,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1
XAUUSD,XAGUSD,positive,0.7749,15m,NY_AM,15m,NY_AM,True,True,311,0.7749,2026-05-08T07:15:00+00:00,bullish_smt,LL,4706.2001953125,HL,79.86000061035156,sell_side_liquidity,False,HL,79.86000061035156,5,0,True,True,session_high_low,False,True,range,yfinance_cached_provider_window,closed_provider_data_event_alignment_expansion,0.2,0.003180729088958221,True,False,confirmation_only,False,entry_context_incomplete:missing_mss_cisd,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1
XAUUSD,XAGUSD,positive,0.7749,15m,NY_AM,15m,NY_AM,True,True,311,0.7749,2026-05-08T12:30:00+00:00,bullish_smt,LL,4709.60009765625,HL,80.90499877929688,sell_side_liquidity,False,HL,80.90499877929688,5,1,True,True,FVG,True,True,transition,yfinance_cached_provider_window,closed_provider_data_event_alignment_expansion,0.35,-0.0038239105145727727,False,True,confirmation_only,False,none,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1
XAUUSD,XAGUSD,positive,0.7749,15m,NY_AM,15m,NY_AM,True,True,311,0.7749,2026-05-11T00:45:00+00:00,bullish_smt,LL,4678.39990234375,HL,80.05500030517578,sell_side_liquidity,False,HL,80.05500030517578,5,1,True,True,session_high_low,True,True,transition,yfinance_cached_provider_window,closed_provider_data_event_alignment_expansion,0.35,-0.0011720831113478955,False,True,confirmation_only,False,none,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1
XAUUSD,XAGUSD,positive,0.7749,15m,NY_AM,15m,NY_AM,True,True,311,0.7749,2026-05-11T04:30:00+00:00,bullish_smt,LL,4675.89990234375,HL,80.75,sell_side_liquidity,False,HL,80.75,5,0,True,True,session_high_low,False,False,transition,yfinance_cached_provider_window,closed_provider_data_event_alignment_expansion,0.2,-2.1385188555815448e-05,False,False,confirmation_only,False,"entry_context_incomplete:missing_mss_cisd,missing_displacement",Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1
XAUUSD,XAGUSD,positive,0.7749,15m,NY_AM,15m,NY_AM,True,True,311,0.7749,2026-05-11T16:30:00+00:00,bullish_smt,LL,4716.7998046875,HL,85.7300033569336,sell_side_liquidity,False,HL,85.7300033569336,5,1,True,True,FVG,False,True,trend,yfinance_cached_provider_window,closed_provider_data_event_alignment_expansion,0.2,0.0032832723253261166,True,False,confirmation_only,False,entry_context_incomplete:missing_mss_cisd,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1
XAUUSD,XAGUSD,positive,0.7749,15m,NY_AM,15m,NY_AM,True,True,311,0.7749,2026-05-12T03:45:00+00:00,bullish_smt,LL,4726.7998046875,HL,86.56500244140625,sell_side_liquidity,False,HL,86.56500244140625,5,0,True,True,session_high_low,False,False,range,yfinance_cached_provider_window,closed_provider_data_event_alignment_expansion,0.2,-0.00499050489664834,False,False,confirmation_only,False,"entry_context_incomplete:missing_mss_cisd,missing_displacement",Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1
XAUUSD,XAGUSD,positive,0.7749,15m,NY_AM,15m,NY_AM,True,True,311,0.7749,2026-05-12T05:00:00+00:00,bullish_smt,LL,4717.5,HL,86.56500244140625,sell_side_liquidity,False,HL,86.56500244140625,5,5,True,True,session_high_low,False,False,transition,yfinance_cached_provider_window,closed_provider_data_event_alignment_expansion,0.2,-0.00279577819187521,False,False,confirmation_only,False,"entry_context_incomplete:missing_mss_cisd,missing_displacement",Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1
XAUUSD,XAGUSD,positive,0.7749,15m,NY_AM,15m,NY_AM,True,True,311,0.7749,2026-05-12T10:00:00+00:00,bearish_smt,HH,4716.7001953125,LH,85.1449966430664,buy_side_liquidity,False,LH,85.1449966430664,5,0,True,True,FVG,True,True,transition,yfinance_cached_provider_window,closed_provider_data_event_alignment_expansion,0.2,,,False,confirmation_only,False,entry_context_incomplete:missing_forward_outcome,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1
XAUUSD,XAGUSD,positive,0.7749,15m,NY_AM,15m,NY_AM,True,True,311,0.7749,2026-05-11T05:45:00+00:00,bullish_smt,LL,4655.10009765625,HL,80.2750015258789,sell_side_liquidity,False,HL,80.2750015258789,5,0,True,True,session_high_low,False,True,trend,yfinance_cached_provider_window,closed_provider_data_event_alignment_expansion,0.2,0.0034981123585474,True,False,confirmation_only,False,entry_context_incomplete:missing_mss_cisd,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1
XAUUSD,DXY,negative,0.5794,15m,NY_AM,15m,NY_AM,True,True,299,-0.5794,2026-05-08T07:15:00+00:00,bullish_smt,LL,4706.2001953125,HL,98.13200378417969,sell_side_liquidity,True,LH,98.13200378417969,5,0,True,True,session_high_low,False,True,range,yfinance_cached_provider_window,closed_provider_data_event_alignment_expansion,0.2,0.003180729088958221,True,False,confirmation_only,False,entry_context_incomplete:missing_mss_cisd,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1
XAUUSD,DXY,negative,0.5794,15m,NY_AM,15m,NY_AM,True,True,299,-0.5794,2026-05-11T00:45:00+00:00,bullish_smt,LL,4678.39990234375,HL,98.02200317382812,sell_side_liquidity,True,LH,98.02200317382812,5,3,True,True,session_high_low,True,True,transition,yfinance_cached_provider_window,closed_provider_data_event_alignment_expansion,0.35,-0.0011720831113478955,False,True,confirmation_only,False,none,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1
XAUUSD,DXY,negative,0.5794,15m,NY_AM,15m,NY_AM,True,True,299,-0.5794,2026-05-11T01:15:00+00:00,bearish_smt,HH,4714.10009765625,LH,97.9739990234375,buy_side_liquidity,True,HL,97.9739990234375,5,5,True,False,none,False,True,range,yfinance_cached_provider_window,closed_provider_data_event_alignment_expansion,0.2,-0.006074916257674025,True,False,confirmation_only,False,"entry_context_incomplete:missing_mss_cisd,missing_pda",Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1
XAUUSD,DXY,negative,0.5794,15m,NY_AM,15m,NY_AM,True,True,299,-0.5794,2026-05-11T16:30:00+00:00,bullish_smt,LL,4716.7998046875,HL,97.95999908447266,sell_side_liquidity,True,LH,97.95999908447266,5,2,True,True,FVG,False,True,trend,yfinance_cached_provider_window,closed_provider_data_event_alignment_expansion,0.2,0.0032832723253261166,True,False,confirmation_only,False,entry_context_incomplete:missing_mss_cisd,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1
XAUUSD,DXY,negative,0.5794,15m,NY_AM,15m,NY_AM,True,True,299,-0.5794,2026-05-07T20:00:00+00:00,bearish_smt,HH,4729.10009765625,LH,98.03700256347656,buy_side_liquidity,True,HL,98.03700256347656,5,4,True,True,FVG,True,True,transition,yfinance_cached_provider_window,closed_provider_data_event_alignment_expansion,0.35,-0.0004659113215106655,True,True,confirmation_only,False,none,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1
XAUUSD,DXY,negative,0.5794,15m,NY_AM,15m,NY_AM,True,True,299,-0.5794,2026-05-12T10:00:00+00:00,bearish_smt,HH,4716.7001953125,LH,98.22200012207031,buy_side_liquidity,True,HL,98.22200012207031,5,2,True,True,FVG,True,True,transition,yfinance_cached_provider_window,closed_provider_data_event_alignment_expansion,0.2,,,False,confirmation_only,False,entry_context_incomplete:missing_forward_outcome,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1
BTC,ETH,positive,0.9033,1h,crypto_24x7,1h,crypto_24x7,True,True,1428,0.9033,2026-03-15T17:00:00+00:00,bearish_smt,HH,71987.2890625,LH,2117.396728515625,buy_side_liquidity,False,LH,2117.396728515625,5,0,True,True,session_high_low,False,True,trend,yfinance_cached_provider_window,closed_provider_data_event_alignment_expansion,0.2,0.03253354871978157,False,False,confirmation_only,False,entry_context_incomplete:missing_mss_cisd,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1
BTC,ETH,positive,0.9033,1h,crypto_24x7,1h,crypto_24x7,True,True,1428,0.9033,2026-03-17T10:00:00+00:00,bullish_smt,LL,73614.75,HL,2307.620361328125,sell_side_liquidity,False,HL,2307.620361328125,5,0,True,True,FVG,False,True,trend,yfinance_cached_provider_window,closed_provider_data_event_alignment_expansion,0.2,0.007996446023989337,True,False,confirmation_only,False,entry_context_incomplete:missing_mss_cisd,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1
BTC,ETH,positive,0.9033,1h,crypto_24x7,1h,crypto_24x7,True,True,1428,0.9033,2026-03-19T21:00:00+00:00,bearish_smt,HH,70695.4375,LH,2156.0771484375,buy_side_liquidity,False,LH,2156.0771484375,5,2,True,True,FVG,False,True,trend,yfinance_cached_provider_window,closed_provider_data_event_alignment_expansion,0.2,0.0011118178893061207,False,False,confirmation_only,False,entry_context_incomplete:missing_mss_cisd,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1
BTC,ETH,positive,0.9033,1h,crypto_24x7,1h,crypto_24x7,True,True,1428,0.9033,2026-03-20T04:00:00+00:00,bearish_smt,HH,70939.7734375,LH,2158.4345703125,buy_side_liquidity,False,LH,2158.4345703125,5,0,True,True,FVG,False,False,trend,yfinance_cached_provider_window,closed_provider_data_event_alignment_expansion,0.2,-0.013039144584612285,True,False,confirmation_only,False,"entry_context_incomplete:missing_mss_cisd,missing_displacement",Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1
BTC,ETH,positive,0.9033,1h,crypto_24x7,1h,crypto_24x7,True,True,1428,0.9033,2026-03-27T04:00:00+00:00,bullish_smt,LL,68269.15625,HL,2043.33984375,sell_side_liquidity,False,HL,2043.33984375,5,0,True,True,FVG,False,False,trend,yfinance_cached_provider_window,closed_provider_data_event_alignment_expansion,0.2,-0.03806438861860453,False,False,confirmation_only,False,"entry_context_incomplete:missing_mss_cisd,missing_displacement",Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1
BTC,ETH,positive,0.9033,1h,crypto_24x7,1h,crypto_24x7,True,True,1428,0.9033,2026-03-27T18:00:00+00:00,bullish_smt,LL,65539.1875,HL,1973.5860595703125,sell_side_liquidity,False,HL,1973.5860595703125,5,0,True,True,session_high_low,False,True,trend,yfinance_cached_provider_window,closed_provider_data_event_alignment_expansion,0.2,0.008076669260393786,True,False,confirmation_only,False,entry_context_incomplete:missing_mss_cisd,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1
BTC,ETH,positive,0.9033,1h,crypto_24x7,1h,crypto_24x7,True,True,1428,0.9033,2026-03-29T03:00:00+00:00,bearish_smt,HH,67000.8125,LH,2015.5404052734375,buy_side_liquidity,False,LH,2015.5404052734375,5,0,True,True,FVG,False,True,trend,yfinance_cached_provider_window,closed_provider_data_event_alignment_expansion,0.2,-0.005746390333835689,True,False,confirmation_only,False,entry_context_incomplete:missing_mss_cisd,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1
BTC,ETH,positive,0.9033,1h,crypto_24x7,1h,crypto_24x7,True,True,1428,0.9033,2026-04-01T13:00:00+00:00,bullish_smt,LL,67969.1171875,HL,2110.518310546875,sell_side_liquidity,False,HL,2110.518310546875,5,0,True,True,FVG,False,True,transition,yfinance_cached_provider_window,closed_provider_data_event_alignment_expansion,0.2,-0.012108368002224739,False,False,confirmation_only,False,entry_context_incomplete:missing_mss_cisd,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1
BTC,ETH,positive,0.9033,1h,crypto_24x7,1h,crypto_24x7,True,True,1428,0.9033,2026-04-02T00:00:00+00:00,bearish_smt,HH,68633.1484375,LH,2158.142822265625,buy_side_liquidity,False,LH,2158.142822265625,5,0,True,True,FVG,True,True,trend,yfinance_cached_provider_window,closed_provider_data_event_alignment_expansion,0.35,-0.037298493189442256,True,True,confirmation_only,False,none,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1
BTC,ETH,positive,0.9033,1h,crypto_24x7,1h,crypto_24x7,True,True,1428,0.9033,2026-04-07T02:00:00+00:00,bullish_smt,LL,68286.8046875,HL,2094.010009765625,sell_side_liquidity,False,HL,2094.010009765625,5,0,True,True,session_high_low,False,False,trend,yfinance_cached_provider_window,closed_provider_data_event_alignment_expansion,0.2,-0.010950795202051517,False,False,confirmation_only,False,"entry_context_incomplete:missing_mss_cisd,missing_displacement",Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1
BTC,ETH,positive,0.9033,1h,crypto_24x7,1h,crypto_24x7,True,True,1428,0.9033,2026-04-08T09:00:00+00:00,bearish_smt,HH,71932.7578125,LH,2261.873779296875,buy_side_liquidity,False,LH,2261.873779296875,5,0,True,False,none,True,True,trend,yfinance_cached_provider_window,closed_provider_data_event_alignment_expansion,0.2,-0.0022376180321713453,True,False,confirmation_only,False,entry_context_incomplete:missing_pda,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1
BTC,ETH,positive,0.9033,1h,crypto_24x7,1h,crypto_24x7,True,True,1428,0.9033,2026-04-08T14:00:00+00:00,bullish_smt,LL,70754.125,HL,2189.805419921875,sell_side_liquidity,False,HL,2189.805419921875,5,0,True,True,FVG,False,True,trend,yfinance_cached_provider_window,closed_provider_data_event_alignment_expansion,0.2,0.003259946398756767,True,False,confirmation_only,False,entry_context_incomplete:missing_mss_cisd,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1
BTC,ETH,positive,0.9033,1h,crypto_24x7,1h,crypto_24x7,True,True,1428,0.9033,2026-04-10T00:00:00+00:00,bullish_smt,LL,71609.296875,HL,2179.488037109375,sell_side_liquidity,False,HL,2179.488037109375,5,1,True,True,FVG,False,False,range,yfinance_cached_provider_window,closed_provider_data_event_alignment_expansion,0.2,0.004895694470247854,True,False,confirmation_only,False,"entry_context_incomplete:missing_mss_cisd,missing_displacement",Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1
BTC,ETH,positive,0.9033,1h,crypto_24x7,1h,crypto_24x7,True,True,1428,0.9033,2026-04-11T13:00:00+00:00,bullish_smt,LL,72594.53125,HL,2235.64404296875,sell_side_liquidity,False,HL,2235.64404296875,5,0,True,True,FVG,True,True,trend,yfinance_cached_provider_window,closed_provider_data_event_alignment_expansion,0.35,-0.014246098635202,False,True,confirmation_only,False,none,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1
BTC,ETH,positive,0.9033,1h,crypto_24x7,1h,crypto_24x7,True,True,1428,0.9033,2026-04-12T23:00:00+00:00,bullish_smt,LL,70581.140625,HL,2184.7685546875,sell_side_liquidity,False,HL,2184.7685546875,5,1,True,True,session_high_low,False,True,trend,yfinance_cached_provider_window,closed_provider_data_event_alignment_expansion,0.2,0.002679481835822667,True,False,confirmation_only,False,entry_context_incomplete:missing_mss_cisd,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1
BTC,ETH,positive,0.9033,1h,crypto_24x7,1h,crypto_24x7,True,True,1428,0.9033,2026-04-15T22:00:00+00:00,bearish_smt,HH,75400.0,LH,2380.320068359375,buy_side_liquidity,False,LH,2380.320068359375,5,0,True,True,session_high_low,False,False,transition,yfinance_cached_provider_window,closed_provider_data_event_alignment_expansion,0.2,-0.008807042216394851,True,False,confirmation_only,False,"entry_context_incomplete:missing_mss_cisd,missing_displacement",Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1
BTC,ETH,positive,0.9033,1h,crypto_24x7,1h,crypto_24x7,True,True,1428,0.9033,2026-04-19T13:00:00+00:00,bearish_smt,HH,76257.0703125,LH,2350.419921875,buy_side_liquidity,False,LH,2350.419921875,5,0,True,True,FVG,True,True,trend,yfinance_cached_provider_window,closed_provider_data_event_alignment_expansion,0.35,-0.017662556497133015,True,True,confirmation_only,False,none,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_provider_window_event_alignment_expansion_v1
