package_id,provider,symbol,provider_symbol,timeframe,branch_path,main_regime,sub_regime,sub_sub_regime_or_profit_factor,profit_factor,ote_level,data_path,data_rows,data_sha256,source_material,source_material_sha256,provider_requested,provider_data_acquired,aq_provider_invoked,local_cache_replay,new_provider_fetch,provider_authority_state
ote-0705-pullback-bybit-1h-v1,Bybit,BTCUSDT,BTCUSDT,1h,TrendExpansion -> PullbackContinuation -> ote_retrace_0705 -> ote_retrace_0705_continuation_v1,TrendExpansion,PullbackContinuation,ote_retrace_0705,ote_retrace_0705_continuation_v1,0705,docs/experiments/actionable-regime-confidence/runs/20260512T184332+0800-codex-session-liquidity-vwap-opening-range-six-provider-aq-v1/data/normalized/bybit_linear_btcusdt_1h.normalized.csv,1000,5a9bb6955d0b847a5e210003d085f41f242300ea439c72a80f26d1e8abc28b5d,docs/experiments/actionable-regime-confidence/runs/20260512T184332+0800-codex-session-liquidity-vwap-opening-range-six-provider-aq-v1/agent-material/session-liquidity-bybit-1h-v1.material.json,2b294bbea6ebaa2d81864fdc732304fd687e1d3744d69fca2fc3b09814d6cb2e,false,false,false,true,false,replay_from_184332_provider_preflight
ote-0786-pullback-bybit-1h-v1,Bybit,BTCUSDT,BTCUSDT,1h,TrendExpansion -> PullbackContinuation -> ote_retrace_0786 -> ote_retrace_0786_continuation_v1,TrendExpansion,PullbackContinuation,ote_retrace_0786,ote_retrace_0786_continuation_v1,0786,docs/experiments/actionable-regime-confidence/runs/20260512T184332+0800-codex-session-liquidity-vwap-opening-range-six-provider-aq-v1/data/normalized/bybit_linear_btcusdt_1h.normalized.csv,1000,5a9bb6955d0b847a5e210003d085f41f242300ea439c72a80f26d1e8abc28b5d,docs/experiments/actionable-regime-confidence/runs/20260512T184332+0800-codex-session-liquidity-vwap-opening-range-six-provider-aq-v1/agent-material/session-liquidity-bybit-1h-v1.material.json,2b294bbea6ebaa2d81864fdc732304fd687e1d3744d69fca2fc3b09814d6cb2e,false,false,false,true,false,replay_from_184332_provider_preflight
ote-0500-pullback-kraken-1h-v1,Kraken,XBTUSD,XBTUSD,1h,TrendExpansion -> PullbackContinuation -> ote_retrace_0500 -> ote_retrace_0500_continuation_v1,TrendExpansion,PullbackContinuation,ote_retrace_0500,ote_retrace_0500_continuation_v1,0500,docs/experiments/actionable-regime-confidence/runs/20260512T184332+0800-codex-session-liquidity-vwap-opening-range-six-provider-aq-v1/data/normalized/kraken_futures_pfxbtusd_1h.normalized.csv,2000,0271dd42a2edbf299b8283a3929f34b52699703daa92cc3e7f430bb87750c539,docs/experiments/actionable-regime-confidence/runs/20260512T184332+0800-codex-session-liquidity-vwap-opening-range-six-provider-aq-v1/agent-material/session-liquidity-kraken-1h-v1.material.json,138aac74ae414ea36fc6c1caf5f28c1a8e4ac54ddb81211093b511febfb72583,false,false,false,true,false,replay_from_184332_provider_preflight
ote-0618-pullback-kraken-1h-v1,Kraken,XBTUSD,XBTUSD,1h,TrendExpansion -> PullbackContinuation -> ote_retrace_0618 -> ote_retrace_0618_continuation_v1,TrendExpansion,PullbackContinuation,ote_retrace_0618,ote_retrace_0618_continuation_v1,0618,docs/experiments/actionable-regime-confidence/runs/20260512T184332+0800-codex-session-liquidity-vwap-opening-range-six-provider-aq-v1/data/normalized/kraken_futures_pfxbtusd_1h.normalized.csv,2000,0271dd42a2edbf299b8283a3929f34b52699703daa92cc3e7f430bb87750c539,docs/experiments/actionable-regime-confidence/runs/20260512T184332+0800-codex-session-liquidity-vwap-opening-range-six-provider-aq-v1/agent-material/session-liquidity-kraken-1h-v1.material.json,138aac74ae414ea36fc6c1caf5f28c1a8e4ac54ddb81211093b511febfb72583,false,false,false,true,false,replay_from_184332_provider_preflight
ote-0705-pullback-kraken-1h-v1,Kraken,XBTUSD,XBTUSD,1h,TrendExpansion -> PullbackContinuation -> ote_retrace_0705 -> ote_retrace_0705_continuation_v1,TrendExpansion,PullbackContinuation,ote_retrace_0705,ote_retrace_0705_continuation_v1,0705,docs/experiments/actionable-regime-confidence/runs/20260512T184332+0800-codex-session-liquidity-vwap-opening-range-six-provider-aq-v1/data/normalized/kraken_futures_pfxbtusd_1h.normalized.csv,2000,0271dd42a2edbf299b8283a3929f34b52699703daa92cc3e7f430bb87750c539,docs/experiments/actionable-regime-confidence/runs/20260512T184332+0800-codex-session-liquidity-vwap-opening-range-six-provider-aq-v1/agent-material/session-liquidity-kraken-1h-v1.material.json,138aac74ae414ea36fc6c1caf5f28c1a8e4ac54ddb81211093b511febfb72583,false,false,false,true,false,replay_from_184332_provider_preflight
ote-0786-pullback-kraken-1h-v1,Kraken,XBTUSD,XBTUSD,1h,TrendExpansion -> PullbackContinuation -> ote_retrace_0786 -> ote_retrace_0786_continuation_v1,TrendExpansion,PullbackContinuation,ote_retrace_0786,ote_retrace_0786_continuation_v1,0786,docs/experiments/actionable-regime-confidence/runs/20260512T184332+0800-codex-session-liquidity-vwap-opening-range-six-provider-aq-v1/data/normalized/kraken_futures_pfxbtusd_1h.normalized.csv,2000,0271dd42a2edbf299b8283a3929f34b52699703daa92cc3e7f430bb87750c539,docs/experiments/actionable-regime-confidence/runs/20260512T184332+0800-codex-session-liquidity-vwap-opening-range-six-provider-aq-v1/agent-material/session-liquidity-kraken-1h-v1.material.json,138aac74ae414ea36fc6c1caf5f28c1a8e4ac54ddb81211093b511febfb72583,false,false,false,true,false,replay_from_184332_provider_preflight
ote-0500-pullback-ibkr-1h-v1,IBKR,SPY,SPY,1h,TrendExpansion -> PullbackContinuation -> ote_retrace_0500 -> ote_retrace_0500_continuation_v1,TrendExpansion,PullbackContinuation,ote_retrace_0500,ote_retrace_0500_continuation_v1,0500,docs/experiments/actionable-regime-confidence/runs/20260512T184332+0800-codex-session-liquidity-vwap-opening-range-six-provider-aq-v1/data/normalized/ibkr_spy_1h_90d.normalized.csv,1427,24fcdb5982d442bf20a8e66a47d93a2c1f32caf6bb7173c42333d6290a33c48c,docs/experiments/actionable-regime-confidence/runs/20260512T184332+0800-codex-session-liquidity-vwap-opening-range-six-provider-aq-v1/agent-material/session-liquidity-ibkr-1h-v1.material.json,21c9f5c2d401c008fb30845e86c6780b4687a0410bec01cbe31662ca2239bb8e,false,false,false,true,false,replay_from_184332_provider_preflight
ote-0618-pullback-ibkr-1h-v1,IBKR,SPY,SPY,1h,TrendExpansion -> PullbackContinuation -> ote_retrace_0618 -> ote_retrace_0618_continuation_v1,TrendExpansion,PullbackContinuation,ote_retrace_0618,ote_retrace_0618_continuation_v1,0618,docs/experiments/actionable-regime-confidence/runs/20260512T184332+0800-codex-session-liquidity-vwap-opening-range-six-provider-aq-v1/data/normalized/ibkr_spy_1h_90d.normalized.csv,1427,24fcdb5982d442bf20a8e66a47d93a2c1f32caf6bb7173c42333d6290a33c48c,docs/experiments/actionable-regime-confidence/runs/20260512T184332+0800-codex-session-liquidity-vwap-opening-range-six-provider-aq-v1/agent-material/session-liquidity-ibkr-1h-v1.material.json,21c9f5c2d401c008fb30845e86c6780b4687a0410bec01cbe31662ca2239bb8e,false,false,false,true,false,replay_from_184332_provider_preflight
ote-0705-pullback-ibkr-1h-v1,IBKR,SPY,SPY,1h,TrendExpansion -> PullbackContinuation -> ote_retrace_0705 -> ote_retrace_0705_continuation_v1,TrendExpansion,PullbackContinuation,ote_retrace_0705,ote_retrace_0705_continuation_v1,0705,docs/experiments/actionable-regime-confidence/runs/20260512T184332+0800-codex-session-liquidity-vwap-opening-range-six-provider-aq-v1/data/normalized/ibkr_spy_1h_90d.normalized.csv,1427,24fcdb5982d442bf20a8e66a47d93a2c1f32caf6bb7173c42333d6290a33c48c,docs/experiments/actionable-regime-confidence/runs/20260512T184332+0800-codex-session-liquidity-vwap-opening-range-six-provider-aq-v1/agent-material/session-liquidity-ibkr-1h-v1.material.json,21c9f5c2d401c008fb30845e86c6780b4687a0410bec01cbe31662ca2239bb8e,false,false,false,true,false,replay_from_184332_provider_preflight
ote-0786-pullback-ibkr-1h-v1,IBKR,SPY,SPY,1h,TrendExpansion -> PullbackContinuation -> ote_retrace_0786 -> ote_retrace_0786_continuation_v1,TrendExpansion,PullbackContinuation,ote_retrace_0786,ote_retrace_0786_continuation_v1,0786,docs/experiments/actionable-regime-confidence/runs/20260512T184332+0800-codex-session-liquidity-vwap-opening-range-six-provider-aq-v1/data/normalized/ibkr_spy_1h_90d.normalized.csv,1427,24fcdb5982d442bf20a8e66a47d93a2c1f32caf6bb7173c42333d6290a33c48c,docs/experiments/actionable-regime-confidence/runs/20260512T184332+0800-codex-session-liquidity-vwap-opening-range-six-provider-aq-v1/agent-material/session-liquidity-ibkr-1h-v1.material.json,21c9f5c2d401c008fb30845e86c6780b4687a0410bec01cbe31662ca2239bb8e,false,false,false,true,false,replay_from_184332_provider_preflight
ote-0500-pullback-tvr-btc-usd-1h-v1,TradingViewRemix/TVR,BTCUSD,BTC-USD,1h,TrendExpansion -> PullbackContinuation -> ote_retrace_0500 -> ote_retrace_0500_continuation_v1,TrendExpansion,PullbackContinuation,ote_retrace_0500,ote_retrace_0500_continuation_v1,0500,docs/experiments/actionable-regime-confidence/runs/20260512T184332+0800-codex-session-liquidity-vwap-opening-range-six-provider-aq-v1/data/normalized/tvr_btc_usd_1h.normalized.csv,719,907759881864aabc08c99ba56d1a5d5f459531298bc0a3c9632aab2a356d5e62,docs/experiments/actionable-regime-confidence/runs/20260512T184332+0800-codex-session-liquidity-vwap-opening-range-six-provider-aq-v1/agent-material/session-liquidity-tvr-btc-usd-1h-v1.material.json,4790f51f371d55a81feceae173ee57713dddc6a63e1d319a2588525cb4cabc5a,false,false,false,true,false,replay_from_184332_provider_preflight
ote-0618-pullback-tvr-btc-usd-1h-v1,TradingViewRemix/TVR,BTCUSD,BTC-USD,1h,TrendExpansion -> PullbackContinuation -> ote_retrace_0618 -> ote_retrace_0618_continuation_v1,TrendExpansion,PullbackContinuation,ote_retrace_0618,ote_retrace_0618_continuation_v1,0618,docs/experiments/actionable-regime-confidence/runs/20260512T184332+0800-codex-session-liquidity-vwap-opening-range-six-provider-aq-v1/data/normalized/tvr_btc_usd_1h.normalized.csv,719,907759881864aabc08c99ba56d1a5d5f459531298bc0a3c9632aab2a356d5e62,docs/experiments/actionable-regime-confidence/runs/20260512T184332+0800-codex-session-liquidity-vwap-opening-range-six-provider-aq-v1/agent-material/session-liquidity-tvr-btc-usd-1h-v1.material.json,4790f51f371d55a81feceae173ee57713dddc6a63e1d319a2588525cb4cabc5a,false,false,false,true,false,replay_from_184332_provider_preflight
ote-0705-pullback-tvr-btc-usd-1h-v1,TradingViewRemix/TVR,BTCUSD,BTC-USD,1h,TrendExpansion -> PullbackContinuation -> ote_retrace_0705 -> ote_retrace_0705_continuation_v1,TrendExpansion,PullbackContinuation,ote_retrace_0705,ote_retrace_0705_continuation_v1,0705,docs/experiments/actionable-regime-confidence/runs/20260512T184332+0800-codex-session-liquidity-vwap-opening-range-six-provider-aq-v1/data/normalized/tvr_btc_usd_1h.normalized.csv,719,907759881864aabc08c99ba56d1a5d5f459531298bc0a3c9632aab2a356d5e62,docs/experiments/actionable-regime-confidence/runs/20260512T184332+0800-codex-session-liquidity-vwap-opening-range-six-provider-aq-v1/agent-material/session-liquidity-tvr-btc-usd-1h-v1.material.json,4790f51f371d55a81feceae173ee57713dddc6a63e1d319a2588525cb4cabc5a,false,false,false,true,false,replay_from_184332_provider_preflight
ote-0786-pullback-tvr-btc-usd-1h-v1,TradingViewRemix/TVR,BTCUSD,BTC-USD,1h,TrendExpansion -> PullbackContinuation -> ote_retrace_0786 -> ote_retrace_0786_continuation_v1,TrendExpansion,PullbackContinuation,ote_retrace_0786,ote_retrace_0786_continuation_v1,0786,docs/experiments/actionable-regime-confidence/runs/20260512T184332+0800-codex-session-liquidity-vwap-opening-range-six-provider-aq-v1/data/normalized/tvr_btc_usd_1h.normalized.csv,719,907759881864aabc08c99ba56d1a5d5f459531298bc0a3c9632aab2a356d5e62,docs/experiments/actionable-regime-confidence/runs/20260512T184332+0800-codex-session-liquidity-vwap-opening-range-six-provider-aq-v1/agent-material/session-liquidity-tvr-btc-usd-1h-v1.material.json,4790f51f371d55a81feceae173ee57713dddc6a63e1d319a2588525cb4cabc5a,false,false,false,true,false,replay_from_184332_provider_preflight
