label,rule_id,rule,accepted_rule_confidence_95,blockers,min_split_support,min_split_wilson95_lcb,calibration_support,calibration_label_hits,calibration_precision,calibration_wilson95_lcb,heldout_market_support,heldout_market_label_hits,heldout_market_precision,heldout_market_wilson95_lcb,heldout_time_support,heldout_time_label_hits,heldout_time_precision,heldout_time_wilson95_lcb,test_support,test_label_hits,test_precision,test_wilson95_lcb,rule_kind
Bear,vix_ge_20.63999939,vix >= 20.63999939,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,3640,0.3300014223,52152,17610,0.3376668201,0.3336201326,9344,3826,0.4094606164,0.399529412,20335,6842,0.3364642242,0.3300014223,3640,1340,0.3681318681,0.3526105762,single_atom
Bear,returns_le_-0.008791377553,returns <= -0.008791377553,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,4761,0.3150164323,37244,12588,0.3379873268,0.333200251,4761,1768,0.3713505566,0.3577349551,11520,4285,0.3719618056,0.3631798523,6316,2062,0.3264724509,0.3150164323,single_atom
Bear,regime_confidence_le_0.385,regime_confidence <= 0.385,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,5032,0.2877695685,44200,14801,0.3348642534,0.3304790372,5032,1511,0.3002782194,0.2877695685,11032,4076,0.3694706309,0.3605108636,6914,2212,0.3199305756,0.3090383516,single_atom
Bear,vix_ge_19.45000076,vix >= 19.45000076,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,5320,0.317435948,59641,19155,0.3211716772,0.317435948,10768,4034,0.374628529,0.3655325746,22855,7536,0.3297309123,0.3236651369,5320,1757,0.3302631579,0.3177517134,single_atom
Bear,volatility_ge_0.7166634134,volatility >= 0.7166634134,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,250,0.2758030797,7449,2436,0.3270237616,0.3164618829,250,136,0.544,0.4820604032,1728,513,0.296875,0.2758030797,597,194,0.324958124,0.2886109285,single_atom
Bear,returns_le_-0.006451652502,returns <= -0.006451652502,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,6047,0.3018409846,44693,14273,0.3193564988,0.3150497709,6047,1983,0.3279312056,0.3162112025,13718,4859,0.3542061525,0.3462445257,7768,2424,0.3120494336,0.3018409846,single_atom
Bear,regime_confidence_le_0.4,regime_confidence <= 0.4,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,5396,0.2706232562,50009,15678,0.3135035694,0.3094520529,5396,1652,0.3061527057,0.2939968156,13766,4464,0.3242772047,0.3165075253,8418,2358,0.2801140413,0.2706232562,single_atom
Bear,vix_ge_18.37000084,vix >= 18.37000084,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,7735,0.2905927403,67134,20711,0.3085023982,0.3050196106,12256,4180,0.3410574413,0.3327155263,25340,8143,0.3213496448,0.3156272426,7735,2326,0.3007110537,0.2905927403,single_atom
Bear,regime_confidence_le_0.5,regime_confidence <= 0.5,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,10411,0.3048809086,89739,27630,0.3078928894,0.3048809086,10411,3421,0.3285947555,0.3196369687,23917,8702,0.3638416189,0.3577666914,14796,4918,0.3323871317,0.3248411727,single_atom
Bear,volatility_ge_0.2772657977,volatility >= 0.2772657977,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,3670,0.2678894181,59591,18387,0.308553305,0.3048572111,3670,1816,0.4948228883,0.4786611082,20707,6952,0.3357318781,0.3293307013,9733,2693,0.2766875578,0.2678894181,single_atom
Bear,volatility_ge_0.2557353045,volatility >= 0.2557353045,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,4624,0.2611785397,67039,20604,0.3073434866,0.3038619564,4624,2273,0.4915657439,0.4771692757,23615,7820,0.3311454584,0.3251708857,11689,3146,0.2691419283,0.2611785397,single_atom
Bear,volatility_ge_0.3026019394,volatility >= 0.3026019394,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,2760,0.2652462172,52142,15963,0.3061447585,0.3022031974,2760,1368,0.4956521739,0.4770182501,17292,5758,0.3329863521,0.3259997799,7895,2171,0.2749841672,0.2652462172,single_atom
Bear,returns_le_-0.004456064828,returns <= -0.004456064828,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,7469,0.2823340623,52142,15782,0.3026734686,0.2987448263,7469,2185,0.292542509,0.2823340623,15835,5332,0.3367224503,0.3294020753,9122,2737,0.30004385,0.2907252285,single_atom
Bear,volatility_ge_0.2370440598,volatility >= 0.2370440598,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,5528,0.2525358525,74488,22456,0.3014713779,0.2981861943,5528,2646,0.4786541245,0.4655049626,26252,8445,0.321689776,0.3160655507,13593,3532,0.2598396233,0.2525358525,single_atom
Bear,vix_ge_17.38999939,vix >= 17.38999939,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,9870,0.2860189608,74497,22021,0.2955957958,0.292329687,13668,4296,0.3143107989,0.3065810372,27615,8593,0.3111714648,0.3057375628,9870,2911,0.2949341439,0.2860189608,single_atom
Bear,volatility_ge_0.3329411653,volatility >= 0.3329411653,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,2060,0.2559324172,44693,13203,0.2954153894,0.2912033991,2060,992,0.4815533981,0.4600309119,14196,4636,0.326570865,0.3189043258,6299,1680,0.2667090014,0.2559324172,single_atom
Bear,volatility_ge_0.2209908165,volatility >= 0.2209908165,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,6633,0.2502723329,81937,23946,0.292248923,0.2891446759,6633,2960,0.4462535806,0.4343251306,28439,8937,0.314251556,0.3088816929,15386,3956,0.2571168595,0.2502723329,single_atom
Bear,returns_le_-0.002695539713,returns <= -0.002695539713,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,9055,0.2559481188,59591,17210,0.2888020003,0.2851769483,9055,2399,0.2649364992,0.2559481188,17839,5750,0.3223274847,0.3155079898,10464,3067,0.2931001529,0.2844559506,single_atom
Bull,close_ge_151.1677628,close >= 151.1677628,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,1490,0.4812996712,1490,1060,0.711409396,0.6878821396,26236,12786,0.487345632,0.4812996712,11147,5523,0.4954696331,0.4861912263,11971,6212,0.5189207251,0.5099657043,single_atom
Bull,regime_confidence_le_0.25,regime_confidence <= 0.25,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,108,0.4257696211,3392,2370,0.6987028302,0.6830445596,108,101,0.9351851852,0.8722236367,2119,1269,0.5988673903,0.5778380707,1024,467,0.4560546875,0.4257696211,single_atom
Bull,regime_confidence_ge_0.833,regime_confidence >= 0.833,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,3196,0.4203087323,16290,11195,0.6872314303,0.6800684726,3196,1398,0.4374217772,0.4203087323,6017,4633,0.7699850424,0.7591812565,3810,3069,0.805511811,0.7926385915,single_atom
Bull,cpi_ge_246.626,cpi >= 246.626,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,2205,0.4255662705,2205,1518,0.6884353741,0.6687909141,8376,4762,0.5685291309,0.5578933625,44065,18956,0.4301826847,0.4255662705,27020,12183,0.4508882309,0.4449626859,single_atom
Bull,close_ge_132.6816711,close >= 132.6816711,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,2980,0.4760908932,2980,1925,0.6459731544,0.6286254502,26236,12786,0.487345632,0.4812996712,13371,6479,0.4845561289,0.4760908932,13783,6935,0.5031560618,0.4948092079,single_atom
Bull,unemployment_rate_ge_9.9,unemployment_rate >= 9.9,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_support_below_50;test_wilson95_below_0.95,0,0.0,3456,2162,0.6255787037,0.6093121294,772,547,0.7085492228,0.6755235809,2975,1381,0.4642016807,0.4463384938,0,0,0.0,0.0,single_atom
Bull,cpi_ge_245.183,cpi >= 245.183,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,3710,0.4255662705,3710,2261,0.6094339623,0.5936294913,8548,4867,0.5693729527,0.5588471094,44065,18956,0.4301826847,0.4255662705,27020,12183,0.4508882309,0.4449626859,single_atom
Bull,regime_confidence_ge_0.6,regime_confidence >= 0.6,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,12677,0.5353234712,58127,32919,0.5663289005,0.5622958663,15820,8952,0.5658659924,0.5581274342,20730,11238,0.5421128799,0.5353234712,12677,7314,0.5769503826,0.5683282185,single_atom
Bull,cpi_ge_243.892,cpi >= 243.892,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,8085,0.4255662705,8085,4602,0.5692022263,0.5583779822,9048,5246,0.5797966401,0.5695944456,44065,18956,0.4301826847,0.4255662705,27020,12183,0.4508882309,0.4449626859,single_atom
Bull,regime_confidence_ge_0.667,regime_confidence >= 0.667,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,7645,0.457402082,31993,17853,0.5580283187,0.5525798319,8109,3797,0.4682451597,0.457402082,12368,7225,0.5841688228,0.5754578729,7645,4749,0.6211903205,0.6102581939,single_atom
Bull,regime_confidence_ge_0.75,regime_confidence >= 0.75,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,5770,0.4625482684,26068,14543,0.5578870646,0.5518501303,6924,3284,0.4742923166,0.4625482684,9488,5487,0.5783094435,0.5683431106,5770,3598,0.6235701906,0.6109908626,single_atom
Bull,vix_le_12.89000034,vix <= 12.89000034,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,2889,0.4746950636,29820,16616,0.5572099262,0.5515652069,4156,3431,0.8255534167,0.8137166262,5939,3445,0.5800639838,0.5674639497,2889,1424,0.4929041191,0.4746950636,single_atom
Bull,vix_le_12.27999973,vix <= 12.27999973,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,1314,0.391418759,22375,12468,0.5572290503,0.5507113963,2804,2355,0.839871612,0.8258342029,3384,1885,0.5570330969,0.540241509,1314,549,0.4178082192,0.391418759,single_atom
Bull,vix_le_13.43000031,vix <= 13.43000031,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,4674,0.5010701881,37305,20689,0.5545905375,0.5495416907,5424,4345,0.8010693215,0.7902342072,7479,4353,0.5820296831,0.5708121687,4674,2409,0.5154043646,0.5010701881,single_atom
Bull,vix_le_11.61999989,vix <= 11.61999989,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,824,0.3319249974,15043,8348,0.5549424982,0.546987783,1720,1495,0.8691860465,0.8524243026,2054,1106,0.5384615385,0.5168507256,824,300,0.3640776699,0.3319249974,single_atom
Bull,vix_le_14.06999969,vix <= 14.06999969,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,6736,0.4975609127,44788,24661,0.5506162365,0.5460052794,6736,5254,0.7799881235,0.7699373895,9054,5276,0.582725867,0.5725357528,6879,3504,0.5093763628,0.4975609127,single_atom
Bull,volatility_le_0.1404278249,volatility <= 0.1404278249,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,2816,0.4737457455,22347,12266,0.5488879939,0.5423560178,10688,7589,0.7100486527,0.7013722593,5104,2906,0.5693573668,0.5557257115,2816,1386,0.4921875,0.4737457455,single_atom
Bull,volatility_le_0.153937167,volatility <= 0.153937167,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,4097,0.4811613462,29796,16264,0.5458450799,0.540186182,12582,8650,0.6874900652,0.6793347431,6897,3942,0.5715528491,0.559837493,4097,2034,0.496460825,0.4811613462,single_atom
Bull,volatility_le_0.1802338131,volatility <= 0.1802338131,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,7130,0.4843326247,44693,24268,0.5429933099,0.5383714617,15779,10142,0.6427530262,0.6352423284,10784,6033,0.559439911,0.5500504356,7130,3536,0.4959326788,0.4843326247,single_atom
Bull,vix_le_10.75,vix <= 10.75,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,764,0.3319249974,7491,4117,0.5495928447,0.5383034648,764,718,0.9397905759,0.9206218852,1634,810,0.4957160343,0.4715120975,824,300,0.3640776699,0.3319249974,single_atom
Bull,vix_le_14.81000042,vix <= 14.81000042,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,8052,0.4961340671,52208,28300,0.5420625192,0.5377858479,8052,6056,0.7521112767,0.7425613675,10489,6010,0.5729812184,0.5634900156,9259,4688,0.5063181769,0.4961340671,single_atom
Bull,volatility_le_0.1670667007,volatility <= 0.1670667007,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,5521,0.4805721722,37244,20203,0.5424497906,0.5373860379,14326,9490,0.6624319419,0.6546458204,8874,5047,0.5687401397,0.5584083691,5521,2726,0.493751132,0.4805721722,single_atom
Bull,volatility_le_0.1934948601,volatility <= 0.1934948601,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,8982,0.4772011093,52142,28048,0.5379156918,0.5336337629,17118,10689,0.6244304241,0.6171487449,12770,7089,0.5551292091,0.5464947169,8982,4379,0.4875306168,0.4772011093,single_atom
Bull,volatility_le_0.1256233139,volatility <= 0.1256233139,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,1805,0.4523847089,14898,8061,0.5410793395,0.5330680537,8523,6389,0.7496186789,0.7403100386,3614,1963,0.5431654676,0.5268876879,1805,858,0.4753462604,0.4523847089,single_atom
Bull,volatility_le_0.2067864525,volatility <= 0.2067864525,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,10757,0.4740631283,59591,31778,0.5332684466,0.5292608611,18400,11155,0.60625,0.5991690016,14742,8052,0.5461945462,0.5381468376,10757,5201,0.4834991169,0.4740631283,single_atom
Bull,vix_le_15.59000015,vix <= 15.59000015,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,9428,0.4982623995,59663,31773,0.5325411059,0.5285356023,9428,6874,0.7291047942,0.7200419675,12309,6941,0.563896336,0.5551171984,11639,5905,0.5073459919,0.4982623995,single_atom
Bull,volatility_le_0.2209908165,volatility <= 0.2209908165,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,12458,0.4731719757,67039,35446,0.5287370038,0.5249568222,19603,11541,0.5887364179,0.581831459,16945,9144,0.5396282089,0.5321154476,12458,6004,0.4819393161,0.4731719757,single_atom
Bull,cpi_ge_238.992,cpi >= 238.992,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,9892,0.4255662705,15470,8213,0.5308985133,0.5230278406,9892,5747,0.5809745249,0.571221827,44065,18956,0.4301826847,0.4255662705,27020,12183,0.4508882309,0.4449626859,single_atom
Bull,volatility_le_0.2370440598,volatility <= 0.2370440598,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,14251,0.4769585597,74488,39071,0.5245274407,0.5209399255,20708,11895,0.5744156848,0.5676683094,19132,10124,0.5291657955,0.5220877437,14251,6914,0.4851589362,0.4769585597,single_atom
Bull,vix_le_16.46999931,vix <= 16.46999931,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,11052,0.4985343749,67154,35117,0.5229323644,0.5191534829,11052,7762,0.7023163228,0.6937226657,15459,8459,0.5471893395,0.5393319277,14789,7492,0.5065927378,0.4985343749,single_atom
Bull,regime_confidence_ge_0.5,regime_confidence >= 0.5,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,16581,0.4979861089,77463,40267,0.5198223668,0.5163031992,19501,10303,0.5283318804,0.5213206464,26340,13276,0.5040242976,0.4979861089,16581,8820,0.5319341415,0.5243326668,single_atom
Bull,close_ge_106.4164944,close >= 106.4164944,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,7449,0.4710981387,7449,3911,0.5250369177,0.5136866439,26236,12786,0.487345632,0.4812996712,16850,8065,0.4786350148,0.4710981387,16035,7998,0.4987839102,0.4910461732,single_atom
Bull,volatility_le_0.1058852721,volatility <= 0.1058852721,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,1105,0.3947098261,7449,3909,0.5247684253,0.513417986,5468,4362,0.7977322604,0.7868779632,2228,1093,0.4905745063,0.4698506996,1105,468,0.4235294118,0.3947098261,single_atom
Bull,volatility_le_0.2557353045,volatility <= 0.2557353045,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,16155,0.4822358806,81937,42313,0.5164089483,0.5129865423,21612,12123,0.5609383676,0.5543117295,21769,11282,0.5182599109,0.5116197049,16155,7915,0.4899411947,0.4822358806,single_atom
Bull,vix_le_17.38999939,vix <= 17.38999939,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,12572,0.4879078134,74512,38481,0.5164403049,0.5128514039,12572,8647,0.6877982819,0.6796417813,17769,9646,0.5428555349,0.5355224316,17974,8901,0.495215311,0.4879078134,single_atom
Crisis,volatility_ge_0.7166634134,volatility >= 0.7166634134,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,250,0.3720831254,7449,3877,0.5204725467,0.509119907,250,108,0.432,0.3720831254,1728,890,0.5150462963,0.4914750203,597,260,0.4355108878,0.3962754123,single_atom
Crisis,volatility_ge_0.5480683811,volatility >= 0.5480683811,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,520,0.4324193032,14898,7663,0.5143643442,0.5063361247,520,247,0.475,0.4324193032,4020,1926,0.4791044776,0.4636890061,1393,720,0.5168700646,0.4906178427,single_atom
Crisis,volatility_ge_0.4669575656,volatility >= 0.4669575656,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,813,0.4150843012,22347,11438,0.5118360406,0.5052808661,813,365,0.4489544895,0.4150843012,5917,2786,0.4708467129,0.4581514763,2513,1252,0.4982093116,0.4786782156,single_atom
