label,rule_id,rule,accepted_rule_confidence_95,blockers,min_split_support,min_split_wilson95_lcb,calibration_support,calibration_label_hits,calibration_precision,calibration_wilson95_lcb,heldout_market_support,heldout_market_label_hits,heldout_market_precision,heldout_market_wilson95_lcb,heldout_time_support,heldout_time_label_hits,heldout_time_precision,heldout_time_wilson95_lcb,test_support,test_label_hits,test_precision,test_wilson95_lcb,rule_kind
Bear,returns_le_-0.03190357354__and__vix_ge_21.82999992,returns <= -0.03190357354 AND vix >= 21.82999992,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,272,0.4845977691,5145,2644,0.5138969874,0.5002346389,440,274,0.6227272727,0.5765593822,1756,892,0.5079726651,0.4845977691,272,150,0.5514705882,0.4920579484,two_atom_conjunction
Bear,vix_ge_24.78000069__and__returns_le_-0.01552237502,vix >= 24.78000069 AND returns <= -0.01552237502,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,357,0.483571619,8744,4338,0.4961116194,0.485635903,1339,853,0.6370425691,0.6109289166,3243,1624,0.5007708912,0.483571619,357,196,0.5490196078,0.4971543008,two_atom_conjunction
Bear,returns_le_-0.02126173967__and__vix_ge_26.60000038,returns <= -0.02126173967 AND vix >= 26.60000038,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,232,0.4831115353,5485,2869,0.5230628988,0.5098333274,776,500,0.6443298969,0.6100126924,2041,1052,0.515433611,0.4937434592,232,127,0.5474137931,0.4831115353,two_atom_conjunction
Bear,returns_le_-0.03190357354__and__vix_ge_23.25,returns <= -0.03190357354 AND vix >= 23.25,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,226,0.4826678272,4676,2483,0.5310094098,0.516686249,426,268,0.6291079812,0.5822749131,1589,806,0.5072372561,0.4826678272,226,127,0.5619469027,0.4967608381,two_atom_conjunction
Bear,vix_ge_26.60000038__and__regime_confidence_le_0.333,vix >= 26.60000038 AND regime_confidence <= 0.333,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,63,0.4805529091,3797,1885,0.4964445615,0.4805529091,886,509,0.5744920993,0.5416835691,1310,740,0.5648854962,0.5378874691,63,47,0.746031746,0.6265881256,two_atom_conjunction
Bear,vix_ge_26.60000038__and__returns_le_-0.01552237502,vix >= 26.60000038 AND returns <= -0.01552237502,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,271,0.4792669218,6994,3548,0.5072919645,0.4955743753,1104,702,0.6358695652,0.6070596116,2627,1344,0.5116102018,0.4924923497,271,146,0.5387453875,0.4792669218,two_atom_conjunction
Bear,vix_ge_24.78000069__and__returns_le_-0.0116448263,vix >= 24.78000069 AND returns <= -0.0116448263,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,416,0.4777887016,10276,5009,0.4874464772,0.4777887016,1658,1039,0.6266586248,0.6031087061,3873,1922,0.4962561322,0.4805212124,416,224,0.5384615385,0.4904227832,two_atom_conjunction
Bear,vix_ge_26.60000038__and__returns_le_-0.0116448263,vix >= 26.60000038 AND returns <= -0.0116448263,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,308,0.476688598,8144,4060,0.4985265226,0.4876705901,1339,842,0.6288274832,0.6026165052,3080,1566,0.5084415584,0.4907865068,308,164,0.5324675325,0.476688598,two_atom_conjunction
Bull,regime_confidence_ge_0.833__and__vix_le_12.89000034,regime_confidence >= 0.833 AND vix <= 12.89000034,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,338,0.7054974201,5046,3791,0.751288149,0.7391731408,499,372,0.745490982,0.7054974201,1116,975,0.873655914,0.8528731054,338,289,0.8550295858,0.8135051944,two_atom_conjunction
Bull,close_ge_151.1677628__and__regime_confidence_le_0.25,close >= 151.1677628 AND regime_confidence <= 0.25,False,calibration_support_below_50;calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,15,0.6967223271,15,15,1.0,0.796116699,108,101,0.9351851852,0.8722236367,180,167,0.9277777778,0.8803680363,118,92,0.7796610169,0.6967223271,two_atom_conjunction
Bull,regime_confidence_ge_0.833__and__vix_le_13.43000031,regime_confidence >= 0.833 AND vix <= 13.43000031,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,608,0.6899965216,6410,4774,0.744773791,0.7339561959,717,519,0.7238493724,0.6899965216,1439,1245,0.8651841557,0.8465627404,608,530,0.8717105263,0.8427763295,two_atom_conjunction
Bull,regime_confidence_ge_0.833__and__vix_le_14.06999969,regime_confidence >= 0.833 AND vix <= 14.06999969,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,906,0.6658181133,7707,5685,0.7376411055,0.7277029926,925,644,0.6962162162,0.6658181133,1735,1492,0.8599423631,0.8428158449,906,780,0.8609271523,0.836867898,two_atom_conjunction
Bull,regime_confidence_ge_0.833__and__vix_le_12.27999973,regime_confidence >= 0.833 AND vix <= 12.27999973,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,80,0.6560133063,3691,2792,0.7564345706,0.7423251502,265,189,0.7132075472,0.6560133063,576,508,0.8819444444,0.8530286593,80,64,0.8,0.6995375627,two_atom_conjunction
Bull,close_ge_151.1677628__and__volatility_le_0.1058852721,close >= 151.1677628 AND volatility <= 0.1058852721,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,112,0.6521399772,112,99,0.8839285714,0.8114943071,5468,4362,0.7977322604,0.7868779632,202,145,0.7178217822,0.6521399772,153,115,0.7516339869,0.6775717974,two_atom_conjunction
Bull,regime_confidence_ge_0.667__and__vix_le_13.43000031,regime_confidence >= 0.667 AND vix <= 13.43000031,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,1229,0.6435626676,11445,7466,0.6523372652,0.6435626676,2036,1613,0.7922396857,0.7740747854,2387,1783,0.7469627147,0.7291347223,1229,843,0.6859235151,0.6594287495,two_atom_conjunction
Bull,regime_confidence_le_0.25__and__cpi_ge_238.992,regime_confidence <= 0.25 AND cpi >= 238.992,False,calibration_wilson95_below_0.95;heldout_market_support_below_50;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,35,0.6410838693,62,58,0.935483871,0.8455248427,35,28,0.8,0.6410838693,800,728,0.91,0.8881602943,200,167,0.835,0.7773421846,two_atom_conjunction
Bull,regime_confidence_le_0.25__and__cpi_ge_243.892,regime_confidence <= 0.25 AND cpi >= 243.892,False,calibration_support_below_50;calibration_wilson95_below_0.95;heldout_market_support_below_50;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,34,0.6410838693,34,30,0.8823529412,0.7337915723,35,28,0.8,0.6410838693,800,728,0.91,0.8881602943,200,167,0.835,0.7773421846,two_atom_conjunction
Bull,regime_confidence_le_0.25__and__cpi_ge_245.183,regime_confidence <= 0.25 AND cpi >= 245.183,False,calibration_support_below_50;calibration_wilson95_below_0.95;heldout_market_support_below_50;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,25,0.6410838693,25,21,0.84,0.6534637839,35,28,0.8,0.6410838693,800,728,0.91,0.8881602943,200,167,0.835,0.7773421846,two_atom_conjunction
Bull,regime_confidence_ge_0.667__and__vix_le_14.06999969,regime_confidence >= 0.667 AND vix <= 14.06999969,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,1832,0.639042736,13731,8885,0.6470759595,0.639042736,2536,1940,0.7649842271,0.7480886168,2920,2150,0.7363013699,0.7200161252,1832,1242,0.6779475983,0.6561977067,two_atom_conjunction
Bull,regime_confidence_ge_0.667__and__vix_le_12.89000034,regime_confidence >= 0.667 AND vix <= 12.89000034,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,680,0.6388985877,9091,5952,0.6547134529,0.64487628,1508,1252,0.8302387268,0.8104569011,1840,1395,0.7581521739,0.738061945,680,459,0.675,0.6388985877,two_atom_conjunction
Bull,close_ge_151.1677628__and__volatility_le_0.1256233139,close >= 151.1677628 AND volatility <= 0.1256233139,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,247,0.6334777445,247,206,0.8340080972,0.7825653311,8523,6389,0.7496186789,0.7403100386,459,336,0.7320261438,0.689704653,488,330,0.6762295082,0.6334777445,two_atom_conjunction
Bull,regime_confidence_ge_0.667__and__vix_le_14.81000042,regime_confidence >= 0.667 AND vix <= 14.81000042,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,2494,0.6306922078,15857,10120,0.6382039478,0.6306922078,3009,2189,0.727484214,0.7112926016,3392,2448,0.7216981132,0.7063718706,2494,1672,0.6704089816,0.6517108891,two_atom_conjunction
Bull,regime_confidence_ge_0.75__and__vix_le_13.43000031,regime_confidence >= 0.75 AND vix <= 13.43000031,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,945,0.6295268942,10024,6444,0.6428571429,0.6334239908,1943,1520,0.7822954195,0.7633982728,2081,1569,0.7539644402,0.7350027424,945,624,0.6603174603,0.6295268942,two_atom_conjunction
Bull,regime_confidence_ge_0.6__and__vix_le_13.43000031,regime_confidence >= 0.6 AND vix <= 13.43000031,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,1920,0.6262767452,20436,13676,0.6692111959,0.6627292178,4422,3624,0.8195386703,0.8079280058,4072,2872,0.7053045187,0.6911133416,1920,1244,0.6479166667,0.6262767452,two_atom_conjunction
Bull,regime_confidence_ge_0.75__and__vix_le_14.06999969,regime_confidence >= 0.75 AND vix <= 14.06999969,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,1412,0.6256065951,12028,7648,0.6358496841,0.6272081583,2410,1814,0.7526970954,0.7350787591,2541,1885,0.7418339237,0.7244621468,1412,919,0.6508498584,0.6256065951,two_atom_conjunction
Bull,regime_confidence_ge_0.833__and__vix_le_14.81000042,regime_confidence >= 0.833 AND vix <= 14.81000042,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,1111,0.6249979881,8823,6461,0.7322906041,0.7229522123,1111,726,0.6534653465,0.6249979881,1969,1672,0.8491620112,0.8326749415,1251,1074,0.8585131894,0.8381009946,two_atom_conjunction
Bull,regime_confidence_ge_0.6__and__vix_le_16.46999931,regime_confidence >= 0.6 AND vix <= 16.46999931,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,6962,0.622771467,35593,22656,0.6365296547,0.631518166,8758,6362,0.7264215574,0.7169873748,8740,5659,0.6474828375,0.6374039807,6962,4415,0.6341568515,0.622771467,two_atom_conjunction
Bull,regime_confidence_ge_0.6__and__vix_le_15.59000015,regime_confidence >= 0.6 AND vix <= 15.59000015,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,5306,0.6217042634,32025,20700,0.6463700234,0.6411165234,7522,5680,0.7551183196,0.7452719255,6886,4641,0.6739761836,0.6628102155,5306,3368,0.6347531097,0.6217042634,two_atom_conjunction
Bull,regime_confidence_ge_0.667__and__vix_le_15.59000015,regime_confidence >= 0.667 AND vix <= 15.59000015,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,3232,0.6210321548,17750,11150,0.6281690141,0.6210321548,3468,2397,0.6911764706,0.6755954692,4043,2870,0.7098689092,0.6956860498,3232,2189,0.677289604,0.6609695156,two_atom_conjunction
Bull,regime_confidence_ge_0.75__and__vix_le_14.81000042,regime_confidence >= 0.75 AND vix <= 14.81000042,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,1936,0.6187101182,13869,8693,0.6267935684,0.6187101182,2857,2040,0.7140357018,0.6971874562,2923,2122,0.7259664728,0.7095083898,1936,1273,0.6575413223,0.636110119,two_atom_conjunction
Bull,regime_confidence_ge_0.6__and__vix_le_14.06999969,regime_confidence >= 0.6 AND vix <= 14.06999969,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,2917,0.6176060496,24487,16279,0.6648017315,0.6588637061,5467,4376,0.8004389976,0.7896352786,5026,3514,0.6991643454,0.6863369877,2917,1853,0.6352416867,0.6176060496,two_atom_conjunction
Bull,regime_confidence_ge_0.6__and__vix_le_14.81000042,regime_confidence >= 0.6 AND vix <= 14.81000042,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,4051,0.615978225,28358,18603,0.65600536,0.6504556502,6487,5037,0.776476029,0.7661760841,5859,4020,0.6861239119,0.6741224833,4051,2556,0.6309553197,0.615978225,two_atom_conjunction
Bull,regime_confidence_ge_0.75__and__vix_le_12.89000034,regime_confidence >= 0.75 AND vix <= 12.89000034,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,518,0.612485998,7962,5143,0.6459432303,0.6353707628,1440,1184,0.8222222222,0.8016256275,1633,1249,0.7648499694,0.7436740337,518,339,0.6544401544,0.612485998,two_atom_conjunction
Crisis,volatility_ge_0.411418579__and__regime_confidence_le_0.455,volatility >= 0.411418579 AND regime_confidence <= 0.455,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,1074,0.4729340579,26524,14741,0.5557608204,0.5497734515,1074,540,0.5027932961,0.4729340579,7357,3643,0.4951746636,0.4837553924,3230,1794,0.5554179567,0.5382252618,two_atom_conjunction
Crisis,volatility_ge_0.5480683811__and__regime_confidence_le_0.455,volatility >= 0.5480683811 AND regime_confidence <= 0.455,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,472,0.4655928207,13079,7441,0.568927288,0.5604210705,472,241,0.5105932203,0.4655928207,3585,1926,0.5372384937,0.5208856119,1203,720,0.5985037406,0.5705319225,two_atom_conjunction
Crisis,volatility_ge_0.4669575656__and__regime_confidence_le_0.455,volatility >= 0.4669575656 AND regime_confidence <= 0.455,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,743,0.443417523,19831,11145,0.5619988906,0.5550822642,743,356,0.4791386272,0.443417523,5260,2786,0.5296577947,0.5161526736,2193,1252,0.5709074327,0.550086086,two_atom_conjunction
Crisis,volatility_ge_0.3683214542__and__regime_confidence_le_0.455,volatility >= 0.3683214542 AND regime_confidence <= 0.455,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,1337,0.4339534696,31480,16492,0.523888183,0.5183685847,1337,631,0.4719521316,0.4453118411,8930,3967,0.4442329227,0.4339534696,3987,2008,0.5036368197,0.4881210838,two_atom_conjunction
Crisis,volatility_ge_0.411418579__and__regime_confidence_le_0.417,volatility >= 0.411418579 AND regime_confidence <= 0.417,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,981,0.4328078276,22030,11598,0.5264639128,0.5198665897,981,455,0.4638124363,0.4328078276,6219,3145,0.5057083132,0.4932826774,2669,1543,0.5781191457,0.5592839815,two_atom_conjunction
Crisis,volatility_ge_0.5480683811,volatility >= 0.5480683811,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,520,0.4324193032,14898,7663,0.5143643442,0.5063361247,520,247,0.475,0.4324193032,4020,1926,0.4791044776,0.4636890061,1393,720,0.5168700646,0.4906178427,single_atom
Crisis,volatility_ge_0.5480683811__and__volatility_ge_0.4669575656,volatility >= 0.5480683811 AND volatility >= 0.4669575656,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,520,0.4324193032,14898,7663,0.5143643442,0.5063361247,520,247,0.475,0.4324193032,4020,1926,0.4791044776,0.4636890061,1393,720,0.5168700646,0.4906178427,two_atom_conjunction
Crisis,volatility_ge_0.5480683811__and__volatility_ge_0.411418579,volatility >= 0.5480683811 AND volatility >= 0.411418579,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,520,0.4324193032,14898,7663,0.5143643442,0.5063361247,520,247,0.475,0.4324193032,4020,1926,0.4791044776,0.4636890061,1393,720,0.5168700646,0.4906178427,two_atom_conjunction
Crisis,volatility_ge_0.5480683811__and__volatility_ge_0.3683214542,volatility >= 0.5480683811 AND volatility >= 0.3683214542,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,520,0.4324193032,14898,7663,0.5143643442,0.5063361247,520,247,0.475,0.4324193032,4020,1926,0.4791044776,0.4636890061,1393,720,0.5168700646,0.4906178427,two_atom_conjunction
Crisis,volatility_ge_0.5480683811__and__volatility_ge_0.3329411653,volatility >= 0.5480683811 AND volatility >= 0.3329411653,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,520,0.4324193032,14898,7663,0.5143643442,0.5063361247,520,247,0.475,0.4324193032,4020,1926,0.4791044776,0.4636890061,1393,720,0.5168700646,0.4906178427,two_atom_conjunction
Crisis,volatility_ge_0.5480683811__and__volatility_ge_0.3026019394,volatility >= 0.5480683811 AND volatility >= 0.3026019394,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,520,0.4324193032,14898,7663,0.5143643442,0.5063361247,520,247,0.475,0.4324193032,4020,1926,0.4791044776,0.4636890061,1393,720,0.5168700646,0.4906178427,two_atom_conjunction
Crisis,volatility_ge_0.5480683811__and__volatility_ge_0.2772657977,volatility >= 0.5480683811 AND volatility >= 0.2772657977,False,calibration_wilson95_below_0.95;heldout_market_wilson95_below_0.95;heldout_time_wilson95_below_0.95;test_wilson95_below_0.95,520,0.4324193032,14898,7663,0.5143643442,0.5063361247,520,247,0.475,0.4324193032,4020,1926,0.4791044776,0.4636890061,1393,720,0.5168700646,0.4906178427,two_atom_conjunction
