schema_version,run_id,recipe_id,variant_id,parent_regime_root,regime_profit_branch_path,open_time,close_time,hold_hours,direction,pnl,gross_reference,realized_outcome,entry_btc_close,crypto_breadth,equity_breadth,cross_breadth,btc_vol24,btc_dd48,btc_qqq_corr72,btc_qqq_corr_delta,btc_eth_spread_z,shock_absorption,gld_relative_24,year,row_index
board-b-b2r-correlation-shock-absorption/v1,20260512T024509+0800-codex-board-b-b2r-correlation-shock-panel-v1,CorrelationShockAbsorptionV1,decorrelated_range_fade_h6,Sideways,Sideways -> CorrelationRange -> DecorrelatedRangeFade -> CorrelationShockAbsorptionV1:decorrelated_range_fade_h6,2025-07-16T16:00:00Z,2025-07-16T22:00:00Z,6,range_fade,0.002236276609201761,0.0034362766092017605,win,119291.91,1.0,-1.0,0.25,0.009850440598131324,0.019872790086388425,0.11436960737992086,-0.2895432627669076,-1.4556291774408778,-0.0031663260533362214,-0.011915562762583987,2025,17
board-b-b2r-correlation-shock-absorption/v1,20260512T024509+0800-codex-board-b-b2r-correlation-shock-panel-v1,CorrelationShockAbsorptionV1,decorrelated_range_fade_h6,Sideways,Sideways -> CorrelationRange -> DecorrelatedRangeFade -> CorrelationShockAbsorptionV1:decorrelated_range_fade_h6,2025-07-16T17:00:00Z,2025-07-16T23:00:00Z,6,range_fade,0.0031228816523597228,0.0043228816523597224,win,119073.35,1.0,-1.0,0.25,0.009856682370061334,0.021668524625291563,0.12070814335921029,-0.2821088033356409,-1.7633169696131477,-0.00795805872715516,-0.01215181825873779,2025,18
board-b-b2r-correlation-shock-absorption/v1,20260512T024509+0800-codex-board-b-b2r-correlation-shock-panel-v1,CorrelationShockAbsorptionV1,decorrelated_range_fade_h6,Sideways,Sideways -> CorrelationRange -> DecorrelatedRangeFade -> CorrelationShockAbsorptionV1:decorrelated_range_fade_h6,2025-07-16T18:00:00Z,2025-07-17T00:00:00Z,6,range_fade,0.0008976937919308104,0.0020976937919308103,win,119512.2,1.0,1.0,1.0,0.009703034506727394,0.018062841506708005,0.12146108460713781,-0.28025588594940976,-1.9019581298607149,0.016507780130839533,-0.024876355808173378,2025,19
board-b-b2r-correlation-shock-absorption/v1,20260512T024509+0800-codex-board-b-b2r-correlation-shock-panel-v1,CorrelationShockAbsorptionV1,decorrelated_range_fade_h6,Sideways,Sideways -> CorrelationRange -> DecorrelatedRangeFade -> CorrelationShockAbsorptionV1:decorrelated_range_fade_h6,2025-07-17T13:00:00Z,2025-07-17T19:00:00Z,6,range_fade,0.004529274592015221,0.005729274592015221,win,118281.99,0.6,1.0,0.75,0.009852746474936034,0.028170503416956816,0.043827502369581085,-0.3550575620661299,-2.2510058514757736,0.01561700113369513,-0.015978446707773597,2025,21
board-b-b2r-correlation-shock-absorption/v1,20260512T024509+0800-codex-board-b-b2r-correlation-shock-panel-v1,CorrelationShockAbsorptionV1,decorrelated_range_fade_h6,Sideways,Sideways -> CorrelationRange -> DecorrelatedRangeFade -> CorrelationShockAbsorptionV1:decorrelated_range_fade_h6,2025-07-18T14:00:00Z,2025-07-18T20:00:00Z,6,range_fade,0.004674471463896303,0.0058744714638963025,win,118139.99,0.6,-1.0,0.0,0.007385214744010256,0.029337205029897118,-0.018983457686674032,-0.4049475852249636,-3.205415471101858,-0.017868660946242176,0.014167004190365207,2025,29
board-b-b2r-correlation-shock-absorption/v1,20260512T024509+0800-codex-board-b-b2r-correlation-shock-panel-v1,CorrelationShockAbsorptionV1,decorrelated_range_fade_h6,Sideways,Sideways -> CorrelationRange -> DecorrelatedRangeFade -> CorrelationShockAbsorptionV1:decorrelated_range_fade_h6,2025-07-18T16:00:00Z,2025-07-18T22:00:00Z,6,range_fade,0.005262934043093061,0.00646293404309306,win,117553.42,0.6,-1.0,0.0,0.006685116849926491,0.034156586474280326,-0.01363460903451456,-0.396444014978033,-2.47980595461134,-0.02295803080637626,0.00650703625218485,2025,31
board-b-b2r-correlation-shock-absorption/v1,20260512T024509+0800-codex-board-b-b2r-correlation-shock-panel-v1,CorrelationShockAbsorptionV1,decorrelated_range_fade_h6,Sideways,Sideways -> CorrelationRange -> DecorrelatedRangeFade -> CorrelationShockAbsorptionV1:decorrelated_range_fade_h6,2025-07-18T17:00:00Z,2025-07-18T23:00:00Z,6,range_fade,-2.2874249755576665e-05,0.0011771257502444232,loss,117600.01,0.6,-1.0,0.0,0.0055573564900503695,0.033773793318316314,-0.012886971200718009,-0.39412119686612695,-2.730284863231616,-0.02036476397949094,-0.012586617251248322,2025,32
board-b-b2r-correlation-shock-absorption/v1,20260512T024509+0800-codex-board-b-b2r-correlation-shock-panel-v1,CorrelationShockAbsorptionV1,decorrelated_range_fade_h6,Sideways,Sideways -> CorrelationRange -> DecorrelatedRangeFade -> CorrelationShockAbsorptionV1:decorrelated_range_fade_h6,2025-07-18T18:00:00Z,2025-07-19T00:00:00Z,6,range_fade,0.0033784392082839357,0.004578439208283935,win,117310.72,0.6,-1.0,0.0,0.005559197615620918,0.03615066028738323,-0.011824175580231903,-0.39145089926625065,-2.254057335661797,-0.011143688850828282,-0.0012124619122526603,2025,33
board-b-b2r-correlation-shock-absorption/v1,20260512T024509+0800-codex-board-b-b2r-correlation-shock-panel-v1,CorrelationShockAbsorptionV1,decorrelated_range_fade_h6,Sideways,Sideways -> CorrelationRange -> DecorrelatedRangeFade -> CorrelationShockAbsorptionV1:decorrelated_range_fade_h6,2025-07-18T19:00:00Z,2025-07-19T01:00:00Z,6,range_fade,-0.0030102699421919107,-0.0018102699421919108,loss,117374.76,-1.0,-0.3333333333333333,-0.75,0.00538487392036391,0.03562449429236425,-0.04768105456931416,-0.4255250172820074,-2.1594497987285033,-0.012049483925790305,0.004113424936882382,2025,34
board-b-b2r-correlation-shock-absorption/v1,20260512T024509+0800-codex-board-b-b2r-correlation-shock-panel-v1,CorrelationShockAbsorptionV1,decorrelated_range_fade_h6,Sideways,Sideways -> CorrelationRange -> DecorrelatedRangeFade -> CorrelationShockAbsorptionV1:decorrelated_range_fade_h6,2025-07-22T14:00:00Z,2025-07-22T20:00:00Z,6,range_fade,0.01289843776247266,0.01409843776247266,win,119060.0,-0.2,-1.0,-0.5,0.005336537639123298,0.021778211009325088,-0.049801563140848396,-0.4120315509296911,-1.1415459282146954,0.012709603263477032,0.026337181402825816,2025,43
board-b-b2r-correlation-shock-absorption/v1,20260512T024509+0800-codex-board-b-b2r-correlation-shock-panel-v1,CorrelationShockAbsorptionV1,decorrelated_range_fade_h6,Sideways,Sideways -> CorrelationRange -> DecorrelatedRangeFade -> CorrelationShockAbsorptionV1:decorrelated_range_fade_h6,2025-07-22T15:00:00Z,2025-07-22T21:00:00Z,6,range_fade,0.004745991675863849,0.005945991675863849,win,118912.04,-0.2,-1.0,-0.5,0.005321221752231168,0.02299388122517476,-0.043802545627885145,-0.4042641915404782,-0.9486454148853886,0.012885612821961878,0.026446745289568696,2025,44
board-b-b2r-correlation-shock-absorption/v1,20260512T024509+0800-codex-board-b-b2r-correlation-shock-panel-v1,CorrelationShockAbsorptionV1,decorrelated_range_fade_h6,Sideways,Sideways -> CorrelationRange -> DecorrelatedRangeFade -> CorrelationShockAbsorptionV1:decorrelated_range_fade_h6,2025-07-22T16:00:00Z,2025-07-22T22:00:00Z,6,range_fade,-0.00024053934041481256,0.0009594606595851873,loss,118681.26,0.2,-1.0,-0.25,0.0050710151660087605,0.024890017832459033,-0.05239151758116109,-0.4110526289542722,-0.7830793484352444,0.010132058636489916,0.030846572221165935,2025,45
board-b-b2r-correlation-shock-absorption/v1,20260512T024509+0800-codex-board-b-b2r-correlation-shock-panel-v1,CorrelationShockAbsorptionV1,decorrelated_range_fade_h6,Sideways,Sideways -> CorrelationRange -> DecorrelatedRangeFade -> CorrelationShockAbsorptionV1:decorrelated_range_fade_h6,2025-07-24T17:00:00Z,2025-07-24T23:00:00Z,6,range_fade,0.02346040546010695,0.02466040546010695,win,119122.94,0.6,1.0,0.75,0.0059941808840723474,0.005100903513455601,-0.10068304559600696,-0.4325864626902076,1.0258697981652336,-0.009850465255396679,-0.011606143043947026,2025,60
board-b-b2r-correlation-shock-absorption/v1,20260512T024509+0800-codex-board-b-b2r-correlation-shock-panel-v1,CorrelationShockAbsorptionV1,decorrelated_range_fade_h6,Sideways,Sideways -> CorrelationRange -> DecorrelatedRangeFade -> CorrelationShockAbsorptionV1:decorrelated_range_fade_h6,2025-07-24T19:00:00Z,2025-07-25T01:00:00Z,6,range_fade,0.019413918785923558,0.020613918785923557,win,118943.42,1.0,0.3333333333333333,0.75,0.005826457219208253,0.006600230895748793,-0.10286544149892969,-0.4309818527810813,0.8490621253969309,-0.0009628099091441022,-0.018003916293512945,2025,62
board-b-b2r-correlation-shock-absorption/v1,20260512T024509+0800-codex-board-b-b2r-correlation-shock-panel-v1,CorrelationShockAbsorptionV1,decorrelated_range_fade_h6,Sideways,Sideways -> CorrelationRange -> DecorrelatedRangeFade -> CorrelationShockAbsorptionV1:decorrelated_range_fade_h6,2025-07-25T15:00:00Z,2025-07-25T21:00:00Z,6,range_fade,0.01831876777673811,0.01951876777673811,win,115727.08,-1.0,1.0,-0.25,0.007867529670278697,0.03346267871640807,-0.10468556571455322,-0.42727565610634144,0.8325680578839644,-0.02797598476763552,-0.01220118693693828,2025,65
board-b-b2r-correlation-shock-absorption/v1,20260512T024509+0800-codex-board-b-b2r-correlation-shock-panel-v1,CorrelationShockAbsorptionV1,decorrelated_range_fade_h6,Sideways,Sideways -> CorrelationRange -> DecorrelatedRangeFade -> CorrelationShockAbsorptionV1:decorrelated_range_fade_h6,2025-08-18T17:00:00Z,2025-08-18T23:00:00Z,6,range_fade,-0.027316261937855878,-0.026116261937855878,loss,116428.99,0.2,-1.0,-0.25,0.008798422744574812,0.05145024763286188,0.2863069308642483,0.0014377264499987885,1.3185654152493722,-0.006894235512610369,0.028123386222945412,2025,179
board-b-b2r-correlation-shock-absorption/v1,20260512T024509+0800-codex-board-b-b2r-correlation-shock-panel-v1,CorrelationShockAbsorptionV1,decorrelated_range_fade_h6,Sideways,Sideways -> CorrelationRange -> DecorrelatedRangeFade -> CorrelationShockAbsorptionV1:decorrelated_range_fade_h6,2025-08-18T19:00:00Z,2025-08-19T01:00:00Z,6,range_fade,0.026693291254130315,0.027893291254130315,win,116313.99,1.0,1.0,1.0,0.008717506175322602,0.052387155369691185,0.28527330684272906,0.001944799157633903,1.3290725325348633,-0.008869384946513348,0.03469255875646371,2025,181
board-b-b2r-correlation-shock-absorption/v1,20260512T024509+0800-codex-board-b-b2r-correlation-shock-panel-v1,CorrelationShockAbsorptionV1,decorrelated_range_fade_h6,Sideways,Sideways -> CorrelationRange -> DecorrelatedRangeFade -> CorrelationShockAbsorptionV1:decorrelated_range_fade_h6,2025-08-22T16:00:00Z,2025-08-22T22:00:00Z,6,range_fade,0.03277287924462966,0.03397287924462966,win,116146.47,1.0,1.0,1.0,0.007630325131450954,0.05375194479641854,0.2047892303446372,-0.06468470426231138,-0.9595135224394264,0.010229765532044022,0.0025627671510191075,2025,206
board-b-b2r-correlation-shock-absorption/v1,20260512T024509+0800-codex-board-b-b2r-correlation-shock-panel-v1,CorrelationShockAbsorptionV1,decorrelated_range_fade_h6,Sideways,Sideways -> CorrelationRange -> DecorrelatedRangeFade -> CorrelationShockAbsorptionV1:decorrelated_range_fade_h6,2025-08-22T17:00:00Z,2025-08-22T23:00:00Z,6,range_fade,0.03743797169811323,0.03863797169811323,win,117024.0,1.0,1.0,1.0,0.0073366597010535465,0.04660268700250714,0.20148098769155098,-0.06722856539190508,-1.3004782357922058,0.012024044215100949,-0.012885809183115216,2025,207
board-b-b2r-correlation-shock-absorption/v1,20260512T024509+0800-codex-board-b-b2r-correlation-shock-panel-v1,CorrelationShockAbsorptionV1,decorrelated_range_fade_h6,Sideways,Sideways -> CorrelationRange -> DecorrelatedRangeFade -> CorrelationShockAbsorptionV1:decorrelated_range_fade_h6,2025-08-22T18:00:00Z,2025-08-23T00:00:00Z,6,range_fade,0.036245827572677226,0.037445827572677226,win,116805.27,1.0,1.0,1.0,0.007351784867603283,0.016782463086182253,0.20215487321236333,-0.06577840172834945,-1.2930866087444775,0.019017042800759887,-0.011592660961179613,2025,208
board-b-b2r-correlation-shock-absorption/v1,20260512T024509+0800-codex-board-b-b2r-correlation-shock-panel-v1,CorrelationShockAbsorptionV1,decorrelated_range_fade_h6,Sideways,Sideways -> CorrelationRange -> DecorrelatedRangeFade -> CorrelationShockAbsorptionV1:decorrelated_range_fade_h6,2025-08-22T19:00:00Z,2025-08-23T01:00:00Z,6,range_fade,0.035256741667087456,0.036456741667087456,win,116655.79,1.0,1.0,1.0,0.007305020804553199,0.018040722729928516,0.19886152705794802,-0.06835087897167486,-1.6634391895325813,0.016226482953279442,-0.012020825425821391,2025,209
board-b-b2r-correlation-shock-absorption/v1,20260512T024509+0800-codex-board-b-b2r-correlation-shock-panel-v1,CorrelationShockAbsorptionV1,decorrelated_range_fade_h6,Sideways,Sideways -> CorrelationRange -> DecorrelatedRangeFade -> CorrelationShockAbsorptionV1:decorrelated_range_fade_h6,2025-08-25T13:00:00Z,2025-08-25T19:00:00Z,6,range_fade,-0.00815621350793052,-0.00695621350793052,loss,111491.69,0.2,-1.0,-0.25,0.01181296664451111,0.05721053043259505,0.18324237303707622,-0.08318992614726131,-1.4282853457610167,-0.027520618918898565,0.033976813205493506,2025,210
board-b-b2r-correlation-shock-absorption/v1,20260512T024509+0800-codex-board-b-b2r-correlation-shock-panel-v1,CorrelationShockAbsorptionV1,decorrelated_range_fade_h6,Sideways,Sideways -> CorrelationRange -> DecorrelatedRangeFade -> CorrelationShockAbsorptionV1:decorrelated_range_fade_h6,2025-08-25T14:00:00Z,2025-08-25T20:00:00Z,6,range_fade,-0.02048861571352214,-0.01928861571352214,loss,112260.0,0.2,0.3333333333333333,0.25,0.01188939604427841,0.04936711272570227,0.18963901527337182,-0.07593121286040541,-1.5415979363523087,-0.02106838892690155,0.02411553455377269,2025,211
board-b-b2r-correlation-shock-absorption/v1,20260512T024509+0800-codex-board-b-b2r-correlation-shock-panel-v1,CorrelationShockAbsorptionV1,decorrelated_range_fade_h6,Sideways,Sideways -> CorrelationRange -> DecorrelatedRangeFade -> CorrelationShockAbsorptionV1:decorrelated_range_fade_h6,2025-08-25T15:00:00Z,2025-08-25T21:00:00Z,6,range_fade,-0.017621564083769935,-0.016421564083769935,loss,112200.64,-0.6,0.3333333333333333,-0.25,0.011888336803433836,0.049869781246890565,0.17944188112539128,-0.08538398083493337,-1.3823311384891375,-0.019602877018270792,0.025761610222364895,2025,212
board-b-b2r-correlation-shock-absorption/v1,20260512T024509+0800-codex-board-b-b2r-correlation-shock-panel-v1,CorrelationShockAbsorptionV1,decorrelated_range_fade_h6,Sideways,Sideways -> CorrelationRange -> DecorrelatedRangeFade -> CorrelationShockAbsorptionV1:decorrelated_range_fade_h6,2025-08-25T17:00:00Z,2025-08-25T23:00:00Z,6,range_fade,-0.021457330247599903,-0.020257330247599903,loss,112431.4,-1.0,-1.0,-1.0,0.011787335148136267,0.04675464823200326,0.1783140708954229,-0.08506550827057158,-0.9763842115683502,-0.013432665755680917,0.016386175661543878,2025,214
board-b-b2r-correlation-shock-absorption/v1,20260512T024509+0800-codex-board-b-b2r-correlation-shock-panel-v1,CorrelationShockAbsorptionV1,decorrelated_range_fade_h6,Sideways,Sideways -> CorrelationRange -> DecorrelatedRangeFade -> CorrelationShockAbsorptionV1:decorrelated_range_fade_h6,2025-08-27T13:00:00Z,2025-08-27T19:00:00Z,6,range_fade,-0.006523030689431407,-0.005323030689431407,loss,111487.24,1.0,1.0,1.0,0.0121372529789184,0.047313029805851725,0.1748320723252428,-0.07855770310286256,-0.8202819624329918,-0.006539482931909979,0.02075190738558419,2025,224
board-b-b2r-correlation-shock-absorption/v1,20260512T024509+0800-codex-board-b-b2r-correlation-shock-panel-v1,CorrelationShockAbsorptionV1,decorrelated_range_fade_h6,Sideways,Sideways -> CorrelationRange -> DecorrelatedRangeFade -> CorrelationShockAbsorptionV1:decorrelated_range_fade_h6,2025-08-27T14:00:00Z,2025-08-27T20:00:00Z,6,range_fade,-0.010286897628370227,-0.009086897628370227,loss,111815.94,1.0,1.0,1.0,0.012148704211958164,0.0445042042657916,0.17357191857380846,-0.07904506428417354,-0.7823382520970348,-0.006634308614891116,0.021334334164041846,2025,225
board-b-b2r-correlation-shock-absorption/v1,20260512T024509+0800-codex-board-b-b2r-correlation-shock-panel-v1,CorrelationShockAbsorptionV1,decorrelated_range_fade_h6,Sideways,Sideways -> CorrelationRange -> DecorrelatedRangeFade -> CorrelationShockAbsorptionV1:decorrelated_range_fade_h6,2025-08-27T15:00:00Z,2025-08-27T21:00:00Z,6,range_fade,-0.011495178571428476,-0.010295178571428476,loss,112000.0,1.0,1.0,1.0,0.012132030642181373,0.042931364506425984,0.1664029548421771,-0.08531517968702723,-1.0128716287028754,-0.004169143650100349,0.016825818926369807,2025,226
board-b-b2r-correlation-shock-absorption/v1,20260512T024509+0800-codex-board-b-b2r-correlation-shock-panel-v1,CorrelationShockAbsorptionV1,decorrelated_range_fade_h6,Sideways,Sideways -> CorrelationRange -> DecorrelatedRangeFade -> CorrelationShockAbsorptionV1:decorrelated_range_fade_h6,2025-08-28T13:00:00Z,2025-08-28T19:00:00Z,6,range_fade,0.007048014747589294,0.008248014747589294,win,112832.0,0.2,0.3333333333333333,0.25,0.01028884849947452,0.03582171178561666,0.17127257319203354,-0.07577261373945418,0.8932983222180175,0.02494823768615073,0.04534981324702125,2025,231
board-b-b2r-correlation-shock-absorption/v1,20260512T024509+0800-codex-board-b-b2r-correlation-shock-panel-v1,CorrelationShockAbsorptionV1,decorrelated_range_fade_h6,Sideways,Sideways -> CorrelationRange -> DecorrelatedRangeFade -> CorrelationShockAbsorptionV1:decorrelated_range_fade_h6,2025-08-28T14:00:00Z,2025-08-28T20:00:00Z,6,range_fade,0.03456500715049158,0.03576500715049158,win,113153.06,0.2,1.0,0.5,0.010325775422102144,0.03307817199890628,0.17364269778314637,-0.0726081115861969,0.9607866267600884,0.021232606104338192,0.04263663666693451,2025,232
board-b-b2r-correlation-shock-absorption/v1,20260512T024509+0800-codex-board-b-b2r-correlation-shock-panel-v1,CorrelationShockAbsorptionV1,decorrelated_range_fade_h6,Sideways,Sideways -> CorrelationRange -> DecorrelatedRangeFade -> CorrelationShockAbsorptionV1:decorrelated_range_fade_h6,2025-08-28T19:00:00Z,2025-08-29T01:00:00Z,6,range_fade,-0.03476491824585517,-0.03356491824585517,loss,111901.36,-1.0,1.0,-0.25,0.004749382080141139,0.043774268526114324,0.21479529685673313,-0.030896085890652625,1.1531141277083319,-0.006673318759718994,0.019314784929720608,2025,237
board-b-b2r-correlation-shock-absorption/v1,20260512T024509+0800-codex-board-b-b2r-correlation-shock-panel-v1,CorrelationShockAbsorptionV1,decorrelated_range_fade_h6,Sideways,Sideways -> CorrelationRange -> DecorrelatedRangeFade -> CorrelationShockAbsorptionV1:decorrelated_range_fade_h6,2025-09-02T13:00:00Z,2025-09-02T19:00:00Z,6,range_fade,0.001894827089053287,0.003094827089053287,win,111149.99,0.2,-1.0,-0.25,0.008460304693713255,0.050194917281925044,0.1642510471566829,-0.08357082643585803,1.2764005727102417,0.006511780544190993,0.021520991438043646,2025,245
board-b-b2r-correlation-shock-absorption/v1,20260512T024509+0800-codex-board-b-b2r-correlation-shock-panel-v1,CorrelationShockAbsorptionV1,decorrelated_range_fade_h6,Sideways,Sideways -> CorrelationRange -> DecorrelatedRangeFade -> CorrelationShockAbsorptionV1:decorrelated_range_fade_h6,2025-09-02T16:00:00Z,2025-09-02T22:00:00Z,6,range_fade,-0.014169977664115006,-0.012969977664115007,loss,110785.85,-0.2,-1.0,-0.5,0.008366169439419107,0.05330658668307353,0.15796647763926458,-0.08933855085148676,1.475887141212785,0.011102996637918805,0.05066563042043226,2025,248
board-b-b2r-correlation-shock-absorption/v1,20260512T024509+0800-codex-board-b-b2r-correlation-shock-panel-v1,CorrelationShockAbsorptionV1,decorrelated_range_fade_h6,Sideways,Sideways -> CorrelationRange -> DecorrelatedRangeFade -> CorrelationShockAbsorptionV1:decorrelated_range_fade_h6,2025-09-02T17:00:00Z,2025-09-02T23:00:00Z,6,range_fade,-0.00971704924536123,-0.00851704924536123,loss,110914.0,0.6,-1.0,0.0,0.00834454723790154,0.05221151216844411,0.1557950288688286,-0.0914531267092363,1.4121578187664368,0.015748910634018398,0.050244820844461024,2025,249
board-b-b2r-correlation-shock-absorption/v1,20260512T024509+0800-codex-board-b-b2r-correlation-shock-panel-v1,CorrelationShockAbsorptionV1,decorrelated_range_fade_h6,Sideways,Sideways -> CorrelationRange -> DecorrelatedRangeFade -> CorrelationShockAbsorptionV1:decorrelated_range_fade_h6,2025-09-02T18:00:00Z,2025-09-03T00:00:00Z,6,range_fade,-0.01625850118851515,-0.01505850118851515,loss,110646.47,0.2,-1.0,-0.25,0.008344427555165321,0.054497624418922586,0.15244624393857162,-0.0948268542835124,1.542285025884868,0.025253535440882047,0.05343919584466783,2025,250
