source_window_id,root,provider,instrument,market_context,timeframe,start_date,end_date,row_count,train_rows,calibration_rows,test_rows,rule,min_sideways_abs_return_ratio,max_sideways_abs_return_ratio,min_sideways_range_ratio,max_sideways_range_ratio,status
sideways-BTC-USD-1d-2025-07-21-2025-07-21,Sideways,yfinance_cache,BTC-USD,crypto,1d,2025-07-21,2025-07-21,1,0,0,1,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.430292258807,0.430292258807,0.314924191758,0.314924191758,materialized_scoped_dated_window
sideways-BTC-USD-1d-2025-08-08-2025-08-09,Sideways,yfinance_cache,BTC-USD,crypto,1d,2025-08-08,2025-08-09,2,0,0,2,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.471860571885,0.483149514904,0.308282966776,0.308569366858,materialized_scoped_dated_window
sideways-BTC-USD-1d-2025-08-24-2025-09-24,Sideways,yfinance_cache,BTC-USD,crypto,1d,2025-08-24,2025-09-24,32,0,0,32,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.0116215428449,0.473259783466,0.237715754729,0.278908249292,materialized_scoped_dated_window
sideways-BTC-USD-1d-2025-09-28-2025-10-02,Sideways,yfinance_cache,BTC-USD,crypto,1d,2025-09-28,2025-10-02,5,0,0,5,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.0541239735444,0.471583908704,0.240442509457,0.240910726192,materialized_scoped_dated_window
sideways-BTC-USD-1d-2025-10-07-2025-10-10,Sideways,yfinance_cache,BTC-USD,crypto,1d,2025-10-07,2025-10-10,4,0,0,4,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.167553244607,0.490306628614,0.261135744503,0.261486435896,materialized_scoped_dated_window
sideways-BTC-USD-1d-2025-10-13-2025-10-15,Sideways,yfinance_cache,BTC-USD,crypto,1d,2025-10-13,2025-10-15,3,0,0,3,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.21745177203,0.47579299886,0.262129042851,0.262548753611,materialized_scoped_dated_window
sideways-BTC-USD-1d-2025-10-18-2025-10-20,Sideways,yfinance_cache,BTC-USD,crypto,1d,2025-10-18,2025-10-20,3,0,0,3,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.135660716736,0.416028181668,0.291718278861,0.29203595639,materialized_scoped_dated_window
sideways-BTC-USD-1d-2025-10-23-2025-11-03,Sideways,yfinance_cache,BTC-USD,crypto,1d,2025-10-23,2025-11-03,12,0,0,12,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.00529979900102,0.349390667893,0.292366881556,0.292870862494,materialized_scoped_dated_window
sideways-BTC-USD-1d-2026-01-13-2026-01-18,Sideways,yfinance_cache,BTC-USD,crypto,1d,2026-01-13,2026-01-18,6,0,0,6,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.0815690173711,0.310484110869,0.220847931821,0.248746353491,materialized_scoped_dated_window
sideways-BTC-USD-1d-2026-01-20-2026-01-28,Sideways,yfinance_cache,BTC-USD,crypto,1d,2026-01-20,2026-01-28,9,0,0,9,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.116432974659,0.465514196752,0.231026956169,0.247905572064,materialized_scoped_dated_window
sideways-BTC-USD-1d-2026-01-30-2026-01-30,Sideways,yfinance_cache,BTC-USD,crypto,1d,2026-01-30,2026-01-30,1,0,0,1,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.211700085946,0.211700085946,0.258783567259,0.258783567259,materialized_scoped_dated_window
sideways-BTC-USD-1d-2026-04-05-2026-04-05,Sideways,yfinance_cache,BTC-USD,crypto,1d,2026-04-05,2026-04-05,1,0,0,1,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.460812232258,0.460812232258,0.322362917709,0.322362917709,materialized_scoped_dated_window
sideways-BTC-USD-1d-2026-04-07-2026-04-10,Sideways,yfinance_cache,BTC-USD,crypto,1d,2026-04-07,2026-04-10,4,0,0,4,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.163619969092,0.339683611388,0.284878722587,0.285307378188,materialized_scoped_dated_window
sideways-BTC-USD-1d-2026-04-12-2026-04-12,Sideways,yfinance_cache,BTC-USD,crypto,1d,2026-04-12,2026-04-12,1,0,0,1,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.467896571557,0.467896571557,0.284326267748,0.284326267748,materialized_scoped_dated_window
sideways-BTC-USD-1w-2015-09-10-2015-10-01,Sideways,yfinance_cache,BTC-USD,crypto,1w,2015-09-10,2015-10-01,4,4,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.0380858009524,0.482533124846,0.334779792975,0.336317074541,materialized_scoped_dated_window
sideways-BTC-USD-1w-2023-09-07-2023-10-12,Sideways,yfinance_cache,BTC-USD,crypto,1w,2023-09-07,2023-10-12,6,0,6,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.0292011167454,0.492525044237,0.238738161392,0.240809162784,materialized_scoped_dated_window
sideways-BTC-USD-1w-2024-08-22-2024-08-22,Sideways,yfinance_cache,BTC-USD,crypto,1w,2024-08-22,2024-08-22,1,0,0,1,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.252865283289,0.252865283289,0.350931626569,0.350931626569,materialized_scoped_dated_window
sideways-BTC-USD-1w-2024-09-12-2024-09-26,Sideways,yfinance_cache,BTC-USD,crypto,1w,2024-09-12,2024-09-26,3,0,0,3,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.368428551844,0.419248304138,0.317774637516,0.320047310824,materialized_scoped_dated_window
sideways-BTC-USD-1w-2024-10-10-2024-10-17,Sideways,yfinance_cache,BTC-USD,crypto,1w,2024-10-10,2024-10-17,2,0,0,2,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.152415630116,0.4700012946,0.320344878348,0.320769316398,materialized_scoped_dated_window
sideways-BTC-USD-1w-2025-05-29-2025-06-19,Sideways,yfinance_cache,BTC-USD,crypto,1w,2025-05-29,2025-06-19,4,0,0,4,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.219989939264,0.369043661643,0.353271244278,0.356178255542,materialized_scoped_dated_window
sideways-BTC-USD-1w-2025-10-30-2025-11-06,Sideways,yfinance_cache,BTC-USD,crypto,1w,2025-10-30,2025-11-06,2,0,0,2,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.0823676918982,0.321332277502,0.22085421169,0.241921457341,materialized_scoped_dated_window
sideways-EEM-1d-2016-10-28-2016-11-02,Sideways,yfinance_cache,EEM,equity_etf,1d,2016-10-28,2016-11-02,4,4,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.0271171056041,0.504143892038,0.324653450286,0.324765175633,materialized_scoped_dated_window
sideways-EEM-1d-2016-11-07-2016-11-08,Sideways,yfinance_cache,EEM,equity_etf,1d,2016-11-07,2016-11-08,2,2,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.166758882398,0.264058735683,0.340086582829,0.340147466098,materialized_scoped_dated_window
sideways-EEM-1d-2021-05-25-2021-05-27,Sideways,yfinance_cache,EEM,equity_etf,1d,2021-05-25,2021-05-27,3,3,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0,0.480335614261,0.351686273931,0.351699369498,materialized_scoped_dated_window
sideways-EEM-1w-2017-01-12-2017-01-12,Sideways,yfinance_cache,EEM,equity_etf,1w,2017-01-12,2017-01-12,1,1,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.368814306268,0.368814306268,0.328687642233,0.328687642233,materialized_scoped_dated_window
sideways-EEM-1w-2017-02-02-2017-02-02,Sideways,yfinance_cache,EEM,equity_etf,1w,2017-02-02,2017-02-02,1,1,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.333552784324,0.333552784324,0.330763632363,0.330763632363,materialized_scoped_dated_window
sideways-EEM-1w-2019-07-25-2019-07-25,Sideways,yfinance_cache,EEM,equity_etf,1w,2019-07-25,2019-07-25,1,1,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.190550619434,0.190550619434,0.331169204221,0.331169204221,materialized_scoped_dated_window
sideways-EEM-1w-2021-08-26-2021-09-16,Sideways,yfinance_cache,EEM,equity_etf,1w,2021-08-26,2021-09-16,4,4,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.0960459319837,0.462037637412,0.340251307178,0.34095806536,materialized_scoped_dated_window
sideways-EEM-1w-2022-02-03-2022-02-10,Sideways,yfinance_cache,EEM,equity_etf,1w,2022-02-03,2022-02-10,2,0,2,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.0322493607293,0.425224642402,0.31380199135,0.313833016903,materialized_scoped_dated_window
sideways-EEM-1w-2023-09-14-2023-09-21,Sideways,yfinance_cache,EEM,equity_etf,1w,2023-09-14,2023-09-21,2,0,2,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.246178320549,0.320713673469,0.301543616315,0.308044050478,materialized_scoped_dated_window
sideways-EEM-1w-2024-01-25-2024-02-01,Sideways,yfinance_cache,EEM,equity_etf,1w,2024-01-25,2024-02-01,2,0,2,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.0902581992209,0.406250069308,0.337219251941,0.337315805733,materialized_scoped_dated_window
sideways-EEM-1w-2025-04-17-2025-05-01,Sideways,yfinance_cache,EEM,equity_etf,1w,2025-04-17,2025-05-01,3,0,0,3,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.0673993834193,0.40723963817,0.311658726318,0.311823894768,materialized_scoped_dated_window
sideways-EFA-1d-2015-06-12-2015-06-12,Sideways,yfinance_cache,EFA,equity_etf,1d,2015-06-12,2015-06-12,1,1,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.461538567732,0.461538567732,0.35490003563,0.35490003563,materialized_scoped_dated_window
sideways-EFA-1d-2015-06-16-2015-06-19,Sideways,yfinance_cache,EFA,equity_etf,1d,2015-06-16,2015-06-19,4,4,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.0456921295463,0.19834499215,0.354703656604,0.354782715653,materialized_scoped_dated_window
sideways-EFA-1d-2015-06-29-2015-07-02,Sideways,yfinance_cache,EFA,equity_etf,1d,2015-06-29,2015-07-02,4,4,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.151145423488,0.488983164632,0.301639688337,0.321349888822,materialized_scoped_dated_window
sideways-EFA-1d-2016-10-11-2016-11-02,Sideways,yfinance_cache,EFA,equity_etf,1d,2016-10-11,2016-11-02,17,17,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.0259736609358,0.503091222022,0.224784338617,0.305212951992,materialized_scoped_dated_window
sideways-EFA-1d-2016-12-07-2016-12-12,Sideways,yfinance_cache,EFA,equity_etf,1d,2016-12-07,2016-12-12,4,4,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.206048564116,0.421807849284,0.342067991207,0.342283084191,materialized_scoped_dated_window
sideways-EFA-1d-2016-12-14-2016-12-15,Sideways,yfinance_cache,EFA,equity_etf,1d,2016-12-14,2016-12-15,2,2,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.0344044703047,0.452162303038,0.341931971105,0.342037425664,materialized_scoped_dated_window
sideways-EFA-1d-2016-12-20-2016-12-21,Sideways,yfinance_cache,EFA,equity_etf,1d,2016-12-20,2016-12-21,2,2,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.200130897179,0.311001281989,0.308704873759,0.308770246236,materialized_scoped_dated_window
sideways-EFA-1d-2016-12-23-2017-01-05,Sideways,yfinance_cache,EFA,equity_etf,1d,2016-12-23,2017-01-05,8,8,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.080412064627,0.473449626208,0.278415248264,0.352672653452,materialized_scoped_dated_window
sideways-EFA-1d-2017-08-10-2017-08-10,Sideways,yfinance_cache,EFA,equity_etf,1d,2017-08-10,2017-08-10,1,1,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.435538495301,0.435538495301,0.277965366868,0.277965366868,materialized_scoped_dated_window
sideways-EFA-1d-2017-08-17-2017-08-21,Sideways,yfinance_cache,EFA,equity_etf,1d,2017-08-17,2017-08-21,3,3,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.331825943899,0.385563626323,0.228342421118,0.228457430225,materialized_scoped_dated_window
sideways-EFA-1d-2017-08-25-2017-08-31,Sideways,yfinance_cache,EFA,equity_etf,1d,2017-08-25,2017-08-31,5,5,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.227109518659,0.504081051057,0.22781839859,0.228012291582,materialized_scoped_dated_window
sideways-EFA-1d-2017-09-05-2017-09-05,Sideways,yfinance_cache,EFA,equity_etf,1d,2017-09-05,2017-09-05,1,1,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.49285298914,0.49285298914,0.227658894788,0.227658894788,materialized_scoped_dated_window
sideways-EFA-1d-2017-12-06-2017-12-06,Sideways,yfinance_cache,EFA,equity_etf,1d,2017-12-06,2017-12-06,1,1,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.38095751368,0.38095751368,0.200233603159,0.200233603159,materialized_scoped_dated_window
sideways-EFA-1d-2018-05-02-2018-05-04,Sideways,yfinance_cache,EFA,equity_etf,1d,2018-05-02,2018-05-04,3,3,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.0705402025166,0.341673777515,0.321956256591,0.32201739294,materialized_scoped_dated_window
sideways-EFA-1d-2018-05-11-2018-06-22,Sideways,yfinance_cache,EFA,equity_etf,1d,2018-05-11,2018-06-22,30,30,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0,0.418976822343,0.256180908619,0.321213789404,materialized_scoped_dated_window
sideways-EFA-1d-2018-06-26-2018-06-26,Sideways,yfinance_cache,EFA,equity_etf,1d,2018-06-26,2018-06-26,1,1,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.148850646237,0.148850646237,0.292721315505,0.292721315505,materialized_scoped_dated_window
sideways-EFA-1d-2018-07-09-2018-07-10,Sideways,yfinance_cache,EFA,equity_etf,1d,2018-07-09,2018-07-10,2,2,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.400994541497,0.436128276196,0.334785118239,0.334883273389,materialized_scoped_dated_window
sideways-EFA-1d-2018-07-20-2018-07-20,Sideways,yfinance_cache,EFA,equity_etf,1d,2018-07-20,2018-07-20,1,1,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.399546590936,0.399546590936,0.336137396281,0.336137396281,materialized_scoped_dated_window
sideways-EFA-1d-2018-07-24-2018-08-01,Sideways,yfinance_cache,EFA,equity_etf,1d,2018-07-24,2018-08-01,7,7,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.103959108222,0.401425508951,0.336347159348,0.336619344675,materialized_scoped_dated_window
sideways-EFA-1d-2018-08-22-2018-08-22,Sideways,yfinance_cache,EFA,equity_etf,1d,2018-08-22,2018-08-22,1,1,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.0147637791799,0.0147637791799,0.323456809313,0.323456809313,materialized_scoped_dated_window
sideways-EFA-1d-2018-08-24-2018-08-29,Sideways,yfinance_cache,EFA,equity_etf,1d,2018-08-24,2018-08-29,4,4,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.074314516948,0.267431369796,0.323637891127,0.323741568379,materialized_scoped_dated_window
sideways-EFA-1d-2018-09-13-2018-09-19,Sideways,yfinance_cache,EFA,equity_etf,1d,2018-09-13,2018-09-19,5,5,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.100612581267,0.336526617443,0.292736731923,0.292835253561,materialized_scoped_dated_window
sideways-EFA-1d-2018-09-28-2018-10-05,Sideways,yfinance_cache,EFA,equity_etf,1d,2018-09-28,2018-10-05,6,6,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.0932008132752,0.432818964118,0.291839334444,0.292021545061,materialized_scoped_dated_window
sideways-EFA-1d-2019-05-13-2019-06-17,Sideways,yfinance_cache,EFA,equity_etf,1d,2019-05-13,2019-06-17,25,25,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.0228690636666,0.472718780227,0.300051001863,0.305341338418,materialized_scoped_dated_window
sideways-EFA-1d-2019-06-26-2019-06-28,Sideways,yfinance_cache,EFA,equity_etf,1d,2019-06-26,2019-06-28,3,3,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.348814170677,0.403287218667,0.310304977738,0.317146990652,materialized_scoped_dated_window
sideways-EFA-1d-2020-01-31-2020-02-04,Sideways,yfinance_cache,EFA,equity_etf,1d,2020-01-31,2020-02-04,3,3,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.047467193609,0.489197173403,0.287906725893,0.288010353915,materialized_scoped_dated_window
sideways-EFA-1d-2020-02-18-2020-02-18,Sideways,yfinance_cache,EFA,equity_etf,1d,2020-02-18,2020-02-18,1,1,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.448179810984,0.448179810984,0.286776988282,0.286776988282,materialized_scoped_dated_window
sideways-EFA-1d-2020-02-21-2020-02-21,Sideways,yfinance_cache,EFA,equity_etf,1d,2020-02-21,2020-02-21,1,1,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.385764946958,0.385764946958,0.28646838914,0.28646838914,materialized_scoped_dated_window
sideways-EFA-1d-2020-10-14-2020-10-22,Sideways,yfinance_cache,EFA,equity_etf,1d,2020-10-14,2020-10-22,7,7,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.0815827493859,0.492570539613,0.345193622539,0.345591673676,materialized_scoped_dated_window
sideways-EFA-1d-2020-10-27-2020-10-27,Sideways,yfinance_cache,EFA,equity_etf,1d,2020-10-27,2020-10-27,1,1,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.019761188684,0.019761188684,0.274364403948,0.274364403948,materialized_scoped_dated_window
sideways-EFA-1d-2021-07-08-2021-07-08,Sideways,yfinance_cache,EFA,equity_etf,1d,2021-07-08,2021-07-08,1,1,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.413335113944,0.413335113944,0.325027931603,0.325027931603,materialized_scoped_dated_window
sideways-EFA-1d-2021-07-13-2021-07-14,Sideways,yfinance_cache,EFA,equity_etf,1d,2021-07-13,2021-07-14,2,2,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.402591000453,0.505149820852,0.324505626951,0.324613598306,materialized_scoped_dated_window
sideways-EFA-1d-2021-07-16-2021-07-26,Sideways,yfinance_cache,EFA,equity_etf,1d,2021-07-16,2021-07-26,7,7,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.101702478251,0.415545508082,0.32408437169,0.324354473257,materialized_scoped_dated_window
sideways-EFA-1d-2021-07-28-2021-07-28,Sideways,yfinance_cache,EFA,equity_etf,1d,2021-07-28,2021-07-28,1,1,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.463807461546,0.463807461546,0.323852607456,0.323852607456,materialized_scoped_dated_window
sideways-EFA-1d-2021-08-02-2021-08-04,Sideways,yfinance_cache,EFA,equity_etf,1d,2021-08-02,2021-08-04,3,3,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.357619464075,0.462974742176,0.32325753426,0.323424189816,materialized_scoped_dated_window
sideways-EFA-1d-2021-08-17-2021-09-02,Sideways,yfinance_cache,EFA,equity_etf,1d,2021-08-17,2021-09-02,13,13,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.0144267503617,0.408358683497,0.314665513836,0.334080205342,materialized_scoped_dated_window
sideways-EFA-1d-2021-10-12-2021-11-11,Sideways,yfinance_cache,EFA,equity_etf,1d,2021-10-12,2021-11-11,23,23,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.0372151171738,0.439810330456,0.329087653698,0.330179487033,materialized_scoped_dated_window
sideways-EFA-1d-2021-11-16-2021-11-24,Sideways,yfinance_cache,EFA,equity_etf,1d,2021-11-16,2021-11-24,7,5,2,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.115666508432,0.427832270344,0.328645024017,0.328856626801,materialized_scoped_dated_window
sideways-EFA-1d-2023-06-29-2023-06-29,Sideways,yfinance_cache,EFA,equity_etf,1d,2023-06-29,2023-06-29,1,0,1,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.292290844281,0.292290844281,0.321875132214,0.321875132214,materialized_scoped_dated_window
sideways-EFA-1d-2023-07-05-2023-07-12,Sideways,yfinance_cache,EFA,equity_etf,1d,2023-07-05,2023-07-12,6,0,6,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.0241445602684,0.420021210938,0.321487670956,0.321577905722,materialized_scoped_dated_window
sideways-EFA-1d-2024-08-01-2024-08-02,Sideways,yfinance_cache,EFA,equity_etf,1d,2024-08-01,2024-08-02,2,0,0,2,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.0425686326254,0.416143100423,0.262325918141,0.320476007765,materialized_scoped_dated_window
sideways-EFA-1d-2025-01-21-2025-01-29,Sideways,yfinance_cache,EFA,equity_etf,1d,2025-01-21,2025-01-29,7,0,0,7,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.0067888445706,0.345511948647,0.315319186478,0.330311950973,materialized_scoped_dated_window
sideways-EFA-1d-2025-11-17-2025-11-24,Sideways,yfinance_cache,EFA,equity_etf,1d,2025-11-17,2025-11-24,6,0,0,6,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.119984149536,0.341604751814,0.354503823611,0.354684228303,materialized_scoped_dated_window
sideways-EFA-1d-2025-12-09-2025-12-09,Sideways,yfinance_cache,EFA,equity_etf,1d,2025-12-09,2025-12-09,1,0,0,1,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.4727051702,0.4727051702,0.313715741368,0.313715741368,materialized_scoped_dated_window
sideways-EFA-1w-2015-08-13-2015-08-13,Sideways,yfinance_cache,EFA,equity_etf,1w,2015-08-13,2015-08-13,1,1,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.0872084438994,0.0872084438994,0.293003658999,0.293003658999,materialized_scoped_dated_window
sideways-EFA-1w-2016-09-08-2016-09-08,Sideways,yfinance_cache,EFA,equity_etf,1w,2016-09-08,2016-09-08,1,1,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.386422547196,0.386422547196,0.304839689093,0.304839689093,materialized_scoped_dated_window
sideways-EFA-1w-2016-10-06-2016-12-01,Sideways,yfinance_cache,EFA,equity_etf,1w,2016-10-06,2016-12-01,9,9,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.0279106255529,0.252541489382,0.302226089625,0.302717137522,materialized_scoped_dated_window
sideways-EFA-1w-2016-12-15-2016-12-15,Sideways,yfinance_cache,EFA,equity_etf,1w,2016-12-15,2016-12-15,1,1,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.377578870294,0.377578870294,0.301370534551,0.301370534551,materialized_scoped_dated_window
sideways-EFA-1w-2017-02-02-2017-02-16,Sideways,yfinance_cache,EFA,equity_etf,1w,2017-02-02,2017-02-16,3,3,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.390284421765,0.501951240995,0.258503860157,0.280079871196,materialized_scoped_dated_window
sideways-EFA-1w-2017-03-02-2017-03-02,Sideways,yfinance_cache,EFA,equity_etf,1w,2017-03-02,2017-03-02,1,1,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.224183901404,0.224183901404,0.294718977387,0.294718977387,materialized_scoped_dated_window
sideways-EFA-1w-2018-03-22-2018-05-03,Sideways,yfinance_cache,EFA,equity_etf,1w,2018-03-22,2018-05-03,7,7,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.270312639814,0.504971566533,0.330243609457,0.336654745869,materialized_scoped_dated_window
sideways-EFA-1w-2018-05-17-2018-06-21,Sideways,yfinance_cache,EFA,equity_etf,1w,2018-05-17,2018-06-21,6,6,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.0964995545581,0.454229407957,0.278851207816,0.344406002775,materialized_scoped_dated_window
sideways-EFA-1w-2018-08-02-2018-08-02,Sideways,yfinance_cache,EFA,equity_etf,1w,2018-08-02,2018-08-02,1,1,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.0842917287884,0.0842917287884,0.19155387596,0.19155387596,materialized_scoped_dated_window
sideways-EFA-1w-2018-08-16-2018-08-30,Sideways,yfinance_cache,EFA,equity_etf,1w,2018-08-16,2018-08-30,3,3,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.0673059428872,0.481877452732,0.227404844797,0.227792238722,materialized_scoped_dated_window
sideways-EFA-1w-2018-09-13-2018-09-27,Sideways,yfinance_cache,EFA,equity_etf,1w,2018-09-13,2018-09-27,3,3,0,0,sideways_abs_return_ratio <= 0.505204858191 AND sideways_range_ratio <= 0.357222193236,0.0822830743615,0.181900362786,0.228165841837,0.228292769183,materialized_scoped_dated_window
