path,writes_canonical_intake,proposes_sidecars,sha256
docs/experiments/actionable-regime-confidence/runs/20260511T204715-codex-source-acquisition-outbox-v2-after-r6-uplift/scripts/source_acquisition_outbox_v2_after_r6_uplift.py,True,False,813a5e6dc72d94843030eb9fb72c08c07522f792592b44bbff6e126dfffd7e7a
docs/experiments/actionable-regime-confidence/runs/20260511T204803-codex-live-public-acquisition-recheck-v36/scripts/live_public_acquisition_recheck_v36.py,True,False,cbbfee4094a1539cce7b25d44a0c2695a6233692ef0f0801b1f4a4331275a2ce
docs/experiments/actionable-regime-confidence/runs/20260511T204850-codex-r6-finra-official-route-screen-v1/scripts/r6_finra_official_route_screen_v1.py,True,False,e4474218b068e06c8140f75608dcddf7fe3514650b3945bb46d49f0247aa7497
docs/experiments/actionable-regime-confidence/runs/20260511T204948-codex-provider-chain-intake-gap-recheck-v1/scripts/provider_chain_intake_gap_recheck_v1.py,True,False,9ddf10d9d2ad65273391d948001fc8d0378b5971e090f26632fb262bb206c39e
docs/experiments/actionable-regime-confidence/runs/20260511T205142-codex-provider-chain-intake-readback-v37/scripts/provider_chain_intake_readback_v37.py,True,False,1597c4adfdeacda330a7e110abb98ebc03ccfb678b2096db7200657f339d5e7e
docs/experiments/actionable-regime-confidence/runs/20260511T205142-codex-r6-finra-request-draft-addendum-v1/scripts/r6_finra_request_draft_addendum_v1.py,True,False,1a0074edb5d9fa5864415d4f918293a216e94c6a0c4a8076d4a023a33685ca2c
docs/experiments/actionable-regime-confidence/runs/20260511T205157-codex-live-provider-intake-recheck-v37/scripts/live_provider_intake_recheck_v37.py,True,False,4a2e5173ac04494fe5e658bf8461b536753a703a6fc2b1d927680b7b01d58bd9
docs/experiments/actionable-regime-confidence/runs/20260511T205200-codex-live-public-acquisition-recheck-v37/scripts/live_public_acquisition_recheck_v37.py,True,False,7dd93887dd72a040fff6bd060b6a0016caf9876a110da87197650c8d9ad390e7
docs/experiments/actionable-regime-confidence/runs/20260511T205214-codex-current-goal-completion-audit-v36-after-current-public-scout/scripts/current_goal_completion_audit_v36_after_current_public_scout.py,True,False,410fb21eaa4e6e381b3370f44c65c963f5fa27adc58ad0d4651ea29a07c19d3f
docs/experiments/actionable-regime-confidence/runs/20260511T205239-codex-cftc-finra-direct-public-positive-probe-v1/scripts/cftc_finra_direct_public_positive_probe_v1.py,True,False,4a484c847e6216640135a85d5e7cfaeb293162c48075853bb590f431bd339eea
docs/experiments/actionable-regime-confidence/runs/20260511T205323-codex-current-goal-completion-audit-v37-after-live-public-recheck/scripts/current_goal_completion_audit_v37_after_live_public_recheck.py,True,False,0a61abc863b93d6b49d97775e4a3ffacaf9447020728973de7b10912e3d7840e
docs/experiments/actionable-regime-confidence/runs/20260511T205654-codex-cftc-matched-control-seed-v1/scripts/cftc_matched_control_seed_v1.py,True,False,f3a1d5ca72dce039327c280fc57c2727c66a54c44a755fe70ac05b0cbe3315e6
docs/experiments/actionable-regime-confidence/runs/20260511T205742-codex-r6-cme-normal-control-route-screen-v1/scripts/r6_cme_normal_control_route_screen_v1.py,True,False,bd16df3c40832e82fa3d8d8e5eae2c83ed658847b1332f1076c5c56a02636363
docs/experiments/actionable-regime-confidence/runs/20260511T205810-codex-r6-matched-control-failclosed-readback-v1/scripts/r6_matched_control_failclosed_readback_v1.py,True,False,c79c4012419f19a1a64df041db0d05f7d4cabf322de64fcd298a88a4ff7c0dd3
docs/experiments/actionable-regime-confidence/runs/20260511T210002-codex-current-goal-completion-audit-v38-after-cftc-control-seed/scripts/current_goal_completion_audit_v38_after_cftc_control_seed.py,True,False,385c3f7e57e61fa41e47d358ec7ea905c50eaa6871a20d809245cb691e03b9ce
docs/experiments/actionable-regime-confidence/runs/20260511T210030-codex-r6-cftc-schema-ready-calibration-gate-v1/scripts/r6_cftc_schema_ready_calibration_gate_v1.py,True,False,4b55ab80d75bd4d44d9055a9cc0ff95fb88206fc5557d8f45e086bb0ef04b42f
docs/experiments/actionable-regime-confidence/runs/20260511T210150-codex-cftc-gandhi-source-row-uplift-v1/scripts/cftc_gandhi_source_row_uplift_v1.py,True,False,50c8acc4df718af3c25564b2b2893e7bd19ee3125e6c520b6adc3e9a50b81fa3
docs/experiments/actionable-regime-confidence/runs/20260511T210514-codex-r6-gandhi-expanded-calibration-gate-v1/scripts/r6_gandhi_expanded_calibration_gate_v1.py,True,False,fda2563140ef580d65c4f126058093d93c1451bf67a211b05b9933e9a5da45c1
docs/experiments/actionable-regime-confidence/runs/20260511T210553-codex-r6-after-gandhi-calibration-gate-v1/scripts/r6_after_gandhi_calibration_gate_v1.py,True,False,4c76a8302a72ed6b900e6c29f91c4831049743b95944832b0b8fcc727a061237
docs/experiments/actionable-regime-confidence/runs/20260511T210620-codex-current-goal-completion-audit-v39-after-gandhi-uplift/scripts/current_goal_completion_audit_v39_after_gandhi_uplift.py,True,False,6d19818c679220f9d815a0166162f816fa63f76e787a62753744b2159c779aab
docs/experiments/actionable-regime-confidence/runs/20260511T210744-codex-r6-mohan-additional-row-uplift-v1/scripts/r6_mohan_additional_row_uplift_v1.py,True,False,0e6231c8ecc1b56d59f26132f0fea81d22d63fcc9516c3d31a6bba0a5bc5e92d
docs/experiments/actionable-regime-confidence/runs/20260511T210950-codex-concurrency-safe-intake-snapshot-v1/scripts/concurrency_safe_intake_snapshot_v1.py,True,False,8d8cc4d26a690e94df0edf1387031fcafb25e393f1f45387b96054a56e35bc66
docs/experiments/actionable-regime-confidence/runs/20260511T211030-codex-current-goal-completion-audit-v40-after-mohan-uplift/scripts/current_goal_completion_audit_v40_after_mohan_uplift.py,True,False,43f3584c37d620b7870af3a7aac0a7dd18f5b526a897b72fe15d1970eaeff910
docs/experiments/actionable-regime-confidence/runs/20260511T211030-codex-current-intake-consistency-audit-v40/scripts/current_intake_consistency_audit_v40.py,True,False,4296060b8968575542adca201ad61e050c6f69ac4dcf7fbede8abcab24f36d3e
docs/experiments/actionable-regime-confidence/runs/20260511T211032-codex-r6-mohan-complaint-expansion-gate-v1/scripts/r6_mohan_complaint_expansion_gate_v1.py,True,False,684260eb790364fdb2c8ea12b8706b3995fcfb1315482e69a62fcf7cc1458194
docs/experiments/actionable-regime-confidence/runs/20260511T211050-codex-r6-current-live-intake-calibration-readback-v1/scripts/r6_current_live_intake_calibration_readback_v1.py,True,False,8009750b2afbc05a291dbd086c14eab63ba5f6e7a9c22b51002e43efe1f564d4
docs/experiments/actionable-regime-confidence/runs/20260511T211105-codex-current-goal-completion-audit-v40-live-direct-9x9/scripts/current_goal_completion_audit_v40_live_direct_9x9.py,True,False,02ec1613a55c7610e1e5df024e62d2de90bc8bba65a7391a4d918eb2900a0847
docs/experiments/actionable-regime-confidence/runs/20260511T211112-codex-r2-r3-r5-source-intake-gap-readback-v1/scripts/r2_r3_r5_source_intake_gap_readback_v1.py,True,False,629fdd7b5fa8cd46e90954ad656fe30f4c868800bb2a4cf6de144cd5e2eea9bf
docs/experiments/actionable-regime-confidence/runs/20260511T211130-codex-r6-current-intake-stability-calibration-v1/scripts/r6_current_intake_stability_calibration_v1.py,True,False,89d229bf6b740b7511c151ae01a7c931d44c97e10145d75009eb16153a5e746f
docs/experiments/actionable-regime-confidence/runs/20260511T211201-codex-r6-mohan-shak-row-uplift-v1/scripts/r6_mohan_shak_row_uplift_v1.py,True,False,cb9fcd3fe94b8671171c9c3af5c8b1bff5f1f70470aae03c9127de0bb9af3087
docs/experiments/actionable-regime-confidence/runs/20260511T211208-codex-cftc-vorley-chanu-row-uplift-calibration-v1/scripts/cftc_vorley_chanu_row_uplift_calibration_v1.py,True,False,138b381f7376dfddb946fb6b5b1eedbfe49542c8277d18a6c04c04f8ecdf9f10
docs/experiments/actionable-regime-confidence/runs/20260511T211552-codex-current-goal-completion-audit-v41-post-source-gap/scripts/current_goal_completion_audit_v41_post_source_gap.py,True,False,9279aeb0801594cfcf9903ba533c57d4c3a710e6dce3761076a91972f04da5a3
docs/experiments/actionable-regime-confidence/runs/20260511T211606-codex-r6-shak-complaint-row-uplift-gate-v1/scripts/r6_shak_complaint_row_uplift_gate_v1.py,True,False,a8dc5fc4aa70d592f8eced89dc25d01a1670b8ba04fd6c773925a54902a19867
docs/experiments/actionable-regime-confidence/runs/20260511T211628-codex-r6-shak-cftc-row-uplift-v1/scripts/r6_shak_cftc_row_uplift_v1.py,True,False,ab6c33e41e16126fe91fedde967566234a639182e6fbb3da042c79a4fc3bfe33
docs/experiments/actionable-regime-confidence/runs/20260511T212003-codex-r6-live-32x32-calibration-readback-v1/scripts/r6_live_32x32_calibration_readback_v1.py,True,False,12e390e950b4f83f5b37c76e4a86cf93b33464e02072ad68b373cbeb50f0ef75
docs/experiments/actionable-regime-confidence/runs/20260511T212004-codex-r6-shak-duplicate-row-cleanup-v1/scripts/r6_shak_duplicate_row_cleanup_v1.py,True,False,66909e2f2bec2c05f16cefcc38d702fef67f32c4aee2392d5ee766ebe30e9c74
docs/experiments/actionable-regime-confidence/runs/20260511T212053-codex-current-goal-completion-audit-v42-after-shak-uplift/scripts/current_goal_completion_audit_v42_after_shak_uplift.py,True,False,d5dd487e17e4d3156b6a44e75c5e8aba983ead6095fbf4fdcce55f6134fe8f07
docs/experiments/actionable-regime-confidence/runs/20260511T212118-codex-r2-r3-r5-public-route-and-root-readback-v1/scripts/r2_r3_r5_public_route_and_root_readback_v1.py,True,False,32ecbb8be5a6572f96b5aebf1683b377116a577af05c92bd8b9d67c64dfbaa37
docs/experiments/actionable-regime-confidence/runs/20260511T212137-codex-r6-geneva-cftc-row-uplift-v1/scripts/r6_geneva_cftc_row_uplift_v1.py,True,False,2ee920377ba77625110abfa92ee39a928c2d97e0fcf787683c0027881c53f17f
docs/experiments/actionable-regime-confidence/runs/20260511T212256-codex-current-goal-completion-audit-v42-after-duplicate-cleanup/scripts/current_goal_completion_audit_v42_after_duplicate_cleanup.py,True,False,ff086d7c71a54101762d1f5bc26ff50089fccd46629d99d62d33edd6c52daefd
docs/experiments/actionable-regime-confidence/runs/20260511T212325-codex-r6-mohan-shak-duplicate-cleanup-v1/scripts/r6_mohan_shak_duplicate_cleanup_v1.py,True,False,0b6d656b4b7badf817cca855a48601ecdb19519a02857071f1b72bcef80d52a6
docs/experiments/actionable-regime-confidence/runs/20260511T212339-codex-post-cleanup-provider-chain-readback-v1/scripts/post_cleanup_provider_chain_readback_v1.py,True,False,1ddd17ace5cd1b3072c4b713338dd1e8c1ebe3f8003cb5dd027396ed4f96826a
docs/experiments/actionable-regime-confidence/runs/20260511T212401-codex-current-goal-completion-audit-v43-post-cleanup/scripts/current_goal_completion_audit_v43_post_cleanup.py,True,False,3f63e2ebd0acd3e3773a230294dcea2ace42e26102dd2b0f09d5c883c44b9daf
docs/experiments/actionable-regime-confidence/runs/20260511T212521-codex-r6-arab-fny-tower-cached-screen-v1/scripts/r6_arab_fny_tower_cached_screen_v1.py,True,False,1fd3cba723622c2aeb2da63558d66b533dbb74c5bd833511e8b81e09969f5b7a
docs/experiments/actionable-regime-confidence/runs/20260511T212711-codex-current-goal-completion-audit-v44-post-212325/scripts/current_goal_completion_audit_v44_post_212325.py,True,False,2fd7ef8d41a6e863df1e80e751e896306397dc62a1e2ca01fa76b40dbafd4298
docs/experiments/actionable-regime-confidence/runs/20260511T213101-codex-current-goal-completion-audit-v45-after-nifty-intake/scripts/current_goal_completion_audit_v45_after_nifty_intake.py,True,False,4e17d9dd1a29fbfa19eab5e4a326adcdaec7dc2786b31aea0b9b25a75846d320
docs/experiments/actionable-regime-confidence/runs/20260511T213113-codex-r6-zhao-skudder-cftc-row-uplift-v1/scripts/r6_zhao_skudder_cftc_row_uplift_v1.py,True,False,e5de76b419baa246bdb1789d1c6e708959e3ae47adb4ba545a3296ac1080d637
docs/experiments/actionable-regime-confidence/runs/20260511T213129-codex-current-goal-completion-audit-v45-after-nifty-source-label/scripts/current_goal_completion_audit_v45_after_nifty_source_label.py,True,False,c992efa23bc6003ab993fe682013770877cb38e20f2950141585d061f8e6063f
docs/experiments/actionable-regime-confidence/runs/20260511T213300-codex-current-goal-completion-audit-v45-after-nifty-equivalence/scripts/current_goal_completion_audit_v45_after_nifty_equivalence.py,True,False,bb67d02592581910e4d7b1cc9d0932f0c1ddbe5c65c65b701254ee41e193bfbe
docs/experiments/actionable-regime-confidence/runs/20260511T213312-codex-r6-flotron-cftc-row-uplift-v1/scripts/r6_flotron_cftc_row_uplift_v1.py,True,False,21d1c8cdd9edc70cc94170f9f6df713fbaad4e4004446470bbd0ac6de7e35c55
docs/experiments/actionable-regime-confidence/runs/20260511T213316-codex-current-goal-completion-audit-v45-post-nifty-equivalence/scripts/current_goal_completion_audit_v45_post_nifty_equivalence.py,True,False,dec797f45d7a7442fba5de764f06c95af616ec2ece927ac29554d6175ebaf69e
docs/experiments/actionable-regime-confidence/runs/20260511T213558-codex-current-goal-completion-audit-v46-after-flotron-r6-uplift/scripts/current_goal_completion_audit_v46_after_flotron_r6_uplift.py,True,False,f25aa081c2f3a2f44793db7d52fb5e87e3602795e9711607642f10d1ee276dc1
docs/experiments/actionable-regime-confidence/runs/20260511T213705-codex-current-goal-completion-audit-v46-after-us-panel-source-label-extension/scripts/current_goal_completion_audit_v46_after_us_panel_source_label_extension.py,True,False,d577a62255657d7bf6ea9c4c766c7ee38af417794e2f3c17b28321f066444f10
docs/experiments/actionable-regime-confidence/runs/20260511T214457-codex-current-goal-completion-audit-v47-after-source-label-cleanup/scripts/current_goal_completion_audit_v47_after_source_label_cleanup.py,True,False,b1e045e5168a845a56d1ceee26c98753426faf921f4c0383ce3bb1157cf512bd
docs/experiments/actionable-regime-confidence/runs/20260511T215015-codex-current-goal-completion-audit-v48-after-source-confidence-calibration/scripts/current_goal_completion_audit_v48_after_source_confidence_calibration.py,True,False,24819f1ab52467e34dd040550c71d649fd8722d6190c605019280788cf3ecf35
docs/experiments/actionable-regime-confidence/runs/20260511T220410-codex-r6-vorley-franko-row-uplift-v1/scripts/r6_vorley_franko_row_uplift_v1.py,True,False,eb8a718e802921635432dddb31a3f0e62ef30f0d569338215f1b20e134eeaf58
docs/experiments/actionable-regime-confidence/runs/20260511T220556-codex-r6-logista-cftc-row-repair-v1/scripts/r6_logista_cftc_row_repair_v1.py,True,False,7a3961ac3c0ab1c551050d909bb9057863e31a3feee4855595e494b161c0c849
docs/experiments/actionable-regime-confidence/runs/20260511T220727-codex-r6-logista-serotta-cftc-row-uplift-v1/scripts/r6_logista_serotta_cftc_row_uplift_v1.py,True,False,9dc0070585569c5d9cff441445da0396178f4c64515a0c51be33340614181de6
docs/experiments/actionable-regime-confidence/runs/20260511T220755-codex-r6-official-rowlevel-support-extension-v1/scripts/r6_official_rowlevel_support_extension_v1.py,True,False,5bd781ddfddb693d74dbdb02ff7f15eecbfeeb29e8d92d294fd8d4bf5b7e41b3
docs/experiments/actionable-regime-confidence/runs/20260511T221034-codex-r6-logista-franko-row-uplift-v1/scripts/r6_logista_franko_row_uplift_v1.py,True,False,9ce91ff3633e7ef6e2b6c94d314187bd78bc0ef7b9d064be5468a5e5f2eda303
docs/experiments/actionable-regime-confidence/runs/20260511T221041-codex-r6-live-53x53-readback-v1/scripts/r6_live_53x53_readback_v1.py,True,False,1044c3cb903a3a72cf800ad8058cf47731018c3d09d50f804763cb98cbf67ad2
docs/experiments/actionable-regime-confidence/runs/20260511T221210-codex-r6-logista-semantic-duplicate-cleanup-v1/scripts/r6_logista_semantic_duplicate_cleanup_v1.py,True,False,4dfe5b5333120bf6a3dfe115dd338695e765ddebb45fa6e3ae54f0fb7eedb489
docs/experiments/actionable-regime-confidence/runs/20260511T222600-codex-r6-sidecar-broad-normal-calibration-v1/scripts/r6_sidecar_broad_normal_calibration_v1.py,True,False,cc957c0caee9c305c6c978b5310ddd6e678cc8052b0e84ce7d902bf4ce4c9b08
docs/experiments/actionable-regime-confidence/runs/20260511T225505-codex-r6-sarao-positive-row-candidate-screen-v1/scripts/r6_sarao_positive_row_candidate_screen_v1.py,True,True,ec8cb7bf530c4acf108be29dbe634ff6b8ad857b45286f338d7bafa6b2c1f93e
docs/experiments/actionable-regime-confidence/runs/20260511T233454-codex-r6-nowak-smith-positive-row-candidate-screen-v1/scripts/r6_nowak_smith_positive_row_candidate_screen_v1.py,True,True,d9826b5311aa8ffc4491c5981dbfe7b3af33bfbe220b441bc2c69a8ab707d36b
docs/experiments/actionable-regime-confidence/runs/20260511T234531-codex-current-goal-completion-audit-v55-after-r6-unregistered-screens/scripts/current_goal_completion_audit_v55_after_r6_unregistered_screens.py,True,False,bc7217e74680cd8e88c4b1d9e826dece58d2ae110baa85ca8c45d0cde31bafff
docs/experiments/actionable-regime-confidence/runs/20260511T234622-codex-r6-live-intake-missing-readback-v55/scripts/r6_live_intake_missing_readback_v55.py,True,False,e808a18176afc0dee9866fd9c2498ba8a4d1d56616c524a554bd50ccf489cabb
docs/experiments/actionable-regime-confidence/runs/20260511T234735-codex-r6-oystacher-khara-salim-positive-row-candidate-screen-v1/scripts/r6_oystacher_khara_salim_positive_row_candidate_screen_v1.py,False,True,490af15728d58da890e1d4a1961c75b781fb08dc30aa2ddbed7eeab7a49211aa
docs/experiments/actionable-regime-confidence/runs/20260511T234746-codex-r6-jpmorgan-positive-row-candidate-screen-v1/scripts/r6_jpmorgan_positive_row_candidate_screen_v1.py,False,True,2367373386c90e4245cfeda562611610937d795bed03bd126be1a03fa76d8f05
docs/experiments/actionable-regime-confidence/runs/20260511T234818-codex-r6-jpmorgan-positive-row-candidate-screen-v1/scripts/r6_jpmorgan_positive_row_candidate_screen_v1.py,False,True,3bc4e617fc4306e47360bb26410748d0f0929551e872a3d5512940274cab9e91
docs/experiments/actionable-regime-confidence/runs/20260511T234818-codex-r6-jpmorgan-positive-row-candidate-screen-v1/scripts/r6_post_jpm_provider_chain_readback_v1.py,True,False,c42544f95b3aa75c9d28317a4cfe4d6eed26ff3e713cd7f879765e8f4805b1a8
docs/experiments/actionable-regime-confidence/runs/20260511T234834-codex-r6-thakkar-backofbook-positive-row-candidate-screen-v1/scripts/r6_thakkar_backofbook_positive_row_candidate_screen_v1.py,False,True,22203e571fc8774c0e750d8238acec49009ed92b05e829cb2e7bffb4c87b7f17
docs/experiments/actionable-regime-confidence/runs/20260511T235000-codex-r6-moncada-large-lot-positive-row-candidate-screen-v1/scripts/r6_moncada_large_lot_positive_row_candidate_screen_v1.py,True,True,add51c28c92acc4dc15c5af8d5c24e3fcff139ee0fd644eb68e8ec7c2cc73d18
docs/experiments/actionable-regime-confidence/runs/20260511T235000-codex-r6-trunz-positive-row-candidate-screen-v1/scripts/r6_trunz_positive_row_candidate_screen_v1.py,False,True,ec081182c93c75a04776c343193755fcfa57c8a5e4a3f24dcc1e03a51167cf0d
docs/experiments/actionable-regime-confidence/runs/20260511T235048-codex-r6-jpmorgan-order-positive-row-candidate-screen-v1/scripts/r6_jpmorgan_order_positive_row_candidate_screen_v1.py,True,False,a353f5983d2634a90eef269e1a7a5f713ddd6a02987bcda04898da3fde0e9729
docs/experiments/actionable-regime-confidence/runs/20260511T235303-codex-r6-direct-intake-reconstruction-preflight-v1/scripts/r6_direct_intake_reconstruction_preflight_v1.py,True,True,078888bb8641fa3b8af9a8b934d5fbae2de91db95cc17521459c7f5b54281f9e
docs/experiments/actionable-regime-confidence/runs/20260511T235743-codex-r6-canonical-intake-rematerialization-v1/scripts/r6_canonical_intake_rematerialization_v1.py,True,False,722827e9d8eb645f0878f2d83431c66ffe3f96051ad29404584dfe08c2af4d3f
docs/experiments/actionable-regime-confidence/runs/20260511T235815-codex-r6-live-intake-rehydrate-calibration-v1/scripts/r6_live_intake_rehydrate_calibration_v1.py,True,False,e0fb7769d14303d5be4e548550e2fc45f83b2100df863345eab881f52ef003f9
docs/experiments/actionable-regime-confidence/runs/20260511T235841-codex-r6-rehydrate-preflight-v1/scripts/r6_rehydrate_preflight_v1.py,True,False,d8cbfa84033842db819f07b2f09a97e99ee67001a8676a9d1c0cd411ff93645b
