path,size_bytes,mtime_utc,header_sample,disposition,r3_exact_filename_or_schema_hit,reason
/Users/thrill3r/Downloads/repo-intake/cognee/cognee/alembic/versions/a1b2c3d4e5f6_add_label_column_to_data.py,925,2026-04-19T10:12:06.344262+00:00,,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/Users/thrill3r/Downloads/repo-intake/cognee/cognee/tests/test_custom_data_label.py,2051,2026-04-19T10:12:06.489221+00:00,,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/Users/thrill3r/Downloads/repo-intake/gbrain/docs/mcp/ALTERNATIVES.md,1961,2026-04-19T14:27:56.535445+00:00,# Remote MCP Deployment Options,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/Users/thrill3r/Downloads/repo-intake/holaOS/desktop/src/components/ui/label.tsx,518,2026-04-16T02:23:07.677329+00:00,,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/Users/thrill3r/Downloads/repo-intake/holaOS/docs/plans/2026-04-09-native-chrome-cdp-agent-control-plan.md,10187,2026-04-16T02:23:07.707375+00:00,# Native Chrome CDP Agent Control Plan,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/Users/thrill3r/Downloads/repo-intake/holaOS/runtime/harnesses/src/native-web-search-tools.ts,787,2026-04-16T02:23:07.736445+00:00,,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/Users/thrill3r/Downloads/repo-intake/reflexio/docs/components/ui/label.tsx,518,2026-04-16T02:22:25.118365+00:00,,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/Users/thrill3r/Downloads/repo-intake/reflexio/htmlcov/z_b8a582f3a1e14f2b__storage_labels_py.html,31730,2026-04-16T02:55:19.045705+00:00,,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/Users/thrill3r/Downloads/repo-intake/reflexio/reflexio/lib/_storage_labels.py,3528,2026-04-16T02:22:25.213104+00:00,,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/Users/thrill3r/Downloads/repo-intake/reflexio/tests/lib/test_storage_labels_unit.py,7000,2026-04-16T02:22:25.242312+00:00,,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/Users/thrill3r/Downloads/stock-market-regimes-20002026/dataset_summary.txt,588,2026-05-11T01:53:03.968919+00:00,STOCK MARKET REGIMES DATASET (2000-2026),blocked_daily_source_panel_not_native_subhour,False,Known daily source panel is already counted and is not native sub-hour.
/Users/thrill3r/Downloads/stock-market-regimes-20002026/regime_analysis_by_ticker.csv,1278,2026-05-11T01:53:03.969100+00:00,"ticker,Bear,Bull,Crisis,High-volatility,Sideways",blocked_daily_source_panel_not_native_subhour,False,Known daily source panel is already counted and is not native sub-hour.
/Users/thrill3r/Downloads/stock-market-regimes-20002026/regime_by_year.csv,758,2026-05-11T01:53:03.969257+00:00,"year,Bear,Bull,Crisis,High-volatility,Sideways",blocked_daily_source_panel_not_native_subhour,False,Known daily source panel is already counted and is not native sub-hour.
/Users/thrill3r/Downloads/stock-market-regimes-20002026/stock_market_regimes_2000_2026.csv,37155794,2026-05-11T01:53:04.131337+00:00,"date,ticker,close,returns,volatility,regime_label,regime_confidence,macro_context,unemployment_rate,fed_funds_rate,cpi,10y_treasury,2y_treasury,vix",blocked_daily_source_panel_not_native_subhour,False,Known daily source panel is already counted and is not native sub-hour.
/Users/thrill3r/Downloads/stock-market-regimes-20002026/stock_market_regimes_2000_2026.parquet,6583934,2026-05-11T01:53:04.184660+00:00,,blocked_daily_source_panel_not_native_subhour,False,Known daily source panel is already counted and is not native sub-hour.
/private/tmp/actionable_parent_regime_taxonomy_web_refresh.jq.out,6018,2026-05-11T02:22:26.830990+00:00,,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/private/tmp/amd_cvx_exact_intraday_source_attachment_v1.json.tool.out,6589,2026-05-11T06:23:26.532627+00:00,,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/private/tmp/anthropic-audit/claude-code-action/.claude/commands/label-issue.md,2798,2026-05-11T06:16:09.921708+00:00,---,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/private/tmp/anthropic-audit/claude-code-action/scripts/edit-issue-labels.sh,1913,2026-05-11T06:16:09.938833+00:00,,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/private/tmp/arxiv_market_regime.xml,12385,2026-05-10T14:49:49.863266+00:00,,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/private/tmp/buildonspark-spark/sdks/js/examples/spark-expo-react-native-app/.gitignore,411,2026-05-11T05:20:40.814161+00:00,,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/private/tmp/buildonspark-spark/sdks/js/examples/spark-expo-react-native-app/CHANGELOG.md,6349,2026-05-11T05:20:40.814295+00:00,# my-app,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/private/tmp/buildonspark-spark/sdks/js/examples/spark-expo-react-native-app/README.md,505,2026-05-11T05:20:40.814392+00:00,# Spark React Native Expo App,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/private/tmp/buildonspark-spark/sdks/js/examples/spark-expo-react-native-app/android/.gitignore,129,2026-05-11T05:20:40.814564+00:00,,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/private/tmp/buildonspark-spark/sdks/js/examples/spark-expo-react-native-app/android/build.gradle,876,2026-05-11T05:20:40.821430+00:00,,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/private/tmp/buildonspark-spark/sdks/js/examples/spark-expo-react-native-app/android/gradle.properties,2535,2026-05-11T05:20:40.821539+00:00,,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/private/tmp/buildonspark-spark/sdks/js/examples/spark-expo-react-native-app/android/gradlew,8763,2026-05-11T05:20:40.822261+00:00,,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/private/tmp/buildonspark-spark/sdks/js/examples/spark-expo-react-native-app/android/gradlew.bat,2966,2026-05-11T05:20:40.822369+00:00,,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/private/tmp/buildonspark-spark/sdks/js/examples/spark-expo-react-native-app/android/settings.gradle,1259,2026-05-11T05:20:40.822469+00:00,,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/private/tmp/buildonspark-spark/sdks/js/examples/spark-expo-react-native-app/app/_layout.tsx,573,2026-05-11T05:20:40.822740+00:00,,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/private/tmp/buildonspark-spark/sdks/js/examples/spark-expo-react-native-app/app/index.tsx,4985,2026-05-11T05:20:40.822859+00:00,,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/private/tmp/buildonspark-spark/sdks/js/examples/spark-expo-react-native-app/app/test-screen.tsx,6514,2026-05-11T05:20:40.822972+00:00,,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/private/tmp/buildonspark-spark/sdks/js/examples/spark-expo-react-native-app/app/wallet-details.tsx,29185,2026-05-11T05:20:40.823104+00:00,,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/private/tmp/buildonspark-spark/sdks/js/examples/spark-expo-react-native-app/app.json,1085,2026-05-11T05:20:40.822568+00:00,{,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/private/tmp/buildonspark-spark/sdks/js/examples/spark-expo-react-native-app/babel.config.cjs,169,2026-05-11T05:20:40.825115+00:00,,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/private/tmp/buildonspark-spark/sdks/js/examples/spark-expo-react-native-app/contexts/WalletContext.tsx,3408,2026-05-11T05:20:40.825300+00:00,,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/private/tmp/buildonspark-spark/sdks/js/examples/spark-expo-react-native-app/eslint.config.cjs,237,2026-05-11T05:20:40.825409+00:00,,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/private/tmp/buildonspark-spark/sdks/js/examples/spark-expo-react-native-app/ios/.gitignore,321,2026-05-11T05:20:40.825577+00:00,,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/private/tmp/buildonspark-spark/sdks/js/examples/spark-expo-react-native-app/ios/.xcode.env,482,2026-05-11T05:20:40.825677+00:00,,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/private/tmp/buildonspark-spark/sdks/js/examples/spark-expo-react-native-app/ios/Podfile,2463,2026-05-11T05:20:40.825780+00:00,,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/private/tmp/buildonspark-spark/sdks/js/examples/spark-expo-react-native-app/ios/Podfile.lock,73314,2026-05-11T05:20:40.825957+00:00,,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/private/tmp/buildonspark-spark/sdks/js/examples/spark-expo-react-native-app/ios/Podfile.properties.json,105,2026-05-11T05:20:40.826066+00:00,{,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/private/tmp/buildonspark-spark/sdks/js/examples/spark-expo-react-native-app/metro.config.cjs,423,2026-05-11T05:20:40.829746+00:00,,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/private/tmp/buildonspark-spark/sdks/js/examples/spark-expo-react-native-app/package.json,2074,2026-05-11T05:20:40.829871+00:00,{,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/private/tmp/buildonspark-spark/sdks/js/examples/spark-expo-react-native-app/tsconfig.json,233,2026-05-11T05:20:40.829992+00:00,{,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/private/tmp/buildonspark-spark/sdks/js/examples/spark-react-native-app/.bundle/config,59,2026-05-11T05:20:40.833871+00:00,,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/private/tmp/buildonspark-spark/sdks/js/examples/spark-react-native-app/.detoxrc.js,2542,2026-05-11T05:20:40.833978+00:00,,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/private/tmp/buildonspark-spark/sdks/js/examples/spark-react-native-app/.gitignore,1110,2026-05-11T05:20:40.834084+00:00,,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/private/tmp/buildonspark-spark/sdks/js/examples/spark-react-native-app/.prettierrc.js,91,2026-05-11T05:20:40.834190+00:00,,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/private/tmp/buildonspark-spark/sdks/js/examples/spark-react-native-app/.watchmanconfig,3,2026-05-11T05:20:40.834290+00:00,,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/private/tmp/buildonspark-spark/sdks/js/examples/spark-react-native-app/App.tsx,1268,2026-05-11T05:20:40.834399+00:00,,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/private/tmp/buildonspark-spark/sdks/js/examples/spark-react-native-app/CHANGELOG.md,7860,2026-05-11T05:20:40.834515+00:00,# spark-react-native-app,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/private/tmp/buildonspark-spark/sdks/js/examples/spark-react-native-app/Gemfile,510,2026-05-11T05:20:40.834620+00:00,,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/private/tmp/buildonspark-spark/sdks/js/examples/spark-react-native-app/README.md,2869,2026-05-11T05:20:40.834725+00:00,"This is a new [**React Native**](https://reactnative.dev) project, bootstrapped using [`@react-native-community/cli`](https://github.com/react-native-community/cli).",blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/private/tmp/buildonspark-spark/sdks/js/examples/spark-react-native-app/__tests__/App.test.tsx,254,2026-05-11T05:20:40.834900+00:00,,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/private/tmp/buildonspark-spark/sdks/js/examples/spark-react-native-app/android/build.gradle,777,2026-05-11T05:20:40.839556+00:00,,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/private/tmp/buildonspark-spark/sdks/js/examples/spark-react-native-app/android/gradle.properties,1973,2026-05-11T05:20:40.839681+00:00,,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/private/tmp/buildonspark-spark/sdks/js/examples/spark-react-native-app/android/gradlew,8733,2026-05-11T05:20:40.840563+00:00,,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/private/tmp/buildonspark-spark/sdks/js/examples/spark-react-native-app/android/gradlew.bat,3134,2026-05-11T05:20:40.840692+00:00,,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/private/tmp/buildonspark-spark/sdks/js/examples/spark-react-native-app/android/settings.gradle,519,2026-05-11T05:20:40.840813+00:00,,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/private/tmp/buildonspark-spark/sdks/js/examples/spark-react-native-app/app.json,76,2026-05-11T05:20:40.840932+00:00,{,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/private/tmp/buildonspark-spark/sdks/js/examples/spark-react-native-app/babel.config.js,131,2026-05-11T05:20:40.841051+00:00,,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/private/tmp/buildonspark-spark/sdks/js/examples/spark-react-native-app/config/hermeticConfig.ts,1777,2026-05-11T05:20:40.841247+00:00,,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/private/tmp/buildonspark-spark/sdks/js/examples/spark-react-native-app/config/index.ts,730,2026-05-11T05:20:40.841357+00:00,,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/private/tmp/buildonspark-spark/sdks/js/examples/spark-react-native-app/config/sparkEnv.ts,64,2026-05-11T05:20:40.841457+00:00,,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/private/tmp/buildonspark-spark/sdks/js/examples/spark-react-native-app/contexts/WalletContext.tsx,3674,2026-05-11T05:20:40.841627+00:00,,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/private/tmp/buildonspark-spark/sdks/js/examples/spark-react-native-app/e2e/jest.config.js,407,2026-05-11T05:20:40.841793+00:00,,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/private/tmp/buildonspark-spark/sdks/js/examples/spark-react-native-app/e2e/spark-hermetic.test.js,3614,2026-05-11T05:20:40.841910+00:00,,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/private/tmp/buildonspark-spark/sdks/js/examples/spark-react-native-app/e2e/spark.test.js,3355,2026-05-11T05:20:40.842000+00:00,,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/private/tmp/buildonspark-spark/sdks/js/examples/spark-react-native-app/eslint.config.cjs,848,2026-05-11T05:20:40.842099+00:00,,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/private/tmp/buildonspark-spark/sdks/js/examples/spark-react-native-app/index.js,354,2026-05-11T05:20:40.842196+00:00,,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/private/tmp/buildonspark-spark/sdks/js/examples/spark-react-native-app/ios/.xcode.env,482,2026-05-11T05:20:40.842364+00:00,,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/private/tmp/buildonspark-spark/sdks/js/examples/spark-react-native-app/ios/Podfile,1047,2026-05-11T05:20:40.842475+00:00,,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/private/tmp/buildonspark-spark/sdks/js/examples/spark-react-native-app/ios/Podfile.lock,62359,2026-05-11T05:20:40.842655+00:00,,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/private/tmp/buildonspark-spark/sdks/js/examples/spark-react-native-app/jest.config.js,48,2026-05-11T05:20:40.844306+00:00,,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/private/tmp/buildonspark-spark/sdks/js/examples/spark-react-native-app/metro.config.js,1068,2026-05-11T05:20:40.844406+00:00,,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/private/tmp/buildonspark-spark/sdks/js/examples/spark-react-native-app/package.json,2842,2026-05-11T05:20:40.844496+00:00,{,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/private/tmp/buildonspark-spark/sdks/js/examples/spark-react-native-app/screens/HomeScreen.tsx,5427,2026-05-11T05:20:40.844729+00:00,,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/private/tmp/buildonspark-spark/sdks/js/examples/spark-react-native-app/screens/TestScreen.tsx,7213,2026-05-11T05:20:40.844863+00:00,,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/private/tmp/buildonspark-spark/sdks/js/examples/spark-react-native-app/screens/WalletDetails.tsx,30061,2026-05-11T05:20:40.844973+00:00,,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/private/tmp/buildonspark-spark/sdks/js/examples/spark-react-native-app/tsconfig.json,51,2026-05-11T05:20:40.845084+00:00,{,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/private/tmp/buildonspark-spark/sdks/js/packages/issuer-sdk/src/index.react-native.ts,192,2026-05-11T05:20:40.854767+00:00,,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/private/tmp/buildonspark-spark/sdks/js/packages/spark-sdk/src/index.react-native.ts,1063,2026-05-11T05:20:41.295078+00:00,,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
/private/tmp/buildonspark-spark/spark/so/handler/transfer_handler_query_equivalence_test.go,45489,2026-05-11T05:20:41.625276+00:00,,blocked_no_r3_native_subhour_source_label_schema,False,"Path matched broad keywords, but no exact R3 intake filename or source-owned label schema was found."
