provider,instrument,timeframe,root,source_ticker,candidate_relation,tracking_relation_pass,source_root_support_pass,accepted_95_crosswalk_source_attachment,blocker
yfinance,SPY,4h,Bull,^GSPC,index_etf_tracks_sp500,True,True,True,
yfinance,SPY,4h,Sideways,^GSPC,index_etf_tracks_sp500,True,True,True,
yfinance,SPY,5m,Bear,^GSPC,index_etf_tracks_sp500,True,True,True,
yfinance,SPY,5m,Bull,^GSPC,index_etf_tracks_sp500,True,True,True,
yfinance,SPY,5m,Sideways,^GSPC,index_etf_tracks_sp500,True,True,True,
yfinance,DIA,15m,Crisis,^DJI,index_etf_tracks_dow,True,False,False,source_root_support_short_after_tracking_pass
yfinance,DIA,1h,Crisis,^DJI,index_etf_tracks_dow,True,False,False,source_root_support_short_after_tracking_pass
yfinance,DIA,1m,Crisis,^DJI,index_etf_tracks_dow,True,False,False,source_root_support_short_after_tracking_pass
yfinance,DIA,30m,Crisis,^DJI,index_etf_tracks_dow,True,False,False,source_root_support_short_after_tracking_pass
yfinance,DIA,4h,Crisis,^DJI,index_etf_tracks_dow,True,False,False,source_root_support_short_after_tracking_pass
yfinance,DIA,5m,Crisis,^DJI,index_etf_tracks_dow,True,False,False,source_root_support_short_after_tracking_pass
yfinance,ES=F,15m,Bear,^GSPC,index_future_tracks_sp500,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,ES=F,15m,Bull,^GSPC,index_future_tracks_sp500,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,ES=F,15m,Crisis,^GSPC,index_future_tracks_sp500,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,ES=F,15m,Sideways,^GSPC,index_future_tracks_sp500,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,ES=F,1h,Bear,^GSPC,index_future_tracks_sp500,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,ES=F,1h,Bull,^GSPC,index_future_tracks_sp500,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,ES=F,1h,Crisis,^GSPC,index_future_tracks_sp500,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,ES=F,1h,Sideways,^GSPC,index_future_tracks_sp500,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,ES=F,1m,Bear,^GSPC,index_future_tracks_sp500,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,ES=F,1m,Bull,^GSPC,index_future_tracks_sp500,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,ES=F,1m,Crisis,^GSPC,index_future_tracks_sp500,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,ES=F,1m,Sideways,^GSPC,index_future_tracks_sp500,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,ES=F,30m,Bear,^GSPC,index_future_tracks_sp500,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,ES=F,30m,Bull,^GSPC,index_future_tracks_sp500,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,ES=F,30m,Crisis,^GSPC,index_future_tracks_sp500,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,ES=F,30m,Sideways,^GSPC,index_future_tracks_sp500,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,ES=F,4h,Bear,^GSPC,index_future_tracks_sp500,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,ES=F,4h,Bull,^GSPC,index_future_tracks_sp500,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,ES=F,4h,Crisis,^GSPC,index_future_tracks_sp500,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,ES=F,4h,Sideways,^GSPC,index_future_tracks_sp500,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,ES=F,5m,Bear,^GSPC,index_future_tracks_sp500,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,ES=F,5m,Bull,^GSPC,index_future_tracks_sp500,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,ES=F,5m,Crisis,^GSPC,index_future_tracks_sp500,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,ES=F,5m,Sideways,^GSPC,index_future_tracks_sp500,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,NQ=F,15m,Bear,^IXIC,nasdaq_future_candidate_requires_ndx_vs_ixic_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,NQ=F,15m,Bull,^IXIC,nasdaq_future_candidate_requires_ndx_vs_ixic_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,NQ=F,15m,Crisis,^IXIC,nasdaq_future_candidate_requires_ndx_vs_ixic_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,NQ=F,15m,Sideways,^IXIC,nasdaq_future_candidate_requires_ndx_vs_ixic_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,NQ=F,1h,Bear,^IXIC,nasdaq_future_candidate_requires_ndx_vs_ixic_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,NQ=F,1h,Bull,^IXIC,nasdaq_future_candidate_requires_ndx_vs_ixic_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,NQ=F,1h,Crisis,^IXIC,nasdaq_future_candidate_requires_ndx_vs_ixic_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,NQ=F,1h,Sideways,^IXIC,nasdaq_future_candidate_requires_ndx_vs_ixic_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,NQ=F,1m,Bear,^IXIC,nasdaq_future_candidate_requires_ndx_vs_ixic_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,NQ=F,1m,Bull,^IXIC,nasdaq_future_candidate_requires_ndx_vs_ixic_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,NQ=F,1m,Crisis,^IXIC,nasdaq_future_candidate_requires_ndx_vs_ixic_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,NQ=F,1m,Sideways,^IXIC,nasdaq_future_candidate_requires_ndx_vs_ixic_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,NQ=F,30m,Bear,^IXIC,nasdaq_future_candidate_requires_ndx_vs_ixic_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,NQ=F,30m,Bull,^IXIC,nasdaq_future_candidate_requires_ndx_vs_ixic_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,NQ=F,30m,Crisis,^IXIC,nasdaq_future_candidate_requires_ndx_vs_ixic_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,NQ=F,30m,Sideways,^IXIC,nasdaq_future_candidate_requires_ndx_vs_ixic_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,NQ=F,4h,Bear,^IXIC,nasdaq_future_candidate_requires_ndx_vs_ixic_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,NQ=F,4h,Bull,^IXIC,nasdaq_future_candidate_requires_ndx_vs_ixic_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,NQ=F,4h,Crisis,^IXIC,nasdaq_future_candidate_requires_ndx_vs_ixic_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,NQ=F,4h,Sideways,^IXIC,nasdaq_future_candidate_requires_ndx_vs_ixic_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,NQ=F,5m,Bear,^IXIC,nasdaq_future_candidate_requires_ndx_vs_ixic_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,NQ=F,5m,Bull,^IXIC,nasdaq_future_candidate_requires_ndx_vs_ixic_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,NQ=F,5m,Crisis,^IXIC,nasdaq_future_candidate_requires_ndx_vs_ixic_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,NQ=F,5m,Sideways,^IXIC,nasdaq_future_candidate_requires_ndx_vs_ixic_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,QQQ,15m,Bear,^IXIC,nasdaq_etf_candidate_requires_ndx_vs_ixic_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,QQQ,15m,Bull,^IXIC,nasdaq_etf_candidate_requires_ndx_vs_ixic_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,QQQ,15m,Crisis,^IXIC,nasdaq_etf_candidate_requires_ndx_vs_ixic_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,QQQ,15m,Sideways,^IXIC,nasdaq_etf_candidate_requires_ndx_vs_ixic_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,QQQ,1h,Bear,^IXIC,nasdaq_etf_candidate_requires_ndx_vs_ixic_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,QQQ,1h,Bull,^IXIC,nasdaq_etf_candidate_requires_ndx_vs_ixic_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,QQQ,1h,Crisis,^IXIC,nasdaq_etf_candidate_requires_ndx_vs_ixic_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,QQQ,1h,Sideways,^IXIC,nasdaq_etf_candidate_requires_ndx_vs_ixic_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,QQQ,1m,Bear,^IXIC,nasdaq_etf_candidate_requires_ndx_vs_ixic_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,QQQ,1m,Bull,^IXIC,nasdaq_etf_candidate_requires_ndx_vs_ixic_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,QQQ,1m,Crisis,^IXIC,nasdaq_etf_candidate_requires_ndx_vs_ixic_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,QQQ,1m,Sideways,^IXIC,nasdaq_etf_candidate_requires_ndx_vs_ixic_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,QQQ,30m,Bear,^IXIC,nasdaq_etf_candidate_requires_ndx_vs_ixic_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,QQQ,30m,Bull,^IXIC,nasdaq_etf_candidate_requires_ndx_vs_ixic_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,QQQ,30m,Crisis,^IXIC,nasdaq_etf_candidate_requires_ndx_vs_ixic_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,QQQ,30m,Sideways,^IXIC,nasdaq_etf_candidate_requires_ndx_vs_ixic_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,QQQ,4h,Bear,^IXIC,nasdaq_etf_candidate_requires_ndx_vs_ixic_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,QQQ,4h,Bull,^IXIC,nasdaq_etf_candidate_requires_ndx_vs_ixic_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,QQQ,4h,Crisis,^IXIC,nasdaq_etf_candidate_requires_ndx_vs_ixic_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,QQQ,4h,Sideways,^IXIC,nasdaq_etf_candidate_requires_ndx_vs_ixic_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,QQQ,5m,Bear,^IXIC,nasdaq_etf_candidate_requires_ndx_vs_ixic_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,QQQ,5m,Bull,^IXIC,nasdaq_etf_candidate_requires_ndx_vs_ixic_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,QQQ,5m,Crisis,^IXIC,nasdaq_etf_candidate_requires_ndx_vs_ixic_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,QQQ,5m,Sideways,^IXIC,nasdaq_etf_candidate_requires_ndx_vs_ixic_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,SPY,15m,Crisis,^GSPC,index_etf_tracks_sp500,True,False,False,source_root_support_short_after_tracking_pass
yfinance,SPY,1h,Crisis,^GSPC,index_etf_tracks_sp500,True,False,False,source_root_support_short_after_tracking_pass
yfinance,SPY,1m,Crisis,^GSPC,index_etf_tracks_sp500,True,False,False,source_root_support_short_after_tracking_pass
yfinance,SPY,30m,Crisis,^GSPC,index_etf_tracks_sp500,True,False,False,source_root_support_short_after_tracking_pass
yfinance,SPY,4h,Crisis,^GSPC,index_etf_tracks_sp500,True,False,False,source_root_support_short_after_tracking_pass
yfinance,SPY,5m,Crisis,^GSPC,index_etf_tracks_sp500,True,False,False,source_root_support_short_after_tracking_pass
yfinance,YM=F,15m,Bear,^DJI,index_future_tracks_dow,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,YM=F,15m,Bull,^DJI,index_future_tracks_dow,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,YM=F,15m,Crisis,^DJI,index_future_tracks_dow,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,YM=F,15m,Sideways,^DJI,index_future_tracks_dow,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,YM=F,1h,Bear,^DJI,index_future_tracks_dow,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,YM=F,1h,Bull,^DJI,index_future_tracks_dow,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,YM=F,1h,Crisis,^DJI,index_future_tracks_dow,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,YM=F,1h,Sideways,^DJI,index_future_tracks_dow,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,YM=F,1m,Bear,^DJI,index_future_tracks_dow,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,YM=F,1m,Bull,^DJI,index_future_tracks_dow,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,YM=F,1m,Crisis,^DJI,index_future_tracks_dow,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,YM=F,1m,Sideways,^DJI,index_future_tracks_dow,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,YM=F,30m,Bear,^DJI,index_future_tracks_dow,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,YM=F,30m,Bull,^DJI,index_future_tracks_dow,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,YM=F,30m,Crisis,^DJI,index_future_tracks_dow,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,YM=F,30m,Sideways,^DJI,index_future_tracks_dow,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,YM=F,4h,Bear,^DJI,index_future_tracks_dow,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,YM=F,4h,Bull,^DJI,index_future_tracks_dow,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,YM=F,4h,Crisis,^DJI,index_future_tracks_dow,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,YM=F,4h,Sideways,^DJI,index_future_tracks_dow,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,YM=F,5m,Bear,^DJI,index_future_tracks_dow,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,YM=F,5m,Bull,^DJI,index_future_tracks_dow,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,YM=F,5m,Crisis,^DJI,index_future_tracks_dow,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,YM=F,5m,Sideways,^DJI,index_future_tracks_dow,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,^NDX,15m,Bear,^IXIC,nasdaq100_vs_composite_candidate_requires_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,^NDX,15m,Bull,^IXIC,nasdaq100_vs_composite_candidate_requires_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,^NDX,15m,Crisis,^IXIC,nasdaq100_vs_composite_candidate_requires_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,^NDX,15m,Sideways,^IXIC,nasdaq100_vs_composite_candidate_requires_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,^NDX,1h,Bear,^IXIC,nasdaq100_vs_composite_candidate_requires_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,^NDX,1h,Bull,^IXIC,nasdaq100_vs_composite_candidate_requires_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,^NDX,1h,Crisis,^IXIC,nasdaq100_vs_composite_candidate_requires_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,^NDX,1h,Sideways,^IXIC,nasdaq100_vs_composite_candidate_requires_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,^NDX,1m,Bear,^IXIC,nasdaq100_vs_composite_candidate_requires_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,^NDX,1m,Bull,^IXIC,nasdaq100_vs_composite_candidate_requires_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,^NDX,1m,Crisis,^IXIC,nasdaq100_vs_composite_candidate_requires_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,^NDX,1m,Sideways,^IXIC,nasdaq100_vs_composite_candidate_requires_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,^NDX,30m,Bear,^IXIC,nasdaq100_vs_composite_candidate_requires_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,^NDX,30m,Bull,^IXIC,nasdaq100_vs_composite_candidate_requires_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,^NDX,30m,Crisis,^IXIC,nasdaq100_vs_composite_candidate_requires_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,^NDX,30m,Sideways,^IXIC,nasdaq100_vs_composite_candidate_requires_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,^NDX,4h,Bear,^IXIC,nasdaq100_vs_composite_candidate_requires_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,^NDX,4h,Bull,^IXIC,nasdaq100_vs_composite_candidate_requires_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,^NDX,4h,Crisis,^IXIC,nasdaq100_vs_composite_candidate_requires_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,^NDX,4h,Sideways,^IXIC,nasdaq100_vs_composite_candidate_requires_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,^NDX,5m,Bear,^IXIC,nasdaq100_vs_composite_candidate_requires_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,^NDX,5m,Bull,^IXIC,nasdaq100_vs_composite_candidate_requires_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,^NDX,5m,Crisis,^IXIC,nasdaq100_vs_composite_candidate_requires_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
yfinance,^NDX,5m,Sideways,^IXIC,nasdaq100_vs_composite_candidate_requires_policy,False,False,False,tracking_relation_below_fixed_95_sign_or_corr_gate
