path,size_bytes,suffix,schema_class,columns_or_keys,strong_order_lifecycle_hits,source_control_hits,ohlcv_hits,archive_members_read,archive_order_lifecycle_member_hits,exact_required_name,verifier_native_hint,strong_lifecycle_hint
/Users/thrill3r/Downloads/Tomac/ict-cleaned-15m/state/NQ/backtest_runs.json,47111,.json,backtest_or_performance_context,agent_action_plan|agent_context_bundle|agent_context_bundle_minimal|agent_prompts|artifact_action_summary|artifact_decision_section|artifact_decision_summary|candles|data_path|dataset_comparability|decision_history_summary|decision_thresholds|factor_family_decisions|factor_family_diffs|factor_family_history|factor_family_outcomes|factor_score_deltas|family_history_window|feedback_history_summary|hold_bars|online_learning|paired_candles|paired_data_path|promotion_decision|prompt_workflow|provenance|recommended_commands|recommended_next_command|rollback_recommendation|run_id|source_command|symbol|timestamp|total_return|trade_count|trade_outcome_deltas|warmup_bars|workflow_state,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-15m/state/NQ/bbn_network.json,20753,.json,other,edges|nodes|topological_order,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-15m/state/NQ/factor_mutation_runs.json,3511,.json,other,data_path|evaluation|mutation_spec|paired_data_path|run_id|source_command|symbol|timestamp,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-15m/state/NQ/learning_state.json,59268155,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-15m/state/NQ/research_runs.json,94739,.json,other,agent_action_plan|agent_context_bundle|agent_context_bundle_minimal|agent_prompts|aggregate_return|artifact_action_summary|artifact_decision_section|artifact_decision_summary|best_factor|candles|config_name|data_path|dataset_comparability|decision_history_summary|decision_thresholds|factor_count|factor_family_decisions|factor_family_diffs|factor_family_history|factor_family_outcomes|factor_mutation_evaluation|factor_score_deltas|family_history_window|feedback_history_summary|feedback_records_applied|feedback_records_generated|paired_candles|paired_data_path|promotion_decision|prompt_workflow|provenance|recommended_commands|recommended_next_command|rollback_recommendation|run_id|source_command|symbol|timestamp|workflow_state,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-15m/state/NQ/workflow_snapshot.json,9907,.json,other,actionable_artifacts|artifact_consumed_impact_summary|artifact_decision_summary|artifact_factor_rule_break_impacts|artifact_factor_trends|artifact_family_rule_break_impacts|artifact_family_trends|artifact_history_summary|artifact_lineage_summaries|artifact_review_rule_sources|artifact_review_rules|artifact_rule_break_effects|current_focus_phase|current_focus_reason|disagreements|field_diffs|generated_at|latest_analyze|latest_backtest|latest_execution_candidate|latest_pending_update|latest_pre_bayes_entry_quality_bridge|latest_pre_bayes_entry_quality_bridge_diff|latest_pre_bayes_policy|latest_pre_bayes_policy_diff|latest_pre_bayes_policy_lineage|latest_pre_bayes_soft_evidence_diff|latest_promotable_artifact|latest_research|latest_update|pending_actions|recent_artifacts|recent_execution_candidates|recent_pending_updates|recent_pre_bayes_policies|recommended_next_command|risk_flags|symbol,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-15m/xau.continuous-15m.json,1756672,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-15m/ym.continuous-15m.json,1440736,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-15m-expansion/cleaned-15m/es.continuous-15m.json,7786235,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-15m-expansion/cleaned-15m/eur.continuous-15m.json,4256273,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-15m-expansion/cleaned-15m/nq.continuous-15m.json,5832749,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-15m-expansion/cleaned-15m/xau.continuous-15m.json,1756672,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-15m-expansion/cleaned-15m/ym.continuous-15m.json,1440736,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-15m-expansion/expansion_sop_report.15m.json,66464,.json,other,clean_report|cleaned_dir|expansion_atr_multiplier|expansion_lookback|factor_mutation_evaluation|generated_at|global_factor_leaderboard|interval|market_reports|mutation_spec|output_dir|recommended_commands|recommended_global_factor|recommended_global_pre_bayes_entry_quality_bridge|recommended_global_pre_bayes_policy|recommended_global_pre_bayes_policy_lineage|recommended_global_pre_bayes_soft_evidence_diff|recommended_global_pre_bayes_summary|recommended_market_factors|root|sop_version|warnings,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-15m-expansion/state/EXPANSION_SOP/factor_mutation_runs.json,4705,.json,other,data_path|evaluation|mutation_spec|paired_data_path|run_id|source_command|symbol|timestamp,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-5m/es.continuous-5m.json,17449673,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-5m/eur.continuous-5m.json,10465730,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-5m/nq.continuous-5m.json,14850693,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-5m/xau.continuous-5m.json,5059998,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-5m/ym.continuous-5m.json,3470417,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-gc-cl/cleaned-15m/gc.continuous-15m.json,1524286,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-gc-cl/cleaned-1d/gc.continuous-1d.json,26122,.json,other,candles|symbol,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-gc-cl/cleaned-1h/gc.continuous-1h.json,460897,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-15m/es.continuous-15m.json,7786235,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-15m/eur.continuous-15m.json,4256273,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-15m/nq.continuous-15m.json,5832749,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-15m/xau.continuous-15m.json,1756672,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-15m/ym.continuous-15m.json,1440736,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-1d/es.continuous-1d.json,273982,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-1d/eur.continuous-1d.json,130527,.json,other,candles|symbol,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-1d/nq.continuous-1d.json,146938,.json,other,candles|symbol,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-1d/xau.continuous-1d.json,26122,.json,other,candles|symbol,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-1d/ym.continuous-1d.json,73341,.json,other,candles|symbol,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-1h/es.continuous-1h.json,2763250,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-1h/eur.continuous-1h.json,1397476,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-1h/nq.continuous-1h.json,1796737,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-1h/xau.continuous-1h.json,460897,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-1h/ym.continuous-1h.json,540038,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-1m/es.continuous-1m.json,57954434,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-1m/eur.continuous-1m.json,42271978,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-1m/nq.continuous-1m.json,60407104,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-1m/xau.continuous-1m.json,23790500,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-1m/ym.continuous-1m.json,14344274,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-4h/es.continuous-4h.json,1002442,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-4h/eur.continuous-4h.json,484347,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-4h/nq.continuous-4h.json,589952,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-4h/xau.continuous-4h.json,129667,.json,other,candles|symbol,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-4h/ym.continuous-4h.json,226191,.json,other,candles|symbol,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-5m/es.continuous-5m.json,17449673,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-5m/eur.continuous-5m.json,10465730,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-5m/nq.continuous-5m.json,14850693,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-5m/xau.continuous-5m.json,5059998,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-5m/ym.continuous-5m.json,3470417,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/cleaned-multi-timeframe-manifest.json,43668,.json,other,intervals|output_dir|reports|root,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/state/NQ/bbn_network.json,20795,.json,other,edges|nodes|topological_order,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/state/NQ/learning_state.json,42770887,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/state/NQ/research_runs.json,48254,.json,other,agent_action_plan|agent_context_bundle|agent_context_bundle_minimal|agent_prompts|aggregate_return|artifact_action_summary|artifact_decision_section|artifact_decision_summary|best_factor|candles|config_name|data_path|dataset_comparability|decision_history_summary|decision_thresholds|factor_count|factor_family_decisions|factor_family_diffs|factor_family_history|factor_family_outcomes|factor_mutation_evaluation|factor_score_deltas|family_history_window|feedback_history_summary|feedback_records_applied|feedback_records_generated|multi_timeframe_summary|paired_candles|paired_data_path|promotion_decision|prompt_workflow|provenance|recommended_commands|recommended_next_command|rollback_recommendation|run_id|source_command|symbol|timestamp|workflow_state,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-cleaned-mtf/state/NQ/workflow_snapshot.json,7098,.json,other,actionable_artifacts|artifact_consumed_impact_summary|artifact_decision_summary|artifact_factor_rule_break_impacts|artifact_factor_trends|artifact_family_rule_break_impacts|artifact_family_trends|artifact_history_summary|artifact_lineage_summaries|artifact_review_rule_sources|artifact_review_rules|artifact_rule_break_effects|current_focus_phase|current_focus_reason|disagreements|field_diffs|generated_at|latest_analyze|latest_backtest|latest_execution_candidate|latest_pending_update|latest_pre_bayes_entry_quality_bridge|latest_pre_bayes_entry_quality_bridge_diff|latest_pre_bayes_policy|latest_pre_bayes_policy_diff|latest_pre_bayes_policy_lineage|latest_pre_bayes_soft_evidence_diff|latest_promotable_artifact|latest_research|latest_update|pending_actions|recent_artifacts|recent_execution_candidates|recent_pending_updates|recent_pre_bayes_policies|recommended_next_command|risk_flags|symbol,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-cleaned-15m/es.continuous-15m.json,6624195,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-cleaned-15m/eur.continuous-15m.json,3374583,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-cleaned-15m/nq.continuous-15m.json,4932963,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-cleaned-15m/xau.continuous-15m.json,1524286,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-cleaned-15m/ym.continuous-15m.json,1430673,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-expansion-sop-15m/cleaned-15m/es.continuous-15m.json,6624195,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-expansion-sop-15m/cleaned-15m/eur.continuous-15m.json,3374583,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-expansion-sop-15m/cleaned-15m/nq.continuous-15m.json,4932963,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-expansion-sop-15m/cleaned-15m/xau.continuous-15m.json,1524286,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-expansion-sop-15m/cleaned-15m/ym.continuous-15m.json,1430673,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-expansion-sop-15m/expansion_sop_report.15m.json,39519,.json,other,clean_report|cleaned_dir|expansion_atr_multiplier|expansion_lookback|generated_at|global_factor_leaderboard|interval|market_reports|output_dir|recommended_commands|recommended_global_factor|recommended_market_factors|root|sop_version|warnings,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state/ES/bbn_network.json,20802,.json,other,edges|nodes|topological_order,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state/ES/learning_state.json,45763156,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state/ES/research_runs.json,42782,.json,other,agent_action_plan|agent_context_bundle|agent_context_bundle_minimal|agent_prompts|aggregate_return|artifact_action_summary|artifact_decision_section|artifact_decision_summary|best_factor|candles|config_name|data_path|dataset_comparability|decision_history_summary|decision_thresholds|factor_count|factor_family_decisions|factor_family_diffs|factor_family_history|factor_family_outcomes|factor_score_deltas|family_history_window|feedback_history_summary|feedback_records_applied|feedback_records_generated|paired_candles|paired_data_path|promotion_decision|prompt_workflow|provenance|recommended_commands|recommended_next_command|rollback_recommendation|run_id|source_command|symbol|timestamp|workflow_state,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state/EUR/bbn_network.json,20809,.json,other,edges|nodes|topological_order,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state/EUR/learning_state.json,21450541,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state/EUR/research_runs.json,45054,.json,other,agent_action_plan|agent_context_bundle|agent_context_bundle_minimal|agent_prompts|aggregate_return|artifact_action_summary|artifact_decision_section|artifact_decision_summary|best_factor|candles|config_name|data_path|dataset_comparability|decision_history_summary|decision_thresholds|factor_count|factor_family_decisions|factor_family_diffs|factor_family_history|factor_family_outcomes|factor_score_deltas|family_history_window|feedback_history_summary|feedback_records_applied|feedback_records_generated|paired_candles|paired_data_path|promotion_decision|prompt_workflow|provenance|recommended_commands|recommended_next_command|rollback_recommendation|run_id|source_command|symbol|timestamp|workflow_state,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state/EUR/workflow_snapshot.json,6092,.json,other,actionable_artifacts|artifact_consumed_impact_summary|artifact_decision_summary|artifact_factor_rule_break_impacts|artifact_factor_trends|artifact_family_rule_break_impacts|artifact_family_trends|artifact_history_summary|artifact_lineage_summaries|artifact_review_rule_sources|artifact_review_rules|artifact_rule_break_effects|current_focus_phase|current_focus_reason|disagreements|field_diffs|generated_at|latest_analyze|latest_backtest|latest_execution_candidate|latest_pending_update|latest_promotable_artifact|latest_research|latest_update|pending_actions|recent_artifacts|recent_execution_candidates|recent_pending_updates|recommended_next_command|risk_flags|symbol,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state/NQ/bbn_network.json,20780,.json,other,edges|nodes|topological_order,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state/NQ/learning_state.json,34604200,.json,other,,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state/NQ/research_runs.json,87373,.json,other,agent_action_plan|agent_context_bundle|agent_context_bundle_minimal|agent_prompts|aggregate_return|artifact_action_summary|artifact_decision_section|artifact_decision_summary|best_factor|candles|config_name|data_path|dataset_comparability|decision_history_summary|decision_thresholds|factor_count|factor_family_decisions|factor_family_diffs|factor_family_history|factor_family_outcomes|factor_score_deltas|family_history_window|feedback_history_summary|feedback_records_applied|feedback_records_generated|paired_candles|paired_data_path|promotion_decision|prompt_workflow|provenance|recommended_commands|recommended_next_command|rollback_recommendation|run_id|source_command|symbol|timestamp|workflow_state,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state/NQ/workflow_snapshot.json,6209,.json,other,actionable_artifacts|artifact_consumed_impact_summary|artifact_decision_summary|artifact_factor_rule_break_impacts|artifact_factor_trends|artifact_family_rule_break_impacts|artifact_family_trends|artifact_history_summary|artifact_lineage_summaries|artifact_review_rule_sources|artifact_review_rules|artifact_rule_break_effects|current_focus_phase|current_focus_reason|disagreements|field_diffs|generated_at|latest_analyze|latest_backtest|latest_execution_candidate|latest_pending_update|latest_promotable_artifact|latest_research|latest_update|pending_actions|recent_artifacts|recent_execution_candidates|recent_pending_updates|recommended_next_command|risk_flags|symbol,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state/XAU/bbn_network.json,20817,.json,other,edges|nodes|topological_order,,,,0,,False,False,False
/Users/thrill3r/Downloads/Tomac/ict-engine-factor-state/XAU/learning_state.json,10609850,.json,other,,,,,0,,False,False,False
