close,high,low,open,date,volume
74310.0625,74475.671875,74076.007812,74236.328125,2026-04-15T12:00:00Z,292081664.0
74075.859375,74457.078125,73836.0625,74302.453125,2026-04-15T13:00:00Z,0.0
74149.65625,74531.648438,73855.53125,74082.023438,2026-04-15T14:00:00Z,0.0
73872.007812,74311.382812,73629.4375,74164.8125,2026-04-15T15:00:00Z,0.0
73956.726562,74192.28125,73783.492188,73850.039062,2026-04-15T16:00:00Z,0.0
74154.992188,74253.601562,73929.992188,73960.140625,2026-04-15T17:00:00Z,0.0
74410.0,74430.132812,74086.226562,74139.421875,2026-04-15T18:00:00Z,0.0
75026.320312,75310.101562,74390.0,74420.007812,2026-04-15T19:00:00Z,160878592.0
74872.148438,75069.921875,74541.0625,75057.679688,2026-04-15T20:00:00Z,200192000.0
74765.382812,74888.882812,74572.078125,74860.039062,2026-04-15T21:00:00Z,0.0
74984.382812,75400.0,74763.890625,74784.710938,2026-04-15T22:00:00Z,0.0
74825.867188,74969.703125,74639.0,74958.421875,2026-04-15T23:00:00Z,0.0
74834.34375,74899.15625,74478.820312,74845.609375,2026-04-16T00:00:00Z,0.0
74681.46875,74810.0,74494.21875,74810.0,2026-04-16T01:00:00Z,0.0
74896.546875,75284.007812,74614.59375,74681.460938,2026-04-16T02:00:00Z,0.0
74904.210938,75155.820312,74880.148438,74890.929688,2026-04-16T03:00:00Z,2016497664.0
74964.648438,75185.867188,74751.0625,74901.15625,2026-04-16T04:00:00Z,0.0
75058.007812,75158.640625,74915.09375,74950.0,2026-04-16T05:00:00Z,219258880.0
75051.109375,75130.4375,74871.671875,75097.6875,2026-04-16T06:00:00Z,96534528.0
74721.539062,75100.0,74662.34375,75031.742188,2026-04-16T07:00:00Z,0.0
74697.710938,74765.15625,74535.429688,74721.546875,2026-04-16T08:00:00Z,804335616.0
74612.671875,74927.828125,74611.796875,74679.25,2026-04-16T09:00:00Z,0.0
74323.992188,74670.84375,74290.78125,74611.882812,2026-04-16T10:00:00Z,0.0
74593.328125,74601.65625,74300.007812,74327.992188,2026-04-16T11:00:00Z,396546048.0
74632.867188,74876.34375,74592.90625,74593.328125,2026-04-16T12:00:00Z,0.0
73793.976562,75023.179688,73309.726562,74628.789062,2026-04-16T13:00:00Z,937250816.0
73973.203125,74198.890625,73424.023438,73766.320312,2026-04-16T14:00:00Z,372477952.0
74719.992188,74893.3125,73943.65625,73969.742188,2026-04-16T15:00:00Z,1685315584.0
74186.03125,74956.0,74088.59375,74746.0,2026-04-16T16:00:00Z,538931200.0
74346.0,74459.398438,73917.140625,74167.882812,2026-04-16T17:00:00Z,130420736.0
75054.4375,75092.3125,74250.09375,74354.03125,2026-04-16T18:00:00Z,0.0
75371.976562,75429.609375,74762.671875,75102.0,2026-04-16T19:00:00Z,964886528.0
75245.992188,75533.679688,75020.96875,75384.9375,2026-04-16T20:00:00Z,128495616.0
74956.601562,75300.0,74827.8125,75252.210938,2026-04-16T21:00:00Z,121356288.0
74888.609375,75139.453125,74853.75,74966.257812,2026-04-16T22:00:00Z,0.0
75163.09375,75198.460938,74847.96875,74866.40625,2026-04-16T23:00:00Z,0.0
74955.992188,75179.851562,74905.90625,75160.203125,2026-04-17T00:00:00Z,0.0
74763.890625,75061.351562,74594.476562,74960.617188,2026-04-17T01:00:00Z,51539968.0
74730.132812,74830.898438,74562.671875,74759.859375,2026-04-17T02:00:00Z,0.0
74633.148438,74860.109375,74629.757812,74724.992188,2026-04-17T03:00:00Z,0.0
74810.007812,74867.9375,74611.78125,74633.15625,2026-04-17T04:00:00Z,0.0
74656.5625,74823.109375,74575.0,74810.0,2026-04-17T05:00:00Z,0.0
74921.242188,74960.90625,74614.46875,74645.023438,2026-04-17T06:00:00Z,0.0
75069.6875,75118.859375,74954.742188,74960.960938,2026-04-17T07:00:00Z,61296640.0
75789.992188,75888.75,75015.359375,75095.40625,2026-04-17T08:00:00Z,619696128.0
75811.476562,76370.0,75551.25,75821.976562,2026-04-17T09:00:00Z,2566205440.0
75301.109375,75907.140625,75124.226562,75811.453125,2026-04-17T10:00:00Z,1024786432.0
75622.578125,75633.75,75273.75,75292.507812,2026-04-17T11:00:00Z,0.0
76294.609375,76298.359375,75558.0,75661.648438,2026-04-17T12:00:00Z,779100160.0
77388.0,77453.226562,76100.007812,76260.0,2026-04-17T13:00:00Z,5033406464.0
77977.75,78142.976562,77065.90625,77434.460938,2026-04-17T14:00:00Z,3173928960.0
77843.273438,78060.023438,77497.601562,77977.507812,2026-04-17T15:00:00Z,1281085440.0
77907.273438,78340.039062,77785.25,77836.21875,2026-04-17T16:00:00Z,778620928.0
77563.507812,77955.007812,77152.5,77898.757812,2026-04-17T17:00:00Z,973885440.0
77206.0,77602.476562,77122.5,77576.25,2026-04-17T18:00:00Z,126701568.0
77517.867188,77524.0625,77063.257812,77210.132812,2026-04-17T19:00:00Z,0.0
77366.96875,77648.453125,77188.65625,77463.882812,2026-04-17T20:00:00Z,0.0
77475.0,77531.242188,77310.0,77373.273438,2026-04-17T21:00:00Z,0.0
77339.9375,77551.523438,77297.976562,77473.132812,2026-04-17T22:00:00Z,221704192.0
77098.007812,77336.242188,76941.992188,77328.007812,2026-04-17T23:00:00Z,344924160.0
77196.0,77287.460938,77010.0,77073.75,2026-04-18T00:00:00Z,0.0
77251.96875,77364.742188,77148.773438,77216.242188,2026-04-18T01:00:00Z,0.0
77323.507812,77447.429688,77154.289062,77251.96875,2026-04-18T02:00:00Z,0.0
77040.0,77328.75,77001.3125,77321.242188,2026-04-18T03:00:00Z,0.0
77148.75,77197.5,76926.929688,77025.992188,2026-04-18T04:00:00Z,402907136.0
77168.289062,77295.007812,77144.007812,77144.023438,2026-04-18T05:00:00Z,52015104.0
77160.007812,77253.75,77091.0,77168.296875,2026-04-18T06:00:00Z,0.0
77020.007812,77162.023438,76923.078125,77136.328125,2026-04-18T07:00:00Z,0.0
76760.023438,77070.390625,76534.023438,77020.023438,2026-04-18T08:00:00Z,0.0
76631.257812,76743.742188,76450.15625,76732.5,2026-04-18T09:00:00Z,0.0
76222.492188,76631.257812,76170.71875,76631.257812,2026-04-18T10:00:00Z,0.0
76069.460938,76222.5,75798.75,76222.5,2026-04-18T11:00:00Z,0.0
76239.757812,76323.742188,76070.992188,76074.796875,2026-04-18T12:00:00Z,0.0
76148.640625,76248.742188,75839.992188,76230.828125,2026-04-18T13:00:00Z,0.0
76280.609375,76314.09375,76008.757812,76150.007812,2026-04-18T14:00:00Z,0.0
76191.71875,76361.257812,76050.132812,76282.1875,2026-04-18T15:00:00Z,0.0
75968.117188,76249.976562,75823.03125,76173.09375,2026-04-18T16:00:00Z,0.0
75852.132812,75982.523438,75818.179688,75955.476562,2026-04-18T17:00:00Z,0.0
75672.4375,75886.898438,75482.96875,75842.007812,2026-04-18T18:00:00Z,0.0
75678.90625,75828.6875,75607.84375,75653.71875,2026-04-18T19:00:00Z,0.0
75784.9375,75875.828125,75633.679688,75688.59375,2026-04-18T20:00:00Z,0.0
75854.570312,75875.828125,75632.671875,75779.039062,2026-04-18T21:00:00Z,0.0
75846.96875,75914.679688,75644.117188,75827.492188,2026-04-18T22:00:00Z,0.0
75730.578125,75921.976562,75730.578125,75861.039062,2026-04-18T23:00:00Z,0.0
75705.21875,75884.007812,75590.171875,75736.0,2026-04-19T00:00:00Z,0.0
75652.101562,75820.0,75500.0,75708.007812,2026-04-19T01:00:00Z,129032192.0
75523.859375,75741.351562,75452.0,75643.671875,2026-04-19T02:00:00Z,53024768.0
75549.65625,75668.0,75398.867188,75523.859375,2026-04-19T03:00:00Z,71456768.0
75700.007812,75798.40625,75454.617188,75546.492188,2026-04-19T04:00:00Z,0.0
75580.023438,75723.882812,75549.679688,75695.0625,2026-04-19T05:00:00Z,0.0
75429.75,75580.007812,75325.0,75580.007812,2026-04-19T06:00:00Z,337053696.0
75291.117188,75434.921875,74955.546875,75426.960938,2026-04-19T07:00:00Z,855674880.0
75293.171875,75336.523438,75113.953125,75265.0,2026-04-19T08:00:00Z,0.0
75055.421875,75301.492188,74963.382812,75292.539062,2026-04-19T09:00:00Z,0.0
75246.09375,75272.5625,74974.773438,75055.421875,2026-04-19T10:00:00Z,0.0
75637.523438,75653.0625,75242.023438,75246.09375,2026-04-19T11:00:00Z,0.0
75611.90625,75730.492188,75480.0,75652.3125,2026-04-19T12:00:00Z,0.0
75963.132812,76257.070312,75588.351562,75588.460938,2026-04-19T13:00:00Z,582748160.0
76064.960938,76180.578125,75707.976562,75963.132812,2026-04-19T14:00:00Z,266915840.0
75885.617188,76187.992188,75450.476562,76062.84375,2026-04-19T15:00:00Z,1075015680.0
75416.007812,75893.632812,75356.007812,75885.617188,2026-04-19T16:00:00Z,0.0
74820.851562,75419.351562,74707.992188,75419.351562,2026-04-19T17:00:00Z,425570304.0
74806.710938,74910.171875,74641.476562,74793.882812,2026-04-19T18:00:00Z,642525184.0
74985.039062,75110.421875,74813.257812,74813.257812,2026-04-19T19:00:00Z,272711680.0
74662.5625,74985.039062,74493.476562,74985.039062,2026-04-19T20:00:00Z,0.0
74461.203125,74842.320312,74407.84375,74662.5625,2026-04-19T21:00:00Z,505593856.0
74072.539062,74438.578125,73802.578125,74423.992188,2026-04-19T22:00:00Z,2095738880.0
73815.203125,74076.8125,73815.203125,74076.8125,2026-04-19T23:00:00Z,628639744.0
74305.296875,74382.15625,73772.960938,73830.0,2026-04-20T00:00:00Z,972533760.0
74621.429688,74772.351562,74239.796875,74314.679688,2026-04-20T01:00:00Z,524847104.0
74439.90625,74654.9375,74337.390625,74623.992188,2026-04-20T02:00:00Z,387602432.0
74665.617188,74672.960938,74390.132812,74448.273438,2026-04-20T03:00:00Z,237033472.0
74593.59375,74669.1875,74469.039062,74666.078125,2026-04-20T04:00:00Z,0.0
74297.921875,74586.070312,74136.9375,74567.78125,2026-04-20T05:00:00Z,346931200.0
74820.179688,74910.15625,74283.539062,74315.828125,2026-04-20T06:00:00Z,234817536.0
74860.023438,75582.007812,74694.367188,74873.421875,2026-04-20T07:00:00Z,489672704.0
74758.007812,75026.953125,74650.28125,74860.382812,2026-04-20T08:00:00Z,597123072.0
75100.4375,75269.523438,74726.109375,74745.359375,2026-04-20T09:00:00Z,463020032.0
75068.6875,75436.03125,75042.171875,75130.382812,2026-04-20T10:00:00Z,41537536.0
75232.726562,75318.257812,75000.289062,75068.726562,2026-04-20T11:00:00Z,0.0
75322.867188,75669.007812,75111.257812,75222.898438,2026-04-20T12:00:00Z,466120704.0
75316.890625,75467.28125,74945.171875,75349.929688,2026-04-20T13:00:00Z,71524352.0
75071.84375,75765.210938,74961.117188,75300.0,2026-04-20T14:00:00Z,1182838784.0
75750.0,75758.078125,74735.742188,75090.75,2026-04-20T15:00:00Z,651075584.0
75378.789062,75753.148438,75328.75,75753.148438,2026-04-20T16:00:00Z,407003136.0
75937.3125,75998.148438,75322.359375,75391.21875,2026-04-20T17:00:00Z,0.0
76455.671875,76489.0625,75953.367188,75954.421875,2026-04-20T18:00:00Z,623157248.0
76330.9375,76528.007812,76184.859375,76483.367188,2026-04-20T19:00:00Z,1873649664.0
76317.28125,76590.0,76162.3125,76311.109375,2026-04-20T20:00:00Z,1115488256.0
75988.007812,76405.726562,75816.0,76330.0,2026-04-20T21:00:00Z,287932416.0
76004.671875,76180.578125,75933.023438,76054.0,2026-04-20T22:00:00Z,0.0
75875.039062,75937.726562,75655.992188,75912.773438,2026-04-20T23:00:00Z,0.0
76128.101562,76129.828125,75724.820312,75876.890625,2026-04-21T00:00:00Z,0.0
75955.0625,76270.1875,75906.023438,76086.0,2026-04-21T01:00:00Z,0.0
75613.75,75958.9375,75612.0,75955.070312,2026-04-21T02:00:00Z,0.0
75740.578125,75747.390625,75520.0,75613.75,2026-04-21T03:00:00Z,0.0
75840.578125,75850.710938,75633.28125,75755.773438,2026-04-21T04:00:00Z,0.0
75835.773438,76010.640625,75815.0,75840.007812,2026-04-21T05:00:00Z,0.0
76001.828125,76146.0,75731.171875,75835.773438,2026-04-21T06:00:00Z,0.0
76118.09375,76323.539062,75851.742188,76007.789062,2026-04-21T07:00:00Z,52444172288.0
76545.65625,76879.34375,76114.59375,76125.632812,2026-04-21T08:00:00Z,467214336.0
76388.398438,76596.492188,76192.382812,76545.609375,2026-04-21T09:00:00Z,0.0
76775.117188,76905.171875,76382.460938,76382.460938,2026-04-21T10:00:00Z,294772736.0
76478.617188,76789.328125,76370.007812,76786.953125,2026-04-21T11:00:00Z,612114432.0
76044.5625,76548.773438,75749.351562,76489.0,2026-04-21T12:00:00Z,274640896.0
75922.0,76198.609375,75752.820312,76051.25,2026-04-21T13:00:00Z,29853859840.0
75687.476562,76595.0,75658.976562,75936.960938,2026-04-21T14:00:00Z,0.0
75849.703125,75999.320312,75438.703125,75694.4375,2026-04-21T15:00:00Z,0.0
75794.992188,76191.257812,75772.890625,75869.71875,2026-04-21T16:00:00Z,0.0
75567.257812,75863.992188,75107.179688,75782.523438,2026-04-21T17:00:00Z,0.0
75622.789062,75664.992188,75319.203125,75541.953125,2026-04-21T18:00:00Z,0.0
75019.992188,75909.492188,74825.992188,75633.757812,2026-04-21T19:00:00Z,0.0
75743.71875,75868.90625,74989.539062,75004.367188,2026-04-21T20:00:00Z,0.0
75565.007812,75796.679688,75469.859375,75740.679688,2026-04-21T21:00:00Z,0.0
75662.007812,75662.140625,75325.148438,75566.632812,2026-04-21T22:00:00Z,115748864.0
76356.0,76437.257812,75645.0,75645.0,2026-04-21T23:00:00Z,343629824.0
76337.15625,76519.070312,76234.007812,76370.0,2026-04-22T00:00:00Z,11161600.0
76316.789062,76432.9375,76148.109375,76370.578125,2026-04-22T01:00:00Z,16044032.0
77626.007812,77662.070312,76244.03125,76334.929688,2026-04-22T02:00:00Z,1683529728.0
77541.546875,77746.882812,77430.0,77627.359375,2026-04-22T03:00:00Z,1451786240.0
77536.0,77715.976562,77384.070312,77547.992188,2026-04-22T04:00:00Z,753033216.0
77991.929688,78433.898438,77463.992188,77552.03125,2026-04-22T05:00:00Z,2779820032.0
78024.40625,78048.929688,77914.976562,77983.296875,2026-04-22T06:00:00Z,737804288.0
78007.6875,78128.0,77844.210938,78028.976562,2026-04-22T07:00:00Z,11460608.0
78029.6875,78220.03125,77960.0,78044.289062,2026-04-22T08:00:00Z,65699840.0
78035.796875,78202.148438,77971.296875,77993.976562,2026-04-22T09:00:00Z,18178048.0
78186.5625,78193.210938,77967.679688,78015.5625,2026-04-22T10:00:00Z,60895232.0
78322.546875,78385.53125,78120.007812,78193.953125,2026-04-22T11:00:00Z,0.0
78262.898438,78514.789062,78146.882812,78329.0,2026-04-22T12:00:00Z,142364672.0
78887.4375,78887.4375,78204.101562,78252.359375,2026-04-22T13:00:00Z,1212329984.0
79077.25,79178.859375,78625.976562,78897.609375,2026-04-22T14:00:00Z,1833050112.0
79325.382812,79450.0,78882.671875,79094.859375,2026-04-22T15:00:00Z,864710656.0
78777.367188,79500.007812,78697.96875,79371.929688,2026-04-22T16:00:00Z,912244736.0
78923.0,79078.359375,78724.726562,78782.460938,2026-04-22T17:00:00Z,0.0
79062.460938,79198.898438,78857.039062,78945.21875,2026-04-22T18:00:00Z,0.0
78891.976562,79106.398438,78740.90625,79000.539062,2026-04-22T19:00:00Z,0.0
78459.820312,78946.382812,78440.0,78918.523438,2026-04-22T20:00:00Z,0.0
78794.757812,78858.242188,78447.023438,78447.023438,2026-04-22T21:00:00Z,537243648.0
78642.898438,78865.078125,78487.28125,78785.242188,2026-04-22T22:00:00Z,55644160.0
78208.546875,78635.601562,78184.007812,78623.976562,2026-04-22T23:00:00Z,77496320.0
78449.546875,78605.0,77628.070312,78208.539062,2026-04-23T00:00:00Z,433913856.0
78382.992188,78469.148438,78098.382812,78442.148438,2026-04-23T01:00:00Z,1216458752.0
77967.460938,78387.390625,77789.59375,78387.390625,2026-04-23T02:00:00Z,0.0
77778.0,78050.4375,77536.007812,77969.601562,2026-04-23T03:00:00Z,122421248.0
77935.460938,77963.851562,77698.703125,77748.648438,2026-04-23T04:00:00Z,0.0
78027.90625,78112.0,77800.03125,77944.0,2026-04-23T05:00:00Z,0.0
78240.007812,78370.492188,78066.1875,78066.1875,2026-04-23T06:00:00Z,0.0
78086.140625,78281.773438,78006.617188,78259.992188,2026-04-23T07:00:00Z,0.0
77877.34375,78204.3125,77748.023438,78086.140625,2026-04-23T08:00:00Z,0.0
77675.1875,77887.46875,77467.757812,77877.351562,2026-04-23T09:00:00Z,659345408.0
77425.90625,77737.90625,77216.890625,77672.007812,2026-04-23T10:00:00Z,1208832000.0
77722.289062,77768.867188,77407.78125,77463.351562,2026-04-23T11:00:00Z,0.0
77904.101562,77904.101562,77609.476562,77722.328125,2026-04-23T12:00:00Z,0.0
77558.5,77943.671875,77422.5,77894.007812,2026-04-23T13:00:00Z,0.0
78216.578125,78238.570312,77446.367188,77514.679688,2026-04-23T14:00:00Z,0.0
78413.179688,78716.328125,78012.046875,78214.4375,2026-04-23T15:00:00Z,30183424.0
78128.601562,78544.65625,78068.0,78420.726562,2026-04-23T16:00:00Z,0.0
77796.421875,78218.53125,76986.296875,78142.15625,2026-04-23T17:00:00Z,1466310656.0
77739.09375,78172.6875,77713.976562,77766.953125,2026-04-23T18:00:00Z,388833280.0
77743.15625,77922.210938,77629.25,77698.0625,2026-04-23T19:00:00Z,236609536.0
77906.101562,78070.398438,77669.898438,77732.539062,2026-04-23T20:00:00Z,0.0
77901.039062,78091.960938,77811.0,77906.601562,2026-04-23T21:00:00Z,0.0
78262.242188,78366.1875,77912.273438,77912.273438,2026-04-23T22:00:00Z,0.0
78281.320312,78327.0,78051.8125,78220.046875,2026-04-23T23:00:00Z,0.0
78439.5625,78516.328125,78197.179688,78320.382812,2026-04-24T00:00:00Z,0.0
78465.132812,78483.070312,77989.8125,78447.976562,2026-04-24T01:00:00Z,0.0
78154.101562,78570.023438,78108.023438,78442.648438,2026-04-24T02:00:00Z,0.0
77755.390625,78215.023438,77590.507812,78166.476562,2026-04-24T03:00:00Z,29274112.0
77682.90625,77871.929688,77532.007812,77744.90625,2026-04-24T04:00:00Z,117673984.0
77974.289062,78039.390625,77465.898438,77673.601562,2026-04-24T05:00:00Z,0.0
77813.117188,77999.101562,77786.289062,77992.132812,2026-04-24T06:00:00Z,0.0
77676.960938,77878.203125,77568.4375,77805.0,2026-04-24T07:00:00Z,466751488.0
77808.726562,78029.976562,77593.203125,77676.960938,2026-04-24T08:00:00Z,0.0
77551.890625,77826.070312,77436.0,77811.429688,2026-04-24T09:00:00Z,0.0
77762.453125,77798.3125,77457.210938,77528.617188,2026-04-24T10:00:00Z,0.0
78256.09375,78395.273438,77762.4375,77776.023438,2026-04-24T11:00:00Z,1137606656.0
78290.648438,78377.046875,78056.882812,78272.96875,2026-04-24T12:00:00Z,0.0
78107.859375,78447.757812,77922.960938,78290.640625,2026-04-24T13:00:00Z,300425216.0
78074.15625,78096.007812,77704.1875,78067.28125,2026-04-24T14:00:00Z,260997120.0
78068.03125,78237.5625,77619.992188,78057.992188,2026-04-24T15:00:00Z,0.0
77804.039062,78081.242188,77606.46875,78077.078125,2026-04-24T16:00:00Z,34394112.0
77707.148438,77831.84375,77502.601562,77772.296875,2026-04-24T17:00:00Z,0.0
77637.609375,77741.890625,77385.90625,77691.460938,2026-04-24T18:00:00Z,0.0
77659.71875,77767.40625,77556.320312,77680.226562,2026-04-24T19:00:00Z,0.0
77748.679688,77781.921875,77480.0,77657.023438,2026-04-24T20:00:00Z,0.0
77565.453125,77785.0,77565.453125,77748.679688,2026-04-24T21:00:00Z,263231488.0
77360.0,77650.71875,77306.0625,77572.039062,2026-04-24T22:00:00Z,392822784.0
77461.796875,77484.976562,77358.828125,77368.640625,2026-04-24T23:00:00Z,215015424.0
77483.4375,77518.601562,77329.289062,77471.179688,2026-04-25T00:00:00Z,0.0
77559.96875,77645.460938,77461.007812,77498.007812,2026-04-25T01:00:00Z,0.0
77639.179688,77669.53125,77518.78125,77559.96875,2026-04-25T02:00:00Z,0.0
77674.0,77736.117188,77574.679688,77654.570312,2026-04-25T03:00:00Z,0.0
77641.15625,77726.15625,77621.898438,77699.90625,2026-04-25T04:00:00Z,0.0
77542.1875,77634.320312,77509.679688,77634.320312,2026-04-25T05:00:00Z,0.0
77526.421875,77609.28125,77506.710938,77545.75,2026-04-25T06:00:00Z,0.0
77532.960938,77598.039062,77470.0,77510.007812,2026-04-25T07:00:00Z,0.0
77672.648438,77686.796875,77510.9375,77514.257812,2026-04-25T08:00:00Z,0.0
77738.1875,77805.890625,77612.0,77686.796875,2026-04-25T09:00:00Z,0.0
77809.476562,77910.351562,77745.648438,77745.648438,2026-04-25T10:00:00Z,0.0
77697.398438,77809.46875,77636.171875,77809.46875,2026-04-25T11:00:00Z,0.0
77575.28125,77736.953125,77565.4375,77704.507812,2026-04-25T12:00:00Z,0.0
77701.359375,77731.703125,77580.367188,77580.367188,2026-04-25T13:00:00Z,0.0
77679.960938,77768.796875,77652.09375,77701.359375,2026-04-25T14:00:00Z,0.0
77354.0625,77744.023438,77345.0,77679.953125,2026-04-25T15:00:00Z,0.0
