root,path,classification,suffix
/tmp,/tmp/mainregimev2_local_panel_rule_probe.verify.json,data_file_needs_schema_owner_match,.json
/tmp,/tmp/kaggle_public_api_regime_source_audit.verify.json,data_file_needs_schema_owner_match,.json
/tmp,/tmp/hf_akashkumar5_Multi_Timeframe_Market_Regimes_HMM6_BTCUSD.json,data_file_needs_schema_owner_match,.json
/tmp,/tmp/mainregimev2_positive_acquisition_pivot.json.check,not_row_intake_candidate,.check
/tmp,/tmp/rootaware_regime_switch_b2r_report_v1.pretty.json,data_file_needs_schema_owner_match,.json
/tmp,/tmp/actionable_parent_regime_taxonomy_web_refresh.jq.out,not_row_intake_candidate,.out
/tmp,/tmp/mainregimev2_lock_after_v6_drift.verify.json,data_file_needs_schema_owner_match,.json
/tmp,/tmp/ict-regime-verified-20260509T110030.auto-quant-prepare.log,not_row_intake_candidate,.log
/tmp,/tmp/regime_family_comparison_v2.json,data_file_needs_schema_owner_match,.json
/tmp,/tmp/web_backed_parent_regime_taxonomy_refresh.json.checked,not_row_intake_candidate,.checked
/tmp,/tmp/regime_factor_consumer_map_v1.verify,not_row_intake_candidate,.verify
/tmp,/tmp/mainregimev2_positive_evidence_consolidation_v1.json.tool.out,not_row_intake_candidate,.out
/tmp,/tmp/kaggle_herding_regime.zip,not_row_intake_candidate,.zip
/tmp,/tmp/regime_consumer_bundle_check.out,not_row_intake_candidate,.out
/tmp,/tmp/expanded_main_regime_source_refresh.json.pretty,not_row_intake_candidate,.pretty
/tmp,/tmp/ict-regime-verified-20260509T110030.auto-quant-prepare2.log,not_row_intake_candidate,.log
/tmp,/tmp/main_regime_taxonomy_correction_jq.out,not_row_intake_candidate,.out
/tmp,/tmp/kaggle_stock_regimes.err,not_row_intake_candidate,.err
/tmp,/tmp/mainregimev4_crosswalk_json_check.out,not_row_intake_candidate,.out
/tmp,/tmp/ndx_source_label_availability_probe_v1.json.tool.out,not_row_intake_candidate,.out
/tmp,/tmp/main_regime_v5_jq.out,not_row_intake_candidate,.out
/tmp,/tmp/ict_hf_market_regime_datasets.json,data_file_needs_schema_owner_match,.json
/tmp,/tmp/source_label_attachability_audit.jsoncheck,not_row_intake_candidate,.jsoncheck
/tmp,/tmp/mainregimev2_relock_after_taxonomy_drift_v10.verify,not_row_intake_candidate,.verify
/tmp,/tmp/ict-regime-verified-20260509T110030.factor-research.log,not_row_intake_candidate,.log
/tmp,/tmp/per_regime_factor_supply_map.json.check,not_row_intake_candidate,.check
/tmp,/tmp/regime_family_comparison.json,data_file_needs_schema_owner_match,.json
/tmp,/tmp/direct_source_label_attachability.json.tool.out,not_row_intake_candidate,.out
/tmp,/tmp/positive_regime_gate_contract.json.check,not_row_intake_candidate,.check
/tmp,/tmp/pumpolymp_source_audit.json.check,not_row_intake_candidate,.check
/tmp,/tmp/kaggle_stock_regime_label_panel_audit.verify.json,data_file_needs_schema_owner_match,.json
/tmp,/tmp/yfinance_intraday_source_label_attack_map_v1.json.check,not_row_intake_candidate,.check
/tmp,/tmp/kaggle_stock_regimes_files.err,not_row_intake_candidate,.err
/tmp,/tmp/privy-cross-app-postmessage-spoof-report.md,script_or_document_not_source_rows,.md
/tmp,/tmp/ict-r33-aq-filter-belief-catboost-exectree-20260510/state/auto-quant/.deps/auto-quant/versions/0.4.1/strategies/RegimeAdaptiveBNB.py,script_or_document_not_source_rows,.py
/tmp,/tmp/ict-r33-aq-filter-belief-catboost-exectree-20260510/state/auto-quant/.deps/auto-quant/user_data/strategies/RegimeAdaptiveBNB.py,script_or_document_not_source_rows,.py
/tmp,/tmp/ict-r33-aq-filter-belief-catboost-exectree-20260510/state/auto-quant/.deps/auto-quant/user_data/strategies/__pycache__/RegimeAdaptiveBNB.cpython-311.pyc,not_row_intake_candidate,.pyc
/tmp,/tmp/ict-r33-aq-filter-belief-catboost-exectree-20260510/state/auto-quant/.deps/auto-quant/user_data/strategies_external/RegimeAdaptiveBNB.py,script_or_document_not_source_rows,.py
/tmp,/tmp/ict-r33-aq-filter-belief-catboost-exectree-20260510/state/auto-quant/.deps/auto-quant/.venv/bin/wsdump,not_row_intake_candidate,
/tmp,/tmp/ict-r33-aq-filter-belief-catboost-exectree-20260510/replay_ibkr/state/.deps/auto-quant/versions/0.4.1/strategies/RegimeAdaptiveBNB.py,script_or_document_not_source_rows,.py
/tmp,/tmp/ict-r33-aq-filter-belief-catboost-exectree-20260510/replay_ibkr/state/.deps/auto-quant/user_data/strategies/RegimeAdaptiveBNB.py,script_or_document_not_source_rows,.py
/tmp,/tmp/ict-r33-aq-filter-belief-catboost-exectree-20260510/replay_ibkr/state/.deps/auto-quant/user_data/strategies/__pycache__/RegimeAdaptiveBNB.cpython-311.pyc,not_row_intake_candidate,.pyc
/tmp,/tmp/ict-r33-aq-filter-belief-catboost-exectree-20260510/replay_ibkr/state/.deps/auto-quant/user_data/strategies_external/RegimeAdaptiveBNB.py,script_or_document_not_source_rows,.py
/tmp,/tmp/ict-r33-aq-filter-belief-catboost-exectree-20260510/replay_ibkr/state/.deps/auto-quant/.venv/bin/wsdump,not_row_intake_candidate,
/tmp,/tmp/circle-bbp-audit/gopath/pkg/mod/github.com/davecgh/go-spew@v1.1.2-0.20180830191138-d8f796af33cc/spew/dumpnocgo_test.go,not_row_intake_candidate,.go
/tmp,/tmp/circle-bbp-audit/gopath/pkg/mod/github.com/davecgh/go-spew@v1.1.2-0.20180830191138-d8f796af33cc/spew/dumpcgo_test.go,not_row_intake_candidate,.go
/tmp,/tmp/circle-bbp-audit/gopath/pkg/mod/github.com/davecgh/go-spew@v1.1.2-0.20180830191138-d8f796af33cc/spew/dump_test.go,not_row_intake_candidate,.go
/tmp,/tmp/circle-bbp-audit/gopath/pkg/mod/github.com/davecgh/go-spew@v1.1.2-0.20180830191138-d8f796af33cc/spew/dump.go,not_row_intake_candidate,.go
/tmp,/tmp/ict-r40-no-imagination-chain-verdict-20260510/state/auto-quant/.deps/auto-quant/versions/0.4.1/strategies/RegimeAdaptiveBNB.py,script_or_document_not_source_rows,.py
/tmp,/tmp/ict-r40-no-imagination-chain-verdict-20260510/state/auto-quant/.deps/auto-quant/user_data/strategies/RegimeAdaptiveBNB.py,script_or_document_not_source_rows,.py
/tmp,/tmp/ict-r40-no-imagination-chain-verdict-20260510/state/auto-quant/.deps/auto-quant/user_data/strategies/__pycache__/RegimeAdaptiveBNB.cpython-311.pyc,not_row_intake_candidate,.pyc
/tmp,/tmp/ict-r40-no-imagination-chain-verdict-20260510/state/auto-quant/.deps/auto-quant/.venv/bin/wsdump,not_row_intake_candidate,
/tmp,/tmp/ict-r40-no-imagination-chain-verdict-20260510/logs/36_export_trades_regime_bnb_full.log,not_row_intake_candidate,.log
/tmp,/tmp/ict-r40-no-imagination-chain-verdict-20260510/logs/38_validate_regime_chain_verdict.log,not_row_intake_candidate,.log
/tmp,/tmp/ict-aq-filter-bbn-catboost-exectree-20260510022525/auto-quant/auto-quant/.deps/auto-quant/versions/0.4.1/strategies/RegimeAdaptiveBNB.py,script_or_document_not_source_rows,.py
/tmp,/tmp/ict-aq-filter-bbn-catboost-exectree-20260510022525/auto-quant/auto-quant/.deps/auto-quant/user_data/strategies/RegimeAdaptiveBNB.py,script_or_document_not_source_rows,.py
/tmp,/tmp/ict-aq-filter-bbn-catboost-exectree-20260510022525/auto-quant/auto-quant/.deps/auto-quant/user_data/strategies/__pycache__/RegimeAdaptiveBNB.cpython-311.pyc,not_row_intake_candidate,.pyc
/tmp,/tmp/ict-aq-filter-bbn-catboost-exectree-20260510022525/auto-quant/auto-quant/.deps/auto-quant/.venv/bin/wsdump,not_row_intake_candidate,
/tmp,/tmp/ict-regime-r5-smoke-27921/regime_expert_scores.jsonl,not_row_intake_candidate,.jsonl
/tmp,/tmp/ict-regime-r5-smoke-27921/regime_expert_training_report.json,data_file_needs_schema_owner_match,.json
/tmp,/tmp/ict-regime-r5-smoke-27921/regime_ontology_manifest.json,data_file_needs_schema_owner_match,.json
/tmp,/tmp/ict-regime-r5-smoke-27921/regime_features.csv,data_file_needs_schema_owner_match,.csv
/tmp,/tmp/ict-regime-r5-smoke-27921/regime_expert_bank_manifest.jsonl,not_row_intake_candidate,.jsonl
/tmp,/tmp/ict-engine-factor-candidate-registry-profile-20260508-v2/specs/regime_primary_gate_pending_v1.json,data_file_needs_schema_owner_match,.json
/tmp,/tmp/ict-engine-factor-candidate-registry-profile-20260508-v2/packs/regime_primary_gate_pending_v1/regime_classifier_summary.json,data_file_needs_schema_owner_match,.json
/tmp,/tmp/ict-engine-factor-candidate-registry-profile-20260508-v5/specs/regime_primary_gate_pending_v1.json,data_file_needs_schema_owner_match,.json
/tmp,/tmp/ict-engine-factor-candidate-registry-profile-20260508-v5/packs/regime_primary_gate_pending_v1/regime_classifier_summary.json,data_file_needs_schema_owner_match,.json
/tmp,/tmp/privy-report-poc/poc-postmessage-spoof.js,script_or_document_not_source_rows,.js
/tmp,/tmp/family_a_fvg_retrace_chain_cli/.deps/auto-quant/user_data/strategies/TomacNQ_KillzoneBreakout1dRegime.py,script_or_document_not_source_rows,.py
/tmp,/tmp/family_a_fvg_retrace_chain_cli/.deps/auto-quant/user_data/strategies_external/TomacNQ_KillzoneBreakout1dRegime.py,script_or_document_not_source_rows,.py
/tmp,/tmp/family_a_fvg_retrace_chain_cli/.deps/auto-quant/user_data/strategies_external/__pycache__/TomacNQ_KillzoneBreakout1dRegime.cpython-311.pyc,not_row_intake_candidate,.pyc
/tmp,/tmp/family_a_fvg_retrace_chain_cli/.deps/auto-quant/.venv/bin/wsdump,not_row_intake_candidate,
/tmp,/tmp/family_a_fvg_retrace_chain_cli/.deps/auto-quant/.venv/lib/python3.11/site-packages/websocket/_wsdump.py,script_or_document_not_source_rows,.py
/tmp,/tmp/family_a_fvg_retrace_chain_cli/.deps/auto-quant/.venv/lib/python3.11/site-packages/yaml/dumper.py,script_or_document_not_source_rows,.py
/tmp,/tmp/ict-regime-r9-smoke/regime_conformal_calibration_report.json,data_file_needs_schema_owner_match,.json
/tmp,/tmp/ict-regime-r9-smoke/regime_expert_scores.jsonl,not_row_intake_candidate,.jsonl
/tmp,/tmp/ict-regime-r9-smoke/regime_transition_governor_report.json,data_file_needs_schema_owner_match,.json
/tmp,/tmp/ict-regime-r9-smoke/regime_distributional_agreement_report.json,data_file_needs_schema_owner_match,.json
/tmp,/tmp/ict-regime-r9-smoke/regime_expert_training_report.json,data_file_needs_schema_owner_match,.json
/tmp,/tmp/ict-regime-r9-smoke/regime_high_confidence_decision.json,data_file_needs_schema_owner_match,.json
/tmp,/tmp/ict-regime-r9-smoke/regime_ontology_manifest.json,data_file_needs_schema_owner_match,.json
/tmp,/tmp/ict-regime-r9-smoke/regime_features.csv,data_file_needs_schema_owner_match,.csv
/tmp,/tmp/ict-regime-r9-smoke/regime_expert_bank_manifest.jsonl,not_row_intake_candidate,.jsonl
/tmp,/tmp/ict-engine-factor-candidate-registry-generic-20260509-main-audit/specs/regime_primary_gate_pending_v1.json,data_file_needs_schema_owner_match,.json
/tmp,/tmp/ict-engine-factor-candidate-registry-generic-20260509-main-audit/specs/family_a_killzone_breakout_1d_regime_v1.json,data_file_needs_schema_owner_match,.json
/tmp,/tmp/ict-engine-regime-longspan-nq/regime_factor_benchmark.1h.post_transition_state.ablation.base_pda_cluster.t5.json,data_file_needs_schema_owner_match,.json
/tmp,/tmp/ict-engine-regime-longspan-nq/regime_factor_benchmark.1h.behavior.ablation.base_pda_cluster_bridge.t5.json,data_file_needs_schema_owner_match,.json
/tmp,/tmp/ict-engine-regime-longspan-nq/regime_factor_benchmark.1h.post_transition_direction.ablation.base_pda_cluster_kmeans.t3.s30000.md,script_or_document_not_source_rows,.md
/tmp,/tmp/ict-engine-regime-longspan-nq/regime_factor_benchmark.1d.outcome.ablation.base_pda.t5.md,script_or_document_not_source_rows,.md
/tmp,/tmp/ict-engine-regime-longspan-nq/regime_factor_benchmark.1h.outcome.ablation.all.t5.md,script_or_document_not_source_rows,.md
/tmp,/tmp/ict-engine-regime-longspan-nq/regime_factor_benchmark.1h.outcome.family.v1.json,data_file_needs_schema_owner_match,.json
/tmp,/tmp/ict-engine-regime-longspan-nq/regime_factor_benchmark.15m.v2.md,script_or_document_not_source_rows,.md
/tmp,/tmp/ict-engine-regime-longspan-nq/regime_factor_benchmark.1h.outcome.v1.json,data_file_needs_schema_owner_match,.json
/tmp,/tmp/ict-engine-regime-longspan-nq/regime_factor_benchmark.15m.outcome.ablation.base_pda.controlled_t3.json,data_file_needs_schema_owner_match,.json
/tmp,/tmp/ict-engine-regime-longspan-nq/regime_factor_benchmark.1h.behavior.indicator_pda_volume.v2.md,script_or_document_not_source_rows,.md
/tmp,/tmp/ict-engine-regime-longspan-nq/regime_factor_benchmark.1h.outcome.ablation.pda.t5.md,script_or_document_not_source_rows,.md
/tmp,/tmp/ict-engine-regime-longspan-nq/regime_factor_benchmark.1h.mece.trained.v2.json,data_file_needs_schema_owner_match,.json
/tmp,/tmp/ict-engine-regime-longspan-nq/regime_factor_benchmark.1h.outcome.htfctx.v1.md,script_or_document_not_source_rows,.md
/tmp,/tmp/ict-engine-regime-longspan-nq/regime_factor_benchmark.1h.outcome.htfctx.v1.json,data_file_needs_schema_owner_match,.json
/tmp,/tmp/ict-engine-regime-longspan-nq/regime_factor_benchmark.1d.outcome.deep_pda.pda_deep.smoke.md,script_or_document_not_source_rows,.md
/tmp,/tmp/ict-engine-regime-longspan-nq/regime_factor_benchmark.1h.post_transition_direction.ablation.base_pda.t5.md,script_or_document_not_source_rows,.md
/tmp,/tmp/ict-engine-regime-longspan-nq/regime_factor_benchmark.4h.hmm_viterbi.ablation.base_pda.t5.md,script_or_document_not_source_rows,.md
/tmp,/tmp/ict-engine-regime-longspan-nq/regime_factor_benchmark.4h.v2.md,script_or_document_not_source_rows,.md
/tmp,/tmp/ict-engine-regime-longspan-nq/regime_factor_benchmark.15m.post_transition_direction.ablation.base_pda_cluster_kmeans.t3.s30000.md,script_or_document_not_source_rows,.md
/tmp,/tmp/ict-engine-regime-longspan-nq/regime_factor_benchmark.es.1h.outcome.ablation.base_pda.t5.json,data_file_needs_schema_owner_match,.json
/tmp,/tmp/ict-engine-regime-longspan-nq/regime_factor_benchmark.1h.post_transition_state_balanced.ablation.base_pda_cluster_post_state.t5.json,data_file_needs_schema_owner_match,.json
/tmp,/tmp/ict-engine-regime-longspan-nq/regime_factor_benchmark.1h.post_transition_state_balanced.ablation.base_pda_indicator_volume.t5.json,data_file_needs_schema_owner_match,.json
/tmp,/tmp/ict-engine-regime-longspan-nq/regime_factor_benchmark.1d.v2.md,script_or_document_not_source_rows,.md
/tmp,/tmp/ict-engine-regime-longspan-nq/regime_factor_benchmark.1h.post_transition_direction.ablation.base_pda_cluster_static.t3.s30000.md,script_or_document_not_source_rows,.md
/tmp,/tmp/ict-engine-regime-longspan-nq/regime_factor_benchmark.1h.v4.md,script_or_document_not_source_rows,.md
/tmp,/tmp/ict-engine-regime-longspan-nq/regime_factor_benchmark.1h.post_transition_state.ablation.base_pda.t5.json,data_file_needs_schema_owner_match,.json
/tmp,/tmp/ict-engine-regime-longspan-nq/regime_factor_benchmark.4h.v3.md,script_or_document_not_source_rows,.md
/tmp,/tmp/ict-engine-regime-longspan-nq/regime_factor_benchmark.1h.post_transition_direction.ablation.base_pda_post_state.t5.md,script_or_document_not_source_rows,.md
/tmp,/tmp/ict-engine-regime-longspan-nq/regime_factor_benchmark.1d.v3.md,script_or_document_not_source_rows,.md
/tmp,/tmp/ict-engine-regime-longspan-nq/regime_factor_benchmark.es.1h.post_transition_direction.ablation.base_pda_cluster.t5.md,script_or_document_not_source_rows,.md
/tmp,/tmp/ict-engine-regime-longspan-nq/regime_factor_benchmark.1h.transition_binary.ablation.base_pda_sequence.t5.json,data_file_needs_schema_owner_match,.json
/tmp,/tmp/ict-engine-regime-longspan-nq/regime_factor_benchmark.1h.post_transition_state.ablation.base_pda_cluster.t5.md,script_or_document_not_source_rows,.md
/tmp,/tmp/ict-engine-regime-longspan-nq/regime_factor_benchmark.1h.behavior.transitionfeatures.v1.md,script_or_document_not_source_rows,.md
/tmp,/tmp/ict-engine-regime-longspan-nq/regime_factor_benchmark.1h.outcome.trained.v2.json,data_file_needs_schema_owner_match,.json
/tmp,/tmp/ict-engine-regime-longspan-nq/regime_factor_benchmark.1h.behavior.esctx.v1.json,data_file_needs_schema_owner_match,.json
/tmp,/tmp/ict-engine-regime-longspan-nq/regime_factor_benchmark.1h.post_transition_absorption.ablation.base_pda_post_state.t5.md,script_or_document_not_source_rows,.md
/tmp,/tmp/ict-engine-regime-longspan-nq/regime_factor_benchmark.1h.mece.family.v1.md,script_or_document_not_source_rows,.md
/tmp,/tmp/ict-engine-regime-longspan-nq/regime_factor_benchmark.1d.post_transition_direction.ablation.base_pda_cluster.t5.md,script_or_document_not_source_rows,.md
/tmp,/tmp/ict-engine-regime-longspan-nq/regime_factor_benchmark.1h.post_transition_state_balanced.ablation.base_pda_post_state.t5.json,data_file_needs_schema_owner_match,.json
/tmp,/tmp/ict-engine-regime-longspan-nq/regime_factor_benchmark.es.1h.post_transition_direction.ablation.base_pda_cluster.t5.json,data_file_needs_schema_owner_match,.json
/tmp,/tmp/ict-engine-regime-longspan-nq/regime_factor_benchmark.15m.post_transition_direction.ablation.base_pda_cluster_static.t3.s30000.md,script_or_document_not_source_rows,.md
/tmp,/tmp/ict-engine-regime-longspan-nq/regime_factor_benchmark.1h.behavior.ablation.base_pda_cluster_bridge.t5.md,script_or_document_not_source_rows,.md
/tmp,/tmp/ict-engine-regime-longspan-nq/regime_factor_benchmark.1h.transition_binary.ablation.base_pda_sequence.t5.md,script_or_document_not_source_rows,.md
/tmp,/tmp/ict-engine-regime-longspan-nq/regime_factor_benchmark.1h.mece.trained.v1.md,script_or_document_not_source_rows,.md
/tmp,/tmp/ict-engine-regime-longspan-nq/regime_factor_benchmark.4h.outcome.ablation.base_pda.t5.md,script_or_document_not_source_rows,.md
/tmp,/tmp/ict-engine-regime-longspan-nq/regime_factor_benchmark.1h.post_transition_direction.ablation.base_pda_bocpd_lite.t3.s30000.md,script_or_document_not_source_rows,.md
/tmp,/tmp/ict-engine-regime-longspan-nq/regime_factor_benchmark.4h.walk_forward_hmm.ablation.base_pda.t5.md,script_or_document_not_source_rows,.md
/tmp,/tmp/ict-engine-regime-longspan-nq/regime_factor_benchmark.1h.behavior.htfctx.v1.json,data_file_needs_schema_owner_match,.json
/tmp,/tmp/ict-engine-regime-longspan-nq/regime_factor_benchmark.1h.outcome.transitionfeatures.v1.json,data_file_needs_schema_owner_match,.json
/tmp,/tmp/ict-engine-regime-longspan-nq/regime_factor_benchmark.1h.outcome.trained.v2.md,script_or_document_not_source_rows,.md
/tmp,/tmp/ict-engine-regime-longspan-nq/regime_factor_benchmark.1h.post_transition_direction.ablation.base_pda_cluster.t5.md,script_or_document_not_source_rows,.md
/tmp,/tmp/ict-engine-regime-longspan-nq/regime_factor_benchmark.15m.post_transition_direction.ablation.base_pda_cluster_proto.t3.s30000.md,script_or_document_not_source_rows,.md
/tmp,/tmp/ict-engine-regime-longspan-nq/regime_factor_benchmark.1h.behavior.v1.md,script_or_document_not_source_rows,.md
/tmp,/tmp/ict-engine-regime-longspan-nq/regime_factor_benchmark.4h.outcome.ablation.base_pda.t5.json,data_file_needs_schema_owner_match,.json
/tmp,/tmp/ict-engine-regime-longspan-nq/regime_factor_benchmark.4h.v2.json,data_file_needs_schema_owner_match,.json
/tmp,/tmp/ict-engine-regime-longspan-nq/regime_factor_benchmark.1h.post_transition_direction.ablation.base_pda_cluster_proto.t3.s30000.md,script_or_document_not_source_rows,.md
/tmp,/tmp/ict-engine-regime-longspan-nq/regime_factor_benchmark.1h.outcome.indicator_pda_volume.v1.md,script_or_document_not_source_rows,.md
/tmp,/tmp/ict-engine-regime-longspan-nq/regime_factor_benchmark.1d.v2.json,data_file_needs_schema_owner_match,.json
/tmp,/tmp/ict-engine-regime-longspan-nq/regime_factor_benchmark.1h.outcome.transitionfeatures.v1.md,script_or_document_not_source_rows,.md
/tmp,/tmp/ict-engine-regime-longspan-nq/regime_factor_benchmark.1h.outcome.ablation.indicator.t5.md,script_or_document_not_source_rows,.md
/tmp,/tmp/ict-engine-regime-longspan-nq/regime_factor_benchmark.15m.post_transition_direction.ablation.base_pda_cluster.t1.s4000.wf2000e2000.md,script_or_document_not_source_rows,.md
/tmp,/tmp/ict-engine-regime-longspan-nq/regime_factor_benchmark.4h.post_transition_direction.ablation.base_pda_cluster.t5.md,script_or_document_not_source_rows,.md
/tmp,/tmp/ict-engine-regime-longspan-nq/regime_factor_benchmark.4h.mece.trained.v1.md,script_or_document_not_source_rows,.md
/tmp,/tmp/ict-engine-regime-longspan-nq/regime_factor_benchmark.1h.post_transition_state_balanced.ablation.base_pda.t5.json,data_file_needs_schema_owner_match,.json
/tmp,/tmp/ict-engine-regime-longspan-nq/regime_factor_benchmark.1d.outcome.v1.md,script_or_document_not_source_rows,.md
/tmp,/tmp/ict-engine-regime-longspan-nq/regime_factor_benchmark.4h.outcome.v1.json,data_file_needs_schema_owner_match,.json
/tmp,/tmp/ict-engine-regime-longspan-nq/regime_factor_benchmark.1h.transition_event.v1.md,script_or_document_not_source_rows,.md
/tmp,/tmp/ict-engine-regime-longspan-nq/regime_factor_benchmark.1d.outcome.indicator_pda_volume.smoke.md,script_or_document_not_source_rows,.md
/tmp,/tmp/ict-engine-regime-longspan-nq/regime_factor_benchmark.1h.outcome.ablation.base_pda_sequence.t5.json,data_file_needs_schema_owner_match,.json
/tmp,/tmp/ict-engine-regime-longspan-nq/regime_factor_benchmark.15m.mece.trained.v1.md,script_or_document_not_source_rows,.md
