pair,stake_amount,max_stake_amount,amount,open_date,close_date,open_rate,close_rate,fee_open,fee_close,trade_duration,profit_ratio,profit_abs,exit_reason,initial_stop_loss_abs,initial_stop_loss_ratio,stop_loss_abs,stop_loss_ratio,min_rate,max_rate,is_open,enter_tag,leverage,is_short,open_timestamp,close_timestamp,orders,funding_fees,weekday
NQ/USD,39584.0,39584.0,16.0,2013-01-09 16:00:00+00:00,2013-01-14 00:00:00+00:00,2474.0,2486.5,0.0,0.0,6240,0.0050525464834276475,200.0,exit_signal,2424.52,-0.02,2424.52,-0.02,2460.5,2491.25,False,,1.0,False,1357747200000,1358121600000,"[{'amount': 16.0, 'safe_price': 2474.0, 'ft_order_side': 'buy', 'order_filled_timestamp': 1357747200000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 39584.0}, {'amount': 16.0, 'safe_price': 2486.5, 'ft_order_side': 'sell', 'order_filled_timestamp': 1358121600000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 39784.0}]",0.0,0
NQ/USD,39500.0,39500.0,16.0,2013-01-16 15:00:00+00:00,2013-01-17 21:00:00+00:00,2468.75,2484.27,0.0,0.0,1800,0.006286582278481012,248.32,trailing_stop_loss,2419.38,-0.02,2484.27,-0.005,2461.25,2496.75,False,,1.0,False,1358348400000,1358456400000,"[{'amount': 16.0, 'safe_price': 2468.75, 'ft_order_side': 'buy', 'order_filled_timestamp': 1358348400000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 39500.0}, {'amount': 16.0, 'safe_price': 2484.27, 'ft_order_side': 'sell', 'order_filled_timestamp': 1358456400000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 39748.32}]",0.0,3
ES/USD,43360.0,43360.0,32.0,2013-01-17 14:00:00+00:00,2013-01-22 02:00:00+00:00,1355.0,1359.0,0.0,0.0,6480,0.002952029520295203,128.0,exit_signal,1327.9,-0.02,1327.9,-0.02,1351.25,1362.75,False,,1.0,False,1358431200000,1358820000000,"[{'amount': 32.0, 'safe_price': 1355.0, 'ft_order_side': 'buy', 'order_filled_timestamp': 1358431200000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 43360.0}, {'amount': 32.0, 'safe_price': 1359.0, 'ft_order_side': 'sell', 'order_filled_timestamp': 1358820000000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 43488.0}]",0.0,1
ES/USD,43688.0,43688.0,32.0,2013-01-23 14:00:00+00:00,2013-01-24 00:00:00+00:00,1365.25,1362.5,0.0,0.0,600,-0.0020142830983336385,-88.0,exit_signal,1337.95,-0.02,1337.95,-0.02,1362.5,1369.5,False,,1.0,False,1358949600000,1358985600000,"[{'amount': 32.0, 'safe_price': 1365.25, 'ft_order_side': 'buy', 'order_filled_timestamp': 1358949600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 43688.0}, {'amount': 32.0, 'safe_price': 1362.5, 'ft_order_side': 'sell', 'order_filled_timestamp': 1358985600000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 43600.0}]",0.0,3
ES/USD,43848.0,43848.0,32.0,2013-01-24 15:00:00+00:00,2013-01-28 09:00:00+00:00,1370.25,1368.5,0.0,0.0,5400,-0.001277139208173691,-56.0,exit_signal,1342.85,-0.02,1342.85,-0.02,1363.0,1374.5,False,,1.0,False,1359039600000,1359363600000,"[{'amount': 32.0, 'safe_price': 1370.25, 'ft_order_side': 'buy', 'order_filled_timestamp': 1359039600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 43848.0}, {'amount': 32.0, 'safe_price': 1368.5, 'ft_order_side': 'sell', 'order_filled_timestamp': 1359363600000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 43792.0}]",0.0,0
NQ/USD,39772.0,39772.0,16.0,2013-02-01 14:00:00+00:00,2013-02-04 00:00:00+00:00,2485.75,2490.75,0.0,0.0,3480,0.002011465352509303,80.0,exit_signal,2436.04,-0.02,2436.04,-0.02,2473.0,2502.5,False,,1.0,False,1359727200000,1359936000000,"[{'amount': 16.0, 'safe_price': 2485.75, 'ft_order_side': 'buy', 'order_filled_timestamp': 1359727200000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 39772.0}, {'amount': 16.0, 'safe_price': 2490.75, 'ft_order_side': 'sell', 'order_filled_timestamp': 1359936000000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 39852.0}]",0.0,0
ES/USD,44016.0,44016.0,32.0,2013-02-01 14:00:00+00:00,2013-02-04 00:00:00+00:00,1375.5,1379.75,0.0,0.0,3480,0.0030897855325336242,136.0,exit_signal,1347.99,-0.02,1347.99,-0.02,1372.5,1383.0,False,,1.0,False,1359727200000,1359936000000,"[{'amount': 32.0, 'safe_price': 1375.5, 'ft_order_side': 'buy', 'order_filled_timestamp': 1359727200000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 44016.0}, {'amount': 32.0, 'safe_price': 1379.75, 'ft_order_side': 'sell', 'order_filled_timestamp': 1359936000000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 44152.0}]",0.0,0
ES/USD,44032.0,44032.0,32.0,2013-02-05 15:00:00+00:00,2013-02-07 16:00:00+00:00,1376.0,1372.0,0.0,0.0,2940,-0.0029069767441860465,-128.0,exit_signal,1348.48,-0.02,1348.48,-0.02,1368.75,1384.5,False,,1.0,False,1360076400000,1360252800000,"[{'amount': 32.0, 'safe_price': 1376.0, 'ft_order_side': 'buy', 'order_filled_timestamp': 1360076400000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 44032.0}, {'amount': 32.0, 'safe_price': 1372.0, 'ft_order_side': 'sell', 'order_filled_timestamp': 1360252800000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 43904.0}]",0.0,3
NQ/USD,39832.0,39832.0,16.0,2013-02-08 14:00:00+00:00,2013-02-11 14:00:00+00:00,2489.5,2507.65,0.0,0.0,4320,0.007290620606547499,290.4,trailing_stop_loss,2439.71,-0.02,2507.65,-0.005,2489.0,2520.25,False,,1.0,False,1360332000000,1360591200000,"[{'amount': 16.0, 'safe_price': 2489.5, 'ft_order_side': 'buy', 'order_filled_timestamp': 1360332000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 39832.0}, {'amount': 16.0, 'safe_price': 2507.65, 'ft_order_side': 'sell', 'order_filled_timestamp': 1360591200000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 40122.4}]",0.0,0
ES/USD,44416.0,44416.0,32.0,2013-02-08 15:00:00+00:00,2013-02-12 06:00:00+00:00,1388.0,1386.0,0.0,0.0,5220,-0.001440922190201729,-64.0,exit_signal,1360.24,-0.02,1360.24,-0.02,1385.0,1392.25,False,,1.0,False,1360335600000,1360648800000,"[{'amount': 32.0, 'safe_price': 1388.0, 'ft_order_side': 'buy', 'order_filled_timestamp': 1360335600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 44416.0}, {'amount': 32.0, 'safe_price': 1386.0, 'ft_order_side': 'sell', 'order_filled_timestamp': 1360648800000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 44352.0}]",0.0,1
ES/USD,44704.0,44704.0,32.0,2013-02-13 15:00:00+00:00,2013-02-13 20:00:00+00:00,1397.0,1391.0,0.0,0.0,300,-0.004294917680744453,-192.0,exit_signal,1369.06,-0.02,1369.06,-0.02,1389.25,1398.0,False,,1.0,False,1360767600000,1360785600000,"[{'amount': 32.0, 'safe_price': 1397.0, 'ft_order_side': 'buy', 'order_filled_timestamp': 1360767600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 44704.0}, {'amount': 32.0, 'safe_price': 1391.0, 'ft_order_side': 'sell', 'order_filled_timestamp': 1360785600000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 44512.0}]",0.0,2
NQ/USD,40296.0,40296.0,16.0,2013-02-13 15:00:00+00:00,2013-02-14 11:00:00+00:00,2518.5,2497.25,0.0,0.0,1200,-0.00843756204089736,-340.0,exit_signal,2468.13,-0.02,2468.13,-0.02,2495.5,2521.25,False,,1.0,False,1360767600000,1360839600000,"[{'amount': 16.0, 'safe_price': 2518.5, 'ft_order_side': 'buy', 'order_filled_timestamp': 1360767600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 40296.0}, {'amount': 16.0, 'safe_price': 2497.25, 'ft_order_side': 'sell', 'order_filled_timestamp': 1360839600000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 39956.0}]",0.0,3
ES/USD,44712.0,44712.0,32.0,2013-02-15 15:00:00+00:00,2013-02-15 20:00:00+00:00,1397.25,1389.75,0.0,0.0,300,-0.005367686527106817,-240.0,exit_signal,1369.31,-0.02,1369.31,-0.02,1388.0,1398.0,False,,1.0,False,1360940400000,1360958400000,"[{'amount': 32.0, 'safe_price': 1397.25, 'ft_order_side': 'buy', 'order_filled_timestamp': 1360940400000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 44712.0}, {'amount': 32.0, 'safe_price': 1389.75, 'ft_order_side': 'sell', 'order_filled_timestamp': 1360958400000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 44472.0}]",0.0,4
NQ/USD,40084.0,40084.0,16.0,2013-02-19 14:00:00+00:00,2013-02-20 17:00:00+00:00,2505.25,2499.25,0.0,0.0,1620,-0.002394970561820178,-96.0,exit_signal,2455.15,-0.02,2455.15,-0.02,2494.25,2523.0,False,,1.0,False,1361282400000,1361379600000,"[{'amount': 16.0, 'safe_price': 2505.25, 'ft_order_side': 'buy', 'order_filled_timestamp': 1361282400000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 40084.0}, {'amount': 16.0, 'safe_price': 2499.25, 'ft_order_side': 'sell', 'order_filled_timestamp': 1361379600000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 39988.0}]",0.0,2
ES/USD,44800.0,44800.0,32.0,2013-02-19 15:00:00+00:00,2013-02-20 17:00:00+00:00,1400.0,1396.25,0.0,0.0,1560,-0.0026785714285714286,-120.0,exit_signal,1372.0,-0.02,1372.0,-0.02,1395.0,1405.0,False,,1.0,False,1361286000000,1361379600000,"[{'amount': 32.0, 'safe_price': 1400.0, 'ft_order_side': 'buy', 'order_filled_timestamp': 1361286000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 44800.0}, {'amount': 32.0, 'safe_price': 1396.25, 'ft_order_side': 'sell', 'order_filled_timestamp': 1361379600000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 44680.0}]",0.0,2
NQ/USD,40200.0,40200.0,16.0,2013-03-05 14:00:00+00:00,2013-03-05 19:00:00+00:00,2512.5,2529.29,0.0,0.0,300,0.006682587064676617,268.64,trailing_stop_loss,2462.25,-0.02,2529.29,-0.005,2511.75,2542.0,False,,1.0,False,1362492000000,1362510000000,"[{'amount': 16.0, 'safe_price': 2512.5, 'ft_order_side': 'buy', 'order_filled_timestamp': 1362492000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 40200.0}, {'amount': 16.0, 'safe_price': 2529.29, 'ft_order_side': 'sell', 'order_filled_timestamp': 1362510000000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 40468.64}]",0.0,1
ES/USD,43312.0,43312.0,32.0,2013-09-18 16:00:00+00:00,2013-09-18 17:00:00+00:00,1353.5,1353.5,0.0,0.0,60,0.0,0.0,exit_signal,1326.43,-0.02,1326.43,-0.02,1353.5,1353.5,False,,1.0,False,1379520000000,1379523600000,"[{'amount': 32.0, 'safe_price': 1353.5, 'ft_order_side': 'buy', 'order_filled_timestamp': 1379520000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 43312.0}, {'amount': 32.0, 'safe_price': 1353.5, 'ft_order_side': 'sell', 'order_filled_timestamp': 1379523600000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 43312.0}]",0.0,2
ES/USD,44512.0,44512.0,32.0,2013-09-24 16:00:00+00:00,2013-09-27 15:00:00+00:00,1391.0,1391.75,0.0,0.0,4260,0.0005391804457225018,24.0,exit_signal,1363.18,-0.02,1363.18,-0.02,1382.5,1392.5,False,,1.0,False,1380038400000,1380294000000,"[{'amount': 32.0, 'safe_price': 1391.0, 'ft_order_side': 'buy', 'order_filled_timestamp': 1380038400000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 44512.0}, {'amount': 32.0, 'safe_price': 1391.75, 'ft_order_side': 'sell', 'order_filled_timestamp': 1380294000000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 44536.0}]",0.0,4
ES/USD,44592.0,44592.0,32.0,2013-10-07 14:00:00+00:00,2013-10-08 16:00:00+00:00,1393.5,1388.5,0.0,0.0,1560,-0.003588087549336204,-160.0,exit_signal,1365.63,-0.02,1365.63,-0.02,1388.5,1394.25,False,,1.0,False,1381154400000,1381248000000,"[{'amount': 32.0, 'safe_price': 1393.5, 'ft_order_side': 'buy', 'order_filled_timestamp': 1381154400000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 44592.0}, {'amount': 32.0, 'safe_price': 1388.5, 'ft_order_side': 'sell', 'order_filled_timestamp': 1381248000000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 44432.0}]",0.0,1
ES/USD,44616.0,44616.0,32.0,2013-10-10 14:00:00+00:00,2013-10-15 12:00:00+00:00,1394.25,1402.75,0.0,0.0,7080,0.006096467634929173,272.0,exit_signal,1366.37,-0.02,1366.37,-0.02,1393.5,1406.25,False,,1.0,False,1381413600000,1381838400000,"[{'amount': 32.0, 'safe_price': 1394.25, 'ft_order_side': 'buy', 'order_filled_timestamp': 1381413600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 44616.0}, {'amount': 32.0, 'safe_price': 1402.75, 'ft_order_side': 'sell', 'order_filled_timestamp': 1381838400000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 44888.0}]",0.0,1
ES/USD,45312.0,45312.0,32.0,2013-10-16 14:00:00+00:00,2013-10-21 15:00:00+00:00,1416.0,1436.0,0.0,0.0,7260,0.014124293785310734,640.0,exit_signal,1387.68,-0.02,1432.06,-0.005,1413.0,1439.25,False,,1.0,False,1381932000000,1382367600000,"[{'amount': 32.0, 'safe_price': 1416.0, 'ft_order_side': 'buy', 'order_filled_timestamp': 1381932000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 45312.0}, {'amount': 32.0, 'safe_price': 1436.0, 'ft_order_side': 'sell', 'order_filled_timestamp': 1382367600000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 45952.0}]",0.0,0
ES/USD,46184.0,46184.0,32.0,2013-10-22 14:00:00+00:00,2013-10-23 15:00:00+00:00,1443.25,1441.5,0.0,0.0,1500,-0.0012125411397886714,-56.0,exit_signal,1414.39,-0.02,1414.39,-0.02,1441.5,1445.5,False,,1.0,False,1382450400000,1382540400000,"[{'amount': 32.0, 'safe_price': 1443.25, 'ft_order_side': 'buy', 'order_filled_timestamp': 1382450400000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 46184.0}, {'amount': 32.0, 'safe_price': 1441.5, 'ft_order_side': 'sell', 'order_filled_timestamp': 1382540400000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 46128.0}]",0.0,2
ES/USD,46176.0,46176.0,32.0,2013-10-24 16:00:00+00:00,2013-10-25 17:00:00+00:00,1443.0,1441.5,0.0,0.0,1500,-0.0010395010395010396,-48.0,exit_signal,1414.14,-0.02,1414.14,-0.02,1439.0,1443.0,False,,1.0,False,1382630400000,1382720400000,"[{'amount': 32.0, 'safe_price': 1443.0, 'ft_order_side': 'buy', 'order_filled_timestamp': 1382630400000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 46176.0}, {'amount': 32.0, 'safe_price': 1441.5, 'ft_order_side': 'sell', 'order_filled_timestamp': 1382720400000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 46128.0}]",0.0,4
ES/USD,46056.0,46056.0,32.0,2013-11-14 16:00:00+00:00,2013-11-18 01:00:00+00:00,1439.25,1445.0,0.0,0.0,4860,0.003995136355740838,184.0,exit_signal,1410.47,-0.02,1410.47,-0.02,1436.75,1447.75,False,,1.0,False,1384444800000,1384736400000,"[{'amount': 32.0, 'safe_price': 1439.25, 'ft_order_side': 'buy', 'order_filled_timestamp': 1384444800000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 46056.0}, {'amount': 32.0, 'safe_price': 1445.0, 'ft_order_side': 'sell', 'order_filled_timestamp': 1384736400000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 46240.0}]",0.0,0
