row_id,variant_id,recipe_id,strategy_class,pair,freqtrade_adapter_pair,source_market_symbol,source_market_timeframe,open_date,close_date,open_session_date,source_regime_session_date,source_context_attachment_policy,parent_regime_root,parent_regime_confidence_floor,source_panel_mean_confidence,source_panel_ticker_count,manipulation_overlay_state,sub_regime_tags,sub_sub_regime_or_profit_factor,profit_factor_family,profit_factor_leaf,regime_profit_branch_path,regime_profit_branch_path_version,trade_or_bar_horizon,allowed_action,suppression_rule,year_fold,profit_ratio_net,profit_abs,stake_amount,fee_open,fee_close,exit_reason,is_open
11,baseline,NQRootAwareB2UV1,NQRootAwareB2UV1,BTC/USDT,BTC/USDT,NQ_USD,1d,2012-09-07T00:00:00+00:00,2012-09-12T00:00:00+00:00,2012-09-07,2012-09-07,source_panel_previous_session_context_asof,Bull,0.9797225384,0.61196,25,not_consumed_no_direct_event_rows,TrendExpansion,RootGatedDonchianMomentum,root_aware_momentum_breakout,NQRootAwareB2UV1,Bull -> TrendExpansion -> RootGatedDonchianMomentum -> NQRootAwareB2UV1,board-b-nq-rootaware-b2u-rc-spa/v1,1h_trade,research_only_until_all_required_roots_pass,suppress_if_root_branch_rc_spa_fails,2012,-0.01849169233504791,-205.16671252,11083.990965,0.001,0.001,exit_signal,False
12,baseline,NQRootAwareB2UV1,NQRootAwareB2UV1,BTC/USDT,BTC/USDT,NQ_USD,1d,2012-09-15T00:00:00+00:00,2012-09-26T00:00:00+00:00,2012-09-15,2012-09-14,source_panel_previous_session_context_asof,Bull,0.9797225384,0.696923076923077,26,not_consumed_no_direct_event_rows,TrendExpansion,RootGatedDonchianMomentum,root_aware_momentum_breakout,NQRootAwareB2UV1,Bull -> TrendExpansion -> RootGatedDonchianMomentum -> NQRootAwareB2UV1,board-b-nq-rootaware-b2u-rc-spa/v1,1h_trade,research_only_until_all_required_roots_pass,suppress_if_root_branch_rc_spa_fails,2012,-0.018383373814224654,-200.22745639,10880.88786,0.001,0.001,exit_signal,False
13,baseline,NQRootAwareB2UV1,NQRootAwareB2UV1,BTC/USDT,BTC/USDT,NQ_USD,1d,2012-10-12T00:00:00+00:00,2012-10-18T00:00:00+00:00,2012-10-12,2012-10-12,source_panel_previous_session_context_asof,Sideways,0.9529358324,0.6675555555555556,18,not_consumed_no_direct_event_rows,RangeConsolidation,RootGatedRangeMeanReversion,root_aware_range_reversion,NQRootAwareB2UV1,Sideways -> RangeConsolidation -> RootGatedRangeMeanReversion -> NQRootAwareB2UV1,board-b-nq-rootaware-b2u-rc-spa/v1,1h_trade,research_only_until_all_required_roots_pass,suppress_if_fold_depth_or_specificity_fails,2012,0.017809529270814122,190.44339251,10682.65963,0.001,0.001,exit_signal,False
14,baseline,NQRootAwareB2UV1,NQRootAwareB2UV1,BTC/USDT,BTC/USDT,NQ_USD,1d,2012-10-20T00:00:00+00:00,2012-11-01T00:00:00+00:00,2012-10-20,2012-10-19,source_panel_previous_session_context_asof,Sideways,0.9529358324,0.7871538461538462,13,not_consumed_no_direct_event_rows,RangeConsolidation,RootGatedRangeMeanReversion,root_aware_range_reversion,NQRootAwareB2UV1,Sideways -> RangeConsolidation -> RootGatedRangeMeanReversion -> NQRootAwareB2UV1,board-b-nq-rootaware-b2u-rc-spa/v1,1h_trade,research_only_until_all_required_roots_pass,suppress_if_fold_depth_or_specificity_fails,2012,-0.014510944982069602,-157.90894009,10871.18648,0.001,0.001,rootaware_time_exit,False
15,baseline,NQRootAwareB2UV1,NQRootAwareB2UV1,BTC/USDT,BTC/USDT,NQ_USD,1d,2012-11-15T00:00:00+00:00,2012-11-22T00:00:00+00:00,2012-11-15,2012-11-15,source_panel_previous_session_context_asof,Bear,0.963920242,0.5392307692307692,26,not_consumed_no_direct_event_rows,BearMarketDrawdown,RootGatedCapitulationMeanReversion,root_aware_capitulation_rebound,NQRootAwareB2UV1,Bear -> BearMarketDrawdown -> RootGatedCapitulationMeanReversion -> NQRootAwareB2UV1,board-b-nq-rootaware-b2u-rc-spa/v1,1h_trade,research_only_until_all_required_roots_pass,suppress_if_cost_or_tail_risk_fails,2012,0.025266537725491915,270.99837799,10714.8693375,0.001,0.001,exit_signal,False
16,baseline,NQRootAwareB2UV1,NQRootAwareB2UV1,BTC/USDT,BTC/USDT,NQ_USD,1d,2012-12-29T00:00:00+00:00,2013-01-10T00:00:00+00:00,2012-12-29,2012-12-28,source_panel_previous_session_context_asof,Sideways,0.9529358324,0.6970588235294117,17,not_consumed_no_direct_event_rows,RangeConsolidation,RootGatedRangeMeanReversion,root_aware_range_reversion,NQRootAwareB2UV1,Sideways -> RangeConsolidation -> RootGatedRangeMeanReversion -> NQRootAwareB2UV1,board-b-nq-rootaware-b2u-rc-spa/v1,1h_trade,research_only_until_all_required_roots_pass,suppress_if_fold_depth_or_specificity_fails,2012,0.05160638654331547,567.36820516,10983.16394,0.001,0.001,rootaware_time_exit,False
17,baseline,NQRootAwareB2UV1,NQRootAwareB2UV1,BTC/USDT,BTC/USDT,NQ_USD,1d,2013-02-20T00:00:00+00:00,2013-02-21T00:00:00+00:00,2013-02-20,2013-02-20,source_panel_previous_session_context_asof,Bull,0.9797225384,0.5659090909090909,22,not_consumed_no_direct_event_rows,TrendExpansion,RootGatedDonchianMomentum,root_aware_momentum_breakout,NQRootAwareB2UV1,Bull -> TrendExpansion -> RootGatedDonchianMomentum -> NQRootAwareB2UV1,board-b-nq-rootaware-b2u-rc-spa/v1,1h_trade,research_only_until_all_required_roots_pass,suppress_if_root_branch_rc_spa_fails,2013,-0.018543489667555983,-214.29587049,11544.84903,0.001,0.001,exit_signal,False
18,baseline,NQRootAwareB2UV1,NQRootAwareB2UV1,BTC/USDT,BTC/USDT,NQ_USD,1d,2013-03-06T00:00:00+00:00,2013-03-18T00:00:00+00:00,2013-03-06,2013-03-06,source_panel_previous_session_context_asof,Bull,0.9797225384,0.6020833333333333,24,not_consumed_no_direct_event_rows,TrendExpansion,RootGatedDonchianMomentum,root_aware_momentum_breakout,NQRootAwareB2UV1,Bull -> TrendExpansion -> RootGatedDonchianMomentum -> NQRootAwareB2UV1,board-b-nq-rootaware-b2u-rc-spa/v1,1h_trade,research_only_until_all_required_roots_pass,suppress_if_root_branch_rc_spa_fails,2013,-0.017360220366377556,-196.93473652,11332.69016,0.001,0.001,exit_signal,False
19,baseline,NQRootAwareB2UV1,NQRootAwareB2UV1,BTC/USDT,BTC/USDT,NQ_USD,1d,2013-04-11T00:00:00+00:00,2013-04-16T00:00:00+00:00,2013-04-11,2013-04-11,source_panel_previous_session_context_asof,Bull,0.9797225384,0.698125,24,not_consumed_no_direct_event_rows,TrendExpansion,RootGatedDonchianMomentum,root_aware_momentum_breakout,NQRootAwareB2UV1,Bull -> TrendExpansion -> RootGatedDonchianMomentum -> NQRootAwareB2UV1,board-b-nq-rootaware-b2u-rc-spa/v1,1h_trade,research_only_until_all_required_roots_pass,suppress_if_root_branch_rc_spa_fails,2013,-0.02103297771791817,-234.49387286,11137.72935,0.001,0.001,exit_signal,False
20,baseline,NQRootAwareB2UV1,NQRootAwareB2UV1,BTC/USDT,BTC/USDT,NQ_USD,1d,2013-05-01T00:00:00+00:00,2013-05-11T00:00:00+00:00,2013-05-01,2013-05-01,source_panel_previous_session_context_asof,Bull,0.9797225384,0.5909583333333334,24,not_consumed_no_direct_event_rows,TrendExpansion,RootGatedDonchianMomentum,root_aware_momentum_breakout,NQRootAwareB2UV1,Bull -> TrendExpansion -> RootGatedDonchianMomentum -> NQRootAwareB2UV1,board-b-nq-rootaware-b2u-rc-spa/v1,1h_trade,research_only_until_all_required_roots_pass,suppress_if_root_branch_rc_spa_fails,2013,0.030943706412873178,337.79696825,10905.594315,0.001,0.001,exit_signal,False
21,baseline,NQRootAwareB2UV1,NQRootAwareB2UV1,BTC/USDT,BTC/USDT,NQ_USD,1d,2013-05-14T00:00:00+00:00,2013-05-19T00:00:00+00:00,2013-05-14,2013-05-14,source_panel_previous_session_context_asof,Bull,0.9797225384,0.7071290322580644,31,not_consumed_no_direct_event_rows,TrendExpansion,RootGatedDonchianMomentum,root_aware_momentum_breakout,NQRootAwareB2UV1,Bull -> TrendExpansion -> RootGatedDonchianMomentum -> NQRootAwareB2UV1,board-b-nq-rootaware-b2u-rc-spa/v1,1h_trade,research_only_until_all_required_roots_pass,suppress_if_root_branch_rc_spa_fails,2013,0.010213085410193909,114.91000669,11240.0128725,0.001,0.001,exit_signal,False
22,baseline,NQRootAwareB2UV1,NQRootAwareB2UV1,BTC/USDT,BTC/USDT,NQ_USD,1d,2013-06-13T00:00:00+00:00,2013-06-19T00:00:00+00:00,2013-06-13,2013-06-13,source_panel_previous_session_context_asof,Sideways,0.9529358324,0.6091578947368421,19,not_consumed_no_direct_event_rows,RangeConsolidation,RootGatedRangeMeanReversion,root_aware_range_reversion,NQRootAwareB2UV1,Sideways -> RangeConsolidation -> RootGatedRangeMeanReversion -> NQRootAwareB2UV1,board-b-nq-rootaware-b2u-rc-spa/v1,1h_trade,research_only_until_all_required_roots_pass,suppress_if_fold_depth_or_specificity_fails,2013,0.02044751011384103,232.38844946,11353.76835,0.001,0.001,exit_signal,False
23,baseline,NQRootAwareB2UV1,NQRootAwareB2UV1,BTC/USDT,BTC/USDT,NQ_USD,1d,2013-06-21T00:00:00+00:00,2013-07-02T00:00:00+00:00,2013-06-21,2013-06-21,source_panel_previous_session_context_asof,Sideways,0.9529358324,0.7609545454545454,22,not_consumed_no_direct_event_rows,RangeConsolidation,RootGatedRangeMeanReversion,root_aware_range_reversion,NQRootAwareB2UV1,Sideways -> RangeConsolidation -> RootGatedRangeMeanReversion -> NQRootAwareB2UV1,board-b-nq-rootaware-b2u-rc-spa/v1,1h_trade,research_only_until_all_required_roots_pass,suppress_if_fold_depth_or_specificity_fails,2013,0.012896234813853769,149.53716893,11583.82918,0.001,0.001,exit_signal,False
24,baseline,NQRootAwareB2UV1,NQRootAwareB2UV1,BTC/USDT,BTC/USDT,NQ_USD,1d,2013-07-11T00:00:00+00:00,2013-07-14T00:00:00+00:00,2013-07-11,2013-07-11,source_panel_previous_session_context_asof,Bull,0.9797225384,0.7474375,32,not_consumed_no_direct_event_rows,TrendExpansion,RootGatedDonchianMomentum,root_aware_momentum_breakout,NQRootAwareB2UV1,Bull -> TrendExpansion -> RootGatedDonchianMomentum -> NQRootAwareB2UV1,board-b-nq-rootaware-b2u-rc-spa/v1,1h_trade,research_only_until_all_required_roots_pass,suppress_if_root_branch_rc_spa_fails,2013,0.013295116098854417,156.13245792,11731.86306,0.001,0.001,exit_signal,False
25,baseline,NQRootAwareB2UV1,NQRootAwareB2UV1,BTC/USDT,BTC/USDT,NQ_USD,1d,2013-09-11T00:00:00+00:00,2013-09-23T00:00:00+00:00,2013-09-11,2013-09-11,source_panel_previous_session_context_asof,Bull,0.9797225384,0.6261818181818182,22,not_consumed_no_direct_event_rows,TrendExpansion,RootGatedDonchianMomentum,root_aware_momentum_breakout,NQRootAwareB2UV1,Bull -> TrendExpansion -> RootGatedDonchianMomentum -> NQRootAwareB2UV1,board-b-nq-rootaware-b2u-rc-spa/v1,1h_trade,research_only_until_all_required_roots_pass,suppress_if_root_branch_rc_spa_fails,2013,0.00731870060841576,87.08016097,11886.42253,0.001,0.001,rootaware_time_exit,False
26,baseline,NQRootAwareB2UV1,NQRootAwareB2UV1,BTC/USDT,BTC/USDT,NQ_USD,1d,2013-10-02T00:00:00+00:00,2013-10-11T00:00:00+00:00,2013-10-02,2013-10-02,source_panel_previous_session_context_asof,Bull,0.9797225384,0.6501363636363636,22,not_consumed_no_direct_event_rows,TrendExpansion,RootGatedDonchianMomentum,root_aware_momentum_breakout,NQRootAwareB2UV1,Bull -> TrendExpansion -> RootGatedDonchianMomentum -> NQRootAwareB2UV1,board-b-nq-rootaware-b2u-rc-spa/v1,1h_trade,research_only_until_all_required_roots_pass,suppress_if_root_branch_rc_spa_fails,2013,-0.01911866920525279,-229.13016862,11972.65693,0.001,0.001,exit_signal,False
27,baseline,NQRootAwareB2UV1,NQRootAwareB2UV1,BTC/USDT,BTC/USDT,NQ_USD,1d,2013-10-15T00:00:00+00:00,2013-10-16T00:00:00+00:00,2013-10-15,2013-10-15,source_panel_previous_session_context_asof,Sideways,0.9529358324,0.6118571428571429,21,not_consumed_no_direct_event_rows,RangeConsolidation,RootGatedRangeMeanReversion,root_aware_range_reversion,NQRootAwareB2UV1,Sideways -> RangeConsolidation -> RootGatedRangeMeanReversion -> NQRootAwareB2UV1,board-b-nq-rootaware-b2u-rc-spa/v1,1h_trade,research_only_until_all_required_roots_pass,suppress_if_fold_depth_or_specificity_fails,2013,-0.002932387889866239,-34.47774135,11745.819225,0.001,0.001,exit_signal,False
28,baseline,NQRootAwareB2UV1,NQRootAwareB2UV1,BTC/USDT,BTC/USDT,NQ_USD,1d,2013-10-18T00:00:00+00:00,2013-10-30T00:00:00+00:00,2013-10-18,2013-10-18,source_panel_previous_session_context_asof,Bull,0.9797225384,0.5805384615384616,26,not_consumed_no_direct_event_rows,TrendExpansion,RootGatedDonchianMomentum,root_aware_momentum_breakout,NQRootAwareB2UV1,Bull -> TrendExpansion -> RootGatedDonchianMomentum -> NQRootAwareB2UV1,board-b-nq-rootaware-b2u-rc-spa/v1,1h_trade,research_only_until_all_required_roots_pass,suppress_if_root_branch_rc_spa_fails,2013,0.019649469868124138,230.35827751,11711.6721675,0.001,0.001,rootaware_time_exit,False
29,baseline,NQRootAwareB2UV1,NQRootAwareB2UV1,BTC/USDT,BTC/USDT,NQ_USD,1d,2013-11-15T00:00:00+00:00,2013-11-21T00:00:00+00:00,2013-11-15,2013-11-15,source_panel_previous_session_context_asof,Bull,0.9797225384,0.5958709677419355,31,not_consumed_no_direct_event_rows,TrendExpansion,RootGatedDonchianMomentum,root_aware_momentum_breakout,NQRootAwareB2UV1,Bull -> TrendExpansion -> RootGatedDonchianMomentum -> NQRootAwareB2UV1,board-b-nq-rootaware-b2u-rc-spa/v1,1h_trade,research_only_until_all_required_roots_pass,suppress_if_root_branch_rc_spa_fails,2013,-0.014341045632954439,-171.39960507,11939.74143,0.001,0.001,exit_signal,False
30,baseline,NQRootAwareB2UV1,NQRootAwareB2UV1,BTC/USDT,BTC/USDT,NQ_USD,1d,2013-11-25T00:00:00+00:00,2013-12-07T00:00:00+00:00,2013-11-25,2013-11-25,source_panel_previous_session_context_asof,Bull,0.9797225384,0.6928076923076923,26,not_consumed_no_direct_event_rows,TrendExpansion,RootGatedDonchianMomentum,root_aware_momentum_breakout,NQRootAwareB2UV1,Bull -> TrendExpansion -> RootGatedDonchianMomentum -> NQRootAwareB2UV1,board-b-nq-rootaware-b2u-rc-spa/v1,1h_trade,research_only_until_all_required_roots_pass,suppress_if_root_branch_rc_spa_fails,2013,0.020018920966931968,235.85886253,11770.02695,0.001,0.001,rootaware_time_exit,False
31,baseline,NQRootAwareB2UV1,NQRootAwareB2UV1,BTC/USDT,BTC/USDT,NQ_USD,1d,2013-12-09T00:00:00+00:00,2013-12-12T00:00:00+00:00,2013-12-09,2013-12-09,source_panel_previous_session_context_asof,Bull,0.9797225384,0.6198214285714286,28,not_consumed_no_direct_event_rows,TrendExpansion,RootGatedDonchianMomentum,root_aware_momentum_breakout,NQRootAwareB2UV1,Bull -> TrendExpansion -> RootGatedDonchianMomentum -> NQRootAwareB2UV1,board-b-nq-rootaware-b2u-rc-spa/v1,1h_trade,research_only_until_all_required_roots_pass,suppress_if_root_branch_rc_spa_fails,2013,-0.01318151195247783,-158.38313529,12003.54792,0.001,0.001,exit_signal,False
32,baseline,NQRootAwareB2UV1,NQRootAwareB2UV1,BTC/USDT,BTC/USDT,NQ_USD,1d,2013-12-21T00:00:00+00:00,2014-01-02T00:00:00+00:00,2013-12-21,2013-12-20,source_panel_previous_session_context_asof,Bull,0.9797225384,0.62712,25,not_consumed_no_direct_event_rows,TrendExpansion,RootGatedDonchianMomentum,root_aware_momentum_breakout,NQRootAwareB2UV1,Bull -> TrendExpansion -> RootGatedDonchianMomentum -> NQRootAwareB2UV1,board-b-nq-rootaware-b2u-rc-spa/v1,1h_trade,research_only_until_all_required_roots_pass,suppress_if_root_branch_rc_spa_fails,2013,0.009193739191582624,109.02481542,11846.74671,0.001,0.001,rootaware_time_exit,False
33,baseline,NQRootAwareB2UV1,NQRootAwareB2UV1,BTC/USDT,BTC/USDT,NQ_USD,1d,2014-01-16T00:00:00+00:00,2014-01-24T00:00:00+00:00,2014-01-16,2014-01-16,source_panel_previous_session_context_asof,Bull,0.9797225384,0.5785925925925925,27,not_consumed_no_direct_event_rows,TrendExpansion,RootGatedDonchianMomentum,root_aware_momentum_breakout,NQRootAwareB2UV1,Bull -> TrendExpansion -> RootGatedDonchianMomentum -> NQRootAwareB2UV1,board-b-nq-rootaware-b2u-rc-spa/v1,1h_trade,research_only_until_all_required_roots_pass,suppress_if_root_branch_rc_spa_fails,2014,0.0009605019486442411,11.49397116,11954.67504,0.001,0.001,exit_signal,False
34,baseline,NQRootAwareB2UV1,NQRootAwareB2UV1,BTC/USDT,BTC/USDT,NQ_USD,1d,2014-01-28T00:00:00+00:00,2014-02-08T00:00:00+00:00,2014-01-28,2014-01-28,source_panel_previous_session_context_asof,Sideways,0.9529358324,0.6857142857142857,21,not_consumed_no_direct_event_rows,RangeConsolidation,RootGatedRangeMeanReversion,root_aware_range_reversion,NQRootAwareB2UV1,Sideways -> RangeConsolidation -> RootGatedRangeMeanReversion -> NQRootAwareB2UV1,board-b-nq-rootaware-b2u-rc-spa/v1,1h_trade,research_only_until_all_required_roots_pass,suppress_if_fold_depth_or_specificity_fails,2014,0.023271569264983097,278.74757289,11966.0647125,0.001,0.001,exit_signal,False
35,baseline,NQRootAwareB2UV1,NQRootAwareB2UV1,BTC/USDT,BTC/USDT,NQ_USD,1d,2014-02-15T00:00:00+00:00,2014-02-20T00:00:00+00:00,2014-02-15,2014-02-14,source_panel_previous_session_context_asof,Bull,0.9797225384,0.5916875,16,not_consumed_no_direct_event_rows,TrendExpansion,RootGatedDonchianMomentum,root_aware_momentum_breakout,NQRootAwareB2UV1,Bull -> TrendExpansion -> RootGatedDonchianMomentum -> NQRootAwareB2UV1,board-b-nq-rootaware-b2u-rc-spa/v1,1h_trade,research_only_until_all_required_roots_pass,suppress_if_root_branch_rc_spa_fails,2014,-0.0033140790361042573,-40.6115575,12242.00934,0.001,0.001,exit_signal,False
36,baseline,NQRootAwareB2UV1,NQRootAwareB2UV1,BTC/USDT,BTC/USDT,NQ_USD,1d,2014-02-25T00:00:00+00:00,2014-03-09T00:00:00+00:00,2014-02-25,2014-02-25,source_panel_previous_session_context_asof,Bull,0.9797225384,0.743125,24,not_consumed_no_direct_event_rows,TrendExpansion,RootGatedDonchianMomentum,root_aware_momentum_breakout,NQRootAwareB2UV1,Bull -> TrendExpansion -> RootGatedDonchianMomentum -> NQRootAwareB2UV1,board-b-nq-rootaware-b2u-rc-spa/v1,1h_trade,research_only_until_all_required_roots_pass,suppress_if_root_branch_rc_spa_fails,2014,0.0018526326918224397,22.62807933,12201.810945,0.001,0.001,rootaware_time_exit,False
37,baseline,NQRootAwareB2UV1,NQRootAwareB2UV1,BTC/USDT,BTC/USDT,NQ_USD,1d,2014-03-17T00:00:00+00:00,2014-03-18T00:00:00+00:00,2014-03-17,2014-03-17,source_panel_previous_session_context_asof,Bull,0.9797225384,0.5838888888888889,18,not_consumed_no_direct_event_rows,TrendExpansion,RootGatedDonchianMomentum,root_aware_momentum_breakout,NQRootAwareB2UV1,Bull -> TrendExpansion -> RootGatedDonchianMomentum -> NQRootAwareB2UV1,board-b-nq-rootaware-b2u-rc-spa/v1,1h_trade,research_only_until_all_required_roots_pass,suppress_if_root_branch_rc_spa_fails,2014,0.008687846388607166,106.30827024,12224.21109,0.001,0.001,exit_signal,False
