parent_regime_root,selected_variant_id,market,timeframe,direction,year_fold,root_confidence,vol_proxy,carry_proxy,target_positive_net,regime_profit_branch_path
0.0,0.0,0.0,0.0,0.0,2004,0.0,0.0,0.0,1,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2005,0.0,0.0,0.0,0,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2005,0.0,0.0,0.0,1,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2005,0.0,0.0,0.0,1,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2005,0.0,0.0,0.0,1,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2005,0.0,0.0,0.0,1,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2005,0.0,0.0,0.0,1,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2005,0.0,0.0,0.0,0,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2005,0.0,0.0,0.0,0,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2005,0.0,0.0,0.0,0,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2005,0.0,0.0,0.0,0,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2005,0.0,0.0,0.0,1,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2005,0.0,0.0,0.0,0,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2005,0.0,0.0,0.0,1,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2006,0.0,0.0,0.0,0,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2006,0.0,0.0,0.0,1,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2006,0.0,0.0,0.0,0,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2006,0.0,0.0,0.0,1,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2006,0.0,0.0,0.0,0,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2006,0.0,0.0,0.0,1,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2006,0.0,0.0,0.0,0,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2006,0.0,0.0,0.0,0,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2006,0.0,0.0,0.0,1,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2006,0.0,0.0,0.0,1,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2006,0.0,0.0,0.0,1,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2006,0.0,0.0,0.0,1,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2006,0.0,0.0,0.0,1,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2006,0.0,0.0,0.0,1,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2006,0.0,0.0,0.0,0,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2007,0.0,0.0,0.0,1,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2007,0.0,0.0,0.0,1,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2007,0.0,0.0,0.0,0,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2007,0.0,0.0,0.0,1,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2007,0.0,0.0,0.0,1,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2007,0.0,0.0,0.0,1,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2007,0.0,0.0,0.0,0,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2007,0.0,0.0,0.0,0,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2007,0.0,0.0,0.0,1,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2007,0.0,0.0,0.0,1,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2007,0.0,0.0,0.0,1,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2007,0.0,0.0,0.0,0,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2007,0.0,0.0,0.0,0,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2007,0.0,0.0,0.0,0,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2008,0.0,0.0,0.0,1,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2008,0.0,0.0,0.0,0,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2008,0.0,0.0,0.0,0,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2009,0.0,0.0,0.0,0,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2009,0.0,0.0,0.0,0,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2009,0.0,0.0,0.0,1,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2009,0.0,0.0,0.0,1,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2009,0.0,0.0,0.0,1,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2009,0.0,0.0,0.0,1,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2009,0.0,0.0,0.0,1,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2009,0.0,0.0,0.0,0,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2009,0.0,0.0,0.0,1,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2009,0.0,0.0,0.0,1,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2009,0.0,0.0,0.0,0,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2010,0.0,0.0,0.0,0,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2010,0.0,0.0,0.0,1,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2010,0.0,0.0,0.0,1,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2010,0.0,0.0,0.0,1,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2010,0.0,0.0,0.0,0,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2010,0.0,0.0,0.0,0,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2010,0.0,0.0,0.0,1,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2010,0.0,0.0,0.0,1,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2010,0.0,0.0,0.0,1,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2010,0.0,0.0,0.0,1,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2010,0.0,0.0,0.0,1,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2010,0.0,0.0,0.0,1,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2011,0.0,0.0,0.0,1,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2011,0.0,0.0,0.0,1,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2011,0.0,0.0,0.0,0,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2011,0.0,0.0,0.0,1,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2011,0.0,0.0,0.0,1,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2011,0.0,0.0,0.0,0,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2011,0.0,0.0,0.0,1,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2011,0.0,0.0,0.0,0,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2011,0.0,0.0,0.0,1,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2011,0.0,0.0,0.0,1,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2012,0.0,0.0,0.0,1,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2012,0.0,0.0,0.0,1,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2012,0.0,0.0,0.0,0,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2012,0.0,0.0,0.0,1,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2012,0.0,0.0,0.0,0,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2012,0.0,0.0,0.0,0,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2012,0.0,0.0,0.0,0,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2012,0.0,0.0,0.0,0,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2012,0.0,0.0,0.0,1,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2012,0.0,0.0,0.0,0,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2012,0.0,0.0,0.0,1,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2012,0.0,0.0,0.0,0,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2012,0.0,0.0,0.0,0,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
0.0,0.0,0.0,0.0,0.0,2012,0.0,0.0,0.0,1,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12
