source_lane,path,file_kind,status,reason,symbol,timeframe,columns,matching_columns
auto_quant_cache,/Users/thrill3r/Auto-Quant/user_data/data/raw/kraken_XBTUSD_1d.csv,csv,ohlcv_only,"usable market data, but no independent root labels",kraken_XBTUSD,1d,date;open;high;low;close;volume,
auto_quant_backtest_metadata,/Users/thrill3r/Auto-Quant/user_data/backtest_results/.last_result.json,json,no_root_label_keys,JSON does not expose independent MainRegimeV2 root label keys,,,latest_backtest,
auto_quant_backtest_metadata,/Users/thrill3r/Auto-Quant/user_data/backtest_results/backtest-result-2026-05-07_03-15-46.meta.json,json,generated_or_runtime_labelish_json_not_independent_source,"JSON contains label/regime/target-like keys, but lane is local scratch/runtime/model provenance",,,TomacNQ_RegimeTrendPullbackDense15m;TomacNQ_RegimeTrendPullbackDense15m.run_id;TomacNQ_RegimeTrendPullbackDense15m.backtest_start_time;TomacNQ_RegimeTrendPullbackDense15m.timeframe;TomacNQ_RegimeTrendPullbackDense15m.timeframe_detail;TomacNQ_RegimeTrendPullbackDense15m.backtest_start_ts;TomacNQ_RegimeTrendPullbackDense15m.backtest_end_ts,TomacNQ_RegimeTrendPullbackDense15m;TomacNQ_RegimeTrendPullbackDense15m.run_id;TomacNQ_RegimeTrendPullbackDense15m.backtest_start_time;TomacNQ_RegimeTrendPullbackDense15m.timeframe;TomacNQ_RegimeTrendPullbackDense15m.timeframe_detail;TomacNQ_RegimeTrendPullbackDense15m.backtest_start_ts;TomacNQ_RegimeTrendPullbackDense15m.backtest_end_ts
auto_quant_backtest_metadata,/Users/thrill3r/Auto-Quant/user_data/backtest_results/backtest-result-2026-05-07_03-15-55.meta.json,json,generated_or_runtime_labelish_json_not_independent_source,"JSON contains label/regime/target-like keys, but lane is local scratch/runtime/model provenance",,,TomacNQ_RegimePersistenceClusterDense15m;TomacNQ_RegimePersistenceClusterDense15m.run_id;TomacNQ_RegimePersistenceClusterDense15m.backtest_start_time;TomacNQ_RegimePersistenceClusterDense15m.timeframe;TomacNQ_RegimePersistenceClusterDense15m.timeframe_detail;TomacNQ_RegimePersistenceClusterDense15m.backtest_start_ts;TomacNQ_RegimePersistenceClusterDense15m.backtest_end_ts,TomacNQ_RegimePersistenceClusterDense15m;TomacNQ_RegimePersistenceClusterDense15m.run_id;TomacNQ_RegimePersistenceClusterDense15m.backtest_start_time;TomacNQ_RegimePersistenceClusterDense15m.timeframe;TomacNQ_RegimePersistenceClusterDense15m.timeframe_detail;TomacNQ_RegimePersistenceClusterDense15m.backtest_start_ts;TomacNQ_RegimePersistenceClusterDense15m.backtest_end_ts
auto_quant_backtest_metadata,/Users/thrill3r/Auto-Quant/user_data/backtest_results/backtest-result-2026-05-07_03-16-04.meta.json,json,generated_or_runtime_labelish_json_not_independent_source,"JSON contains label/regime/target-like keys, but lane is local scratch/runtime/model provenance",,,TomacNQ_RegimeLiquiditySweepReclaim15mWide;TomacNQ_RegimeLiquiditySweepReclaim15mWide.run_id;TomacNQ_RegimeLiquiditySweepReclaim15mWide.backtest_start_time;TomacNQ_RegimeLiquiditySweepReclaim15mWide.timeframe;TomacNQ_RegimeLiquiditySweepReclaim15mWide.timeframe_detail;TomacNQ_RegimeLiquiditySweepReclaim15mWide.backtest_start_ts;TomacNQ_RegimeLiquiditySweepReclaim15mWide.backtest_end_ts,TomacNQ_RegimeLiquiditySweepReclaim15mWide;TomacNQ_RegimeLiquiditySweepReclaim15mWide.run_id;TomacNQ_RegimeLiquiditySweepReclaim15mWide.backtest_start_time;TomacNQ_RegimeLiquiditySweepReclaim15mWide.timeframe;TomacNQ_RegimeLiquiditySweepReclaim15mWide.timeframe_detail;TomacNQ_RegimeLiquiditySweepReclaim15mWide.backtest_start_ts;TomacNQ_RegimeLiquiditySweepReclaim15mWide.backtest_end_ts
auto_quant_backtest_metadata,/Users/thrill3r/Auto-Quant/user_data/backtest_results/backtest-result-2026-05-07_03-37-54.meta.json,json,generated_or_runtime_labelish_json_not_independent_source,"JSON contains label/regime/target-like keys, but lane is local scratch/runtime/model provenance",,,TomacNQ_RegimeSweepLowVIX15m;TomacNQ_RegimeSweepLowVIX15m.run_id;TomacNQ_RegimeSweepLowVIX15m.backtest_start_time;TomacNQ_RegimeSweepLowVIX15m.timeframe;TomacNQ_RegimeSweepLowVIX15m.timeframe_detail;TomacNQ_RegimeSweepLowVIX15m.backtest_start_ts;TomacNQ_RegimeSweepLowVIX15m.backtest_end_ts,TomacNQ_RegimeSweepLowVIX15m;TomacNQ_RegimeSweepLowVIX15m.run_id;TomacNQ_RegimeSweepLowVIX15m.backtest_start_time;TomacNQ_RegimeSweepLowVIX15m.timeframe;TomacNQ_RegimeSweepLowVIX15m.timeframe_detail;TomacNQ_RegimeSweepLowVIX15m.backtest_start_ts;TomacNQ_RegimeSweepLowVIX15m.backtest_end_ts
auto_quant_backtest_metadata,/Users/thrill3r/Auto-Quant/user_data/backtest_results/backtest-result-2026-05-07_03-38-01.meta.json,json,generated_or_runtime_labelish_json_not_independent_source,"JSON contains label/regime/target-like keys, but lane is local scratch/runtime/model provenance",,,TomacNQ_RegimeSweepHighVIX15m;TomacNQ_RegimeSweepHighVIX15m.run_id;TomacNQ_RegimeSweepHighVIX15m.backtest_start_time;TomacNQ_RegimeSweepHighVIX15m.timeframe;TomacNQ_RegimeSweepHighVIX15m.timeframe_detail;TomacNQ_RegimeSweepHighVIX15m.backtest_start_ts;TomacNQ_RegimeSweepHighVIX15m.backtest_end_ts,TomacNQ_RegimeSweepHighVIX15m;TomacNQ_RegimeSweepHighVIX15m.run_id;TomacNQ_RegimeSweepHighVIX15m.backtest_start_time;TomacNQ_RegimeSweepHighVIX15m.timeframe;TomacNQ_RegimeSweepHighVIX15m.timeframe_detail;TomacNQ_RegimeSweepHighVIX15m.backtest_start_ts;TomacNQ_RegimeSweepHighVIX15m.backtest_end_ts
auto_quant_backtest_metadata,/Users/thrill3r/Auto-Quant/user_data/backtest_results/backtest-result-2026-05-07_03-48-14.meta.json,json,generated_or_runtime_labelish_json_not_independent_source,"JSON contains label/regime/target-like keys, but lane is local scratch/runtime/model provenance",,,TomacNQ_RegimeVIXShockReversal15m;TomacNQ_RegimeVIXShockReversal15m.run_id;TomacNQ_RegimeVIXShockReversal15m.backtest_start_time;TomacNQ_RegimeVIXShockReversal15m.timeframe;TomacNQ_RegimeVIXShockReversal15m.timeframe_detail;TomacNQ_RegimeVIXShockReversal15m.backtest_start_ts;TomacNQ_RegimeVIXShockReversal15m.backtest_end_ts,TomacNQ_RegimeVIXShockReversal15m;TomacNQ_RegimeVIXShockReversal15m.run_id;TomacNQ_RegimeVIXShockReversal15m.backtest_start_time;TomacNQ_RegimeVIXShockReversal15m.timeframe;TomacNQ_RegimeVIXShockReversal15m.timeframe_detail;TomacNQ_RegimeVIXShockReversal15m.backtest_start_ts;TomacNQ_RegimeVIXShockReversal15m.backtest_end_ts
auto_quant_backtest_metadata,/Users/thrill3r/Auto-Quant/user_data/backtest_results/backtest-result-2026-05-07_03-55-25.meta.json,json,generated_or_runtime_labelish_json_not_independent_source,"JSON contains label/regime/target-like keys, but lane is local scratch/runtime/model provenance",,,TomacNQ_RegimeVIXShockReversalWide15m;TomacNQ_RegimeVIXShockReversalWide15m.run_id;TomacNQ_RegimeVIXShockReversalWide15m.backtest_start_time;TomacNQ_RegimeVIXShockReversalWide15m.timeframe;TomacNQ_RegimeVIXShockReversalWide15m.timeframe_detail;TomacNQ_RegimeVIXShockReversalWide15m.backtest_start_ts;TomacNQ_RegimeVIXShockReversalWide15m.backtest_end_ts,TomacNQ_RegimeVIXShockReversalWide15m;TomacNQ_RegimeVIXShockReversalWide15m.run_id;TomacNQ_RegimeVIXShockReversalWide15m.backtest_start_time;TomacNQ_RegimeVIXShockReversalWide15m.timeframe;TomacNQ_RegimeVIXShockReversalWide15m.timeframe_detail;TomacNQ_RegimeVIXShockReversalWide15m.backtest_start_ts;TomacNQ_RegimeVIXShockReversalWide15m.backtest_end_ts
auto_quant_backtest_metadata,/Users/thrill3r/Auto-Quant/user_data/backtest_results/backtest-result-2026-05-07_04-07-36.meta.json,json,generated_or_runtime_labelish_json_not_independent_source,"JSON contains label/regime/target-like keys, but lane is local scratch/runtime/model provenance",,,TomacNQ_RegimeVVIXDivergence15m;TomacNQ_RegimeVVIXDivergence15m.run_id;TomacNQ_RegimeVVIXDivergence15m.backtest_start_time;TomacNQ_RegimeVVIXDivergence15m.timeframe;TomacNQ_RegimeVVIXDivergence15m.timeframe_detail;TomacNQ_RegimeVVIXDivergence15m.backtest_start_ts;TomacNQ_RegimeVVIXDivergence15m.backtest_end_ts,TomacNQ_RegimeVVIXDivergence15m;TomacNQ_RegimeVVIXDivergence15m.run_id;TomacNQ_RegimeVVIXDivergence15m.backtest_start_time;TomacNQ_RegimeVVIXDivergence15m.timeframe;TomacNQ_RegimeVVIXDivergence15m.timeframe_detail;TomacNQ_RegimeVVIXDivergence15m.backtest_start_ts;TomacNQ_RegimeVVIXDivergence15m.backtest_end_ts
auto_quant_backtest_metadata,/Users/thrill3r/Auto-Quant/user_data/backtest_results/backtest-result-2026-05-07_04-07-42.meta.json,json,generated_or_runtime_labelish_json_not_independent_source,"JSON contains label/regime/target-like keys, but lane is local scratch/runtime/model provenance",,,TomacNQ_RegimeVIXBackwardation15m;TomacNQ_RegimeVIXBackwardation15m.run_id;TomacNQ_RegimeVIXBackwardation15m.backtest_start_time;TomacNQ_RegimeVIXBackwardation15m.timeframe;TomacNQ_RegimeVIXBackwardation15m.timeframe_detail;TomacNQ_RegimeVIXBackwardation15m.backtest_start_ts;TomacNQ_RegimeVIXBackwardation15m.backtest_end_ts,TomacNQ_RegimeVIXBackwardation15m;TomacNQ_RegimeVIXBackwardation15m.run_id;TomacNQ_RegimeVIXBackwardation15m.backtest_start_time;TomacNQ_RegimeVIXBackwardation15m.timeframe;TomacNQ_RegimeVIXBackwardation15m.timeframe_detail;TomacNQ_RegimeVIXBackwardation15m.backtest_start_ts;TomacNQ_RegimeVIXBackwardation15m.backtest_end_ts
auto_quant_backtest_metadata,/Users/thrill3r/Auto-Quant/user_data/backtest_results/backtest-result-2026-05-07_04-16-40.meta.json,json,generated_or_runtime_labelish_json_not_independent_source,"JSON contains label/regime/target-like keys, but lane is local scratch/runtime/model provenance",,,TomacNQ_RegimeVIXBackwardationWide15m;TomacNQ_RegimeVIXBackwardationWide15m.run_id;TomacNQ_RegimeVIXBackwardationWide15m.backtest_start_time;TomacNQ_RegimeVIXBackwardationWide15m.timeframe;TomacNQ_RegimeVIXBackwardationWide15m.timeframe_detail;TomacNQ_RegimeVIXBackwardationWide15m.backtest_start_ts;TomacNQ_RegimeVIXBackwardationWide15m.backtest_end_ts,TomacNQ_RegimeVIXBackwardationWide15m;TomacNQ_RegimeVIXBackwardationWide15m.run_id;TomacNQ_RegimeVIXBackwardationWide15m.backtest_start_time;TomacNQ_RegimeVIXBackwardationWide15m.timeframe;TomacNQ_RegimeVIXBackwardationWide15m.timeframe_detail;TomacNQ_RegimeVIXBackwardationWide15m.backtest_start_ts;TomacNQ_RegimeVIXBackwardationWide15m.backtest_end_ts
auto_quant_backtest_metadata,/Users/thrill3r/Auto-Quant/user_data/backtest_results/backtest-result-2026-05-07_04-16-47.meta.json,json,generated_or_runtime_labelish_json_not_independent_source,"JSON contains label/regime/target-like keys, but lane is local scratch/runtime/model provenance",,,TomacNQ_RegimeVRPCompression15m;TomacNQ_RegimeVRPCompression15m.run_id;TomacNQ_RegimeVRPCompression15m.backtest_start_time;TomacNQ_RegimeVRPCompression15m.timeframe;TomacNQ_RegimeVRPCompression15m.timeframe_detail;TomacNQ_RegimeVRPCompression15m.backtest_start_ts;TomacNQ_RegimeVRPCompression15m.backtest_end_ts,TomacNQ_RegimeVRPCompression15m;TomacNQ_RegimeVRPCompression15m.run_id;TomacNQ_RegimeVRPCompression15m.backtest_start_time;TomacNQ_RegimeVRPCompression15m.timeframe;TomacNQ_RegimeVRPCompression15m.timeframe_detail;TomacNQ_RegimeVRPCompression15m.backtest_start_ts;TomacNQ_RegimeVRPCompression15m.backtest_end_ts
auto_quant_backtest_metadata,/Users/thrill3r/Auto-Quant/user_data/backtest_results/backtest-result-2026-05-07_04-57-28.meta.json,json,generated_or_runtime_labelish_json_not_independent_source,"JSON contains label/regime/target-like keys, but lane is local scratch/runtime/model provenance",,,TomacNQ_RegimeTrendPullbackDense15m;TomacNQ_RegimeTrendPullbackDense15m.run_id;TomacNQ_RegimeTrendPullbackDense15m.backtest_start_time;TomacNQ_RegimeTrendPullbackDense15m.timeframe;TomacNQ_RegimeTrendPullbackDense15m.timeframe_detail;TomacNQ_RegimeTrendPullbackDense15m.backtest_start_ts;TomacNQ_RegimeTrendPullbackDense15m.backtest_end_ts,TomacNQ_RegimeTrendPullbackDense15m;TomacNQ_RegimeTrendPullbackDense15m.run_id;TomacNQ_RegimeTrendPullbackDense15m.backtest_start_time;TomacNQ_RegimeTrendPullbackDense15m.timeframe;TomacNQ_RegimeTrendPullbackDense15m.timeframe_detail;TomacNQ_RegimeTrendPullbackDense15m.backtest_start_ts;TomacNQ_RegimeTrendPullbackDense15m.backtest_end_ts
auto_quant_backtest_metadata,/Users/thrill3r/Auto-Quant/user_data/backtest_results/backtest-result-2026-05-07_04-57-39.meta.json,json,generated_or_runtime_labelish_json_not_independent_source,"JSON contains label/regime/target-like keys, but lane is local scratch/runtime/model provenance",,,TomacNQ_RegimePersistenceClusterDense15m;TomacNQ_RegimePersistenceClusterDense15m.run_id;TomacNQ_RegimePersistenceClusterDense15m.backtest_start_time;TomacNQ_RegimePersistenceClusterDense15m.timeframe;TomacNQ_RegimePersistenceClusterDense15m.timeframe_detail;TomacNQ_RegimePersistenceClusterDense15m.backtest_start_ts;TomacNQ_RegimePersistenceClusterDense15m.backtest_end_ts,TomacNQ_RegimePersistenceClusterDense15m;TomacNQ_RegimePersistenceClusterDense15m.run_id;TomacNQ_RegimePersistenceClusterDense15m.backtest_start_time;TomacNQ_RegimePersistenceClusterDense15m.timeframe;TomacNQ_RegimePersistenceClusterDense15m.timeframe_detail;TomacNQ_RegimePersistenceClusterDense15m.backtest_start_ts;TomacNQ_RegimePersistenceClusterDense15m.backtest_end_ts
auto_quant_backtest_metadata,/Users/thrill3r/Auto-Quant/user_data/backtest_results/backtest-result-2026-05-07_04-57-46.meta.json,json,generated_or_runtime_labelish_json_not_independent_source,"JSON contains label/regime/target-like keys, but lane is local scratch/runtime/model provenance",,,TomacNQ_RegimeLiquiditySweepReclaim15mWide;TomacNQ_RegimeLiquiditySweepReclaim15mWide.run_id;TomacNQ_RegimeLiquiditySweepReclaim15mWide.backtest_start_time;TomacNQ_RegimeLiquiditySweepReclaim15mWide.timeframe;TomacNQ_RegimeLiquiditySweepReclaim15mWide.timeframe_detail;TomacNQ_RegimeLiquiditySweepReclaim15mWide.backtest_start_ts;TomacNQ_RegimeLiquiditySweepReclaim15mWide.backtest_end_ts,TomacNQ_RegimeLiquiditySweepReclaim15mWide;TomacNQ_RegimeLiquiditySweepReclaim15mWide.run_id;TomacNQ_RegimeLiquiditySweepReclaim15mWide.backtest_start_time;TomacNQ_RegimeLiquiditySweepReclaim15mWide.timeframe;TomacNQ_RegimeLiquiditySweepReclaim15mWide.timeframe_detail;TomacNQ_RegimeLiquiditySweepReclaim15mWide.backtest_start_ts;TomacNQ_RegimeLiquiditySweepReclaim15mWide.backtest_end_ts
auto_quant_backtest_metadata,/Users/thrill3r/Auto-Quant/user_data/backtest_results/backtest-result-2026-05-07_04-57-53.meta.json,json,generated_or_runtime_labelish_json_not_independent_source,"JSON contains label/regime/target-like keys, but lane is local scratch/runtime/model provenance",,,TomacNQ_RegimeVRPCompression15m;TomacNQ_RegimeVRPCompression15m.run_id;TomacNQ_RegimeVRPCompression15m.backtest_start_time;TomacNQ_RegimeVRPCompression15m.timeframe;TomacNQ_RegimeVRPCompression15m.timeframe_detail;TomacNQ_RegimeVRPCompression15m.backtest_start_ts;TomacNQ_RegimeVRPCompression15m.backtest_end_ts,TomacNQ_RegimeVRPCompression15m;TomacNQ_RegimeVRPCompression15m.run_id;TomacNQ_RegimeVRPCompression15m.backtest_start_time;TomacNQ_RegimeVRPCompression15m.timeframe;TomacNQ_RegimeVRPCompression15m.timeframe_detail;TomacNQ_RegimeVRPCompression15m.backtest_start_ts;TomacNQ_RegimeVRPCompression15m.backtest_end_ts
