run_id,recipe_id,variant_id,market,timeframe,open_date,close_date,open_session_date,profit_ratio,profit_ratio_net,net_return_R,win,exit_reason,trade_duration_min,parent_regime_root,parent_regime_confidence_floor,source_ticker_confidence,root_lookup_status,manipulation_overlay_state,sub_regime_tags,sub_sub_regime_or_profit_factor,profit_factor_family,profit_factor_leaf,regime_profit_branch_path,regime_profit_branch_path_version,trade_or_bar_horizon,allowed_action,suppression_rule,year_fold
20260511T190356+0800-codex-board-b-vrp-v25-root-branch-rc-spa-v1,VRPCompressionV25RootBranch,v25_strict_compression,NQ/USD,5m,2019-04-29T13:10:00+00:00,2019-04-29T13:25:00+00:00,2019-04-29,-0.00015872008126471826,-0.00015872008126471826,-0.00015872008126471826,False,exit,15.0,Bull,0.9797225384,1.0,source_panel_daily_asof,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_hedging,v25_strict_compression,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompressionV25RootBranch:v25_strict_compression,board-b-vrp-v25-root-branch-rc-spa/v1,5m_trade,research_only_until_all_required_root_branches_pass,suppress_if_branch_rc_spa_or_pbo_fails,2019
20260511T190356+0800-codex-board-b-vrp-v25-root-branch-rc-spa-v1,VRPCompressionV25RootBranch,v25_strict_compression,NQ/USD,5m,2019-04-29T13:30:00+00:00,2019-04-29T13:50:00+00:00,2019-04-29,-0.00177569204426542,-0.00177569204426542,-0.00177569204426542,False,exit,20.0,Bull,0.9797225384,1.0,source_panel_daily_asof,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_hedging,v25_strict_compression,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompressionV25RootBranch:v25_strict_compression,board-b-vrp-v25-root-branch-rc-spa/v1,5m_trade,research_only_until_all_required_root_branches_pass,suppress_if_branch_rc_spa_or_pbo_fails,2019
20260511T190356+0800-codex-board-b-vrp-v25-root-branch-rc-spa-v1,VRPCompressionV25RootBranch,v25_strict_compression,NQ/USD,5m,2019-04-29T13:55:00+00:00,2019-04-29T14:00:00+00:00,2019-04-29,-0.0008252920264093522,-0.0008252920264093522,-0.0008252920264093522,False,exit,5.0,Bull,0.9797225384,1.0,source_panel_daily_asof,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_hedging,v25_strict_compression,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompressionV25RootBranch:v25_strict_compression,board-b-vrp-v25-root-branch-rc-spa/v1,5m_trade,research_only_until_all_required_root_branches_pass,suppress_if_branch_rc_spa_or_pbo_fails,2019
20260511T190356+0800-codex-board-b-vrp-v25-root-branch-rc-spa-v1,VRPCompressionV25RootBranch,v25_strict_compression,NQ/USD,5m,2019-04-29T14:10:00+00:00,2019-04-29T19:50:00+00:00,2019-04-29,0.0007615904547328967,0.0007615904547328967,0.0007615904547328967,True,exit,340.0,Bull,0.9797225384,1.0,source_panel_daily_asof,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_hedging,v25_strict_compression,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompressionV25RootBranch:v25_strict_compression,board-b-vrp-v25-root-branch-rc-spa/v1,5m_trade,research_only_until_all_required_root_branches_pass,suppress_if_branch_rc_spa_or_pbo_fails,2019
20260511T190356+0800-codex-board-b-vrp-v25-root-branch-rc-spa-v1,VRPCompressionV25RootBranch,v25_strict_compression,NQ/USD,5m,2019-04-29T19:55:00+00:00,2019-04-29T20:00:00+00:00,2019-04-29,-0.0020595690747782225,-0.0020595690747782225,-0.0020595690747782225,False,exit,5.0,Bull,0.9797225384,1.0,source_panel_daily_asof,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_hedging,v25_strict_compression,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompressionV25RootBranch:v25_strict_compression,board-b-vrp-v25-root-branch-rc-spa/v1,5m_trade,research_only_until_all_required_root_branches_pass,suppress_if_branch_rc_spa_or_pbo_fails,2019
20260511T190356+0800-codex-board-b-vrp-v25-root-branch-rc-spa-v1,VRPCompressionV25RootBranch,v25_strict_compression,NQ/USD,5m,2019-05-03T13:10:00+00:00,2019-05-05T22:00:00+00:00,2019-05-03,-0.007311155098652655,-0.007311155098652655,-0.007311155098652655,False,exit,3410.0,Bull,0.9797225384,0.6,source_panel_daily_asof,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_hedging,v25_strict_compression,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompressionV25RootBranch:v25_strict_compression,board-b-vrp-v25-root-branch-rc-spa/v1,5m_trade,research_only_until_all_required_root_branches_pass,suppress_if_branch_rc_spa_or_pbo_fails,2019
20260511T190356+0800-codex-board-b-vrp-v25-root-branch-rc-spa-v1,VRPCompressionV25RootBranch,v25_strict_compression,NQ/USD,5m,2019-07-24T13:30:00+00:00,2019-07-24T20:45:00+00:00,2019-07-24,0.00719659399270145,0.00719659399270145,0.00719659399270145,True,stop,435.0,Bull,0.9797225384,0.833,source_panel_daily_asof,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_hedging,v25_strict_compression,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompressionV25RootBranch:v25_strict_compression,board-b-vrp-v25-root-branch-rc-spa/v1,5m_trade,research_only_until_all_required_root_branches_pass,suppress_if_branch_rc_spa_or_pbo_fails,2019
20260511T190356+0800-codex-board-b-vrp-v25-root-branch-rc-spa-v1,VRPCompressionV25RootBranch,v25_strict_compression,NQ/USD,5m,2019-07-24T20:50:00+00:00,2019-07-25T07:05:00+00:00,2019-07-24,0.00046456888007928576,0.00046456888007928576,0.00046456888007928576,True,exit,615.0,Bull,0.9797225384,0.833,source_panel_daily_asof,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_hedging,v25_strict_compression,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompressionV25RootBranch:v25_strict_compression,board-b-vrp-v25-root-branch-rc-spa/v1,5m_trade,research_only_until_all_required_root_branches_pass,suppress_if_branch_rc_spa_or_pbo_fails,2019
20260511T190356+0800-codex-board-b-vrp-v25-root-branch-rc-spa-v1,VRPCompressionV25RootBranch,v25_strict_compression,NQ/USD,5m,2019-07-25T20:00:00+00:00,2019-07-26T07:00:00+00:00,2019-07-25,0.005450864351347118,0.005450864351347118,0.005450864351347118,True,exit,660.0,Bull,0.9797225384,0.6,source_panel_daily_asof,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_hedging,v25_strict_compression,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompressionV25RootBranch:v25_strict_compression,board-b-vrp-v25-root-branch-rc-spa/v1,5m_trade,research_only_until_all_required_root_branches_pass,suppress_if_branch_rc_spa_or_pbo_fails,2019
20260511T190356+0800-codex-board-b-vrp-v25-root-branch-rc-spa-v1,VRPCompressionV25RootBranch,v25_strict_compression,NQ/USD,5m,2019-07-26T13:30:00+00:00,2019-07-26T14:25:00+00:00,2019-07-26,-0.0008353960396039195,-0.0008353960396039195,-0.0008353960396039195,False,exit,55.0,Bull,0.9797225384,0.6,source_panel_daily_asof,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_hedging,v25_strict_compression,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompressionV25RootBranch:v25_strict_compression,board-b-vrp-v25-root-branch-rc-spa/v1,5m_trade,research_only_until_all_required_root_branches_pass,suppress_if_branch_rc_spa_or_pbo_fails,2019
20260511T190356+0800-codex-board-b-vrp-v25-root-branch-rc-spa-v1,VRPCompressionV25RootBranch,v25_strict_compression,NQ/USD,5m,2019-07-26T15:00:00+00:00,2019-07-26T15:05:00+00:00,2019-07-26,-0.00034064164498948113,-0.00034064164498948113,-0.00034064164498948113,False,exit,5.0,Bull,0.9797225384,0.6,source_panel_daily_asof,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_hedging,v25_strict_compression,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompressionV25RootBranch:v25_strict_compression,board-b-vrp-v25-root-branch-rc-spa/v1,5m_trade,research_only_until_all_required_root_branches_pass,suppress_if_branch_rc_spa_or_pbo_fails,2019
20260511T190356+0800-codex-board-b-vrp-v25-root-branch-rc-spa-v1,VRPCompressionV25RootBranch,v25_strict_compression,NQ/USD,5m,2019-07-26T15:20:00+00:00,2019-07-26T20:00:00+00:00,2019-07-26,0.00089744383239454,0.00089744383239454,0.00089744383239454,True,exit,280.0,Bull,0.9797225384,0.6,source_panel_daily_asof,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_hedging,v25_strict_compression,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompressionV25RootBranch:v25_strict_compression,board-b-vrp-v25-root-branch-rc-spa/v1,5m_trade,research_only_until_all_required_root_branches_pass,suppress_if_branch_rc_spa_or_pbo_fails,2019
20260511T190356+0800-codex-board-b-vrp-v25-root-branch-rc-spa-v1,VRPCompressionV25RootBranch,v25_strict_compression,NQ/USD,5m,2019-11-01T13:00:00+00:00,2019-11-01T16:05:00+00:00,2019-11-01,-0.00030447888438933646,-0.00030447888438933646,-0.00030447888438933646,False,exit,185.0,Bull,0.9797225384,1.0,source_panel_daily_asof,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_hedging,v25_strict_compression,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompressionV25RootBranch:v25_strict_compression,board-b-vrp-v25-root-branch-rc-spa/v1,5m_trade,research_only_until_all_required_root_branches_pass,suppress_if_branch_rc_spa_or_pbo_fails,2019
20260511T190356+0800-codex-board-b-vrp-v25-root-branch-rc-spa-v1,VRPCompressionV25RootBranch,v25_strict_compression,NQ/USD,5m,2019-11-01T16:25:00+00:00,2019-11-01T16:35:00+00:00,2019-11-01,-0.00015222090297439816,-0.00015222090297439816,-0.00015222090297439816,False,exit,10.0,Bull,0.9797225384,1.0,source_panel_daily_asof,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_hedging,v25_strict_compression,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompressionV25RootBranch:v25_strict_compression,board-b-vrp-v25-root-branch-rc-spa/v1,5m_trade,research_only_until_all_required_root_branches_pass,suppress_if_branch_rc_spa_or_pbo_fails,2019
20260511T190356+0800-codex-board-b-vrp-v25-root-branch-rc-spa-v1,VRPCompressionV25RootBranch,v25_strict_compression,NQ/USD,5m,2019-11-01T16:40:00+00:00,2019-11-01T16:45:00+00:00,2019-11-01,-0.0002740309959504694,-0.0002740309959504694,-0.0002740309959504694,False,exit,5.0,Bull,0.9797225384,1.0,source_panel_daily_asof,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_hedging,v25_strict_compression,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompressionV25RootBranch:v25_strict_compression,board-b-vrp-v25-root-branch-rc-spa/v1,5m_trade,research_only_until_all_required_root_branches_pass,suppress_if_branch_rc_spa_or_pbo_fails,2019
20260511T190356+0800-codex-board-b-vrp-v25-root-branch-rc-spa-v1,VRPCompressionV25RootBranch,v25_strict_compression,NQ/USD,5m,2019-11-01T17:00:00+00:00,2019-11-04T15:05:00+00:00,2019-11-01,0.009528448354592323,0.009528448354592323,0.009528448354592323,True,exit,4205.0,Bull,0.9797225384,1.0,source_panel_daily_asof,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_hedging,v25_strict_compression,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompressionV25RootBranch:v25_strict_compression,board-b-vrp-v25-root-branch-rc-spa/v1,5m_trade,research_only_until_all_required_root_branches_pass,suppress_if_branch_rc_spa_or_pbo_fails,2019
20260511T190356+0800-codex-board-b-vrp-v25-root-branch-rc-spa-v1,VRPCompressionV25RootBranch,v25_strict_compression,NQ/USD,5m,2021-01-07T13:00:00+00:00,2021-01-08T09:25:00+00:00,2021-01-07,0.018025818639798574,0.018025818639798574,0.018025818639798574,True,exit,1225.0,Bull,0.9797225384,0.6,source_panel_daily_asof,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_hedging,v25_strict_compression,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompressionV25RootBranch:v25_strict_compression,board-b-vrp-v25-root-branch-rc-spa/v1,5m_trade,research_only_until_all_required_root_branches_pass,suppress_if_branch_rc_spa_or_pbo_fails,2021
20260511T190356+0800-codex-board-b-vrp-v25-root-branch-rc-spa-v1,VRPCompressionV25RootBranch,v25_strict_compression,NQ/USD,5m,2021-01-08T13:00:00+00:00,2021-01-08T15:25:00+00:00,2021-01-08,-0.0028133731573369847,-0.0028133731573369847,-0.0028133731573369847,False,exit,145.0,Bull,0.9797225384,0.833,source_panel_daily_asof,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_hedging,v25_strict_compression,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompressionV25RootBranch:v25_strict_compression,board-b-vrp-v25-root-branch-rc-spa/v1,5m_trade,research_only_until_all_required_root_branches_pass,suppress_if_branch_rc_spa_or_pbo_fails,2021
20260511T190356+0800-codex-board-b-vrp-v25-root-branch-rc-spa-v1,VRPCompressionV25RootBranch,v25_strict_compression,NQ/USD,5m,2021-01-08T15:40:00+00:00,2021-01-08T18:15:00+00:00,2021-01-08,-0.0011349427719534733,-0.0011349427719534733,-0.0011349427719534733,False,exit,155.0,Bull,0.9797225384,0.833,source_panel_daily_asof,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_hedging,v25_strict_compression,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompressionV25RootBranch:v25_strict_compression,board-b-vrp-v25-root-branch-rc-spa/v1,5m_trade,research_only_until_all_required_root_branches_pass,suppress_if_branch_rc_spa_or_pbo_fails,2021
20260511T190356+0800-codex-board-b-vrp-v25-root-branch-rc-spa-v1,VRPCompressionV25RootBranch,v25_strict_compression,NQ/USD,5m,2021-01-08T19:15:00+00:00,2021-01-11T01:35:00+00:00,2021-01-08,0.0036964306341689124,0.0036964306341689124,0.0036964306341689124,True,exit,3260.0,Bull,0.9797225384,0.833,source_panel_daily_asof,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_hedging,v25_strict_compression,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompressionV25RootBranch:v25_strict_compression,board-b-vrp-v25-root-branch-rc-spa/v1,5m_trade,research_only_until_all_required_root_branches_pass,suppress_if_branch_rc_spa_or_pbo_fails,2021
20260511T190356+0800-codex-board-b-vrp-v25-root-branch-rc-spa-v1,VRPCompressionV25RootBranch,v25_strict_compression,NQ/USD,5m,2021-01-22T14:00:00+00:00,2021-01-22T14:05:00+00:00,2021-01-22,-0.0001314973794450669,-0.0001314973794450669,-0.0001314973794450669,False,exit,5.0,Bull,0.9797225384,0.833,source_panel_daily_asof,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_hedging,v25_strict_compression,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompressionV25RootBranch:v25_strict_compression,board-b-vrp-v25-root-branch-rc-spa/v1,5m_trade,research_only_until_all_required_root_branches_pass,suppress_if_branch_rc_spa_or_pbo_fails,2021
20260511T190356+0800-codex-board-b-vrp-v25-root-branch-rc-spa-v1,VRPCompressionV25RootBranch,v25_strict_compression,NQ/USD,5m,2021-01-22T14:10:00+00:00,2021-01-22T15:35:00+00:00,2021-01-22,0.0006011421701233033,0.0006011421701233033,0.0006011421701233033,True,exit,85.0,Bull,0.9797225384,0.833,source_panel_daily_asof,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_hedging,v25_strict_compression,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompressionV25RootBranch:v25_strict_compression,board-b-vrp-v25-root-branch-rc-spa/v1,5m_trade,research_only_until_all_required_root_branches_pass,suppress_if_branch_rc_spa_or_pbo_fails,2021
20260511T190356+0800-codex-board-b-vrp-v25-root-branch-rc-spa-v1,VRPCompressionV25RootBranch,v25_strict_compression,NQ/USD,5m,2021-01-22T15:40:00+00:00,2021-01-22T15:45:00+00:00,2021-01-22,-0.0010508735386289825,-0.0010508735386289825,-0.0010508735386289825,False,exit,5.0,Bull,0.9797225384,0.833,source_panel_daily_asof,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_hedging,v25_strict_compression,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompressionV25RootBranch:v25_strict_compression,board-b-vrp-v25-root-branch-rc-spa/v1,5m_trade,research_only_until_all_required_root_branches_pass,suppress_if_branch_rc_spa_or_pbo_fails,2021
20260511T190356+0800-codex-board-b-vrp-v25-root-branch-rc-spa-v1,VRPCompressionV25RootBranch,v25_strict_compression,NQ/USD,5m,2021-01-22T15:50:00+00:00,2021-01-22T18:05:00+00:00,2021-01-22,0.00035659991366521204,0.00035659991366521204,0.00035659991366521204,True,exit,135.0,Bull,0.9797225384,0.833,source_panel_daily_asof,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_hedging,v25_strict_compression,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompressionV25RootBranch:v25_strict_compression,board-b-vrp-v25-root-branch-rc-spa/v1,5m_trade,research_only_until_all_required_root_branches_pass,suppress_if_branch_rc_spa_or_pbo_fails,2021
20260511T190356+0800-codex-board-b-vrp-v25-root-branch-rc-spa-v1,VRPCompressionV25RootBranch,v25_strict_compression,NQ/USD,5m,2021-01-22T18:10:00+00:00,2021-01-22T20:55:00+00:00,2021-01-22,5.625140628517933e-05,5.625140628517933e-05,5.625140628517933e-05,True,exit,165.0,Bull,0.9797225384,0.833,source_panel_daily_asof,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_hedging,v25_strict_compression,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompressionV25RootBranch:v25_strict_compression,board-b-vrp-v25-root-branch-rc-spa/v1,5m_trade,research_only_until_all_required_root_branches_pass,suppress_if_branch_rc_spa_or_pbo_fails,2021
20260511T190356+0800-codex-board-b-vrp-v25-root-branch-rc-spa-v1,VRPCompressionV25RootBranch,v25_strict_compression,NQ/USD,5m,2021-02-03T13:00:00+00:00,2021-02-03T13:05:00+00:00,2021-02-03,-0.00016650632724046766,-0.00016650632724046766,-0.00016650632724046766,False,exit,5.0,Bull,0.9797225384,0.833,source_panel_daily_asof,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_hedging,v25_strict_compression,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompressionV25RootBranch:v25_strict_compression,board-b-vrp-v25-root-branch-rc-spa/v1,5m_trade,research_only_until_all_required_root_branches_pass,suppress_if_branch_rc_spa_or_pbo_fails,2021
20260511T190356+0800-codex-board-b-vrp-v25-root-branch-rc-spa-v1,VRPCompressionV25RootBranch,v25_strict_compression,NQ/USD,5m,2021-02-03T13:10:00+00:00,2021-02-03T14:05:00+00:00,2021-02-03,-0.0004254925538803578,-0.0004254925538803578,-0.0004254925538803578,False,exit,55.0,Bull,0.9797225384,0.833,source_panel_daily_asof,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_hedging,v25_strict_compression,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompressionV25RootBranch:v25_strict_compression,board-b-vrp-v25-root-branch-rc-spa/v1,5m_trade,research_only_until_all_required_root_branches_pass,suppress_if_branch_rc_spa_or_pbo_fails,2021
20260511T190356+0800-codex-board-b-vrp-v25-root-branch-rc-spa-v1,VRPCompressionV25RootBranch,v25_strict_compression,NQ/USD,5m,2021-02-03T18:40:00+00:00,2021-02-03T18:50:00+00:00,2021-02-03,-0.0005938021896455536,-0.0005938021896455536,-0.0005938021896455536,False,exit,10.0,Bull,0.9797225384,0.833,source_panel_daily_asof,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_hedging,v25_strict_compression,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompressionV25RootBranch:v25_strict_compression,board-b-vrp-v25-root-branch-rc-spa/v1,5m_trade,research_only_until_all_required_root_branches_pass,suppress_if_branch_rc_spa_or_pbo_fails,2021
