path,basename,parent,size_bytes,mtime_epoch,mtime_iso_local,match_kind,sha256_if_small,under_required_root
/tmp/ict-engine-cme-datamine-headers.txt,ict-engine-cme-datamine-headers.txt,/tmp,4641,1778517853,2026-05-12T00:44:13+08:00,keyword_path_or_filename,06b732e36c3c03227970352ecb1651e7b684e88ec8c6486add351e668d566d25,False
/tmp/ict-engine-cboe-oof-headers.txt,ict-engine-cboe-oof-headers.txt,/tmp,1878,1778518046,2026-05-12T00:47:26+08:00,keyword_path_or_filename,51eba963c962c530db294e417d2b75733ae0e1cd05bdc8e59564cc5520bc21ca,False
/tmp/r6_oystacher_approval_template_v1.json.valid,r6_oystacher_approval_template_v1.json.valid,/tmp,1011,1778517559,2026-05-12T00:39:19+08:00,keyword_path_or_filename,3fd0a4c6aadb0eae59b1ec649a21234f2195ba48b96713af45906dcbf4678e30,False
/tmp/ict-engine-cme-mbo-headers.txt,ict-engine-cme-mbo-headers.txt,/tmp,4641,1778517853,2026-05-12T00:44:13+08:00,keyword_path_or_filename,6473edfbd6d10683e36c8ed09955d970013cb14c8db192989b9a55293dd431dd,False
/tmp/ict-engine-r6-cme-delta-jsoncheck.out,ict-engine-r6-cme-delta-jsoncheck.out,/tmp,2550,1778533041,2026-05-12T04:57:21+08:00,keyword_path_or_filename,ad3b08dffbe9b5c702f6c189b7630392fa59ad0685cbbda1e8099ba6045d6648,False
/tmp/r6_owner_export_request_bundle_v2_json_check.out,r6_owner_export_request_bundle_v2_json_check.out,/tmp,5690,1778518540,2026-05-12T00:55:40+08:00,keyword_path_or_filename,b50526229222d7c0a2dbc38fbd54f2d297c7e9396a355881c3505258a9c69bd7,False
/tmp/r6_oystacher_canonical_merge_preflight_v1.jsoncheck,r6_oystacher_canonical_merge_preflight_v1.jsoncheck,/tmp,16248,1778517316,2026-05-12T00:35:16+08:00,keyword_path_or_filename,2b095b737a1e12b8007cef116442fa5c2d1431ca49d6733b326fa649d39fc566,False
/tmp/r6_oystacher_rerun.out,r6_oystacher_rerun.out,/tmp,0,1778514781,2026-05-11T23:53:01+08:00,keyword_path_or_filename,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,False
/tmp/ict-cme-datamine-page.html,ict-cme-datamine-page.html,/tmp,602,1778518761,2026-05-12T00:59:21+08:00,keyword_path_or_filename,eecde3fafbde4090c30e610a7ed4b8d877f8351c0490e4189574890e8a5a4f7e,False
/tmp/r6_oystacher_canonical_merge_preflight_v1.final.jsoncheck,r6_oystacher_canonical_merge_preflight_v1.final.jsoncheck,/tmp,16248,1778517418,2026-05-12T00:36:58+08:00,keyword_path_or_filename,2b095b737a1e12b8007cef116442fa5c2d1431ca49d6733b326fa649d39fc566,False
/tmp/ict-engine-justia-oystacher-headers.txt,ict-engine-justia-oystacher-headers.txt,/tmp,2186,1778517854,2026-05-12T00:44:14+08:00,keyword_path_or_filename,2841a89c6e7b128a78e698fbf4a284b76b44c2aeab141c0168acecb6b7463916,False
/tmp/courtlistener_oystacher_docket_exact.json,courtlistener_oystacher_docket_exact.json,/tmp,58,1778516391,2026-05-12T00:19:51+08:00,keyword_path_or_filename,dbff0849bc109eee7f9b7b1fe12e40fc8add21823b2f1fb600b37f620cbd7862,False
/tmp/r6_owner_export_arrival_scan_after_043027_v1.out,r6_owner_export_arrival_scan_after_043027_v1.out,/tmp,7394,1778531749,2026-05-12T04:35:49+08:00,keyword_path_or_filename,5f7c2394f7a96ad2358aef4e058268cb3c02f54d985fa5844b1e8e1eb66e8e79,False
/tmp/courtlistener_oystacher_dockets.json,courtlistener_oystacher_dockets.json,/tmp,58,1778516391,2026-05-12T00:19:51+08:00,keyword_path_or_filename,dbff0849bc109eee7f9b7b1fe12e40fc8add21823b2f1fb600b37f620cbd7862,False
/tmp/r6_owner_export_sendable_requests_v3_json_check.out,r6_owner_export_sendable_requests_v3_json_check.out,/tmp,0,1778518916,2026-05-12T01:01:56+08:00,keyword_path_or_filename,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,False
/tmp/ict-engine-direct-manipulation-row-intake.lock,ict-engine-direct-manipulation-row-intake.lock,/tmp,0,1778515319,2026-05-12T00:01:59+08:00,keyword_path_or_filename,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,False
/tmp/ict-oystacher-govinfo-yAc5hD/govinfo_doc1.txt,govinfo_doc1.txt,/tmp/ict-oystacher-govinfo-yAc5hD,271777,1778516297,2026-05-12T00:18:17+08:00,keyword_path_or_filename,9c10a8dd97f70ad944fcda2e6efc1e4cd71549ea12cd213f9739d3af93726152,False
/tmp/ict-oystacher-govinfo-yAc5hD/govinfo_doc1.pdf,govinfo_doc1.pdf,/tmp/ict-oystacher-govinfo-yAc5hD,556530,1778516279,2026-05-12T00:17:59+08:00,keyword_path_or_filename,19368cc6348dd0f99bb5f84be75aff33703bc4defe7e7de079035acbe7699345,False
/tmp/ict-engine-direct-manipulation-row-intake/positive_spoofing_layering_rows.csv,positive_spoofing_layering_rows.csv,/tmp/ict-engine-direct-manipulation-row-intake,58924,1778514958,2026-05-11T23:55:58+08:00,keyword_path_or_filename,ef9f912b5b0a56f85b21c1355c64c2b443d60ebacbb70a0f195de89b223c9ac6,False
/tmp/ict-engine-direct-manipulation-row-intake/matched_negative_normal_activity_rows.csv,matched_negative_normal_activity_rows.csv,/tmp/ict-engine-direct-manipulation-row-intake,58890,1778514958,2026-05-11T23:55:58+08:00,keyword_path_or_filename,d81b8253888d5d68e484679d221640e0f3bee5f4bf6b8e42e14f9d53b53f7e2d,False
/tmp/ict-engine-direct-manipulation-row-intake/provenance_manifest.json,provenance_manifest.json,/tmp/ict-engine-direct-manipulation-row-intake,1450,1778515296,2026-05-12T00:01:36+08:00,keyword_path_or_filename,9d85856f9096203ee31a0abba7fe7701b11e3941c2063fa8c1186bd2ce59331b,False
/tmp/ict-engine-r6-oystacher-exact-date-candidate-extract-v1/enfigorcomplnt101915.pdf,enfigorcomplnt101915.pdf,/tmp/ict-engine-r6-oystacher-exact-date-candidate-extract-v1,2553330,1778516296,2026-05-12T00:18:16+08:00,keyword_path_or_filename,6a2a951e3c02285cb1df085e314c7ae2a2a0c089f283998641ea66fce5ce8591,False
/tmp/ict-engine-r6-oystacher-exact-date-candidate-extract-v1/press_7253_15.html,press_7253_15.html,/tmp/ict-engine-r6-oystacher-exact-date-candidate-extract-v1,39058,1778516297,2026-05-12T00:18:17+08:00,keyword_path_or_filename,49d51b83e0b8e178f20d9d9f199d8f8a8049f3a6c4f493086a6acd0df5f0f854,False
/tmp/ict-engine-r6-oystacher-public-normal-control-source-probe-v1/cftc_press_release_7264_15.html,cftc_press_release_7264_15.html,/tmp/ict-engine-r6-oystacher-public-normal-control-source-probe-v1,40201,1778517757,2026-05-12T00:42:37+08:00,keyword_path_or_filename,11f7f0bfdc6a2f28f727e9ee52481c853655a2e5394bd874fb3328d2bb5baab7,False
/tmp/ict-engine-r6-oystacher-public-normal-control-source-probe-v1/cftc_complaint_pdf.pdf,cftc_complaint_pdf.pdf,/tmp/ict-engine-r6-oystacher-public-normal-control-source-probe-v1,2553330,1778517755,2026-05-12T00:42:35+08:00,keyword_path_or_filename,6a2a951e3c02285cb1df085e314c7ae2a2a0c089f283998641ea66fce5ce8591,False
/tmp/ict-engine-r6-oystacher-public-normal-control-source-probe-v1/courtlistener_exhibit_a_pdf.pdf,courtlistener_exhibit_a_pdf.pdf,/tmp/ict-engine-r6-oystacher-public-normal-control-source-probe-v1,1132071,1778517751,2026-05-12T00:42:31+08:00,keyword_path_or_filename,3ceb2758093d3ec9ec1a861ee1ab52074175517b158ffb50aff014ddac017a66,False
/tmp/ict-engine-r6-oystacher-public-normal-control-source-probe-v1/justia_doc_237.html,justia_doc_237.html,/tmp/ict-engine-r6-oystacher-public-normal-control-source-probe-v1,5624,1778517758,2026-05-12T00:42:38+08:00,keyword_path_or_filename,e0b5e034c720670e2aa90cf8379549b746c3a7fc7fc4444ff7314d44825ff72a,False
/tmp/ict-engine-r6-oystacher-public-normal-control-source-probe-v1/govinfo_doc_195_pdf.pdf,govinfo_doc_195_pdf.pdf,/tmp/ict-engine-r6-oystacher-public-normal-control-source-probe-v1,556530,1778517761,2026-05-12T00:42:41+08:00,keyword_path_or_filename,19368cc6348dd0f99bb5f84be75aff33703bc4defe7e7de079035acbe7699345,False
/tmp/ict-oystacher-govinfo-vB0tdv/govinfo_doc1.pdf,govinfo_doc1.pdf,/tmp/ict-oystacher-govinfo-vB0tdv,556530,1778516258,2026-05-12T00:17:38+08:00,keyword_path_or_filename,19368cc6348dd0f99bb5f84be75aff33703bc4defe7e7de079035acbe7699345,False
/tmp/ict-engine-oystacher-exhibit-a-probe/oystacher_exhibit_a.pdf,oystacher_exhibit_a.pdf,/tmp/ict-engine-oystacher-exhibit-a-probe,1132071,1778516384,2026-05-12T00:19:44+08:00,keyword_path_or_filename,3ceb2758093d3ec9ec1a861ee1ab52074175517b158ffb50aff014ddac017a66,False
/tmp/ict-engine-oystacher-exhibit-a-probe/pypdf-install.log,pypdf-install.log,/tmp/ict-engine-oystacher-exhibit-a-probe,143,1778516384,2026-05-12T00:19:44+08:00,keyword_path_or_filename,606c9eaacfe5d59fd027eaaf0fe907bf7d21ae9727e3d87708db9f4c3ef2cff0,False
/tmp/ict-engine-codex-auto-quant-prepare-target/debug/deps/ict_engine-97d28a47a09f25ad.6yk8etcz5cmeyx45js7h9gjru.0pzqw6o.rcgu.o,ict_engine-97d28a47a09f25ad.6yk8etcz5cmeyx45js7h9gjru.0pzqw6o.rcgu.o,/tmp/ict-engine-codex-auto-quant-prepare-target/debug/deps,194248,1778530279,2026-05-12T04:11:19+08:00,keyword_path_or_filename,5e59f7a8d7431f5908b489673dd6048c1b7f005f4900306d2b09311f1000cfd2,False
/tmp/ict-engine-codex-auto-quant-prepare-target/debug/deps/ict_engine-97d28a47a09f25ad.bkxksl28i2kbl6stscmeylie6.1qrqlhu.rcgu.o,ict_engine-97d28a47a09f25ad.bkxksl28i2kbl6stscmeylie6.1qrqlhu.rcgu.o,/tmp/ict-engine-codex-auto-quant-prepare-target/debug/deps,197080,1778532164,2026-05-12T04:42:44+08:00,keyword_path_or_filename,a235593f2a707d15579c832d1b59096f2689aed5b01d582d3d1aba0738b7d26d,False
/tmp/ict-engine-codex-auto-quant-prepare-target/debug/deps/ict_engine-97d28a47a09f25ad.6yk8etcz5cmeyx45js7h9gjru.0uhhccd.rcgu.o,ict_engine-97d28a47a09f25ad.6yk8etcz5cmeyx45js7h9gjru.0uhhccd.rcgu.o,/tmp/ict-engine-codex-auto-quant-prepare-target/debug/deps,194248,1778530279,2026-05-12T04:11:19+08:00,keyword_path_or_filename,5e59f7a8d7431f5908b489673dd6048c1b7f005f4900306d2b09311f1000cfd2,False
/tmp/ict-engine-r6-oystacher-positive-row-candidate-screen-v1/raw/enfigorcomplnt101915.pdf,enfigorcomplnt101915.pdf,/tmp/ict-engine-r6-oystacher-positive-row-candidate-screen-v1/raw,2553330,1778514345,2026-05-11T23:45:45+08:00,keyword_path_or_filename,6a2a951e3c02285cb1df085e314c7ae2a2a0c089f283998641ea66fce5ce8591,False
/tmp/ict-engine-r6-oystacher-positive-row-candidate-screen-v1/raw/enfigorcomplnt101915_gs.txt,enfigorcomplnt101915_gs.txt,/tmp/ict-engine-r6-oystacher-positive-row-candidate-screen-v1/raw,116919,1778514483,2026-05-11T23:48:03+08:00,keyword_path_or_filename,967928fce3754a7d2ebc1d31e04f96dd4db2d3cd6712795c4159b0d50e0f7a6d,False
/tmp/ict-engine-r6-oystacher-positive-row-candidate-screen-v1/raw/enfigorcomplnt101915.txt,enfigorcomplnt101915.txt,/tmp/ict-engine-r6-oystacher-positive-row-candidate-screen-v1/raw,59763,1778514362,2026-05-11T23:46:02+08:00,keyword_path_or_filename,4b392bd71caea5d70e18590ca72b2171eaff948593f8aacf1f6fe27d88f40501,False
/tmp/ict-engine-r6-oystacher-khara-salim-positive-row-candidate-screen-v1/raw/enfigorcomplnt101915.pdf,enfigorcomplnt101915.pdf,/tmp/ict-engine-r6-oystacher-khara-salim-positive-row-candidate-screen-v1/raw,2553330,1778514782,2026-05-11T23:53:02+08:00,keyword_path_or_filename,6a2a951e3c02285cb1df085e314c7ae2a2a0c089f283998641ea66fce5ce8591,False
/tmp/ict-engine-r6-oystacher-khara-salim-positive-row-candidate-screen-v1/raw/enfheetsalimorder033116.pdf,enfheetsalimorder033116.pdf,/tmp/ict-engine-r6-oystacher-khara-salim-positive-row-candidate-screen-v1/raw,1982589,1778514787,2026-05-11T23:53:07+08:00,keyword_path_or_filename,2969b46f868464895fcdaee3e084151925e6e990317bae62cafac5e938358f4c,False
/tmp/ict-engine-r6-oystacher-khara-salim-positive-row-candidate-screen-v1/raw/enfheetsalimorder033116.txt,enfheetsalimorder033116.txt,/tmp/ict-engine-r6-oystacher-khara-salim-positive-row-candidate-screen-v1/raw,51154,1778514789,2026-05-11T23:53:09+08:00,keyword_path_or_filename,1463eb4254120776306a4052f04854a3462f73848ae79be72240ab33600285a8,False
/tmp/ict-engine-r6-oystacher-khara-salim-positive-row-candidate-screen-v1/raw/enfigorcomplnt101915.txt,enfigorcomplnt101915.txt,/tmp/ict-engine-r6-oystacher-khara-salim-positive-row-candidate-screen-v1/raw,116919,1778514786,2026-05-11T23:53:06+08:00,keyword_path_or_filename,967928fce3754a7d2ebc1d31e04f96dd4db2d3cd6712795c4159b0d50e0f7a6d,False
/tmp/ict-engine-oystacher-probe2/oystacher.pdf,oystacher.pdf,/tmp/ict-engine-oystacher-probe2,2553330,1778514405,2026-05-11T23:46:45+08:00,keyword_path_or_filename,6a2a951e3c02285cb1df085e314c7ae2a2a0c089f283998641ea66fce5ce8591,False
/tmp/ict-engine-oystacher-probe2/oystacher.txt,oystacher.txt,/tmp/ict-engine-oystacher-probe2,116919,1778514409,2026-05-11T23:46:49+08:00,keyword_path_or_filename,967928fce3754a7d2ebc1d31e04f96dd4db2d3cd6712795c4159b0d50e0f7a6d,False
/tmp/ict-engine-r6-direct-intake-reconstruction-v55/intake/positive_spoofing_layering_rows.csv,positive_spoofing_layering_rows.csv,/tmp/ict-engine-r6-direct-intake-reconstruction-v55/intake,58924,1778514958,2026-05-11T23:55:58+08:00,keyword_path_or_filename,ef9f912b5b0a56f85b21c1355c64c2b443d60ebacbb70a0f195de89b223c9ac6,False
/tmp/ict-engine-r6-oystacher-large-source-acquisition-screen-v1/enfigorcomplnt101915.pdf,enfigorcomplnt101915.pdf,/tmp/ict-engine-r6-oystacher-large-source-acquisition-screen-v1,2553330,1778516079,2026-05-12T00:14:39+08:00,keyword_path_or_filename,6a2a951e3c02285cb1df085e314c7ae2a2a0c089f283998641ea66fce5ce8591,False
/tmp/ict-engine-r6-oystacher-large-source-acquisition-screen-v1/enfigorcomplnt101915.txt,enfigorcomplnt101915.txt,/tmp/ict-engine-r6-oystacher-large-source-acquisition-screen-v1,59124,1778516085,2026-05-12T00:14:45+08:00,keyword_path_or_filename,109ee804f0d3b2bcee88288558203bef995e5c5d0476cb8deeb2178519b684f7,False
/tmp/ict-engine-r6-oystacher-large-source-acquisition-screen-v1/press_7253_15.html,press_7253_15.html,/tmp/ict-engine-r6-oystacher-large-source-acquisition-screen-v1,39058,1778516081,2026-05-12T00:14:41+08:00,keyword_path_or_filename,be6247e4deae4a3e6a99fda7c7a9ae735e2e84a08fcc535af6401820e3b49b2f,False
/tmp/20260512T000803-codex-r6-jpm-cbot-treasury-control-uplift-v1.staging/positive_spoofing_layering_rows.csv,positive_spoofing_layering_rows.csv,/tmp/20260512T000803-codex-r6-jpm-cbot-treasury-control-uplift-v1.staging,62121,1778515915,2026-05-12T00:11:55+08:00,keyword_path_or_filename,1102d09b92c07498676fa5a4ae93b3aa1323086f4edb4453281b25714348e793,False
/tmp/ict-engine-oystacher-exhibit-a-row-materialization-v1/gov.uscourts.ilnd.316889.1.1.oystacher_exhibit_a.pdf,gov.uscourts.ilnd.316889.1.1.oystacher_exhibit_a.pdf,/tmp/ict-engine-oystacher-exhibit-a-row-materialization-v1,1132071,1778516937,2026-05-12T00:28:57+08:00,keyword_path_or_filename,3ceb2758093d3ec9ec1a861ee1ab52074175517b158ffb50aff014ddac017a66,False
/tmp/ict-engine-r6-direct-intake-v56-clean-readback/intake/positive_spoofing_layering_rows.csv,positive_spoofing_layering_rows.csv,/tmp/ict-engine-r6-direct-intake-v56-clean-readback/intake,58924,1778514958,2026-05-11T23:55:58+08:00,keyword_path_or_filename,ef9f912b5b0a56f85b21c1355c64c2b443d60ebacbb70a0f195de89b223c9ac6,False
/tmp/ict-engine-oystacher-probe/oystacher.pdf,oystacher.pdf,/tmp/ict-engine-oystacher-probe,2553330,1778514513,2026-05-11T23:48:33+08:00,keyword_path_or_filename,6a2a951e3c02285cb1df085e314c7ae2a2a0c089f283998641ea66fce5ce8591,False
/tmp/ict-engine-oystacher-probe/oystacher.txt,oystacher.txt,/tmp/ict-engine-oystacher-probe,59124,1778514515,2026-05-11T23:48:35+08:00,keyword_path_or_filename,109ee804f0d3b2bcee88288558203bef995e5c5d0476cb8deeb2178519b684f7,False
/tmp/ict-engine-codex-execution-tree-admission/debug/deps/ict_engine-97d28a47a09f25ad.7mpnmcme4ka7wofvethsd65lc.053mp6n.rcgu.o,ict_engine-97d28a47a09f25ad.7mpnmcme4ka7wofvethsd65lc.053mp6n.rcgu.o,/tmp/ict-engine-codex-execution-tree-admission/debug/deps,153576,1778524504,2026-05-12T02:35:04+08:00,keyword_path_or_filename,4a36115bce7ee8391f80e5f164178f03a8fe8415c066630a658fc98bf5eaf447,False
/tmp/ict-engine-r6-oystacher-candidate/raw/enfigorcomplnt101915.pdf,enfigorcomplnt101915.pdf,/tmp/ict-engine-r6-oystacher-candidate/raw,2553330,1778514374,2026-05-11T23:46:14+08:00,keyword_path_or_filename,6a2a951e3c02285cb1df085e314c7ae2a2a0c089f283998641ea66fce5ce8591,False
/tmp/ict-engine-r6-oystacher-candidate/raw/enfigorcomplnt101915.txt,enfigorcomplnt101915.txt,/tmp/ict-engine-r6-oystacher-candidate/raw,116919,1778514376,2026-05-11T23:46:16+08:00,keyword_path_or_filename,967928fce3754a7d2ebc1d31e04f96dd4db2d3cd6712795c4159b0d50e0f7a6d,False
/tmp/ict-engine-r6-oystacher-exhibit-a-public-acquisition-probe-v1/raw/govinfo_2.txt,govinfo_2.txt,/tmp/ict-engine-r6-oystacher-exhibit-a-public-acquisition-probe-v1/raw,69948,1778516411,2026-05-12T00:20:11+08:00,keyword_path_or_filename,86907034fc478b036a11923b50b5795e4a92664883908588922f79d8acb9ef5c,False
/tmp/ict-engine-r6-oystacher-exhibit-a-public-acquisition-probe-v1/raw/cftc_oystacher_complaint.headers.txt,cftc_oystacher_complaint.headers.txt,/tmp/ict-engine-r6-oystacher-exhibit-a-public-acquisition-probe-v1/raw,793,1778516376,2026-05-12T00:19:36+08:00,keyword_path_or_filename,6a2504c2ac749530c4bd10d5056accb941ab1213c11ce029cb8f931ebb712c4f,False
/tmp/ict-engine-r6-oystacher-exhibit-a-public-acquisition-probe-v1/raw/cftc_candidate_enfigorcomplnt101915appa.pdf,cftc_candidate_enfigorcomplnt101915appa.pdf,/tmp/ict-engine-r6-oystacher-exhibit-a-public-acquisition-probe-v1/raw,32765,1778516398,2026-05-12T00:19:58+08:00,keyword_path_or_filename,54e7570ea0da0be6cb22e47477c71e0eb062982aa935a3ebde972c0d721b35c2,False
/tmp/ict-engine-r6-oystacher-exhibit-a-public-acquisition-probe-v1/raw/cftc_candidate_enfigorcomplnt101915exha.headers.txt,cftc_candidate_enfigorcomplnt101915exha.headers.txt,/tmp/ict-engine-r6-oystacher-exhibit-a-public-acquisition-probe-v1/raw,1996,1778516386,2026-05-12T00:19:46+08:00,keyword_path_or_filename,60e95b83a7c605b33a609c5f3bb610f473786161053b6725d7924e4312207997,False
/tmp/ict-engine-r6-oystacher-exhibit-a-public-acquisition-probe-v1/raw/govinfo_0.txt,govinfo_0.txt,/tmp/ict-engine-r6-oystacher-exhibit-a-public-acquisition-probe-v1/raw,34515,1778516402,2026-05-12T00:20:02+08:00,keyword_path_or_filename,9dbbe57d13ef7ab9ab0cfa029633a5ee23c3287f51ffd8135c8d01d8fc8f4083,False
/tmp/ict-engine-r6-oystacher-exhibit-a-public-acquisition-probe-v1/raw/govinfo_2.headers.txt,govinfo_2.headers.txt,/tmp/ict-engine-r6-oystacher-exhibit-a-public-acquisition-probe-v1/raw,1741,1778516409,2026-05-12T00:20:09+08:00,keyword_path_or_filename,66f4b558de03d9e14b6cbcf48b02697ff8a7e385c5282afdff21a48e3a23a8db,False
/tmp/ict-engine-r6-oystacher-exhibit-a-public-acquisition-probe-v1/raw/courtlistener_dockets_api.json,courtlistener_dockets_api.json,/tmp/ict-engine-r6-oystacher-exhibit-a-public-acquisition-probe-v1/raw,58,1778516413,2026-05-12T00:20:13+08:00,keyword_path_or_filename,dbff0849bc109eee7f9b7b1fe12e40fc8add21823b2f1fb600b37f620cbd7862,False
/tmp/ict-engine-r6-oystacher-exhibit-a-public-acquisition-probe-v1/raw/govinfo_1.txt,govinfo_1.txt,/tmp/ict-engine-r6-oystacher-exhibit-a-public-acquisition-probe-v1/raw,271777,1778516408,2026-05-12T00:20:08+08:00,keyword_path_or_filename,9c10a8dd97f70ad944fcda2e6efc1e4cd71549ea12cd213f9739d3af93726152,False
/tmp/ict-engine-r6-oystacher-exhibit-a-public-acquisition-probe-v1/raw/govinfo_0.pdf,govinfo_0.pdf,/tmp/ict-engine-r6-oystacher-exhibit-a-public-acquisition-probe-v1/raw,175942,1778516399,2026-05-12T00:19:59+08:00,keyword_path_or_filename,f4234cde0c2da6869e4b1fcc441ed2f52454a7500c76e37d71a081b0e363e375,False
/tmp/ict-engine-r6-oystacher-exhibit-a-public-acquisition-probe-v1/raw/govinfo_1.pdf,govinfo_1.pdf,/tmp/ict-engine-r6-oystacher-exhibit-a-public-acquisition-probe-v1/raw,556530,1778516404,2026-05-12T00:20:04+08:00,keyword_path_or_filename,19368cc6348dd0f99bb5f84be75aff33703bc4defe7e7de079035acbe7699345,False
/tmp/ict-engine-r6-oystacher-exhibit-a-public-acquisition-probe-v1/raw/govinfo_3.pdf,govinfo_3.pdf,/tmp/ict-engine-r6-oystacher-exhibit-a-public-acquisition-probe-v1/raw,44165,1778516412,2026-05-12T00:20:12+08:00,keyword_path_or_filename,aa3ddc6268e610f9051c55051868d452f86b25ec78f5182270954788b184667b,False
