split_family,split_name,positive_support,negative_support,positive_wilson95_lcb,negative_wilson95_lcb,min_wilson95_lcb,support_ok,wilson_ok,pass,blocker
pooled_all_source_rows,all_rows,57,57,0.936858991217,0.936858991217,0.936858991217,True,False,False,wilson95_below_0.95
heldout_symbol_exact,December 2017 Gold futures,1,1,0.206543291474,0.206543291474,0.206543291474,False,False,False,support_below_50;wilson95_below_0.95
heldout_symbol_exact,December 2017 Silver futures,1,1,0.206543291474,0.206543291474,0.206543291474,False,False,False,support_below_50;wilson95_below_0.95
heldout_symbol_exact,December-delivery Gold Futures,7,7,0.645661157025,0.645661157025,0.645661157025,False,False,False,support_below_50;wilson95_below_0.95
heldout_symbol_exact,E-mini S&P 500 futures,3,3,0.438493919551,0.438493919551,0.438493919551,False,False,False,support_below_50;wilson95_below_0.95
heldout_symbol_exact,ICE Brent/WTI crude spread April 2020,1,1,0.206543291474,0.206543291474,0.206543291474,False,False,False,support_below_50;wilson95_below_0.95
heldout_symbol_exact,LME copper futures,2,0,0.34237195289,0.0,0.0,False,False,False,support_below_50;wilson95_below_0.95
heldout_symbol_exact,March 2014 E-mini S&P 500 futures,1,1,0.206543291474,0.206543291474,0.206543291474,False,False,False,support_below_50;wilson95_below_0.95
heldout_symbol_exact,March 2018 Crude Oil futures,4,4,0.510099979596,0.510099979596,0.510099979596,False,False,False,support_below_50;wilson95_below_0.95
heldout_symbol_exact,March 2018 Silver futures,4,4,0.510099979596,0.510099979596,0.510099979596,False,False,False,support_below_50;wilson95_below_0.95
heldout_symbol_exact,March-delivery Silver Futures,1,1,0.206543291474,0.206543291474,0.206543291474,False,False,False,support_below_50;wilson95_below_0.95
heldout_symbol_exact,NGH0-NGJ0 natural gas March-April 2020 calendar spread,2,2,0.34237195289,0.34237195289,0.34237195289,False,False,False,support_below_50;wilson95_below_0.95
heldout_symbol_exact,RBOB gasoline futures,1,1,0.206543291474,0.206543291474,0.206543291474,False,False,False,support_below_50;wilson95_below_0.95
heldout_symbol_exact,Soft Red Winter wheat futures,1,1,0.206543291474,0.206543291474,0.206543291474,False,False,False,support_below_50;wilson95_below_0.95
heldout_symbol_exact,light sweet crude oil futures,1,1,0.206543291474,0.206543291474,0.206543291474,False,False,False,support_below_50;wilson95_below_0.95
heldout_venue_exact,CBOT,2,2,0.34237195289,0.34237195289,0.34237195289,False,False,False,support_below_50;wilson95_below_0.95
heldout_venue_exact,CBOT/CME Globex,4,4,0.510099979596,0.510099979596,0.510099979596,False,False,False,support_below_50;wilson95_below_0.95
heldout_venue_exact,CME,7,7,0.645661157025,0.645661157025,0.645661157025,False,False,False,support_below_50;wilson95_below_0.95
heldout_venue_exact,CME Globex,3,3,0.438493919551,0.438493919551,0.438493919551,False,False,False,support_below_50;wilson95_below_0.95
heldout_venue_exact,CME Group registered futures market (source order),3,3,0.438493919551,0.438493919551,0.438493919551,False,False,False,support_below_50;wilson95_below_0.95
heldout_venue_exact,COMEX,8,8,0.675584380489,0.675584380489,0.675584380489,False,False,False,support_below_50;wilson95_below_0.95
heldout_venue_exact,COMEX/CME Globex,19,19,0.831815634632,0.831815634632,0.831815634632,False,False,False,support_below_50;wilson95_below_0.95
heldout_venue_exact,IFEU electronic market,1,1,0.206543291474,0.206543291474,0.206543291474,False,False,False,support_below_50;wilson95_below_0.95
heldout_venue_exact,LME and COMEX cross-market,2,2,0.34237195289,0.34237195289,0.34237195289,False,False,False,support_below_50;wilson95_below_0.95
heldout_venue_exact,NYMEX/CME Globex,8,8,0.675584380489,0.675584380489,0.675584380489,False,False,False,support_below_50;wilson95_below_0.95
