provider_id,provider_provenance,event_time,base_symbol,comparison_symbol,relationship_type,relationship_confidence,timeframe,session,smt_signal,base_swing_type,base_level,comparison_swing_type,comparison_level,swept_side,normalized_for_inverse_correlation,near_pd_array,pd_array_type,mss_or_cisd_confirmed,displacement_confirmed,regime_label,regime_profit_branch_path,confidence,actionable,fail_closed_reason,forward_6h_return,forward_12h_return,favorable_6h,favorable_12h,outcome_fail_closed_reason
binance,Binance BTCUSDT/ETHUSDT 1h,2026-04-15T22:00:00+00:00,BTC,ETH,positive,0.9022,1h,crypto_24x7,bearish_smt,HH,75425.0,LH,2380.45,buy_side_liquidity,False,False,none,False,False,transition,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_relationship_resolver:btc_eth_1h_v1,0.15,False,confirmation_only_missing_mss_cisd_displacement_pda_and_outcome_labels,-0.00026479,-0.00868417,True,True,confirmation_only_missing_mss_cisd_displacement_pda_context
binance,Binance BTCUSDT/ETHUSDT 1h,2026-04-19T13:00:00+00:00,BTC,ETH,positive,0.9022,1h,crypto_24x7,bearish_smt,HH,76240.66,LH,2350.24,buy_side_liquidity,False,False,none,False,False,range,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_relationship_resolver:btc_eth_1h_v1,0.15,False,confirmation_only_missing_mss_cisd_displacement_pda_and_outcome_labels,-0.0125956,-0.01747352,True,True,confirmation_only_missing_mss_cisd_displacement_pda_context
binance,Binance BTCUSDT/ETHUSDT 1h,2026-04-24T09:00:00+00:00,BTC,ETH,positive,0.9022,1h,crypto_24x7,bullish_smt,LL,77402.01,HL,2303.74,sell_side_liquidity,False,False,none,False,False,range,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_relationship_resolver:btc_eth_1h_v1,0.15,False,confirmation_only_missing_mss_cisd_displacement_pda_and_outcome_labels,0.00659029,0.00011338,True,True,confirmation_only_missing_mss_cisd_displacement_pda_context
binance,Binance BTCUSDT/ETHUSDT 1h,2026-04-24T22:00:00+00:00,BTC,ETH,positive,0.9022,1h,crypto_24x7,bullish_smt,LL,77264.08,HL,2307.2,sell_side_liquidity,False,False,none,False,False,transition,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_relationship_resolver:btc_eth_1h_v1,0.15,False,confirmation_only_missing_mss_cisd_displacement_pda_and_outcome_labels,0.00375202,0.00593387,True,True,confirmation_only_missing_mss_cisd_displacement_pda_context
binance,Binance BTCUSDT/ETHUSDT 1h,2026-04-26T12:00:00+00:00,BTC,ETH,positive,0.9022,1h,crypto_24x7,bullish_smt,LL,77770.0,HL,2324.19,sell_side_liquidity,False,False,none,False,False,range,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_relationship_resolver:btc_eth_1h_v1,0.15,False,confirmation_only_missing_mss_cisd_displacement_pda_and_outcome_labels,0.00579291,0.01895749,True,True,confirmation_only_missing_mss_cisd_displacement_pda_context
binance,Binance BTCUSDT/ETHUSDT 1h,2026-04-26T21:00:00+00:00,BTC,ETH,positive,0.9022,1h,crypto_24x7,bullish_smt,LL,77843.75,HL,2348.47,sell_side_liquidity,False,False,none,False,False,transition,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_relationship_resolver:btc_eth_1h_v1,0.15,False,confirmation_only_missing_mss_cisd_displacement_pda_and_outcome_labels,0.00877458,-0.00659802,True,False,confirmation_only_missing_mss_cisd_displacement_pda_context
binance,Binance BTCUSDT/ETHUSDT 1h,2026-04-27T19:00:00+00:00,BTC,ETH,positive,0.9022,1h,crypto_24x7,bullish_smt,LL,76459.64,HL,2274.98,sell_side_liquidity,False,False,none,False,False,transition,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_relationship_resolver:btc_eth_1h_v1,0.15,False,confirmation_only_missing_mss_cisd_displacement_pda_and_outcome_labels,0.0026875,1.574e-05,True,True,confirmation_only_missing_mss_cisd_displacement_pda_context
binance,Binance BTCUSDT/ETHUSDT 1h,2026-04-30T13:00:00+00:00,BTC,ETH,positive,0.9022,1h,crypto_24x7,bearish_smt,HH,76669.14,LH,2273.7,buy_side_liquidity,False,False,none,False,False,range,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_relationship_resolver:btc_eth_1h_v1,0.15,False,confirmation_only_missing_mss_cisd_displacement_pda_and_outcome_labels,-9.997e-05,0.00347669,True,False,confirmation_only_missing_mss_cisd_displacement_pda_context
binance,Binance BTCUSDT/ETHUSDT 1h,2026-05-01T08:00:00+00:00,BTC,ETH,positive,0.9022,1h,crypto_24x7,bearish_smt,HH,77500.0,LH,2288.5,buy_side_liquidity,False,False,none,False,False,transition,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_relationship_resolver:btc_eth_1h_v1,0.15,False,confirmation_only_missing_mss_cisd_displacement_pda_and_outcome_labels,0.01268173,0.00649685,False,False,confirmation_only_missing_mss_cisd_displacement_pda_context
binance,Binance BTCUSDT/ETHUSDT 1h,2026-05-04T17:00:00+00:00,BTC,ETH,positive,0.9022,1h,crypto_24x7,bearish_smt,HH,80776.99,LH,2379.52,buy_side_liquidity,False,False,none,False,False,transition,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_relationship_resolver:btc_eth_1h_v1,0.15,False,confirmation_only_missing_mss_cisd_displacement_pda_and_outcome_labels,-0.00659031,0.00720468,True,False,confirmation_only_missing_mss_cisd_displacement_pda_context
binance,Binance BTCUSDT/ETHUSDT 1h,2026-05-05T21:00:00+00:00,BTC,ETH,positive,0.9022,1h,crypto_24x7,bearish_smt,HH,81791.48,LH,2388.54,buy_side_liquidity,False,False,none,False,False,transition,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_relationship_resolver:btc_eth_1h_v1,0.15,False,confirmation_only_missing_mss_cisd_displacement_pda_and_outcome_labels,0.00214453,0.00724617,False,False,confirmation_only_missing_mss_cisd_displacement_pda_context
binance,Binance BTCUSDT/ETHUSDT 1h,2026-05-07T07:00:00+00:00,BTC,ETH,positive,0.9022,1h,crypto_24x7,bearish_smt,HH,81708.32,LH,2346.89,buy_side_liquidity,False,False,none,False,False,range,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_relationship_resolver:btc_eth_1h_v1,0.15,False,confirmation_only_missing_mss_cisd_displacement_pda_and_outcome_labels,-0.01244992,-0.01683628,True,True,confirmation_only_missing_mss_cisd_displacement_pda_context
binance,Binance BTCUSDT/ETHUSDT 1h,2026-05-07T10:00:00+00:00,BTC,ETH,positive,0.9022,1h,crypto_24x7,bullish_smt,LL,80572.4,HL,2317.35,sell_side_liquidity,False,False,none,False,False,transition,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_relationship_resolver:btc_eth_1h_v1,0.15,False,confirmation_only_missing_mss_cisd_displacement_pda_and_outcome_labels,-0.01298281,-0.0115242,False,False,confirmation_only_missing_mss_cisd_displacement_pda_context
binance,Binance BTCUSDT/ETHUSDT 1h,2026-05-08T22:00:00+00:00,BTC,ETH,positive,0.9022,1h,crypto_24x7,bearish_smt,HH,80409.09,LH,2319.15,buy_side_liquidity,False,False,none,False,False,range,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_relationship_resolver:btc_eth_1h_v1,0.15,False,confirmation_only_missing_mss_cisd_displacement_pda_and_outcome_labels,0.00146894,2.517e-05,False,False,confirmation_only_missing_mss_cisd_displacement_pda_context
binance,Binance BTCUSDT/ETHUSDT 1h,2026-05-11T12:00:00+00:00,BTC,ETH,positive,0.9022,1h,crypto_24x7,bearish_smt,HH,81356.46,LH,2339.9,buy_side_liquidity,False,False,none,False,False,range,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_relationship_resolver:btc_eth_1h_v1,0.15,False,confirmation_only_missing_mss_cisd_displacement_pda_and_outcome_labels,0.00992306,0.00605209,False,False,confirmation_only_missing_mss_cisd_displacement_pda_context
bybit,Bybit linear BTCUSDT/ETHUSDT 1h,2026-04-01T13:00:00+00:00,BTC,ETH,positive,0.9029,1h,crypto_24x7,bullish_smt,LL,67831.7,HL,2107.36,sell_side_liquidity,False,False,none,False,False,other,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_relationship_resolver:btc_eth_1h_v1,0.15,False,confirmation_only_missing_mss_cisd_displacement_pda_and_outcome_labels,0.00086367,-0.01122325,True,False,confirmation_only_missing_mss_cisd_displacement_pda_context
bybit,Bybit linear BTCUSDT/ETHUSDT 1h,2026-04-02T00:00:00+00:00,BTC,ETH,positive,0.9029,1h,crypto_24x7,bearish_smt,HH,68645.7,LH,2158.25,buy_side_liquidity,False,False,none,False,False,range,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_relationship_resolver:btc_eth_1h_v1,0.15,False,confirmation_only_missing_mss_cisd_displacement_pda_and_outcome_labels,-0.02782944,-0.03710349,True,True,confirmation_only_missing_mss_cisd_displacement_pda_context
bybit,Bybit linear BTCUSDT/ETHUSDT 1h,2026-04-06T16:00:00+00:00,BTC,ETH,positive,0.9029,1h,crypto_24x7,bearish_smt,HH,70351.7,LH,2169.53,buy_side_liquidity,False,False,none,False,False,trend,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_relationship_resolver:btc_eth_1h_v1,0.15,False,confirmation_only_missing_mss_cisd_displacement_pda_and_outcome_labels,-0.01419454,-0.01354803,True,True,confirmation_only_missing_mss_cisd_displacement_pda_context
bybit,Bybit linear BTCUSDT/ETHUSDT 1h,2026-04-07T02:00:00+00:00,BTC,ETH,positive,0.9029,1h,crypto_24x7,bullish_smt,LL,68224.7,HL,2091.75,sell_side_liquidity,False,False,none,False,False,transition,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_relationship_resolver:btc_eth_1h_v1,0.15,False,confirmation_only_missing_mss_cisd_displacement_pda_and_outcome_labels,0.0039704,-0.01181503,True,False,confirmation_only_missing_mss_cisd_displacement_pda_context
bybit,Bybit linear BTCUSDT/ETHUSDT 1h,2026-04-08T09:00:00+00:00,BTC,ETH,positive,0.9029,1h,crypto_24x7,bearish_smt,HH,71953.2,LH,2263.0,buy_side_liquidity,False,False,none,False,False,trend,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_relationship_resolver:btc_eth_1h_v1,0.15,False,confirmation_only_missing_mss_cisd_displacement_pda_and_outcome_labels,-0.00535071,-0.00189801,True,True,confirmation_only_missing_mss_cisd_displacement_pda_context
bybit,Bybit linear BTCUSDT/ETHUSDT 1h,2026-04-08T14:00:00+00:00,BTC,ETH,positive,0.9029,1h,crypto_24x7,bullish_smt,LL,70666.4,HL,2185.62,sell_side_liquidity,False,False,none,False,False,trend,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_relationship_resolver:btc_eth_1h_v1,0.15,False,confirmation_only_missing_mss_cisd_displacement_pda_and_outcome_labels,0.00652956,0.00210221,True,True,confirmation_only_missing_mss_cisd_displacement_pda_context
bybit,Bybit linear BTCUSDT/ETHUSDT 1h,2026-04-10T07:00:00+00:00,BTC,ETH,positive,0.9029,1h,crypto_24x7,bullish_smt,LL,71377.6,HL,2175.0,sell_side_liquidity,False,False,none,False,False,transition,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_relationship_resolver:btc_eth_1h_v1,0.15,False,confirmation_only_missing_mss_cisd_displacement_pda_and_outcome_labels,0.01165978,0.0244111,True,True,confirmation_only_missing_mss_cisd_displacement_pda_context
bybit,Bybit linear BTCUSDT/ETHUSDT 1h,2026-04-11T13:00:00+00:00,BTC,ETH,positive,0.9029,1h,crypto_24x7,bullish_smt,LL,72481.3,HL,2232.01,sell_side_liquidity,False,False,none,False,False,transition,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_relationship_resolver:btc_eth_1h_v1,0.15,False,confirmation_only_missing_mss_cisd_displacement_pda_and_outcome_labels,0.01427944,-0.01401919,True,False,confirmation_only_missing_mss_cisd_displacement_pda_context
bybit,Bybit linear BTCUSDT/ETHUSDT 1h,2026-04-12T21:00:00+00:00,BTC,ETH,positive,0.9029,1h,crypto_24x7,bearish_smt,HH,71418.5,LH,2217.51,buy_side_liquidity,False,False,none,False,False,trend,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_relationship_resolver:btc_eth_1h_v1,0.15,False,confirmation_only_missing_mss_cisd_displacement_pda_and_outcome_labels,-0.00533315,-0.0079184,True,True,confirmation_only_missing_mss_cisd_displacement_pda_context
bybit,Bybit linear BTCUSDT/ETHUSDT 1h,2026-04-12T22:00:00+00:00,BTC,ETH,positive,0.9029,1h,crypto_24x7,bullish_smt,LL,70450.0,HL,2181.65,sell_side_liquidity,False,False,none,False,False,trend,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_relationship_resolver:btc_eth_1h_v1,0.15,False,confirmation_only_missing_mss_cisd_displacement_pda_and_outcome_labels,-0.0001552,-0.00221937,False,False,confirmation_only_missing_mss_cisd_displacement_pda_context
bybit,Bybit linear BTCUSDT/ETHUSDT 1h,2026-04-15T22:00:00+00:00,BTC,ETH,positive,0.9029,1h,crypto_24x7,bearish_smt,HH,75396.0,LH,2379.85,buy_side_liquidity,False,False,none,False,False,transition,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_relationship_resolver:btc_eth_1h_v1,0.15,False,confirmation_only_missing_mss_cisd_displacement_pda_and_outcome_labels,-0.00039771,-0.00881892,True,True,confirmation_only_missing_mss_cisd_displacement_pda_context
bybit,Bybit linear BTCUSDT/ETHUSDT 1h,2026-04-19T13:00:00+00:00,BTC,ETH,positive,0.9029,1h,crypto_24x7,bearish_smt,HH,76211.8,LH,2348.76,buy_side_liquidity,False,False,none,False,False,range,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_relationship_resolver:btc_eth_1h_v1,0.15,False,confirmation_only_missing_mss_cisd_displacement_pda_and_outcome_labels,-0.01279093,-0.01757814,True,True,confirmation_only_missing_mss_cisd_displacement_pda_context
bybit,Bybit linear BTCUSDT/ETHUSDT 1h,2026-04-24T09:00:00+00:00,BTC,ETH,positive,0.9029,1h,crypto_24x7,bullish_smt,LL,77358.9,HL,2302.01,sell_side_liquidity,False,False,none,False,False,range,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_relationship_resolver:btc_eth_1h_v1,0.15,False,confirmation_only_missing_mss_cisd_displacement_pda_and_outcome_labels,0.00650711,-0.00015097,True,False,confirmation_only_missing_mss_cisd_displacement_pda_context
bybit,Bybit linear BTCUSDT/ETHUSDT 1h,2026-04-24T22:00:00+00:00,BTC,ETH,positive,0.9029,1h,crypto_24x7,bullish_smt,LL,77200.0,HL,2306.23,sell_side_liquidity,False,False,none,False,False,transition,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_relationship_resolver:btc_eth_1h_v1,0.15,False,confirmation_only_missing_mss_cisd_displacement_pda_and_outcome_labels,0.00368565,0.00574774,True,True,confirmation_only_missing_mss_cisd_displacement_pda_context
bybit,Bybit linear BTCUSDT/ETHUSDT 1h,2026-04-26T12:00:00+00:00,BTC,ETH,positive,0.9029,1h,crypto_24x7,bullish_smt,LL,77689.8,HL,2323.32,sell_side_liquidity,False,False,none,False,False,range,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_relationship_resolver:btc_eth_1h_v1,0.15,False,confirmation_only_missing_mss_cisd_displacement_pda_and_outcome_labels,0.00571292,0.01897964,True,True,confirmation_only_missing_mss_cisd_displacement_pda_context
bybit,Bybit linear BTCUSDT/ETHUSDT 1h,2026-04-26T21:00:00+00:00,BTC,ETH,positive,0.9029,1h,crypto_24x7,bullish_smt,LL,77777.2,HL,2345.86,sell_side_liquidity,False,False,none,False,False,transition,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_relationship_resolver:btc_eth_1h_v1,0.15,False,confirmation_only_missing_mss_cisd_displacement_pda_and_outcome_labels,0.00885991,-0.0066041,True,False,confirmation_only_missing_mss_cisd_displacement_pda_context
bybit,Bybit linear BTCUSDT/ETHUSDT 1h,2026-04-27T19:00:00+00:00,BTC,ETH,positive,0.9029,1h,crypto_24x7,bullish_smt,LL,76415.8,HL,2273.17,sell_side_liquidity,False,False,none,False,False,transition,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_relationship_resolver:btc_eth_1h_v1,0.15,False,confirmation_only_missing_mss_cisd_displacement_pda_and_outcome_labels,0.00270009,-0.00029278,True,False,confirmation_only_missing_mss_cisd_displacement_pda_context
bybit,Bybit linear BTCUSDT/ETHUSDT 1h,2026-04-30T13:00:00+00:00,BTC,ETH,positive,0.9029,1h,crypto_24x7,bearish_smt,HH,76644.3,LH,2273.35,buy_side_liquidity,False,False,none,False,False,range,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_relationship_resolver:btc_eth_1h_v1,0.15,False,confirmation_only_missing_mss_cisd_displacement_pda_and_outcome_labels,-0.00018854,0.00344223,True,False,confirmation_only_missing_mss_cisd_displacement_pda_context
bybit,Bybit linear BTCUSDT/ETHUSDT 1h,2026-05-01T08:00:00+00:00,BTC,ETH,positive,0.9029,1h,crypto_24x7,bearish_smt,HH,77488.0,LH,2287.66,buy_side_liquidity,False,False,none,False,False,transition,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_relationship_resolver:btc_eth_1h_v1,0.15,False,confirmation_only_missing_mss_cisd_displacement_pda_and_outcome_labels,0.01256546,0.00642625,False,False,confirmation_only_missing_mss_cisd_displacement_pda_context
bybit,Bybit linear BTCUSDT/ETHUSDT 1h,2026-05-04T17:00:00+00:00,BTC,ETH,positive,0.9029,1h,crypto_24x7,bearish_smt,HH,80742.2,LH,2379.21,buy_side_liquidity,False,False,none,False,False,transition,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_relationship_resolver:btc_eth_1h_v1,0.15,False,confirmation_only_missing_mss_cisd_displacement_pda_and_outcome_labels,-0.0065987,0.00715254,True,False,confirmation_only_missing_mss_cisd_displacement_pda_context
bybit,Bybit linear BTCUSDT/ETHUSDT 1h,2026-05-05T21:00:00+00:00,BTC,ETH,positive,0.9029,1h,crypto_24x7,bearish_smt,HH,81787.0,LH,2387.4,buy_side_liquidity,False,False,none,False,False,transition,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_relationship_resolver:btc_eth_1h_v1,0.15,False,confirmation_only_missing_mss_cisd_displacement_pda_and_outcome_labels,0.00224679,0.00744832,False,False,confirmation_only_missing_mss_cisd_displacement_pda_context
bybit,Bybit linear BTCUSDT/ETHUSDT 1h,2026-05-07T07:00:00+00:00,BTC,ETH,positive,0.9029,1h,crypto_24x7,bearish_smt,HH,81671.0,LH,2346.0,buy_side_liquidity,False,False,none,False,False,range,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_relationship_resolver:btc_eth_1h_v1,0.15,False,confirmation_only_missing_mss_cisd_displacement_pda_and_outcome_labels,-0.01248876,-0.01680508,True,True,confirmation_only_missing_mss_cisd_displacement_pda_context
bybit,Bybit linear BTCUSDT/ETHUSDT 1h,2026-05-07T10:00:00+00:00,BTC,ETH,positive,0.9029,1h,crypto_24x7,bullish_smt,LL,80532.2,HL,2315.79,sell_side_liquidity,False,False,none,False,False,transition,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_relationship_resolver:btc_eth_1h_v1,0.15,False,confirmation_only_missing_mss_cisd_displacement_pda_and_outcome_labels,-0.0129452,-0.01147013,False,False,confirmation_only_missing_mss_cisd_displacement_pda_context
bybit,Bybit linear BTCUSDT/ETHUSDT 1h,2026-05-08T22:00:00+00:00,BTC,ETH,positive,0.9029,1h,crypto_24x7,bearish_smt,HH,80385.6,LH,2318.23,buy_side_liquidity,False,False,none,False,False,range,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_relationship_resolver:btc_eth_1h_v1,0.15,False,confirmation_only_missing_mss_cisd_displacement_pda_and_outcome_labels,0.00143705,-7.478e-05,False,True,confirmation_only_missing_mss_cisd_displacement_pda_context
bybit,Bybit linear BTCUSDT/ETHUSDT 1h,2026-05-11T12:00:00+00:00,BTC,ETH,positive,0.9029,1h,crypto_24x7,bearish_smt,HH,81316.3,LH,2338.9,buy_side_liquidity,False,False,none,False,False,range,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_relationship_resolver:btc_eth_1h_v1,0.15,False,confirmation_only_missing_mss_cisd_displacement_pda_and_outcome_labels,0.0099587,0.00609396,False,False,confirmation_only_missing_mss_cisd_displacement_pda_context
kraken,Kraken XBTUSD/ETHUSD 1h,2026-04-12T22:00:00+00:00,BTC,ETH,positive,0.8862,1h,crypto_24x7,bullish_smt,LL,70517.7,HL,2184.56,sell_side_liquidity,False,False,none,False,False,other,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_relationship_resolver:btc_eth_1h_v1,0.15,False,confirmation_only_missing_mss_cisd_displacement_pda_and_outcome_labels,-0.00014241,-0.00260988,False,False,confirmation_only_missing_mss_cisd_displacement_pda_context
kraken,Kraken XBTUSD/ETHUSD 1h,2026-04-15T22:00:00+00:00,BTC,ETH,positive,0.8862,1h,crypto_24x7,bearish_smt,HH,75438.8,LH,2380.39,buy_side_liquidity,False,False,none,False,False,transition,Transition -> LiquiditySweepConfirmationFailure -> smt_divergence_confirmation_only -> smt_relationship_resolver:btc_eth_1h_v1,0.15,False,confirmation_only_missing_mss_cisd_displacement_pda_and_outcome_labels,-0.00022806,-0.00884762,True,True,confirmation_only_missing_mss_cisd_displacement_pda_context
