regime_id,rule,train_score,train_support,train_wilson95,cal_support,test_support,test_wilson95,test_ece,test_coverage,test_instruments,test_market_contexts,passes_95,blocker
SessionLiquidityCoreViable,context_train_stable_high_liquidity_hour AND volume_rank_252 >= 0.55,0.9671174808144943,1494,0.9584179731658582,792,733,0.9631734677247024,0.010898548927198326,0.2412771560236998,NQ|PF_XBTUSD|QQQ,CME_futures_local|IBKR_US_ETF|Kraken_crypto|yfinance_US_ETF,True,none
SessionLiquidityCoreViable,context_train_high_liquidity_hour AND volume_rank_252 >= 0.65,0.7660558643480001,1719,0.7115682130925057,896,792,0.8245189431991838,0.019525613275613307,0.26277372262773724,NQ|PF_XBTUSD|QQQ,CME_futures_local|IBKR_US_ETF|Kraken_crypto|yfinance_US_ETF,False,wilson95_below_0_95
SessionLiquidityCoreViable,context_train_stable_high_liquidity_hour AND volume_rank_252 >= 0.65,0.8701005994772872,1275,0.838631108496965,703,587,0.9603674978553746,0.05296357058214851,0.19475779694757797,NQ|PF_XBTUSD|QQQ,CME_futures_local|IBKR_US_ETF|Kraken_crypto|yfinance_US_ETF,False,ece_above_0_05
SessionLiquidityCoreViable,context_train_high_liquidity_hour AND volume_rank_252 >= 0.65,0.8035955398800974,1719,0.7575174379239485,896,804,0.7369801119795976,0.07410492181947403,0.2646477946017117,NQ|PF_XBTUSD|QQQ,CME_futures_local|IBKR_US_ETF|Kraken_crypto|yfinance_US_ETF,False,wilson95_below_0_95;ece_above_0_05
SessionLiquidityCoreViable,context_train_stable_high_liquidity_hour AND volume_rank_252 >= 0.65,0.9650885551538445,1275,0.9557735661861644,703,594,0.9758767684411115,0.01666499034920088,0.19552337063857803,NQ|PF_XBTUSD|QQQ,CME_futures_local|IBKR_US_ETF|Kraken_crypto|yfinance_US_ETF,True,none
RangeConsolidation,range_condition_base AND range_persistence_16 >= 0.5 AND range_rank_252 <= 0.25,0.22664274790541644,284,0.11439104831558491,176,135,0.13495621289223048,0.0062710437710437605,0.04521098459477562,NQ|PF_XBTUSD|QQQ,CME_futures_local|IBKR_US_ETF|Kraken_crypto|yfinance_US_ETF,False,wilson95_below_0_95
RangeConsolidation,range_condition_base AND range_persistence_16 >= 0.5 AND range_rank_252 <= 0.25,0.6699821618578812,284,0.6523608348472749,176,135,0.5758930961040766,0.022558922558922556,0.044437129690585914,NQ|PF_XBTUSD|QQQ,CME_futures_local|IBKR_US_ETF|Kraken_crypto|yfinance_US_ETF,False,wilson95_below_0_95
RangeConsolidation,range_condition_base AND range_persistence_16 >= 0.5 AND range_rank_252 <= 0.35,0.23417767841192944,335,0.11772717385073077,218,164,0.13124720921081434,0.0005594092638174231,0.05492297387809779,NQ|PF_XBTUSD|QQQ,CME_futures_local|IBKR_US_ETF|Kraken_crypto|yfinance_US_ETF,False,wilson95_below_0_95
RangeConsolidation,range_condition_base AND range_persistence_16 >= 0.5 AND range_rank_252 <= 0.35,0.6603978498848079,335,0.6350139859761648,218,164,0.5581417362781567,0.017229805325576164,0.053982883475971036,NQ|PF_XBTUSD|QQQ,CME_futures_local|IBKR_US_ETF|Kraken_crypto|yfinance_US_ETF,False,wilson95_below_0_95
RangeConsolidation,range_condition_base AND range_persistence_16 >= 0.5 AND range_rank_252 <= 0.45,0.2310993038921304,376,0.1094063003930131,245,186,0.1292133449118426,0.010335747202106643,0.0622906898861353,NQ|PF_XBTUSD|QQQ,CME_futures_local|IBKR_US_ETF|Kraken_crypto|yfinance_US_ETF,False,wilson95_below_0_95
RangeConsolidation,range_condition_base AND range_persistence_16 >= 0.5 AND range_rank_252 <= 0.45,0.6439451882700431,376,0.6102803601426148,245,186,0.5521927017235734,0.004915514592933934,0.061224489795918366,NQ|PF_XBTUSD|QQQ,CME_futures_local|IBKR_US_ETF|Kraken_crypto|yfinance_US_ETF,False,wilson95_below_0_95
RangeConsolidation,range_condition_base AND range_persistence_16 >= 0.5 AND range_rank_252 <= 0.55,0.2310993038921304,376,0.1094063003930131,245,186,0.1292133449118426,0.010335747202106643,0.0622906898861353,NQ|PF_XBTUSD|QQQ,CME_futures_local|IBKR_US_ETF|Kraken_crypto|yfinance_US_ETF,False,wilson95_below_0_95
RangeConsolidation,range_condition_base AND range_persistence_16 >= 0.5 AND range_rank_252 <= 0.55,0.6439451882700431,376,0.6102803601426148,245,186,0.5521927017235734,0.004915514592933934,0.061224489795918366,NQ|PF_XBTUSD|QQQ,CME_futures_local|IBKR_US_ETF|Kraken_crypto|yfinance_US_ETF,False,wilson95_below_0_95
RangeConsolidation,range_condition_base AND range_persistence_16 >= 0.625 AND range_rank_252 <= 0.25,0.21985653720834164,167,0.11862396675614247,105,89,0.14114796502178606,0.013483146067415713,0.029805760214333555,NQ|PF_XBTUSD|QQQ,CME_futures_local|Kraken_crypto|yfinance_US_ETF,False,calibration_support_below_120;wilson95_below_0_95;coverage_below_0_03
RangeConsolidation,range_condition_base AND range_persistence_16 >= 0.625 AND range_rank_252 <= 0.25,0.6347762429860152,167,0.6210327851040591,105,89,0.6181658471673627,0.014339218833600786,0.029295589203423306,NQ|PF_XBTUSD|QQQ,CME_futures_local|Kraken_crypto|yfinance_US_ETF,False,calibration_support_below_120;wilson95_below_0_95;coverage_below_0_03
RangeConsolidation,range_condition_base AND range_persistence_16 >= 0.625 AND range_rank_252 <= 0.35,0.22548447246799525,188,0.12322705793300237,124,104,0.12019423299439572,0.010856079404466507,0.034829202947086406,NQ|PF_XBTUSD|QQQ,CME_futures_local|Kraken_crypto|yfinance_US_ETF,False,wilson95_below_0_95
RangeConsolidation,range_condition_base AND range_persistence_16 >= 0.625 AND range_rank_252 <= 0.35,0.6418116265898474,188,0.6277065790189308,124,104,0.5980794776445406,0.01488833746898266,0.03423304805793285,NQ|PF_XBTUSD|QQQ,CME_futures_local|Kraken_crypto|yfinance_US_ETF,False,wilson95_below_0_95
RangeConsolidation,range_condition_base AND range_persistence_16 >= 0.625 AND range_rank_252 <= 0.45,0.22165013093180552,214,0.1159781576729398,143,115,0.12986594771740817,0.004499847978108845,0.038513060951105155,NQ|PF_XBTUSD|QQQ,CME_futures_local|Kraken_crypto|yfinance_US_ETF,False,wilson95_below_0_95
RangeConsolidation,range_condition_base AND range_persistence_16 >= 0.625 AND range_rank_252 <= 0.45,0.6195258770157703,214,0.5978567268449588,143,115,0.5703960299134965,0.017512921860747932,0.03785385121790652,NQ|PF_XBTUSD|QQQ,CME_futures_local|Kraken_crypto|yfinance_US_ETF,False,wilson95_below_0_95
RangeConsolidation,range_condition_base AND range_persistence_16 >= 0.625 AND range_rank_252 <= 0.55,0.22165013093180552,214,0.1159781576729398,143,115,0.12986594771740817,0.004499847978108845,0.038513060951105155,NQ|PF_XBTUSD|QQQ,CME_futures_local|Kraken_crypto|yfinance_US_ETF,False,wilson95_below_0_95
RangeConsolidation,range_condition_base AND range_persistence_16 >= 0.625 AND range_rank_252 <= 0.55,0.6195258770157703,214,0.5978567268449588,143,115,0.5703960299134965,0.017512921860747932,0.03785385121790652,NQ|PF_XBTUSD|QQQ,CME_futures_local|Kraken_crypto|yfinance_US_ETF,False,wilson95_below_0_95
RangeConsolidation,range_condition_base AND range_persistence_16 >= 0.75 AND range_rank_252 <= 0.25,-1.0,87,0.16364163157594577,43,56,0.12705904249095648,0.07475083056478404,0.018754186202277295,NQ|PF_XBTUSD|QQQ,CME_futures_local|Kraken_crypto|yfinance_US_ETF,False,calibration_support_below_120;test_support_below_60;wilson95_below_0_95;ece_above_0_05;coverage_below_0_03
RangeConsolidation,range_condition_base AND range_persistence_16 >= 0.75 AND range_rank_252 <= 0.25,-1.0,87,0.6839094276365468,43,56,0.6423184678498916,0.07018272425249172,0.018433179723502304,NQ|PF_XBTUSD|QQQ,CME_futures_local|Kraken_crypto|yfinance_US_ETF,False,calibration_support_below_120;test_support_below_60;wilson95_below_0_95;ece_above_0_05;coverage_below_0_03
RangeConsolidation,range_condition_base AND range_persistence_16 >= 0.75 AND range_rank_252 <= 0.35,-1.0,92,0.15442192005212033,46,61,0.11627802231427167,0.06628652886671418,0.02042866711319491,NQ|PF_XBTUSD|QQQ,CME_futures_local|Kraken_crypto|yfinance_US_ETF,False,calibration_support_below_120;wilson95_below_0_95;ece_above_0_05;coverage_below_0_03
RangeConsolidation,range_condition_base AND range_persistence_16 >= 0.75 AND range_rank_252 <= 0.35,-1.0,92,0.6761168171794999,46,61,0.6331557589001072,0.058446186742694195,0.020078999341672153,NQ|PF_XBTUSD|QQQ,CME_futures_local|Kraken_crypto|yfinance_US_ETF,False,calibration_support_below_120;wilson95_below_0_95;ece_above_0_05;coverage_below_0_03
RangeConsolidation,range_condition_base AND range_persistence_16 >= 0.75 AND range_rank_252 <= 0.45,-1.0,103,0.15365763149685502,54,68,0.12679560879520632,0.0392156862745098,0.02277294038847957,NQ|PF_XBTUSD|QQQ,CME_futures_local|Kraken_crypto|yfinance_US_ETF,False,calibration_support_below_120;wilson95_below_0_95;coverage_below_0_03
RangeConsolidation,range_condition_base AND range_persistence_16 >= 0.75 AND range_rank_252 <= 0.45,-1.0,103,0.6558210776288517,54,68,0.604365654302676,0.03540305010893241,0.02238314680710994,NQ|PF_XBTUSD|QQQ,CME_futures_local|Kraken_crypto|yfinance_US_ETF,False,calibration_support_below_120;wilson95_below_0_95;coverage_below_0_03
RangeConsolidation,range_condition_base AND range_persistence_16 >= 0.75 AND range_rank_252 <= 0.55,-1.0,103,0.15365763149685502,54,68,0.12679560879520632,0.0392156862745098,0.02277294038847957,NQ|PF_XBTUSD|QQQ,CME_futures_local|Kraken_crypto|yfinance_US_ETF,False,calibration_support_below_120;wilson95_below_0_95;coverage_below_0_03
RangeConsolidation,range_condition_base AND range_persistence_16 >= 0.75 AND range_rank_252 <= 0.55,-1.0,103,0.6558210776288517,54,68,0.604365654302676,0.03540305010893241,0.02238314680710994,NQ|PF_XBTUSD|QQQ,CME_futures_local|Kraken_crypto|yfinance_US_ETF,False,calibration_support_below_120;wilson95_below_0_95;coverage_below_0_03
RangeConsolidation,range_condition_base AND range_persistence_16 >= 0.875 AND range_rank_252 <= 0.25,-1.0,37,0.2634651819201429,12,27,0.02055465406098862,0.009259259259259259,0.009042196918955124,NQ|PF_XBTUSD|QQQ,CME_futures_local|Kraken_crypto|yfinance_US_ETF,False,calibration_support_below_120;test_support_below_60;wilson95_below_0_95;coverage_below_0_03
RangeConsolidation,range_condition_base AND range_persistence_16 >= 0.875 AND range_rank_252 <= 0.25,-1.0,37,0.6280485160803085,12,27,0.5532142868544693,0.15740740740740733,0.008887425938117182,NQ|PF_XBTUSD|QQQ,CME_futures_local|Kraken_crypto|yfinance_US_ETF,False,calibration_support_below_120;test_support_below_60;wilson95_below_0_95;ece_above_0_05;coverage_below_0_03
RangeConsolidation,range_condition_base AND range_persistence_16 >= 0.875 AND range_rank_252 <= 0.35,-1.0,38,0.25598075748160104,12,29,0.01912126616943336,0.01436781609195402,0.00971198928332217,NQ|PF_XBTUSD|QQQ,CME_futures_local|Kraken_crypto|yfinance_US_ETF,False,calibration_support_below_120;test_support_below_60;wilson95_below_0_95;coverage_below_0_03
RangeConsolidation,range_condition_base AND range_persistence_16 >= 0.875 AND range_rank_252 <= 0.35,-1.0,38,0.6079318763676019,12,29,0.5428286758313406,0.1408045977011494,0.009545753785385122,NQ|PF_XBTUSD|QQQ,CME_futures_local|Kraken_crypto|yfinance_US_ETF,False,calibration_support_below_120;test_support_below_60;wilson95_below_0_95;ece_above_0_05;coverage_below_0_03
RangeConsolidation,range_condition_base AND range_persistence_16 >= 0.875 AND range_rank_252 <= 0.45,-1.0,43,0.24376339009650566,14,32,0.04970134387480073,0.053571428571428575,0.010716677829872739,NQ|PF_XBTUSD|QQQ,CME_futures_local|Kraken_crypto|yfinance_US_ETF,False,calibration_support_below_120;test_support_below_60;wilson95_below_0_95;ece_above_0_05;coverage_below_0_03
RangeConsolidation,range_condition_base AND range_persistence_16 >= 0.875 AND range_rank_252 <= 0.45,-1.0,43,0.6225547970219101,14,32,0.5462549057408342,0.1473214285714286,0.01053324555628703,NQ|PF_XBTUSD|QQQ,CME_futures_local|Kraken_crypto|yfinance_US_ETF,False,calibration_support_below_120;test_support_below_60;wilson95_below_0_95;ece_above_0_05;coverage_below_0_03
RangeConsolidation,range_condition_base AND range_persistence_16 >= 0.875 AND range_rank_252 <= 0.55,-1.0,43,0.24376339009650566,14,32,0.04970134387480073,0.053571428571428575,0.010716677829872739,NQ|PF_XBTUSD|QQQ,CME_futures_local|Kraken_crypto|yfinance_US_ETF,False,calibration_support_below_120;test_support_below_60;wilson95_below_0_95;ece_above_0_05;coverage_below_0_03
RangeConsolidation,range_condition_base AND range_persistence_16 >= 0.875 AND range_rank_252 <= 0.55,-1.0,43,0.6225547970219101,14,32,0.5462549057408342,0.1473214285714286,0.01053324555628703,NQ|PF_XBTUSD|QQQ,CME_futures_local|Kraken_crypto|yfinance_US_ETF,False,calibration_support_below_120;test_support_below_60;wilson95_below_0_95;ece_above_0_05;coverage_below_0_03
RangeConsolidation,range_condition_base AND range_persistence_16 >= 1.0 AND range_rank_252 <= 0.25,-1.0,9,0.0,2,0,0.0,0.0,0.0,,,False,calibration_support_below_120;test_support_below_60;wilson95_below_0_95;coverage_below_0_03;validation_instruments_below_2;validation_market_contexts_below_2
RangeConsolidation,range_condition_base AND range_persistence_16 >= 1.0 AND range_rank_252 <= 0.25,-1.0,9,0.5650002944233439,2,0,0.0,0.5,0.0,,,False,calibration_support_below_120;test_support_below_60;wilson95_below_0_95;ece_above_0_05;coverage_below_0_03;validation_instruments_below_2;validation_market_contexts_below_2
RangeConsolidation,range_condition_base AND range_persistence_16 >= 1.0 AND range_rank_252 <= 0.35,-1.0,10,0.0,2,1,0.0,0.0,0.0003348961821835231,NQ,CME_futures_local,False,calibration_support_below_120;test_support_below_60;wilson95_below_0_95;coverage_below_0_03;validation_instruments_below_2;validation_market_contexts_below_2
RangeConsolidation,range_condition_base AND range_persistence_16 >= 1.0 AND range_rank_252 <= 0.35,-1.0,10,0.4901624715366418,2,1,0.0,0.5,0.0003291639236339697,NQ,CME_futures_local,False,calibration_support_below_120;test_support_below_60;wilson95_below_0_95;ece_above_0_05;coverage_below_0_03;validation_instruments_below_2;validation_market_contexts_below_2
RangeConsolidation,range_condition_base AND range_persistence_16 >= 1.0 AND range_rank_252 <= 0.45,-1.0,12,2.1025014877572554e-17,2,1,0.0,0.0,0.0003348961821835231,NQ,CME_futures_local,False,calibration_support_below_120;test_support_below_60;wilson95_below_0_95;coverage_below_0_03;validation_instruments_below_2;validation_market_contexts_below_2
RangeConsolidation,range_condition_base AND range_persistence_16 >= 1.0 AND range_rank_252 <= 0.45,-1.0,12,0.5519691377470266,2,1,0.0,0.5,0.0003291639236339697,NQ,CME_futures_local,False,calibration_support_below_120;test_support_below_60;wilson95_below_0_95;ece_above_0_05;coverage_below_0_03;validation_instruments_below_2;validation_market_contexts_below_2
RangeConsolidation,range_condition_base AND range_persistence_16 >= 1.0 AND range_rank_252 <= 0.55,-1.0,12,2.1025014877572554e-17,2,1,0.0,0.0,0.0003348961821835231,NQ,CME_futures_local,False,calibration_support_below_120;test_support_below_60;wilson95_below_0_95;coverage_below_0_03;validation_instruments_below_2;validation_market_contexts_below_2
RangeConsolidation,range_condition_base AND range_persistence_16 >= 1.0 AND range_rank_252 <= 0.55,-1.0,12,0.5519691377470266,2,1,0.0,0.5,0.0003291639236339697,NQ,CME_futures_local,False,calibration_support_below_120;test_support_below_60;wilson95_below_0_95;ece_above_0_05;coverage_below_0_03;validation_instruments_below_2;validation_market_contexts_below_2
ThinLiquidity,thin_liquidity_condition_base AND thin_persistence_16 >= 0.5 AND volume_rank_252 <= 0.2,0.5607449662960299,674,0.4741723342168803,392,360,0.47066162660570415,0.014569160997732422,0.11944260119442601,NQ|PF_XBTUSD|QQQ,CME_futures_local|IBKR_US_ETF|Kraken_crypto|yfinance_US_ETF,False,wilson95_below_0_95
ThinLiquidity,thin_liquidity_condition_base AND thin_persistence_16 >= 0.5 AND volume_rank_252 <= 0.2,0.8468474764598548,674,0.824390841742141,392,363,0.8019802051632637,0.018995614774835468,0.119486504279131,NQ|PF_XBTUSD|QQQ,CME_futures_local|IBKR_US_ETF|Kraken_crypto|yfinance_US_ETF,False,wilson95_below_0_95
ThinLiquidity,thin_liquidity_condition_base AND thin_persistence_16 >= 0.5 AND volume_rank_252 <= 0.3,0.5405535735234898,956,0.4351004427502334,571,518,0.4360600621458198,0.019920345664653893,0.17186463171864633,NQ|PF_XBTUSD|QQQ,CME_futures_local|IBKR_US_ETF|Kraken_crypto|yfinance_US_ETF,False,wilson95_below_0_95
ThinLiquidity,thin_liquidity_condition_base AND thin_persistence_16 >= 0.5 AND volume_rank_252 <= 0.3,0.8247253189641502,956,0.7824229003731733,571,522,0.7341311593015742,0.001452717890908617,0.1718235681369322,NQ|PF_XBTUSD|QQQ,CME_futures_local|IBKR_US_ETF|Kraken_crypto|yfinance_US_ETF,False,wilson95_below_0_95
ThinLiquidity,thin_liquidity_condition_base AND thin_persistence_16 >= 0.5 AND volume_rank_252 <= 0.4,0.527269651099245,1127,0.41928368207484995,666,582,0.42037790178262846,0.031051670226927952,0.1930988719309887,NQ|PF_XBTUSD|QQQ,CME_futures_local|IBKR_US_ETF|Kraken_crypto|yfinance_US_ETF,False,wilson95_below_0_95
ThinLiquidity,thin_liquidity_condition_base AND thin_persistence_16 >= 0.5 AND volume_rank_252 <= 0.4,0.8049757065966205,1127,0.758508836778288,666,587,0.7325044360859625,0.007052197001089722,0.19321922317314022,NQ|PF_XBTUSD|QQQ,CME_futures_local|IBKR_US_ETF|Kraken_crypto|yfinance_US_ETF,False,wilson95_below_0_95
ThinLiquidity,thin_liquidity_condition_base AND thin_persistence_16 >= 0.5 AND volume_rank_252 <= 0.5,0.5125407523650347,1243,0.4015494255714725,737,635,0.4105567949125933,0.03362215408284275,0.21068347710683477,NQ|PF_XBTUSD|QQQ,CME_futures_local|IBKR_US_ETF|Kraken_crypto|yfinance_US_ETF,False,wilson95_below_0_95
ThinLiquidity,thin_liquidity_condition_base AND thin_persistence_16 >= 0.5 AND volume_rank_252 <= 0.5,0.7984506609427934,1243,0.7506886237810506,737,640,0.7280257052444943,0.0013059701492537101,0.21066491112574062,NQ|PF_XBTUSD|QQQ,CME_futures_local|IBKR_US_ETF|Kraken_crypto|yfinance_US_ETF,False,wilson95_below_0_95
ThinLiquidity,thin_liquidity_condition_base AND thin_persistence_16 >= 0.625 AND volume_rank_252 <= 0.2,0.5579634403881201,510,0.4899477719830287,212,276,0.4593234825705986,0.005468963631391932,0.0915726609157266,NQ|PF_XBTUSD|QQQ,CME_futures_local|Kraken_crypto|yfinance_US_ETF,False,wilson95_below_0_95
ThinLiquidity,thin_liquidity_condition_base AND thin_persistence_16 >= 0.625 AND volume_rank_252 <= 0.2,0.8304813464558282,510,0.8237968814915191,212,279,0.8106595032588026,0.017008182863325838,0.09183673469387756,NQ|PF_XBTUSD|QQQ,CME_futures_local|Kraken_crypto|yfinance_US_ETF,False,wilson95_below_0_95
ThinLiquidity,thin_liquidity_condition_base AND thin_persistence_16 >= 0.625 AND volume_rank_252 <= 0.3,0.5484170692042106,682,0.45820704063106765,299,381,0.43059500490114355,0.007979353751349672,0.12641008626410086,NQ|PF_XBTUSD|QQQ,CME_futures_local|Kraken_crypto|yfinance_US_ETF,False,wilson95_below_0_95
ThinLiquidity,thin_liquidity_condition_base AND thin_persistence_16 >= 0.625 AND volume_rank_252 <= 0.3,0.8251830735487856,682,0.7967793384169914,299,384,0.7565548645114459,0.0031964186176143272,0.12639894667544438,NQ|PF_XBTUSD|QQQ,CME_futures_local|Kraken_crypto|yfinance_US_ETF,False,wilson95_below_0_95
ThinLiquidity,thin_liquidity_condition_base AND thin_persistence_16 >= 0.625 AND volume_rank_252 <= 0.4,0.540474082533159,794,0.43528755223340804,345,420,0.4147861095292713,0.001863354037267062,0.139349701393497,NQ|PF_XBTUSD|QQQ,CME_futures_local|Kraken_crypto|yfinance_US_ETF,False,wilson95_below_0_95
ThinLiquidity,thin_liquidity_condition_base AND thin_persistence_16 >= 0.625 AND volume_rank_252 <= 0.4,0.8157930888439063,794,0.7718174029184266,345,423,0.755746684645299,0.008284510227155928,0.1392363396971692,NQ|PF_XBTUSD|QQQ,CME_futures_local|Kraken_crypto|yfinance_US_ETF,False,wilson95_below_0_95
ThinLiquidity,thin_liquidity_condition_base AND thin_persistence_16 >= 0.625 AND volume_rank_252 <= 0.5,0.529873318550998,846,0.42180484210426256,378,451,0.4004545123932284,0.004059174790882081,0.14963503649635038,NQ|PF_XBTUSD|QQQ,CME_futures_local|Kraken_crypto|yfinance_US_ETF,False,wilson95_below_0_95
ThinLiquidity,thin_liquidity_condition_base AND thin_persistence_16 >= 0.625 AND volume_rank_252 <= 0.5,0.8174103383293587,846,0.7732001793762875,378,454,0.7486435129237329,0.005104538144185655,0.14944042132982224,NQ|PF_XBTUSD|QQQ,CME_futures_local|Kraken_crypto|yfinance_US_ETF,False,wilson95_below_0_95
ThinLiquidity,thin_liquidity_condition_base AND thin_persistence_16 >= 0.75 AND volume_rank_252 <= 0.2,0.5916799464300351,294,0.5554436552499044,106,181,0.5183679002471473,0.006254560617116711,0.06005308560053085,NQ|PF_XBTUSD|QQQ,CME_futures_local|Kraken_crypto|yfinance_US_ETF,False,calibration_support_below_120;wilson95_below_0_95
ThinLiquidity,thin_liquidity_condition_base AND thin_persistence_16 >= 0.75 AND volume_rank_252 <= 0.2,0.8347012465700572,294,0.8542204397064957,106,182,0.8363633968240498,0.031619324072154176,0.059907834101382486,NQ|PF_XBTUSD|QQQ,CME_futures_local|Kraken_crypto|yfinance_US_ETF,False,calibration_support_below_120;wilson95_below_0_95
ThinLiquidity,thin_liquidity_condition_base AND thin_persistence_16 >= 0.75 AND volume_rank_252 <= 0.3,0.5532064298771798,391,0.4977552578808085,159,231,0.47241664546939055,0.03994119088458714,0.07664233576642336,NQ|PF_XBTUSD|QQQ,CME_futures_local|Kraken_crypto|yfinance_US_ETF,False,wilson95_below_0_95
ThinLiquidity,thin_liquidity_condition_base AND thin_persistence_16 >= 0.75 AND volume_rank_252 <= 0.3,0.8239684738227023,391,0.8297536472951282,159,232,0.7737467147577118,0.01626545217957054,0.07636603028308098,NQ|PF_XBTUSD|QQQ,CME_futures_local|Kraken_crypto|yfinance_US_ETF,False,wilson95_below_0_95
