ts,qqq_ibkr_1h_open,qqq_ibkr_1h_high,qqq_ibkr_1h_low,qqq_ibkr_1h_close,qqq_ibkr_1h_volume,qqq_ibkr_1h_wap,qqq_ibkr_1h_count,qqq_yf_1h_open,qqq_yf_1h_high,qqq_yf_1h_low,qqq_yf_1h_close,qqq_yf_1h_volume,hour_utc,weekday,qqq_yfinance_current_bar_present,session_core_utc_13_18,future_median_ibkr_count_h4,future_median_ibkr_volume_h4,target_session_liquidity_viable_h4
2025-05-12 18:00:00+00:00,506.75,507.59,506.42,506.46,2239463.0,506.995,10495,506.5499877929687,507.3299865722656,506.3999938964844,507.1400146484375,2758243.0,18,0,1,1,1657.0,1363849.5,1
2025-05-12 19:00:00+00:00,506.46,507.89,505.58,507.8,5309109.0,506.743,28496,507.1799926757813,507.5802001953125,505.95159912109375,506.1499938964844,3963763.0,19,0,1,0,360.5,87118.5,0
2025-05-12 20:00:00+00:00,507.79,508.9,507.52,508.0,2653438.0,507.909,2985,506.1400146484375,507.8800048828125,505.5799865722656,507.7900085449219,5473940.0,20,0,1,0,360.5,72856.5,0
2025-05-12 21:00:00+00:00,508.0,508.12,507.81,507.87,71452.0,507.943,288,,,,,,21,0,0,0,360.5,67280.0,0
2025-05-12 22:00:00+00:00,507.91,508.0,506.93,507.02,74261.0,507.34,329,,,,,,22,0,0,0,398.5,61567.5,0
2025-05-12 23:00:00+00:00,507.08,508.08,506.8,506.8,99976.0,507.248,392,,,,,,23,0,0,0,418.5,61567.5,0
2025-05-13 08:00:00+00:00,505.37,506.07,504.82,505.04,60299.0,505.355,405,,,,,,8,1,0,0,526.5,76007.0,0
2025-05-13 09:00:00+00:00,505.06,506.12,504.9,506.12,44702.0,505.493,309,,,,,,9,1,0,0,2030.5,394637.5,1
2025-05-13 10:00:00+00:00,506.21,506.88,505.69,506.49,62836.0,506.259,432,,,,,,10,1,0,0,15787.0,2903247.5,1
2025-05-13 11:00:00+00:00,506.45,507.75,506.39,507.74,89178.0,507.157,621,,,,,,11,1,0,0,28615.0,5109727.5,1
2025-05-13 12:00:00+00:00,506.78,510.5,504.78,509.25,700097.0,508.802,3440,,,,,,12,1,0,0,28615.0,5109727.5,1
2025-05-13 13:00:00+00:00,509.25,512.26,508.42,512.12,5106398.0,510.584,28134,509.1600036621094,514.9500122070312,508.4200134277344,514.1300048828125,14555341.0,13,1,1,1,25247.0,4602841.5,1
2025-05-13 14:00:00+00:00,512.12,515.29,511.88,515.09,7822167.0,513.896,43487,509.1600036621094,514.9500122070312,508.4200134277344,514.1300048828125,14555341.0,14,1,1,1,20939.0,3989930.0,1
2025-05-13 15:00:00+00:00,515.1,516.35,514.62,515.89,5113057.0,515.626,29096,514.1500244140625,516.0999755859375,513.5549926757812,515.7550048828125,8045765.0,15,1,1,1,20939.0,3989930.0,1
2025-05-13 16:00:00+00:00,515.9,517.18,515.13,516.78,4092626.0,516.265,21398,515.739990234375,516.469970703125,515.1300048828125,516.3599853515625,5912566.0,16,1,1,1,18377.5,3510865.5,1
2025-05-13 17:00:00+00:00,516.8,517.39,516.12,516.18,3887234.0,516.782,20480,516.3209228515625,517.1799926757812,515.9199829101562,516.6699829101562,5398665.0,17,1,1,1,9572.5,2451211.0,1
2025-05-13 18:00:00+00:00,516.19,517.03,515.64,516.93,3134497.0,516.258,16275,516.6849975585938,517.3900146484375,515.6500244140625,516.3350219726562,5661755.0,18,1,1,1,1585.5,921913.0,1
2025-05-13 19:00:00+00:00,516.91,517.28,515.26,515.59,5689327.0,516.506,34716,516.3599853515625,517.27001953125,515.780029296875,516.7899780273438,4673961.0,19,1,1,0,314.0,69189.0,0
2025-05-13 20:00:00+00:00,515.59,515.8,515.04,515.19,1767925.0,515.525,2870,516.780029296875,517.27001953125,515.260009765625,515.5800170898438,5956492.0,20,1,1,0,314.0,69189.0,0
2025-05-13 21:00:00+00:00,515.28,515.53,515.1,515.46,75901.0,515.377,301,,,,,,21,1,0,0,536.0,77619.5,0
2025-05-13 22:00:00+00:00,515.26,515.6,515.14,515.32,62477.0,515.404,267,,,,,,22,1,0,0,582.0,75323.0,0
2025-05-13 23:00:00+00:00,515.4,516.24,515.19,516.18,57884.0,515.885,327,,,,,,23,1,0,0,811.5,102024.0,1
2025-05-14 08:00:00+00:00,516.49,516.73,515.35,515.84,111286.0,515.94,878,,,,,,8,2,0,0,1541.0,241453.5,1
2025-05-14 09:00:00+00:00,515.71,516.13,514.9,515.5,92762.0,515.445,745,,,,,,9,2,0,0,2504.5,442722.0,1
2025-05-14 10:00:00+00:00,515.41,516.47,515.29,516.25,55771.0,515.929,419,,,,,,10,2,0,0,18066.0,2929262.5,1
2025-05-14 11:00:00+00:00,516.33,518.4,516.24,517.49,390145.0,517.63,2337,,,,,,11,2,0,0,29820.0,4881881.0,1
2025-05-14 12:00:00+00:00,516.4,518.41,515.2,516.97,495299.0,517.369,2672,,,,,,12,2,0,0,29820.0,4881881.0,1
2025-05-14 13:00:00+00:00,516.96,518.92,515.75,517.1,6043453.0,517.31,34671,516.719970703125,518.9199829101562,515.75,517.4199829101562,13348163.0,13,2,1,1,22652.5,3913945.5,1
2025-05-14 14:00:00+00:00,517.12,518.05,516.33,517.75,5363226.0,517.219,33460,516.719970703125,518.9199829101562,515.75,517.4199829101562,13348163.0,14,2,1,1,18844.0,3292965.5,1
2025-05-14 15:00:00+00:00,517.77,518.53,516.11,518.2,4400536.0,517.662,26180,517.4000244140625,518.4099731445312,516.1099853515625,518.1500244140625,6769803.0,15,2,1,1,18844.0,3292965.5,1
2025-05-14 16:00:00+00:00,518.19,519.23,517.73,517.98,3158576.0,518.426,18563,518.1400146484375,518.7000122070312,517.8400268554688,518.4099731445312,5349563.0,16,2,1,1,17532.5,3081302.5,1
2025-05-14 17:00:00+00:00,517.99,518.04,515.92,517.94,3427355.0,517.094,19125,518.4199829101562,519.2279052734375,515.9400024414062,516.7308959960938,5706882.0,17,2,1,1,9377.0,2089458.0,1
2025-05-14 18:00:00+00:00,517.94,518.82,517.24,518.03,2735250.0,517.999,15940,516.719970703125,518.1699829101562,516.6290283203125,517.469970703125,3935926.0,18,2,1,1,1592.0,765818.5,1
2025-05-14 19:00:00+00:00,518.03,518.93,517.1,518.7,6270296.0,518.074,35766,517.489990234375,518.7899780273438,517.2100219726562,517.6849975585938,4854278.0,19,2,1,0,287.5,73391.0,0
2025-05-14 20:00:00+00:00,518.68,519.1,518.29,518.79,1443666.0,518.702,2814,517.6900024414062,518.9299926757812,517.0999755859375,518.7000122070312,5062865.0,20,2,1,0,287.5,73391.0,0
2025-05-14 21:00:00+00:00,518.85,518.85,517.79,517.93,87971.0,518.212,370,,,,,,21,2,0,0,514.5,88843.5,0
2025-05-14 22:00:00+00:00,518.0,518.37,517.85,518.28,39458.0,518.094,142,,,,,,22,2,0,0,866.0,127095.0,1
2025-05-14 23:00:00+00:00,518.29,518.29,517.74,518.15,58811.0,518.012,205,,,,,,23,2,0,0,908.0,152795.5,1
2025-05-15 08:00:00+00:00,516.97,517.47,514.0,514.39,135314.0,515.14,908,,,,,,8,3,0,0,1012.0,188112.0,1
2025-05-15 09:00:00+00:00,514.31,515.53,513.81,515.42,118876.0,514.623,824,,,,,,9,3,0,0,2039.0,400451.0,1
2025-05-15 10:00:00+00:00,515.37,515.37,514.63,515.19,170277.0,515.137,908,,,,,,10,3,0,0,14135.0,2405115.0,1
2025-05-15 11:00:00+00:00,515.19,516.66,515.1,515.79,205947.0,515.841,1116,,,,,,11,3,0,0,25410.5,4256493.0,1
2025-05-15 12:00:00+00:00,514.18,518.54,514.05,516.18,594955.0,516.291,2962,,,,,,12,3,0,0,25410.5,4256493.0,1
2025-05-15 13:00:00+00:00,516.18,517.38,515.17,516.4,4297711.0,516.364,25308,516.530029296875,517.5250244140625,515.1699829101562,516.1300048828125,10733578.0,13,3,1,1,22219.5,3855215.0,1
2025-05-15 14:00:00+00:00,516.39,517.53,515.39,517.24,4215275.0,516.477,26584,516.530029296875,517.5250244140625,515.1699829101562,516.1300048828125,10733578.0,14,3,1,1,22219.5,3978199.0,1
2025-05-15 15:00:00+00:00,517.26,519.92,517.07,519.5,4565284.0,518.814,25513,516.1300048828125,519.3599853515625,515.4000244140625,518.94189453125,6602560.0,15,3,1,1,23493.5,3978199.0,1
2025-05-15 16:00:00+00:00,519.52,521.04,519.29,521.01,3495155.0,520.164,18926,519.0,520.280029296875,518.52001953125,519.8499755859375,5860321.0,16,3,1,1,22989.5,3855008.5,1
2025-05-15 17:00:00+00:00,521.01,521.93,520.48,520.63,3248774.0,521.219,17918,519.8300170898438,521.9299926757812,519.47998046875,521.68017578125,4477233.0,17,3,1,1,15823.5,2919293.5,1
2025-05-15 18:00:00+00:00,520.63,520.63,518.24,518.63,4461243.0,519.311,28061,521.7192993164062,521.719970703125,518.239990234375,519.0599975585938,5658024.0,18,3,1,1,1954.0,728911.5,1
2025-05-15 19:00:00+00:00,518.62,519.39,516.48,519.28,7546642.0,518.266,46684,519.030029296875,519.8200073242188,516.489990234375,516.9000244140625,7177233.0,19,3,1,0,299.5,72699.5,0
2025-05-15 20:00:00+00:00,519.29,521.28,518.75,518.75,1377344.0,519.236,3586,516.8699951171875,519.2999877929688,516.8699951171875,519.2899780273438,6982311.0,20,3,1,0,299.5,64668.5,0
2025-05-15 21:00:00+00:00,518.77,519.02,518.75,518.8,80479.0,518.907,322,,,,,,21,3,0,0,297.0,54687.5,0
2025-05-15 22:00:00+00:00,518.77,518.87,518.43,518.6,64920.0,518.671,277,,,,,,22,3,0,0,373.5,53418.5,0
2025-05-15 23:00:00+00:00,518.47,519.18,518.46,519.17,43036.0,518.792,226,,,,,,23,3,0,0,445.0,63148.0,0
2025-05-16 08:00:00+00:00,519.02,520.95,519.02,520.55,64417.0,520.424,460,,,,,,8,4,0,0,550.5,88736.0,0
2025-05-16 09:00:00+00:00,520.6,520.65,520.0,520.0,44958.0,520.264,317,,,,,,9,4,0,0,1552.0,265884.5,1
2025-05-16 10:00:00+00:00,519.98,520.76,519.81,520.45,61879.0,520.209,430,,,,,,10,4,0,0,14121.5,2495566.5,1
2025-05-16 11:00:00+00:00,520.48,521.13,520.24,520.93,115593.0,520.731,671,,,,,,11,4,0,0,22491.0,3746193.5,1
2025-05-16 12:00:00+00:00,520.56,521.5,518.15,519.99,416176.0,520.562,2433,,,,,,12,4,0,0,22491.0,3746193.5,1
2025-05-16 13:00:00+00:00,520.0,522.0,518.79,519.97,4574957.0,519.995,25810,520.52001953125,520.7100219726562,518.7899780273438,519.3350219726562,10703525.0,13,4,1,1,18141.0,2893718.0,1
2025-05-16 14:00:00+00:00,520.0,520.37,517.1,518.79,5867966.0,519.065,34926,520.52001953125,520.7100219726562,518.7899780273438,519.3350219726562,10703525.0,14,4,1,1,17163.0,2893718.0,1
2025-05-16 15:00:00+00:00,518.79,520.02,518.39,519.3,2917430.0,519.176,19172,519.3275146484375,519.3599853515625,517.0999755859375,518.97998046875,8353273.0,15,4,1,1,17163.0,2974034.5,1
2025-05-16 16:00:00+00:00,519.3,520.24,519.14,519.66,2708758.0,519.82,15295,518.97998046875,520.239990234375,518.969970703125,519.8599853515625,5416858.0,16,4,1,1,17163.0,2974034.5,1
2025-05-16 17:00:00+00:00,519.67,520.88,519.49,520.09,2870006.0,520.271,17110,519.8499755859375,520.5700073242188,519.4000244140625,520.4099731445312,4526605.0,17,4,1,1,10155.0,2463817.5,1
2025-05-16 18:00:00+00:00,520.1,521.25,519.88,520.85,3078063.0,520.62,17216,520.4099731445312,520.8790893554688,519.8400268554688,520.4500122070312,3809130.0,18,4,1,1,2252.5,1087879.0,1
2025-05-16 19:00:00+00:00,520.85,521.7,520.49,521.52,6042766.0,521.206,38503,520.4400024414062,521.5499877929688,520.3049926757812,521.3150024414062,4952999.0,19,4,1,0,1180.0,302705.5,1
2025-05-16 20:00:00+00:00,521.52,521.63,518.66,519.08,1849572.0,521.11,3094,521.3200073242188,521.7000122070312,520.5,521.52001953125,7098817.0,20,4,1,0,1094.5,249960.0,1
2025-05-16 21:00:00+00:00,519.18,519.91,517.33,517.43,326186.0,519.019,1411,,,,,,21,4,0,0,822.0,209087.5,1
2025-05-16 22:00:00+00:00,517.47,517.5,514.6,515.1,279225.0,516.114,949,,,,,,22,4,0,0,756.0,164929.5,0
2025-05-16 23:00:00+00:00,515.2,516.49,514.1,514.62,197480.0,515.125,695,,,,,,23,4,0,0,1028.5,176537.0,1
2025-05-19 08:00:00+00:00,514.14,514.14,512.09,512.64,220695.0,513.079,1240,,,,,,8,0,0,0,1116.5,202936.0,1
2025-05-19 09:00:00+00:00,512.58,513.7,512.26,513.4,99836.0,513.055,637,,,,,,9,0,0,0,1807.0,393303.0,1
2025-05-19 10:00:00+00:00,513.4,514.34,512.56,513.88,132379.0,513.546,817,,,,,,10,0,0,0,17143.0,3142256.0,1
2025-05-19 11:00:00+00:00,513.9,514.56,513.34,514.36,273493.0,514.066,1416,,,,,,11,0,0,0,25925.0,4563182.0,1
2025-05-19 12:00:00+00:00,513.88,516.3,512.56,514.54,513113.0,514.112,2198,,,,,,12,0,0,0,25925.0,4563182.0,1
2025-05-19 13:00:00+00:00,514.54,518.44,513.12,518.01,6225390.0,516.424,32212,514.239990234375,520.5549926757812,514.239990234375,519.1666870117188,14850973.0,13,0,1,1,20678.0,3579948.5,1
2025-05-19 14:00:00+00:00,517.99,520.95,517.8,518.9,5771399.0,519.378,32088,514.239990234375,520.5549926757812,514.239990234375,519.1666870117188,14850973.0,14,0,1,1,19122.0,3211457.5,1
2025-05-19 15:00:00+00:00,518.91,520.88,518.57,519.87,3354965.0,519.686,19762,519.1900024414062,519.8900146484375,518.52001953125,519.1900024414062,8251306.0,15,0,1,1,20038.0,3436441.0,1
2025-05-19 16:00:00+00:00,519.88,521.54,516.3,521.44,2439328.0,520.562,15354,519.1799926757812,520.9199829101562,516.2999877929688,520.780029296875,4697093.0,16,0,1,1,20038.0,3436441.0,1
2025-05-19 17:00:00+00:00,521.43,522.53,521.32,521.45,3804932.0,521.999,21594,520.7899780273438,522.530029296875,520.1400146484375,522.0,5590846.0,17,0,1,1,10323.0,1985122.5,1
2025-05-19 18:00:00+00:00,521.44,521.62,520.26,521.37,3067950.0,520.977,18482,522.02001953125,522.5,520.27001953125,520.52001953125,6499561.0,18,0,1,1,1172.0,470866.0,1
2025-05-19 19:00:00+00:00,521.38,522.28,520.11,522.03,4893474.0,521.211,30750,520.530029296875,521.6300048828125,520.1199951171875,520.469970703125,5962340.0,19,0,1,0,263.5,73406.0,0
2025-05-19 20:00:00+00:00,522.04,522.1,520.97,521.85,902295.0,521.668,2164,520.489990234375,522.2750244140625,520.4199829101562,522.030029296875,4357776.0,20,0,1,0,263.5,49032.5,0
2025-05-19 21:00:00+00:00,521.83,522.0,521.67,521.7,39437.0,521.839,180,,,,,,21,0,0,0,303.5,45080.0,0
2025-05-19 22:00:00+00:00,521.72,521.8,521.41,521.46,28514.0,521.561,104,,,,,,22,0,0,0,342.5,49681.0,0
2025-05-19 23:00:00+00:00,521.45,522.88,521.45,522.42,107375.0,522.4,347,,,,,,23,0,0,0,379.5,49681.0,0
2025-05-20 08:00:00+00:00,520.22,520.59,519.45,519.97,58628.0,520.028,421,,,,,,8,1,0,0,546.5,78147.0,0
2025-05-20 09:00:00+00:00,520.01,520.39,519.55,519.77,31532.0,519.809,260,,,,,,9,1,0,0,1060.5,207555.0,1
2025-05-20 10:00:00+00:00,519.93,520.7,519.68,520.7,40734.0,520.145,338,,,,,,10,1,0,0,12735.5,2098176.5,1
2025-05-20 11:00:00+00:00,520.69,521.16,520.56,520.72,115560.0,520.914,755,,,,,,11,1,0,0,20752.0,3288040.0,1
2025-05-20 12:00:00+00:00,520.76,521.62,519.05,520.01,299550.0,520.311,1366,,,,,,12,1,0,0,20752.0,3288040.0,1
2025-05-20 13:00:00+00:00,519.99,520.54,518.07,519.03,3896803.0,519.366,24105,519.469970703125,520.094970703125,518.0700073242188,519.0300903320312,9959453.0,13,1,1,1,15857.0,2479537.5,1
2025-05-20 14:00:00+00:00,519.03,520.38,518.28,519.34,4457170.0,519.404,29162,519.469970703125,520.094970703125,518.0700073242188,519.0300903320312,9959453.0,14,1,1,1,15857.0,2479537.5,1
2025-05-20 15:00:00+00:00,519.33,520.25,518.86,520.0,2679277.0,519.537,17399,518.989990234375,520.3800048828125,518.72998046875,519.6900024414062,5573502.0,15,1,1,1,17568.0,2772534.5,1
2025-05-20 16:00:00+00:00,520.0,520.88,519.23,520.57,2279798.0,520.183,14315,519.6900024414062,520.25,518.9299926757812,519.8900146484375,4141833.0,16,1,1,1,17181.5,2716336.0,1
2025-05-20 17:00:00+00:00,520.57,520.93,519.34,519.89,2167401.0,520.181,13542,519.8900146484375,520.9199829101562,519.8400268554688,520.4349975585938,2993437.0,17,1,1,1,11474.5,2470959.5,1
2025-05-20 18:00:00+00:00,519.88,520.11,517.7,517.88,3265271.0,518.611,20821,520.447509765625,520.489990234375,517.7000122070312,517.9299926757812,4157316.0,18,1,1,1,1364.5,935622.0,1
2025-05-20 19:00:00+00:00,517.86,520.36,516.66,520.24,6853499.0,518.809,41438,517.9199829101562,518.8099975585938,516.6599731445312,518.5599975585938,6137924.0,19,1,1,0,408.0,126346.5,0
2025-05-20 20:00:00+00:00,520.25,520.35,519.1,519.55,1676648.0,520.068,2128,518.5800170898438,520.3599853515625,518.5750122070312,520.239990234375,5778130.0,20,1,1,0,313.5,61584.0,0
2025-05-20 21:00:00+00:00,519.56,519.59,519.2,519.31,35241.0,519.354,215,,,,,,21,1,0,0,341.5,61584.0,0
2025-05-20 22:00:00+00:00,519.34,519.49,517.75,519.15,194596.0,518.606,601,,,,,,22,1,0,0,341.5,61584.0,0
2025-05-20 23:00:00+00:00,519.13,519.84,519.11,519.84,58097.0,519.523,206,,,,,,23,1,0,0,501.0,84486.0,0
2025-05-21 08:00:00+00:00,517.79,517.93,516.6,517.32,65071.0,517.262,412,,,,,,8,2,0,0,698.5,127559.5,0
2025-05-21 09:00:00+00:00,517.33,517.64,516.0,516.09,37205.0,516.689,271,,,,,,9,2,0,0,983.0,193469.0,1
2025-05-21 10:00:00+00:00,516.16,516.8,515.0,516.73,151218.0,515.767,807,,,,,,10,2,0,0,14611.5,2441139.5,1
2025-05-21 11:00:00+00:00,516.75,518.4,516.69,517.77,103901.0,517.55,590,,,,,,11,2,0,0,30431.5,4955204.0,1
2025-05-21 12:00:00+00:00,516.75,519.88,515.24,517.07,235720.0,517.122,1159,,,,,,12,2,0,0,30431.5,4955204.0,1
2025-05-21 13:00:00+00:00,517.13,519.3,515.91,518.57,4646559.0,517.889,28064,516.27001953125,520.0800170898438,516.27001953125,518.8170166015625,11018117.0,13,2,1,1,34614.5,5533505.5,1
2025-05-21 14:00:00+00:00,518.57,520.59,518.3,520.56,5803162.0,519.191,36430,516.27001953125,520.0800170898438,516.27001953125,518.8170166015625,11018117.0,14,2,1,1,34949.0,5701155.5,1
2025-05-21 15:00:00+00:00,520.54,522.43,520.32,521.96,5263849.0,521.723,32799,518.8200073242188,522.4299926757812,518.530029296875,522.0499877929688,7731051.0,15,2,1,1,55708.0,8919787.5,1
2025-05-21 16:00:00+00:00,521.96,523.0,521.83,521.97,3506695.0,522.405,21484,522.02001953125,522.7899780273438,521.4199829101562,522.3200073242188,5643959.0,16,2,1,1,55708.0,8919787.5,1
2025-05-21 17:00:00+00:00,521.96,522.15,513.38,516.05,13807623.0,516.903,81247,522.3499755859375,523.0,514.2100219726562,514.4498901367188,11562450.0,17,2,1,1,20148.0,3632115.5,1
2025-05-21 18:00:00+00:00,516.06,516.33,513.54,513.82,6138462.0,515.117,37099,514.3800048828125,517.4500122070312,513.3800048828125,515.280029296875,12297864.0,18,2,1,1,1777.5,606355.5,1
2025-05-21 19:00:00+00:00,513.83,514.82,511.24,513.06,11701113.0,513.24,74317,515.3200073242188,516.3200073242188,511.239990234375,511.80999755859375,10395599.0,19,2,1,0,324.5,84828.0,0
2025-05-21 20:00:00+00:00,513.05,513.23,512.22,513.0,1125769.0,512.856,3197,511.8299865722656,514.8099975585938,511.8299865722656,513.0599975585938,9849060.0,20,2,1,0,324.5,72906.5,0
2025-05-21 21:00:00+00:00,513.0,513.14,512.89,512.97,82714.0,512.989,291,,,,,,21,2,0,0,399.5,72311.0,0
2025-05-21 22:00:00+00:00,512.9,513.7,512.23,512.98,86942.0,512.987,358,,,,,,22,2,0,0,459.5,72311.0,0
2025-05-21 23:00:00+00:00,512.81,513.69,512.72,512.96,51475.0,513.195,200,,,,,,23,2,0,0,513.0,98219.0,0
2025-05-22 08:00:00+00:00,514.25,514.99,514.0,514.39,63099.0,514.534,441,,,,,,8,3,0,0,1116.0,218148.5,1
2025-05-22 09:00:00+00:00,514.33,514.78,513.93,514.56,81523.0,514.289,478,,,,,,9,3,0,0,2350.0,500226.5,1
2025-05-22 10:00:00+00:00,514.41,514.63,513.75,514.14,114915.0,514.333,548,,,,,,10,3,0,0,19869.5,3379806.5,1
2025-05-22 11:00:00+00:00,514.11,515.45,511.52,511.56,321382.0,513.974,1684,,,,,,11,3,0,0,35282.0,5538231.5,1
2025-05-22 12:00:00+00:00,511.54,515.4,510.51,514.17,679071.0,512.318,3016,,,,,,12,3,0,0,35282.0,5538231.5,1
2025-05-22 13:00:00+00:00,514.22,516.62,512.3,516.5,6080542.0,514.187,36723,513.5999755859375,517.5399780273438,512.2999877929688,515.1849975585938,14023492.0,13,3,1,1,30012.5,4553254.0,1
2025-05-22 14:00:00+00:00,516.52,517.54,513.58,515.17,6991647.0,515.572,43700,513.5999755859375,517.5399780273438,512.2999877929688,515.1849975585938,14023492.0,14,3,1,1,25111.0,3848053.0,1
2025-05-22 15:00:00+00:00,515.15,516.34,514.38,516.14,4995921.0,515.455,33841,515.2100219726562,516.02001953125,513.5800170898438,514.635009765625,8044098.0,15,3,1,1,25111.0,3848053.0,1
2025-05-22 16:00:00+00:00,516.13,517.39,514.63,514.81,4110587.0,516.052,26184,514.5900268554688,517.3900146484375,514.3800048828125,516.05126953125,7498432.0,16,3,1,1,23282.0,3431416.0,1
2025-05-22 17:00:00+00:00,514.83,517.06,514.31,516.62,3585519.0,515.713,24038,516.0599975585938,516.1900024414062,514.3099975585938,515.9949951171875,4659510.0,17,3,1,1,12285.5,2035089.5,1
2025-05-22 18:00:00+00:00,516.63,517.24,516.07,516.95,3277313.0,516.671,22526,515.989990234375,517.1300048828125,515.510009765625,516.5999755859375,5431478.0,18,3,1,1,1357.5,501640.5,1
2025-05-22 19:00:00+00:00,516.96,517.71,513.59,514.02,8152255.0,515.631,50677,516.5999755859375,517.7100219726562,516.0700073242188,517.4199829101562,4525743.0,19,3,1,0,554.5,183911.0,0
