label,source_report,source_section,trade_date,symbol,venue_or_market_center,participant_type_code,participant_identifier,side,earliest_order_received_time,latest_order_received_time,order_count,total_order_quantity,activity_description,matched_negative_group_id,session_bucket,source_row_id,candidate_status
positive_spoofing_layering,"CFTC Complaint: CFTC v. Igor B. Oystacher and 3 Red Trading LLC, filed Oct. 19 2015","CFTC complaint paragraph 94, Copper Futures Contracts",2011-12-15,Copper Futures Contracts,COMEX/CME Globex,CFTC respondent trader,Igor B. Oystacher / 3 Red Trading LLC,spoof orders opposite aggressive flip sequence; aggregate side varies by date,missing_public_appendix,missing_public_appendix,group aggregate only: 896 spoof orders / 156 flip sequences,group aggregate only: 35235 spoof contracts,Public CFTC complaint paragraph 94 gives exact trading date and aggregate spoof/flip counts; Exhibit A/order-time rows are not present in the public complaint body.,oystacher_copper_2011_2011-12-15,source_time_not_in_public_body,oystacher_copper_2011_2011-12-15,positive_date_candidate_only_controls_missing
positive_spoofing_layering,"CFTC Complaint: CFTC v. Igor B. Oystacher and 3 Red Trading LLC, filed Oct. 19 2015","CFTC complaint paragraph 94, Copper Futures Contracts",2011-12-16,Copper Futures Contracts,COMEX/CME Globex,CFTC respondent trader,Igor B. Oystacher / 3 Red Trading LLC,spoof orders opposite aggressive flip sequence; aggregate side varies by date,missing_public_appendix,missing_public_appendix,group aggregate only: 896 spoof orders / 156 flip sequences,group aggregate only: 35235 spoof contracts,Public CFTC complaint paragraph 94 gives exact trading date and aggregate spoof/flip counts; Exhibit A/order-time rows are not present in the public complaint body.,oystacher_copper_2011_2011-12-16,source_time_not_in_public_body,oystacher_copper_2011_2011-12-16,positive_date_candidate_only_controls_missing
positive_spoofing_layering,"CFTC Complaint: CFTC v. Igor B. Oystacher and 3 Red Trading LLC, filed Oct. 19 2015","CFTC complaint paragraph 94, Copper Futures Contracts",2011-12-19,Copper Futures Contracts,COMEX/CME Globex,CFTC respondent trader,Igor B. Oystacher / 3 Red Trading LLC,spoof orders opposite aggressive flip sequence; aggregate side varies by date,missing_public_appendix,missing_public_appendix,group aggregate only: 896 spoof orders / 156 flip sequences,group aggregate only: 35235 spoof contracts,Public CFTC complaint paragraph 94 gives exact trading date and aggregate spoof/flip counts; Exhibit A/order-time rows are not present in the public complaint body.,oystacher_copper_2011_2011-12-19,source_time_not_in_public_body,oystacher_copper_2011_2011-12-19,positive_date_candidate_only_controls_missing
positive_spoofing_layering,"CFTC Complaint: CFTC v. Igor B. Oystacher and 3 Red Trading LLC, filed Oct. 19 2015","CFTC complaint paragraph 94, Copper Futures Contracts",2011-12-20,Copper Futures Contracts,COMEX/CME Globex,CFTC respondent trader,Igor B. Oystacher / 3 Red Trading LLC,spoof orders opposite aggressive flip sequence; aggregate side varies by date,missing_public_appendix,missing_public_appendix,group aggregate only: 896 spoof orders / 156 flip sequences,group aggregate only: 35235 spoof contracts,Public CFTC complaint paragraph 94 gives exact trading date and aggregate spoof/flip counts; Exhibit A/order-time rows are not present in the public complaint body.,oystacher_copper_2011_2011-12-20,source_time_not_in_public_body,oystacher_copper_2011_2011-12-20,positive_date_candidate_only_controls_missing
positive_spoofing_layering,"CFTC Complaint: CFTC v. Igor B. Oystacher and 3 Red Trading LLC, filed Oct. 19 2015","CFTC complaint paragraph 94, Crude Oil Futures Contracts",2012-05-07,Crude Oil Futures Contracts,NYMEX/CME Globex,CFTC respondent trader,Igor B. Oystacher / 3 Red Trading LLC,spoof orders opposite aggressive flip sequence; aggregate side varies by date,missing_public_appendix,missing_public_appendix,group aggregate only: 286 spoof orders / 120 flip sequences,group aggregate only: 15210 spoof contracts,Public CFTC complaint paragraph 94 gives exact trading date and aggregate spoof/flip counts; Exhibit A/order-time rows are not present in the public complaint body.,oystacher_crude_2012_2012-05-07,source_time_not_in_public_body,oystacher_crude_2012_2012-05-07,positive_date_candidate_only_controls_missing
positive_spoofing_layering,"CFTC Complaint: CFTC v. Igor B. Oystacher and 3 Red Trading LLC, filed Oct. 19 2015","CFTC complaint paragraph 94, Crude Oil Futures Contracts",2012-05-09,Crude Oil Futures Contracts,NYMEX/CME Globex,CFTC respondent trader,Igor B. Oystacher / 3 Red Trading LLC,spoof orders opposite aggressive flip sequence; aggregate side varies by date,missing_public_appendix,missing_public_appendix,group aggregate only: 286 spoof orders / 120 flip sequences,group aggregate only: 15210 spoof contracts,Public CFTC complaint paragraph 94 gives exact trading date and aggregate spoof/flip counts; Exhibit A/order-time rows are not present in the public complaint body.,oystacher_crude_2012_2012-05-09,source_time_not_in_public_body,oystacher_crude_2012_2012-05-09,positive_date_candidate_only_controls_missing
positive_spoofing_layering,"CFTC Complaint: CFTC v. Igor B. Oystacher and 3 Red Trading LLC, filed Oct. 19 2015","CFTC complaint paragraph 94, Crude Oil Futures Contracts",2012-05-10,Crude Oil Futures Contracts,NYMEX/CME Globex,CFTC respondent trader,Igor B. Oystacher / 3 Red Trading LLC,spoof orders opposite aggressive flip sequence; aggregate side varies by date,missing_public_appendix,missing_public_appendix,group aggregate only: 286 spoof orders / 120 flip sequences,group aggregate only: 15210 spoof contracts,Public CFTC complaint paragraph 94 gives exact trading date and aggregate spoof/flip counts; Exhibit A/order-time rows are not present in the public complaint body.,oystacher_crude_2012_2012-05-10,source_time_not_in_public_body,oystacher_crude_2012_2012-05-10,positive_date_candidate_only_controls_missing
positive_spoofing_layering,"CFTC Complaint: CFTC v. Igor B. Oystacher and 3 Red Trading LLC, filed Oct. 19 2015","CFTC complaint paragraph 94, Crude Oil Futures Contracts",2012-05-11,Crude Oil Futures Contracts,NYMEX/CME Globex,CFTC respondent trader,Igor B. Oystacher / 3 Red Trading LLC,spoof orders opposite aggressive flip sequence; aggregate side varies by date,missing_public_appendix,missing_public_appendix,group aggregate only: 286 spoof orders / 120 flip sequences,group aggregate only: 15210 spoof contracts,Public CFTC complaint paragraph 94 gives exact trading date and aggregate spoof/flip counts; Exhibit A/order-time rows are not present in the public complaint body.,oystacher_crude_2012_2012-05-11,source_time_not_in_public_body,oystacher_crude_2012_2012-05-11,positive_date_candidate_only_controls_missing
positive_spoofing_layering,"CFTC Complaint: CFTC v. Igor B. Oystacher and 3 Red Trading LLC, filed Oct. 19 2015","CFTC complaint paragraph 94, Natural Gas Futures Contracts",2012-11-30,Natural Gas Futures Contracts,NYMEX/CME Globex,CFTC respondent trader,Igor B. Oystacher / 3 Red Trading LLC,spoof orders opposite aggressive flip sequence; aggregate side varies by date,missing_public_appendix,missing_public_appendix,group aggregate only: 369 spoof orders / 124 flip sequences,group aggregate only: 1630 spoof contracts,Public CFTC complaint paragraph 94 gives exact trading date and aggregate spoof/flip counts; Exhibit A/order-time rows are not present in the public complaint body.,oystacher_natural_gas_2012_2012-11-30,source_time_not_in_public_body,oystacher_natural_gas_2012_2012-11-30,positive_date_candidate_only_controls_missing
positive_spoofing_layering,"CFTC Complaint: CFTC v. Igor B. Oystacher and 3 Red Trading LLC, filed Oct. 19 2015","CFTC complaint paragraph 94, Natural Gas Futures Contracts",2012-12-03,Natural Gas Futures Contracts,NYMEX/CME Globex,CFTC respondent trader,Igor B. Oystacher / 3 Red Trading LLC,spoof orders opposite aggressive flip sequence; aggregate side varies by date,missing_public_appendix,missing_public_appendix,group aggregate only: 369 spoof orders / 124 flip sequences,group aggregate only: 1630 spoof contracts,Public CFTC complaint paragraph 94 gives exact trading date and aggregate spoof/flip counts; Exhibit A/order-time rows are not present in the public complaint body.,oystacher_natural_gas_2012_2012-12-03,source_time_not_in_public_body,oystacher_natural_gas_2012_2012-12-03,positive_date_candidate_only_controls_missing
positive_spoofing_layering,"CFTC Complaint: CFTC v. Igor B. Oystacher and 3 Red Trading LLC, filed Oct. 19 2015","CFTC complaint paragraph 94, Natural Gas Futures Contracts",2012-12-04,Natural Gas Futures Contracts,NYMEX/CME Globex,CFTC respondent trader,Igor B. Oystacher / 3 Red Trading LLC,spoof orders opposite aggressive flip sequence; aggregate side varies by date,missing_public_appendix,missing_public_appendix,group aggregate only: 369 spoof orders / 124 flip sequences,group aggregate only: 1630 spoof contracts,Public CFTC complaint paragraph 94 gives exact trading date and aggregate spoof/flip counts; Exhibit A/order-time rows are not present in the public complaint body.,oystacher_natural_gas_2012_2012-12-04,source_time_not_in_public_body,oystacher_natural_gas_2012_2012-12-04,positive_date_candidate_only_controls_missing
positive_spoofing_layering,"CFTC Complaint: CFTC v. Igor B. Oystacher and 3 Red Trading LLC, filed Oct. 19 2015","CFTC complaint paragraph 94, VIX Futures Contracts",2013-02-19,VIX Futures Contracts,CFE electronic market,CFTC respondent trader,Igor B. Oystacher / 3 Red Trading LLC,spoof orders opposite aggressive flip sequence; aggregate side varies by date,missing_public_appendix,missing_public_appendix,group aggregate only: 2705 spoof orders / 692 flip sequences,group aggregate only: 283621 spoof contracts,Public CFTC complaint paragraph 94 gives exact trading date and aggregate spoof/flip counts; Exhibit A/order-time rows are not present in the public complaint body.,oystacher_vix_2013_2013-02-19,source_time_not_in_public_body,oystacher_vix_2013_2013-02-19,positive_date_candidate_only_controls_missing
positive_spoofing_layering,"CFTC Complaint: CFTC v. Igor B. Oystacher and 3 Red Trading LLC, filed Oct. 19 2015","CFTC complaint paragraph 94, VIX Futures Contracts",2013-02-20,VIX Futures Contracts,CFE electronic market,CFTC respondent trader,Igor B. Oystacher / 3 Red Trading LLC,spoof orders opposite aggressive flip sequence; aggregate side varies by date,missing_public_appendix,missing_public_appendix,group aggregate only: 2705 spoof orders / 692 flip sequences,group aggregate only: 283621 spoof contracts,Public CFTC complaint paragraph 94 gives exact trading date and aggregate spoof/flip counts; Exhibit A/order-time rows are not present in the public complaint body.,oystacher_vix_2013_2013-02-20,source_time_not_in_public_body,oystacher_vix_2013_2013-02-20,positive_date_candidate_only_controls_missing
positive_spoofing_layering,"CFTC Complaint: CFTC v. Igor B. Oystacher and 3 Red Trading LLC, filed Oct. 19 2015","CFTC complaint paragraph 94, VIX Futures Contracts",2013-02-21,VIX Futures Contracts,CFE electronic market,CFTC respondent trader,Igor B. Oystacher / 3 Red Trading LLC,spoof orders opposite aggressive flip sequence; aggregate side varies by date,missing_public_appendix,missing_public_appendix,group aggregate only: 2705 spoof orders / 692 flip sequences,group aggregate only: 283621 spoof contracts,Public CFTC complaint paragraph 94 gives exact trading date and aggregate spoof/flip counts; Exhibit A/order-time rows are not present in the public complaint body.,oystacher_vix_2013_2013-02-21,source_time_not_in_public_body,oystacher_vix_2013_2013-02-21,positive_date_candidate_only_controls_missing
positive_spoofing_layering,"CFTC Complaint: CFTC v. Igor B. Oystacher and 3 Red Trading LLC, filed Oct. 19 2015","CFTC complaint paragraph 94, VIX Futures Contracts",2013-02-22,VIX Futures Contracts,CFE electronic market,CFTC respondent trader,Igor B. Oystacher / 3 Red Trading LLC,spoof orders opposite aggressive flip sequence; aggregate side varies by date,missing_public_appendix,missing_public_appendix,group aggregate only: 2705 spoof orders / 692 flip sequences,group aggregate only: 283621 spoof contracts,Public CFTC complaint paragraph 94 gives exact trading date and aggregate spoof/flip counts; Exhibit A/order-time rows are not present in the public complaint body.,oystacher_vix_2013_2013-02-22,source_time_not_in_public_body,oystacher_vix_2013_2013-02-22,positive_date_candidate_only_controls_missing
positive_spoofing_layering,"CFTC Complaint: CFTC v. Igor B. Oystacher and 3 Red Trading LLC, filed Oct. 19 2015","CFTC complaint paragraph 94, VIX Futures Contracts",2013-02-25,VIX Futures Contracts,CFE electronic market,CFTC respondent trader,Igor B. Oystacher / 3 Red Trading LLC,spoof orders opposite aggressive flip sequence; aggregate side varies by date,missing_public_appendix,missing_public_appendix,group aggregate only: 2705 spoof orders / 692 flip sequences,group aggregate only: 283621 spoof contracts,Public CFTC complaint paragraph 94 gives exact trading date and aggregate spoof/flip counts; Exhibit A/order-time rows are not present in the public complaint body.,oystacher_vix_2013_2013-02-25,source_time_not_in_public_body,oystacher_vix_2013_2013-02-25,positive_date_candidate_only_controls_missing
positive_spoofing_layering,"CFTC Complaint: CFTC v. Igor B. Oystacher and 3 Red Trading LLC, filed Oct. 19 2015","CFTC complaint paragraph 94, VIX Futures Contracts",2013-02-26,VIX Futures Contracts,CFE electronic market,CFTC respondent trader,Igor B. Oystacher / 3 Red Trading LLC,spoof orders opposite aggressive flip sequence; aggregate side varies by date,missing_public_appendix,missing_public_appendix,group aggregate only: 2705 spoof orders / 692 flip sequences,group aggregate only: 283621 spoof contracts,Public CFTC complaint paragraph 94 gives exact trading date and aggregate spoof/flip counts; Exhibit A/order-time rows are not present in the public complaint body.,oystacher_vix_2013_2013-02-26,source_time_not_in_public_body,oystacher_vix_2013_2013-02-26,positive_date_candidate_only_controls_missing
positive_spoofing_layering,"CFTC Complaint: CFTC v. Igor B. Oystacher and 3 Red Trading LLC, filed Oct. 19 2015","CFTC complaint paragraph 94, VIX Futures Contracts",2013-02-27,VIX Futures Contracts,CFE electronic market,CFTC respondent trader,Igor B. Oystacher / 3 Red Trading LLC,spoof orders opposite aggressive flip sequence; aggregate side varies by date,missing_public_appendix,missing_public_appendix,group aggregate only: 2705 spoof orders / 692 flip sequences,group aggregate only: 283621 spoof contracts,Public CFTC complaint paragraph 94 gives exact trading date and aggregate spoof/flip counts; Exhibit A/order-time rows are not present in the public complaint body.,oystacher_vix_2013_2013-02-27,source_time_not_in_public_body,oystacher_vix_2013_2013-02-27,positive_date_candidate_only_controls_missing
positive_spoofing_layering,"CFTC Complaint: CFTC v. Igor B. Oystacher and 3 Red Trading LLC, filed Oct. 19 2015","CFTC complaint paragraph 94, VIX Futures Contracts",2013-02-28,VIX Futures Contracts,CFE electronic market,CFTC respondent trader,Igor B. Oystacher / 3 Red Trading LLC,spoof orders opposite aggressive flip sequence; aggregate side varies by date,missing_public_appendix,missing_public_appendix,group aggregate only: 2705 spoof orders / 692 flip sequences,group aggregate only: 283621 spoof contracts,Public CFTC complaint paragraph 94 gives exact trading date and aggregate spoof/flip counts; Exhibit A/order-time rows are not present in the public complaint body.,oystacher_vix_2013_2013-02-28,source_time_not_in_public_body,oystacher_vix_2013_2013-02-28,positive_date_candidate_only_controls_missing
positive_spoofing_layering,"CFTC Complaint: CFTC v. Igor B. Oystacher and 3 Red Trading LLC, filed Oct. 19 2015","CFTC complaint paragraph 94, VIX Futures Contracts",2013-03-01,VIX Futures Contracts,CFE electronic market,CFTC respondent trader,Igor B. Oystacher / 3 Red Trading LLC,spoof orders opposite aggressive flip sequence; aggregate side varies by date,missing_public_appendix,missing_public_appendix,group aggregate only: 2705 spoof orders / 692 flip sequences,group aggregate only: 283621 spoof contracts,Public CFTC complaint paragraph 94 gives exact trading date and aggregate spoof/flip counts; Exhibit A/order-time rows are not present in the public complaint body.,oystacher_vix_2013_2013-03-01,source_time_not_in_public_body,oystacher_vix_2013_2013-03-01,positive_date_candidate_only_controls_missing
positive_spoofing_layering,"CFTC Complaint: CFTC v. Igor B. Oystacher and 3 Red Trading LLC, filed Oct. 19 2015","CFTC complaint paragraph 94, VIX Futures Contracts",2013-03-04,VIX Futures Contracts,CFE electronic market,CFTC respondent trader,Igor B. Oystacher / 3 Red Trading LLC,spoof orders opposite aggressive flip sequence; aggregate side varies by date,missing_public_appendix,missing_public_appendix,group aggregate only: 2705 spoof orders / 692 flip sequences,group aggregate only: 283621 spoof contracts,Public CFTC complaint paragraph 94 gives exact trading date and aggregate spoof/flip counts; Exhibit A/order-time rows are not present in the public complaint body.,oystacher_vix_2013_2013-03-04,source_time_not_in_public_body,oystacher_vix_2013_2013-03-04,positive_date_candidate_only_controls_missing
positive_spoofing_layering,"CFTC Complaint: CFTC v. Igor B. Oystacher and 3 Red Trading LLC, filed Oct. 19 2015","CFTC complaint paragraph 94, VIX Futures Contracts",2013-03-05,VIX Futures Contracts,CFE electronic market,CFTC respondent trader,Igor B. Oystacher / 3 Red Trading LLC,spoof orders opposite aggressive flip sequence; aggregate side varies by date,missing_public_appendix,missing_public_appendix,group aggregate only: 2705 spoof orders / 692 flip sequences,group aggregate only: 283621 spoof contracts,Public CFTC complaint paragraph 94 gives exact trading date and aggregate spoof/flip counts; Exhibit A/order-time rows are not present in the public complaint body.,oystacher_vix_2013_2013-03-05,source_time_not_in_public_body,oystacher_vix_2013_2013-03-05,positive_date_candidate_only_controls_missing
positive_spoofing_layering,"CFTC Complaint: CFTC v. Igor B. Oystacher and 3 Red Trading LLC, filed Oct. 19 2015","CFTC complaint paragraph 94, VIX Futures Contracts",2013-03-06,VIX Futures Contracts,CFE electronic market,CFTC respondent trader,Igor B. Oystacher / 3 Red Trading LLC,spoof orders opposite aggressive flip sequence; aggregate side varies by date,missing_public_appendix,missing_public_appendix,group aggregate only: 2705 spoof orders / 692 flip sequences,group aggregate only: 283621 spoof contracts,Public CFTC complaint paragraph 94 gives exact trading date and aggregate spoof/flip counts; Exhibit A/order-time rows are not present in the public complaint body.,oystacher_vix_2013_2013-03-06,source_time_not_in_public_body,oystacher_vix_2013_2013-03-06,positive_date_candidate_only_controls_missing
positive_spoofing_layering,"CFTC Complaint: CFTC v. Igor B. Oystacher and 3 Red Trading LLC, filed Oct. 19 2015","CFTC complaint paragraph 94, VIX Futures Contracts",2013-03-07,VIX Futures Contracts,CFE electronic market,CFTC respondent trader,Igor B. Oystacher / 3 Red Trading LLC,spoof orders opposite aggressive flip sequence; aggregate side varies by date,missing_public_appendix,missing_public_appendix,group aggregate only: 2705 spoof orders / 692 flip sequences,group aggregate only: 283621 spoof contracts,Public CFTC complaint paragraph 94 gives exact trading date and aggregate spoof/flip counts; Exhibit A/order-time rows are not present in the public complaint body.,oystacher_vix_2013_2013-03-07,source_time_not_in_public_body,oystacher_vix_2013_2013-03-07,positive_date_candidate_only_controls_missing
positive_spoofing_layering,"CFTC Complaint: CFTC v. Igor B. Oystacher and 3 Red Trading LLC, filed Oct. 19 2015","CFTC complaint paragraph 94, VIX Futures Contracts",2013-03-11,VIX Futures Contracts,CFE electronic market,CFTC respondent trader,Igor B. Oystacher / 3 Red Trading LLC,spoof orders opposite aggressive flip sequence; aggregate side varies by date,missing_public_appendix,missing_public_appendix,group aggregate only: 2705 spoof orders / 692 flip sequences,group aggregate only: 283621 spoof contracts,Public CFTC complaint paragraph 94 gives exact trading date and aggregate spoof/flip counts; Exhibit A/order-time rows are not present in the public complaint body.,oystacher_vix_2013_2013-03-11,source_time_not_in_public_body,oystacher_vix_2013_2013-03-11,positive_date_candidate_only_controls_missing
positive_spoofing_layering,"CFTC Complaint: CFTC v. Igor B. Oystacher and 3 Red Trading LLC, filed Oct. 19 2015","CFTC complaint paragraph 94, VIX Futures Contracts",2013-03-12,VIX Futures Contracts,CFE electronic market,CFTC respondent trader,Igor B. Oystacher / 3 Red Trading LLC,spoof orders opposite aggressive flip sequence; aggregate side varies by date,missing_public_appendix,missing_public_appendix,group aggregate only: 2705 spoof orders / 692 flip sequences,group aggregate only: 283621 spoof contracts,Public CFTC complaint paragraph 94 gives exact trading date and aggregate spoof/flip counts; Exhibit A/order-time rows are not present in the public complaint body.,oystacher_vix_2013_2013-03-12,source_time_not_in_public_body,oystacher_vix_2013_2013-03-12,positive_date_candidate_only_controls_missing
positive_spoofing_layering,"CFTC Complaint: CFTC v. Igor B. Oystacher and 3 Red Trading LLC, filed Oct. 19 2015","CFTC complaint paragraph 94, VIX Futures Contracts",2013-03-18,VIX Futures Contracts,CFE electronic market,CFTC respondent trader,Igor B. Oystacher / 3 Red Trading LLC,spoof orders opposite aggressive flip sequence; aggregate side varies by date,missing_public_appendix,missing_public_appendix,group aggregate only: 2705 spoof orders / 692 flip sequences,group aggregate only: 283621 spoof contracts,Public CFTC complaint paragraph 94 gives exact trading date and aggregate spoof/flip counts; Exhibit A/order-time rows are not present in the public complaint body.,oystacher_vix_2013_2013-03-18,source_time_not_in_public_body,oystacher_vix_2013_2013-03-18,positive_date_candidate_only_controls_missing
