provider,instrument,timeframe,root,source_ticker,attachment_policy,consumer_scope,calibration_2024_support,calibration_2024_wilson95_lcb,heldout_time_2025_support,heldout_time_2025_wilson95_lcb,provider_rows,provider_sessions,accepted_95_strict_ticker_root_attachment,blocker
yfinance,CAT,1h,Sideways,CAT,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,53,0.9324180114,25,0.8668077491,5068,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,CAT,1h,Crisis,CAT,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,0,0.0,4,0.5101091635,5068,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,COP,1h,Bull,COP,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,67,0.9457738606,27,0.8754449703,5068,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,COP,1h,Bear,COP,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,123,0.9697144857,112,0.9668386529,5068,730,True,
yfinance,COP,1h,Sideways,COP,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,62,0.9416559279,56,0.9358060633,5068,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,COP,1h,Crisis,COP,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,0,0.0,55,0.9347150989,5068,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,CSCO,1h,Bull,CSCO,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,100,0.9630065018,167,0.9775144813,5069,730,True,
yfinance,CSCO,1h,Bear,CSCO,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,92,0.9599186107,17,0.815681865,5069,730,False,heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,CSCO,1h,Sideways,CSCO,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,59,0.9388706295,66,0.944997443,5069,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,CSCO,1h,Crisis,CSCO,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,1,0.2065493144,0,0.0,5069,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,CVX,1h,Bull,CVX,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,97,0.9619059575,110,0.9662560647,5068,730,True,
yfinance,CVX,1h,Bear,CVX,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,56,0.9358060633,29,0.8830302015,5068,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,CVX,1h,Sideways,CVX,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,99,0.9626467879,98,0.9622800099,5068,730,True,
yfinance,CVX,1h,Crisis,CVX,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,0,0.0,13,0.7719046276,5068,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,DIS,1h,Bull,DIS,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,88,0.9581729333,55,0.9347150989,5068,730,False,heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,DIS,1h,Bear,DIS,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,69,0.9472627418,54,0.9335864119,5068,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,DIS,1h,Sideways,DIS,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,80,0.9541818705,100,0.9630065018,5068,730,True,
yfinance,DIS,1h,Crisis,DIS,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,15,0.796116699,41,0.9143324298,5068,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,GE,1h,Bull,GE,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,184,0.9795494624,196,0.9807774681,5068,730,True,
yfinance,GE,1h,Bear,GE,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,26,0.8712710781,22,0.8513451254,5068,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,GE,1h,Sideways,GE,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,42,0.9162012091,29,0.8830302015,5068,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,GE,1h,Crisis,GE,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,0,0.0,3,0.4385029682,5068,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,GOOGL,1h,Bull,GOOGL,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,182,0.9793293765,150,0.9750297556,5069,730,True,
yfinance,GOOGL,1h,Bear,GOOGL,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,37,0.9059421742,44,0.9197043962,5069,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,GOOGL,1h,Sideways,GOOGL,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,33,0.8957300025,41,0.9143324298,5069,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,GOOGL,1h,Crisis,GOOGL,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,0,0.0,15,0.796116699,5069,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,GS,1h,Bull,GS,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,206,0.9816935183,179,0.97899022,5078,730,True,
yfinance,GS,1h,Bear,GS,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,0,0.0,22,0.8513451254,5078,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,GS,1h,Sideways,GS,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,46,0.9229264369,35,0.9010990077,5078,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,GS,1h,Crisis,GS,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,0,0.0,14,0.7846891973,5078,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,HD,1h,Bull,HD,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,162,0.9768365592,69,0.9472627418,5068,730,False,heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,HD,1h,Bear,HD,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,28,0.8793566952,101,0.9633593536,5068,730,False,calibration_support_below_73|calibration_wilson95_below_0_95
yfinance,HD,1h,Sideways,HD,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,62,0.9416559279,80,0.9541818705,5068,730,False,calibration_support_below_73|calibration_wilson95_below_0_95
yfinance,HD,1h,Crisis,HD,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,0,0.0,0,0.0,5068,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,INTC,1h,Bull,INTC,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,20,0.8388748419,23,0.8568833815,5069,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,INTC,1h,Bear,INTC,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,89,0.9586234548,53,0.9324180114,5069,730,False,heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,INTC,1h,Sideways,INTC,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,16,0.8063923195,2,0.3423802275,5069,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,INTC,1h,Crisis,INTC,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,127,0.9706403547,172,0.9781538504,5069,730,True,
yfinance,JNJ,1h,Bull,JNJ,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,80,0.9541818705,155,0.9758157672,5068,730,True,
yfinance,JNJ,1h,Bear,JNJ,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,73,0.950007992,34,0.8984854458,5068,730,False,heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,JNJ,1h,Sideways,JNJ,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,99,0.9626467879,61,0.9407561321,5068,730,False,heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,JNJ,1h,Crisis,JNJ,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,0,0.0,0,0.0,5068,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,JPM,1h,Bull,JPM,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,208,0.9818663502,170,0.9779025162,5068,730,True,
yfinance,JPM,1h,Bear,JPM,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,12,0.7575059933,19,0.8318207759,5068,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,JPM,1h,Sideways,JPM,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,32,0.8928208017,58,0.9378821442,5068,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,JPM,1h,Crisis,JPM,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,0,0.0,3,0.4385029682,5068,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,MCD,1h,Bull,MCD,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,88,0.9581729333,119,0.9687283198,5068,730,True,
yfinance,MCD,1h,Bear,MCD,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,62,0.9416559279,15,0.796116699,5068,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,MCD,1h,Sideways,MCD,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,102,0.9637055379,116,0.9679454935,5068,730,True,
yfinance,MCD,1h,Crisis,MCD,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,0,0.0,0,0.0,5068,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,META,1h,Bull,META,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,190,0.9801824705,133,0.9719276683,5078,730,True,
yfinance,META,1h,Bear,META,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,29,0.8830302015,35,0.9010990077,5078,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,META,1h,Sideways,META,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,33,0.8957300025,44,0.9197043962,5078,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,META,1h,Crisis,META,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,0,0.0,38,0.9081901318,5078,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,MS,1h,Bull,MS,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,169,0.9777746679,181,0.9792175476,5068,730,True,
yfinance,MS,1h,Bear,MS,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,27,0.8754449703,19,0.8318207759,5068,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,MS,1h,Sideways,MS,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,56,0.9358060633,34,0.8984854458,5068,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,MS,1h,Crisis,MS,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,0,0.0,16,0.8063923195,5068,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,MSFT,1h,Bull,MSFT,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,145,0.9741909354,106,0.9650272414,5069,730,True,
yfinance,MSFT,1h,Bear,MSFT,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,20,0.8388748419,65,0.9441984687,5069,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,MSFT,1h,Sideways,MSFT,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,87,0.9577124931,77,0.9524815747,5069,730,True,
yfinance,MSFT,1h,Crisis,MSFT,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,0,0.0,2,0.3423802275,5069,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,NFLX,1h,Bull,NFLX,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,202,0.9813377789,120,0.9689808336,5069,730,True,
yfinance,NFLX,1h,Bear,NFLX,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,21,0.8453609811,72,0.9493488274,5069,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,NFLX,1h,Sideways,NFLX,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,20,0.8388748419,58,0.9378821442,5069,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,NFLX,1h,Crisis,NFLX,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,9,0.7008549516,0,0.0,5069,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,NKE,1h,Bull,NKE,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,25,0.8668077491,13,0.7719046276,5068,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,NKE,1h,Bear,NKE,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,143,0.9738394126,117,0.9682107543,5068,730,True,
yfinance,NKE,1h,Sideways,NKE,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,55,0.9347150989,50,0.9286524009,5068,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,NKE,1h,Crisis,NKE,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,29,0.8830302015,70,0.9479769376,5068,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,NVDA,1h,Bull,NVDA,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,199,0.9810617669,147,0.9745331366,5069,730,True,
yfinance,NVDA,1h,Bear,NVDA,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,32,0.8928208017,49,0.9273021808,5069,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,NVDA,1h,Sideways,NVDA,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,8,0.6755924351,25,0.8668077491,5069,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,NVDA,1h,Crisis,NVDA,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,13,0.7719046276,29,0.8830302015,5069,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,PFE,1h,Bull,PFE,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,48,0.9258998703,48,0.9258998703,5068,730,False,calibration_support_below_73|calibration_wilson95_below_0_95|heldout_time_support_below_73|heldout_time_wilson95_below_0_95
yfinance,PFE,1h,Bear,PFE,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,109,0.9659570262,74,0.9506502206,5068,730,True,
yfinance,PFE,1h,Sideways,PFE,exact_same_ticker_daily_parent_context_to_1h_session_date_v1,intraday_parent_day_context_not_intraday_micro_regime,74,0.9506502206,92,0.9599186107,5068,730,True,
