request_id,provider,instrument,timeframe,root,missing_or_rejected_reason,required_label_source,forbidden_proxy_sources,minimum_acceptance_note
mainregimev2-root-slot-0013,yfinance,GC=F,1m,Bull,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0014,yfinance,GC=F,1m,Bear,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0015,yfinance,GC=F,1m,Sideways,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0016,yfinance,GC=F,1m,Crisis,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0017,yfinance,GLD,1m,Bull,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0018,yfinance,GLD,1m,Bear,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0019,yfinance,GLD,1m,Sideways,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0020,yfinance,GLD,1m,Crisis,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0021,yfinance,NQ=F,1m,Bull,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0022,yfinance,NQ=F,1m,Bear,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0023,yfinance,NQ=F,1m,Sideways,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0024,yfinance,NQ=F,1m,Crisis,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0025,yfinance,QQQ,1m,Bull,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0026,yfinance,QQQ,1m,Bear,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0027,yfinance,QQQ,1m,Sideways,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0028,yfinance,QQQ,1m,Crisis,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0029,yfinance,SPY,1m,Bull,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0030,yfinance,SPY,1m,Bear,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0031,yfinance,SPY,1m,Sideways,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0032,yfinance,SPY,1m,Crisis,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0033,yfinance,USO,1m,Bull,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0034,yfinance,USO,1m,Bear,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0035,yfinance,USO,1m,Sideways,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0036,yfinance,USO,1m,Crisis,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0037,yfinance,YM=F,1m,Bull,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0038,yfinance,YM=F,1m,Bear,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0039,yfinance,YM=F,1m,Sideways,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0040,yfinance,YM=F,1m,Crisis,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0041,yfinance,^DJI,1m,Bull,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0042,yfinance,^DJI,1m,Bear,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0043,yfinance,^DJI,1m,Sideways,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0044,yfinance,^DJI,1m,Crisis,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0045,yfinance,^GSPC,1m,Bull,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0046,yfinance,^GSPC,1m,Bear,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0047,yfinance,^GSPC,1m,Sideways,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0048,yfinance,^GSPC,1m,Crisis,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0049,yfinance,^NDX,1m,Bull,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0050,yfinance,^NDX,1m,Bear,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0051,yfinance,^NDX,1m,Sideways,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0052,yfinance,^NDX,1m,Crisis,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0053,yfinance,^VIX,1m,Bull,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0054,yfinance,^VIX,1m,Bear,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0055,yfinance,^VIX,1m,Sideways,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0056,yfinance,^VIX,1m,Crisis,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0057,yfinance,CL=F,5m,Bull,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0058,yfinance,CL=F,5m,Bear,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0059,yfinance,CL=F,5m,Sideways,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0060,yfinance,CL=F,5m,Crisis,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0061,yfinance,DIA,5m,Bull,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0062,yfinance,DIA,5m,Bear,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0063,yfinance,DIA,5m,Sideways,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0064,yfinance,DIA,5m,Crisis,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0065,yfinance,ES=F,5m,Bull,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0066,yfinance,ES=F,5m,Bear,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0067,yfinance,ES=F,5m,Sideways,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0068,yfinance,ES=F,5m,Crisis,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0069,yfinance,GC=F,5m,Bull,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0070,yfinance,GC=F,5m,Bear,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0071,yfinance,GC=F,5m,Sideways,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0072,yfinance,GC=F,5m,Crisis,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0073,yfinance,GLD,5m,Bull,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0074,yfinance,GLD,5m,Bear,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0075,yfinance,GLD,5m,Sideways,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0076,yfinance,GLD,5m,Crisis,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0077,yfinance,NQ=F,5m,Bull,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0078,yfinance,NQ=F,5m,Bear,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0079,yfinance,NQ=F,5m,Sideways,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0080,yfinance,NQ=F,5m,Crisis,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0081,yfinance,QQQ,5m,Bull,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0082,yfinance,QQQ,5m,Bear,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0083,yfinance,QQQ,5m,Sideways,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0084,yfinance,QQQ,5m,Crisis,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0085,yfinance,SPY,5m,Bull,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0086,yfinance,SPY,5m,Bear,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0087,yfinance,SPY,5m,Sideways,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
mainregimev2-root-slot-0088,yfinance,SPY,5m,Crisis,missing_intraday_or_monthly_source_label,independent_exact_underlying_parent_root_label_panel,hmm_state_or_ohlcv_derived_proxy_or_strategy_prediction_or_future_return_label,Must provide source-backed Bull/Bear/Sideways/Crisis label windows for this exact provider/instrument/timeframe/root slot.
