provider,symbol,pair,market,timeframe,raw_csv,raw_committed,runtime_code_changed,thresholds_relaxed,trade_usable,returncode,stdout,stderr,status,reason,rows,first_ts,last_ts
kraken_public,ETH,PF_ETHUSD,futures,5m,/private/tmp/ict-regime-kraken-public-matrix-20260511T072600/PF_ETHUSD_5m.csv,False,False,False,False,0,"kraken futures PF_ETHUSD 5m: 2,000 rows (2026-04-10 00:00:00+00:00 -> 2026-04-16 22:35:00+00:00) -> /private/tmp/ict-regime-kraken-public-matrix-20260511T072600/PF_ETHUSD_5m.csv",,ok,,2000,2026-04-10 00:00:00+00:00,2026-04-16 22:35:00+00:00
kraken_public,ETH,PF_ETHUSD,futures,15m,/private/tmp/ict-regime-kraken-public-matrix-20260511T072600/PF_ETHUSD_15m.csv,False,False,False,False,0,"kraken futures PF_ETHUSD 15m: 2,000 rows (2026-04-01 00:00:00+00:00 -> 2026-04-21 19:45:00+00:00) -> /private/tmp/ict-regime-kraken-public-matrix-20260511T072600/PF_ETHUSD_15m.csv",,ok,,2000,2026-04-01 00:00:00+00:00,2026-04-21 19:45:00+00:00
kraken_public,ETH,PF_ETHUSD,futures,30m,/private/tmp/ict-regime-kraken-public-matrix-20260511T072600/PF_ETHUSD_30m.csv,False,False,False,False,0,"kraken futures PF_ETHUSD 30m: 1,873 rows (2026-04-01 00:00:00+00:00 -> 2026-05-10 00:00:00+00:00) -> /private/tmp/ict-regime-kraken-public-matrix-20260511T072600/PF_ETHUSD_30m.csv",,ok,,1873,2026-04-01 00:00:00+00:00,2026-05-10 00:00:00+00:00
kraken_public,ETH,PF_ETHUSD,futures,1h,/private/tmp/ict-regime-kraken-public-matrix-20260511T072600/PF_ETHUSD_1h.csv,False,False,False,False,0,kraken futures PF_ETHUSD 1h: 937 rows (2026-04-01 00:00:00+00:00 -> 2026-05-10 00:00:00+00:00) -> /private/tmp/ict-regime-kraken-public-matrix-20260511T072600/PF_ETHUSD_1h.csv,,ok,,937,2026-04-01 00:00:00+00:00,2026-05-10 00:00:00+00:00
kraken_public,ETH,PF_ETHUSD,futures,4h,/private/tmp/ict-regime-kraken-public-matrix-20260511T072600/PF_ETHUSD_4h.csv,False,False,False,False,0,"kraken futures PF_ETHUSD 4h: 2,000 rows (2025-05-10 00:00:00+00:00 -> 2026-04-08 04:00:00+00:00) -> /private/tmp/ict-regime-kraken-public-matrix-20260511T072600/PF_ETHUSD_4h.csv",,ok,,2000,2025-05-10 00:00:00+00:00,2026-04-08 04:00:00+00:00
kraken_public,ETH,PF_ETHUSD,futures,1d,/private/tmp/ict-regime-kraken-public-matrix-20260511T072600/PF_ETHUSD_1d.csv,False,False,False,False,0,kraken futures PF_ETHUSD 1d: 731 rows (2024-05-10 00:00:00+00:00 -> 2026-05-10 00:00:00+00:00) -> /private/tmp/ict-regime-kraken-public-matrix-20260511T072600/PF_ETHUSD_1d.csv,,ok,,731,2024-05-10 00:00:00+00:00,2026-05-10 00:00:00+00:00
kraken_public,ETH,PF_ETHUSD,futures,1w,/private/tmp/ict-regime-kraken-public-matrix-20260511T072600/PF_ETHUSD_1w.csv,False,False,False,False,0,kraken futures PF_ETHUSD 1w: 217 rows (2022-03-17 00:00:00+00:00 -> 2026-05-07 00:00:00+00:00) -> /private/tmp/ict-regime-kraken-public-matrix-20260511T072600/PF_ETHUSD_1w.csv,,ok,,217,2022-03-17 00:00:00+00:00,2026-05-07 00:00:00+00:00
kraken_public,ETH,PF_ETHUSD,futures,1mo,/private/tmp/ict-regime-kraken-public-matrix-20260511T072600/PF_ETHUSD_1mo.csv,False,False,False,False,,,,unsupported_timeframe,fetch_external kraken futures supports 1w max for this lane; board 1mo cell remains unsupported,0,,
kraken_public,SOL,PF_SOLUSD,futures,1m,/private/tmp/ict-regime-kraken-public-matrix-20260511T072600/PF_SOLUSD_1m.csv,False,False,False,False,0,"kraken futures PF_SOLUSD 1m: 2,000 rows (2026-05-03 00:00:00+00:00 -> 2026-05-04 09:19:00+00:00) -> /private/tmp/ict-regime-kraken-public-matrix-20260511T072600/PF_SOLUSD_1m.csv",,ok,,2000,2026-05-03 00:00:00+00:00,2026-05-04 09:19:00+00:00
kraken_public,SOL,PF_SOLUSD,futures,5m,/private/tmp/ict-regime-kraken-public-matrix-20260511T072600/PF_SOLUSD_5m.csv,False,False,False,False,0,"kraken futures PF_SOLUSD 5m: 2,000 rows (2026-04-10 00:00:00+00:00 -> 2026-04-16 22:35:00+00:00) -> /private/tmp/ict-regime-kraken-public-matrix-20260511T072600/PF_SOLUSD_5m.csv",,ok,,2000,2026-04-10 00:00:00+00:00,2026-04-16 22:35:00+00:00
kraken_public,SOL,PF_SOLUSD,futures,15m,/private/tmp/ict-regime-kraken-public-matrix-20260511T072600/PF_SOLUSD_15m.csv,False,False,False,False,0,"kraken futures PF_SOLUSD 15m: 2,000 rows (2026-04-01 00:00:00+00:00 -> 2026-04-21 19:45:00+00:00) -> /private/tmp/ict-regime-kraken-public-matrix-20260511T072600/PF_SOLUSD_15m.csv",,ok,,2000,2026-04-01 00:00:00+00:00,2026-04-21 19:45:00+00:00
kraken_public,SOL,PF_SOLUSD,futures,30m,/private/tmp/ict-regime-kraken-public-matrix-20260511T072600/PF_SOLUSD_30m.csv,False,False,False,False,0,"kraken futures PF_SOLUSD 30m: 1,873 rows (2026-04-01 00:00:00+00:00 -> 2026-05-10 00:00:00+00:00) -> /private/tmp/ict-regime-kraken-public-matrix-20260511T072600/PF_SOLUSD_30m.csv",,ok,,1873,2026-04-01 00:00:00+00:00,2026-05-10 00:00:00+00:00
kraken_public,SOL,PF_SOLUSD,futures,1h,/private/tmp/ict-regime-kraken-public-matrix-20260511T072600/PF_SOLUSD_1h.csv,False,False,False,False,0,kraken futures PF_SOLUSD 1h: 937 rows (2026-04-01 00:00:00+00:00 -> 2026-05-10 00:00:00+00:00) -> /private/tmp/ict-regime-kraken-public-matrix-20260511T072600/PF_SOLUSD_1h.csv,,ok,,937,2026-04-01 00:00:00+00:00,2026-05-10 00:00:00+00:00
kraken_public,SOL,PF_SOLUSD,futures,4h,/private/tmp/ict-regime-kraken-public-matrix-20260511T072600/PF_SOLUSD_4h.csv,False,False,False,False,0,"kraken futures PF_SOLUSD 4h: 2,000 rows (2025-05-10 00:00:00+00:00 -> 2026-04-08 04:00:00+00:00) -> /private/tmp/ict-regime-kraken-public-matrix-20260511T072600/PF_SOLUSD_4h.csv",,ok,,2000,2025-05-10 00:00:00+00:00,2026-04-08 04:00:00+00:00
kraken_public,SOL,PF_SOLUSD,futures,1d,/private/tmp/ict-regime-kraken-public-matrix-20260511T072600/PF_SOLUSD_1d.csv,False,False,False,False,0,kraken futures PF_SOLUSD 1d: 731 rows (2024-05-10 00:00:00+00:00 -> 2026-05-10 00:00:00+00:00) -> /private/tmp/ict-regime-kraken-public-matrix-20260511T072600/PF_SOLUSD_1d.csv,,ok,,731,2024-05-10 00:00:00+00:00,2026-05-10 00:00:00+00:00
kraken_public,SOL,PF_SOLUSD,futures,1w,/private/tmp/ict-regime-kraken-public-matrix-20260511T072600/PF_SOLUSD_1w.csv,False,False,False,False,0,kraken futures PF_SOLUSD 1w: 217 rows (2022-03-17 00:00:00+00:00 -> 2026-05-07 00:00:00+00:00) -> /private/tmp/ict-regime-kraken-public-matrix-20260511T072600/PF_SOLUSD_1w.csv,,ok,,217,2022-03-17 00:00:00+00:00,2026-05-07 00:00:00+00:00
kraken_public,SOL,PF_SOLUSD,futures,1mo,/private/tmp/ict-regime-kraken-public-matrix-20260511T072600/PF_SOLUSD_1mo.csv,False,False,False,False,,,,unsupported_timeframe,fetch_external kraken futures supports 1w max for this lane; board 1mo cell remains unsupported,0,,
