row_id,recipe_id,pair,open_date,close_date,open_session_date,source_regime_session_date,source_context_attachment_policy,parent_regime_root,parent_regime_confidence_floor,source_panel_mean_confidence,source_panel_ticker_count,manipulation_overlay_state,sub_regime_tags,sub_sub_regime_or_profit_factor,profit_factor_family,profit_factor_leaf,regime_profit_branch_path,regime_profit_branch_path_version,trade_or_bar_horizon,allowed_action,suppression_rule,year_fold,profit_ratio_net,profit_abs,stake_amount,fee_open,fee_close,exit_reason,is_open
11,CrashRebound,AVAX/USDT,2021-09-13T08:00:00+00:00,2021-09-15T09:00:00+00:00,2021-09-13,2021-09-13,source_panel_previous_session_context_asof,Bull,0.9797225384,0.595,20,not_consumed_no_direct_event_rows,BullPullback,OversoldDrawdownReboundSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> OversoldDrawdownReboundSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,none_after_rc_spa_pass,2021,0.052665644214939994,118.173996,2241.612,0.001,0.001,exit_signal,False
12,CrashRebound,BNB/USDT,2021-09-17T12:00:00+00:00,2021-09-18T06:00:00+00:00,2021-09-17,2021-09-17,source_panel_previous_session_context_asof,Bull,0.9797225384,0.6382631578947368,19,not_consumed_no_direct_event_rows,BullPullback,OversoldDrawdownReboundSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> OversoldDrawdownReboundSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,none_after_rc_spa_pass,2021,0.02418150616238383,56.9997155,2354.8067,0.001,0.001,exit_signal,False
13,CrashRebound,SOL/USDT,2021-09-16T21:00:00+00:00,2021-09-18T07:00:00+00:00,2021-09-16,2021-09-16,source_panel_previous_session_context_asof,Bull,0.9797225384,0.6743333333333333,21,not_consumed_no_direct_event_rows,BullPullback,OversoldDrawdownReboundSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> OversoldDrawdownReboundSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,none_after_rc_spa_pass,2021,0.047232004111685606,163.21899776,3452.23424,0.001,0.001,exit_signal,False
14,CrashRebound,BNB/USDT,2021-09-19T12:00:00+00:00,2021-09-19T16:00:00+00:00,2021-09-19,2021-09-17,source_panel_previous_session_context_asof,Bull,0.9797225384,0.6382631578947368,19,not_consumed_no_direct_event_rows,BullPullback,OversoldDrawdownReboundSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> OversoldDrawdownReboundSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,none_after_rc_spa_pass,2021,0.020207234051486216,50.024748,2473.113,0.001,0.001,exit_signal,False
15,CrashRebound,AVAX/USDT,2021-09-20T12:00:00+00:00,2021-09-21T14:00:00+00:00,2021-09-20,2021-09-20,source_panel_previous_session_context_asof,Sideways,0.9529358324,0.6912499999999999,20,not_consumed_no_direct_event_rows,RangeStress,MeanReversionReboundSetup,counter_trend_drawdown_rebound,CrashRebound,Sideways -> RangeStress -> MeanReversionReboundSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,suppress_if_fold_depth_or_specificity_fails,2021,0.07145521034871424,169.8397455,2374.4955,0.001,0.001,exit_signal,False
16,CrashRebound,BNB/USDT,2021-09-20T03:00:00+00:00,2021-09-22T14:00:00+00:00,2021-09-20,2021-09-20,source_panel_previous_session_context_asof,Sideways,0.9529358324,0.6912499999999999,20,not_consumed_no_direct_event_rows,RangeStress,MeanReversionReboundSetup,counter_trend_drawdown_rebound,CrashRebound,Sideways -> RangeStress -> MeanReversionReboundSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,suppress_if_fold_depth_or_specificity_fails,2021,-0.08178750183826326,-222.0214895,2711.902,0.001,0.001,exit_signal,False
17,CrashRebound,SOL/USDT,2021-09-20T01:00:00+00:00,2021-09-22T15:00:00+00:00,2021-09-20,2021-09-20,source_panel_previous_session_context_asof,Sideways,0.9529358324,0.6912499999999999,20,not_consumed_no_direct_event_rows,RangeStress,MeanReversionReboundSetup,counter_trend_drawdown_rebound,CrashRebound,Sideways -> RangeStress -> MeanReversionReboundSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,suppress_if_fold_depth_or_specificity_fails,2021,-0.0855662840779494,-298.55837127,3485.72004,0.001,0.001,exit_signal,False
18,CrashRebound,SOL/USDT,2021-09-24T10:00:00+00:00,2021-09-26T13:00:00+00:00,2021-09-24,2021-09-24,source_panel_previous_session_context_asof,Bull,0.9797225384,0.588,18,not_consumed_no_direct_event_rows,BullPullback,OversoldDrawdownReboundSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> OversoldDrawdownReboundSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,none_after_rc_spa_pass,2021,0.02247413464526083,93.03220014,4135.38774,0.001,0.001,exit_signal,False
19,CrashRebound,BNB/USDT,2021-09-24T10:00:00+00:00,2021-09-26T16:00:00+00:00,2021-09-24,2021-09-24,source_panel_previous_session_context_asof,Bull,0.9797225384,0.588,18,not_consumed_no_direct_event_rows,BullPullback,OversoldDrawdownReboundSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> OversoldDrawdownReboundSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,none_after_rc_spa_pass,2021,0.005186003170454654,18.7555687,3612.9619,0.001,0.001,exit_signal,False
20,CrashRebound,AVAX/USDT,2021-09-26T08:00:00+00:00,2021-09-26T16:00:00+00:00,2021-09-26,2021-09-24,source_panel_previous_session_context_asof,Bull,0.9797225384,0.588,18,not_consumed_no_direct_event_rows,BullPullback,OversoldDrawdownReboundSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> OversoldDrawdownReboundSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,none_after_rc_spa_pass,2021,0.1104417590989973,255.3933055,2310.1603,0.001,0.001,exit_signal,False
21,CrashRebound,SOL/USDT,2021-09-28T16:00:00+00:00,2021-09-29T04:00:00+00:00,2021-09-28,2021-09-28,source_panel_previous_session_context_asof,Sideways,0.9529358324,0.7071428571428572,14,not_consumed_no_direct_event_rows,RangeStress,MeanReversionReboundSetup,counter_trend_drawdown_rebound,CrashRebound,Sideways -> RangeStress -> MeanReversionReboundSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,suppress_if_fold_depth_or_specificity_fails,2021,0.0623719405067668,279.01812194,4468.98686,0.001,0.001,exit_signal,False
22,CrashRebound,AVAX/USDT,2021-09-28T18:00:00+00:00,2021-09-29T16:00:00+00:00,2021-09-28,2021-09-28,source_panel_previous_session_context_asof,Sideways,0.9529358324,0.7071428571428572,14,not_consumed_no_direct_event_rows,RangeStress,MeanReversionReboundSetup,counter_trend_drawdown_rebound,CrashRebound,Sideways -> RangeStress -> MeanReversionReboundSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,suppress_if_fold_depth_or_specificity_fails,2021,0.07598838311408367,186.5411394,2452.4115,0.001,0.001,exit_signal,False
23,CrashRebound,SOL/USDT,2021-10-06T08:00:00+00:00,2021-10-07T14:00:00+00:00,2021-10-06,2021-10-06,source_panel_previous_session_context_asof,Sideways,0.9529358324,0.778125,16,not_consumed_no_direct_event_rows,RangeStress,MeanReversionReboundSetup,counter_trend_drawdown_rebound,CrashRebound,Sideways -> RangeStress -> MeanReversionReboundSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,suppress_if_fold_depth_or_specificity_fails,2021,0.02264323248098019,74.01156689,3265.33013,0.001,0.001,exit_signal,False
24,CrashRebound,AVAX/USDT,2021-10-05T16:00:00+00:00,2021-10-07T22:00:00+00:00,2021-10-05,2021-10-05,source_panel_previous_session_context_asof,Sideways,0.9529358324,0.7339285714285715,14,not_consumed_no_direct_event_rows,RangeStress,MeanReversionReboundSetup,counter_trend_drawdown_rebound,CrashRebound,Sideways -> RangeStress -> MeanReversionReboundSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,suppress_if_fold_depth_or_specificity_fails,2021,-0.031650946129801655,-75.4741085,2382.1945,0.001,0.001,exit_signal,False
25,CrashRebound,SOL/USDT,2021-10-10T02:00:00+00:00,2021-10-12T17:00:00+00:00,2021-10-10,2021-10-08,source_panel_previous_session_context_asof,Sideways,0.9529358324,0.7933333333333333,15,not_consumed_no_direct_event_rows,RangeStress,MeanReversionReboundSetup,counter_trend_drawdown_rebound,CrashRebound,Sideways -> RangeStress -> MeanReversionReboundSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,suppress_if_fold_depth_or_specificity_fails,2021,-0.029667956514686098,-77.23401504,2600.6799,0.001,0.001,exit_signal,False
26,CrashRebound,AVAX/USDT,2021-10-10T18:00:00+00:00,2021-10-13T01:00:00+00:00,2021-10-10,2021-10-08,source_panel_previous_session_context_asof,Sideways,0.9529358324,0.7933333333333333,15,not_consumed_no_direct_event_rows,RangeStress,MeanReversionReboundSetup,counter_trend_drawdown_rebound,CrashRebound,Sideways -> RangeStress -> MeanReversionReboundSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,suppress_if_fold_depth_or_specificity_fails,2021,-0.044152793771114376,-135.5073741,3065.9895,0.001,0.001,exit_signal,False
27,CrashRebound,AVAX/USDT,2021-10-17T16:00:00+00:00,2021-10-19T04:00:00+00:00,2021-10-17,2021-10-15,source_panel_previous_session_context_asof,Bull,0.9797225384,0.6107368421052631,19,not_consumed_no_direct_event_rows,BullPullback,OversoldDrawdownReboundSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> OversoldDrawdownReboundSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,none_after_rc_spa_pass,2021,-0.0012893195921777495,-4.375813,3390.5027,0.001,0.001,exit_signal,False
28,CrashRebound,BNB/USDT,2021-11-18T17:00:00+00:00,2021-11-19T10:00:00+00:00,2021-11-18,2021-11-18,source_panel_previous_session_context_asof,Bull,0.9797225384,0.6833181818181818,22,not_consumed_no_direct_event_rows,BullPullback,OversoldDrawdownReboundSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> OversoldDrawdownReboundSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,none_after_rc_spa_pass,2021,0.05800963410884493,137.0883696,2360.8392,0.001,0.001,exit_signal,False
29,CrashRebound,SOL/USDT,2021-11-18T14:00:00+00:00,2021-11-19T14:00:00+00:00,2021-11-18,2021-11-18,source_panel_previous_session_context_asof,Bull,0.9797225384,0.6833181818181818,22,not_consumed_no_direct_event_rows,BullPullback,OversoldDrawdownReboundSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> OversoldDrawdownReboundSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,none_after_rc_spa_pass,2021,0.01456230445981544,35.5638276,2439.7443,0.001,0.001,exit_signal,False
30,CrashRebound,AVAX/USDT,2021-11-24T11:00:00+00:00,2021-11-25T03:00:00+00:00,2021-11-24,2021-11-24,source_panel_previous_session_context_asof,Bull,0.9797225384,0.6024166666666667,24,not_consumed_no_direct_event_rows,BullPullback,OversoldDrawdownReboundSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> OversoldDrawdownReboundSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,none_after_rc_spa_pass,2021,0.05572847619566195,133.78014,2398.1724,0.001,0.001,exit_signal,False
31,CrashRebound,SOL/USDT,2021-11-24T18:00:00+00:00,2021-11-25T13:00:00+00:00,2021-11-24,2021-11-24,source_panel_previous_session_context_asof,Bull,0.9797225384,0.6024166666666667,24,not_consumed_no_direct_event_rows,BullPullback,OversoldDrawdownReboundSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> OversoldDrawdownReboundSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,none_after_rc_spa_pass,2021,0.04582160282517933,115.115152,2509.73656,0.001,0.001,exit_signal,False
32,CrashRebound,AVAX/USDT,2021-11-26T08:00:00+00:00,2021-11-27T18:00:00+00:00,2021-11-26,2021-11-26,source_panel_previous_session_context_asof,Bull,0.9797225384,0.5214705882352941,17,not_consumed_no_direct_event_rows,BullPullback,OversoldDrawdownReboundSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> OversoldDrawdownReboundSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,none_after_rc_spa_pass,2021,0.02243635899273263,62.5096482,2783.3037,0.001,0.001,exit_signal,False
33,CrashRebound,SOL/USDT,2021-11-26T08:00:00+00:00,2021-11-28T22:00:00+00:00,2021-11-26,2021-11-26,source_panel_previous_session_context_asof,Bull,0.9797225384,0.5214705882352941,17,not_consumed_no_direct_event_rows,BullPullback,OversoldDrawdownReboundSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> OversoldDrawdownReboundSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,none_after_rc_spa_pass,2021,-0.016917227297162732,-45.52618088,2688.4252,0.001,0.001,exit_signal,False
34,CrashRebound,AVAX/USDT,2021-12-02T16:00:00+00:00,2021-12-06T16:00:00+00:00,2021-12-02,2021-12-02,source_panel_previous_session_context_asof,Bear,0.963920242,0.4873529411764706,17,not_consumed_no_direct_event_rows,BearMarketDrawdown,CapitulationBounceSetup,counter_trend_drawdown_rebound,CrashRebound,Bear -> BearMarketDrawdown -> CapitulationBounceSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,suppress_if_cost_stress_or_tail_loss_fails,2021,-0.2248821525758302,-635.2743376,2822.099,0.001,0.001,exit_signal,False
35,CrashRebound,SOL/USDT,2021-12-04T05:00:00+00:00,2021-12-06T22:00:00+00:00,2021-12-04,2021-12-03,source_panel_previous_session_context_asof,Bear,0.963920242,0.5136875,16,not_consumed_no_direct_event_rows,BearMarketDrawdown,CapitulationBounceSetup,counter_trend_drawdown_rebound,CrashRebound,Bear -> BearMarketDrawdown -> CapitulationBounceSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,suppress_if_cost_stress_or_tail_loss_fails,2021,-0.004480079505986242,-13.80677504,3078.736,0.001,0.001,exit_signal,False
36,CrashRebound,SOL/USDT,2021-12-08T11:00:00+00:00,2021-12-08T15:00:00+00:00,2021-12-08,2021-12-08,source_panel_previous_session_context_asof,Bull,0.9797225384,0.48089473684210526,19,not_consumed_no_direct_event_rows,BullPullback,OversoldDrawdownReboundSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> OversoldDrawdownReboundSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,none_after_rc_spa_pass,2021,0.047058435002042195,143.40220416,3044.27772,0.001,0.001,exit_signal,False
37,CrashRebound,AVAX/USDT,2021-12-09T19:00:00+00:00,2021-12-10T03:00:00+00:00,2021-12-09,2021-12-09,source_panel_previous_session_context_asof,Bull,0.9797225384,0.533578947368421,19,not_consumed_no_direct_event_rows,BullPullback,OversoldDrawdownReboundSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> OversoldDrawdownReboundSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,none_after_rc_spa_pass,2021,0.06933872502378687,318.1110933,4583.2008,0.001,0.001,exit_signal,False
38,CrashRebound,AVAX/USDT,2021-12-11T00:00:00+00:00,2021-12-11T17:00:00+00:00,2021-12-11,2021-12-10,source_panel_previous_session_context_asof,Bull,0.9797225384,0.5769,20,not_consumed_no_direct_event_rows,BullPullback,OversoldDrawdownReboundSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> OversoldDrawdownReboundSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,none_after_rc_spa_pass,2021,0.06761564115417908,318.741878,4709.3165,0.001,0.001,exit_signal,False
39,CrashRebound,SOL/USDT,2021-12-09T17:00:00+00:00,2021-12-12T14:00:00+00:00,2021-12-09,2021-12-09,source_panel_previous_session_context_asof,Bull,0.9797225384,0.533578947368421,19,not_consumed_no_direct_event_rows,BullPullback,OversoldDrawdownReboundSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> OversoldDrawdownReboundSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,none_after_rc_spa_pass,2021,-0.06987821189584167,-207.4806684,2966.2092,0.001,0.001,exit_signal,False
40,CrashRebound,SOL/USDT,2021-12-13T08:00:00+00:00,2021-12-14T22:00:00+00:00,2021-12-13,2021-12-13,source_panel_previous_session_context_asof,Sideways,0.9529358324,0.6647058823529413,17,not_consumed_no_direct_event_rows,RangeStress,MeanReversionReboundSetup,counter_trend_drawdown_rebound,CrashRebound,Sideways -> RangeStress -> MeanReversionReboundSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,suppress_if_fold_depth_or_specificity_fails,2021,-0.02401498799816796,-95.3991836,3968.51665,0.001,0.001,exit_signal,False
41,CrashRebound,AVAX/USDT,2021-12-13T15:00:00+00:00,2021-12-14T22:00:00+00:00,2021-12-13,2021-12-13,source_panel_previous_session_context_asof,Sideways,0.9529358324,0.6647058823529413,17,not_consumed_no_direct_event_rows,RangeStress,MeanReversionReboundSetup,counter_trend_drawdown_rebound,CrashRebound,Sideways -> RangeStress -> MeanReversionReboundSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,suppress_if_fold_depth_or_specificity_fails,2021,0.01927770832451058,91.7291648,4753.5488,0.001,0.001,exit_signal,False
42,CrashRebound,BNB/USDT,2021-12-13T16:00:00+00:00,2021-12-15T08:00:00+00:00,2021-12-13,2021-12-13,source_panel_previous_session_context_asof,Sideways,0.9529358324,0.6647058823529413,17,not_consumed_no_direct_event_rows,RangeStress,MeanReversionReboundSetup,counter_trend_drawdown_rebound,CrashRebound,Sideways -> RangeStress -> MeanReversionReboundSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,suppress_if_fold_depth_or_specificity_fails,2021,0.008617024001639387,20.8404846,2416.1085,0.001,0.001,exit_signal,False
43,CrashRebound,BNB/USDT,2021-12-15T16:00:00+00:00,2021-12-15T20:00:00+00:00,2021-12-15,2021-12-15,source_panel_previous_session_context_asof,Bull,0.9797225384,0.6074,15,not_consumed_no_direct_event_rows,BullPullback,OversoldDrawdownReboundSetup,counter_trend_drawdown_rebound,CrashRebound,Bull -> BullPullback -> OversoldDrawdownReboundSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,none_after_rc_spa_pass,2021,0.06730217653417017,189.2429811,2809.0314,0.001,0.001,exit_signal,False
44,CrashRebound,SOL/USDT,2021-12-17T15:00:00+00:00,2021-12-17T17:00:00+00:00,2021-12-17,2021-12-17,source_panel_previous_session_context_asof,Sideways,0.9529358324,0.7078125,16,not_consumed_no_direct_event_rows,RangeStress,MeanReversionReboundSetup,counter_trend_drawdown_rebound,CrashRebound,Sideways -> RangeStress -> MeanReversionReboundSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,suppress_if_fold_depth_or_specificity_fails,2021,0.05354735581701742,193.45558483,3609.18517,0.001,0.001,exit_signal,False
45,CrashRebound,AVAX/USDT,2021-12-20T03:00:00+00:00,2021-12-20T19:00:00+00:00,2021-12-20,2021-12-20,source_panel_previous_session_context_asof,Bear,0.963920242,0.4519375,16,not_consumed_no_direct_event_rows,BearMarketDrawdown,CapitulationBounceSetup,counter_trend_drawdown_rebound,CrashRebound,Bear -> BearMarketDrawdown -> CapitulationBounceSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,suppress_if_cost_stress_or_tail_loss_fails,2021,0.037398053830200395,128.5934576,3435.0716,0.001,0.001,exit_signal,False
46,CrashRebound,BNB/USDT,2021-12-20T10:00:00+00:00,2021-12-21T04:00:00+00:00,2021-12-20,2021-12-20,source_panel_previous_session_context_asof,Bear,0.963920242,0.4519375,16,not_consumed_no_direct_event_rows,BearMarketDrawdown,CapitulationBounceSetup,counter_trend_drawdown_rebound,CrashRebound,Bear -> BearMarketDrawdown -> CapitulationBounceSetup -> CrashRebound,board-b-branch-rc-spa/v1,1h_trade,research_only_until_rc_spa_passes,suppress_if_cost_stress_or_tail_loss_fails,2021,0.03121662988538478,85.7286794,2743.5068,0.001,0.001,exit_signal,False
