schema_version,run_id,recipe_id,parent_regime_root,manipulation_overlay_state,sub_regime_tags,sub_sub_regime_or_profit_factor,profit_factor_family,profit_factor_leaf,regime_profit_branch_path,regime_profit_branch_path_version,trade_or_bar_horizon,allowed_action,suppression_rule,positive_rows,control_rows,monthly_folds,positive_mean_net,control_mean_net,positive_minus_control_net,positive_lcb_5pct,positive_minus_control_lcb_5pct,fold_positive_rate_absolute,fold_positive_rate_vs_control,roundtrip_cost,gate_result
board-b-manipulation-action-surface/v1,20260511T203620+0800-codex-board-b-manipulation-action-surface-v1,ManipulationActionSurfaceV1,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderExitActionSurface,direct_manipulation_action_surface,ManipulationActionSurfaceV1:event_long:48h,Manipulation(scoped) -> TelegramPumpEvent -> ProviderExitLong -> ManipulationActionSurfaceV1:event_long,board-b-manipulation-action-surface/v1,48h,event_long,suppress_or_abstain_if_no_tradeable_action_surface,13448,7088,12,0.0025270785336439774,0.020705694400329804,-0.018178615866685826,0.0011778126784598138,-0.0207219536549422,0.4166666666666667,0.25,0.0015,fail:reject_absolute_fold_positive_rate_lt60pct|reject_no_regime_specificity_vs_controls|reject_specificity_lcb_nonpositive|reject_specificity_fold_rate_lt60pct
board-b-manipulation-action-surface/v1,20260511T203620+0800-codex-board-b-manipulation-action-surface-v1,ManipulationActionSurfaceV1,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderExitActionSurface,direct_manipulation_action_surface,ManipulationActionSurfaceV1:event_short:1h,Manipulation(scoped) -> TelegramPumpEvent -> ProviderExitShort -> ManipulationActionSurfaceV1:event_short,board-b-manipulation-action-surface/v1,1h,event_short,suppress_or_abstain_if_no_tradeable_action_surface,13534,7142,12,-0.002060605706653442,-0.001646141127525332,-0.00041446457912811007,-0.0023907652077647555,-0.0009054337661520029,0.0,0.25,0.0015,fail:reject_no_positive_absolute_edge_after_cost|reject_absolute_lcb_nonpositive|reject_absolute_fold_positive_rate_lt60pct|reject_no_regime_specificity_vs_controls|reject_specificity_lcb_nonpositive|reject_specificity_fold_rate_lt60pct
board-b-manipulation-action-surface/v1,20260511T203620+0800-codex-board-b-manipulation-action-surface-v1,ManipulationActionSurfaceV1,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderExitActionSurface,direct_manipulation_action_surface,ManipulationActionSurfaceV1:event_short:2h,Manipulation(scoped) -> TelegramPumpEvent -> ProviderExitShort -> ManipulationActionSurfaceV1:event_short,board-b-manipulation-action-surface/v1,2h,event_short,suppress_or_abstain_if_no_tradeable_action_surface,13531,7130,12,-0.002132432018974366,-0.0016950353952554361,-0.00043739662371892985,-0.002505089805285095,-0.0009975556460292167,0.08333333333333333,0.3333333333333333,0.0015,fail:reject_no_positive_absolute_edge_after_cost|reject_absolute_lcb_nonpositive|reject_absolute_fold_positive_rate_lt60pct|reject_no_regime_specificity_vs_controls|reject_specificity_lcb_nonpositive|reject_specificity_fold_rate_lt60pct
board-b-manipulation-action-surface/v1,20260511T203620+0800-codex-board-b-manipulation-action-surface-v1,ManipulationActionSurfaceV1,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderExitActionSurface,direct_manipulation_action_surface,ManipulationActionSurfaceV1:event_short:3h,Manipulation(scoped) -> TelegramPumpEvent -> ProviderExitShort -> ManipulationActionSurfaceV1:event_short,board-b-manipulation-action-surface/v1,3h,event_short,suppress_or_abstain_if_no_tradeable_action_surface,13516,7130,12,-0.00229354571663212,-0.002251845510801525,-4.170020583059517e-05,-0.0027133162957076514,-0.0006697843354907302,0.25,0.4166666666666667,0.0015,fail:reject_no_positive_absolute_edge_after_cost|reject_absolute_lcb_nonpositive|reject_absolute_fold_positive_rate_lt60pct|reject_no_regime_specificity_vs_controls|reject_specificity_lcb_nonpositive|reject_specificity_fold_rate_lt60pct
board-b-manipulation-action-surface/v1,20260511T203620+0800-codex-board-b-manipulation-action-surface-v1,ManipulationActionSurfaceV1,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderExitActionSurface,direct_manipulation_action_surface,ManipulationActionSurfaceV1:event_short:4h,Manipulation(scoped) -> TelegramPumpEvent -> ProviderExitShort -> ManipulationActionSurfaceV1:event_short,board-b-manipulation-action-surface/v1,4h,event_short,suppress_or_abstain_if_no_tradeable_action_surface,13506,7116,12,-0.001865827027751927,-0.0026143212164644342,0.0007484941887125071,-0.002321296947688149,6.52395590816161e-05,0.25,0.5,0.0015,fail:reject_no_positive_absolute_edge_after_cost|reject_absolute_lcb_nonpositive|reject_absolute_fold_positive_rate_lt60pct|reject_specificity_fold_rate_lt60pct
board-b-manipulation-action-surface/v1,20260511T203620+0800-codex-board-b-manipulation-action-surface-v1,ManipulationActionSurfaceV1,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderExitActionSurface,direct_manipulation_action_surface,ManipulationActionSurfaceV1:event_short:6h,Manipulation(scoped) -> TelegramPumpEvent -> ProviderExitShort -> ManipulationActionSurfaceV1:event_short,board-b-manipulation-action-surface/v1,6h,event_short,suppress_or_abstain_if_no_tradeable_action_surface,13458,7102,12,-0.0024542439162348667,-0.003308770298548945,0.0008545263823140784,-0.002976809228529307,7.679073759268699e-05,0.3333333333333333,0.5833333333333334,0.0015,fail:reject_no_positive_absolute_edge_after_cost|reject_absolute_lcb_nonpositive|reject_absolute_fold_positive_rate_lt60pct|reject_specificity_fold_rate_lt60pct
board-b-manipulation-action-surface/v1,20260511T203620+0800-codex-board-b-manipulation-action-surface-v1,ManipulationActionSurfaceV1,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderExitActionSurface,direct_manipulation_action_surface,ManipulationActionSurfaceV1:event_short:8h,Manipulation(scoped) -> TelegramPumpEvent -> ProviderExitShort -> ManipulationActionSurfaceV1:event_short,board-b-manipulation-action-surface/v1,8h,event_short,suppress_or_abstain_if_no_tradeable_action_surface,13469,7102,12,-0.002556473663414381,-0.003906763116600734,0.0013502894531863532,-0.003145131524682025,0.0004617758239521899,0.3333333333333333,0.5833333333333334,0.0015,fail:reject_no_positive_absolute_edge_after_cost|reject_absolute_lcb_nonpositive|reject_absolute_fold_positive_rate_lt60pct|reject_specificity_fold_rate_lt60pct
board-b-manipulation-action-surface/v1,20260511T203620+0800-codex-board-b-manipulation-action-surface-v1,ManipulationActionSurfaceV1,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderExitActionSurface,direct_manipulation_action_surface,ManipulationActionSurfaceV1:event_short:12h,Manipulation(scoped) -> TelegramPumpEvent -> ProviderExitShort -> ManipulationActionSurfaceV1:event_short,board-b-manipulation-action-surface/v1,12h,event_short,suppress_or_abstain_if_no_tradeable_action_surface,13440,7100,12,-0.0028784142504731888,-0.0052672877514185,0.0023888735009453114,-0.0035742221163255557,0.0013238242009576992,0.3333333333333333,0.6666666666666666,0.0015,fail:reject_no_positive_absolute_edge_after_cost|reject_absolute_lcb_nonpositive|reject_absolute_fold_positive_rate_lt60pct
board-b-manipulation-action-surface/v1,20260511T203620+0800-codex-board-b-manipulation-action-surface-v1,ManipulationActionSurfaceV1,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderExitActionSurface,direct_manipulation_action_surface,ManipulationActionSurfaceV1:event_short:18h,Manipulation(scoped) -> TelegramPumpEvent -> ProviderExitShort -> ManipulationActionSurfaceV1:event_short,board-b-manipulation-action-surface/v1,18h,event_short,suppress_or_abstain_if_no_tradeable_action_surface,13402,7060,12,-0.003653713183290922,-0.007343378264528791,0.0036896650812378684,-0.004538883172785101,0.0022888389430970966,0.3333333333333333,0.5833333333333334,0.0015,fail:reject_no_positive_absolute_edge_after_cost|reject_absolute_lcb_nonpositive|reject_absolute_fold_positive_rate_lt60pct|reject_specificity_fold_rate_lt60pct
board-b-manipulation-action-surface/v1,20260511T203620+0800-codex-board-b-manipulation-action-surface-v1,ManipulationActionSurfaceV1,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderExitActionSurface,direct_manipulation_action_surface,ManipulationActionSurfaceV1:event_short:24h,Manipulation(scoped) -> TelegramPumpEvent -> ProviderExitShort -> ManipulationActionSurfaceV1:event_short,board-b-manipulation-action-surface/v1,24h,event_short,suppress_or_abstain_if_no_tradeable_action_surface,13448,7085,12,-0.0039139870740262294,-0.009982392896238174,0.006068405822211944,-0.004939526315428225,0.004368621891288285,0.3333333333333333,0.5833333333333334,0.0015,fail:reject_no_positive_absolute_edge_after_cost|reject_absolute_lcb_nonpositive|reject_absolute_fold_positive_rate_lt60pct|reject_specificity_fold_rate_lt60pct
board-b-manipulation-action-surface/v1,20260511T203620+0800-codex-board-b-manipulation-action-surface-v1,ManipulationActionSurfaceV1,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderExitActionSurface,direct_manipulation_action_surface,ManipulationActionSurfaceV1:event_short:36h,Manipulation(scoped) -> TelegramPumpEvent -> ProviderExitShort -> ManipulationActionSurfaceV1:event_short,board-b-manipulation-action-surface/v1,36h,event_short,suppress_or_abstain_if_no_tradeable_action_surface,13389,7121,12,-0.00503656710750353,-0.01706642143508751,0.01202985432758398,-0.006234332956757917,0.00984465040081653,0.5,0.75,0.0015,fail:reject_no_positive_absolute_edge_after_cost|reject_absolute_lcb_nonpositive|reject_absolute_fold_positive_rate_lt60pct
board-b-manipulation-action-surface/v1,20260511T203620+0800-codex-board-b-manipulation-action-surface-v1,ManipulationActionSurfaceV1,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderExitActionSurface,direct_manipulation_action_surface,ManipulationActionSurfaceV1:event_short:48h,Manipulation(scoped) -> TelegramPumpEvent -> ProviderExitShort -> ManipulationActionSurfaceV1:event_short,board-b-manipulation-action-surface/v1,48h,event_short,suppress_or_abstain_if_no_tradeable_action_surface,13448,7088,12,-0.005527078533643979,-0.023705694400329807,0.01817861586668583,-0.006876344388828143,0.015635278078429456,0.5833333333333334,0.75,0.0015,fail:reject_no_positive_absolute_edge_after_cost|reject_absolute_lcb_nonpositive|reject_absolute_fold_positive_rate_lt60pct
board-b-manipulation-action-surface/v1,20260511T203620+0800-codex-board-b-manipulation-action-surface-v1,ManipulationActionSurfaceV1,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderExitActionSurface,direct_manipulation_action_surface,ManipulationActionSurfaceV1:cooldown_relative:1h,Manipulation(scoped) -> TelegramPumpEvent -> CooldownRelativeUnderperformance -> diagnostic_not_tradeable,board-b-manipulation-action-surface/v1,1h,cooldown_relative,suppress_or_abstain_if_no_tradeable_action_surface,13534,7142,12,0.0005606057066534418,0.0001461411275253318,0.00041446457912810996,0.00023044620554212806,-7.650460789578289e-05,0.6666666666666666,0.75,0.0,fail:diagnostic_only:not_tradeable_profit_row|reject_specificity_lcb_nonpositive
board-b-manipulation-action-surface/v1,20260511T203620+0800-codex-board-b-manipulation-action-surface-v1,ManipulationActionSurfaceV1,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderExitActionSurface,direct_manipulation_action_surface,ManipulationActionSurfaceV1:cooldown_relative:2h,Manipulation(scoped) -> TelegramPumpEvent -> CooldownRelativeUnderperformance -> diagnostic_not_tradeable,board-b-manipulation-action-surface/v1,2h,cooldown_relative,suppress_or_abstain_if_no_tradeable_action_surface,13531,7130,12,0.0006324320189743656,0.00019503539525543592,0.00043739662371892975,0.00025977423266363683,-0.00012276239859135708,0.6666666666666666,0.6666666666666666,0.0,fail:diagnostic_only:not_tradeable_profit_row|reject_specificity_lcb_nonpositive
board-b-manipulation-action-surface/v1,20260511T203620+0800-codex-board-b-manipulation-action-surface-v1,ManipulationActionSurfaceV1,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderExitActionSurface,direct_manipulation_action_surface,ManipulationActionSurfaceV1:cooldown_relative:3h,Manipulation(scoped) -> TelegramPumpEvent -> CooldownRelativeUnderperformance -> diagnostic_not_tradeable,board-b-manipulation-action-surface/v1,3h,cooldown_relative,suppress_or_abstain_if_no_tradeable_action_surface,13516,7130,12,0.00079354571663212,0.0007518455108015247,4.170020583059528e-05,0.00037377513755658864,-0.0005863839238295398,0.6666666666666666,0.5833333333333334,0.0,fail:diagnostic_only:not_tradeable_profit_row|reject_specificity_lcb_nonpositive|reject_specificity_fold_rate_lt60pct
board-b-manipulation-action-surface/v1,20260511T203620+0800-codex-board-b-manipulation-action-surface-v1,ManipulationActionSurfaceV1,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderExitActionSurface,direct_manipulation_action_surface,ManipulationActionSurfaceV1:cooldown_relative:4h,Manipulation(scoped) -> TelegramPumpEvent -> CooldownRelativeUnderperformance -> diagnostic_not_tradeable,board-b-manipulation-action-surface/v1,4h,cooldown_relative,suppress_or_abstain_if_no_tradeable_action_surface,13506,7116,12,0.00036582702775192667,0.0011143212164644338,-0.0007484941887125071,-8.964289218429494e-05,-0.0014317488183433983,0.5833333333333334,0.5,0.0,fail:diagnostic_only:not_tradeable_profit_row|reject_no_regime_specificity_vs_controls|reject_specificity_lcb_nonpositive|reject_specificity_fold_rate_lt60pct
board-b-manipulation-action-surface/v1,20260511T203620+0800-codex-board-b-manipulation-action-surface-v1,ManipulationActionSurfaceV1,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderExitActionSurface,direct_manipulation_action_surface,ManipulationActionSurfaceV1:cooldown_relative:6h,Manipulation(scoped) -> TelegramPumpEvent -> CooldownRelativeUnderperformance -> diagnostic_not_tradeable,board-b-manipulation-action-surface/v1,6h,cooldown_relative,suppress_or_abstain_if_no_tradeable_action_surface,13458,7102,12,0.000954243916234866,0.0018087702985489446,-0.0008545263823140786,0.0004316786039404257,-0.00163226202703547,0.5833333333333334,0.4166666666666667,0.0,fail:diagnostic_only:not_tradeable_profit_row|reject_no_regime_specificity_vs_controls|reject_specificity_lcb_nonpositive|reject_specificity_fold_rate_lt60pct
board-b-manipulation-action-surface/v1,20260511T203620+0800-codex-board-b-manipulation-action-surface-v1,ManipulationActionSurfaceV1,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderExitActionSurface,direct_manipulation_action_surface,ManipulationActionSurfaceV1:cooldown_relative:8h,Manipulation(scoped) -> TelegramPumpEvent -> CooldownRelativeUnderperformance -> diagnostic_not_tradeable,board-b-manipulation-action-surface/v1,8h,cooldown_relative,suppress_or_abstain_if_no_tradeable_action_surface,13469,7102,12,0.0010564736634143803,0.002406763116600733,-0.0013502894531863528,0.0004678158021467363,-0.002238803082420516,0.6666666666666666,0.4166666666666667,0.0,fail:diagnostic_only:not_tradeable_profit_row|reject_no_regime_specificity_vs_controls|reject_specificity_lcb_nonpositive|reject_specificity_fold_rate_lt60pct
board-b-manipulation-action-surface/v1,20260511T203620+0800-codex-board-b-manipulation-action-surface-v1,ManipulationActionSurfaceV1,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderExitActionSurface,direct_manipulation_action_surface,ManipulationActionSurfaceV1:cooldown_relative:12h,Manipulation(scoped) -> TelegramPumpEvent -> CooldownRelativeUnderperformance -> diagnostic_not_tradeable,board-b-manipulation-action-surface/v1,12h,cooldown_relative,suppress_or_abstain_if_no_tradeable_action_surface,13440,7100,12,0.0013784142504731883,0.0037672877514184997,-0.0023888735009453114,0.0006826063846208214,-0.0034539228009329236,0.5833333333333334,0.3333333333333333,0.0,fail:diagnostic_only:not_tradeable_profit_row|reject_no_regime_specificity_vs_controls|reject_specificity_lcb_nonpositive|reject_specificity_fold_rate_lt60pct
board-b-manipulation-action-surface/v1,20260511T203620+0800-codex-board-b-manipulation-action-surface-v1,ManipulationActionSurfaceV1,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderExitActionSurface,direct_manipulation_action_surface,ManipulationActionSurfaceV1:cooldown_relative:18h,Manipulation(scoped) -> TelegramPumpEvent -> CooldownRelativeUnderperformance -> diagnostic_not_tradeable,board-b-manipulation-action-surface/v1,18h,cooldown_relative,suppress_or_abstain_if_no_tradeable_action_surface,13402,7060,12,0.0021537131832909213,0.00584337826452879,-0.003689665081237869,0.0012685431937967426,-0.005090491219378641,0.5833333333333334,0.4166666666666667,0.0,fail:diagnostic_only:not_tradeable_profit_row|reject_no_regime_specificity_vs_controls|reject_specificity_lcb_nonpositive|reject_specificity_fold_rate_lt60pct
board-b-manipulation-action-surface/v1,20260511T203620+0800-codex-board-b-manipulation-action-surface-v1,ManipulationActionSurfaceV1,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderExitActionSurface,direct_manipulation_action_surface,ManipulationActionSurfaceV1:cooldown_relative:24h,Manipulation(scoped) -> TelegramPumpEvent -> CooldownRelativeUnderperformance -> diagnostic_not_tradeable,board-b-manipulation-action-surface/v1,24h,cooldown_relative,suppress_or_abstain_if_no_tradeable_action_surface,13448,7085,12,0.002413987074026229,0.008482392896238172,-0.006068405822211943,0.0013884478326242338,-0.0077681897531356025,0.5,0.4166666666666667,0.0,fail:diagnostic_only:not_tradeable_profit_row|reject_no_regime_specificity_vs_controls|reject_specificity_lcb_nonpositive|reject_specificity_fold_rate_lt60pct
board-b-manipulation-action-surface/v1,20260511T203620+0800-codex-board-b-manipulation-action-surface-v1,ManipulationActionSurfaceV1,Manipulation(scoped),direct_event_provider_reconstructed,TelegramPumpEvent,ProviderExitActionSurface,direct_manipulation_action_surface,ManipulationActionSurfaceV1:cooldown_relative:36h,Manipulation(scoped) -> TelegramPumpEvent -> CooldownRelativeUnderperformance -> diagnostic_not_tradeable,board-b-manipulation-action-surface/v1,36h,cooldown_relative,suppress_or_abstain_if_no_tradeable_action_surface,13389,7121,12,0.0035365671075035295,0.01556642143508751,-0.01202985432758398,0.0023388012582491423,-0.014215058254351431,0.5,0.25,0.0,fail:diagnostic_only:not_tradeable_profit_row|reject_no_regime_specificity_vs_controls|reject_specificity_lcb_nonpositive|reject_specificity_fold_rate_lt60pct
