provider,instrument,timeframe,root,data_status,source_rows,source,attachability_status,acceptance_status,reason
yfinance,^GSPC,1m,Crisis,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,^NDX,1m,Bull,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,^NDX,1m,Bear,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,^NDX,1m,Sideways,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,^NDX,1m,Crisis,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,^VIX,1m,Bull,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,^VIX,1m,Bear,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,^VIX,1m,Sideways,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,^VIX,1m,Crisis,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,CL=F,5m,Bull,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,CL=F,5m,Bear,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,CL=F,5m,Sideways,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,CL=F,5m,Crisis,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,DIA,5m,Bull,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,DIA,5m,Bear,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,DIA,5m,Sideways,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,DIA,5m,Crisis,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,ES=F,5m,Bull,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,ES=F,5m,Bear,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,ES=F,5m,Sideways,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,ES=F,5m,Crisis,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,GC=F,5m,Bull,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,GC=F,5m,Bear,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,GC=F,5m,Sideways,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,GC=F,5m,Crisis,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,GLD,5m,Bull,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,GLD,5m,Bear,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,GLD,5m,Sideways,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,GLD,5m,Crisis,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,NQ=F,5m,Bull,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,NQ=F,5m,Bear,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,NQ=F,5m,Sideways,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,NQ=F,5m,Crisis,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,QQQ,5m,Bull,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,QQQ,5m,Bear,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,QQQ,5m,Sideways,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,QQQ,5m,Crisis,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,SPY,5m,Bull,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,SPY,5m,Bear,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,SPY,5m,Sideways,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,SPY,5m,Crisis,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,USO,5m,Bull,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,USO,5m,Bear,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,USO,5m,Sideways,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,USO,5m,Crisis,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,YM=F,5m,Bull,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,YM=F,5m,Bear,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,YM=F,5m,Sideways,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,YM=F,5m,Crisis,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,^DJI,5m,Bull,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,^DJI,5m,Bear,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,^DJI,5m,Sideways,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,^DJI,5m,Crisis,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,^GSPC,5m,Bull,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,^GSPC,5m,Bear,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,^GSPC,5m,Sideways,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,^GSPC,5m,Crisis,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,^NDX,5m,Bull,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,^NDX,5m,Bear,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,^NDX,5m,Sideways,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,^NDX,5m,Crisis,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,^VIX,5m,Bull,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,^VIX,5m,Bear,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,^VIX,5m,Sideways,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,^VIX,5m,Crisis,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,CL=F,15m,Bull,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,CL=F,15m,Bear,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,CL=F,15m,Sideways,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,CL=F,15m,Crisis,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,DIA,15m,Bull,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,DIA,15m,Bear,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,DIA,15m,Sideways,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,DIA,15m,Crisis,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,ES=F,15m,Bull,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,ES=F,15m,Bear,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,ES=F,15m,Sideways,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,ES=F,15m,Crisis,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,GC=F,15m,Bull,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,GC=F,15m,Bear,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,GC=F,15m,Sideways,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,GC=F,15m,Crisis,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,GLD,15m,Bull,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,GLD,15m,Bear,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,GLD,15m,Sideways,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,GLD,15m,Crisis,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,NQ=F,15m,Bull,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,NQ=F,15m,Bear,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,NQ=F,15m,Sideways,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,NQ=F,15m,Crisis,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,QQQ,15m,Bull,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,QQQ,15m,Bear,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,QQQ,15m,Sideways,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,QQQ,15m,Crisis,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,SPY,15m,Bull,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,SPY,15m,Bear,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,SPY,15m,Sideways,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,SPY,15m,Crisis,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,USO,15m,Bull,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,USO,15m,Bear,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,USO,15m,Sideways,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,USO,15m,Crisis,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,YM=F,15m,Bull,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,YM=F,15m,Bear,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,YM=F,15m,Sideways,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,YM=F,15m,Crisis,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,^DJI,15m,Bull,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,^DJI,15m,Bear,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,^DJI,15m,Sideways,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,^DJI,15m,Crisis,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,^GSPC,15m,Bull,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,^GSPC,15m,Bear,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,^GSPC,15m,Sideways,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,^GSPC,15m,Crisis,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,^NDX,15m,Bull,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,^NDX,15m,Bear,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,^NDX,15m,Sideways,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,^NDX,15m,Crisis,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,^VIX,15m,Bull,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,^VIX,15m,Bear,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,^VIX,15m,Sideways,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,^VIX,15m,Crisis,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,CL=F,30m,Bull,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,CL=F,30m,Bear,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,CL=F,30m,Sideways,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,CL=F,30m,Crisis,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,DIA,30m,Bull,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,DIA,30m,Bear,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,DIA,30m,Sideways,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,DIA,30m,Crisis,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,ES=F,30m,Bull,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,ES=F,30m,Bear,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,ES=F,30m,Sideways,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,ES=F,30m,Crisis,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,GC=F,30m,Bull,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,GC=F,30m,Bear,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,GC=F,30m,Sideways,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
yfinance,GC=F,30m,Crisis,ok,0,,missing_intraday_or_monthly_source_label,not_accepted_full_panel,Kaggle stock/index source labels are available only for 1d and 1w
