recipe_id,parent_regime_root,selected_variant_id,regime_profit_branch_path,total_trades,test_folds,folds,min_trades_per_test_fold,fold_positive_rate,win_rate,mean_profit_ratio_net,net_return_R,bootstrap_edge_lcb_5pct,bootstrap_edge_lcb_5pct_stressed_2x_cost,pbo,pbo_method,dsr,dsr_method,cost_stress_result,tail_loss_p95,max_drawdown_trade_equity_proxy,regime_specificity_ratio,outside_mean_profit_ratio_net,rc_spa,promotion_level,hard_gate_result,downstream_consumption_status
TomacNQRootAwareVariantMatrixB2U,Sideways,tomac_baseline_bull,Sideways -> RangeConsolidation -> TomacNQRootAwareRangeReversion -> TomacNQRootAwareVariantMatrixB2U:tomac_baseline_bull,0,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.30158730158730157,simple_cscv_variant_fold_proxy,0.0,trade_return_sharpe_proxy_not_full_deflated_sharpe,fail,0.0,0.0,0.0,0.0008715706472533831,10.0,reject,fail:reject_thin_trades|reject_insufficient_test_folds|reject_fold_trade_depth|reject_fold_inconsistency|reject_no_positive_edge|reject_cost_fragile|reject_overfit_risk|reject_dsr_nonpositive|reject_no_regime_specificity|reject_rc_spa_below_60,not_started:blocked_by_branch_rc_spa_hard_gates
TomacNQRootAwareVariantMatrixB2U,Sideways,bull_cost_filtered,Sideways -> RangeConsolidation -> TomacNQRootAwareRangeReversion -> TomacNQRootAwareVariantMatrixB2U:bull_cost_filtered,0,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.30158730158730157,simple_cscv_variant_fold_proxy,0.0,trade_return_sharpe_proxy_not_full_deflated_sharpe,fail,0.0,0.0,0.0,0.0005602266295844313,10.0,reject,fail:reject_thin_trades|reject_insufficient_test_folds|reject_fold_trade_depth|reject_fold_inconsistency|reject_no_positive_edge|reject_cost_fragile|reject_overfit_risk|reject_dsr_nonpositive|reject_no_regime_specificity|reject_rc_spa_below_60,not_started:blocked_by_branch_rc_spa_hard_gates
TomacNQRootAwareVariantMatrixB2U,Sideways,bear_sideways_reversion,Sideways -> RangeConsolidation -> TomacNQRootAwareRangeReversion -> TomacNQRootAwareVariantMatrixB2U:bear_sideways_reversion,626,8,"2011,2012,2013,2014,2015,2016,2017,2018",31,0.125,0.6629392971246006,-0.0006544518691879809,-0.40968687011167604,-0.001127730074942427,-0.0031277300749424273,0.30158730158730157,simple_cscv_variant_fold_proxy,-2.2488899084158294,trade_return_sharpe_proxy_not_full_deflated_sharpe,fail,0.019998828387645003,0.5107954604928897,0.0,-0.000701319024606869,16.875,reject,fail:reject_fold_inconsistency|reject_no_positive_edge|reject_cost_fragile|reject_overfit_risk|reject_dsr_nonpositive|reject_no_regime_specificity|reject_rc_spa_below_60,not_started:blocked_by_branch_rc_spa_hard_gates
TomacNQRootAwareVariantMatrixB2U,Sideways,crisis_dense_rebound,Sideways -> RangeConsolidation -> TomacNQRootAwareRangeReversion -> TomacNQRootAwareVariantMatrixB2U:crisis_dense_rebound,834,7,"2011,2012,2013,2014,2015,2016,2017",26,0.14285714285714285,0.6462829736211031,-0.0006641492507250986,-0.5539004751047323,-0.0010250975887320282,-0.003025097588732028,0.30158730158730157,simple_cscv_variant_fold_proxy,-3.0025840388555913,trade_return_sharpe_proxy_not_full_deflated_sharpe,fail,0.016106224724045846,0.6135518781279142,0.0,-0.0011179849224153887,17.142857142857142,reject,fail:reject_fold_inconsistency|reject_no_positive_edge|reject_cost_fragile|reject_overfit_risk|reject_dsr_nonpositive|reject_no_regime_specificity|reject_rc_spa_below_60,not_started:blocked_by_branch_rc_spa_hard_gates
TomacNQRootAwareVariantMatrixB2U,Sideways,all_root_dense,Sideways -> RangeConsolidation -> TomacNQRootAwareRangeReversion -> TomacNQRootAwareVariantMatrixB2U:all_root_dense,1119,9,"2011,2012,2013,2014,2015,2016,2017,2018,2019",4,0.2222222222222222,0.6201966041108132,-0.0004304524865804834,-0.4816763324835609,-0.0007110908680572593,-0.002711090868057259,0.30158730158730157,simple_cscv_variant_fold_proxy,-2.493818561212607,trade_return_sharpe_proxy_not_full_deflated_sharpe,fail,0.012981433429652082,0.5674686765215333,0.0,-0.000295278639468389,18.333333333333332,reject,fail:reject_fold_trade_depth|reject_fold_inconsistency|reject_no_positive_edge|reject_cost_fragile|reject_overfit_risk|reject_dsr_nonpositive|reject_no_regime_specificity|reject_rc_spa_below_60,not_started:blocked_by_branch_rc_spa_hard_gates
TomacNQRootAwareVariantMatrixB2U,Crisis,tomac_baseline_bull,Crisis -> ExtremeStress -> TomacNQRootAwareStressReboundOrAbstain -> TomacNQRootAwareVariantMatrixB2U:tomac_baseline_bull,0,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,not_identifiable_lt4_folds_or_lt3_variants,0.0,trade_return_sharpe_proxy_not_full_deflated_sharpe,fail,0.0,0.0,0.0,0.0008715706472533831,10.0,reject,fail:reject_thin_trades|reject_insufficient_test_folds|reject_fold_trade_depth|reject_fold_inconsistency|reject_no_positive_edge|reject_cost_fragile|reject_overfit_risk|reject_dsr_nonpositive|reject_no_regime_specificity|reject_rc_spa_below_60,not_started:blocked_by_branch_rc_spa_hard_gates
TomacNQRootAwareVariantMatrixB2U,Crisis,bull_cost_filtered,Crisis -> ExtremeStress -> TomacNQRootAwareStressReboundOrAbstain -> TomacNQRootAwareVariantMatrixB2U:bull_cost_filtered,0,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,not_identifiable_lt4_folds_or_lt3_variants,0.0,trade_return_sharpe_proxy_not_full_deflated_sharpe,fail,0.0,0.0,0.0,0.0005602266295844313,10.0,reject,fail:reject_thin_trades|reject_insufficient_test_folds|reject_fold_trade_depth|reject_fold_inconsistency|reject_no_positive_edge|reject_cost_fragile|reject_overfit_risk|reject_dsr_nonpositive|reject_no_regime_specificity|reject_rc_spa_below_60,not_started:blocked_by_branch_rc_spa_hard_gates
TomacNQRootAwareVariantMatrixB2U,Crisis,bear_sideways_reversion,Crisis -> ExtremeStress -> TomacNQRootAwareStressReboundOrAbstain -> TomacNQRootAwareVariantMatrixB2U:bear_sideways_reversion,0,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,not_identifiable_lt4_folds_or_lt3_variants,0.0,trade_return_sharpe_proxy_not_full_deflated_sharpe,fail,0.0,0.0,0.0,-0.0006760269217687449,10.0,reject,fail:reject_thin_trades|reject_insufficient_test_folds|reject_fold_trade_depth|reject_fold_inconsistency|reject_no_positive_edge|reject_cost_fragile|reject_overfit_risk|reject_dsr_nonpositive|reject_no_regime_specificity|reject_rc_spa_below_60,not_started:blocked_by_branch_rc_spa_hard_gates
TomacNQRootAwareVariantMatrixB2U,Crisis,crisis_dense_rebound,Crisis -> ExtremeStress -> TomacNQRootAwareStressReboundOrAbstain -> TomacNQRootAwareVariantMatrixB2U:crisis_dense_rebound,48,2,"2011,2012",7,0.5,0.625,-0.0003664899236779677,-0.01759151633654245,-0.0026707467939811277,-0.004670746793981129,1.0,not_identifiable_lt4_folds_or_lt3_variants,-0.26605407660557084,trade_return_sharpe_proxy_not_full_deflated_sharpe,fail,0.02,0.10247574598987794,0.0,-0.0008285282949848684,20.600970160404884,reject,fail:reject_thin_trades|reject_insufficient_test_folds|reject_fold_trade_depth|reject_fold_inconsistency|reject_no_positive_edge|reject_cost_fragile|reject_overfit_risk|reject_dsr_nonpositive|reject_no_regime_specificity|reject_rc_spa_below_60,not_started:blocked_by_branch_rc_spa_hard_gates
TomacNQRootAwareVariantMatrixB2U,Crisis,all_root_dense,Crisis -> ExtremeStress -> TomacNQRootAwareStressReboundOrAbstain -> TomacNQRootAwareVariantMatrixB2U:all_root_dense,63,3,"2011,2012,2020",5,0.6666666666666666,0.5396825396825397,0.0003619371577931666,0.022802040940969496,-0.0012786273393793953,-0.0032786273393793962,1.0,not_identifiable_lt4_folds_or_lt3_variants,0.3599983230869739,trade_return_sharpe_proxy_not_full_deflated_sharpe,fail,0.01957661875133144,0.08533972629234625,999.0,-0.0003922897825428661,36.43638579461076,reject,fail:reject_thin_trades|reject_insufficient_test_folds|reject_fold_trade_depth|reject_fold_inconsistency|reject_no_positive_edge|reject_cost_fragile|reject_overfit_risk|reject_rc_spa_below_60,not_started:blocked_by_branch_rc_spa_hard_gates
