provider,symbol,strategy,entry_time,exit_time,direction,return,main_regime,sub_regime,sub_sub_regime_or_profit_factor,profit_factor,branch_path
binance,BTCUSDT,trend_pullback_resume_v1,2017-10-17 04:00:00+00:00,2017-10-17 16:00:00+00:00,long,-0.01268691411187195,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-11-04 08:00:00+00:00,2017-11-04 20:00:00+00:00,long,0.033679708223738114,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-11-05 21:00:00+00:00,2017-11-06 09:00:00+00:00,long,-0.002902674392568194,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2017-12-04 20:00:00+00:00,2017-12-05 08:00:00+00:00,long,0.04022658579539873,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2018-01-04 07:00:00+00:00,2018-01-04 19:00:00+00:00,long,0.00998033631678874,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2018-02-10 17:00:00+00:00,2018-02-11 05:00:00+00:00,long,-0.03478584161908127,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2018-02-13 13:00:00+00:00,2018-02-14 01:00:00+00:00,long,0.0066334297900032535,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2018-02-16 18:00:00+00:00,2018-02-17 06:00:00+00:00,long,0.08094821518350948,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2018-02-18 15:00:00+00:00,2018-02-19 03:00:00+00:00,long,-0.0126700602704789,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2018-02-28 08:00:00+00:00,2018-02-28 20:00:00+00:00,long,0.013776722090261373,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2018-03-04 08:00:00+00:00,2018-03-04 20:00:00+00:00,long,0.021545923816304713,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2018-04-14 10:00:00+00:00,2018-04-14 22:00:00+00:00,long,0.015609210290889797,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2018-04-28 07:00:00+00:00,2018-04-28 19:00:00+00:00,long,0.029232256070969243,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2018-04-29 20:00:00+00:00,2018-04-30 08:00:00+00:00,long,-0.013198125346775336,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2018-06-21 20:00:00+00:00,2018-06-22 08:00:00+00:00,long,-0.04716247964054199,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2018-07-01 12:00:00+00:00,2018-07-02 00:00:00+00:00,long,-0.001409342285937365,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2018-07-04 09:00:00+00:00,2018-07-04 21:00:00+00:00,long,0.023884032067771344,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2018-07-08 23:00:00+00:00,2018-07-09 11:00:00+00:00,long,0.0008804993966120556,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2018-07-09 11:00:00+00:00,2018-07-09 23:00:00+00:00,long,-0.008319427925829292,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2018-07-19 07:00:00+00:00,2018-07-19 19:00:00+00:00,long,0.01805741964229579,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2018-07-22 22:00:00+00:00,2018-07-23 10:00:00+00:00,long,0.03848012679109969,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2018-07-25 20:00:00+00:00,2018-07-26 08:00:00+00:00,long,0.007594865621787683,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2018-07-29 07:00:00+00:00,2018-07-29 19:00:00+00:00,long,0.005901296743580531,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2018-08-26 02:00:00+00:00,2018-08-26 14:00:00+00:00,long,0.007798975791714069,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2018-08-29 15:00:00+00:00,2018-08-30 03:00:00+00:00,long,0.006335653492347992,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2018-09-03 22:00:00+00:00,2018-09-04 10:00:00+00:00,long,0.008904529395965755,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2018-09-14 08:00:00+00:00,2018-09-14 20:00:00+00:00,long,0.018177113050418914,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2018-09-14 23:00:00+00:00,2018-09-15 11:00:00+00:00,long,0.00723833228083115,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2018-09-22 21:00:00+00:00,2018-09-23 09:00:00+00:00,long,0.01055843167678705,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2018-09-28 22:00:00+00:00,2018-09-29 10:00:00+00:00,long,-0.010536931265743288,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2018-09-30 21:00:00+00:00,2018-10-01 09:00:00+00:00,long,0.0038027256407804355,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2018-10-09 15:00:00+00:00,2018-10-10 03:00:00+00:00,long,-0.003839459404115897,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2018-11-05 20:00:00+00:00,2018-11-06 08:00:00+00:00,long,0.00275086119303114,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2018-11-08 04:00:00+00:00,2018-11-08 16:00:00+00:00,long,-0.004952828744773319,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2019-02-23 09:00:00+00:00,2019-02-23 21:00:00+00:00,long,0.04032486447123551,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2019-03-17 07:00:00+00:00,2019-03-17 19:00:00+00:00,long,0.004005011295540761,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2019-03-30 15:00:00+00:00,2019-03-31 03:00:00+00:00,long,0.004544027779139981,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2019-04-19 06:00:00+00:00,2019-04-19 18:00:00+00:00,long,0.0078560038897173,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2019-04-21 05:00:00+00:00,2019-04-21 17:00:00+00:00,long,-0.00984439564770101,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2019-05-21 23:00:00+00:00,2019-05-22 11:00:00+00:00,long,-0.01297428041194848,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2019-05-25 18:00:00+00:00,2019-05-26 06:00:00+00:00,long,-0.0029173995611390113,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2019-05-28 19:00:00+00:00,2019-05-29 07:00:00+00:00,long,-0.016414949295943115,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2019-06-02 03:00:00+00:00,2019-06-02 15:00:00+00:00,long,0.015697381819032907,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2019-08-08 21:00:00+00:00,2019-08-09 09:00:00+00:00,long,0.0008890015619202885,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2019-08-10 06:00:00+00:00,2019-08-10 18:00:00+00:00,long,-0.03795778090110935,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2019-10-11 00:00:00+00:00,2019-10-11 12:00:00+00:00,long,-0.019380387443089786,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2019-10-22 00:00:00+00:00,2019-10-22 12:00:00+00:00,long,0.006930717261432129,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2019-12-09 12:00:00+00:00,2019-12-10 00:00:00+00:00,long,-0.020011129898189428,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2020-01-12 16:00:00+00:00,2020-01-13 04:00:00+00:00,long,0.0020180252234638374,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2020-01-30 03:00:00+00:00,2020-01-30 15:00:00+00:00,long,0.011484542525564967,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2020-02-07 12:00:00+00:00,2020-02-08 00:00:00+00:00,long,0.0034973779915292713,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2020-02-08 01:00:00+00:00,2020-02-08 13:00:00+00:00,long,0.0007234507373985455,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2020-02-13 07:00:00+00:00,2020-02-13 19:00:00+00:00,long,-0.00857436337890849,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2020-02-24 11:00:00+00:00,2020-02-24 23:00:00+00:00,long,-0.01582346214294017,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2020-03-06 13:00:00+00:00,2020-03-07 01:00:00+00:00,long,0.0034908347653148653,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2020-04-17 15:00:00+00:00,2020-04-18 03:00:00+00:00,long,0.006942372341906866,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2020-04-19 17:00:00+00:00,2020-04-20 05:00:00+00:00,long,0.0022564879267417126,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2020-04-26 07:00:00+00:00,2020-04-26 19:00:00+00:00,long,0.01324691982943449,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2020-04-28 08:00:00+00:00,2020-04-28 20:00:00+00:00,long,0.00460020965614838,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2020-05-09 00:00:00+00:00,2020-05-09 12:00:00+00:00,long,-0.020085542401854894,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2020-05-15 14:00:00+00:00,2020-05-16 02:00:00+00:00,long,-0.014185798106609249,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2020-05-18 19:00:00+00:00,2020-05-19 07:00:00+00:00,long,-0.013163672346083732,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2020-05-29 20:00:00+00:00,2020-05-30 08:00:00+00:00,long,0.01193406595739499,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2020-06-05 19:00:00+00:00,2020-06-06 07:00:00+00:00,long,-0.011841645244215937,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2020-06-08 20:00:00+00:00,2020-06-09 08:00:00+00:00,long,-0.0018790540617151796,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2020-06-23 22:00:00+00:00,2020-06-24 10:00:00+00:00,long,-0.024219653119046503,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2020-07-02 14:00:00+00:00,2020-07-03 02:00:00+00:00,long,-0.01070364328439366,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2020-07-07 18:00:00+00:00,2020-07-08 06:00:00+00:00,long,-0.00021682847896442592,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2020-08-06 21:00:00+00:00,2020-08-07 09:00:00+00:00,long,0.006088654696031481,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2020-09-20 10:00:00+00:00,2020-09-20 22:00:00+00:00,long,-0.009922029491134077,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2020-09-26 21:00:00+00:00,2020-09-27 09:00:00+00:00,long,-0.007705132585410945,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2020-10-11 19:00:00+00:00,2020-10-12 07:00:00+00:00,long,0.003998581262429468,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2020-11-02 01:00:00+00:00,2020-11-02 13:00:00+00:00,long,-0.02621022130280337,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2020-11-14 01:00:00+00:00,2020-11-14 13:00:00+00:00,long,-0.016319967197038876,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2020-12-06 09:00:00+00:00,2020-12-06 21:00:00+00:00,long,0.010285565443524991,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2020-12-07 23:00:00+00:00,2020-12-08 11:00:00+00:00,long,-0.021074873871100852,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2020-12-14 10:00:00+00:00,2020-12-14 22:00:00+00:00,long,0.010632334744621996,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2020-12-16 03:00:00+00:00,2020-12-16 15:00:00+00:00,long,0.06796312721874531,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2021-02-04 22:00:00+00:00,2021-02-05 10:00:00+00:00,long,0.004186627282491973,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2021-02-07 11:00:00+00:00,2021-02-07 23:00:00+00:00,long,-0.0064259116030588315,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2021-02-12 18:00:00+00:00,2021-02-13 06:00:00+00:00,long,0.009710541208079349,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2021-02-18 22:00:00+00:00,2021-02-19 10:00:00+00:00,long,0.016405403147817132,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2021-02-20 22:00:00+00:00,2021-02-21 10:00:00+00:00,long,0.03853944835079548,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2021-03-08 08:00:00+00:00,2021-03-08 20:00:00+00:00,long,0.03767575808910717,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2021-03-12 20:00:00+00:00,2021-03-13 08:00:00+00:00,long,0.013007965176164982,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2021-03-14 19:00:00+00:00,2021-03-15 07:00:00+00:00,long,-0.03573968367324798,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2021-03-19 07:00:00+00:00,2021-03-19 19:00:00+00:00,long,0.017161519409676362,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2021-03-28 17:00:00+00:00,2021-03-29 05:00:00+00:00,long,-0.01641892569164405,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
binance,BTCUSDT,trend_pullback_resume_v1,2021-03-31 19:00:00+00:00,2021-04-01 07:00:00+00:00,long,0.004519827466068271,trend_expansion,normal_volatility,down_or_flat_momentum,trend_pullback_resume,trend_expansion->normal_volatility->down_or_flat_momentum->trend_pullback_resume
